,protected,name,verified,location,id,public_metrics,url,profile_image_url,username,description,entities,pinned_tweet_id
0,False,Devon Arellano,False,"Utah, USA",866677946,"{'followers_count': 334, 'following_count': 679, 'tweet_count': 2504, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1022674028064993280/BoHcSKpH_normal.jpg,DevonArellano14,Weber State ‘19. BS Political Science. SUU MPA ‘21. Go Jazz #takenote,"{'description': {'hashtags': [{'start': 60, 'end': 69, 'tag': 'takenote'}]}}",
1,False,David Dunham,False,"Tacoma, WA",137786115,"{'followers_count': 799, 'following_count': 205, 'tweet_count': 12030, 'listed_count': 36}",https://t.co/TFh2W5bdK9,https://pbs.twimg.com/profile_images/528605382453641216/MLw7vKBR_normal.jpeg,radiofreelunch,Software and game designer (see @KingDragonPass and @SixAges),"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TFh2W5bdK9', 'expanded_url': 'http://www.pensee.com/dunham/', 'display_url': 'pensee.com/dunham/'}]}, 'description': {'mentions': [{'start': 32, 'end': 47, 'username': 'KingDragonPass'}, {'start': 52, 'end': 60, 'username': 'SixAges'}]}}",
2,False,Maddy Mania 🇮🇳,False,New Delhi,46828248,"{'followers_count': 2170, 'following_count': 921, 'tweet_count': 38488, 'listed_count': 38}",,https://pbs.twimg.com/profile_images/1458722233858228227/iaRV6_XH_normal.jpg,saanuki11,"Ambitious & passionate to the T as you get to live only once. Bollywood, Advertising & Marketing, Travelling, Reading, & Music makes my life merry go round.",,
3,False,charlie | #LeniKiko2022,False,PLM 🦅,1007632363923226624,"{'followers_count': 1166, 'following_count': 412, 'tweet_count': 7463, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1519754824467640320/Ifc6Qiy6_normal.jpg,charlespogiiii,He/Him. God’s masterpiece. Future CPA/Lawyer! ⚖,,1502694643191857153
4,False,혼돈,False,프사앤캐(행복한 봄 되세요),2464309734,"{'followers_count': 559, 'following_count': 339, 'tweet_count': 353497, 'listed_count': 2}",https://t.co/lAY1r22XcT,https://pbs.twimg.com/profile_images/1521773374715744256/SCEnq3t7_normal.jpg,keangae,킴게 | 성인 | 매우 잡덕 | FUB Free | 비팔 알림 off 상태 | 🎗 | 🏳️‍🌈 | ⚛️ | 🇺🇦 | 슬.팬.씨 | 커미계 @keangae_com | 💚💛 🖤❤️ 🖤💛,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lAY1r22XcT', 'expanded_url': 'http://m.blog.naver.com/keangae2', 'display_url': 'm.blog.naver.com/keangae2'}]}, 'description': {'mentions': [{'start': 77, 'end': 89, 'username': 'keangae_com'}]}}",1466098188247465990
5,False,소피아,False,"Tamil Nadu, India",2415277284,"{'followers_count': 1116, 'following_count': 4862, 'tweet_count': 11222, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1250533229360148483/0e53xOrI_normal.jpg,SofiaMickeyK,:),,1365212214236389379
6,False,Jasbir S. Randhawa,False,"Chandigarh, India",103007226,"{'followers_count': 1178, 'following_count': 371, 'tweet_count': 9524, 'listed_count': 18}",https://t.co/NVqZANXg4F,https://pbs.twimg.com/profile_images/1205198651569520640/XDiYE9Th_normal.jpg,jasbirsrandhawa,"Bird & Nature Photographer. Gentleman@Large
All birds photographed by me in their natural habitat. None are captive birds. 697 Bird Species captured so far...","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NVqZANXg4F', 'expanded_url': 'https://linktr.ee/jsr1970', 'display_url': 'linktr.ee/jsr1970'}]}}",
7,False,しゅと伍長🎖オルカン軍🌎,False,SIDE3,1379752209873702917,"{'followers_count': 1579, 'following_count': 707, 'tweet_count': 2724, 'listed_count': 13}",https://t.co/r0un7A8e5q,https://pbs.twimg.com/profile_images/1379752387691257864/zB4aE6Iv_normal.jpg,aoshoot0509,インデックス投資💰コアeMAXIS Slim全世界株式(オールカントリー)🌏2021年10月22日オルカン軍配属🌍含み益100万円増ごとに昇格予定🔥3月28日再び二等兵から一等兵に昇格👍4月20日伍長昇格👍目指せ軍曹⭐️iDeCoは楽天VTI🇺🇸楽天でふるさと納税®️脳神経外科専門医,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r0un7A8e5q', 'expanded_url': 'http://aoshoot.com', 'display_url': 'aoshoot.com'}]}}",1450397308818915329
8,False,ignacioariznavarreta,False,Burgos. España,511668856,"{'followers_count': 654, 'following_count': 1224, 'tweet_count': 1397, 'listed_count': 15}",,https://pbs.twimg.com/profile_images/1866775957/image_normal.jpg,ijariznavarreta,"Quod tibi fieri non vis, alteri ne feceris.",,
9,False,Mark Easterbrook,False,Auckland,98480854,"{'followers_count': 1837, 'following_count': 1979, 'tweet_count': 15188, 'listed_count': 32}",https://t.co/1yJpohUsGQ,https://pbs.twimg.com/profile_images/1094877007865819137/GmWrc6FL_normal.jpg,markeasterbrook,"Pākehā. Doing creative things for brands with words and ideas, plus a healthy dose of charitable and cultural stuff. Going West Fest official cheerleader.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1yJpohUsGQ', 'expanded_url': 'http://www.easterbrook.co.nz', 'display_url': 'easterbrook.co.nz'}]}}",
10,False,Antonio Cazorla 🇪🇸,False,Málaga - Benalmádena -Marbella,121884926,"{'followers_count': 2234, 'following_count': 838, 'tweet_count': 32120, 'listed_count': 47}",,https://pbs.twimg.com/profile_images/1016426248850083845/ueG7Cre-_normal.jpg,antoinecazorla,"Periodista | Marketing @hcmarbella | Antes: Comunicacion Interna @Holiday_World, Comunicación @ASCostadelSol, @beINSPORTSes, @Gol, @MUWOM, @CMM_es y @eltorotv.","{'description': {'mentions': [{'start': 23, 'end': 34, 'username': 'hcmarbella'}, {'start': 65, 'end': 79, 'username': 'Holiday_World'}, {'start': 94, 'end': 108, 'username': 'ASCostadelSol'}, {'start': 110, 'end': 123, 'username': 'beINSPORTSes'}, {'start': 125, 'end': 129, 'username': 'Gol'}, {'start': 131, 'end': 137, 'username': 'MUWOM'}, {'start': 139, 'end': 146, 'username': 'CMM_es'}, {'start': 149, 'end': 158, 'username': 'eltorotv'}]}}",967041286556585985
11,False,Adam,False,"Colorado, USA",2657581290,"{'followers_count': 452, 'following_count': 787, 'tweet_count': 19802, 'listed_count': 14}",,https://pbs.twimg.com/profile_images/1500700299643666432/J3fgRYwE_normal.jpg,Take_A_Heiche,"Adam Heichelheim:
Writer. Gamer. Sports lover and hater.

Rockiea. Nuggeta. Boncos. Ate at Benihana with Ty Wigginton",,1339825678858907650
12,False,Syed Mohd Atif,False,New Delhi,221280109,"{'followers_count': 101, 'following_count': 109, 'tweet_count': 789, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1250201248743092224/KsVELP9c_normal.jpg,sydtf,,,
13,False,Dr. Manhattan,False,,1359173867269287937,"{'followers_count': 2, 'following_count': 70, 'tweet_count': 375, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1514623509518979072/w8KlmpL1_normal.jpg,volumekamkaro,I agree and disagree with everything and everyone.,,1478311154644439041
14,False,fka TREE,False,any ! BLK ! 18 ! ar57,1298536356801544192,"{'followers_count': 467, 'following_count': 455, 'tweet_count': 90897, 'listed_count': 23}",,https://pbs.twimg.com/profile_images/1518677445452386304/lHpUe8ts_normal.jpg,sveetniight,not a folower of Jungkookism,,1445923346844045316
15,False,Manas Geeta Arun मानस गीता अरुण মানস গীতা অরুন,False,"Mohali, Punjab.",879241262494130176,"{'followers_count': 529, 'following_count': 828, 'tweet_count': 6548, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1252667546945220609/stf87F8p_normal.jpg,manas_ga,"PhD Student | Evolutionary Biology | Sexual conflict in fruit flies | @IiserMohali | Also interested in Table Tennis, Cricket, History, Languages.","{'description': {'mentions': [{'start': 70, 'end': 82, 'username': 'IiserMohali'}]}}",1160673174037491713
16,False,Bilal Akbar,False,"Islamabad, Pakistan",2748683564,"{'followers_count': 1258, 'following_count': 1958, 'tweet_count': 3988, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1519100603619753985/QTY-olVr_normal.jpg,bilalakbarrana,There are Worlds Beyond,,1513661001689935879
17,False,e.,False,ATL ,254827375,"{'followers_count': 247, 'following_count': 290, 'tweet_count': 15394, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1234246831212810240/3nv4rS2O_normal.jpg,envy_emma,"either love me or fear me, you gotta feel me. 559➡️404",,731623797141450752
18,False,sharkie 🦈🍋,False,alex • 20 • they/she/he,1311227347123630080,"{'followers_count': 120, 'following_count': 268, 'tweet_count': 35464, 'listed_count': 0}",https://t.co/IIcY5MoBku,https://pbs.twimg.com/profile_images/1522053062046584833/lEWzdMqr_normal.jpg,SHARKTEEZERS,"turning around, and all that I can see is just a yellow lemon tree 🍋","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IIcY5MoBku', 'expanded_url': 'https://www.twitch.tv/pyeongies', 'display_url': 'twitch.tv/pyeongies'}]}}",
19,False,Miya,False,大阪 豊中市,739467385258659840,"{'followers_count': 183, 'following_count': 267, 'tweet_count': 18062, 'listed_count': 7}",,https://pbs.twimg.com/profile_images/1436291382004436992/0PF_HEcU_normal.jpg,549mfg,雑多垢,,
20,False,idk,False,,1460304867755540480,"{'followers_count': 3, 'following_count': 46, 'tweet_count': 221, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1507067693869981697/JhCZG4ht_normal.jpg,blackbitxhxrob1,i dont know why im here,,
21,False,Dani Conde 💚,False,Cali-Colombia,196417407,"{'followers_count': 435, 'following_count': 270, 'tweet_count': 18288, 'listed_count': 28}",,https://pbs.twimg.com/profile_images/1520556502448316416/NR4YwKZH_normal.jpg,danicondea,"🇨🇴
Hincha del Deportivo Cali ⚽  #JuntoAlCaliPorSiempre","{'description': {'hashtags': [{'start': 32, 'end': 54, 'tag': 'JuntoAlCaliPorSiempre'}]}}",
22,False,Mokona Modoki,False,,716231197697970176,"{'followers_count': 6, 'following_count': 58, 'tweet_count': 259, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1463610592405688331/jpNXHbgh_normal.jpg,BlackMokona78,,,
23,False,dr. rana 🍷🧛🏻‍♀️ رنا,False,detroit,411322327,"{'followers_count': 167, 'following_count': 337, 'tweet_count': 9341, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/971874173575487488/x0rx5xNH_normal.jpg,cest_la_vie_x,,,1393770156116135936
24,False,Jamar Poston,False,"Charlotte, NC",1519434412307402752,"{'followers_count': 104, 'following_count': 159, 'tweet_count': 22, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1519434985467428864/VzT4QzvC_normal.jpg,oldmannjp,919||704,,
25,False,🄶🅄🄽🅃🄴🅁🅄🅂,False,Monreal,87519153,"{'followers_count': 3187, 'following_count': 3303, 'tweet_count': 16474, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1510562122253619204/jWLb9XUE_normal.jpg,Gunterus,"¿Tu verdad? No, la verdad; y ven conmigo a buscarla. La tuya guárdatela (Antonio Machado)

Por un proceso constituyente que nos lleve a una democracia real.",,1242990328661114881
26,False,Suryaa_Saarathi,False,,708996690,"{'followers_count': 677, 'following_count': 1515, 'tweet_count': 1678, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/544135471652012032/NBNje0Xc_normal.jpeg,suryaa_saarathi,"The world is full of uncertainty and the road you are traveling may be tough at times, but don’t ever lose faith. #followback  ❤️❤️❤️ Unfollowback also :-)","{'description': {'hashtags': [{'start': 114, 'end': 125, 'tag': 'followback'}]}}",
27,False,Sebbe Selvig,False,Copenhagen,380271413,"{'followers_count': 505, 'following_count': 1733, 'tweet_count': 2206, 'listed_count': 40}",https://t.co/meiQ0rvF3l,https://pbs.twimg.com/profile_images/795357947555627008/VXMZOCpX_normal.jpg,SebbeSelvig,Tech and Data through and through with a sharp interest for UX.  Cofounder & CTO at @preelyapp. Cofounder of @napnokgames.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/meiQ0rvF3l', 'expanded_url': 'https://preely.com', 'display_url': 'preely.com'}]}, 'description': {'mentions': [{'start': 84, 'end': 94, 'username': 'preelyapp'}, {'start': 109, 'end': 121, 'username': 'napnokgames'}]}}",
28,False,Mark,False,Bethalto IL,829723931871440896,"{'followers_count': 136, 'following_count': 693, 'tweet_count': 3510, 'listed_count': 2}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,mstinson1234,"Electrical Engineer, PHD. Retired",,1379413476049838083
29,False,토토ㄹㅗ,False,Canada,170258527,"{'followers_count': 4267, 'following_count': 167, 'tweet_count': 33827, 'listed_count': 90}",,https://pbs.twimg.com/profile_images/1078203646268108800/6Bz5ySY9_normal.jpg,_ttottoro,I'd rather be hated for who I am than loved for who I'm not. -Kurt Cobain-,,1486250570608427008
30,False,lwsanfran,False,,49044310,"{'followers_count': 667, 'following_count': 3571, 'tweet_count': 24069, 'listed_count': 34}",,https://pbs.twimg.com/profile_images/2664809898/cec6d27d827373b5d6e64351040db02c_normal.png,wonggal,#SFGiants #DubNation #Niners  My 2cts on anything. Daily long walker. #ResilientSF #FormerJourno #BlueWave,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'SFGiants'}, {'start': 10, 'end': 20, 'tag': 'DubNation'}, {'start': 21, 'end': 28, 'tag': 'Niners'}, {'start': 70, 'end': 82, 'tag': 'ResilientSF'}, {'start': 83, 'end': 96, 'tag': 'FormerJourno'}, {'start': 97, 'end': 106, 'tag': 'BlueWave'}]}}",
31,False,Wellington Mara,False,,1264282871700873218,"{'followers_count': 134, 'following_count': 391, 'tweet_count': 290, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1264283360983158785/vvcJtwh3_normal.jpg,WellFMara,,,
32,False,☘蜜芭☘,False,,1454734734,"{'followers_count': 298, 'following_count': 698, 'tweet_count': 46696, 'listed_count': 9}",,https://pbs.twimg.com/profile_images/912081984356204544/hh8MRfP9_normal.jpg,M_T_Ba,☄️Meteor☄️,,993386755020603392
33,False,Dilay is a joke🥀,False,,1286108372,"{'followers_count': 243, 'following_count': 488, 'tweet_count': 21468, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1493951968607444996/2f4jrW_r_normal.jpg,hububat,¯\_(ツ)_/¯,,1039491827525672965
34,False,Craig Sisk 💎🎧 🎥🎬🌞🫠,False,,2230658353,"{'followers_count': 49, 'following_count': 262, 'tweet_count': 1519, 'listed_count': 1}",https://t.co/Xaxbhi3m0n,https://pbs.twimg.com/profile_images/1158871968957050880/ujJ2veU0_normal.jpg,itsthatcraig,"Bachelor's Degree in Industrial Technology, father, I like horror movies, Resident Evil and Fallout.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Xaxbhi3m0n', 'expanded_url': 'http://twitch.tv/itsthatcraig', 'display_url': 'twitch.tv/itsthatcraig'}]}}",1248595808708108289
35,False,Kevin Bannerman,False,,483430804,"{'followers_count': 147, 'following_count': 440, 'tweet_count': 10845, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/480447391066517505/Nf30yXZ3_normal.jpeg,krbannerman,,,
36,False,BlueBelle 💙ᴀᵗᵉᵃᵐ,False,,1060445787132375040,"{'followers_count': 1162, 'following_count': 1059, 'tweet_count': 193695, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1508440685716078604/2UZlTynL_normal.jpg,Bluebelle030611,Blue since 030618,,1392693218068680707
37,False,Micro-ambitious,False,,45805012,"{'followers_count': 25210, 'following_count': 3431, 'tweet_count': 137179, 'listed_count': 300}",,https://pbs.twimg.com/profile_images/1413153794938982400/0lXgSS4O_normal.jpg,pal36,Very specific about my toothbrush color.,,908590113692672000
38,False,pimpumpam,False,,1105628959126024192,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 67, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,pimpumpam15,,,
39,False,Begoña Tellado 💫🇹🇷🇪🇸,False,Spain,2801759793,"{'followers_count': 713, 'following_count': 2053, 'tweet_count': 5247, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1466388385166245895/PPRJToY3_normal.jpg,begotemi,"Sólo quiero usar twiter para disfrutar usándolo, cuando no sea así... me iré",,1495327261507080193
40,False,🟣DUDI K,False,,237873665,"{'followers_count': 627, 'following_count': 303, 'tweet_count': 19668, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1290593069839122432/LZyyunN4_normal.jpg,davidk07,"Physics Teacher, Sports fan (Broncos, Liverpool, Hapoel Haifa & baseball), Kibutznik and Socialist",,1440985103715405824
41,False,Matt,False,,1340846963802181636,"{'followers_count': 5, 'following_count': 20, 'tweet_count': 109, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1496668199999442945/9UwMixlS_normal.jpg,mattythegingie,This is a wordle account only,,
42,False,Jøsh  🇪🇸,False,Valencia,75623049,"{'followers_count': 368, 'following_count': 1065, 'tweet_count': 14578, 'listed_count': 7}",,https://pbs.twimg.com/profile_images/827194933564039168/eyxPXkgE_normal.jpg,JoshJimenez85,"Descartado lo imposible, lo que queda, aunque improbable tiene que ser cierto. ¿Capaz o Incapaz?♥️",,602081153315667968
43,False,Beckles🧩,False,"Delaware, USA",958476478701801473,"{'followers_count': 3296, 'following_count': 396, 'tweet_count': 13188, 'listed_count': 24}",,https://pbs.twimg.com/profile_images/1492629541042413569/7F-sqyxR_normal.jpg,notvalakutgirl,kitty mom | she/her | #LetsGoCanes,"{'description': {'hashtags': [{'start': 22, 'end': 34, 'tag': 'LetsGoCanes'}]}}",
44,False,marilyn gober,False,"Jasper, Alabama",1252448834,"{'followers_count': 821, 'following_count': 848, 'tweet_count': 34434, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/501105302503456768/MjPezG8-_normal.jpeg,andrewmalea,Teach kindergarten in public school. Have adorable grandson named Andrew RnH and DnA fan since the 1980's and a new DAYS FAN. NO Dm,,
45,False,えーる,False,,338285893,"{'followers_count': 429, 'following_count': 305, 'tweet_count': 40562, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1521639017175207936/GJUB2zrS_normal.jpg,akaruimiraigogo,いいねは応援のいいね　1人じゃないんだよ。見守ってるよーのいいね,,1225370510390726656
46,False,Girish J Jain,False,"Mumbai, India",376708555,"{'followers_count': 259, 'following_count': 2253, 'tweet_count': 13618, 'listed_count': 18}",https://t.co/Y3HKBRYNI4,https://pbs.twimg.com/profile_images/1462397403407872002/la4_5f9c_normal.jpg,GJJ77,"Vfx Artist, Blogger, sometimes write songs & poems.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Y3HKBRYNI4', 'expanded_url': 'https://music.apple.com/in/album/mere-mann-ka-tu-raahi-single/896786103', 'display_url': 'music.apple.com/in/album/mere-…'}]}}",1438853897045491713
47,False,Bhav,False,,545975429,"{'followers_count': 8924, 'following_count': 309, 'tweet_count': 60797, 'listed_count': 11}",https://t.co/nYIVdsOITm,https://pbs.twimg.com/profile_images/1521915440015937539/pcREDsvP_normal.jpg,Dr_bhavG,doctor and a movie bufff...!!! Obstetrician and Gynaecologist #Mother💕 #Foodie #Nature #Telugu #Konaseema😍  #India #TEAMPIXEL #Painting❤️ #MedTwitter,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nYIVdsOITm', 'expanded_url': 'https://www.instagram.com/bhavv/', 'display_url': 'instagram.com/bhavv/'}]}, 'description': {'hashtags': [{'start': 62, 'end': 69, 'tag': 'Mother'}, {'start': 71, 'end': 78, 'tag': 'Foodie'}, {'start': 79, 'end': 86, 'tag': 'Nature'}, {'start': 87, 'end': 94, 'tag': 'Telugu'}, {'start': 95, 'end': 105, 'tag': 'Konaseema'}, {'start': 108, 'end': 114, 'tag': 'India'}, {'start': 115, 'end': 125, 'tag': 'TEAMPIXEL'}, {'start': 126, 'end': 135, 'tag': 'Painting'}, {'start': 138, 'end': 149, 'tag': 'MedTwitter'}]}}",1151865898203934721
48,False,Mittal,False,"Bengaluru, India",76061044,"{'followers_count': 394, 'following_count': 1909, 'tweet_count': 31040, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/477558921922478080/4uuv8aOr_normal.jpeg,harshilmittal,Batman mera bhai hai !,,
49,False,:):,False,Uruguay,818111990786912257,"{'followers_count': 598, 'following_count': 634, 'tweet_count': 13672, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1521503899902873600/Pvh-cPmf_normal.jpg,m4rifff,dramática por excelencia,,1038588677948166144
50,False,finallygottoglasto2017#fbpe,False,middlesbrough/england,55606263,"{'followers_count': 417, 'following_count': 1045, 'tweet_count': 16643, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1633518248/IMAG0053_normal.jpg,oxyrob,music lover' animal lover' glastonbury for ever' dad to 3 wonderful kids & 2 daughter in laws. And 3 magical amazing grandkids,,1491047866680635393
51,False,Kendra Malcolm,False,canada,50097473,"{'followers_count': 85, 'following_count': 148, 'tweet_count': 1408, 'listed_count': 8}",https://t.co/qRCTME6Usl,https://pbs.twimg.com/profile_images/967902316249542657/EVP7rOEZ_normal.jpg,OhKenadra,"I'm creative in my personal and professional life. When I'm not working as a Creative Director or Art Teacher, I draw, paint, travel, and take photos.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qRCTME6Usl', 'expanded_url': 'http://kendramalcolm.com', 'display_url': 'kendramalcolm.com'}]}}",
52,False,Charity Gray McSwain,False,"Arlington, TN",55488463,"{'followers_count': 505, 'following_count': 1166, 'tweet_count': 34482, 'listed_count': 23}",,https://pbs.twimg.com/profile_images/2038872690/image_normal.jpg,CharityMcSwain,"Wife to Russ McSwain, mother of 4, Memphian. Lover of all things Tigers, Grizz, margaritas, Mexican food, sushi, 80s movies and music.  Faithful Phi Mu sister.",,727666502913167360
53,False,BMS Deku,False,94/ Marie-Joie / Nice ,2653170545,"{'followers_count': 1121, 'following_count': 426, 'tweet_count': 61902, 'listed_count': 8}",https://t.co/ff2I9fhs8X,https://pbs.twimg.com/profile_images/1519332712078839808/YLh4FIu3_normal.jpg,mojojojoo__,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ff2I9fhs8X', 'expanded_url': 'http://instagram.com/1dnane', 'display_url': 'instagram.com/1dnane'}]}}",1020989355177971713
54,False,🍔(햄)버그맨🍔,False,,115686348,"{'followers_count': 226, 'following_count': 167, 'tweet_count': 50216, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1482913703507169283/T_swQCWQ_normal.jpg,bugslab,우리가 우리에게 죄지은 자를 용서한 것 같이 우리의 죄를 용서해 주세요.,,1458986358215565313
55,False,Vijay,False,"Salem, Tamil Nadu 636000 (IN)",6125082,"{'followers_count': 9094, 'following_count': 2229, 'tweet_count': 110552, 'listed_count': 353}",https://t.co/aQMlN2hxY4,https://pbs.twimg.com/profile_images/1276424245564674049/TwbBy1Y9_normal.jpg,scanman,"A Lord of the Shadows and Algorithmic Image Interpretation Machine (ie, a Radiologist). 100% human. No AI/ML.
Chief, Quality & Compliance @SlashDr.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aQMlN2hxY4', 'expanded_url': 'http://about.me/scanman', 'display_url': 'about.me/scanman'}]}, 'description': {'mentions': [{'start': 138, 'end': 146, 'username': 'SlashDr'}]}}",850958865713643520
56,False,Leiomi Caldwell,False,Northern Ireland ,1268356249,"{'followers_count': 164, 'following_count': 473, 'tweet_count': 2158, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1478477395296493570/0r52ZxUj_normal.jpg,lcal35,,,
57,False,Piparmētru tēja,False,,1244178722351132673,"{'followers_count': 172, 'following_count': 245, 'tweet_count': 6390, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1384196521130819586/L89qVIhK_normal.jpg,piparmetru,Apmaldījusies citplanētiete! 🙄,,
58,False,#PochettinoOut,False,,1077327087625781253,"{'followers_count': 314, 'following_count': 425, 'tweet_count': 33316, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1442959905766318081/bZgV9Sfq_normal.jpg,Dr_CS7,"Etudiant en médecine à l'université Paris-Saclay
#ICICESTPARIS","{'description': {'hashtags': [{'start': 49, 'end': 62, 'tag': 'ICICESTPARIS'}]}}",1369697828692520962
59,False,Chaotic Kid,False,Chaos,2188996053,"{'followers_count': 49, 'following_count': 351, 'tweet_count': 2199, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1309104708364230659/e_GT88vU_normal.jpg,BroolingBrain,spectator,,1307675011675615234
60,False,S|| KKR💜,False,,1476883065204969474,"{'followers_count': 61, 'following_count': 63, 'tweet_count': 4876, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1498289677756887046/0CmlpJ4c_normal.jpg,Raghvifan17,Literature,,
61,False,Md. Amirul Islam,False,"Barisal, Bangladesh",270483858,"{'followers_count': 35, 'following_count': 239, 'tweet_count': 70, 'listed_count': 0}",https://t.co/TG3Xyiulqg,https://pbs.twimg.com/profile_images/1429881173782581250/A_Oq-H-F_normal.jpg,aimusa09,PhD Fellow at University of Bonn,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TG3Xyiulqg', 'expanded_url': 'https://www.cimmyt.org/people/md-amirul-islam/', 'display_url': 'cimmyt.org/people/md-amir…'}]}}",
62,False,Sé Fernández 🔻☂️,False,,1269544534385582081,"{'followers_count': 5582, 'following_count': 6060, 'tweet_count': 67004, 'listed_count': 9}",,https://pbs.twimg.com/profile_images/1473636582037016578/jz2TtLWb_normal.jpg,SFernndez5,Intento comprender los sentimientos y emociones y experimentar objetiva y racionalmente lo que sienten otros. Por eso no deseo a nadie lo que no quiero para mí.,,1292855437864435713
63,False,Harris,False,❤️,249028724,"{'followers_count': 174, 'following_count': 975, 'tweet_count': 2408, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1520502725355606016/KSEJk6WJ_normal.jpg,Martian2025,MMA. Trading. Federer. Tennis. Cricket. Legspin. Seinfeld. Agnosticism. Astronomy.,,
64,False,Montse Mata,False,Pla d’Urgell,2940535029,"{'followers_count': 24, 'following_count': 124, 'tweet_count': 367, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/548064357448712192/oHYp9fkS_normal.jpeg,MontseMataSol,"Dona, filla, mare, esposa, treballadora…",,
65,False,Goutham T R,False,"Tarikere, chikkamagaluru.",2883226860,"{'followers_count': 22, 'following_count': 466, 'tweet_count': 111, 'listed_count': 0}",https://t.co/9wMuirVBZN,https://pbs.twimg.com/profile_images/1413423564045258760/8whiaiYC_normal.jpg,GOUTHAMTR1,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9wMuirVBZN', 'expanded_url': 'https://www.facebook.com/gouthamtarikere.tr', 'display_url': 'facebook.com/gouthamtariker…'}]}}",
66,False,Tinkywinky18,False,Navi mumbai,145467665,"{'followers_count': 50, 'following_count': 115, 'tweet_count': 1278, 'listed_count': 0}",https://t.co/pyzvTx3lBL,https://pbs.twimg.com/profile_images/1212535981355626497/hyu8ADrZ_normal.jpg,disappeari18,Would rather have a mind opened by wonder than one closed by belief!,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pyzvTx3lBL', 'expanded_url': 'http://www.facebook.com/tinkywinky18', 'display_url': 'facebook.com/tinkywinky18'}]}}",
67,False,Viren Hooda,False,,881845936585981953,"{'followers_count': 0, 'following_count': 134, 'tweet_count': 232, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1501913924605603840/6v6nRiJ5_normal.png,thevirenhooda,,,
