,protected,name,entities,id,description,username,url,verified,profile_image_url,public_metrics,location,pinned_tweet_id
10,False,Yolanda,,1039496260066131969,Ama y haz lo que quieras.,Yoland_ita,,False,https://pbs.twimg.com/profile_images/1166739133789822979/RzhSTZkG_normal.jpg,"{'followers_count': 74, 'following_count': 270, 'tweet_count': 2954, 'listed_count': 0}","Valladolid, Spain",
11,False,Chris Carter,,139116606,,chris_c88,,False,https://pbs.twimg.com/profile_images/826315493405556736/Q7qkUz0g_normal.jpg,"{'followers_count': 182, 'following_count': 647, 'tweet_count': 5208, 'listed_count': 10}","Maidstone, UK",
12,False,Kat Stratford,,3439044220,,HoowkyPooky,,False,https://pbs.twimg.com/profile_images/1502417317782867968/pTSx--mP_normal.jpg,"{'followers_count': 58, 'following_count': 227, 'tweet_count': 5769, 'listed_count': 0}",,
13,False,Lena 🇺🇦💙💛,"{'description': {'hashtags': [{'start': 49, 'end': 59, 'tag': 'Selenator'}], 'mentions': [{'start': 7, 'end': 19, 'username': 'selenagomez'}]}}",106164129,I love @selenagomez more than a lot of things ❤️ #Selenator Fan Update Account ❤️♥️💙💜💛🖤  Slava Ukrayini 🇺🇦,SELENATORSPAIN,,False,https://pbs.twimg.com/profile_images/1369620734025293825/B13H4FUb_normal.jpg,"{'followers_count': 1271, 'following_count': 216, 'tweet_count': 96879, 'listed_count': 15}",,
14,False,Chris Slater,,768825385849065472,Sometimes porrada,chrisslater199,,False,https://pbs.twimg.com/profile_images/1137612930722275328/9CtbGLo8_normal.jpg,"{'followers_count': 404, 'following_count': 475, 'tweet_count': 10400, 'listed_count': 4}",Ingleby Barwick,
15,False,Carol (💫but it's Eurovision💫) 🇬🇧🇸🇪🇪🇦,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r894lpYNJO', 'expanded_url': 'https://twitter.com/alkapranos/status/420307687746699264', 'display_url': 'twitter.com/alkapranos/sta…'}]}}",17753829,ella/she/her | Roman Roy apologist,fuckgravity,https://t.co/r894lpYNJO,False,https://pbs.twimg.com/profile_images/1520524065915686912/k5pXqiXR_normal.jpg,"{'followers_count': 900, 'following_count': 493, 'tweet_count': 254939, 'listed_count': 40}",The Revenge ⚓,940228482671538176
16,False,Dad Friend™️ Gravi,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PI1o3o8zlP', 'expanded_url': 'https://www.instagram.com/gravitiger/', 'display_url': 'instagram.com/gravitiger/'}]}, 'description': {'hashtags': [{'start': 94, 'end': 111, 'tag': 'blacklivesmatter'}], 'mentions': [{'start': 71, 'end': 86, 'username': 'ElvenArcherCos'}]}}",38480317,Sup. I'm Gravi. Plus size cosplayer /30+/They/Them 💍Happily married to @ElvenArcherCos 🏳️‍🌈💕. #blacklivesmatter,GraviTiger,https://t.co/PI1o3o8zlP,False,https://pbs.twimg.com/profile_images/1134889859351339008/wQnyQWeE_normal.png,"{'followers_count': 96, 'following_count': 257, 'tweet_count': 4570, 'listed_count': 5}",,1109914553570062336
17,False,Simon Mckenzie,,78283909,Lover of tattoos and the toon,sima76,,False,https://pbs.twimg.com/profile_images/1129290317159645184/rux9xC_0_normal.jpg,"{'followers_count': 726, 'following_count': 861, 'tweet_count': 7892, 'listed_count': 0}",Newacastle,1196750437099151360
18,False,Xclusive,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MsE0ZnXPSe', 'expanded_url': 'https://solo.to/xclusive', 'display_url': 'solo.to/xclusive'}]}, 'description': {'mentions': [{'start': 15, 'end': 22, 'username': 'Twitch'}, {'start': 27, 'end': 41, 'username': 'nakedapebrand'}]}}",286389662,Partnered with @Twitch and @nakedapebrand. Business 📧: xclusiveontwitch@gmail.com,joebuzzeo,https://t.co/MsE0ZnXPSe,False,https://pbs.twimg.com/profile_images/1499108092260274186/1a9LsbHY_normal.jpg,"{'followers_count': 1392, 'following_count': 491, 'tweet_count': 30433, 'listed_count': 19}","Connecticut, USA",1516152221846622213
19,False,Tracey,,2570496571,Number cruncher. Cat lover. Bad singer.,teetee_abz,,False,https://pbs.twimg.com/profile_images/1502439297722601472/4avsBMlZ_normal.jpg,"{'followers_count': 122, 'following_count': 238, 'tweet_count': 2747, 'listed_count': 2}",Aberdeen,
20,False,IndignantTarv 🇺🇦,"{'description': {'hashtags': [{'start': 14, 'end': 21, 'tag': 'NASCAR'}, {'start': 22, 'end': 30, 'tag': 'Indycar'}, {'start': 31, 'end': 38, 'tag': 'Gaming'}, {'start': 40, 'end': 47, 'tag': 'Movies'}, {'start': 48, 'end': 54, 'tag': 'Music'}, {'start': 55, 'end': 62, 'tag': 'Comics'}, {'start': 63, 'end': 66, 'tag': 'Wx'}, {'start': 67, 'end': 75, 'tag': 'Weather'}, {'start': 76, 'end': 81, 'tag': 'TNwx'}, {'start': 82, 'end': 91, 'tag': 'StarWars'}, {'start': 92, 'end': 101, 'tag': 'StarTrek'}, {'start': 102, 'end': 111, 'tag': 'Essendon'}, {'start': 112, 'end': 122, 'tag': 'Supercars'}, {'start': 123, 'end': 130, 'tag': 'MARVEL'}, {'start': 131, 'end': 135, 'tag': 'DnD'}]}}",2644014634,interests in: #NASCAR #Indycar #Gaming  #Movies #Music #Comics #Wx #Weather #TNwx #StarWars #StarTrek #Essendon #Supercars #MARVEL #DnD D&D,tarv28,,False,https://pbs.twimg.com/profile_images/770685991426387968/2_BaUjLJ_normal.jpg,"{'followers_count': 1011, 'following_count': 4824, 'tweet_count': 36729, 'listed_count': 2}","La Follette, TN",
21,False,Denise Sparrowhawk,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8mCjaxKYVJ', 'expanded_url': 'http://hawksword.blogspot.co.uk', 'display_url': 'hawksword.blogspot.co.uk'}]}}",158351418,"Disorganised, terminally vague, insanely inane. Librarian, allegedly. Eater of chocolate, drinker of coffee, imbiber of rum. Finally embracing the curl.",DeniseSprrwhwk,https://t.co/8mCjaxKYVJ,False,https://pbs.twimg.com/profile_images/938861677734453249/jT58UsTz_normal.jpg,"{'followers_count': 1245, 'following_count': 1534, 'tweet_count': 65492, 'listed_count': 65}",Further into the murky corner!,663691950856478720
22,False,Tomas Bravo,,883027369,,tomasbravot,,False,https://pbs.twimg.com/profile_images/1418893731571322884/wNmml46s_normal.jpg,"{'followers_count': 41, 'following_count': 417, 'tweet_count': 215, 'listed_count': 0}",,
23,False,Ⓜ️💉🅰️💉®️💉§⬡🚀Ambassador💎🅰️Ⓜ️©️💎,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CpoY9NTlsk', 'expanded_url': 'https://opensea.io/CrookedCop', 'display_url': 'opensea.io/CrookedCop'}]}}",17880739,🌮 and candidate for Prime Minister of Canada. 🔲❌Vote for me,walmartian,https://t.co/CpoY9NTlsk,False,https://pbs.twimg.com/profile_images/1518451178903801856/g6VX0kEN_normal.jpg,"{'followers_count': 668, 'following_count': 1273, 'tweet_count': 14109, 'listed_count': 9}","Calgary, AB",1401764848778633218
24,False,d.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G3RNZjuvVq', 'expanded_url': 'https://letterboxd.com/notnollywood', 'display_url': 'letterboxd.com/notnollywood'}]}}",1043357018,daphne | kiki layne’s future oscar nom | film,daphnaay,https://t.co/G3RNZjuvVq,False,https://pbs.twimg.com/profile_images/1302550130852274179/p23Waagd_normal.jpg,"{'followers_count': 350, 'following_count': 185, 'tweet_count': 13346, 'listed_count': 2}",23 | she/her | tkaronto,1137150791368794112
25,False,Sunhats and simps,,878198648,it’s not smut it’s radio Disney,electrickalbath,,False,https://pbs.twimg.com/profile_images/1332881143163654145/SCNh6o87_normal.jpg,"{'followers_count': 228, 'following_count': 395, 'tweet_count': 36251, 'listed_count': 6}",,885695883823775744
26,False,Ricard Cases🎗️,"{'description': {'mentions': [{'start': 80, 'end': 91, 'username': 'capgrossos'}, {'start': 108, 'end': 118, 'username': 'ACEMataro'}]}}",279039502,Freedom for Catalonia ||*|| Arenys de Mar. Mataró. Santes. Graller a Momerota i @capgrossos. Muntanyenc a l'@ACEMataro.,ricardcases,,False,https://pbs.twimg.com/profile_images/524178905221984258/lAgwdjSW_normal.jpeg,"{'followers_count': 386, 'following_count': 693, 'tweet_count': 30846, 'listed_count': 5}","Mataró, Catalunya",
27,False,Barb,,1492305613245792257,Just me!,OhHiBarb,,False,https://pbs.twimg.com/profile_images/1492307166052724737/UrPfZGff_normal.jpg,"{'followers_count': 2, 'following_count': 23, 'tweet_count': 97, 'listed_count': 0}",,
28,False,Jose M. Albarrán,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jrlsAyZaw6', 'expanded_url': 'https://es.linkedin.com/in/jmalbarran', 'display_url': 'es.linkedin.com/in/jmalbarran'}]}, 'description': {'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/5iS7N35G4C', 'expanded_url': 'http://worldofspectrum.org/infoseekid.cgi', 'display_url': 'worldofspectrum.org/infoseekid.cgi'}]}}",4266146393,34 años de experiencia en Machine Learning: https://t.co/5iS7N35G4C… La estupidez real siempre vence a la inteligencia artificial. T. Pratchet,JoseMAlbarranBT,https://t.co/jrlsAyZaw6,False,https://pbs.twimg.com/profile_images/1383849948601458695/msRbGlEc_normal.jpg,"{'followers_count': 118, 'following_count': 519, 'tweet_count': 3930, 'listed_count': 13}",,1322167746076004354
29,False,Val🔻🤟🟧🇺🇦,,555362983,"Merde ! Là ! Ca vous va ça ?!
Réserver son jugement implique un espoir infini. 
(Francis Scott Fitzgerald)
Et de 3 !",AtomVal,,False,https://pbs.twimg.com/profile_images/1454880235594424323/NXNKMwu8_normal.jpg,"{'followers_count': 523, 'following_count': 412, 'tweet_count': 57219, 'listed_count': 3}",Alinor au Couchant,1474140884119793664
30,False,Fernando Castro,,954639471387074560,,fcastro_14,,False,https://pbs.twimg.com/profile_images/1481337631367704576/yGhFwE1p_normal.jpg,"{'followers_count': 130, 'following_count': 659, 'tweet_count': 922, 'listed_count': 0}","Valladolid, España",
31,False,Damián Bel,,196678922,Què no va!!!!,albocassers,,False,https://pbs.twimg.com/profile_images/1100132957157818370/-8xGf3iA_normal.jpg,"{'followers_count': 273, 'following_count': 928, 'tweet_count': 4590, 'listed_count': 1}",,
32,False,Kevin Duska Jr. 🇨🇦🇺🇦,,588133914,Natsec - Notts County - Hibs - SKBrann  - Lyn Football  - Pacific FC - Locksport  Fur-Dad to Rogue with the sweetest girl to ever leave Virginia.,KevinDuska,,False,https://pbs.twimg.com/profile_images/1465042616291147778/39nzUg2n_normal.jpg,"{'followers_count': 1037, 'following_count': 2762, 'tweet_count': 45447, 'listed_count': 23}",Up in the Air,1216198077779992576
33,False,M.A.G,,307796371,,murian47,,False,https://pbs.twimg.com/profile_images/1446819547105857545/QJPHulas_normal.jpg,"{'followers_count': 9, 'following_count': 144, 'tweet_count': 551, 'listed_count': 1}",Rheinbach,
34,False,Deb Lord,,210034218,Yes. And…,Deblord1,,False,https://pbs.twimg.com/profile_images/1437903146051948546/Xq6Gzl5d_normal.jpg,"{'followers_count': 419, 'following_count': 1088, 'tweet_count': 11416, 'listed_count': 10}","Solihull, West Midlands. UK.",1190552797361688576
35,False,444,,349541051,experta en jokeis sin harina,kaliuchule,,False,https://pbs.twimg.com/profile_images/1515216988833935360/uT8HWqNz_normal.jpg,"{'followers_count': 1048, 'following_count': 433, 'tweet_count': 14082, 'listed_count': 0}",,1133896645496598529
36,False,Andrew G,,304531594,,AnRiGi,,False,https://pbs.twimg.com/profile_images/1139229038000660481/24aN6Xrw_normal.jpg,"{'followers_count': 40, 'following_count': 76, 'tweet_count': 512, 'listed_count': 2}",,
37,False,Lorenzo Cortes,,354631186,"I’m down with Georgetown in SoCal. 5’13” tall from nearby Laredo, TX. Husband/Dad. Cowboys, Hoyas (2000), USC (2010), Dodgers, Spurs, Ags. Views are my own.",Hoyatexas,,False,https://pbs.twimg.com/profile_images/1520580951830523904/s5i6e1bm_normal.jpg,"{'followers_count': 2877, 'following_count': 4985, 'tweet_count': 388677, 'listed_count': 110}","Los Angeles, CA",1520587763246006273
38,False,Paula Valenciano,,972841959248355329,Publicitaria del amor,Paulovavalen,,False,https://pbs.twimg.com/profile_images/1495009415761731588/TwNRNzHG_normal.jpg,"{'followers_count': 32, 'following_count': 173, 'tweet_count': 304, 'listed_count': 0}","Comunidad Valenciana, España",
39,False,Zeruel,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jpRsguNw2G', 'expanded_url': 'https://www.pixiv.net/users/2373808', 'display_url': 'pixiv.net/users/2373808'}]}}",79150106,獣・映画・チェンソー੯‧̀͡u\最近またお絵かき始めたヒト,_zeruel,https://t.co/jpRsguNw2G,False,https://pbs.twimg.com/profile_images/1519307288158556160/uqiDpz0__normal.jpg,"{'followers_count': 471, 'following_count': 172, 'tweet_count': 60056, 'listed_count': 13}",West Virginia,1271751283582496769
40,False,Bharat Bhandari,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p3UlWkDzx0', 'expanded_url': 'http://www.bcaaccountants.co.uk', 'display_url': 'bcaaccountants.co.uk'}]}, 'description': {'mentions': [{'start': 82, 'end': 89, 'username': 'ManUtd'}, {'start': 94, 'end': 99, 'username': '49er'}, {'start': 138, 'end': 148, 'username': 'NFLGirlUK'}], 'cashtags': [{'start': 43, 'end': 47, 'tag': 'Tel'}]}}",220265609,"Accountant during day, Sith Lord at night. $Tel Fam. Gym enthusiast. Sports fan - @ManUtd and @49er’s. Find the link to my company below 👇@NFLGirlUK's Husband.",bharatbhandari1,https://t.co/p3UlWkDzx0,False,https://pbs.twimg.com/profile_images/1490700589776392196/XzBaQ109_normal.jpg,"{'followers_count': 1257, 'following_count': 1665, 'tweet_count': 39894, 'listed_count': 32}",Manchester UK,1225945613876903936
41,False,なんこつポテト,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Sbgs9SYinO', 'expanded_url': 'https://www.pixiv.net/member.php?id=39202346', 'display_url': 'pixiv.net/member.php?id=…'}]}}",898877475911901184,"【担当】森久保乃々、塩見周子、中野有香、二宮飛鳥、白菊ほたる、二宮飛鳥、関裕美、岡崎泰葉、松尾千鶴、荒木比奈、東郷あい、白雪千夜、夢見りあむ、鷹富士茄子、藤居朋、喜多見柚【推し】佐藤心、南条光、黒埼ちとせ、椎名法子、水本ゆかり、佐久間まゆ、一ノ瀬志希
ぽちぽち小説書いてます。",kokorogaryona,https://t.co/Sbgs9SYinO,False,https://pbs.twimg.com/profile_images/1505986614417231872/3kgJdhGf_normal.jpg,"{'followers_count': 967, 'following_count': 2115, 'tweet_count': 71633, 'listed_count': 14}",ノース・ヤンクトン州ルーデンドルフのお墓,1483762332303908865
42,False,Lenis,,2864873981,Vsem mir 👌🏻,len_lenis,,False,https://pbs.twimg.com/profile_images/1286309972041699329/hQqtmjLn_normal.jpg,"{'followers_count': 38, 'following_count': 37, 'tweet_count': 2472, 'listed_count': 0}",#якутскнедлянашихвстреч,1473468658970083329
43,False,Estrella,,1295432820387700741,,EstrellaL_10,,False,https://pbs.twimg.com/profile_images/1296522119401086976/g5Oaw-zR_normal.jpg,"{'followers_count': 64, 'following_count': 99, 'tweet_count': 302, 'listed_count': 0}",,1515295179061796868
44,False,Greg Boege,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/ddzFQxea8A', 'expanded_url': 'http://www.flickr.com/photos/sombraala/', 'display_url': 'flickr.com/photos/sombraa…'}]}, 'description': {'hashtags': [{'start': 7, 'end': 18, 'tag': 'SportingKC'}, {'start': 21, 'end': 27, 'tag': 'USMNT'}, {'start': 37, 'end': 45, 'tag': 'KUBBall'}, {'start': 49, 'end': 56, 'tag': 'Royals'}]}}",55120118,"Mostly #SportingKC & #USMNT but some #KUBBall or #Royals. Software Engineer, amateur photographer & Field Crumpets player. Also like fedoras, bow ties and shoes",SombraAla,http://t.co/ddzFQxea8A,False,https://pbs.twimg.com/profile_images/305165073/232054014_ad83e5ff5b_s_normal.jpg,"{'followers_count': 278, 'following_count': 829, 'tweet_count': 19250, 'listed_count': 14}",Kansas City,
45,False,uber (Papa Roach/FFXIV),"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c99pQSA72W', 'expanded_url': 'https://na.finalfantasyxiv.com/lodestone/character/12591383/', 'display_url': 'na.finalfantasyxiv.com/lodestone/char…'}]}, 'description': {'hashtags': [{'start': 30, 'end': 36, 'tag': 'FFXIV'}], 'mentions': [{'start': 118, 'end': 130, 'username': 'ForeverLorn'}]}}",138780452,"30, (he/him), boring fat guy, #FFXIV (Papa Roach - Faerie/Aether) Mostly just RT stuff (sometimes NFSW). Twitter Ava: @ForeverLorn",ubertrance,https://t.co/c99pQSA72W,False,https://pbs.twimg.com/profile_images/1481449207009529856/ZdqivrOn_normal.jpg,"{'followers_count': 323, 'following_count': 333, 'tweet_count': 116096, 'listed_count': 0}",Texas,1405209551310295048
46,False,Amarnath Singh 🇮🇳,,1693943366,Master Mariner. Right of Centre.,captamarnath,,False,https://pbs.twimg.com/profile_images/1221903635996708872/MZagJxjy_normal.jpg,"{'followers_count': 916, 'following_count': 619, 'tweet_count': 14127, 'listed_count': 2}","Indore, India",1301342478855929858
47,False,Garry Lee,,39197183,"Retd doctor, Consultant Histopathologist.Cyclist, photographer, Fluent Irish, some French and Spanish. Ignore anon trolls. LCHF 7y+ 40lb down 7y",Gearoidmuar,,False,https://pbs.twimg.com/profile_images/477130790635970561/8dSoXWZb_normal.jpeg,"{'followers_count': 3941, 'following_count': 523, 'tweet_count': 48842, 'listed_count': 75}","Cork. Corcaigh. Ireland, Éire.",1290560930716291072
48,False,𝙽𝚊𝚝𝚊𝚕𝚒𝚎,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tf3KHaPsbY', 'expanded_url': 'https://depop.com/happylittlecloudsart', 'display_url': 'depop.com/happylittleclo…'}]}}",1347949245450629125,🔴⚪️ ✊🏻✊🏼✊🏽✊🏾✊🏿,phat_natsAFC,https://t.co/tf3KHaPsbY,False,https://pbs.twimg.com/profile_images/1515402528481021957/tZNJdTfC_normal.jpg,"{'followers_count': 5872, 'following_count': 953, 'tweet_count': 18692, 'listed_count': 19}",,1469045150206861317
49,False,お嬢沢,,2902748304,バイト行ってソシャゲ周回して寝る生活 エアリプ多いので注意,shoku222,,False,https://pbs.twimg.com/profile_images/1406938740631605249/8p04S7qy_normal.jpg,"{'followers_count': 76, 'following_count': 92, 'tweet_count': 40296, 'listed_count': 7}",トイレ,1004724555800166402
50,False,Elaine Sutherland,"{'description': {'hashtags': [{'start': 18, 'end': 28, 'tag': 'StandFree'}, {'start': 48, 'end': 57, 'tag': 'Indyref2'}, {'start': 75, 'end': 84, 'tag': 'indyref2'}, {'start': 85, 'end': 90, 'tag': 'ALBA'}]}}",491391037,Aberdeen FC. ⭐️⭐️ #StandFree.                   #Indyref2 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿 #indyref2 #ALBA,ElaineSutherlan,,False,https://pbs.twimg.com/profile_images/1497485072399806466/ZZaCNNSJ_normal.jpg,"{'followers_count': 197, 'following_count': 655, 'tweet_count': 2518, 'listed_count': 1}","Banff, Scotland",
51,False,Mike Short,,17803659,A little bit of bike riding and a hell of a lot of eating.,mdshort,,False,https://pbs.twimg.com/profile_images/1610623787/46586_475054932024_598902024_6946219_6976607_n_normal.jpg,"{'followers_count': 49, 'following_count': 215, 'tweet_count': 377, 'listed_count': 1}",Sydney,
52,False,ヒマン,,3193084076,,kdiqvi,,False,https://pbs.twimg.com/profile_images/1196115532061130752/yFCfZiNS_normal.jpg,"{'followers_count': 67, 'following_count': 219, 'tweet_count': 8030, 'listed_count': 4}",,1284200724037951488
53,False,Karen Cooney 💙,,18939405,Animal lover 🐄🐖🐓🐇🐘 🐈🦆🐕 🐾Elvis fan 🕺& lover of B&W movies🎬,Kazabelle,,False,https://pbs.twimg.com/profile_images/1172803734881144832/gZLvW-hT_normal.jpg,"{'followers_count': 1654, 'following_count': 2977, 'tweet_count': 21395, 'listed_count': 1}","Swindon, Wilts",
54,False,Sebotter 🦦,,169904292,"Some march to the beat of their own drum, I skip and twirl to the wails of my own theremin",cramoukji,,False,https://pbs.twimg.com/profile_images/1514207202273382404/WOBDeoVS_normal.jpg,"{'followers_count': 3011, 'following_count': 5002, 'tweet_count': 88639, 'listed_count': 11}",Black Yellow Red,1445729511098798081
55,False,alba garcia bonilla,,2602312042,"Estilista 💇& Soñadora 💯 & ♍

Madre de una princesa 👑y un principe👑",albitamary25,,False,https://pbs.twimg.com/profile_images/1498226363291119617/5Snc5PvA_normal.jpg,"{'followers_count': 67, 'following_count': 140, 'tweet_count': 312, 'listed_count': 0}",,1491507362489851904
56,False,Leebo #VoteBlueIn22,"{'description': {'hashtags': [{'start': 0, 'end': 13, 'tag': 'VoteBlueIn22'}, {'start': 69, 'end': 80, 'tag': 'WeMustVote'}, {'start': 81, 'end': 85, 'tag': 'BLM'}, {'start': 86, 'end': 101, 'tag': 'MyBodyMyChoice'}, {'start': 102, 'end': 110, 'tag': 'LGBTQIA'}]}}",169980486,#VoteBlueIn22 Supporting Democrats in fight against the Republicans. #WeMustVote #BLM #MyBodyMyChoice #LGBTQIA+ALLY We HAVE to show up and VOTE!,stowns1981,,False,https://pbs.twimg.com/profile_images/916719777191792640/_j50HwUd_normal.jpg,"{'followers_count': 10561, 'following_count': 11549, 'tweet_count': 96823, 'listed_count': 2}",Missouri,
57,False,🇺🇦Andy3.5% #GTTO #Ultra Remainer and proud of it,,169479236,🇺🇦🇮🇪🇪🇺🇬🇧🌹Irish/British/European. Proud Grandpa and would be pianist. Tories make pond life look sophisticated. Golden Retrievers are the finest.,tallcontroller,,False,https://pbs.twimg.com/profile_images/976475793663713280/k9ktEla8_normal.jpg,"{'followers_count': 4838, 'following_count': 4885, 'tweet_count': 6498, 'listed_count': 2}",Somerset,
