,entities,verified,description,profile_image_url,public_metrics,url,username,id,name,protected,pinned_tweet_id,location
27,"{'description': {'mentions': [{'start': 89, 'end': 100, 'username': 'miamooface'}]}}",False,Tries to write. Abibliophobic bibliophilic. Talks about cats quite a lot. Follow my cats @miamooface 😊 She/her/they,https://pbs.twimg.com/profile_images/853545299977146368/EJlOk5hZ_normal.jpg,"{'followers_count': 185, 'following_count': 500, 'tweet_count': 6976, 'listed_count': 5}",,callmehobbit,20695451,Kids Call Me Hobbit,False,1234218739052183555,
28,,False,,https://pbs.twimg.com/profile_images/1500853865234972679/EBJCIZq3_normal.jpg,"{'followers_count': 224, 'following_count': 195, 'tweet_count': 8478, 'listed_count': 0}",,endraSlive,53852891,hendra yudika,False,,Spain but the S is silent
29,,False,DAYYUM,https://pbs.twimg.com/profile_images/1504655749368197120/cr0fcH4H_normal.jpg,"{'followers_count': 264, 'following_count': 2408, 'tweet_count': 42593, 'listed_count': 0}",,hanagedetenzooi,848572583675011074,も み あ💗ぐ る も の,False,,夏
30,,False,兵庫県の白陵の教員。専門は物理、地学。趣味は数学と天文。大学への数学の学コン→A=B。人はSFと漫画とアニメ。我が家の旬は「Fate／*」「メイドインアビス」です。モットーは大学ですることは中学のうちに。板書は英語で。現在高1担当。週1で寮で群論。,https://pbs.twimg.com/profile_images/2024866899/QB_normal.jpeg,"{'followers_count': 683, 'following_count': 317, 'tweet_count': 4785, 'listed_count': 5}",,masahito_hirose,203279532,SU UMa,False,,兵庫県加古川市
31,,False,“You are enough just as you are.”,https://pbs.twimg.com/profile_images/1339141954349584384/JwqfC4iH_normal.jpg,"{'followers_count': 0, 'following_count': 27, 'tweet_count': 1069, 'listed_count': 0}",,Vyamie_,1299148533400875009,Vyamie (Taylor’s Version),False,1450116797571629064,
32,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O5FpPbjjGg', 'expanded_url': 'https://godanazu.hatenablog.com/', 'display_url': 'godanazu.hatenablog.com'}]}}",False,由愛P。WSはPhantom、遊戯王は機皇帝。ポケカはUB(テッカグヤ)使い、バトロコ小山さんにて修行中。小山バトロコシティ8位入賞。 アイコンはskebにて頼んだイラストになります。,https://pbs.twimg.com/profile_images/1517734833581342720/1aj0Gzs9_normal.jpg,"{'followers_count': 104, 'following_count': 337, 'tweet_count': 28225, 'listed_count': 5}",https://t.co/O5FpPbjjGg,godanazu,201724333,あなず@神,False,,
33,"{'description': {'hashtags': [{'start': 19, 'end': 24, 'tag': 'mufc'}]}}",False,Manchester United. #mufc 🇾🇪,https://pbs.twimg.com/profile_images/1520767509133094913/8lqo5tDU_normal.jpg,"{'followers_count': 27886, 'following_count': 2656, 'tweet_count': 53103, 'listed_count': 46}",,UtdBuzz,38874627,UtdBuzz,False,,
34,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aSK8jllXf7', 'expanded_url': 'https://www.meetup.com/black-trivia-meetup-group/', 'display_url': 'meetup.com/black-trivia-m…'}]}}",False,30-something/single AF/tv addict/ pop culture obsessed/gainfully employed IG:koreynotlori,https://pbs.twimg.com/profile_images/1343401180341415937/oLDaWUDy_normal.jpg,"{'followers_count': 219, 'following_count': 1060, 'tweet_count': 12984, 'listed_count': 2}",https://t.co/aSK8jllXf7,koreynotlori,260717251,Korey,False,,"Washington, DC"
35,,False,Does anyone like you when you're 33?,https://pbs.twimg.com/profile_images/874932655028142080/EzUcmDrN_normal.jpg,"{'followers_count': 58, 'following_count': 142, 'tweet_count': 5344, 'listed_count': 2}",,MsAngenou,19521681,Angenou🌹,False,1343482556193398785,WA
36,,False,"Život s kočkami je veselý. Se třemi exempláři někdy až moc, proto se s vámi ráda podělím….",https://pbs.twimg.com/profile_images/1504201987646238726/wyK1hawk_normal.jpg,"{'followers_count': 1070, 'following_count': 548, 'tweet_count': 14073, 'listed_count': 3}",,barbourban,1244355745900101632,Barometra🇺🇦 Моє серце б'ється за Україну!,False,1358377255802728448,"Prague, Czech Republic"
37,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BluioimzVT', 'expanded_url': 'http://Rosiestep.com', 'display_url': 'Rosiestep.com'}]}, 'description': {'mentions': [{'start': 8, 'end': 18, 'username': 'Wikimedia'}, {'start': 38, 'end': 44, 'username': 'NUwwp'}, {'start': 84, 'end': 99, 'username': 'wikiwomeninred'}]}}",False,"Trustee @Wikimedia | Visiting Scholar @NUwwp | Knighted 🇷🇸, Dame, SSoDP | Cofounder @wikiwomeninred | opinions mine",https://pbs.twimg.com/profile_images/1420706293/linkedincurrent_photo_normal.jpg,"{'followers_count': 1778, 'following_count': 892, 'tweet_count': 4231, 'listed_count': 51}",https://t.co/BluioimzVT,Rosiestep,14269940,Rosie Stephenson-Goodknight 👩🏻✍🏻,False,,California
38,,False,"Proud Scot. Saor Alba Gu Brath. Major 
Depressive Disorder, Persistent Depressive Disorder. Anhedonia   
Trapped in the USA, No lists. alt@ADiabhal",https://pbs.twimg.com/profile_images/1460043256989949953/w6pK3lFK_normal.jpg,"{'followers_count': 1345, 'following_count': 1093, 'tweet_count': 18866, 'listed_count': 0}",,GaelAmadan,23705099,Alexander_Mahoun 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇺🇦🌻,False,,Hell on earth
39,,False,,https://pbs.twimg.com/profile_images/913498162819665920/cnptnXLZ_normal.jpg,"{'followers_count': 10, 'following_count': 49, 'tweet_count': 108, 'listed_count': 1}",,xaviraf,1381855568,Fco. Javier Rafols,False,,Mollet del Vallés 
40,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/95mMGHm0YF', 'expanded_url': 'http://twilog.org/cinnabonapple', 'display_url': 'twilog.org/cinnabonapple'}]}}",False,鹿、美術館・博物館、お寺。かいしゃいん。たまに海外、ときどき関西ほっつき歩き。クラシックの演奏会にも足を運ぶようになりました。死刑廃止、選択的夫婦別姓の実現を待ち望んでいます。※Follow/RT/FAVは必ずしも賛同の意と限りません。,https://pbs.twimg.com/profile_images/778995047467323392/xlmYUguA_normal.jpg,"{'followers_count': 892, 'following_count': 2879, 'tweet_count': 140984, 'listed_count': 0}",https://t.co/95mMGHm0YF,cinnabonapple,256618038,シナボン нет войны,False,976232938772750336,Tokyo ⇄ Kyoto
41,,False,,https://pbs.twimg.com/profile_images/1333627603828269056/qKbc-E0Y_normal.jpg,"{'followers_count': 431, 'following_count': 3000, 'tweet_count': 11351, 'listed_count': 2}",,WathenMandy,2722629737,Mandy Wathen,False,,Southern Maryland
42,,False,,https://pbs.twimg.com/profile_images/1519546553886986240/dWReQjXK_normal.jpg,"{'followers_count': 93, 'following_count': 149, 'tweet_count': 464, 'listed_count': 0}",,kokodoridori,1445717012739592202,내똥은영양만점,False,1519922605784186880,
43,"{'description': {'hashtags': [{'start': 44, 'end': 54, 'tag': 'keepgoing'}]}}",False,Progressive. Lawyer. Texan. Mom. Persister. #keepgoing,https://pbs.twimg.com/profile_images/442877045811339264/o2FZ4TtA_normal.jpeg,"{'followers_count': 2808, 'following_count': 4652, 'tweet_count': 67559, 'listed_count': 47}",,texaslawgirl,250212097,texaslawgirl,False,,
44,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/f6PuxZTq9p', 'expanded_url': 'https://boxd.it/r9YJ', 'display_url': 'boxd.it/r9YJ'}]}}",False,☉♋︎ • ☽♏︎ • ↑♏︎ • I impersonate a person better than a zombie should. • Writer • Film Geek Music Nerd TeeVee Devotee •,https://pbs.twimg.com/profile_images/1510310882366181386/77UkFr-j_normal.jpg,"{'followers_count': 864, 'following_count': 2560, 'tweet_count': 34126, 'listed_count': 5}",https://t.co/f6PuxZTq9p,iheartfrosty,28264710,Фрост Ковеал,False,1419682508170534915,Philly / ATL / NYC / C'ville
45,"{'description': {'urls': [{'start': 25, 'end': 48, 'url': 'https://t.co/RoSwbGSAXQ', 'expanded_url': 'https://www.jetphotos.com/photographer/158795', 'display_url': 'jetphotos.com/photographer/1…'}, {'start': 49, 'end': 72, 'url': 'https://t.co/7W0S4JN6NK', 'expanded_url': 'https://togetter.com/id/hiko_0', 'display_url': 'togetter.com/id/hiko_0'}, {'start': 73, 'end': 96, 'url': 'https://t.co/Hun9dNzYC2', 'expanded_url': 'http://photozou.jp/photo/album/3098339', 'display_url': 'photozou.jp/photo/album/30…'}]}}",False,"「素人考えで恐縮ですが、」と切り出す本当の素人。
https://t.co/RoSwbGSAXQ
https://t.co/7W0S4JN6NK
https://t.co/Hun9dNzYC2",https://pbs.twimg.com/profile_images/1474716183039741953/kaqLjPpi_normal.jpg,"{'followers_count': 394, 'following_count': 264, 'tweet_count': 156287, 'listed_count': 12}",,hiko_0,75581165,Ʊ ☡,False,1507144224508051465,ぼんやり亭主
46,,False,,https://pbs.twimg.com/profile_images/697037770552975360/4aiJkQd7_normal.jpg,"{'followers_count': 26, 'following_count': 160, 'tweet_count': 2269, 'listed_count': 0}",,rusko2015,3559082595,Rusko,False,,
47,"{'description': {'mentions': [{'start': 62, 'end': 70, 'username': 'TheRIPH'}, {'start': 88, 'end': 103, 'username': 'MikeVanderbilt'}]}}",False,Professional shit talker and occasionally funny. Bartender at @TheRIPH. Head writer for @MikeVanderbilt™ Stay mad 🥃👗🌮🙀👠🍹,https://pbs.twimg.com/profile_images/1500732803520081920/3FnrFgFM_normal.jpg,"{'followers_count': 1954, 'following_count': 2777, 'tweet_count': 30476, 'listed_count': 29}",,akathesauce,318892199,Ash,False,,"Chicago, IL"
48,,False,a coming-of-rage story,https://pbs.twimg.com/profile_images/1495343885169553409/Z2Tj16ws_normal.jpg,"{'followers_count': 485, 'following_count': 254, 'tweet_count': 67225, 'listed_count': 3}",,jazzsolomon_,1731599808,sleepy bean,False,1436733178434052096,the void™️
49,,False,,https://pbs.twimg.com/profile_images/1515388259068792832/9c2kal7L_normal.jpg,"{'followers_count': 3, 'following_count': 42, 'tweet_count': 15, 'listed_count': 0}",,pheobe29189791,1515388171332329484,pheobe,False,,
50,,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 1, 'following_count': 33, 'tweet_count': 248, 'listed_count': 0}",,Leolynn21,1390007367824183296,Lynn Lyons,False,,
51,,False,,https://pbs.twimg.com/profile_images/1481421810621104130/Z13rl5D1_normal.jpg,"{'followers_count': 2, 'following_count': 70, 'tweet_count': 136, 'listed_count': 0}",,classicallytiff,2796083933,ClassicT,False,,
52,,False,"Somrient somiadora, amb els peus a l'escenari i el cap a les estrelles. Sense música la vida seria massa trista. Humil intent de fer bé les coses.",https://pbs.twimg.com/profile_images/2203780902/image_normal.jpg,"{'followers_count': 221, 'following_count': 425, 'tweet_count': 2706, 'listed_count': 1}",,dunabd,40293473,Duna,False,,Catalunya
53,,False,"Lakers, Cigars,Drinks, Screen writing, and other stuff I can’t remember",https://pbs.twimg.com/profile_images/1488736706132123648/3O_Odj5-_normal.jpg,"{'followers_count': 210, 'following_count': 1316, 'tweet_count': 1233, 'listed_count': 1}",,illuminativapor,1540050992,Erik Todorovich,False,,California
54,,False,,https://pbs.twimg.com/profile_images/1459284905439993863/XeKESpdf_normal.jpg,"{'followers_count': 7, 'following_count': 180, 'tweet_count': 43, 'listed_count': 0}",,CHiNCHoPPa3,928457924866867200,ⵎⵃⵎⵓⴷ ⵛⵍⵖⵎ,False,,Libya
55,,False,,https://pbs.twimg.com/profile_images/1514997023845535745/qXzMxKSN_normal.jpg,"{'followers_count': 4, 'following_count': 107, 'tweet_count': 157, 'listed_count': 1}",,birdeliyoda,1451694189943611392,Yodalı💚,False,,
56,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6qANpMFIfK', 'expanded_url': 'https://twitter.com/search?q=from%3AEvitagrazia%20-filter%3Areplies&scr=typed_query&f=live', 'display_url': 'twitter.com/search?q=from%…'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/BE9SWzWScU', 'expanded_url': 'http://evitagrazia.home.blog', 'display_url': 'evitagrazia.home.blog'}], 'hashtags': [{'start': 79, 'end': 86, 'tag': 'vss365'}, {'start': 94, 'end': 104, 'tag': 'HaikuLust'}]}}",False,"Text & pics are my own©
Creativity, writing, gardening, pretty stuff, animals.
#vss365 writer
#HaikuLust host
🚫NO MASS-TAGGING
https://t.co/BE9SWzWScU",https://pbs.twimg.com/profile_images/1467994276537765898/z9DtPsGL_normal.jpg,"{'followers_count': 2587, 'following_count': 632, 'tweet_count': 89005, 'listed_count': 80}",https://t.co/6qANpMFIfK,EvitaGrazia,3296007139,Evita Grazia,False,1510150732808433664,Central Europe
57,,False,Ésta es una cuenta personal y Lo personal es político. Primum non nocere.,https://pbs.twimg.com/profile_images/1499746135853969412/Xoi_ESY7_normal.jpg,"{'followers_count': 321, 'following_count': 801, 'tweet_count': 7788, 'listed_count': 0}",,CronopiaAmarila,540845660,Cami,False,,Argentina
58,,False,"Sports Editor at Tipton County Tribune & THS freshman girls basketball coach. God, Family & Friends!",https://pbs.twimg.com/profile_images/953496597958221824/uD-m_fiv_normal.jpg,"{'followers_count': 1779, 'following_count': 1302, 'tweet_count': 32856, 'listed_count': 22}",,michelle_garmon,992952782,Michelle Garmon,False,,
59,,False,all my tweets are bangers I swear | gimme money for thundering pulse 😇 | blk,https://pbs.twimg.com/profile_images/1517682145740918786/5lA4L1uX_normal.jpg,"{'followers_count': 35, 'following_count': 127, 'tweet_count': 2792, 'listed_count': 0}",,dynomytye,1264324659639615488,ieb | tao x elle brainrot era,False,1428849443068157958,🔸 • 15
60,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UkDdyNbD9u', 'expanded_url': 'https://www.instagram.com/femmebiotch/', 'display_url': 'instagram.com/femmebiotch/'}]}, 'description': {'hashtags': [{'start': 9, 'end': 24, 'tag': 'DaysofOurLives'}], 'mentions': [{'start': 49, 'end': 57, 'username': 'nbcdays'}]}}",False,"UK-based #DaysofOurLives fan here to tweet about @nbcdays. Longtime watcher. Primarily invested in J&M,but like & will tweet about other characters & ships.",https://pbs.twimg.com/profile_images/1504904917974241289/Ied_Twxz_normal.jpg,"{'followers_count': 165, 'following_count': 185, 'tweet_count': 4568, 'listed_count': 0}",https://t.co/UkDdyNbD9u,q_rachie,1428276517533110274,RachieQ 🏳️‍🌈,False,1520156781795856385,United Kingdom
61,,False,Just here to judge your Wordle scores.,https://pbs.twimg.com/profile_images/1483656922612084737/X4shv5u9_normal.jpg,"{'followers_count': 48, 'following_count': 3, 'tweet_count': 423, 'listed_count': 0}",,twt_plays_wrdle,1483530361544003594,Twıtter Plays Wordle,False,,"Baltimore, MD"
62,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/qyhq83qDEd', 'expanded_url': 'http://www.virtualmoonlighting.com', 'display_url': 'virtualmoonlighting.com'}]}, 'description': {'urls': [{'start': 135, 'end': 155, 'url': 'http://t.co/5erQalQu', 'expanded_url': 'http://DavidandMaddie.com', 'display_url': 'DavidandMaddie.com'}]}}",False,Formula for success:  Underpromise and overdeliver.  Love clever and subtle...which is why I adore MOONLIGHTING -- best TV show ever!  http://t.co/5erQalQu,https://pbs.twimg.com/profile_images/418127616478957568/fhlEq7nk_normal.jpeg,"{'followers_count': 31, 'following_count': 190, 'tweet_count': 14075, 'listed_count': 2}",http://t.co/qyhq83qDEd,vpdiane,31659125,Diane Hopkins,False,,"Philadelphia, Pa"
63,,False,República Independiente Aguilar de Campoo · ACTUALIDAD · NOTICIAS · INFORMACIÓN · REPORTAJES · INTERNET · MONTAÑA · CAMPOO · CANTABRIA · CASTILLA Y LEÓN,https://pbs.twimg.com/profile_images/1080468470/RIAC-SELLO-fb_normal.jpg,"{'followers_count': 182, 'following_count': 539, 'tweet_count': 10355, 'listed_count': 9}",,AguilarCampoo,167810040,RIAC.info,False,,Aguilar de Campoo
64,,False,nothing to add,https://pbs.twimg.com/profile_images/1461047532608499714/M0CUGoKJ_normal.jpg,"{'followers_count': 64, 'following_count': 117, 'tweet_count': 4232, 'listed_count': 0}",,c_eibi,3257453525,cris :),False,,valencia
65,,False,Jennaris Targaryan Mother of Rubies and the First Max,https://pbs.twimg.com/profile_images/1403822503215218690/ETH6_49j_normal.jpg,"{'followers_count': 1, 'following_count': 53, 'tweet_count': 143, 'listed_count': 1}",,ruechimama,2177548697,Jenny Penny,False,,
