id,name,public_metrics,url,description,profile_image_url,protected,username,verified,entities,location,pinned_tweet_id
17020638.0,The Eurovisionary,"{'followers_count': 192, 'following_count': 2361, 'tweet_count': 14388, 'listed_count': 8}",,"'Villains have straight hair. Idiots have curly hair.' - Oliver Reed. Eurovision, mostly. All views my own. He/him.",https://pbs.twimg.com/profile_images/882209354375733249/tjQ8jgc__normal.jpg,False,Euro_Visionary,False,,,6.638649625788211e+17
1367931990.0,francisco,"{'followers_count': 286, 'following_count': 593, 'tweet_count': 23165, 'listed_count': 1}",,oxalá haja o que houver,https://pbs.twimg.com/profile_images/1516391512845832201/N5beUlVd_normal.jpg,False,tironoliro,False,,,1.4776366770321572e+18
2867831452.0,Nina Wilde,"{'followers_count': 1315, 'following_count': 1396, 'tweet_count': 11584, 'listed_count': 35}",https://t.co/AYz21LUm90,"Graphic Designer 
Working mainly with music related designs and eSports 
/ Work ➡️ ninawildestudios@gmail.com",https://pbs.twimg.com/profile_images/835104518807367682/a0Q3GYhN_normal.jpg,False,NinaWildeUK,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AYz21LUm90', 'expanded_url': 'http://www.facebook.com/ninawildestudios', 'display_url': 'facebook.com/ninawildestudi…'}]}}","Wolverhampton, England",
9.407051129845555e+17,yasmeen 🍓,"{'followers_count': 11, 'following_count': 88, 'tweet_count': 340, 'listed_count': 0}",,im normal,https://pbs.twimg.com/profile_images/1516201459720892419/FhWNTsKJ_normal.jpg,False,qtyyas,False,,,1.472924176138879e+18
365659823.0,G-Smittyyyy,"{'followers_count': 486, 'following_count': 1340, 'tweet_count': 7055, 'listed_count': 4}",https://t.co/6ejyJL29wT,Actor•Writer•Producer|Syracuse ‘20 G’21 🍊|1/2 of No Sleep Till Hollywood Pod| She/Hers,https://pbs.twimg.com/profile_images/1361500724295827456/f01dxRNT_normal.jpg,False,GSmittyyyy,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6ejyJL29wT', 'expanded_url': 'https://linktr.ee/gsmittyyyy', 'display_url': 'linktr.ee/gsmittyyyy'}]}}",Wherever black girls are free,1.372889610175533e+18
90675410.0,Kevin Cronin,"{'followers_count': 371, 'following_count': 763, 'tweet_count': 3342, 'listed_count': 4}",https://t.co/GSq748eA0f,"Part Owner of Cork City FC and  Passionate Republic of Ireland supporter.
All views are my own.
🇮🇪🇵🇸",https://pbs.twimg.com/profile_images/1509947766071570432/LwOXERvT_normal.jpg,False,kevincronin2000,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GSq748eA0f', 'expanded_url': 'https://www.instagram.com/kevincronin2000?r=nametag', 'display_url': 'instagram.com/kevincronin200…'}]}}","Cork, Ireland",1.3635566654764483e+18
9.196833484648899e+17,˚₊✩‧₊,"{'followers_count': 1000, 'following_count': 427, 'tweet_count': 1357, 'listed_count': 29}",,20 ๑♡՞ a messy libra | @whydtry,https://pbs.twimg.com/profile_images/1519298166608310275/W69Lvobd_normal.jpg,False,ffionspov,False,"{'description': {'mentions': [{'start': 23, 'end': 31, 'username': 'whydtry'}]}}",ig: ffionerinrobertss,1.5140000087350845e+18
7.266872031166136e+17,Malcolm kornbluth,"{'followers_count': 40, 'following_count': 169, 'tweet_count': 63, 'listed_count': 0}",,"learn in nezer hatorah in Gateshead,
Tottenham till I die",https://pbs.twimg.com/profile_images/1115369737071091713/rBRzzv7Z_normal.jpg,False,makornbluth,False,,"London, England",
21287755.0,Z e v o n e s q u e ✒️,"{'followers_count': 3306, 'following_count': 3930, 'tweet_count': 76072, 'listed_count': 97}",https://t.co/4bqwLrDPpM,"Fan of reading, writing, music, footy, real ale, curry, travel, and strumming the gee-tar. A fan of Liverpool: city and club. Siempre @flashdog. Bloody MS.",https://pbs.twimg.com/profile_images/1260283282631114754/bx4UG15T_normal.jpg,False,zevonesque,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4bqwLrDPpM', 'expanded_url': 'https://linktr.ee/Zevonesque', 'display_url': 'linktr.ee/Zevonesque'}]}, 'description': {'mentions': [{'start': 134, 'end': 143, 'username': 'flashdog'}]}}",Liverpool,1.368248664993497e+18
704593335.0,montse g,"{'followers_count': 37, 'following_count': 133, 'tweet_count': 2304, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/378800000566117657/9a35c692f6392fcb9c4e2eaddeb66fd7_normal.jpeg,False,mgv2210,False,,,
259618689.0,Jeez DeLuise 🎲,"{'followers_count': 297, 'following_count': 963, 'tweet_count': 12360, 'listed_count': 6}",,"Never, ever, bloody anything ever. That's the one, Nicky. I've lived my life by that rule. 

YNWA 

The Lord yeeteth and the Lord yoinketh away, hez hez hez.",https://pbs.twimg.com/profile_images/1404771910416621572/7BnC9Za6_normal.jpg,False,JeezDeLuise,False,,"15 Credibility Street, L'pool.",1.3092794304146063e+18
1.295854959267844e+18,na d na 🫂,"{'followers_count': 602, 'following_count': 526, 'tweet_count': 4633, 'listed_count': 1}",https://t.co/MpuiAaBt8J,me da =,https://pbs.twimg.com/profile_images/1477076702576713729/RJ-j8hGL_normal.jpg,False,nnanalee_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MpuiAaBt8J', 'expanded_url': 'https://instagram.com/nnana.lee_', 'display_url': 'instagram.com/nnana.lee_'}]}}",de la calle,1.5124113813703967e+18
4420563441.0,Emeros Erfaren,"{'followers_count': 291, 'following_count': 1673, 'tweet_count': 4149, 'listed_count': 0}",,"Half-elf ranger. Apparently.

Lapsed writer. Definitely.",https://pbs.twimg.com/profile_images/1479515346273030150/LDiPv18a_normal.jpg,False,EmerosErfaren,False,,,
2382891440.0,Some guy named Brian,"{'followers_count': 1176, 'following_count': 1770, 'tweet_count': 87203, 'listed_count': 29}",https://t.co/DUOuJOY9Du,Co-host of @NitroGenCast.,https://pbs.twimg.com/profile_images/1509150977772896258/iqKVWgtL_normal.jpg,False,BrianTalksCrap,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DUOuJOY9Du', 'expanded_url': 'https://linktr.ee/NitroGenCast', 'display_url': 'linktr.ee/NitroGenCast'}]}, 'description': {'mentions': [{'start': 11, 'end': 24, 'username': 'NitroGenCast'}]}}",,1.51508843470413e+18
8.532817978656973e+17,Morgan 🍂,"{'followers_count': 447, 'following_count': 1711, 'tweet_count': 5177, 'listed_count': 5}",https://t.co/5xWVNh93Z6,"Quiz Tart, Nation’s Sweetheart, Theatricist, Frasier Obsessive, Sopranos Enthusiast, Muppetologist, Rom-communist, Getting (English) Lit - he/they - LG(B)T",https://pbs.twimg.com/profile_images/1521211288394903552/yFgO5JPJ_normal.jpg,False,MorganVAB,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5xWVNh93Z6', 'expanded_url': 'https://boxd.it/33aDB', 'display_url': 'boxd.it/33aDB'}]}}",Liverpool,1.5217899187873915e+18
2626555922.0,Gary (Available For Writing Work),"{'followers_count': 737, 'following_count': 299, 'tweet_count': 12289, 'listed_count': 3}",https://t.co/C39vPJf05J,"90s/2000s encyclopedia from LI, now in LA

Animation writer looking for work!

Creator/Writer for @failingupwardtv & @starstrucktoon

Art account @muteastroart",https://pbs.twimg.com/profile_images/1344916176057430017/8ZlvuYFJ_normal.jpg,False,mutantastronaut,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/C39vPJf05J', 'expanded_url': 'http://garytrimarchi.squarespace.com', 'display_url': 'garytrimarchi.squarespace.com'}]}, 'description': {'mentions': [{'start': 98, 'end': 114, 'username': 'failingupwardtv'}, {'start': 117, 'end': 132, 'username': 'starstrucktoon'}, {'start': 146, 'end': 159, 'username': 'muteastroart'}]}}",,1.513891070291202e+18
1604217151.0,Marwan,"{'followers_count': 654, 'following_count': 311, 'tweet_count': 4155, 'listed_count': 2}",,"Data Scientist and Pollster,
RT/Likes not necessarily an endorsement,
Views my own",https://pbs.twimg.com/profile_images/1520548265078534146/M8-nUdmF_normal.jpg,False,Data_Marwan,False,,,1.4991892889987768e+18
157717571.0,Pato Gonzalez,"{'followers_count': 131, 'following_count': 230, 'tweet_count': 911, 'listed_count': 1}",https://t.co/PnCXjTe4Bz,"Músico, bajista, producción musical. Vivo en Quilpué.
Edición, mezcla y masterización de pistas musicales. DM me.
https://t.co/EAxuOPblO2",https://pbs.twimg.com/profile_images/1484334406835728391/g7YRwxnZ_normal.jpg,False,PatilloCerezo,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PnCXjTe4Bz', 'expanded_url': 'https://cimatico.cl/', 'display_url': 'cimatico.cl'}]}, 'description': {'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/EAxuOPblO2', 'expanded_url': 'https://soundcloud.com/user-56316037/sets/mezc', 'display_url': 'soundcloud.com/user-56316037/…'}]}}","Valparaíso, Chile",
17242677.0,ShibaInu_Winnie,"{'followers_count': 797, 'following_count': 1403, 'tweet_count': 1784, 'listed_count': 25}",,"One cute pup... Mom has had Shibas before me, and I am number 5. I was a handful as a pup, but now I'm a pretty good little dog. I also help with rescues!",https://pbs.twimg.com/profile_images/81102193/paw_normal.jpg,False,ShibaInu_Winnie,False,,,
42195950.0,Liza Radley,"{'followers_count': 354, 'following_count': 348, 'tweet_count': 286841, 'listed_count': 52}",https://t.co/6pxqnAErLY,"Churchyard dweller, bee adorer",https://pbs.twimg.com/profile_images/1518344008241758209/osZ-SCat_normal.jpg,False,panistroglodyte,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6pxqnAErLY', 'expanded_url': 'https://panistroglodyte.co.uk', 'display_url': 'panistroglodyte.co.uk'}]}}",Bristol,1.5178298523882824e+18
391883748.0,IAIN ✳️✳️✳️,"{'followers_count': 39, 'following_count': 94, 'tweet_count': 1788, 'listed_count': 1}",,Grandfather to Harriet and Flynn Passionate Blues Member. All Blacks Storm.,https://pbs.twimg.com/profile_images/1477430361483186179/ge1cHWya_normal.jpg,False,konew1,False,,melbourne,1.4836540891921326e+18
2611054645.0,Tim Ballaret,"{'followers_count': 219, 'following_count': 568, 'tweet_count': 496, 'listed_count': 2}",,HS Math/Science Ninja. Empowering students to work hard and be nice. Entrepreneur. Design Thinking. Sports as Catalyst. #iteachmath #firstgen #filam #usctrojan,https://pbs.twimg.com/profile_images/1160216461719162880/3J6wwv_Q_normal.jpg,False,mrballaret,False,"{'description': {'hashtags': [{'start': 120, 'end': 131, 'tag': 'iteachmath'}, {'start': 132, 'end': 141, 'tag': 'firstgen'}, {'start': 142, 'end': 148, 'tag': 'filam'}, {'start': 149, 'end': 159, 'tag': 'usctrojan'}]}}","North Hollywood , CA",
77276739.0,Neil Fawcett 🏳️‍🌈🔶,"{'followers_count': 3141, 'following_count': 977, 'tweet_count': 15298, 'listed_count': 67}",https://t.co/S7zCPDDBGi,"Cllr in Abingdon. Dad of 4 lovely kids. Doctor Who, ale, rock, folk + prog fan. Lib Dem campaigner. Works 4 Layla Moran. Tweets in personal capacity. Him/he.",https://pbs.twimg.com/profile_images/1505248094576852993/y44_HmY8_normal.jpg,False,neilfawcett,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/S7zCPDDBGi', 'expanded_url': 'http://liberalneil.blogspot.com/', 'display_url': 'liberalneil.blogspot.com'}]}}","ÜT: 51.66849,-1.279921",
14513111.0,DAIRES@旅こそ珠玉…大きぃです…,"{'followers_count': 110, 'following_count': 194, 'tweet_count': 21122, 'listed_count': 11}",https://t.co/mssim11Wbu,しがないぷろぐらま,https://pbs.twimg.com/profile_images/437261675/TwitterIcon_normal.jpg,False,DAIRES,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mssim11Wbu', 'expanded_url': 'http://www.m-kit.com', 'display_url': 'm-kit.com'}]}}",日本 埼玉,
27961715.0,John Murray,"{'followers_count': 1206, 'following_count': 1912, 'tweet_count': 31135, 'listed_count': 10}",,"Rapscallion, Curmudgeon, former DJ,  and all around Superhero. Also Ireland's Minister of Cats, hangovers, Soul-food & 80's Nostalgia",https://pbs.twimg.com/profile_images/1356749089661214722/56gokfO8_normal.jpg,False,murrayhead84,False,,Kerry,1.424779591038681e+18
9.82324460903682e+17,David Paul Booth 🇪🇺 🇺🇦,"{'followers_count': 3221, 'following_count': 3558, 'tweet_count': 41868, 'listed_count': 6}",,Drama grad. Writer. Tea drinker. Turophile. Punny. Quizzer. Music collector. Historian. Shakespeare. Sitcoms. Retro gamer. Remainer. Not a teabag.,https://pbs.twimg.com/profile_images/1430974076802289683/ftiZIGQR_normal.jpg,False,DavidPaulBooth1,False,,"England, UK, Europe",1.0193051710866924e+18
72814251.0,𝙿𝚑𝚒𝚕 𝙰𝚗𝚜𝚎𝚕𝚖𝚘,"{'followers_count': 1180, 'following_count': 1372, 'tweet_count': 42797, 'listed_count': 15}",,"Come fai, sbagli (per qualcuno) | Diffido di chiunque creda in un Dio",https://pbs.twimg.com/profile_images/1399835053836976134/utCB5vQA_normal.jpg,False,Phil_H_Anselmo,False,,Italy,1.4187229692543386e+18
306659920.0,ぜまたき,"{'followers_count': 845, 'following_count': 798, 'tweet_count': 89323, 'listed_count': 25}",,"車、DIY、キャンプとか好きです。趣味とその他日常のツイートします。
今はパオとパジェロミニに乗ってます。",https://pbs.twimg.com/profile_images/1429441950462013445/VAvH5hSZ_normal.jpg,False,Saigu_H56A,False,,長野県,
1.260582524583121e+18,Miss U N Owen,"{'followers_count': 154, 'following_count': 314, 'tweet_count': 4916, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/1260583738687262725/nfYgIG2-_normal.jpg,False,MissUNOwen1,False,,,
1.4285245131138253e+18,Dan 🔰,"{'followers_count': 391, 'following_count': 979, 'tweet_count': 4898, 'listed_count': 2}",,#MUFC 🇾🇪 #sendHOOK,https://pbs.twimg.com/profile_images/1521078778830757889/NlB4TeeF_normal.jpg,False,Dee_Cee95x,False,"{'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'MUFC'}, {'start': 9, 'end': 18, 'tag': 'sendHOOK'}]}}","England, United Kingdom",1.5179835750392259e+18
1.500936351440593e+18,Alex Colaizzi,"{'followers_count': 35, 'following_count': 96, 'tweet_count': 3027, 'listed_count': 1}",,,https://pbs.twimg.com/profile_images/1500939351043280897/AApZ8YWM_normal.jpg,False,Great_Hambino20,False,,"Pittsburgh, PA",
2152906265.0,Ethan 👹🏴󠁧󠁢󠁷󠁬󠁳󠁿,"{'followers_count': 375, 'following_count': 2056, 'tweet_count': 15173, 'listed_count': 0}",,"18, Welsh, 5ft 4 “Basically Insigne”",https://pbs.twimg.com/profile_images/1437915580858880001/dvp9xAWs_normal.jpg,False,eherbie__,False,,,1.2276117426095923e+18
109826465.0,Aspergrations,"{'followers_count': 1020, 'following_count': 3145, 'tweet_count': 13427, 'listed_count': 37}",,I watch more sunsets than Netflix.,https://pbs.twimg.com/profile_images/2733914292/3672c2845cebc2f0ff4aaa5d39d0e3ce_normal.jpeg,False,aspergrations,False,,England,
1088582772.0,めっしー,"{'followers_count': 459, 'following_count': 212, 'tweet_count': 3652, 'listed_count': 8}",,だいたい996たまにs15,https://pbs.twimg.com/profile_images/1407694517285711879/-i8gI6aW_normal.jpg,False,msi_ae111,False,,,1.4767222285450813e+18
1.0677904557677773e+18,Archie ◢ ◤,"{'followers_count': 73, 'following_count': 730, 'tweet_count': 922, 'listed_count': 0}",https://t.co/AyCK42sAGZ,$EURUSD,https://pbs.twimg.com/profile_images/1187346773221752832/EW01RFnP_normal.jpg,False,ArchieCoops10,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AyCK42sAGZ', 'expanded_url': 'http://instagram.com/archiecooper10', 'display_url': 'instagram.com/archiecooper10'}]}, 'description': {'cashtags': [{'start': 0, 'end': 7, 'tag': 'EURUSD'}]}}",Devon,
