id,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,in_reply_to_user_id,geo,attachments
1521653594495549440,2022-05-04T00:51:02.000Z,everyone,1521653594495549440,False,"Wordle 319 3/6

⬜⬜🟩⬜⬜
🟨🟨🟨⬜🟨
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 12, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",46328718,en,,,,
1521653585737502720,2022-05-04T00:51:00.000Z,everyone,1521569658272645120,False,"@Chinmayi Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛🟨⬛🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 9, 'username': 'Chinmayi', 'id': '8443752'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",803822537331343360,en,"[{'type': 'replied_to', 'id': '1521569658272645120'}]",8443752,,
1521653580440436736,2022-05-04T00:50:59.000Z,everyone,1521653580440436736,False,"Wordle 319 5/6

🟨⬛🟨⬛⬛
⬛🟨🟨🟨🟨
🟩🟨🟨🟨⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩

#Wordle319","{'hashtags': [{'start': 47, 'end': 57, 'tag': 'Wordle319'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",59047875,en,,,,
1521653570042576898,2022-05-04T00:50:56.000Z,everyone,1490191798773428225,False,"Wordle 318 4/6

⬜⬜🟨⬜⬜
🟨⬜⬜⬜🟩
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",145088193,en,"[{'type': 'replied_to', 'id': '1520989341127954432'}]",145088193,,
1521653568994000896,2022-05-04T00:50:56.000Z,everyone,1521653568994000896,False,"Wordle 319 6/6

⬛⬛🟨🟨⬛
🟨🟨⬛⬛🟩
⬛⬛⬛🟩🟩
⬛🟨🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1355167782598569991,en,,,,
1521653563365236739,2022-05-04T00:50:55.000Z,everyone,1521653563365236739,False,"Wordle Türkçe (7'li) #wordle7 #wordleTR 318 4/7

⬜🟨⬜🟩⬜🟩🟩
⬜⬜⬜🟩🟩⬜🟩
⬜⬜⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩

 https://t.co/89V1ZCHCBt","{'hashtags': [{'start': 21, 'end': 29, 'tag': 'wordle7'}, {'start': 30, 'end': 39, 'tag': 'wordleTR'}], 'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/89V1ZCHCBt', 'expanded_url': 'http://wordle7.acikbilim.com', 'display_url': 'wordle7.acikbilim.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",320609989,tr,,,{'place_id': '78b3f04307857009'},
1521653549687525378,2022-05-04T00:50:51.000Z,everyone,1521653549687525378,False,"@Willy_xcd lottery ticket time 😂 Wordle 319 2/6

⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 10, 'username': 'Willy_xcd', 'id': '382833422'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",5139711,en,,382833422,,
1521653548802789376,2022-05-04T00:50:51.000Z,everyone,1521653548802789376,False,"Wordle 319 4/6

⬜⬜⬜🟨⬜
⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",75744692,en,,,,
1521653544247603202,2022-05-04T00:50:50.000Z,everyone,1521653544247603202,False,"Wordle 318 5/6

🟨⬜🟩⬜⬜
⬜⬜🟨🟨⬜
🟨🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",25349704,en,,,,
1521653543652007937,2022-05-04T00:50:50.000Z,everyone,1521653543652007937,False,"😅

Wordle 319 6/6

🟩⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1230102716908810240,en,,,,
1521653531811319810,2022-05-04T00:50:47.000Z,everyone,1521653531811319810,False,"Wordle 319 2/6

⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",142665504,en,,,,
1521653526019026944,2022-05-04T00:50:46.000Z,everyone,1521653526019026944,False,"Wordle 318 3/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1258904982062915584,en,,,,
1521653522122518528,2022-05-04T00:50:45.000Z,everyone,1521653522122518528,False,"Wordle (ES)  #117 5/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Tv5Pr9tMve","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Tv5Pr9tMve', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",908340978,en,,,,
1521653518779699201,2022-05-04T00:50:44.000Z,everyone,1521653518779699201,False,"Wordle 318 3/6

⬜🟨🟨⬜🟨
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",16225882,en,,,,
1521653517811093504,2022-05-04T00:50:44.000Z,everyone,1521653517811093504,False,"ポケモンWordle 3/10

⬛⬛⬛⬛🟨
🟨🟨⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/X632hu30rV
 #ポケモンWordle","{'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/X632hu30rV', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2906319000,ja,,,,
1521653483765735430,2022-05-04T00:50:36.000Z,everyone,1521653483765735430,False,"Wordle 318 4/6

⬜🟨🟨🟩⬜
⬜🟨🟨🟩⬜
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",44123415,en,,,,
1521653463188340737,2022-05-04T00:50:31.000Z,everyone,1521653463188340737,False,"Wordle 318 5/6

⬛🟩🟨⬛🟩
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩
Bah. I hate when you think ""maybe two"" then it's five or six",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1198149271,en,,,,
1521653438261579776,2022-05-04T00:50:25.000Z,everyone,1521653438261579776,False,"ポケモンWordle 5/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟨
⬛🟨⬛⬛⬛
⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩

https://t.co/0w86ApJdnt
 #ポケモンWordle","{'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/0w86ApJdnt', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",332911118,ja,,,,
1521653433270702080,2022-05-04T00:50:24.000Z,everyone,1521653433270702080,False,"Wordle 319 3/6

🟩⬜⬜⬜⬜⬜
🟩🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩🟩

⬇️ ⬇️ ⬇️ ⬇️ ⬇️
https://t.co/urNccYepO0
⬆️ ⬆️ ⬆️ ⬆️ ⬆️

#Wordle #Wordle6 #WordleEN #WordleEnglish #Wordle319","{'hashtags': [{'start': 93, 'end': 100, 'tag': 'Wordle'}, {'start': 101, 'end': 109, 'tag': 'Wordle6'}, {'start': 110, 'end': 119, 'tag': 'WordleEN'}, {'start': 120, 'end': 134, 'tag': 'WordleEnglish'}, {'start': 135, 'end': 145, 'tag': 'Wordle319'}], 'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/urNccYepO0', 'expanded_url': 'https://wordle.wekele.com', 'display_url': 'wordle.wekele.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",400088947,en,,,,
1521653431106441216,2022-05-04T00:50:23.000Z,everyone,1521653431106441216,False,"Wordle 319 3/6

⬜⬜🟩⬜🟨
🟩⬜🟩🟨⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1150899313997840384,en,,,,
1521653413100113921,2022-05-04T00:50:19.000Z,everyone,1521653413100113921,False,"Wordle 318 4/6

⬛⬛🟨🟩⬛
⬛🟨⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3301599144,en,,,,
1521653386328014848,2022-05-04T00:50:12.000Z,everyone,1521653386328014848,False,"Wordle 319 3/6

🟨⬛🟨⬛⬛
⬛⬛⬛🟨🟨
🟩🟩🟩🟩🟩

생각나는 대로 적었더니",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",170203670,ko,,,,
1521653385250107392,2022-05-04T00:50:12.000Z,everyone,1521653385250107392,False,"Wordle 319 3/6

🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

Definitely an express solve.
#Wordle319","{'hashtags': [{'start': 64, 'end': 74, 'tag': 'Wordle319'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1499047244489986049,en,,,,
1521653377989775360,2022-05-04T00:50:10.000Z,everyone,1521653377989775360,False,"Wordle 319 4/6

🟨🟨⬜🟩⬜
🟨🟩🟨🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1518803498582024192,en,,,,
1521653377914253312,2022-05-04T00:50:10.000Z,everyone,1521653377914253312,False,"@tos
百人一首Wordle-93  4/5 (01:43)

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/8gduomSuZg
 #百人一首Wordle","{'hashtags': [{'start': 83, 'end': 94, 'tag': '百人一首Wordle'}], 'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/8gduomSuZg', 'expanded_url': 'https://hyakunin-isshu-wordle.herokuapp.com/', 'display_url': 'hyakunin-isshu-wordle.herokuapp.com'}], 'mentions': [{'start': 0, 'end': 4, 'username': 'TOS', 'id': '12371162'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1347740458185756673,ja,,12371162,,
1521653354581180418,2022-05-04T00:50:05.000Z,everyone,1521653354581180418,False,"The old phew today! Wordle 318 6/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛🟨
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1683737954,en,,,,
