id,public_metrics,lang,text,conversation_id,created_at,author_id,source,context_annotations,possibly_sensitive,reply_settings,in_reply_to_user_id,referenced_tweets,entities,geo,attachments
1522276756891254785,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,"@kxcii Got it!
Wordle guessed in 4/6!
Can you do better?
Try this wordle: https://t.co/HPk8oasizo

⬜🟩⬜🟨⬜
🟨🟩🟨⬜⬜
⬜🟩🟨🟩🟨
🟩🟩🟩🟩🟩
#mywordle",1522244714950533121,2022-05-05T18:07:16.000Z,50020580,Twitter for iPad,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,14671033,"[{'type': 'replied_to', 'id': '1522244714950533121'}]","{'hashtags': [{'start': 123, 'end': 132, 'tag': 'mywordle'}], 'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/HPk8oasizo', 'expanded_url': 'https://mywordle.strivemath.com/?word=zsdxc', 'display_url': 'mywordle.strivemath.com/?word=zsdxc'}], 'annotations': [{'start': 14, 'end': 20, 'probability': 0.2769, 'type': 'Person', 'normalized_text': 'Wordle'}], 'mentions': [{'start': 0, 'end': 6, 'username': 'kxcii', 'id': '14671033'}]}",,
1522276756236894220,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"@THFelipeV @GebusUpNorth @SerbianSaint Wordle 320 6/6

⬜⬜⬜🟨🟨
⬜⬜🟨🟩⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

just clutched it",1522200610094915584,2022-05-05T18:07:15.000Z,1266201603893194753,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,2259041029,"[{'type': 'replied_to', 'id': '1522200610094915584'}]","{'mentions': [{'start': 0, 'end': 10, 'username': 'THFelipeV', 'id': '2259041029'}, {'start': 11, 'end': 24, 'username': 'GebusUpNorth', 'id': '1464838403812380677'}, {'start': 25, 'end': 38, 'username': 'SerbianSaint', 'id': '2799892976'}]}",,
1522276754890522625,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,"Wordle 321 X/6

🟨⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟩🟩🟨⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩",1491112779579006978,2022-05-05T18:07:15.000Z,1299357865296015360,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,1299357865296015360,"[{'type': 'replied_to', 'id': '1521537321379655680'}]",,,
1522276752806055938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"@HeadlessFriend Wordle 320 6/6

⬛⬛⬛🟩⬛
⬛🟩⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩

i get infinitely more maidens",1522275126984818690,2022-05-05T18:07:15.000Z,1395875028466548741,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,1327446645529849856,"[{'type': 'replied_to', 'id': '1522275126984818690'}]","{'mentions': [{'start': 0, 'end': 15, 'username': 'HeadlessFriend', 'id': '1327446645529849856'}]}",,
1522276751686074371,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,"One day the wordle word will be ""Poise"" (my starting word), and I am going to REJOICE!

Wordle 320 6/6

⬜🟩⬜⬜🟨
⬜🟩⬜🟨⬜
🟨🟩⬜🟩⬜
⬜🟩🟨🟩⬜
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩",1522276751686074371,2022-05-05T18:07:14.000Z,817640783993917440,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276746300588033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 321 4/6

🟨🟩⬜🟨⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩",1522276746300588033,2022-05-05T18:07:13.000Z,880649329,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276722837979136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ja,"Wordle 321 4/6

🟨🟨⬛⬛⬛
⬛⬛🟨🟨🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

いい感じ！",1522276722837979136,2022-05-05T18:07:07.000Z,1960738093,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276719968849923,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,"Wordle 320 5/6

⬛⬛⬛🟩⬛
🟨⬛🟨🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1488664458453037061,2022-05-05T18:07:07.000Z,713764490345623552,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,713764490345623552,"[{'type': 'replied_to', 'id': '1521795594863403011'}]",,,
1522276717431517184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 321 6/6

⬛⬛⬛🟨⬛
🟨🟨🟨⬛⬛
🟨🟨🟨⬛⬛
⬛⬛🟨🟨🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1522276717431517184,2022-05-05T18:07:06.000Z,209778088,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276709227134982,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,"Wordle 321 5/6

⬛⬛⬛⬛🟨
⬛🟨⬛⬛🟨
🟨🟩⬛🟨⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1493694921215451136,2022-05-05T18:07:04.000Z,1178277499366604800,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,1178277499366604800,"[{'type': 'replied_to', 'id': '1521884256532037633'}]",,,
1522276708136615938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"Wordle 320 X/6 Well 💩

⬛⬛⬛⬛🟨
⬛🟨⬛🟨⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",1522276708136615938,2022-05-05T18:07:04.000Z,17241191,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276694408970242,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 321 5/6

⬜🟩⬜🟨⬜
⬜⬜⬜🟩⬜
⬜🟩⬜🟩🟩
⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩",1522276694408970242,2022-05-05T18:07:01.000Z,947758823829250048,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276692697382913,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Triple in 3 Today! 333
Trilingual Wordle
Wordle (ENG) 320 3/6
⬜⬜⬜🟩⬜
⬜⬜🟨⬜🟨
🟩🟩🟩🟩🟩
Wordle (ESPAñOL) #119 3/6
🟨⬜⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
VERBA (ITALIANO) 116 3/6 
🟨⬜🟨⬜⬜
⬜🟨⬜⬜🟨
🟩🟩🟩🟩🟩",1522276692697382913,2022-05-05T18:07:00.000Z,38976349,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276662184116224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ja,"Wordle 321 5/6

⬜🟩⬜🟨⬜
⬜⬜⬜⬜🟨
⬜⬜⬜⬜⬜
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
わりとなやんだ",1522276662184116224,2022-05-05T18:06:53.000Z,86707838,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276632018386959,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 320 6/6

🟨🟩⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1522276632018386959,2022-05-05T18:06:46.000Z,848193493,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276627253657605,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 320 4/6
amo a los simpsons
⬛⬛⬛⬛🟨
🟨🟩⬛🟨⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",1522276627253657605,2022-05-05T18:06:45.000Z,1213278469439639553,Twitter Web App,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10027336172', 'name': 'The Simpsons', 'description': ""This long-running animated comedy focuses on the eponymous family in the town of Springfield in an unnamed U.S. state. The head of the Simpson family, Homer, is not a typical family man. A nuclear-plant employee, he does his best to lead his family but often finds that they are leading him. The family includes loving, blue-haired matriarch Marge, troublemaking son Bart, overachieving daughter Lisa and baby Maggie. Other Springfield residents include the family's religious neighbour, Ned Flanders, family physician Dr Hibbert, Moe the bartender and police chief Clancy Wiggum.""}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10028268905', 'name': 'Los Simpsons'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029697719', 'name': 'The Simpsons'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '172', 'name': 'Global TV Show', 'description': 'For global/conceptual TV shows without localization.'}, 'entity': {'id': '1223191069757562880', 'name': 'The Simpsons'}}]",False,everyone,,,,,
1522276619901095943,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,"I'm almost an idiot
Wordle 320 6/6

⬛🟨⬛⬛⬛
⬛🟨⬛⬛🟨
🟨🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1482405534053584896,2022-05-05T18:06:43.000Z,898952815,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,898952815,"[{'type': 'replied_to', 'id': '1521875631495077894'}]",,,
1522276617619492870,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 320 X/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩

Me and wordle need a little chat",1522276617619492870,2022-05-05T18:06:42.000Z,530037192,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276595515498498,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 320 5/6

⬛🟨⬛⬛🟨
⬛🟨⬛🟨⬛
⬛⬛⬛🟨🟩
⬛🟨🟨⬛🟩
🟩🟩🟩🟩🟩",1522276595515498498,2022-05-05T18:06:37.000Z,1859301,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276588783501319,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"😤Wordle 320 6/6

⬛⬛⬛⬛🟨
⬛⬛🟨🟨⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1522276588783501319,2022-05-05T18:06:35.000Z,50655021,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
1522276584018878465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"I question the word selection for today.

Wordle 320 4/6

⬜⬜🟨⬜🟩
⬜⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩",1522276584018878465,2022-05-05T18:06:34.000Z,205952873,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,,
