,id,profile_image_url,url,public_metrics,username,protected,name,description,location,verified,entities,pinned_tweet_id
28,1497543499327045634,https://pbs.twimg.com/profile_images/1515288684676857856/sOQjTc85_normal.jpg,,"{'followers_count': 68, 'following_count': 93, 'tweet_count': 602, 'listed_count': 6}",softmm1219,False,말랑엠,레하 1.5기 단원 | 트친소 제외 선팔 = 구독팔로 간주합니다 | 그림 / 글러 / 썰러 | 헤더 @todol0825 | 진입장벽 먼지 | 이별은 블언블 | 알럽 자기@nanana_09140,We are Revolution Heart!!,False,"{'description': {'mentions': [{'start': 56, 'end': 66, 'username': 'todol0825'}, {'start': 94, 'end': 107, 'username': 'nanana_09140'}]}}",1520733773330980864
29,980804103491194881,https://pbs.twimg.com/profile_images/1500919879368646657/QPZhfcEG_normal.jpg,,"{'followers_count': 69, 'following_count': 193, 'tweet_count': 1418, 'listed_count': 1}",running_like,False,FreemanRunning 🏳️‍🌈 💗💜💙,"She/her. “The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.” T. Pratchett",United Kingdom,False,,
30,886339626700480512,https://pbs.twimg.com/profile_images/1157281836558475264/BYCsSItb_normal.jpg,,"{'followers_count': 110, 'following_count': 275, 'tweet_count': 2007, 'listed_count': 0}",SweetS77P,False,Rafaela,,"California, USA",False,,
31,1863696913,https://pbs.twimg.com/profile_images/1478348747012812802/xC53XYSB_normal.jpg,,"{'followers_count': 2826, 'following_count': 2812, 'tweet_count': 16263, 'listed_count': 14}",NuriaAlSe81,False,Núria 🌼,Fisioterapeuta •  Intentant veure les coses pel costat positiu • Dels errors se n'aprèn • A Can Twitter opinions personals • Del Moianès.,Moià/Oló,False,,1470485158449008645
32,2717557706,https://pbs.twimg.com/profile_images/1479168153393549315/I4KqeSNG_normal.jpg,,"{'followers_count': 365, 'following_count': 415, 'tweet_count': 30542, 'listed_count': 1}",Ali454511,False,Isa D,Aparte se escribe junto. Sevillana por el mundo. Absténganse radicales. Si no captas la ironía tenemos un problema. Me gusta cocinar y que me inviten a comer.,En cualquier lugar,False,,1441269289139331079
33,27755447,https://pbs.twimg.com/profile_images/1449606248748486656/mPX_2YLi_normal.jpg,,"{'followers_count': 97, 'following_count': 133, 'tweet_count': 4313, 'listed_count': 0}",shelbel93,False,shelbayjones,Hairstylist | Animal Rescuer| OKC,OKC,False,,
34,785934155305652224,https://pbs.twimg.com/profile_images/1488150825734217728/FL7PC-c-_normal.jpg,,"{'followers_count': 194, 'following_count': 891, 'tweet_count': 7862, 'listed_count': 0}",RoyKyffin,False,Roy Kyffin,Football League Championship UK and World News Music Rugby Union Darts Football news Wrexham AFC,"Birmingham, England",False,,
35,1442907222791503872,https://pbs.twimg.com/profile_images/1475124183063535623/ViFbOo-O_normal.jpg,,"{'followers_count': 71, 'following_count': 213, 'tweet_count': 295, 'listed_count': 3}",AtxEva,False,ATXEva,Proofreader. Copyeditor. Homeschooling Mom. Activist. Muse. 94% on Wordle. 🍷📚🖍 Member of ACES.,"Austin, TX",False,,1477117912339124224
36,1259346332533379077,https://pbs.twimg.com/profile_images/1472330499557314569/e0-8dnZP_normal.jpg,https://t.co/2FyLjHm2dq,"{'followers_count': 9, 'following_count': 30, 'tweet_count': 428, 'listed_count': 0}",mzswitchpics,False,mzrawr YT,"Pokémon Unite - S1 to S3 Master (1200 - 1300 lel)
+ Variety games on the switch.
+ Wordle
+ Super Auto Pets",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2FyLjHm2dq', 'expanded_url': 'https://youtube.com/channel/UCkW7Y_EfSABkeYqtCc3lWzw', 'display_url': 'youtube.com/channel/UCkW7Y…'}]}}",1497324276923658240
37,1289369231381934082,https://pbs.twimg.com/profile_images/1519174504374624262/n_PXZGdL_normal.jpg,,"{'followers_count': 3, 'following_count': 151, 'tweet_count': 371, 'listed_count': 0}",yoooo00o,False,hi,,,False,,
38,239122036,https://pbs.twimg.com/profile_images/1269134137912426497/FDq0TmVK_normal.jpg,,"{'followers_count': 265, 'following_count': 832, 'tweet_count': 16985, 'listed_count': 3}",albertofiti,False,albertofiti,Dos colores:uno blanco y otro azul,zaragoza,False,,1006199096699506688
39,575965469,https://pbs.twimg.com/profile_images/1271049431304060930/vjhwSkZo_normal.jpg,,"{'followers_count': 24, 'following_count': 80, 'tweet_count': 721, 'listed_count': 0}",madhan_2,False,Madhan kumar,Accept our mistakes and Challenge your beliefs.,Villupuram,False,,
40,1070491664907681792,https://pbs.twimg.com/profile_images/1400966851379793920/SaUcvyAJ_normal.jpg,,"{'followers_count': 145, 'following_count': 268, 'tweet_count': 1198, 'listed_count': 1}",BlossomJesso,False,Bloomin Jesso,Eurovision and other fun shenanigans for the world to enjoy 😂🏳️‍🌈she/her and bisexual af,,False,,
41,425325721,https://pbs.twimg.com/profile_images/1495326120073478152/AQmSWDxV_normal.jpg,,"{'followers_count': 259, 'following_count': 353, 'tweet_count': 4711, 'listed_count': 16}",ingbrizio,False,'Brizio,"Boardgamer, aerospace engineer, alien, father, cat lover, expat, chaotic neutral, no-bio, blue pill",🇩🇪🇪🇺,False,,
42,1512149049557733376,https://pbs.twimg.com/profile_images/1517290516089507840/ZzJuUCmL_normal.jpg,https://t.co/WkC4aMIsKE,"{'followers_count': 42, 'following_count': 81, 'tweet_count': 332, 'listed_count': 0}",terminaldream3r,False,wy,welcome to the world of the plastic beach — @wyhattmp3,"barstow, california",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WkC4aMIsKE', 'expanded_url': 'https://alt32.world/', 'display_url': 'alt32.world'}]}, 'description': {'mentions': [{'start': 44, 'end': 54, 'username': 'wyhattmp3'}]}}",1518621044432523264
43,588395264,https://pbs.twimg.com/profile_images/1102948178737926144/5C92Agpv_normal.jpg,,"{'followers_count': 72, 'following_count': 713, 'tweet_count': 1166, 'listed_count': 6}",DaveHolligan,False,Dave holligan,"Liverpool FC, Miami Dolphins, Bruce Springsteen, U2,Pink Floyd, Kacey Musgraves, Miranda Lambert,Kate Winslet, Jennifer Lawrence, Florence Pugh, Robert De Niro","Merseyside, UK",False,,
44,4896747531,https://pbs.twimg.com/profile_images/1467537131438497802/iiyK0MBh_normal.jpg,,"{'followers_count': 80, 'following_count': 894, 'tweet_count': 11844, 'listed_count': 3}",Gadling_42,False,Jason,"Queer. Not nice but kind. Loves Spidey,  Star Wars & Sondheim. Team Halloween. He/him. BLM. Trans women are women, trans men are men. Opinions my own",Say my name 3 times,False,,
45,3065677771,https://pbs.twimg.com/profile_images/580198208237752320/kcr01XLe_normal.jpg,,"{'followers_count': 50, 'following_count': 200, 'tweet_count': 1658, 'listed_count': 1}",countrywolf73,False,Ken Sisler,I don’t barter.,Right where I should be. ,False,,
46,1180701917636374529,https://pbs.twimg.com/profile_images/1436738146285375490/96LsfX_A_normal.jpg,https://t.co/1kUXEMdH0B,"{'followers_count': 128, 'following_count': 110, 'tweet_count': 6419, 'listed_count': 0}",atrulydumbbitch,False,bona fide piece of hog shit,https://t.co/rngrMz0jKU,Ontario 🇨🇦,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1kUXEMdH0B', 'expanded_url': 'http://instagram.com/drinkingonthejob', 'display_url': 'instagram.com/drinkingonthej…'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rngrMz0jKU', 'expanded_url': 'https://blacklivesmatters.carrd.co/', 'display_url': 'blacklivesmatters.carrd.co'}]}}",1351575845413003266
47,939486189702152192,https://pbs.twimg.com/profile_images/1494549538337529858/9emE8Yyo_normal.jpg,,"{'followers_count': 141, 'following_count': 881, 'tweet_count': 3511, 'listed_count': 0}",jhoomharz,False,🅹🅾🅴🅼🅰🆁 🅹🅰🅽🅽 for LENI 2022,RN ➡️ Clinical Clerk ➡️ Post Graduate Intern ➡️ Future MD……. Single but not available 😊,,False,,
48,20262025,https://pbs.twimg.com/profile_images/1515033211868430343/Im9jR2uL_normal.jpg,,"{'followers_count': 1093, 'following_count': 875, 'tweet_count': 36859, 'listed_count': 12}",Dan_Cymru,False,Dan,"37, Originally from North Wales, now in the West Midlands, likes sport, playing tennis, music... usually found eating... 🏳️‍🌈","Meriden, England",False,,1467434268125245442
49,747462976525971456,https://pbs.twimg.com/profile_images/1517638764650131456/-HkpvBeY_normal.jpg,,"{'followers_count': 925, 'following_count': 550, 'tweet_count': 22649, 'listed_count': 16}",m1nntt,False,niki,de menta granizada como ulquiorra,,False,,
50,1029337027,https://pbs.twimg.com/profile_images/1346973805697265667/_8KUKunF_normal.jpg,,"{'followers_count': 1100, 'following_count': 989, 'tweet_count': 91198, 'listed_count': 16}",sadbutstoked,False,kelsey ミ☆,"(she/her) 23. Joss Whedon Hate Account. love you forever Naya, proudly so","Los Angeles, CA",False,,
51,229502027,https://pbs.twimg.com/profile_images/1517195083535331330/HzUBcCfG_normal.jpg,https://t.co/UqbFLbZurT,"{'followers_count': 7367, 'following_count': 951, 'tweet_count': 170379, 'listed_count': 20}",WaBbYmE,False,𝙰𝚋𝙱𝚢,"No hablo de política, soy empalagosa, me llevo con casi todos. A veces me peino. Todo lo quiero arreglar con comida, sonrisas y abrazos. Si le gusta así, quede.",Aquí y allá.,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UqbFLbZurT', 'expanded_url': 'https://www.instagram.com/abby01_10/?hl=es-la', 'display_url': 'instagram.com/abby01_10/?hl=…'}]}}",1390807344133648384
52,951209450702024704,https://pbs.twimg.com/profile_images/1520998332805623809/KPrXMF9S_normal.jpg,,"{'followers_count': 269, 'following_count': 141, 'tweet_count': 7610, 'listed_count': 2}",KableNStuff,False,Kable,"20 ~ Ace ~ ENBY (He/They) ~ Micro Koopa or platypus ~ Music ""Hipster"" ~ Sometimes Artist ~ Pretty Weird ~ PFP: @tomasso_el ~ Banner: @FeatherYoshi",Nowhere & Everywhere,False,"{'description': {'mentions': [{'start': 111, 'end': 122, 'username': 'tomasso_el'}, {'start': 133, 'end': 146, 'username': 'FeatherYoshi'}]}}",1293640428261183488
53,921758127611002881,https://pbs.twimg.com/profile_images/1506625894819201025/zjjhFGMi_normal.jpg,,"{'followers_count': 1170, 'following_count': 1076, 'tweet_count': 3926, 'listed_count': 0}",itz_ssk,False,TVMI ساسيكومار 💛❤,"#PTMI_ Official page of Pondicherry Thalapathy Makkal Iyakkam 🔥💥.

நான் தளபதிரசிகன்.","Pondicherry, India",False,"{'description': {'hashtags': [{'start': 0, 'end': 6, 'tag': 'PTMI_'}]}}",1187194390768259072
54,129354579,https://pbs.twimg.com/profile_images/1051846817338413060/7hmedP3H_normal.jpg,https://t.co/L5iGAY5T65,"{'followers_count': 72, 'following_count': 91, 'tweet_count': 23272, 'listed_count': 1}",shun_hakanagi,False,人夢木瞬（ハッカ）,人夢木 瞬（はかなぎ しゅん）楽曲を作ってます。非電源ゲームの民でTRPG各種とかMTGとか。,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/L5iGAY5T65', 'expanded_url': 'http://hakanagi.exblog.jp', 'display_url': 'hakanagi.exblog.jp'}]}}",1385612290825752580
55,1228722203707006976,https://pbs.twimg.com/profile_images/1502601033612206083/kx2QJbOO_normal.jpg,https://t.co/dhubA4tvXR,"{'followers_count': 71, 'following_count': 280, 'tweet_count': 776, 'listed_count': 1}",Nutbourne16,False,My name is Rob 🏳️‍🌈,I like cakes. And Volvo Cars. And the RNLI,"Chichester, England",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dhubA4tvXR', 'expanded_url': 'http://instagram.com/treborsenior', 'display_url': 'instagram.com/treborsenior'}]}}",1420855525001023490
56,722129947326689280,https://pbs.twimg.com/profile_images/1512662739357155328/4xU12zVE_normal.jpg,https://t.co/GrMEbBBpwS,"{'followers_count': 1207, 'following_count': 1281, 'tweet_count': 97395, 'listed_count': 49}",asouealbert,False,count zoloft,"making it stinky. asoue, wallows, adam melchor and aly & aj boy. he/him",667 Dark Avenue,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GrMEbBBpwS', 'expanded_url': 'http://netflix.com/unfortunate', 'display_url': 'netflix.com/unfortunate'}]}}",1467288300629102597
57,766299316700975104,https://pbs.twimg.com/profile_images/1497216009820045319/wT_gXeGj_normal.jpg,,"{'followers_count': 88, 'following_count': 118, 'tweet_count': 1207, 'listed_count': 3}",gate_manager,False,🌋がてまな,"オムレツ好き
ワールドトリガーを愛読するエンジニア🐧",三門市,False,,1489286036593463297
58,1094571907645468677,https://pbs.twimg.com/profile_images/1468998627611664384/cco_CheG_normal.jpg,,"{'followers_count': 57, 'following_count': 135, 'tweet_count': 5839, 'listed_count': 0}",peebogo,False,speepo,npc w/ a love for angst,8612ᵗʰ planetary system,False,,1310187430209679361
59,224377912,https://pbs.twimg.com/profile_images/1301876748385161216/9SZEN_FO_normal.jpg,,"{'followers_count': 304, 'following_count': 1833, 'tweet_count': 5379, 'listed_count': 9}",teresamasbou,False,Teresa Mas Bou,"Quan obres l'aspersor en pot sortir qualsevol cosa. I, de ben segur, en sortiràs esquitxat... o escaldat! O totes dues coses. Un win-win, vaja!",,False,,
60,837715412,https://pbs.twimg.com/profile_images/1507855437558915077/3-FpSNH4_normal.jpg,,"{'followers_count': 95, 'following_count': 1052, 'tweet_count': 3715, 'listed_count': 0}",litoyalma,False,Lito,"Argentino, padre, hincha de Racing, gamer. Amor incondicional a los animales, tienen la mala suerte de convivir con humanos...",,False,,1245746534295224320
61,1281588238931709957,https://pbs.twimg.com/profile_images/1282705530390274049/lZ8phMT8_normal.jpg,,"{'followers_count': 293, 'following_count': 467, 'tweet_count': 6114, 'listed_count': 1}",George90352746,False,GeorgeFR,"I have a dream.
Hibs.
Top of the league in an Independent Scotland. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",,False,,
