,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,pinned_tweet_id,entities
23,すこやかお布団システム,,False,https://pbs.twimg.com/profile_images/982991644126408709/RWsXf6pO_normal.jpg,114683870,ikuOrpheus,"{'followers_count': 294, 'following_count': 249, 'tweet_count': 253107, 'listed_count': 18}",正式名称:郁生 夢キャスの亡霊に震えて眠れ 文アルとソシャゲ色々 ハイロー勉強中 舞台・宝塚はこっち→ @ikuO_2525,False,晋,835858608139059202,"{'description': {'mentions': [{'start': 52, 'end': 62, 'username': 'ikuO_2525'}]}}"
24,みさき,https://t.co/3wJuGp6zFL,False,https://pbs.twimg.com/profile_images/732005407367925766/eFxwgNkg_normal.jpg,2263987825,flash_back_trip,"{'followers_count': 26, 'following_count': 126, 'tweet_count': 5147, 'listed_count': 0}",自由気ままに呟いてます。無言フォロー失礼します……😌詳しくはツイプロで,False,上空40000ft,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3wJuGp6zFL', 'expanded_url': 'http://twpf.jp/flash_back_trip', 'display_url': 'twpf.jp/flash_back_trip'}]}}"
25,まあ色,,False,https://pbs.twimg.com/profile_images/1278867710495973376/wOIt9YwW_normal.jpg,171171419,maairo_giyaman,"{'followers_count': 297, 'following_count': 487, 'tweet_count': 145933, 'listed_count': 0}",推し：石井陽菜／好き：紡木吏佐、西本りみ、遠野ひかる、夏目愛海、アサルトリリィ、バンドリ、宇田川あこ、小原鞠莉、沼津、アニメ、ライブ、舞台／チームRAS／ #船田純に蹴られ隊 ／永遠の精神年齢14歳児♂,False,,,"{'description': {'hashtags': [{'start': 78, 'end': 87, 'tag': '船田純に蹴られ隊'}]}}"
26,Mr. Allan Pickett,,False,https://pbs.twimg.com/profile_images/1347613430581129216/KB6mgtj7_normal.jpg,25668823,kitty_whipped,"{'followers_count': 87, 'following_count': 194, 'tweet_count': 2492, 'listed_count': 2}",i am the breeze that blows through your hair; don't know where it came from. don't know where it's going. wait a minute! did he have a mask on? HEY! YOU!...,False,"Anchorage, AK",,
27,HALway,,False,https://pbs.twimg.com/profile_images/1387478809788645377/H3gM-b1g_normal.jpg,1205919146787004416,pl222vvv,"{'followers_count': 128, 'following_count': 331, 'tweet_count': 940, 'listed_count': 49}",はるうぇい。たぶんこちらが表。綺麗なお姉さまが好きです。,False,,,
28,Dani Robbins,https://t.co/WD964KFqTD,False,https://pbs.twimg.com/profile_images/1501027039960350722/t8Jmj-cs_normal.jpg,2178197532,dani_npe,"{'followers_count': 1286, 'following_count': 1578, 'tweet_count': 42905, 'listed_count': 40}","Professor of Practice & MA Nonprofit Program Director; Consultant & Veteran Nonprofit Exec; Advocate, Activist & Ally; Strategist, Speaker, Blogger & Author",False,Somewhere on 71,683441386385977345,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WD964KFqTD', 'expanded_url': 'http://www.nonprofitevolution.com', 'display_url': 'nonprofitevolution.com'}]}}"
29,ぷ23,https://t.co/3Ly2J0NiFv,False,https://pbs.twimg.com/profile_images/1483227505708630017/Lp2zf935_normal.jpg,424128199,punipic,"{'followers_count': 415, 'following_count': 449, 'tweet_count': 124335, 'listed_count': 20}",ちまちまゲームをしているしがない社会人(♂)。最近のプレイはDQ10とかマインクラフトとかApexとか。ボードゲームも好き。今は毎日リングフィットをやることを心がけています。,False,オルフェア住宅地,1390328730384429056,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3Ly2J0NiFv', 'expanded_url': 'http://twpf.jp/punipic', 'display_url': 'twpf.jp/punipic'}]}}"
30,H Finch,,False,https://pbs.twimg.com/profile_images/1511337668260642824/22K0KCMA_normal.jpg,4885987779,Hfinch19,"{'followers_count': 23, 'following_count': 118, 'tweet_count': 97, 'listed_count': 0}","Mum 🙋‍♂️👧 - MFL teacher and examiner. Francophile 🇫🇷. Love travel,the outdoors 🏃‍♀️🌊 and time with family and friends...oh and coffee- lots of coffee. ☕☕☕",False,"North West, England",,
31,Luis Lobo,,False,https://pbs.twimg.com/profile_images/932240717984010241/3ImjJj0x_normal.jpg,192912398,luis_nomore,"{'followers_count': 992, 'following_count': 1340, 'tweet_count': 14716, 'listed_count': 8}","“El hombre inteligente busca una vida tranquila, modesta, defendida de infortunios; y si es un espíritu muy superior, escogerá la soledad”. Arthur Schopenhauer",False,Caminando... de vuelta al sur,1386056071278628868,
32,桶狭間田楽,,False,https://pbs.twimg.com/profile_images/490573979527045120/-SJwV0Sp_normal.jpeg,2657177773,okhzmdg,"{'followers_count': 108, 'following_count': 198, 'tweet_count': 35819, 'listed_count': 5}",何にも無い。何にも無い。全く何にも無い。,False,,,
33,Arianne,,False,https://pbs.twimg.com/profile_images/1427257848963035141/mTXWmzAk_normal.jpg,1417851415,aridph15,"{'followers_count': 105, 'following_count': 723, 'tweet_count': 10705, 'listed_count': 1}",,False,Philippines,777512976748126208,
34,yawobikuni,,False,https://pbs.twimg.com/profile_images/1482310757614485504/K3m6uN6K_normal.jpg,1482310549082087431,yawobikuni,"{'followers_count': 8, 'following_count': 41, 'tweet_count': 299, 'listed_count': 0}",,False,,,
35,aroa 🏳️‍🌈,,False,https://pbs.twimg.com/profile_images/1460733956475826184/ryREE4OQ_normal.jpg,1309567960684670977,aroaaaxd,"{'followers_count': 23, 'following_count': 17, 'tweet_count': 2757, 'listed_count': 0}",she/her - 19 - bi(lingue) - un desastre andante 🤡,False,"Terrassa, España",,
36,Robert,,False,https://pbs.twimg.com/profile_images/1505264022266036225/h0AzXIta_normal.jpg,501021822,Robertmiller62E,"{'followers_count': 3013, 'following_count': 3143, 'tweet_count': 15018, 'listed_count': 3}",#No DM!! Proud Independent!! #ChiefsKingdom and #Royals fan!! #RCJH !! I talk both Sports and Politics with equal vigor!! #Resist #SaveourDemocracy,False,Kansas,,"{'description': {'hashtags': [{'start': 0, 'end': 3, 'tag': 'No'}, {'start': 29, 'end': 43, 'tag': 'ChiefsKingdom'}, {'start': 48, 'end': 55, 'tag': 'Royals'}, {'start': 62, 'end': 67, 'tag': 'RCJH'}, {'start': 122, 'end': 129, 'tag': 'Resist'}, {'start': 130, 'end': 147, 'tag': 'SaveourDemocracy'}]}}"
37,Josh,,False,https://pbs.twimg.com/profile_images/1118103460367482880/Um92L3uQ_normal.png,14504906,Lolthien,"{'followers_count': 267, 'following_count': 1448, 'tweet_count': 23864, 'listed_count': 11}","It is noble to be good. It is nobler to teach others to be good, and less trouble. Mark Twain",False,"Owensboro, KY",1242275166828273664,
38,anchu*,,False,https://pbs.twimg.com/profile_images/933727759259414528/loJMi55h_normal.jpg,1416852025,axch1y_,"{'followers_count': 378, 'following_count': 584, 'tweet_count': 89974, 'listed_count': 13}",水樹奈々さんが好きです。▷あいこん（@yuki_usa1111 ）／ へっだー（トジマリさん ）／ その他いろんなアイコンヘッダーその他諸々（@choruko_ika）,False,こたつの中,1502625006295023617,"{'description': {'mentions': [{'start': 18, 'end': 31, 'username': 'yuki_usa1111'}, {'start': 71, 'end': 83, 'username': 'choruko_ika'}]}}"
39,えすか🥃💉3⃣🚀例大祭:え08a;skeb0️⃣(open),https://t.co/FL5WRZskvl,False,https://pbs.twimg.com/profile_images/1411346218622492678/ZErSaTmF_normal.jpg,43682689,Escarmew,"{'followers_count': 2580, 'following_count': 2304, 'tweet_count': 285993, 'listed_count': 0}","諸ケルトトラッドをマウスで打ち込む呑兵衛(NSFW)
skeb(open: 1 wip) https://t.co/CWgEhHwliR JP/EN orig./trad., from 90 secs
albums https://t.co/viv8ikUNUq
wishlist https://t.co/pfUdxQKrcf",False,東京の海の方 エリウゲナの隣のテーブル,1516785658903232514,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FL5WRZskvl', 'expanded_url': 'http://ceolnerezh.net', 'display_url': 'ceolnerezh.net'}]}, 'description': {'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/CWgEhHwliR', 'expanded_url': 'http://skeb.jp/@Escarmew', 'display_url': 'skeb.jp/@Escarmew'}, {'start': 108, 'end': 131, 'url': 'https://t.co/viv8ikUNUq', 'expanded_url': 'http://caskettheband.bandcamp.com', 'display_url': 'caskettheband.bandcamp.com'}, {'start': 141, 'end': 164, 'url': 'https://t.co/pfUdxQKrcf', 'expanded_url': 'http://amzn.to/3i7adKn', 'display_url': 'amzn.to/3i7adKn'}]}}"
40,ネム,,False,https://pbs.twimg.com/profile_images/1518621397890650112/3BsFdb8E_normal.jpg,3048725288,aonemu0327,"{'followers_count': 357, 'following_count': 886, 'tweet_count': 18841, 'listed_count': 6}",素材不足とか資金不足から逃げたい。,False,9-3とか,,
41,Ánima 👻 Dark 🌘,,False,https://pbs.twimg.com/profile_images/1478575077889294340/Y04EsZvG_normal.jpg,1263217778670153729,animadark22,"{'followers_count': 46, 'following_count': 122, 'tweet_count': 3749, 'listed_count': 0}","Confiezo, soy alexbier :O // 💖 aroxby 💙 // Que mono son que mono son // POR KARMALAND!!! // Yo primero, yo segundo...🎵🎶",False,,1471471746511511560,
42,Dire Mama Squirrel🐿️,,False,https://pbs.twimg.com/profile_images/1500665357719252993/0IPM7Hpt_normal.jpg,1365842194951770114,jawnquijote,"{'followers_count': 324, 'following_count': 380, 'tweet_count': 25641, 'listed_count': 3}","Your favorite dissident baker.

https://t.co/WCtJKNczGL

priv: @s3cretsqu1rrel",False,"Muncie, IN",1404233537377734657,"{'description': {'urls': [{'start': 32, 'end': 55, 'url': 'https://t.co/WCtJKNczGL', 'expanded_url': 'https://tellonym.me/jawnquixote', 'display_url': 'tellonym.me/jawnquixote'}], 'mentions': [{'start': 63, 'end': 78, 'username': 's3cretsqu1rrel'}]}}"
43,𝘈𝘛𝘛𝘌𝘚𝘈,,False,https://pbs.twimg.com/profile_images/1503269932284661762/MKtHkitL_normal.jpg,1503267433595174912,Fran__gage,"{'followers_count': 57, 'following_count': 65, 'tweet_count': 1559, 'listed_count': 2}",底辺,False,,1503330139928612868,
44,Tianella👾💀🐙🪐⏳,,False,https://pbs.twimg.com/profile_images/790570697332367360/QAXRnRj9_normal.jpg,85480732,Allenait,"{'followers_count': 249, 'following_count': 519, 'tweet_count': 224070, 'listed_count': 0}",Never underestimate the power of human stupidity. -R.A. Heinlein-,False,Intergalactic Space,,
45,紫電,,False,https://pbs.twimg.com/profile_images/1504209066989875200/bK00IdVB_normal.jpg,852400349486792704,bokuhanokemono,"{'followers_count': 108, 'following_count': 2196, 'tweet_count': 9499, 'listed_count': 0}",理系全弱の理系 r=n=1 図書館浪人,False,ホロ沼,1495916705918644226,
46,司馬紅太郎@IT業界で病理学,https://t.co/Y7oz05haXO,False,https://pbs.twimg.com/profile_images/1222113878013665282/RDxriZRF_normal.jpg,95857062,shiba_koutaro,"{'followers_count': 552, 'following_count': 436, 'tweet_count': 12038, 'listed_count': 19}","大手IT会社員兼IT作家(司馬紅太郎,他名義)。代表作 技評「空想プロジェクトマネジメント読本」,幻冬舎「ニッポンエンジニア転職図鑑」等。マンガ,ドラマ,ゲーマー,シナセン,虎ファン等。 2019.10(令和元年)「IT業界の病理学」上梓。#IT #トラブルプロジェクト #wordle #大喜利 #アニメ #懸賞",False,日本 東京,1519710764457955328,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Y7oz05haXO', 'expanded_url': 'http://twilog.org/shiba_koutaro', 'display_url': 'twilog.org/shiba_koutaro'}]}, 'description': {'hashtags': [{'start': 120, 'end': 123, 'tag': 'IT'}, {'start': 124, 'end': 135, 'tag': 'トラブルプロジェクト'}, {'start': 136, 'end': 143, 'tag': 'wordle'}, {'start': 144, 'end': 148, 'tag': '大喜利'}, {'start': 149, 'end': 153, 'tag': 'アニメ'}, {'start': 154, 'end': 157, 'tag': '懸賞'}]}}"
47,なす子様,https://t.co/Jto9NxZuxO,False,https://pbs.twimg.com/profile_images/1328761743179350016/DCIzFm6l_normal.png,19854129,Nascon,"{'followers_count': 1996, 'following_count': 327, 'tweet_count': 165536, 'listed_count': 47}",MMD取扱技師と有名VTubeｒお家ビートマニア　マシーナリーチルドレン #なす子様,False,ロスサントス,702369592765771776,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Jto9NxZuxO', 'expanded_url': 'https://twitter.com/NasconMMD_', 'display_url': 'twitter.com/NasconMMD_'}]}, 'description': {'hashtags': [{'start': 37, 'end': 42, 'tag': 'なす子様'}]}}"
48,akie,,False,https://pbs.twimg.com/profile_images/1509824804609998852/vy24Sg7l_normal.jpg,563656102,ake_mikan,"{'followers_count': 763, 'following_count': 1130, 'tweet_count': 32773, 'listed_count': 8}",成人済社会人。宮城→埼玉。ミラクルニキ(PL名:青リンゴ農家姫)やシャイニキ中心に、いろんなゲームやらアニメやら特撮やらの話が予告なく出ます。写真撮るのも好きです。茶道は最近ご無沙汰。誤タップ常習犯です。FRBご自由に。,False,日本 埼玉,1487676135198830600,
49,braden meden,,False,https://pbs.twimg.com/profile_images/1386881189030633474/N2sinsIY_normal.jpg,863275533798395904,braden_meden,"{'followers_count': 23, 'following_count': 426, 'tweet_count': 2533, 'listed_count': 0}",Making my neighbors hate me one song at a time 🥰🎶 (slowly becoming an Arcane reblog/fan account),False,,,
50,ウェル(wealthriver),https://t.co/OaaoMaRT9P,False,https://pbs.twimg.com/profile_images/558592729/img.php_normal.jpeg,94502107,wealthriver,"{'followers_count': 510, 'following_count': 187, 'tweet_count': 83240, 'listed_count': 0}",「鏡音新曲ランキング」を２～４号に1回の割合で製作してます。,False,RANクラスタで鏡音クラスタでやや生主クラスタ,1478002568291024897,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OaaoMaRT9P', 'expanded_url': 'http://www.nicovideo.jp/mylist/10748012', 'display_url': 'nicovideo.jp/mylist/10748012'}]}}"
51,Robert Alan,,False,https://pbs.twimg.com/profile_images/1350135849434968064/E0WFqJB4_normal.jpg,67194780,rawbbie,"{'followers_count': 530, 'following_count': 1200, 'tweet_count': 26414, 'listed_count': 12}",poet + alchemist,False,here,1260770029290901504,
52,青海 久瑠🚢,https://t.co/ODmFOnJkh1,False,https://pbs.twimg.com/profile_images/1495049781722320896/sk3gZL9I_normal.jpg,250405125,ao_39L,"{'followers_count': 811, 'following_count': 1184, 'tweet_count': 8079, 'listed_count': 21}","5歳です。
ボカロ100選:​https://t.co/zyjDSlFYJy
10選:https://t.co/ZAI9ZkhAns",False,,1521816887147245568,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ODmFOnJkh1', 'expanded_url': 'https://ao-39l.hatenablog.com/', 'display_url': 'ao-39l.hatenablog.com'}]}, 'description': {'urls': [{'start': 15, 'end': 38, 'url': 'https://t.co/zyjDSlFYJy', 'expanded_url': 'http://nicovideo.jp/mylist/65025221', 'display_url': 'nicovideo.jp/mylist/65025221'}, {'start': 43, 'end': 66, 'url': 'https://t.co/ZAI9ZkhAns', 'expanded_url': 'https://www.nicovideo.jp/mylist/71886418', 'display_url': 'nicovideo.jp/mylist/71886418'}]}}"
53,彩夏だよ(◍＞◡＜◍)。✧💙💛固ツイ！のサブ垢,,False,https://pbs.twimg.com/profile_images/1517132401449005056/yXhY-ZSb_normal.jpg,1477482148391440386,xeQZUpm2yFo99ht,"{'followers_count': 8, 'following_count': 11, 'tweet_count': 21, 'listed_count': 0}","@127338zidane　のサブ垢（主に勉強の事とか）
ND76",False,,,"{'description': {'mentions': [{'start': 0, 'end': 13, 'username': '127338zidane'}]}}"
54,せいれん,,False,https://pbs.twimg.com/profile_images/729441905222672384/jnzYsO7f_normal.jpg,153071290,seiren93,"{'followers_count': 73, 'following_count': 108, 'tweet_count': 55377, 'listed_count': 7}",ゲーム、文房具、旅行が好きです。令和元年5月出産。育児情報求む,False,神奈川県,,
55,64喘息 619眼科 625新宿,,False,https://pbs.twimg.com/profile_images/1499373727259103233/lXrR6ZWr_normal.jpg,585652711,F4tHL8reNCs,"{'followers_count': 320, 'following_count': 1028, 'tweet_count': 147587, 'listed_count': 22}","サービスナウデベロッパーインスタンス触る
nessus触る
オープンソースダッシュボード触る",False, ,1467430979333935104,
56,えふやま,,False,https://pbs.twimg.com/profile_images/1325302715199578112/yI7squ-S_normal.png,1157919490450968577,LfgsF,"{'followers_count': 54, 'following_count': 49, 'tweet_count': 5131, 'listed_count': 2}",オタクよろずアカウント✱実写ルフガス成人✱BLと人形が好き,False,,1275022921660940288,
57,わかりも,https://t.co/zHstbSO9a8,False,https://pbs.twimg.com/profile_images/1452949460267331589/52aL-7bt_normal.jpg,264045232,wakalimo,"{'followers_count': 769, 'following_count': 797, 'tweet_count': 134528, 'listed_count': 20}",マツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオマツダデミオ,False,スターレットスターレットスターレットスターレットスターレット,1463145878886047745,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zHstbSO9a8', 'expanded_url': 'https://onl.bz/NkCcgd2', 'display_url': 'onl.bz/NkCcgd2'}]}}"
