id,location,protected,verified,description,name,profile_image_url,url,entities,public_metrics,username,pinned_tweet_id
965554177672847360,いなりん,False,False,モーニング娘。＇22 生田衣梨奈 #えりぽんかわいい / OCHA NORMA/ハロプロ / 赤髪のとも あかがみんクラフト / よっぴ〜 鳥ちゃんねる / 限界 ぐちつぼ / ワイテルズ きんとき,ゆっきーりん。＇22🦜🌵,https://pbs.twimg.com/profile_images/1314234845283807237/QgAO0ZJt_normal.jpg,https://t.co/CJWoZPSG3T,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CJWoZPSG3T', 'expanded_url': 'http://Instagram.com/yukkey.risuka', 'display_url': 'Instagram.com/yukkey.risuka'}]}, 'description': {'hashtags': [{'start': 17, 'end': 26, 'tag': 'えりぽんかわいい'}]}}","{'followers_count': 26, 'following_count': 188, 'tweet_count': 14029, 'listed_count': 0}",yukkey_r0415,1.1934633440547185e+18
1450646692047511552,,False,False,,Азиз Газизов,https://pbs.twimg.com/profile_images/1450646822926626817/uye9kGuC_normal.jpg,,,"{'followers_count': 4, 'following_count': 21, 'tweet_count': 110, 'listed_count': 0}",GazizovAziz,
1319432249897590784,Being Single Gays With Ranboo,False,False,"A unlabled non-binary!
In the sexuality world im Bisexual but i don't like to think that!",PlayingPrettyValeria_,https://pbs.twimg.com/profile_images/1500661037573496834/DwLnFGhF_normal.jpg,,,"{'followers_count': 36, 'following_count': 328, 'tweet_count': 218, 'listed_count': 1}",IdiotKhloe,1.5208252268541133e+18
52740804,,False,False,"Introvert writer/Artist. Please feel free to comment. I appreciate constructive criticism. Prints are available.
https://t.co/exUP4QczWR",Miltun Persch,https://pbs.twimg.com/profile_images/1327513668356087808/IRkHU2N6_normal.jpg,https://t.co/f7sBnraJl6,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/f7sBnraJl6', 'expanded_url': 'https://www.wattpad.com/user/Argyle94', 'display_url': 'wattpad.com/user/Argyle94'}]}, 'description': {'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/exUP4QczWR', 'expanded_url': 'http://deviantart.com/argyle94', 'display_url': 'deviantart.com/argyle94'}]}}","{'followers_count': 77, 'following_count': 125, 'tweet_count': 11341, 'listed_count': 2}",Argyle94,1.0697345575393198e+18
20000011,North of Los Angeles,False,False,"at some point, we’re gonna talk about Danzig... (opinions are my own) 🇸🇻",JCR,https://pbs.twimg.com/profile_images/1398739685736779776/wE7JVSt7_normal.jpg,,,"{'followers_count': 527, 'following_count': 1716, 'tweet_count': 23465, 'listed_count': 13}",SoyJulioCR,1.2734536155631698e+18
2609759700,"Illinois, USA",False,False,🇲🇽🇺🇸✨same old shit but a different day✨k•dramas✨anime✨Pokémon✨Harry Styles✨Bad Bunny✨rad tech ☠️,amanda 🥀,https://pbs.twimg.com/profile_images/1468818340848320514/d_Ui6REI_normal.jpg,,,"{'followers_count': 268, 'following_count': 253, 'tweet_count': 17042, 'listed_count': 0}",arodriguez_429,
3275202344,"Melbourne, Victoria",False,False,He/Him my views not my own. HEAVY wordle posting account. WAS saying Boo-urns.,Riley,https://pbs.twimg.com/profile_images/1515964611174219779/Af3EOzCL_normal.jpg,,,"{'followers_count': 20, 'following_count': 241, 'tweet_count': 601, 'listed_count': 0}",KingNoldz,
317029231,,False,False,Virginia California New York Tehran,سارا,https://pbs.twimg.com/profile_images/1590330759/-1_normal.jpg,,,"{'followers_count': 157, 'following_count': 1664, 'tweet_count': 4732, 'listed_count': 0}",SunRL,1.5216895794090598e+18
133681205,,False,False,"ALL RIGHT, I’M GONNA GO CRY.",فاهيتا,https://pbs.twimg.com/profile_images/1463916019966267395/qUNvB9t5_normal.jpg,,,"{'followers_count': 2201, 'following_count': 493, 'tweet_count': 20689, 'listed_count': 1}",yarakotb,8.677480443469701e+17
1453250521301651456,,False,False,"釣りと猫と音楽が好きな86年生まれです。
会社でECサイトのページ作成を経験したことで、制作の面白さに目覚め、今さらフロントエンドエンジニア目指して勉強中。
頼まれもので、動画、名刺、雑誌広告なんかも作ります。
あと阪神ファンです。",myu,https://pbs.twimg.com/profile_images/1453331136378073098/9zcwptWb_normal.jpg,,,"{'followers_count': 4, 'following_count': 49, 'tweet_count': 64, 'listed_count': 0}",myu_mfc,
271262177,,False,False,"If you don’t get Gilmore Girls, you don’t get me.",Barrie Cradshaw,https://pbs.twimg.com/profile_images/1497837356618973189/oNr_959k_normal.jpg,,,"{'followers_count': 317, 'following_count': 520, 'tweet_count': 49626, 'listed_count': 4}",liljrryseinfeld,1.256893219557634e+18
366749565,,False,False,Bergen Catholic '15 Stevens '19,Bobby Ryan,https://pbs.twimg.com/profile_images/634786314777444352/S53JUHCy_normal.jpg,,,"{'followers_count': 241, 'following_count': 683, 'tweet_count': 778, 'listed_count': 0}",R_Ryan42,
1346019515516141568,神奈川県,False,False,"映画の感想を書く機械です。
徒然草アカウント→ @feynman0225
filmarks→https://t.co/wNPFklxtRQ",がーさー（映画を見る機械）,https://pbs.twimg.com/profile_images/1346019649394118658/YiemyQ1a_normal.jpg,,"{'description': {'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/wNPFklxtRQ', 'expanded_url': 'https://filmarks.com/users/feynman0225', 'display_url': 'filmarks.com/users/feynman0…'}], 'mentions': [{'start': 24, 'end': 36, 'username': 'feynman0225'}]}}","{'followers_count': 37, 'following_count': 41, 'tweet_count': 5367, 'listed_count': 0}",FilthyMatter225,
69587534,instagram.com/widhakarina -- widhakarina.blogspot.com,False,False,meringkuk di ceruk. bobok siang di kubikel media warga. dan bukan gadis manis tetangga sebelah. — berkeberatan merespons perihal pekerjaan di medsos pribadi.,wdk,https://pbs.twimg.com/profile_images/1091396189998657537/MOCxYip__normal.jpg,https://t.co/X5h00r7CJn,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X5h00r7CJn', 'expanded_url': 'http://www.kompasiana.com/widhaka', 'display_url': 'kompasiana.com/widhaka'}]}}","{'followers_count': 653, 'following_count': 964, 'tweet_count': 20920, 'listed_count': 10}",bewidha,1.1225504192578437e+18
63035222,"Christchurch City, New Zealand",False,False,#futures #data #ethics #privacy #transport #openX. orthogonal. nature. future-focused infovore feminist lefty greeny. views mine or attributed. she / they.,Dryad of the City,https://pbs.twimg.com/profile_images/1479340778358853633/uhKh62-A_normal.jpg,https://t.co/p9VAivl2En,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p9VAivl2En', 'expanded_url': 'http://medium.com/proceeding-by-inquiry', 'display_url': 'medium.com/proceeding-by-…'}]}, 'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'futures'}, {'start': 9, 'end': 14, 'tag': 'data'}, {'start': 15, 'end': 22, 'tag': 'ethics'}, {'start': 23, 'end': 31, 'tag': 'privacy'}, {'start': 32, 'end': 42, 'tag': 'transport'}, {'start': 43, 'end': 49, 'tag': 'openX'}]}}","{'followers_count': 4538, 'following_count': 4584, 'tweet_count': 59495, 'listed_count': 336}",teh_aimee,1.4538672024619213e+18
14114943,Calgary,False,False,"Acadienne. Hiker. Runner. Photographer. Student. Blanket Thief. Breast Cancer-er. Daydream believer.

Instagram:Melodramababs",Babs,https://pbs.twimg.com/profile_images/1501753259081363458/KcB3KU66_normal.jpg,https://t.co/XiBzhnHVJP,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XiBzhnHVJP', 'expanded_url': 'http://www.babineau.ca', 'display_url': 'babineau.ca'}]}}","{'followers_count': 614, 'following_count': 286, 'tweet_count': 31151, 'listed_count': 48}",MelodramaBabs,
102690088,Chile,False,False,I'm a weirdo,Juan Avilés Santander,https://pbs.twimg.com/profile_images/1503147261609472001/nimr3LU5_normal.jpg,https://t.co/sRJJ1V8Del,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sRJJ1V8Del', 'expanded_url': 'https://Instagram.com/mr_jotha', 'display_url': 'Instagram.com/mr_jotha'}]}}","{'followers_count': 1011, 'following_count': 969, 'tweet_count': 29439, 'listed_count': 22}",Mr_Jotha,6.424562509497057e+17
19999520,"Texas, USA",False,False,,ᗩᑎIᔕ ᗪᕼᗩKᗩᒪ || 🕴️,https://pbs.twimg.com/profile_images/1465719050928013315/jT7ZU4nE_normal.jpg,,,"{'followers_count': 61, 'following_count': 480, 'tweet_count': 4307, 'listed_count': 8}",dhakalanis,
728602957441159168,,False,False,"'I am bad boy', said the best boy ever • ARMY  • MOA • She/Her• 23 • minors dnf• 🏳️‍🌈 •",Rajni⁷ ✘,https://pbs.twimg.com/profile_images/1521049484955832321/q8MELaiy_normal.jpg,,,"{'followers_count': 178, 'following_count': 210, 'tweet_count': 29568, 'listed_count': 0}",ayoosuga_,
188234596,,False,False,つぶやきます　愚痴成分多めというかほぼ愚痴,なまこ,https://pbs.twimg.com/profile_images/1364483406021582849/tlc1mO-Z_normal.jpg,,,"{'followers_count': 3, 'following_count': 15, 'tweet_count': 810, 'listed_count': 0}",endroit_pour_,
730493,"Manassas, VA",False,False,Web Developer / Husband / Father / Musician / Kilted Irishman,Reno McCormick,https://pbs.twimg.com/profile_images/451726436596854785/SevhbUcj_normal.jpeg,http://t.co/GADmVdCAqn,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/GADmVdCAqn', 'expanded_url': 'http://about.me/reno_mccormick', 'display_url': 'about.me/reno_mccormick'}]}}","{'followers_count': 720, 'following_count': 217, 'tweet_count': 4133, 'listed_count': 22}",reno,
5413762,,False,False,,Cornfrontation,https://pbs.twimg.com/profile_images/1519653549/iowa-corn-2_normal.jpg,,,"{'followers_count': 156, 'following_count': 99, 'tweet_count': 17395, 'listed_count': 11}",Cornfrontation,
961439346938150912,Somewhere (probably),False,False,"Nintendo, Hockey, #Canucks & Pokémon Fan! Kinda an anime fan I guess... Enjoy my attempts at being funny!",Mcsuper 🏒,https://pbs.twimg.com/profile_images/1505988009254137867/Aol-rVnl_normal.jpg,,"{'description': {'hashtags': [{'start': 18, 'end': 26, 'tag': 'Canucks'}]}}","{'followers_count': 126, 'following_count': 186, 'tweet_count': 10064, 'listed_count': 3}",Macusian12345,1.4484686032678134e+18
86165885,"Greensboro, NC",False,False,"The words, pictures, accounts and descriptions of this handle are not affiliated with the Orioles. They represent the observations of a fan.",Rob Daniels,https://pbs.twimg.com/profile_images/1400051509807751178/_sEd8nwu_normal.jpg,,,"{'followers_count': 999, 'following_count': 4027, 'tweet_count': 16128, 'listed_count': 16}",oriolesfactoids,1.0464698976208814e+18
589188600,神奈川県三門市,False,False,20↑ とても雑多,ん,https://pbs.twimg.com/profile_images/1458757434575843333/hoYVAZW9_normal.jpg,,,"{'followers_count': 706, 'following_count': 278, 'tweet_count': 102440, 'listed_count': 28}",rokiponpon,
2679879828,Classified,False,False,"Automobiles, Aviation, Bullet, Cooking, Cricket, Films, Humour, Military History, Music, Photography, Puns, Single Malt Whisky, Star Trek, Travel & Wodehouse.",Sigma Alpha Mu,https://pbs.twimg.com/profile_images/1289569113560371201/gktWziiN_normal.jpg,https://t.co/mjOcWF9InI,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mjOcWF9InI', 'expanded_url': 'http://Instagram.com/sam.moorthy', 'display_url': 'Instagram.com/sam.moorthy'}]}}","{'followers_count': 137, 'following_count': 135, 'tweet_count': 3790, 'listed_count': 0}",sammoorthy21,1.5093445949530644e+18
15115151,多摩県田無市,False,False,乙女心に命を懸けて/風に逆らう三姉妹/花と散ろうか咲かせよか/愛ある限り戦いましょう/命燃え尽きるまで/美しく戦いたい/空に太陽がある限り/星は何でも知っている/ナイルも何でも知っている/イブンバツータ/スカラベルージュ/コスモ・マジック・メタモルフォーゼ,👁H ---social distance--- 5☮,https://pbs.twimg.com/profile_images/1428369770844286985/e0J6JG5__normal.jpg,https://t.co/ZtYBtHcLkf,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZtYBtHcLkf', 'expanded_url': 'https://www.instagram.com/h5sho/', 'display_url': 'instagram.com/h5sho/'}]}}","{'followers_count': 328, 'following_count': 329, 'tweet_count': 61728, 'listed_count': 0}",h5sho,1.2925984676724572e+18
1247790853,New York,False,False,#countryofkindness,foodiehides,https://pbs.twimg.com/profile_images/1250949530813636610/g_x5n18l_normal.jpg,,"{'description': {'hashtags': [{'start': 0, 'end': 18, 'tag': 'countryofkindness'}]}}","{'followers_count': 117, 'following_count': 1410, 'tweet_count': 2820, 'listed_count': 1}",HeidiChenTW,
1172569788238819328,आर्यावर्त/भारतवर्ष ,False,False,"Proud INDIAN, Nationalist🇮🇳, Book lover📚, Cricket 🏏.",Amit Kumar ●,https://pbs.twimg.com/profile_images/1519948841910345728/AyStI_dz_normal.jpg,,,"{'followers_count': 514, 'following_count': 1227, 'tweet_count': 2158, 'listed_count': 0}",A_4Amit,1.514618617937105e+18
1470059333601923072,,False,False,Just Spud. I play cod mostly. 🍑GA,Stace,https://pbs.twimg.com/profile_images/1470059402136801284/Bn4XB0Fx_normal.jpg,https://t.co/OiaNrDtz6x,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OiaNrDtz6x', 'expanded_url': 'https://twitch.tv/spudelsk', 'display_url': 'twitch.tv/spudelsk'}]}}","{'followers_count': 90, 'following_count': 168, 'tweet_count': 666, 'listed_count': 0}",Spudelsk,
385500356,,False,False,,AndyR,https://pbs.twimg.com/profile_images/459812762018140160/OVrtycxA_normal.jpeg,,,"{'followers_count': 75, 'following_count': 250, 'tweet_count': 1453, 'listed_count': 1}",andy_mail,
3924361,"Jonesboro, AR",False,False,"Instructional Designer at @ArkansasState & the A-State Digital Press | Red Wolves & Grizzlies! Urban Sketcher, occasional photographer.",Eric Coleman,https://pbs.twimg.com/profile_images/1041122625429352448/z-B9yepA_normal.jpg,,"{'description': {'mentions': [{'start': 26, 'end': 40, 'username': 'ArkansasState'}]}}","{'followers_count': 349, 'following_count': 857, 'tweet_count': 3412, 'listed_count': 22}",thatericguy,
33405067,Not exactly where I want to,False,False,"Always MerDer,  Lucifer and Deckerstar . Patrick Dempsey fan. Fan account. I realize the no matter what was hard to do. Not for real world!",Gladys,https://pbs.twimg.com/profile_images/1438125039497322497/DznHkhK__normal.png,,,"{'followers_count': 1245, 'following_count': 675, 'tweet_count': 132555, 'listed_count': 25}",GladMD19,1.5179475178366648e+18
60907693,"Massachusetts, USA",False,False,Curious person. CT Stan. 2x Honda Accord Owner.,Dave,https://pbs.twimg.com/profile_images/1352027077923508228/DA06uzyP_normal.jpg,,,"{'followers_count': 9, 'following_count': 401, 'tweet_count': 180, 'listed_count': 0}",bosd2c,
141869297,Mumbai,False,False,As you know madness is like gravity.. all it needs is a little push 🤡,Arjun,https://pbs.twimg.com/profile_images/1504861770585821185/JNoGNCn8_normal.jpg,,,"{'followers_count': 417, 'following_count': 1242, 'tweet_count': 32082, 'listed_count': 23}",i_Rjun71,8.897887071166013e+17
1490652930,,False,False,"ネロちゃま！！！ 

ネロの歌 『 覇嵐蛮嬢ラプソディア 』とっても 美しい!

Eng speak only",Migi no Shiko,https://pbs.twimg.com/profile_images/1520332428178759681/1BIjFA2o_normal.jpg,,,"{'followers_count': 269, 'following_count': 821, 'tweet_count': 52311, 'listed_count': 1}",MiginoShiko,1.4102578085413765e+18
121976700,Sheffield UK and Brittany.,False,False,"Family, running, ESOL, FE. Reading, music, France and things French. Angry Remainer.",Liz Perry,https://pbs.twimg.com/profile_images/1187317406135439360/6qWXkOpA_normal.png,,,"{'followers_count': 672, 'following_count': 1152, 'tweet_count': 11934, 'listed_count': 7}",lzmpy,
2595597824,"Champaign, IL",False,False,,Anna Kasten,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,"{'followers_count': 0, 'following_count': 90, 'tweet_count': 111, 'listed_count': 0}",a_kasten,
21756203,"Massachusetts, USA",False,False,"Mom, EMT, Teachers Aide at HRMS in Danvers and a sucker for Country Music",Erin Cullen,https://pbs.twimg.com/profile_images/1151294353551372288/HaGKDCtp_normal.jpg,,,"{'followers_count': 64, 'following_count': 557, 'tweet_count': 1623, 'listed_count': 0}",PrnsessErin,
46273179,Houston,False,False,,Felice⁷ || Do You Hear Me Yeah,https://pbs.twimg.com/profile_images/1173317143351431171/qZdgV-Eu_normal.jpg,,,"{'followers_count': 42, 'following_count': 135, 'tweet_count': 2117, 'listed_count': 1}",thatgirlfee,
402879227,"Iowa, USA",False,False,"Middle School Teacher 👩🏻‍🏫,MMU Alum,Faith,Family,Photography,Pittsburgh Steelers,Chicago Cubs,Iowa Hawkeyes 🏀⚾️🏈🏐🤼‍♂️🏌🏻‍♀️📚🎵🩴🌺🌅♊️",Kelsey Ann 🌺,https://pbs.twimg.com/profile_images/1509312540802797573/-GrYbXTz_normal.jpg,,,"{'followers_count': 517, 'following_count': 2455, 'tweet_count': 11615, 'listed_count': 5}",KJ061587,
4361389994,北米,False,False,北米在住。短い人生、好きでもないことに費やす時間はないことに漸く気付きました。,vermilion🇯🇵⇨🇺🇸,https://pbs.twimg.com/profile_images/1122973827581919232/IJ2DW5dl_normal.png,,,"{'followers_count': 5, 'following_count': 49, 'tweet_count': 261, 'listed_count': 0}",rephael_stare,
21445500,"Fall River, Massachusetts USA",False,False,"Visual Artist: BFA Painting, LGBT, Theater lover, Autograph collector, Traveler, Anglophile, Muppets fanatic, Pop Culture, 🏳️‍🌈 Instagram: Russ8576",Russell Graves Jr 🍔,https://pbs.twimg.com/profile_images/650212047393689600/5mZiSEH4_normal.jpg,https://t.co/5DwChsbsUb,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5DwChsbsUb', 'expanded_url': 'http://www.russellpaulgravesjr.com', 'display_url': 'russellpaulgravesjr.com'}]}}","{'followers_count': 1286, 'following_count': 2600, 'tweet_count': 42500, 'listed_count': 9}",Russ_Graves,
810106194,サービスが提供されない一部地域,False,False,普通の学生。ワイヤレスセンシングの研究など。たまに絵を描いたり曲を作ったりしますが、最近はできてません。SoundCloud→https://t.co/8v2kT87nEH,イズミ・タカムラ / Izumi Takamura,https://pbs.twimg.com/profile_images/1453726859263307791/3GhUGpe2_normal.jpg,,"{'description': {'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/8v2kT87nEH', 'expanded_url': 'http://soundcloud.com/isaribi24601', 'display_url': 'soundcloud.com/isaribi24601'}]}}","{'followers_count': 132, 'following_count': 20, 'tweet_count': 9534, 'listed_count': 1}",24601_cold,
100564440,"Whitstable, UK",False,False,"Writer & editor; tennis, history, film, food.
Loves Indonesia - food, culture, people, petai.
Dislikes posers & pretentiousness.",Bruce Emond 🇬🇧✒🎾,https://pbs.twimg.com/profile_images/1520955037102583808/DZ9T0gsa_normal.jpg,,,"{'followers_count': 37433, 'following_count': 1192, 'tweet_count': 38435, 'listed_count': 84}",BruceEmond,
551935399,,False,False,; | 51 🌶 | house and lot cutie ✨,kurth #LeniKiko2022 🎀,https://pbs.twimg.com/profile_images/1521863054106906624/w4ezD6AX_normal.jpg,,,"{'followers_count': 1156, 'following_count': 766, 'tweet_count': 24878, 'listed_count': 2}",KURTHosis,1.3562749824735273e+18
11683482,Zennai,False,False,Nonsense. Nature. Music. Books. Humour. Philosophy. Psychology. PGW. C&H. Author - https://t.co/oeNdMpKe7K,equa-nimmi-ty,https://pbs.twimg.com/profile_images/1520817877816725504/EELiIGWL_normal.jpg,,"{'description': {'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/oeNdMpKe7K', 'expanded_url': 'https://www.amazon.in/dp/B082Q3N2X3/ref=cm_sw_r_tw_dp_U_x_FNc9DbJWKA3DK', 'display_url': 'amazon.in/dp/B082Q3N2X3/…'}]}}","{'followers_count': 1530, 'following_count': 3226, 'tweet_count': 57093, 'listed_count': 76}",nimmypal,9.987926519933747e+17
50250580,Philippines,False,False,Author of romance novellas Hey Stranger and Yours Forever and poetry collection After Midnight Voices ✨,anne marla 🌸,https://pbs.twimg.com/profile_images/1167786126456705024/foSFA5qa_normal.jpg,https://t.co/fEPIh6mko7,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fEPIh6mko7', 'expanded_url': 'http://instagram.com/heyitsannemarla', 'display_url': 'instagram.com/heyitsannemarla'}]}}","{'followers_count': 1195, 'following_count': 862, 'tweet_count': 14251, 'listed_count': 5}",heyitsannemarla,
1244582095059484672,あったかい便座,False,False,痔があります,ぐわつきい,https://pbs.twimg.com/profile_images/1244587062306566144/jwUokYiP_normal.jpg,,,"{'followers_count': 3, 'following_count': 14, 'tweet_count': 32, 'listed_count': 0}",kurashitemasu,
454797366,London,False,False,"Passionate about excellence in food, wine, music, literature, comedy, fairness and equality. Founder of The Spinning Plate. Helping Leaders lead better.",Nick O'Donnell,https://pbs.twimg.com/profile_images/1311385883766120449/V2m6d9bR_normal.jpg,https://t.co/L2baPgRhek,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/L2baPgRhek', 'expanded_url': 'http://www.thespinningplate.co.uk', 'display_url': 'thespinningplate.co.uk'}]}}","{'followers_count': 1958, 'following_count': 2436, 'tweet_count': 49403, 'listed_count': 23}",gnickodonnell,
2604653509,,False,False,Wear a fucking mask. Keep your fucking distance. Wash your fucking hands. Tell the fucking truth.,TheMaskedMarauder,https://pbs.twimg.com/profile_images/1522035500823224320/BqNH5GpI_normal.jpg,,,"{'followers_count': 270, 'following_count': 434, 'tweet_count': 6704, 'listed_count': 1}",MaskedAndMad,1.282279277291946e+18
243155240,"Bangkok, Thailand",False,False,"architect by day, film addict by night. she/her",🧣🚀🧬🍼,https://pbs.twimg.com/profile_images/1514996762133823494/2j6TsWoN_normal.jpg,,,"{'followers_count': 74, 'following_count': 1684, 'tweet_count': 8452, 'listed_count': 1}",nattnattnatt_s,1.3477968385988895e+18
239867539,Perú,False,False,,cpizarrotravi ☕️,https://pbs.twimg.com/profile_images/507378650560221185/8qsJ6tqB_normal.jpeg,,,"{'followers_count': 12, 'following_count': 397, 'tweet_count': 404, 'listed_count': 2}",cpizarrotravi,
1051694493760655360,,False,False,(she/her),mar✨,https://pbs.twimg.com/profile_images/1507421536290021389/gKeuly1A_normal.jpg,,,"{'followers_count': 60, 'following_count': 273, 'tweet_count': 2872, 'listed_count': 0}",soyMarianaSM,1.3807449741075743e+18
