,id,profile_image_url,entities,url,public_metrics,username,protected,name,description,pinned_tweet_id,location,verified
10,2376436501,https://pbs.twimg.com/profile_images/1173234108018774018/36zJWs_m_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AULj1kKtEI', 'expanded_url': 'https://www.dominos.jp/', 'display_url': 'dominos.jp'}]}}",https://t.co/AULj1kKtEI,"{'followers_count': 173, 'following_count': 404, 'tweet_count': 28435, 'listed_count': 2}",sunsitti8,False,らどん,将来社長になって嫌いな社員全員、社食を菓子パンにする,,,False
11,79708673,https://pbs.twimg.com/profile_images/1487995577597980672/Zwqup6td_normal.jpg,,,"{'followers_count': 12184, 'following_count': 884, 'tweet_count': 63188, 'listed_count': 59}",azmanrocks,False,🏴🩺💉Azman Abdullah,"Bomor Kecemasan 🚑. Peminat kopi ☕️, teh 🍵, dendang rentap & randai 🎸, dan nasi kandar 🍛.",1471401908891893760,,False
12,1598033167,https://pbs.twimg.com/profile_images/1501475115648708609/A2Mp9fQT_normal.jpg,,,"{'followers_count': 261, 'following_count': 213, 'tweet_count': 4058, 'listed_count': 1}",laviegwenrose,False,gwen poole 🌸,permanent stress and overthinking with a short-attention span // sharon carter and zoya nazyalensky defender,1280835147139432448,arcadia bay,False
13,15424744,https://pbs.twimg.com/profile_images/867124028825362432/1ybJul9K_normal.jpg,,,"{'followers_count': 735, 'following_count': 410, 'tweet_count': 72278, 'listed_count': 58}",gdarklighter,False,Richard,Theatre nerd. Beer lover. Comic junkie. Code monkey. Baseball addict. Pronouns: he/him,822560778679156737,"San Diego, CA (32.895644,-117.",False
14,1499250196273786883,https://pbs.twimg.com/profile_images/1501558513104871431/WWI1MWSx_normal.jpg,,,"{'followers_count': 29, 'following_count': 83, 'tweet_count': 197, 'listed_count': 0}",poifullfull723,False,なつきち🦜,公衆衛生/包括的性教育/地域保健活動 🧠🤰👶 どこかの一貫系女子校→田舎の高校→薬学部→河合新宿(本郷)→看護学部💉 ヨット部⛵️,1499256478691061764,神奈川県,False
15,402247543,https://pbs.twimg.com/profile_images/1288531566361227265/bvWuhQwk_normal.jpg,,,"{'followers_count': 48, 'following_count': 1077, 'tweet_count': 496, 'listed_count': 1}",bigheadedknight,False,Flopsicle,I've come here to kick ass and chew bubble gum and I'm fresh out of ass. Would you like some gum?,,Parts Unknown,False
16,99442109,https://pbs.twimg.com/profile_images/1481114330284191749/QJtwQe_1_normal.jpg,,,"{'followers_count': 197, 'following_count': 202, 'tweet_count': 8728, 'listed_count': 0}",undertheseen,False,Paolo Cabrera,"jack of all trades, master o' none...",,Philippines,False
17,746675256362962944,https://pbs.twimg.com/profile_images/1490418321770090501/i4BCYB8s_normal.jpg,"{'description': {'hashtags': [{'start': 79, 'end': 93, 'tag': 'StillEuropean'}, {'start': 94, 'end': 110, 'tag': 'BrexitHasFailed'}, {'start': 111, 'end': 121, 'tag': 'RuleOfLaw'}, {'start': 122, 'end': 138, 'tag': 'CovidIsAirborne'}]}}",,"{'followers_count': 1527, 'following_count': 1435, 'tweet_count': 26513, 'listed_count': 10}",Wilshaw755,False,Jen Wilshaw🌻,"Pro Europe & EU; centre left; art, languages, music, science, space, transport #StillEuropean #BrexitHasFailed #RuleOfLaw #CovidIsAirborne 😷",,Sussex but prefer Zuid-Holland,False
18,182768719,https://pbs.twimg.com/profile_images/378800000769523661/1b74b08bb4c658258885af1591f1d19e_normal.jpeg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DeFOxeb7XH', 'expanded_url': 'http://instagram.com/wi.llie', 'display_url': 'instagram.com/wi.llie'}]}}",https://t.co/DeFOxeb7XH,"{'followers_count': 200, 'following_count': 168, 'tweet_count': 88937, 'listed_count': 1}",myorangeisstuck,False,Willie,how do you wanna go,347940695241273346,Melbourne,False
19,1278163870679330818,https://pbs.twimg.com/profile_images/1501667827526234115/7DtYZ-F5_normal.jpg,,,"{'followers_count': 21, 'following_count': 329, 'tweet_count': 301, 'listed_count': 0}",BrandonWSellers,False,Brandon W Sellers,History. Nonprofits. Museums. Opinions my own.,,"Las Vegas, Nevada",False
20,750666364365398016,https://pbs.twimg.com/profile_images/1518936164454912001/lyYf_RN3_normal.jpg,,,"{'followers_count': 12, 'following_count': 238, 'tweet_count': 2380, 'listed_count': 2}",jwywizone,False,Spider-Man Variant,"𝐈𝐟 𝐲𝐨𝐮 𝐞𝐱𝐩𝐞𝐜𝐭 𝐝𝐢𝐬𝐚𝐩𝐩𝐨𝐢𝐧𝐭𝐦𝐞𝐧𝐭, 𝐭𝐡𝐞𝐧 𝐲𝐨𝐮 𝐜𝐚𝐧 𝐧𝐞𝐯𝐞𝐫 𝐫𝐞𝐚𝐥𝐥𝐲 𝐠𝐞𝐭 𝐝𝐢𝐬𝐚𝐩𝐩𝐨𝐢𝐧𝐭𝐞𝐝.",1516370988270866434,New York Sanctum,False
21,4886937929,https://pbs.twimg.com/profile_images/1459343876649811968/E2boFUG7_normal.jpg,,,"{'followers_count': 363, 'following_count': 320, 'tweet_count': 39242, 'listed_count': 23}",GiraffePala,False,GIRAFFE-Pala🦒,"ゲーム大好きな自分に甘いダメダメ社会人です。
ボードゲームとかSwitchとかPCゲー色々してます。
いつもおなかがいたいよ😖",1390864030428921857,(･ω･ = ･ω･),False
22,1167064955775934465,https://pbs.twimg.com/profile_images/1521692375411699713/-7nASbqK_normal.jpg,,,"{'followers_count': 158, 'following_count': 133, 'tweet_count': 5637, 'listed_count': 0}",mraksidm,False,(axie) Just dm me if you have concerns ig,🐯,1508963951249281025,uhm.. no location thanks,False
23,72747791,https://pbs.twimg.com/profile_images/1471688137654951938/_ccUGw-y_normal.jpg,"{'description': {'hashtags': [{'start': 22, 'end': 29, 'tag': 'Wordle'}]}}",,"{'followers_count': 1363, 'following_count': 343, 'tweet_count': 10483, 'listed_count': 45}",laila__lu,False,Laila Lu,"Social Media Manager. #Wordle Rookie. Previously: Edelman Digital, Clarins, Under Armour. Now at adidas. Views & opinions are my own.",,Singapore. ,False
24,1130428747537010690,https://pbs.twimg.com/profile_images/1509920363102146563/qVzhW-8V_normal.jpg,"{'description': {'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/vtAY43oiwn', 'expanded_url': 'http://uj-namu.postype.com', 'display_url': 'uj-namu.postype.com'}], 'mentions': [{'start': 112, 'end': 126, 'username': 'dashwood_back'}]}}",,"{'followers_count': 178, 'following_count': 147, 'tweet_count': 31037, 'listed_count': 2}",_dashwood,False,"나무 (POI,SPN,UJ)",퍼오인 리스핀치 / 슈내 캣딘 / uj보고서 강화기간 https://t.co/vtAY43oiwn / 유제이 보셨다면 트친해주세요 / 마음을 잘 찍음. 놀라지 마세요! 해치지 않아요 / 꾸금계는 트친만 @dashwood_back,1475666261116076032,,False
25,200341970,https://pbs.twimg.com/profile_images/1513543531784290306/fdw9rMJb_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2NWb8byEe1', 'expanded_url': 'http://wirelessnumber445745.blogspot.com', 'display_url': 'wirelessnumber445745.blogspot.com'}]}, 'description': {'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/izkuATd976', 'expanded_url': 'http://instagram.com/bkgmu66js/', 'display_url': 'instagram.com/bkgmu66js/'}]}}",https://t.co/2NWb8byEe1,"{'followers_count': 935, 'following_count': 672, 'tweet_count': 228872, 'listed_count': 77}",BKGMU66JS,False,【NEXT:シンデレラガールズ9月ライブ？】若竹,"泣くも笑うも儚い命
https://t.co/izkuATd976",1510935260925612034,東京・横浜・京都・大阪へ乗換なしで行ける田舎町,False
26,818381121607999488,https://pbs.twimg.com/profile_images/883537212012281856/03GKOLgn_normal.jpg,,,"{'followers_count': 126, 'following_count': 317, 'tweet_count': 22818, 'listed_count': 3}",undercsms,False,消 灯,20↑ / 整天講婆的帳號 / 台湾人 / FUB free,,Taiwan,False
27,1514655557927731200,https://pbs.twimg.com/profile_images/1514656484021645313/6Oe2o5No_normal.jpg,,,"{'followers_count': 0, 'following_count': 13, 'tweet_count': 239, 'listed_count': 0}",kkicho,False,끼쵸,혼자 놉니다 민폐 안 끼쵸,,,False
28,449627405,https://pbs.twimg.com/profile_images/850879334411718656/TjMHL0ge_normal.jpg,,,"{'followers_count': 305, 'following_count': 617, 'tweet_count': 34713, 'listed_count': 8}",RAHY_FG,False,RAHY,,1406214112384733188,,False
29,849271507175972864,https://pbs.twimg.com/profile_images/1359511900900319232/eMlNwOhn_normal.jpg,"{'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/WcWsXItPiF', 'expanded_url': 'http://odaibako.net/u/riyu_nyandro', 'display_url': 'odaibako.net/u/riyu_nyandro'}, {'start': 79, 'end': 102, 'url': 'https://t.co/gZGRBJr2Py', 'expanded_url': 'https://peing.net/ja/riyu_nyandroid?event=0', 'display_url': 'peing.net/ja/riyu_nyandr…'}]}}",,"{'followers_count': 61, 'following_count': 57, 'tweet_count': 12423, 'listed_count': 2}",riyu_nyandroid,False,ぽんこちゅ♡にゃんどろいど！,猫の爪の3人組アイドルユニットSSRのR担当！ねーこーのーつーめー！\(*^•ω•^*)/ お題箱⇨https://t.co/WcWsXItPiF… 質問箱⇨https://t.co/gZGRBJr2Py,1081563754620284929,,False
30,1508848071848783873,https://pbs.twimg.com/profile_images/1521875836877807617/JSAAFtsE_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vViR1GFJY8', 'expanded_url': 'http://rentry.co/2-o-clock', 'display_url': 'rentry.co/2-o-clock'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1i4UTnGPeN', 'expanded_url': 'http://he.xn--6ii/', 'display_url': 'he.⠀'}, {'start': 24, 'end': 47, 'url': 'https://t.co/kPtiJqpTZy', 'expanded_url': 'http://nem.xn--6ii/', 'display_url': 'nem.⠀'}, {'start': 48, 'end': 71, 'url': 'https://t.co/roMJj90JyS', 'expanded_url': 'http://mw.xn--6ii/', 'display_url': 'mw.⠀'}, {'start': 72, 'end': 95, 'url': 'https://t.co/1LYcuMsP3v', 'expanded_url': 'http://ari.xn--6ii/', 'display_url': 'ari.⠀'}, {'start': 96, 'end': 119, 'url': 'https://t.co/msss7u4uYj', 'expanded_url': 'http://mir.xn--6ii/', 'display_url': 'mir.⠀'}]}}",https://t.co/vViR1GFJY8,"{'followers_count': 41, 'following_count': 95, 'tweet_count': 1023, 'listed_count': 0}",askyinlight,False,🍂 𓆩ayin𓆪,https://t.co/1i4UTnGPeN https://t.co/kPtiJqpTZy https://t.co/roMJj90JyS https://t.co/1LYcuMsP3v https://t.co/msss7u4uYj,1512019391386615810,"➳ 13-14
“your face too close to mine
to hear you talk
so i look up into your window
on the street where i am standing”",False
31,700301647,https://pbs.twimg.com/profile_images/1258955735305564160/IVGEUWVK_normal.png,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9vBoaJ2heB', 'expanded_url': 'http://www.nicovideo.jp/mylist/56977921', 'display_url': 'nicovideo.jp/mylist/56977921'}]}}",https://t.co/9vBoaJ2heB,"{'followers_count': 633, 'following_count': 483, 'tweet_count': 125433, 'listed_count': 32}",tetsu_Pro,False,てっちり,三度の飯に酒とウマとアイドル,1173970478345547778,MEGANEKO,False
32,1179684901,https://pbs.twimg.com/profile_images/1519987228919107584/UPc8al42_normal.jpg,,,"{'followers_count': 114, 'following_count': 748, 'tweet_count': 7856, 'listed_count': 5}",beaaabeee,False,B,☉ ♏︎ ☾ ♈︎ || she/her,1372783016238456834,"MNL, Philippines",False
33,242803935,https://pbs.twimg.com/profile_images/1443355859/_1310459228059_normal.jpg,,,"{'followers_count': 48, 'following_count': 121, 'tweet_count': 1756, 'listed_count': 0}",aminjeffrey,False,Amin Fathi,Chillin’ McFillin’,,Malaysia,False
34,3194978594,https://pbs.twimg.com/profile_images/1486998117249650694/QvxulTnu_normal.jpg,,,"{'followers_count': 911, 'following_count': 4998, 'tweet_count': 16448, 'listed_count': 24}",leomo30,False,Leo,Dez Caught It,,"Texas, USA",False
35,14332747,https://pbs.twimg.com/profile_images/1374969340974354433/BCvA0pM__normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V5jXKCyxCv', 'expanded_url': 'https://peing.net/aquarbil', 'display_url': 'peing.net/aquarbil'}]}}",https://t.co/V5jXKCyxCv,"{'followers_count': 126, 'following_count': 914, 'tweet_count': 5714, 'listed_count': 2}",aquarbil,False,魔法師,台灣人(Taiwanese) 。 怪物彈珠(台版)玩家。 封印技能：催眠、塔羅。 愛看電影、戲劇(美日台)。沒寫部落格很久了⋯ AKA( ´∀｀)σ肥宅，有貓就按心。4個不同意。AA高。在我成為魔法師的時候還沒有什麼30歲那些的設定呢！,,"Taipei, Taiwan",False
36,1467361610,https://pbs.twimg.com/profile_images/1452623159149031429/nPSQcVGz_normal.png,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/83IEMpRa3I', 'expanded_url': 'http://ko-fi.com/arubacosplay', 'display_url': 'ko-fi.com/arubacosplay'}]}, 'description': {'mentions': [{'start': 124, 'end': 138, 'username': 'Aruba_cosplay'}]}}",https://t.co/83IEMpRa3I,"{'followers_count': 342, 'following_count': 585, 'tweet_count': 70986, 'listed_count': 4}",AlbaGiraldez,False,✨Senti - K/DA ÐVA✨,"(✴)LG(B)T (💧)Galicia🧙 (⚡)LOL, OW, PKM (🔥)Mid/Supp main⭐ (🔆)Elementąlist Lux-EUW, OTP Lux🌈(🌙)Anime (🍃)Ladynoir🐞🐱 (❄)Cosplay👗 @Aruba_cosplay (🎀)Sylveon",1226169565547200512,Summoner's Rift {She/Her},False
37,1404462041167929344,https://pbs.twimg.com/profile_images/1421418881755672576/uUeWQU0p_normal.jpg,,,"{'followers_count': 6, 'following_count': 311, 'tweet_count': 1307, 'listed_count': 0}",akkie73040332,False,akkie,,,,False
38,3103055484,https://pbs.twimg.com/profile_images/1521737723190853633/veZoHnpZ_normal.jpg,,,"{'followers_count': 55, 'following_count': 142, 'tweet_count': 2782, 'listed_count': 0}",yomguinto,False,Yom ☺️,Hope only brings disappointment,,,False
39,1612944206,https://pbs.twimg.com/profile_images/1520842114686459905/9Jkk0Y-R_normal.jpg,,,"{'followers_count': 934, 'following_count': 1817, 'tweet_count': 46213, 'listed_count': 12}",lmyarbro,False,Lisa,"Sr. Acquisitions Research Coordinator for a cable network. WI ➡️ TX ➡️ WI ➡️ NC Badgers, Packers, Brewers, Bucks, NC State Wolfpack, Hurricanes | NO DMs",,"Charlotte, NC",False
40,20607509,https://pbs.twimg.com/profile_images/1393743700790968320/luIMMMkc_normal.jpg,,,"{'followers_count': 134, 'following_count': 399, 'tweet_count': 3424, 'listed_count': 1}",karenchotchin,False,Karen Hotchin,Scottish born US Citizen. Mom of two. Recreational knitter and frequent runner.,,"Westlake Village, CA",False
41,1460288238,https://pbs.twimg.com/profile_images/1287739897353314304/YjqRVUcZ_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uWV8nPOvXK', 'expanded_url': 'https://www.websaltenos.com', 'display_url': 'websaltenos.com'}]}}",https://t.co/uWV8nPOvXK,"{'followers_count': 12061, 'following_count': 12465, 'tweet_count': 344959, 'listed_count': 1099}",Cecalli_Helper,False,The Ghost of Dr Carl Jensen,Calling out nuclear propaganda & nuke pushers because life is precious & they bust DNA + ~ Pia Jensen.,1401707108890972167,Censored,False
42,22436081,https://pbs.twimg.com/profile_images/1069450481137840128/qxJ5Sd27_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mxOP9uHGeM', 'expanded_url': 'http://rosieferguson.ca', 'display_url': 'rosieferguson.ca'}]}, 'description': {'mentions': [{'start': 29, 'end': 33, 'username': 'CTV'}, {'start': 34, 'end': 46, 'username': 'YourMorning'}]}}",https://t.co/mxOP9uHGeM,"{'followers_count': 10615, 'following_count': 6612, 'tweet_count': 14999, 'listed_count': 71}",rosieferg,False,Rosie Ferguson,Media pro who’s done it all! @CTV @YourMorning producer☀️ AMP Talent performer 🎬 ACTRA. Autism advocate. Work hard & be kind… amazing things will happen✨,,,False
43,2257642339,https://pbs.twimg.com/profile_images/1459572885635624960/DQ8eej13_normal.jpg,,,"{'followers_count': 89, 'following_count': 83, 'tweet_count': 57885, 'listed_count': 3}",chiaki_potthi,False,ぽってぃ🦠,メガネかけてるだけで女の子はかわいい,,,False
44,122085723,https://pbs.twimg.com/profile_images/458966130292305920/tm6O8zSw_normal.png,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OJFDGSFxlN', 'expanded_url': 'https://chessday.web.fc2.com/', 'display_url': 'chessday.web.fc2.com'}]}}",https://t.co/OJFDGSFxlN,"{'followers_count': 477, 'following_count': 100, 'tweet_count': 15453, 'listed_count': 31}",chess_kawanaka,False,川中,"日課：Blitz 1局、Daily Chess、タクティクス、エンドゲームの問題、自分用のチェスの問題、Knight Tour、Visionトレーニング、筋トレ、ストレッチ、勉強（Python、等）、Wordle、Chessle

不定期：ウォーキング(地図上で自分が歩いた道を塗りつぶす)",,,False
45,1346737128886169600,https://pbs.twimg.com/profile_images/1520642978691309568/Hz9vfiJ1_normal.jpg,,,"{'followers_count': 26, 'following_count': 401, 'tweet_count': 3831, 'listed_count': 0}",fatigamp1,False,@fatigamp,el CB Canarias,,,False
46,1485913363813056519,https://pbs.twimg.com/profile_images/1486265720132423680/R_p9aYMo_normal.jpg,,,"{'followers_count': 2, 'following_count': 132, 'tweet_count': 724, 'listed_count': 0}",BakunoHara,False,夢野間,イメノノアワイ。とある物書きの、物語にもならないことばを垂れるときに訪れるとてもとても雑多なアカ。オタクだったり病んでたり。,,,False
47,1418918981499559950,https://pbs.twimg.com/profile_images/1418925512097943561/cV_giywr_normal.jpg,"{'description': {'mentions': [{'start': 0, 'end': 12, 'username': 'DukeKunshan'}]}}",,"{'followers_count': 1, 'following_count': 61, 'tweet_count': 93, 'listed_count': 0}",FengTianshu,False,Tianshu Feng,@DukeKunshan '24,,,False
48,1265894809002053633,https://pbs.twimg.com/profile_images/1510663672070172675/dNKg2lBQ_normal.jpg,,,"{'followers_count': 1, 'following_count': 5, 'tweet_count': 789, 'listed_count': 0}",haechzel,False,nut,"Reading account, mainly. might be NSFW too idk follow at own risk 🔞 All official neos blocked!",1347421341494874112,she/her | ‘97,False
49,321248720,https://pbs.twimg.com/profile_images/1499993304632475648/DL578_sS_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/14H6Tdw4fm', 'expanded_url': 'https://crypto.com/nft/profile/m_amal_m1', 'display_url': 'crypto.com/nft/profile/m_…'}]}}",https://t.co/14H6Tdw4fm,"{'followers_count': 367, 'following_count': 625, 'tweet_count': 13475, 'listed_count': 6}",m_amal_m,False,giftme.eth,"🇸🇬 owner of Loaded Lions #4802, #7114 & #8112",,Singapore,False
50,994693148709400576,https://pbs.twimg.com/profile_images/1520234321042366465/e3cLLnmy_normal.jpg,,,"{'followers_count': 167, 'following_count': 153, 'tweet_count': 2021, 'listed_count': 0}",NyamekyeOA,False,N 🇬🇭,RUTF SOE ALUMNA🛡 “My words will never be as strong as God’s words. I am just a vessel doing his work “,1435654391999172610,"Union, NJ",False
51,4006911,https://pbs.twimg.com/profile_images/1406495510282702850/YdC0DaJR_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mEVTlpLpy6', 'expanded_url': 'https://www.instagram.com/creatiff.curls/', 'display_url': 'instagram.com/creatiff.curls/'}]}, 'description': {'hashtags': [{'start': 47, 'end': 58, 'tag': 'Gryffindor'}, {'start': 59, 'end': 67, 'tag': 'Warrior'}]}}",https://t.co/mEVTlpLpy6,"{'followers_count': 750, 'following_count': 909, 'tweet_count': 41763, 'listed_count': 30}",jynxypanda,False,Tiff K,Joy is what truly matters in this life 💙🌟🧚🏻‍♀️ #Gryffindor #Warrior,,Earth,False
52,2726472725,https://pbs.twimg.com/profile_images/1196574228243312640/_lEWWRDr_normal.jpg,,,"{'followers_count': 20, 'following_count': 101, 'tweet_count': 50, 'listed_count': 1}",FountainGoddess,False,Janet Petersen,Lover of All Things Love,,"Issaquah, WA",False
53,271393284,https://pbs.twimg.com/profile_images/552320653123006464/LXE3wsVu_normal.jpeg,,,"{'followers_count': 18, 'following_count': 90, 'tweet_count': 84, 'listed_count': 0}",jeebou,False,Jean-François B.,,,"Shanghai, China",False
54,889458197274140674,https://pbs.twimg.com/profile_images/1482707215395872776/K2ABq1nd_normal.jpg,,,"{'followers_count': 810, 'following_count': 244, 'tweet_count': 13317, 'listed_count': 0}",obhliviate,False,elii,,1453581046021193732,,False
55,2206864993,https://pbs.twimg.com/profile_images/1510054129204592640/RO14r9Ks_normal.jpg,,,"{'followers_count': 283, 'following_count': 412, 'tweet_count': 27405, 'listed_count': 15}",SN1_AlbiLOVE,False,SN1,アイシテルニイガタ,,新潟県,False
56,291951525,https://pbs.twimg.com/profile_images/1521876419990540288/YvnMhJ8e_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cgpxCODSO7', 'expanded_url': 'http://instagram.com/smirandaberrios', 'display_url': 'instagram.com/smirandaberrios'}]}, 'description': {'mentions': [{'start': 24, 'end': 30, 'username': 'usach'}, {'start': 36, 'end': 48, 'username': 'Cooperativa'}]}}",https://t.co/cgpxCODSO7,"{'followers_count': 1095, 'following_count': 972, 'tweet_count': 22150, 'listed_count': 13}",smirandaberrios,False,Seba Miranda Berríos,Rancagüino | Periodista @usach | En @Cooperativa,1468436229200879618,"Rancagua, Cachapoal, O'Higgins",False
57,88192880,https://pbs.twimg.com/profile_images/1515160585029439489/akgyAYw__normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5XlSCLhOmq', 'expanded_url': 'http://projectxevex.blog.jp', 'display_url': 'projectxevex.blog.jp'}]}, 'description': {'mentions': [{'start': 60, 'end': 73, 'username': 'projectxevex'}]}}",https://t.co/5XlSCLhOmq,"{'followers_count': 345, 'following_count': 341, 'tweet_count': 13258, 'listed_count': 10}",jackstyle_dw,False,Naoki M,"バイオリン弾いたりDTMしたりイラスト描いたり。環境変われど何年経っても中身は変わらず。創作物はこちらのアカウントにて→@projectxevex
なお、こちらのアカウントでの発言は個人的見解に基づくもので所属している組織とは関係ありません。",,東京都,False
