,verified,description,protected,url,public_metrics,entities,location,profile_image_url,pinned_tweet_id,name,id,username
10,False,"Friendly neighbourhood Caribbean software developer (he/him)

Views expressed here are my own",False,https://t.co/TgzuWRoXT3,"{'followers_count': 214, 'following_count': 219, 'tweet_count': 2471, 'listed_count': 4}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TgzuWRoXT3', 'expanded_url': 'https://msanatan.com', 'display_url': 'msanatan.com'}]}}",,https://pbs.twimg.com/profile_images/1411534137719201792/0eiXVF9D_normal.jpg,1473051867269771271,Marcus Sanatan,2942577509,marcussanatan
11,False,23 VIRGO dropout historian | my name is allie,False,https://t.co/Zraczfs7ZU,"{'followers_count': 145, 'following_count': 260, 'tweet_count': 19018, 'listed_count': 1}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zraczfs7ZU', 'expanded_url': 'http://twitch.tv/alliemaria', 'display_url': 'twitch.tv/alliemaria'}]}}",Lenapehoking,https://pbs.twimg.com/profile_images/1466791202892795911/KayIbYge_normal.jpg,1478038251168534528,ronald ‘mac’ macdonald,921767405134770177,GAROTlNHA
12,False,,False,,"{'followers_count': 57, 'following_count': 90, 'tweet_count': 1514, 'listed_count': 0}",,Mount Pearl,https://pbs.twimg.com/profile_images/1358458127230918657/4wJ4RGR__normal.jpg,,karen macfie,1156632601,alwayhome
13,False,,False,,"{'followers_count': 0, 'following_count': 37, 'tweet_count': 109, 'listed_count': 0}",,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,BB,1402494310130634753,BandletB
14,False,Noles fan. Cubs fan. MMA fan. Liberal. Husband. Father. 670 the Score in Chicago alum.,False,,"{'followers_count': 406, 'following_count': 968, 'tweet_count': 10064, 'listed_count': 16}",,"Dyer, IN",https://pbs.twimg.com/profile_images/1421931705095671817/eYfrt3d-_normal.jpg,,Tim Bock,27800162,Tim_Bock
15,False,Tengo 4 gatas. En algún momento dije que no me gustaban las sitcom. Socio del CSD Colo Colo.,False,,"{'followers_count': 210, 'following_count': 472, 'tweet_count': 5629, 'listed_count': 4}",,"Calle falsa, 123.",https://pbs.twimg.com/profile_images/1385802428214390785/Vi05nBm6_normal.jpg,,Marco Barrientos,261282395,mbarrientosn
16,False,"“At mile 20, I thought I was dead. At mile 24, I wished I was dead. At mile 26.2, I realized I had become too tough to kill.” #ObamaForever",False,,"{'followers_count': 384, 'following_count': 1420, 'tweet_count': 19434, 'listed_count': 1}","{'description': {'hashtags': [{'start': 126, 'end': 139, 'tag': 'ObamaForever'}]}}",🐒💨,https://pbs.twimg.com/profile_images/601733538/weight_lifting_monkey_normal.jpg,1394489869049556996,Mighty♥️🇺🇦,100683936,marathonmonkey
17,False,【今までの紆余曲折】ボストン生まれ→吉祥寺育ち→都立西→東北大（理）地球科学系中退→梨医→みんコレ起業→研修医→北病院（梨医社会医学講座中退）→現在【スキル】面接•疫学•経営【趣味】将棋・MTG・出張【Mission】ネガティブな離職を減らす【vision】月曜が待ち遠しくなる社会【value】自主性、一貫性、公平性,False,,"{'followers_count': 640, 'following_count': 505, 'tweet_count': 2242, 'listed_count': 5}",,山梨県南アルプス市,https://pbs.twimg.com/profile_images/1412584075274067973/Sa6Naghu_normal.jpg,1518057065318850560,Dr. Hockt 【精神科✖︎産業医✖︎事業家】,1064908812,Dr_Hockt
18,False,"🏳️‍🌈woontwerkt in #de9straatjes en maakt zich zorgen over de ontwikkelingen in de buurt #stadinbalans, #aanpakbinnenstad lid mokum reclaimed, grachten9+",False,https://t.co/jDrFJJPxyf,"{'followers_count': 755, 'following_count': 966, 'tweet_count': 19701, 'listed_count': 13}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jDrFJJPxyf', 'expanded_url': 'http://www.grachtennegenplus.nl', 'display_url': 'grachtennegenplus.nl'}]}, 'description': {'hashtags': [{'start': 18, 'end': 31, 'tag': 'de9straatjes'}, {'start': 88, 'end': 101, 'tag': 'stadinbalans'}, {'start': 103, 'end': 120, 'tag': 'aanpakbinnenstad'}]}}",Amsterdam,https://pbs.twimg.com/profile_images/1410523359880822785/xSKg3Dfu_normal.jpg,,𝙫𝙙𝙝𝙣𝙞𝙚𝙠,2539733417,nvdhdn
19,False,Creación de contenido en: @genteonline @PaparazziRevis @ParaTiOnline @BillikenOnline,False,https://t.co/vqQ9vjMONA,"{'followers_count': 210, 'following_count': 748, 'tweet_count': 3654, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vqQ9vjMONA', 'expanded_url': 'https://www.instagram.com/adaromanu/', 'display_url': 'instagram.com/adaromanu/'}]}, 'description': {'mentions': [{'start': 26, 'end': 38, 'username': 'genteonline'}, {'start': 39, 'end': 54, 'username': 'PaparazziRevis'}, {'start': 55, 'end': 68, 'username': 'ParaTiOnline'}, {'start': 69, 'end': 84, 'username': 'BillikenOnline'}]}}","Mendoza, Argentina",https://pbs.twimg.com/profile_images/1247613418619756548/9fcZDNnw_normal.jpg,1014753483461885952,"Arnold ""Cabeza De Balón""",839234086724071426,adaromanu
20,False,Wannabe animator. Otaku. Voice Actor enthusiatist. Gaming addict. Couch potato. WORK IN PROGRESS.,False,https://t.co/l4aQA2zsKI,"{'followers_count': 60, 'following_count': 419, 'tweet_count': 6158, 'listed_count': 4}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l4aQA2zsKI', 'expanded_url': 'http://thatjescape.tumblr.com/', 'display_url': 'thatjescape.tumblr.com'}]}}",My toaster,https://pbs.twimg.com/profile_images/1422770443665215492/8uHJXfcX_normal.jpg,848376680259432449,Sumi-chan,70013403,Sumi_ESN
21,False,つれづれなるま〃に、日ぐらしスマホに向かひて、心にうつりゆくよしなしごとをそこはかとなく呟き作れば、あやしうこそもの狂ほしけれ。,False,https://t.co/rrZdPiSv1y,"{'followers_count': 3673, 'following_count': 5001, 'tweet_count': 267887, 'listed_count': 63}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rrZdPiSv1y', 'expanded_url': 'https://steamcommunity.com/profiles/76561198977305326/', 'display_url': 'steamcommunity.com/profiles/76561…'}]}}",お食事処SUCC,https://pbs.twimg.com/profile_images/852509582207340544/PljhXIvI_normal.jpg,1458271633060204549,さかいくん2号,305435967,Sakaikun_2nd
22,False,,False,,"{'followers_count': 8, 'following_count': 209, 'tweet_count': 198, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/706621029/smiley_normal.png,,svbach,16355999,svbach
23,False,"I'm Indonesian. Speak English, Korean, and very little Chinese. A fan of GDragon. #PalmOil and #BIGBANG. Studying Soil Science.",False,,"{'followers_count': 627, 'following_count': 499, 'tweet_count': 47980, 'listed_count': 2}","{'description': {'hashtags': [{'start': 82, 'end': 90, 'tag': 'PalmOil'}, {'start': 95, 'end': 103, 'tag': 'BIGBANG'}]}}",,https://pbs.twimg.com/profile_images/1516416601360375816/_-yTCjWX_normal.jpg,1335558175303471107,Fransisca,192946560,sisca_gd
24,False,❗✨‼️젠더퀴어 혐오 블락합니다‼️✨❗,False,https://t.co/rDsKs4MGdB,"{'followers_count': 175, 'following_count': 294, 'tweet_count': 92455, 'listed_count': 2}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rDsKs4MGdB', 'expanded_url': 'https://docs.google.com/document/d/1H_-MFwnY8kPLTJNdJLE9nJ1Kb8O19ZOuaJJzo-YRqIY/edit?usp=sharing', 'display_url': 'docs.google.com/document/d/1H_…'}]}}",링크는 커뮤 목록,https://pbs.twimg.com/profile_images/1510640003855970315/3z4jXYbZ_normal.png,1426407589361844229,🪐나린,4635625416,31_HanaRin
25,False,"love Rob Thomas, go Rays! Notre Dame #Franicorn @changing_colorz Bucs and Reds. Love BE! #TeamBrent #MiaSanMia #Friends #WhoDey #Feiner #OrlandoCity",False,https://t.co/jRB6XGyd3K,"{'followers_count': 2184, 'following_count': 4206, 'tweet_count': 105580, 'listed_count': 38}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jRB6XGyd3K', 'expanded_url': 'https://www.snapchat.com/add/ceceliam_17?share_id=QTIzNzdC&locale=en_US', 'display_url': 'snapchat.com/add/ceceliam_1…'}]}, 'description': {'hashtags': [{'start': 37, 'end': 47, 'tag': 'Franicorn'}, {'start': 89, 'end': 99, 'tag': 'TeamBrent'}, {'start': 100, 'end': 110, 'tag': 'MiaSanMia'}, {'start': 111, 'end': 119, 'tag': 'Friends'}, {'start': 120, 'end': 127, 'tag': 'WhoDey'}, {'start': 128, 'end': 135, 'tag': 'Feiner'}, {'start': 136, 'end': 148, 'tag': 'OrlandoCity'}], 'mentions': [{'start': 48, 'end': 64, 'username': 'changing_colorz'}]}}",The Great Unknown ,https://pbs.twimg.com/profile_images/865357306502029312/YjJizVB2_normal.jpg,1515377662663041025,💚M,85714528,missymetz
26,False,,False,,"{'followers_count': 33, 'following_count': 110, 'tweet_count': 894, 'listed_count': 1}",,,https://pbs.twimg.com/profile_images/3695678347/3c6da6854490ff06b204bf343bae7fe2_normal.jpeg,,Donna Wade,287870655,ddbbwade
27,False,"祇園精舎の鐘の声、諸行無常の響きあり。沙羅双樹の花の色、盛者必衰の理をあらはす。おごれる人も久しからず、ただ春の夜の夢のごとし。たけき者も遂にはほろびぬ、ひとへに風の前の塵に同じ。

灼熱カバディ(武蔵野創)とメダリスト(つるまいかだ)を応援しております。",False,,"{'followers_count': 224, 'following_count': 299, 'tweet_count': 32247, 'listed_count': 6}",,,https://pbs.twimg.com/profile_images/844862459177422848/UgTVBhef_normal.jpg,1297915392162070528,ksk@1ん,4431926294,ksk_key
28,False,"Single mum of two beautiful boys 💙 Northerner & Man City Fan 💙
Rock Chick! 🤟 Gin 🍸",False,,"{'followers_count': 342, 'following_count': 793, 'tweet_count': 5570, 'listed_count': 2}",,"Rossendale, Lancs, UK",https://pbs.twimg.com/profile_images/1488278223658135553/_DncUAWe_normal.jpg,,Emma Lou 🇺🇦💙💛 #IStandWithUkraine 🇺🇦,76278357,musetta101
29,False,"Periodista deportivo, 24, Lanús.",False,https://t.co/EOab0CQ3Iz,"{'followers_count': 739, 'following_count': 648, 'tweet_count': 60641, 'listed_count': 9}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EOab0CQ3Iz', 'expanded_url': 'https://www.instagram.com/emitucci97', 'display_url': 'instagram.com/emitucci97'}]}}",Argentina,https://pbs.twimg.com/profile_images/980944578269339648/DrK8qwp6_normal.jpg,1417449409831391237,Emiliano Tucci,354882928,TucciEmiliano
30,False,主成分…創作･映画･ゲーム/ゲームが好きな小説書き。ヘテロもBLGLも好きです。✒️https://t.co/EpaRJfgtQe　📖https://t.co/L7WM0Y8Oqg　📖https://t.co/mhAtjQLMRL,False,https://t.co/KTt9VcUwYN,"{'followers_count': 339, 'following_count': 260, 'tweet_count': 41392, 'listed_count': 35}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KTt9VcUwYN', 'expanded_url': 'http://twilog.org/sin_niya', 'display_url': 'twilog.org/sin_niya'}]}, 'description': {'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/EpaRJfgtQe', 'expanded_url': 'https://skeb.jp/@sin_niya', 'display_url': 'skeb.jp/@sin_niya'}, {'start': 67, 'end': 90, 'url': 'https://t.co/L7WM0Y8Oqg', 'expanded_url': 'https://kakuyomu.jp/users/sin_niya', 'display_url': 'kakuyomu.jp/users/sin_niya'}, {'start': 92, 'end': 115, 'url': 'https://t.co/mhAtjQLMRL', 'expanded_url': 'https://www.pixiv.net/users/2798708', 'display_url': 'pixiv.net/users/2798708'}]}}",,https://pbs.twimg.com/profile_images/1331465605229101057/b7W5zwQj_normal.jpg,1375784169674960898,新矢 晋,144157686,sin_niya
31,False,"やべぇやつです アイコンは5P【@xkzhfnzk__】様のもの
プリコネR/ブルアカ/シャニマス/スプラ カーデコキャンプ エリアヤグラS+ ホコS アサリ？なにそれ？ たまに政治系の話してますけど私ゃ極右に当たるのでよろしく",False,,"{'followers_count': 494, 'following_count': 512, 'tweet_count': 41620, 'listed_count': 8}","{'description': {'mentions': [{'start': 16, 'end': 27, 'username': 'xkzhfnzk__'}]}}",,https://pbs.twimg.com/profile_images/792331255077449729/gYKfY8u7_normal.jpg,,ぽよねる,2918429701,poyo_sieste1248
32,False,仮想通貨　はじめました。,False,,"{'followers_count': 53, 'following_count': 135, 'tweet_count': 187, 'listed_count': 4}",,愛知県　○○市○○町○○,https://pbs.twimg.com/profile_images/1031156436888248321/H1KHdloU_normal.jpg,,ぬるぽっぷ,1028863305106870272,nullpop3
33,False,"Optimistic Pakistani: interests human rights, environment, history, media زندگی کی قدر کریں",False,,"{'followers_count': 57, 'following_count': 414, 'tweet_count': 3410, 'listed_count': 0}",,The World,https://pbs.twimg.com/profile_images/641593812326813696/wd8NiWUG_normal.jpg,,Lubna لبنی,109765226,lubnafm
34,False,,False,https://t.co/V36ffzFHKR,"{'followers_count': 2887, 'following_count': 618, 'tweet_count': 43592, 'listed_count': 23}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V36ffzFHKR', 'expanded_url': 'https://onlyfans.com/strawberryvalentines', 'display_url': 'onlyfans.com/strawberryvale…'}]}}","Brisbane, Queensland",https://pbs.twimg.com/profile_images/1521741545598517248/Oo0imp_e_normal.jpg,1095312422837964800,chloe 🦋,396888902,chloesimonerose
35,False,YouTube Channel: https://t.co/jgVL1eZhGb - Twitch: https://t.co/e0206EYeMV - cringe,False,https://t.co/q4GjWsFmvT,"{'followers_count': 36, 'following_count': 444, 'tweet_count': 2430, 'listed_count': 1}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q4GjWsFmvT', 'expanded_url': 'https://www.youtube.com/watch?v=dQw4w9WgXcQ', 'display_url': 'youtube.com/watch?v=dQw4w9…'}]}, 'description': {'urls': [{'start': 17, 'end': 40, 'url': 'https://t.co/jgVL1eZhGb', 'expanded_url': 'http://youtube.com/EmmettLego1', 'display_url': 'youtube.com/EmmettLego1'}, {'start': 51, 'end': 74, 'url': 'https://t.co/e0206EYeMV', 'expanded_url': 'http://twitch.tv/emmettlego1', 'display_url': 'twitch.tv/emmettlego1'}]}}",new vid link in bio,https://pbs.twimg.com/profile_images/1515481716391124992/m5qoPYsL_normal.jpg,1399705666303021059,Emmett,1122151228291649536,EmmettLego1
36,False,"ﾂｲﾌｨ：https://t.co/Jp2bncKcfR
ｱｲｺﾝ・ﾍｯﾀﾞｰ：@omoti_ton2
20☝小動物、酒、乙女ゲ、人狼、クトゥルフ、ボドゲ、絶叫系アトラクション💖
無言フォローの達人",False,,"{'followers_count': 91, 'following_count': 242, 'tweet_count': 12396, 'listed_count': 1}","{'description': {'urls': [{'start': 5, 'end': 28, 'url': 'https://t.co/Jp2bncKcfR', 'expanded_url': 'http://twpf.jp/1113momo', 'display_url': 'twpf.jp/1113momo'}], 'mentions': [{'start': 40, 'end': 51, 'username': 'omoti_ton2'}]}}",蝦夷地,https://pbs.twimg.com/profile_images/1437036968311877632/Py7zNJtg_normal.png,,もも🍑,232553621,1113momo
37,False,I got anxiety and stupid jokes || #1 McCorkle Jones hater || I write bad tweets for @49ersHub #FTTB,False,,"{'followers_count': 269, 'following_count': 346, 'tweet_count': 39028, 'listed_count': 5}","{'description': {'hashtags': [{'start': 94, 'end': 99, 'tag': 'FTTB'}], 'mentions': [{'start': 84, 'end': 93, 'username': '49ersHub'}]}}",,https://pbs.twimg.com/profile_images/1510832539681779712/NLlhCzdd_normal.jpg,1355742757931782144,Jorge,600470649,HernandezJ49
38,False,⚠︎DO NOT USE MY WORK without my permission⚠︎作品の無許可使用厳禁⚠︎ 18↑推奨。基本的にBL描き。フォロ前にツイフィご一読下さい。▶︎https://t.co/OZvb7rqgen ▶︎skeb https://t.co/3OhKn1eZLZ,False,https://t.co/Jxpsi2sEue,"{'followers_count': 102, 'following_count': 103, 'tweet_count': 93244, 'listed_count': 12}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Jxpsi2sEue', 'expanded_url': 'http://www.pixiv.net/member.php?id=187850', 'display_url': 'pixiv.net/member.php?id=…'}]}, 'description': {'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/OZvb7rqgen', 'expanded_url': 'http://twpf.jp/s_hinomiya_self', 'display_url': 'twpf.jp/s_hinomiya_self'}, {'start': 121, 'end': 144, 'url': 'https://t.co/3OhKn1eZLZ', 'expanded_url': 'https://skeb.jp/@s_hinomiya_self', 'display_url': 'skeb.jp/@s_hinomiya_se…'}]}}",エルネア_メリンダ国_花の邸宅,https://pbs.twimg.com/profile_images/1520721972522799104/5CM0bJrv_normal.jpg,1402822783747252225,緋宮閑流@療養中,918976095910686720,s_hinomiya_self
39,False,"Mom, Daughter, Sister, Granddaughter, Cousin, Friend. Lover of NKOTB, TV, Broadway, Books, Music. Learning to live in the Present. Namaste",False,,"{'followers_count': 172, 'following_count': 1534, 'tweet_count': 10721, 'listed_count': 2}",,,https://pbs.twimg.com/profile_images/481599604073701377/cT54f3a4_normal.jpeg,,Kerri,71716670,klynn1075
40,False,Putting in #werk. Thoughts are my own. RTs are sometimes just conversation starters...not my thoughts or endorsement.,False,https://t.co/5SWo1Iwv1d,"{'followers_count': 914, 'following_count': 1808, 'tweet_count': 47404, 'listed_count': 20}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5SWo1Iwv1d', 'expanded_url': 'http://themahoganyproject.com', 'display_url': 'themahoganyproject.com'}]}, 'description': {'hashtags': [{'start': 11, 'end': 16, 'tag': 'werk'}]}}",Working on @mahoganyproject,https://pbs.twimg.com/profile_images/610598209715617792/-p1sgC0v_normal.jpg,1244031482928205824,#BishBabe,58589539,noJOEkingaround
41,False,Rural Emergency Nurse. Studying Psych w OrgPsych interest.Compassionate Agitator. reliably found running trails or wherever theres coffee. She/Her. Donate ☕️ 👇,False,https://t.co/siqBbxZ859,"{'followers_count': 4043, 'following_count': 1861, 'tweet_count': 51457, 'listed_count': 36}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/siqBbxZ859', 'expanded_url': 'https://www.paypal.me/emergencyK', 'display_url': 'paypal.me/emergencyK'}]}}",,https://pbs.twimg.com/profile_images/1389865575724109824/Ja9wnZyH_normal.jpg,1461924189187633158,K,4274399599,emergency_CNS
42,False,Chill....but not to the extent you'd freeze,False,https://t.co/5rAOaJ9Czg,"{'followers_count': 103, 'following_count': 369, 'tweet_count': 2187, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5rAOaJ9Czg', 'expanded_url': 'http://balasbroadcast.wordpress.com', 'display_url': 'balasbroadcast.wordpress.com'}]}}",Mumbai,https://pbs.twimg.com/profile_images/1423546848258650114/trNGCY42_normal.jpg,,BALASUNDARAM R,75746087,contking
43,False,"Tech, dig all things Martech, and despite the negative press the opinions are mine. Pro-democracy and a fan of hyperlinks. I retweet pi(e)",False,,"{'followers_count': 153, 'following_count': 1195, 'tweet_count': 2087, 'listed_count': 2}",,"Seattle, WA",https://pbs.twimg.com/profile_images/860757865765588992/5T6Iso87_normal.jpg,1029031070300221442,Paulb,422199026,PaulEBergman
44,False,Are you registered to vote?  She/Her,False,,"{'followers_count': 70, 'following_count': 227, 'tweet_count': 4102, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/466769969/twitterProfilePhoto_normal.jpg,,Hilary Goodrich,34699711,hilagee
45,False,音楽: Paul McCartney・The Beatles・野村義男は別格/読書/美術鑑賞/カトリック/その他、日常あれこれ。美味しいものの話も大好きです♡ (ex:camomile),False,,"{'followers_count': 1329, 'following_count': 1882, 'tweet_count': 128060, 'listed_count': 60}",,横浜市／心の故郷は、奈良県大和高田市,https://pbs.twimg.com/profile_images/885682001260421120/AZ9BPoH1_normal.jpg,,やまねこ,13423032,yama_neko
46,False,"@Report4America corps as @modbee health reporter 6/19 - 5/21, pediatrician + @AmerAcadPeds; I love Snoopy, LA and Hawaii! Tweets are my personal views.",False,https://t.co/TgLU4COYZU,"{'followers_count': 1219, 'following_count': 1596, 'tweet_count': 2813, 'listed_count': 30}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TgLU4COYZU', 'expanded_url': 'https://www.modbee.com/profile/231196918', 'display_url': 'modbee.com/profile/231196…'}]}, 'description': {'mentions': [{'start': 0, 'end': 15, 'username': 'Report4America'}, {'start': 25, 'end': 32, 'username': 'modbee'}, {'start': 77, 'end': 90, 'username': 'AmerAcadPeds'}]}}","Torrance, CA",https://pbs.twimg.com/profile_images/570633907125510144/08c8MQrR_normal.jpeg,,ChrisAnna Mink,3040001928,CMMink
47,False,"Dog loving, ScoMo hating Richmond nuffy",False,,"{'followers_count': 243, 'following_count': 544, 'tweet_count': 12075, 'listed_count': 0}",,Naarm,https://pbs.twimg.com/profile_images/1474832351498625024/es1Fydet_normal.jpg,,Mark,964031533202862081,marzephyr88
48,False,BSN • Psych Nurse,False,,"{'followers_count': 262, 'following_count': 143, 'tweet_count': 13404, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/1281045236953886721/BQnKtr8G_normal.jpg,,Torch szn 🔥,889979956331245569,bri_torch
49,False,,False,,"{'followers_count': 46, 'following_count': 179, 'tweet_count': 5516, 'listed_count': 2}",,,https://pbs.twimg.com/profile_images/1516691325327917060/9tkuTC9j_normal.jpg,,winterfell,1453476928652992512,natalia_yevsina
50,False,Regency/Age of Sail-related fan fiction and #SaveSanditon support. On AO3 as  LostInAGoodBook: https://t.co/OvDf5JPQC7,False,,"{'followers_count': 669, 'following_count': 632, 'tweet_count': 10950, 'listed_count': 2}","{'description': {'urls': [{'start': 95, 'end': 118, 'url': 'https://t.co/OvDf5JPQC7', 'expanded_url': 'https://archiveofourown.org/users/lost_in_a_good_book', 'display_url': 'archiveofourown.org/users/lost_in_…'}], 'hashtags': [{'start': 44, 'end': 57, 'tag': 'SaveSanditon'}]}}",USA,https://pbs.twimg.com/profile_images/1300542068947902464/S8sTMyr6_normal.jpg,1426668571858509829,Lost in a Good Fic,1300538959890710529,LostinaGoodFic
51,False,"19 | lesbian | genshin, idv and heartstopper | triple crowned albedo, miko and yanfei | toxic emily dyer fan | charlie spring kinner |",False,,"{'followers_count': 298, 'following_count': 352, 'tweet_count': 8316, 'listed_count': 0}",,They/Xem,https://pbs.twimg.com/profile_images/1520996445049995264/9Tx_mokb_normal.jpg,1483811440528134145,Jade / dan howell real??,1250738312324792320,lesbianyelan
