id,protected,verified,description,name,profile_image_url,url,public_metrics,username,location,entities,pinned_tweet_id
1.4207903541067203e+18,False,False,アイコンは知人に描いて頂きました。趣味は野球、ゲーム、読書、旅行、東方、ポケカ。Youtubeで動画も上げてる下手糞音ゲープレイヤー。動画と関係ない事もぶつくさ言ってますので皆様よろしくお願いします。音ゲーは大体結果の静止画をここに上げます。フォローされたら多分返します。ホーム写真は宗太郎駅,余暇YOKA,https://pbs.twimg.com/profile_images/1494253058204712965/05CxH5Gm_normal.jpg,https://t.co/Hn6Mwe0I0K,"{'followers_count': 108, 'following_count': 149, 'tweet_count': 2297, 'listed_count': 0}",YOKA12376016,日ノ本　九洲　隈元　御一夜市,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Hn6Mwe0I0K', 'expanded_url': 'https://youtube.com/channel/UCjF2uORkoNWJphMZZ_1us0Q', 'display_url': 'youtube.com/channel/UCjF2u…'}]}}",1.4393857493385544e+18
1.481291902217556e+18,False,False,"""If I were you, I'd realize that I.. love you more... than any other guy :(""🥭 •Personal and George harrison fan account 🪷 •Pls read Carrd (link down below",Rean / Rin🌹,https://pbs.twimg.com/profile_images/1505674398736556032/m0jge06c_normal.jpg,https://t.co/vNpkuWhWmt,"{'followers_count': 110, 'following_count': 290, 'tweet_count': 3180, 'listed_count': 4}",No54568310,ur heart❤,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vNpkuWhWmt', 'expanded_url': 'https://about-me-rean.carrd.co/', 'display_url': 'about-me-rean.carrd.co'}]}}",1.5153916987420058e+18
145725083.0,False,False,"バドミントンとプラモデルをこよなく愛する筋肉馬鹿。

ブログ「粗挽き」
https://t.co/9Dldcn2no3",GAP!,https://pbs.twimg.com/profile_images/679355164168335360/QTT8huyi_normal.png,,"{'followers_count': 822, 'following_count': 1561, 'tweet_count': 12187, 'listed_count': 24}",Gapogata,udon,"{'description': {'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/9Dldcn2no3', 'expanded_url': 'http://monjirou.blog31.fc2.com', 'display_url': 'monjirou.blog31.fc2.com'}]}}",8.250049629124403e+17
4865291.0,False,False,おなかゆるい子です でもよく食べます ↑の物置消えちゃったけど昔は差分屋さんなんかしてたね,sa kai、bs1、きよひこ他,https://pbs.twimg.com/profile_images/257027442/icon_sakai_normal.png,https://t.co/bLb536V4ap,"{'followers_count': 257, 'following_count': 337, 'tweet_count': 91513, 'listed_count': 33}",skidski,ハート様の肉の中,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bLb536V4ap', 'expanded_url': 'http://niigata.cool.ne.jp/bs1sabun/', 'display_url': 'niigata.cool.ne.jp/bs1sabun/'}]}}",
242427016.0,False,False,"THE SECRET NOTEBOOK (Capstone, 2020). Writes fiction with history and mystery. Sleep number 25. Dark choc and coffee #SCBWI, member of https://t.co/2U8fG8wcns.",D.A. D'Aurelio - Children's Author,https://pbs.twimg.com/profile_images/1516918396205600768/tHLWI7nh_normal.jpg,https://t.co/95nu7Dlkso,"{'followers_count': 1898, 'following_count': 2002, 'tweet_count': 1493, 'listed_count': 54}",dadaurelio,"Metro Atlanta, GA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/95nu7Dlkso', 'expanded_url': 'http://debbiedaurelio.com/', 'display_url': 'debbiedaurelio.com'}]}, 'description': {'urls': [{'start': 135, 'end': 158, 'url': 'https://t.co/2U8fG8wcns', 'expanded_url': 'http://middlegrademojo.com', 'display_url': 'middlegrademojo.com'}], 'hashtags': [{'start': 117, 'end': 123, 'tag': 'SCBWI'}]}}",
2427534295.0,False,False,"fully vaccinated（ふるちん）。きのこん文庫主宰（ひとり）。YB-1 fourとR15でどこまでも。VRCはじめました。アイコンの子は1/31生まれ。
Discord:TakeshiKinoyama#3461",きのぴっぴ,https://pbs.twimg.com/profile_images/1497897511314341892/2Gc2_zJz_normal.jpg,https://t.co/j1m8y1clfc,"{'followers_count': 367, 'following_count': 339, 'tweet_count': 103259, 'listed_count': 6}",kinoppoid,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/j1m8y1clfc', 'expanded_url': 'https://vrc.kinoko.pw/', 'display_url': 'vrc.kinoko.pw'}]}}",1.513002698869973e+18
90819797.0,False,False,I am staunchly pro-Oxford comma.,大川,https://pbs.twimg.com/profile_images/1344211966827528195/KbBFcLGG_normal.jpg,,"{'followers_count': 164, 'following_count': 97, 'tweet_count': 29626, 'listed_count': 17}",lifesucksyeah,,,
836946846.0,False,False,(　³△³  ).｡o,聡也,https://pbs.twimg.com/profile_images/1236301588710342656/GQivsw24_normal.jpg,https://t.co/RIpuo2zsIG,"{'followers_count': 456, 'following_count': 632, 'tweet_count': 23490, 'listed_count': 15}",NatunoSouya,しちゅうさんファンクラブ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RIpuo2zsIG', 'expanded_url': 'http://pixiv.net/member.php?id=4586760', 'display_url': 'pixiv.net/member.php?id=…'}]}}",1.2492568641239982e+18
1.5004368716375204e+18,False,False,,melody,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 81, 'listed_count': 0}",melody__nyan,,,
445433362.0,False,False,イブラヒモビッチ推しの雑多垢 Manchester City FC / 名古屋グランパス 触手同盟お絵描きポケモン,ズラたん＠DQ楽連♪,https://pbs.twimg.com/profile_images/1520440653398036485/EhIPzCut_normal.jpg,https://t.co/0D3BkWyr6i,"{'followers_count': 1795, 'following_count': 2951, 'tweet_count': 211732, 'listed_count': 52}",ibrahimovic190,ジュヒョウの国,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0D3BkWyr6i', 'expanded_url': 'https://www.pixiv.net/member.php?id=4491643', 'display_url': 'pixiv.net/member.php?id=…'}]}}",1.4859524699729633e+18
1.369453281479639e+18,False,False,地闢千秋日月山川同慶喜、門開萬福人天龍象任登臨 言葉と歴史と思想・丁寧な暮らし B4,4月は両立:;(∩´﹏`∩);:エリカてゃ🎀,https://pbs.twimg.com/profile_images/1371472056479408128/2qHHUqZG_normal.jpg,https://t.co/05g9CKmarc,"{'followers_count': 238, 'following_count': 204, 'tweet_count': 17744, 'listed_count': 0}",puellae_parvae,お気持ち表明/言語等々雑多垢,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/05g9CKmarc', 'expanded_url': 'https://peing.net/ja/puellae_parvae', 'display_url': 'peing.net/ja/puellae_par…'}]}}",1.521333865394049e+18
162729731.0,False,False,"ば
な
な",いっつん,https://pbs.twimg.com/profile_images/1520340578172829697/LEvwtJ_J_normal.jpg,,"{'followers_count': 456, 'following_count': 461, 'tweet_count': 54124, 'listed_count': 26}",aitataitachan,,,1.479676506586882e+18
622405387.0,False,False,"主に英語から日本語への翻訳を仕事にしています。
匿名でのご連絡はこちらから：https://t.co/GJA16vcecK",dmitsuzono,https://pbs.twimg.com/profile_images/2865312759/f7a7256642b41a1fb955e7e5aea33985_normal.png,,"{'followers_count': 214, 'following_count': 109, 'tweet_count': 28553, 'listed_count': 4}",dmitsuzono,東京,"{'description': {'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/GJA16vcecK', 'expanded_url': 'https://docs.google.com/forms/d/e/1FAIpQLSf2dkhx4lZZt3Aan5hFgRG0xciW9FByzCuXRYZg9YNqWQM-rQ/viewform?usp=sf_link', 'display_url': 'docs.google.com/forms/d/e/1FAI…'}]}}",
32723710.0,False,False,20↑ ほしいものリスト : https://t.co/4COi1SPWBU…,爆裂トマト,https://pbs.twimg.com/profile_images/902506692964868097/8_5OBVoj_normal.jpg,,"{'followers_count': 624, 'following_count': 1000, 'tweet_count': 566719, 'listed_count': 0}",extomato,,"{'description': {'urls': [{'start': 15, 'end': 38, 'url': 'https://t.co/4COi1SPWBU', 'expanded_url': 'http://amazon.co.jp/hz/wishlist/ls', 'display_url': 'amazon.co.jp/hz/wishlist/ls'}]}}",1.0833741571343647e+18
45346652.0,False,False,絵描き/Vtuber/イチナナVLiver/百合/ほいっぷキャンディproject/お仕事はDM、メアド等から/マダミス制作/Vtuber 卯沙美ゆい/2019年1月26日生B型/男の娘/個人勢/セルフ受肉/ボドゲ/マダミス/2.3/動画切抜可/通過済みマダミスは固ツイのリプ欄,Vtuber卯沙美ゆい (旧:わたるん) 新作マダミス「霊館の秘宝」販売開始 #絵仕事募集,https://pbs.twimg.com/profile_images/1414273990990843904/c1VNQTUA_normal.png,https://t.co/fZ3RtyJKdv,"{'followers_count': 2669, 'following_count': 791, 'tweet_count': 327084, 'listed_count': 168}",onewatarun,福岡市西区 創作民 ／ Vtuber／電脳空間,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fZ3RtyJKdv', 'expanded_url': 'https://www.youtube.com/channel/UCY60OC4PTNWWFp8vOHjD6Kg', 'display_url': 'youtube.com/channel/UCY60O…'}]}}",1.5218669102706196e+18
1416852025.0,False,False,水樹奈々さんが好きです。▷あいこん（@yuki_usa1111 ）／ へっだー（トジマリさん ）／ その他いろんなアイコンヘッダーその他諸々（@choruko_ika）,anchu*,https://pbs.twimg.com/profile_images/933727759259414528/loJMi55h_normal.jpg,,"{'followers_count': 378, 'following_count': 584, 'tweet_count': 89974, 'listed_count': 0}",axch1y_,こたつの中,"{'description': {'mentions': [{'start': 18, 'end': 31, 'username': 'yuki_usa1111'}, {'start': 71, 'end': 83, 'username': 'choruko_ika'}]}}",1.5026250062950236e+18
431308090.0,False,False,"📷🐎⛺🍙💪👟
↓メディア欄は雑多なのでコスピクセルを見てください🙏",れど,https://pbs.twimg.com/profile_images/1426586308265213954/QqKJJztl_normal.jpg,https://t.co/O6EkCMB54V,"{'followers_count': 388, 'following_count': 505, 'tweet_count': 72692, 'listed_count': 11}",LedByPi,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O6EkCMB54V', 'expanded_url': 'https://cos.guide/i/LedByPi', 'display_url': 'cos.guide/i/LedByPi'}]}}",1.5080627475229204e+18
930266780.0,False,False,"Seguidor a muerte del Athletic Club de Bilbao.
Adicto al fútbol.",Adri,https://pbs.twimg.com/profile_images/748502077568131072/cxr1HaKp_normal.jpg,,"{'followers_count': 114, 'following_count': 223, 'tweet_count': 3464, 'listed_count': 4}",AdriDGG85,Spain,,1.481374187218477e+18
1.2975441510436413e+18,False,False,this is just my worlde dump tbh,rainbowperson,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"{'followers_count': 3, 'following_count': 385, 'tweet_count': 335, 'listed_count': 0}",notawisewoman,,,
3123219690.0,False,False,#五等分の花嫁 #かぐや様は告らせたい #中野五月 #プリコネR 素敵なアイコンはフォロワーさんに描いていただきました。,中野おたる🍙,https://pbs.twimg.com/profile_images/1231384161568509954/iPMKWiCe_normal.jpg,https://t.co/w9t2BIJeUo,"{'followers_count': 2254, 'following_count': 1328, 'tweet_count': 172060, 'listed_count': 37}",tukai_ra,中野家のマンション29階,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/w9t2BIJeUo', 'expanded_url': 'http://www.shonenmagazine.com/smaga/gotoubun', 'display_url': 'shonenmagazine.com/smaga/gotoubun'}]}, 'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': '五等分の花嫁'}, {'start': 8, 'end': 19, 'tag': 'かぐや様は告らせたい'}, {'start': 20, 'end': 25, 'tag': '中野五月'}, {'start': 26, 'end': 32, 'tag': 'プリコネR'}]}}",1.0532999649257554e+18
1.257532356379857e+18,False,False,@chikuwalecker (Minecraft建築)のサブ / 限界歴史学者の日常 / 語学🇩🇪🇫🇷 / きれいなもの好きなもの / ドイツのこと / 阪神 / たまにつらみの谷 / ちくわ湯煎 / 写真練習中 / フォロバは知り合いだけ,ちくわおいしい（わーわーうるさい方）,https://pbs.twimg.com/profile_images/1519328735287160832/T_qwhT9l_normal.jpg,,"{'followers_count': 322, 'following_count': 317, 'tweet_count': 12466, 'listed_count': 4}",Kamabokolecker,ブロックの中,"{'description': {'mentions': [{'start': 0, 'end': 14, 'username': 'chikuwalecker'}]}}",1.3919683145035325e+18
130319908.0,False,False,"Biker, Guitarist, Husband, Father, Grandfather, Traveler. Not necessarily in that order.",The Decision,https://pbs.twimg.com/profile_images/1521348486767124480/mdzaVBvQ_normal.jpg,,"{'followers_count': 2902, 'following_count': 4282, 'tweet_count': 47003, 'listed_count': 8}",AKMarkB,"Anchorage, AK",,1.505311300854825e+18
609570013.0,False,False,"#antisurveillance #algorithmicjustice #digitalrights #opensource

now: Global Tech @Internews
b4: @numfocus, @harvard 
recovering philosophy professor

she/her","Gina Helfrich, Ph.D. - respect bodily autonomy",https://pbs.twimg.com/profile_images/1309508985582579712/4P1FYxjq_normal.jpg,,"{'followers_count': 2276, 'following_count': 1783, 'tweet_count': 271, 'listed_count': 182}",ginahelfrich,"Austin, TX","{'description': {'hashtags': [{'start': 0, 'end': 17, 'tag': 'antisurveillance'}, {'start': 18, 'end': 37, 'tag': 'algorithmicjustice'}, {'start': 38, 'end': 52, 'tag': 'digitalrights'}, {'start': 53, 'end': 64, 'tag': 'opensource'}], 'mentions': [{'start': 83, 'end': 93, 'username': 'Internews'}, {'start': 98, 'end': 107, 'username': 'numfocus'}, {'start': 109, 'end': 117, 'username': 'harvard'}]}}",1.4208360436208148e+18
1.0108754536770068e+18,False,False,🎌21歳/ミリシタイベントスコア1位最年少(ReTale)/♥@playboicarti,𖤐💜𖤐,https://pbs.twimg.com/profile_images/1522186878715572224/GVyuo75A_normal.jpg,,"{'followers_count': 180, 'following_count': 2065, 'tweet_count': 62141, 'listed_count': 9}",suisogenshi,ᡕᠵ᠊ᡃ່࡚ࠢ࠘ ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏,"{'description': {'mentions': [{'start': 31, 'end': 44, 'username': 'playboicarti'}]}}",1.520839224253358e+18
1452958236.0,False,False,"아름다운 밤 우린 춤을 추고
괴로운 밤 우린 꿈을 꾸네
야구계정: @ssuzuleagles
로오히(망령모임) 닉 졸린나무늘보",쓰즐,https://pbs.twimg.com/profile_images/1113345902398173185/Ovch7Yt6_normal.jpg,,"{'followers_count': 38, 'following_count': 58, 'tweet_count': 7362, 'listed_count': 0}",throazcysl,꿈나라,"{'description': {'mentions': [{'start': 37, 'end': 50, 'username': 'ssuzuleagles'}]}}",1.0513762508857958e+18
1693617894.0,False,False,かゐんです🌯,かゐん,https://pbs.twimg.com/profile_images/1450362897566081030/C9T6zVtv_normal.png,https://t.co/OUXH8N5KmG,"{'followers_count': 482, 'following_count': 298, 'tweet_count': 143599, 'listed_count': 40}",SakumaKain,チュニジア第三の都市,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OUXH8N5KmG', 'expanded_url': 'https://www.nicovideo.jp/mylist/54032007', 'display_url': 'nicovideo.jp/mylist/54032007'}]}}",1.5193682962438103e+18
233033031.0,False,False,"Expert on British & European royalty. Academic Librarian (BA, MLS) Author of Queen Victoria's Descendants. Blogger (Royal Musings & RBN Royal Book News) NATS!",Marlene Koenig 🇺🇸,https://pbs.twimg.com/profile_images/1734906577/cat_normal.jpg,https://t.co/Jgx0v7rO9d,"{'followers_count': 6058, 'following_count': 1966, 'tweet_count': 274533, 'listed_count': 161}",royalmusing,USA,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Jgx0v7rO9d', 'expanded_url': 'http://royalmusingsblogspotcom.blogspot.com/', 'display_url': 'royalmusingsblogspotcom.blogspot.com'}]}}",1.440111645683069e+18
1.1540123678959002e+18,False,False,I’m sexy,Diego Carney,https://pbs.twimg.com/profile_images/1411081892779155457/3F8u86i5_normal.jpg,,"{'followers_count': 309, 'following_count': 356, 'tweet_count': 15227, 'listed_count': 1}",dorashotcousin,🇵🇦 🇺🇸 ⚠️SPANGLISH⚠️,,1.342373768086356e+18
69885095.0,False,False,Empleada admistrativa... aburrido? A veces... Por ahora me permite juntar plata para viajar... no quiero casas ni autos ni nada... solo viajar!,Paula Tondina 💚,https://pbs.twimg.com/profile_images/1028028856580468736/FkW_9azW_normal.jpg,https://t.co/X5AfM3FukU,"{'followers_count': 135, 'following_count': 650, 'tweet_count': 2819, 'listed_count': 0}",Turquesa77,Capital Federal,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X5AfM3FukU', 'expanded_url': 'http://www.facebook.com/PaulaTondina', 'display_url': 'facebook.com/PaulaTondina'}]}}",
17093954.0,False,False,"Grad school prof, political progressive, unapologetic feminist, Sharp elbows and zero tolerance for stupidity. Opinions are my own.",Bobbi Nicholson,https://pbs.twimg.com/profile_images/1473453115751993349/E-4kMmxa_normal.jpg,,"{'followers_count': 294, 'following_count': 609, 'tweet_count': 9739, 'listed_count': 5}",CatuliRock,"ÜT: 38.383937,-81.796451",,
8.258093584749036e+17,False,False,La química y las movidas jajasi,silvia 🌿,https://pbs.twimg.com/profile_images/1394375739512926211/IFuY_0V-_normal.jpg,,"{'followers_count': 78, 'following_count': 226, 'tweet_count': 33849, 'listed_count': 0}",__sunflowers_,,,1.2435601604230308e+18
151035002.0,False,False,"CT125乗りのaikoジャンキー♪
またロードバイク買っちゃいました。。
最近観る将にハマり気味です",おるか,https://pbs.twimg.com/profile_images/1042456752900337665/OTulQGA3_normal.jpg,,"{'followers_count': 234, 'following_count': 278, 'tweet_count': 22871, 'listed_count': 12}",0range0rca15,きょーと,,
1644033960.0,False,False,,まちくま,https://pbs.twimg.com/profile_images/523769829077966851/4PHkYd1D_normal.jpeg,,"{'followers_count': 12, 'following_count': 38, 'tweet_count': 950, 'listed_count': 0}",machikuma_DX,,,
304777425.0,False,False,choose people who choose you🤍,abby carlton,https://pbs.twimg.com/profile_images/1515782267280494593/WJpeyiqv_normal.jpg,,"{'followers_count': 788, 'following_count': 150, 'tweet_count': 47394, 'listed_count': 0}",abby_carltonn,UOX,,1.1899841359154586e+18
1.185565063542788e+18,False,False,💕→@Chigusa_24zono/🎤→@DEMONDICEkaren 💘→@r_snsm/🎨→@piyo_hiyo222,た,https://pbs.twimg.com/profile_images/1520714852590784512/FA6pV7fX_normal.jpg,,"{'followers_count': 741, 'following_count': 727, 'tweet_count': 14076, 'listed_count': 9}",univerTatten,'21達人/1208(245),"{'description': {'mentions': [{'start': 2, 'end': 17, 'username': 'Chigusa_24zono'}, {'start': 20, 'end': 35, 'username': 'DEMONDICEkaren'}, {'start': 38, 'end': 45, 'username': 'r_snsm'}, {'start': 48, 'end': 61, 'username': 'piyo_hiyo222'}]}}",1.521009352714326e+18
1.4906693506591703e+18,False,False,,SA1,https://pbs.twimg.com/profile_images/1490669464480026627/uJAHC9Xw_normal.jpg,,"{'followers_count': 4, 'following_count': 332, 'tweet_count': 73, 'listed_count': 0}",SA1pasta,,,
7.242311883998413e+17,False,False,ｶﾓﾀｽです。最近はクトゥルフ(CoC)と仕事ばっかり https://t.co/WgBI48v0wt?amp=1 、https://t.co/gT1OzHG4JD ボイセメイン これ以上予定を入れるな,無職になる🦆,https://pbs.twimg.com/profile_images/1521832693557719040/_qf9_Rbv_normal.jpg,https://t.co/vwAuP9rDL6,"{'followers_count': 201, 'following_count': 360, 'tweet_count': 229078, 'listed_count': 15}",kmtssks,成人済腐,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vwAuP9rDL6'}]}}",1.51388996373751e+18
2397520382.0,False,False,,ban族,https://pbs.twimg.com/profile_images/1494001159299760129/7sIV2QMC_normal.jpg,,"{'followers_count': 218, 'following_count': 426, 'tweet_count': 62996, 'listed_count': 3}",Be_Crest,位置情報,,
158037763.0,False,False,"トレーニング続けてろ→@53wakka
V感想用→@taita1tai
表張り派",tyosu,https://pbs.twimg.com/profile_images/1473279934215102469/AUdN84IV_normal.png,,"{'followers_count': 621, 'following_count': 4831, 'tweet_count': 144404, 'listed_count': 35}",tyosu76,,"{'description': {'mentions': [{'start': 11, 'end': 19, 'username': '53wakka'}, {'start': 25, 'end': 35, 'username': 'taita1tai'}]}}",
1.0663546167684628e+18,False,False,,空空,https://pbs.twimg.com/profile_images/1066367213718822912/1k4Dn43s_normal.jpg,,"{'followers_count': 14, 'following_count': 510, 'tweet_count': 73, 'listed_count': 0}",EmptyEvent,,,
9.639883403357594e+17,False,False,((=ﾟｴﾟ=)),芹佳,https://pbs.twimg.com/profile_images/1468785051265421314/uyH6zXFB_normal.png,,"{'followers_count': 34, 'following_count': 256, 'tweet_count': 17157, 'listed_count': 0}",Serika_ZZT,,,
2148865465.0,False,False,チンパンジー界の天才,サウナ探偵,https://pbs.twimg.com/profile_images/1355481897724387329/3U8rBC-p_normal.jpg,https://t.co/xY9TM9hg4Y,"{'followers_count': 2107, 'following_count': 2474, 'tweet_count': 37872, 'listed_count': 13}",krsw_lapin,私立リリアン女学園,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xY9TM9hg4Y', 'expanded_url': 'http://line.me/S/sticker/1034626', 'display_url': 'line.me/S/sticker/1034…'}]}}",6.407575353649111e+17
1.2449539269289697e+18,False,False,,Lian,https://pbs.twimg.com/profile_images/1442840295964483597/K9fR8a1F_normal.jpg,,"{'followers_count': 1, 'following_count': 11, 'tweet_count': 162, 'listed_count': 0}",liancai0927,,,
288160236.0,False,False,Keep distance! HZM(公式) より命名。ベース弾いてます。ベスパ乗りです。やが民。ワクワクチンチン。,マーチャンダイジング堀込,https://pbs.twimg.com/profile_images/850223177401630724/NW0lSQlO_normal.jpg,,"{'followers_count': 1131, 'following_count': 1703, 'tweet_count': 166714, 'listed_count': 22}",hulkenciel,L'Arc-coon-City,,
168197731.0,False,False,"Retired former Educator in Southern NJ, now residing in Eastern Tennessee.  Father of 3, Eagle, Yankee, RU Fan",Chuck Morgan,https://pbs.twimg.com/profile_images/1219936374/rh_4_twitter_normal.png,,"{'followers_count': 52, 'following_count': 197, 'tweet_count': 1435, 'listed_count': 4}",morganchas,"Mooresburg, Tennessee",,
1.2443451113429115e+18,False,False,.・。.・.・ Juansguarnizo and Harry styles,Tsy,https://pbs.twimg.com/profile_images/1517171146327736322/esu2Nitf_normal.jpg,,"{'followers_count': 1072, 'following_count': 894, 'tweet_count': 35288, 'listed_count': 22}",renglab,potato ♡,,1.5176092846322524e+18
