id,protected,entities,url,name,location,description,public_metrics,username,profile_image_url,verified,pinned_tweet_id
164901064.0,False,,,Abi Zaid,"ÜT: 0.0,0.0",Specialize in failure,"{'followers_count': 124, 'following_count': 333, 'tweet_count': 2781, 'listed_count': 0}",yazidnec,https://pbs.twimg.com/profile_images/1022480325031550976/RbFIr8wd_normal.jpg,False,1.0355297335076741e+18
1.2290277604437402e+18,False,,,Dale,Hong Kong,Ja listen.,"{'followers_count': 149, 'following_count': 773, 'tweet_count': 2576, 'listed_count': 0}",ncakos316,https://pbs.twimg.com/profile_images/1518863722852216832/r5kr_CIL_normal.jpg,False,
9.683702868264878e+17,False,,,alan,"Dallas, TX",,"{'followers_count': 460, 'following_count': 373, 'tweet_count': 772, 'listed_count': 0}",mondedualan,https://pbs.twimg.com/profile_images/1519516142607425537/VkL7BDd__normal.jpg,False,
1.414064054646227e+18,False,,,🌙,Argentina,🐱🪡👩🏻‍🎨🪐🏳️‍🌈,"{'followers_count': 118, 'following_count': 133, 'tweet_count': 5653, 'listed_count': 0}",Beetlebum_14,https://pbs.twimg.com/profile_images/1513059524688678912/tGnc69gL_normal.jpg,False,1.5144294399369708e+18
1.0238688998661693e+18,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mqYgLnV1J4', 'expanded_url': 'https://soundcloud.app.goo.gl/9RfBAwLoCre3eT1U8', 'display_url': 'soundcloud.app.goo.gl/9RfBAwLoCre3eT…'}]}}",https://t.co/mqYgLnV1J4,alesha 🧸4 CHANEL DAY,22 mixed black,haechan’s peng ting | she/her,"{'followers_count': 2473, 'following_count': 1002, 'tweet_count': 249583, 'listed_count': 56}",fanxyheon,https://pbs.twimg.com/profile_images/1521496064762728448/VVavZKPg_normal.jpg,False,1.4287355908250706e+18
23343984.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ScNz5JoTCK', 'expanded_url': 'http://twpf.jp/mmmizuuu', 'display_url': 'twpf.jp/mmmizuuu'}]}, 'description': {'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/lpDmmBNQaQ', 'expanded_url': 'http://skeb.jp/@mmmizuuu', 'display_url': 'skeb.jp/@mmmizuuu'}, {'start': 56, 'end': 79, 'url': 'https://t.co/ScNz5JoTCK', 'expanded_url': 'http://twpf.jp/mmmizuuu', 'display_url': 'twpf.jp/mmmizuuu'}], 'mentions': [{'start': 82, 'end': 95, 'username': 'orehajiyuuda'}, {'start': 99, 'end': 108, 'username': '01_16_64'}]}}",https://t.co/ScNz5JoTCK,みずの,𝔏𝔦𝔪𝔟𝔬,"雑多オタク/成人　skeb　https://t.co/lpDmmBNQaQ　/　絵仕事募集　他ご依頼、詳細→　　https://t.co/ScNz5JoTCK　
🔞@orehajiyuuda / 💍@01_16_64","{'followers_count': 1090, 'following_count': 995, 'tweet_count': 113574, 'listed_count': 91}",mmmizuuu,https://pbs.twimg.com/profile_images/950650768272404480/q6IY7d7t_normal.jpg,False,1.1120379911600456e+18
1355793938.0,False,,,Anne Scott,"Wherever you go, there you are","Keep Calm & Let The Scientist Handle It • “Creativity is intelligence having fun."" A. Einstein • No DMs (if you do = block)","{'followers_count': 408, 'following_count': 1384, 'tweet_count': 8832, 'listed_count': 0}",in_my_opinion76,https://pbs.twimg.com/profile_images/1513660403523457033/IihtRHj8_normal.jpg,False,1.509309906523984e+18
1.3920596687892193e+18,False,,,데이비슨 점례,,피트 데이비슨 Pete Davidson,"{'followers_count': 6, 'following_count': 9, 'tweet_count': 382, 'listed_count': 0}",wego2470,https://pbs.twimg.com/profile_images/1501559040232464387/-6_A4ST2_normal.jpg,False,1.4881146840540488e+18
1264782091.0,False,,,Branislava,,CPA. Slightly fiber obsessed. Maker. Pointy sticks involved.,"{'followers_count': 51, 'following_count': 258, 'tweet_count': 1690, 'listed_count': 0}",radfoodgirl,https://pbs.twimg.com/profile_images/1144638883847639041/fipjnOs1_normal.jpg,False,
28670062.0,False,,,olivia,Hong Kong,Now a mummy and enjoying the new world of parenthood!,"{'followers_count': 26, 'following_count': 113, 'tweet_count': 871, 'listed_count': 1}",oliviayycheng,https://pbs.twimg.com/profile_images/3661649367/6db37f6e7ade1998488e510f5efbad03_normal.jpeg,False,
585024565.0,False,,,MFかっつー,Smokin' 千葉千葉,俺たちの芸術はライフスタイルだからさ🙋‍♀️,"{'followers_count': 165, 'following_count': 510, 'tweet_count': 10440, 'listed_count': 5}",realdjcuts,https://pbs.twimg.com/profile_images/1210030883446460416/rlBlCuTk_normal.jpg,False,
281946445.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/s94tnCR1QW', 'expanded_url': 'http://touch.pixiv.net/member.php?id=2392303', 'display_url': 'touch.pixiv.net/member.php?id=…'}]}}",https://t.co/s94tnCR1QW,稍,最近はトレセン学園,"舞鎮提督＆相模国審神者＆ヘッポコマスター＆下手くそ🐴トレーナー
推しのために生きているだけのクソオタク","{'followers_count': 43, 'following_count': 156, 'tweet_count': 28780, 'listed_count': 0}",y5a_y8a,https://pbs.twimg.com/profile_images/1454598723527655424/YWVBZHyM_normal.jpg,False,1.1719561136269435e+18
1107998401.0,False,,,まちゅらー,ｻｲﾀﾏ,"エクセルが嫌いです
遊戯王ときんモザと自転車とアウトドアと酒
PSNID m_tyura","{'followers_count': 587, 'following_count': 345, 'tweet_count': 214273, 'listed_count': 16}",m_tyura,https://pbs.twimg.com/profile_images/724455207925473280/0G4LerW1_normal.jpg,False,1.3069454580743004e+18
971016014.0,False,,,ちゅむ@単身赴任中,,ガチ社畜勢、いろいろとライトユーザー！ポケモンはむかーし生放送とかもしてたり…今はひっそりレート頑張る民、相棒はサンドパン　Amongus、スプラ、ウイイレ、うま娘、などなど！,"{'followers_count': 254, 'following_count': 266, 'tweet_count': 8291, 'listed_count': 5}",chum07393,https://pbs.twimg.com/profile_images/792979161941815296/ZP3QiOvU_normal.jpg,False,
1.4751447260136899e+18,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/irSb6qdhSc', 'expanded_url': 'https://boxd.it/2aTqx', 'display_url': 'boxd.it/2aTqx'}]}}",https://t.co/irSb6qdhSc,Carmen 🐞🐞,"Santiago, Chile",RT y reviews de LB,"{'followers_count': 13, 'following_count': 365, 'tweet_count': 365, 'listed_count': 0}",carmennomaas,https://pbs.twimg.com/profile_images/1475144902438797312/1JHgVe99_normal.jpg,False,
21373089.0,False,,,Ag3nda,,"Pronouns : nil/nothing
Don't ever refer to me","{'followers_count': 6, 'following_count': 155, 'tweet_count': 346, 'listed_count': 0}",Ag3nda,https://pbs.twimg.com/profile_images/97661123/triumphofdeath4_normal.JPG,False,
1.4464329434344612e+18,False,,,૮ ˃̵֊ ˂̵ ა,dnf,akun shitpost korea,"{'followers_count': 4, 'following_count': 73, 'tweet_count': 5355, 'listed_count': 0}",jiunlucu,https://pbs.twimg.com/profile_images/1523520687885160448/V6WOLBku_normal.jpg,False,
269120348.0,False,,,Camilo Enrique,,Con las cadenas que he roto me he forjado una espada.,"{'followers_count': 303, 'following_count': 533, 'tweet_count': 3907, 'listed_count': 1}",ZurdoAdiestrado,https://pbs.twimg.com/profile_images/1502341962669735941/AQplB1S-_normal.jpg,False,1.5107784149947924e+18
158717516.0,False,,,ゆーぎり,日本海溝、蛸壺。,ゆるふわ清純派。自分からはなかなか絡めないですシャイなんですごめんなさい。歴史好き。蛸の嫁。餅は砂糖、心太は黒蜜で,"{'followers_count': 482, 'following_count': 537, 'tweet_count': 285327, 'listed_count': 25}",Yufugiri082,https://pbs.twimg.com/profile_images/2664092210/39a804d59c6454cde49ab08157721d05_normal.png,False,1.2941068826053796e+18
547363098.0,False,,,𝙍𝙪𝙩𝙝 𝙑,"Columbus, OH",I cry while watching game shows. She/Her,"{'followers_count': 195, 'following_count': 495, 'tweet_count': 6570, 'listed_count': 3}",RuthsFoulBalls,https://pbs.twimg.com/profile_images/1342905726776315905/Lr8-Jtwu_normal.jpg,False,
7.271024348001116e+17,False,,,왕페이,,미래로 가는 왕페이,"{'followers_count': 891, 'following_count': 215, 'tweet_count': 37543, 'listed_count': 1}",wangfei_2016,https://pbs.twimg.com/profile_images/1395387900489990147/W5aHT1pf_normal.jpg,False,
105314281.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HUZl53I2dz', 'expanded_url': 'http://weheartit.com/ItsMeVale', 'display_url': 'weheartit.com/ItsMeVale'}]}}",https://t.co/HUZl53I2dz,Valentina U❁,Chile 🇨🇱,it's Evgeniya Startseva's world and we are just living in it • Beth Dutton supremacy ★ middle aged actresses enthusiast ★ films+series+deportes+política+etc,"{'followers_count': 1178, 'following_count': 1303, 'tweet_count': 114316, 'listed_count': 20}",ItsMeVale,https://pbs.twimg.com/profile_images/1518700246892564480/5PE2Qfel_normal.jpg,False,1.169124878177452e+18
17006767.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1iAEE3tHzg', 'expanded_url': 'http://www.lederon.blogspot.com', 'display_url': 'lederon.blogspot.com'}]}}",https://t.co/1iAEE3tHzg,Moshe Bar-Levy 💙💛,"London, UK","Wanderer, wonderer, dreamer, pretend thinker. Retired from London Underground. Speciality: broadcasting the non-events that dot my life.","{'followers_count': 78, 'following_count': 86, 'tweet_count': 5924, 'listed_count': 5}",YemoBar53,https://pbs.twimg.com/profile_images/1510630804833157120/C7Zxp_wi_normal.jpg,False,
57836699.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MNpi6Nee7X', 'expanded_url': 'http://instagram.com/djreeve_', 'display_url': 'instagram.com/djreeve_'}]}}",https://t.co/MNpi6Nee7X,JR ☻ #LeniKiko2022,South,c’est la vie ✨,"{'followers_count': 758, 'following_count': 291, 'tweet_count': 57807, 'listed_count': 0}",djreeve_,https://pbs.twimg.com/profile_images/1523696142927548416/WgHgBgWr_normal.jpg,False,1.3433517388881224e+18
354935447.0,False,,,𝖨𝖼𝖾 𝖢𝗋𝖾𝖺𝗆 𝖢𝖺𝗄𝖾 •͈ᴗ•͈,,Falling in love with a piano man 🎹🎤🎼🐰,"{'followers_count': 111, 'following_count': 373, 'tweet_count': 138955, 'listed_count': 0}",Bbbaiaiai,https://pbs.twimg.com/profile_images/1510937946555240449/GlGgHEfd_normal.jpg,False,
3096133454.0,False,,,Erizo,,,"{'followers_count': 22, 'following_count': 76, 'tweet_count': 117, 'listed_count': 0}",erizosw,https://pbs.twimg.com/profile_images/578160411939241984/xZ01dJDN_normal.jpeg,False,
1.384718985845887e+18,False,"{'description': {'hashtags': [{'start': 51, 'end': 65, 'tag': 'ランニングサークルヤドカリ'}, {'start': 66, 'end': 81, 'tag': 'ヤドカリくんトレーニング日誌'}, {'start': 82, 'end': 91, 'tag': 'ヤドカリスペース'}], 'mentions': [{'start': 96, 'end': 111, 'username': 'YadokariSala30'}]}}",,ヤドカリ松永サラサーティコットン,,"松永です。
先日、一緒に食事をした方に「コンビニ人間みたいだね」と言われました。

国内株/家庭菜園/#ランニングサークルヤドカリ/#ヤドカリくんトレーニング日誌 #ヤドカリスペース
サブ→　@YadokariSala30","{'followers_count': 499, 'following_count': 495, 'tweet_count': 19985, 'listed_count': 21}",Yadokari_Sala,https://pbs.twimg.com/profile_images/1501570415998935044/ftAUx6Gj_normal.jpg,False,1.4935539106611405e+18
1.467233564039254e+18,False,"{'description': {'hashtags': [{'start': 3, 'end': 7, 'tag': '68k'}, {'start': 11, 'end': 15, 'tag': 'FPL'}, {'start': 26, 'end': 30, 'tag': 'FUT'}, {'start': 33, 'end': 38, 'tag': 'MUFC'}], 'mentions': [{'start': 47, 'end': 63, 'username': 'ImperialCollege'}, {'start': 64, 'end': 68, 'username': 'UCL'}]}}",,tarek,,OR #68k in #FPL 2020/21 / #FUT / #MUFC / Alum: @ImperialCollege @UCL,"{'followers_count': 43, 'following_count': 167, 'tweet_count': 1275, 'listed_count': 0}",tarekptc,https://pbs.twimg.com/profile_images/1467239742454616065/Pnl42vRU_normal.jpg,False,1.4672506172656722e+18
3028567511.0,False,,,Chema,"SJ, Arg",23.,"{'followers_count': 635, 'following_count': 1058, 'tweet_count': 71453, 'listed_count': 5}",EmaCh98,https://pbs.twimg.com/profile_images/1468410220464545794/2jas5bVZ_normal.jpg,False,7.40643673399038e+17
196286939.0,False,,,David Normand,"Brisbane, Queensland",Director / Actor / Assistant Director Film Production (DGA) Stunt/Precision Driver (SAG),"{'followers_count': 111, 'following_count': 320, 'tweet_count': 2034, 'listed_count': 3}",bigdnorm,https://pbs.twimg.com/profile_images/1133286254/IMG_1788_normal.JPG,False,
2588380285.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JVhHcfr6cm', 'expanded_url': 'https://www.youtube.com/c/SkyEcho7', 'display_url': 'youtube.com/c/SkyEcho7'}]}, 'description': {'hashtags': [{'start': 8, 'end': 17, 'tag': 'IndyRef2'}, {'start': 26, 'end': 47, 'tag': 'ScottishIndependence'}, {'start': 56, 'end': 65, 'tag': 'StillYes'}, {'start': 110, 'end': 115, 'tag': 'ALBA'}, {'start': 116, 'end': 120, 'tag': 'SNP'}, {'start': 121, 'end': 127, 'tag': 'GREEN'}]}}",https://t.co/JVhHcfr6cm,SkyEcho7 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🦉,"Edinburgh SW, Scotland","🏴󠁧󠁢󠁳󠁣󠁴󠁿 #IndyRef2
🏴󠁧󠁢󠁳󠁣󠁴󠁿 #ScottishIndependence
🏴󠁧󠁢󠁳󠁣󠁴󠁿 #StillYes
*No Party or Organisation affiliation*
Vote
#ALBA
#SNP
#GREEN","{'followers_count': 653, 'following_count': 568, 'tweet_count': 21987, 'listed_count': 15}",SkyEcho7,https://pbs.twimg.com/profile_images/1282507387023306753/_cJr3FET_normal.jpg,False,7.462301783307428e+17
94918290.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0PdHWFjbcL', 'expanded_url': 'https://privatter.net/p/1128972', 'display_url': 'privatter.net/p/1128972'}]}}",https://t.co/0PdHWFjbcL,そ,射手座地属性水星人＋,お題を作ったり（URL）、短文をつくったり（モーメント）、絵を描いたり（メディア欄）する,"{'followers_count': 217, 'following_count': 184, 'tweet_count': 175864, 'listed_count': 7}",sr_noxz,https://pbs.twimg.com/profile_images/1408194399536779264/U14n1ki9_normal.jpg,False,1.1192460411050967e+18
22173832.0,False,,,💃🏻 Katie Gingell 💃🏻,"Bristol, England",💕 mummy to 3 beautiful girls & frank the cat 🐈 and wifey to lovely Andrew💕,"{'followers_count': 120, 'following_count': 2148, 'tweet_count': 8769, 'listed_count': 34}",KatieVGingell,https://pbs.twimg.com/profile_images/1519429980849119235/TglQXrp7_normal.jpg,False,
8.26400541152596e+17,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZpB4fQXymK', 'expanded_url': 'http://lanzule.co.uk', 'display_url': 'lanzule.co.uk'}]}, 'description': {'hashtags': [{'start': 0, 'end': 14, 'tag': 'Climatechange'}]}}",https://t.co/ZpB4fQXymK,Lanre S.,"Abuja, Nigeria",#Climatechange,"{'followers_count': 107, 'following_count': 1013, 'tweet_count': 1945, 'listed_count': 5}",LanSQ21,https://pbs.twimg.com/profile_images/1475949267508412418/OI8uNL4P_normal.jpg,False,
502880678.0,False,,,Aaron Mah,Malaysia,,"{'followers_count': 137, 'following_count': 203, 'tweet_count': 1279, 'listed_count': 1}",aaronmah93,https://pbs.twimg.com/profile_images/734652197187751938/craEK_su_normal.jpg,False,
1145391738.0,False,,,🦍 ゴリちゃん,,ใครแคปทวิตเราไปลงที่ใดก็ตาม ให้เราอนุญาตก่อนนะคะ ถ้าไม่ขอจะคิดเงินทุกกรณี,"{'followers_count': 67, 'following_count': 461, 'tweet_count': 61526, 'listed_count': 4}",gori_chaaaan,https://pbs.twimg.com/profile_images/1270083622997864452/P4Q7bTgR_normal.jpg,False,1.516432846801539e+18
2937533291.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eISHakfpUr', 'expanded_url': 'http://www.web.archive.org/web/20210501025431/https://www.bloodycanvas.net/author/jramirez/', 'display_url': 'web.archive.org/web/2021050102…'}]}}",https://t.co/eISHakfpUr,VonWeeden🛑,On an oblate spheroid,"I'd Rather Work With Rocks Instead of People.

University of Arizona alumni - Geologist- BSc. Geosciences; Ex-MMA journalist","{'followers_count': 2266, 'following_count': 2229, 'tweet_count': 23006, 'listed_count': 5}",Von_Weeden,https://pbs.twimg.com/profile_images/1495822182198374400/i_idrQi3_normal.jpg,False,
9.476351684451082e+17,False,,,Brian Robinson,"Scotland, United Kingdom","Not the Messiah......... 👼
just looking for my piece of happiness, let me know if you find it 😝
 snap bejayar","{'followers_count': 159, 'following_count': 257, 'tweet_count': 53263, 'listed_count': 0}",Brian_Robinson4,https://pbs.twimg.com/profile_images/1267523895474696193/6BBsx3LT_normal.jpg,False,1.1654534299988337e+18
1.2278712971805123e+18,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q2Gf2FYSJI', 'expanded_url': 'http://squeezedmylemons.com', 'display_url': 'squeezedmylemons.com'}]}}",https://t.co/q2Gf2FYSJI,KyivWilliams,South Londinium,"PUBLIC FIG ROLL EATER. Limoncello breeder, tennissy, strawberry shepherd, vid shitter, sporadic runner, sciencey, weights, politicky, shite...
🎾😬👹🥃🎥🌹🍋","{'followers_count': 81, 'following_count': 566, 'tweet_count': 6167, 'listed_count': 0}",KevPeaWilliams,https://pbs.twimg.com/profile_images/1497132970246823961/ibVmOuD2_normal.jpg,False,1.4839392073662505e+18
3021282381.0,False,"{'description': {'hashtags': [{'start': 15, 'end': 26, 'tag': '温泉むすめありがとう'}, {'start': 75, 'end': 90, 'tag': 'これからもゆりか組としてもな'}]}}",,ぼのたん,雑多垢／広州や香港,ともりる／ざいちゃん／勇者部／#温泉むすめありがとう／CUE!＆D+／プロセカ／日本語勉強中／無言フォロー無言いいねすみません／ゆりしぃ☆ありがとう！#これからもゆりか組としてもな,"{'followers_count': 296, 'following_count': 3123, 'tweet_count': 10313, 'listed_count': 9}",19nikotorin,https://pbs.twimg.com/profile_images/1246522054095941632/cNF5MiFW_normal.jpg,False,
108198977.0,False,,,Rine 💙💛 🐝🐺🐻💪✍️🌳🍁🌾,Paris,"Gauche. Écolo. Ciné. Littérature
Mastodon : CathH","{'followers_count': 680, 'following_count': 594, 'tweet_count': 67692, 'listed_count': 17}",Rinecathe,https://pbs.twimg.com/profile_images/1522706868434616322/Y5jh8TFe_normal.jpg,False,1.4769686630854205e+18
3754114582.0,False,"{'description': {'mentions': [{'start': 51, 'end': 64, 'username': 'shxx131bi131'}]}}",,Proud Bibliophile✵ 🆔 🇿🇦,South Africa,"Proud Book Lover.
Bad Buddy):)🏳️‍🌈
💗💜💙
Fandoms: ID(@shxx131bi131's fan) & Mixer.
Half-Blood, Potterhead, Angel(Malec, Izzy)... etc.","{'followers_count': 299, 'following_count': 520, 'tweet_count': 19666, 'listed_count': 4}",Proud_HalfBlood,https://pbs.twimg.com/profile_images/1520902779493138432/XhAr3Jed_normal.jpg,False,
138940576.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3JTeRuJeKJ', 'expanded_url': 'https://www.pinterest.com/iittalyota/', 'display_url': 'pinterest.com/iittalyota/'}]}, 'description': {'hashtags': [{'start': 22, 'end': 27, 'tag': 'COYS'}, {'start': 30, 'end': 39, 'tag': 'Natitude'}, {'start': 42, 'end': 50, 'tag': 'ALLCAPS'}, {'start': 53, 'end': 65, 'tag': 'TakeCommand'}, {'start': 68, 'end': 79, 'tag': 'DCaboveAll'}, {'start': 95, 'end': 104, 'tag': '江原美希はいいぞ'}]}}",https://t.co/3JTeRuJeKJ,Ryota💉💉💉,"Tokyo, Formerly in DC",Father of daughters / #COYS / #Natitude / #ALLCAPS / #TakeCommand / #DCaboveAll / 上原ひろみ / F1 / #江原美希はいいぞ / Sacai / Keio SFC / Strategy / Digital transformation,"{'followers_count': 707, 'following_count': 873, 'tweet_count': 58822, 'listed_count': 25}",iittalyota,https://pbs.twimg.com/profile_images/1421208585510342656/-i8FH-kl_normal.jpg,False,1.1815005043602637e+18
