,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,pinned_tweet_id,entities
10,light_knight 🇺🇦,,False,https://pbs.twimg.com/profile_images/1209101054622806016/7O2xnLIH_normal.jpg,1207817396213424134,light_knight_hh,"{'followers_count': 178, 'following_count': 781, 'tweet_count': 6774, 'listed_count': 0}","Bekennender „Augenmensch“, Photograph, liebt das Schöne, Sinnliche, Verruchte * Im Herzen Kindskopf mit Begeisterung und Experimentierfreude * BDSMaffin,er/he",False,"Hamburg, Deutschland",,
11,Coach Bass,https://t.co/RBXnnchVJe,False,https://pbs.twimg.com/profile_images/1486730683208716289/kEEfcIiD_normal.jpg,41248571,vandyfan13,"{'followers_count': 1961, 'following_count': 2179, 'tweet_count': 49587, 'listed_count': 28}","@NCSTrailblazers Football/Boys' Volleyball Coach

-1 Peter 3:15-

#8ManFootball

My tweets are my own.",False,"Kansas City, MO",1496158363150921733,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RBXnnchVJe', 'expanded_url': 'https://www.maxpreps.com/high-schools/northland-christian-(kansas-city,mo)/football/schedule.htm', 'display_url': 'maxpreps.com/high-schools/n…'}]}, 'description': {'hashtags': [{'start': 66, 'end': 79, 'tag': '8ManFootball'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'NCSTrailblazers'}]}}"
12,"John ""Vaccinated 5G Hotspot"" Grossund (@ 🏡)",,False,https://pbs.twimg.com/profile_images/1353739233123471366/VMukTyl-_normal.jpg,815970620366356481,JGrossund,"{'followers_count': 633, 'following_count': 1209, 'tweet_count': 36630, 'listed_count': 1}",I try to #FollowBack people who follow me and look 'legit' (Lots of numbers likely won't follow) but I may make mistakes.  Apologies in advance.,False,"Sunny, Front Range, CO. ",1278664513269555205,"{'description': {'hashtags': [{'start': 9, 'end': 20, 'tag': 'FollowBack'}]}}"
13,Meghan Hoover (she/her),https://t.co/LJjwFhrwN9,False,https://pbs.twimg.com/profile_images/561373407468871680/aIbxRAlx_normal.jpeg,186668064,megH0501,"{'followers_count': 344, 'following_count': 836, 'tweet_count': 8416, 'listed_count': 6}",a lot of retweets. #buckeyenation #blacklivesmatter,False,"Santa Monica, CA",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LJjwFhrwN9', 'expanded_url': 'http://www.paperandarrow.com', 'display_url': 'paperandarrow.com'}]}, 'description': {'hashtags': [{'start': 19, 'end': 33, 'tag': 'buckeyenation'}, {'start': 34, 'end': 51, 'tag': 'blacklivesmatter'}]}}"
14,KWAM3🇬🇭,https://t.co/QcMjW4rSJu,False,https://pbs.twimg.com/profile_images/1521577361673699329/3vjrq7Vg_normal.jpg,253716821,Jason92HT_,"{'followers_count': 211, 'following_count': 256, 'tweet_count': 64196, 'listed_count': 16}",A Absolutely Stupendous Confectionery | #BlackLivesMatter #EndSARS,False,"London, England",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QcMjW4rSJu', 'expanded_url': 'https://blacklivesmatters.carrd.co', 'display_url': 'blacklivesmatters.carrd.co'}]}, 'description': {'hashtags': [{'start': 40, 'end': 57, 'tag': 'BlackLivesMatter'}, {'start': 58, 'end': 66, 'tag': 'EndSARS'}]}}"
15,💥💥BUY MY ZINE🥩🔪 link in bio!,https://t.co/bbX23kyVJT,False,https://pbs.twimg.com/profile_images/1299807432592547840/4vna5Jdp_normal.jpg,1225517739042844694,bangbangbeefke1,"{'followers_count': 1198, 'following_count': 597, 'tweet_count': 27632, 'listed_count': 7}",NSFW Klance Writer 💙❤️🏳️‍🌈l Bi-Demi | 30s | she/her | Age in bios if you want to follow! | 💙to @keefie6’s❤️ STORE: https://t.co/fLf5MzkSta,False,Space,1515505975880519692,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bbX23kyVJT', 'expanded_url': 'https://linktr.ee/ChillyBang', 'display_url': 'linktr.ee/ChillyBang'}]}, 'description': {'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/fLf5MzkSta', 'expanded_url': 'http://chillybang.bigcartel.com', 'display_url': 'chillybang.bigcartel.com'}], 'mentions': [{'start': 95, 'end': 103, 'username': 'keefie6'}]}}"
16,Steve Sprecher,,False,https://pbs.twimg.com/profile_images/615985054909599744/dBizOLi9_normal.jpg,1659073500,sprechdaddy,"{'followers_count': 211, 'following_count': 272, 'tweet_count': 1709, 'listed_count': 1}","Blessed husband and father of 3 amazing kids. Love God, sports, and craft beer. Kettering University (GMI), IU School of Law. Labor Relations/HR
Professional",False,"Lebanon, IN",,
17,Negative Creep 🇵🇱 🇺🇦,,False,https://pbs.twimg.com/profile_images/1496295802318303232/BKn0qJZm_normal.jpg,30095732,cms66,"{'followers_count': 539, 'following_count': 23, 'tweet_count': 93490, 'listed_count': 16}","The hardest thing to explain is the glaringly evident which everybody has decided not to see
Parler  @cms666",False,,1198949650553823232,"{'description': {'mentions': [{'start': 101, 'end': 108, 'username': 'cms666'}]}}"
18,Mandolyn Hicks 🌻,,False,https://pbs.twimg.com/profile_images/1517429837102673921/MWI-9zsg_normal.jpg,28733329,mandolynhicks,"{'followers_count': 216, 'following_count': 1237, 'tweet_count': 4809, 'listed_count': 1}",Wine loving momma to a kitty. 🐈‍⬛,False,"Martinez, CA",,
19,Korey Hanover,https://t.co/7psPziiFts,False,https://pbs.twimg.com/profile_images/1034472850269396992/Ko9D5zcw_normal.jpg,141467433,KoreyHanover,"{'followers_count': 408, 'following_count': 375, 'tweet_count': 11355, 'listed_count': 4}",Turning lemonade into lemons since 1996,False,"Owasso, OK",1442546592838402060,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7psPziiFts', 'expanded_url': 'http://imnotcomplainingblog.wordpress.com', 'display_url': 'imnotcomplainingblog.wordpress.com'}]}}"
20,まさぼ.TEA,https://t.co/se9UNsRhph,False,https://pbs.twimg.com/profile_images/1245372906848190464/H-bdzk3h_normal.jpg,1239052417334820867,masabonnu_,"{'followers_count': 155, 'following_count': 177, 'tweet_count': 5053, 'listed_count': 2}",TEAの代表です。 wana paty,False,つくば 🍵 CE,1518233483847831552,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/se9UNsRhph', 'expanded_url': 'https://www.powerlanguage.co.uk/wordle/', 'display_url': 'powerlanguage.co.uk/wordle/'}]}}"
21,Kya Jones,,False,https://pbs.twimg.com/profile_images/1485381058963165185/1Ahh6-rC_normal.jpg,1276607944688316422,KyaJones19,"{'followers_count': 1, 'following_count': 84, 'tweet_count': 276, 'listed_count': 0}",🤍Bin🥶,False,,,
22,かたたぽ,,False,https://pbs.twimg.com/profile_images/1227812795472723974/5TXR7iFy_normal.jpg,121422973,katatapo,"{'followers_count': 109, 'following_count': 142, 'tweet_count': 132649, 'listed_count': 7}","うんこツイートばっかりする空リプer、非フォロー推奨。
ゴリラの檻に迷い込んだ知り合いにはうんこぶつけに行きます。",False,地下深くか分厚い壁の中,661633048316801024,
23,Ferran Invernon,https://t.co/MiU4P4jUvy,False,https://pbs.twimg.com/profile_images/1084189117410410498/_qD2-s-r_normal.jpg,168115329,Ferranin,"{'followers_count': 3042, 'following_count': 3582, 'tweet_count': 13665, 'listed_count': 98}", #COO @Clinmoo / #Marketing / #PPC / #instagram / #Linkedin: https://t.co/HvsuzBRR4J,False,Barcelona,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MiU4P4jUvy', 'expanded_url': 'https://Instagram.com/ferranin', 'display_url': 'Instagram.com/ferranin'}]}, 'description': {'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/HvsuzBRR4J', 'expanded_url': 'http://es.linkedin.com/in/ferraninvernongimenez', 'display_url': 'es.linkedin.com/in/ferraninver…'}], 'hashtags': [{'start': 2, 'end': 6, 'tag': 'COO'}, {'start': 18, 'end': 28, 'tag': 'Marketing'}, {'start': 31, 'end': 35, 'tag': 'PPC'}, {'start': 38, 'end': 48, 'tag': 'instagram'}, {'start': 51, 'end': 60, 'tag': 'Linkedin'}], 'mentions': [{'start': 7, 'end': 15, 'username': 'Clinmoo'}]}}"
24,Cooking Mama,,False,https://pbs.twimg.com/profile_images/1310618345859883008/JTou7Geb_normal.jpg,951246169,mamamareeuh,"{'followers_count': 439, 'following_count': 1009, 'tweet_count': 15163, 'listed_count': 10}",• weeb • retired powerlifter • dog whisperer • •genshin impact • jjba • yakuza• ____________________________________________ #StopAsianHate #BlackLivesMatter,False,she/her 28,1512887145551257609,"{'description': {'hashtags': [{'start': 125, 'end': 139, 'tag': 'StopAsianHate'}, {'start': 140, 'end': 157, 'tag': 'BlackLivesMatter'}]}}"
25,Helen Digby,https://t.co/eHkexQKiAd,False,https://pbs.twimg.com/profile_images/465478657285189633/iG0OIfCg_normal.jpeg,22479218,diggers27,"{'followers_count': 534, 'following_count': 455, 'tweet_count': 11814, 'listed_count': 74}","Long time teacher (quarter century in  2015), Principal, crafter, couchpeloton rider, lifelong learner!",False,"Melbourne, Victoria, Australia",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eHkexQKiAd', 'expanded_url': 'https://diggers27.wordpress.com/', 'display_url': 'diggers27.wordpress.com'}]}}"
26,Drew Breezy,https://t.co/bB1atyM8jc,False,https://pbs.twimg.com/profile_images/1456040386728759296/XtNOSDYA_normal.jpg,556601916,itzBreezy,"{'followers_count': 76, 'following_count': 106, 'tweet_count': 6919, 'listed_count': 1}",Just another paper cut survivor.  https://t.co/szs9dyXDw2,False,NY ✈️ Houston,1369039916991152128,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bB1atyM8jc', 'expanded_url': 'http://instagram.com/itzBreezy', 'display_url': 'instagram.com/itzBreezy'}]}, 'description': {'urls': [{'start': 34, 'end': 57, 'url': 'https://t.co/szs9dyXDw2', 'expanded_url': 'http://twitch.tv/itzBreezyy_', 'display_url': 'twitch.tv/itzBreezyy_'}]}}"
27,Theresa LeBlanc 🇺🇦I support Ukraine🇺🇦,,False,https://pbs.twimg.com/profile_images/1471522302978367495/TH61NCCH_normal.jpg,902461658,tal59grace,"{'followers_count': 183, 'following_count': 857, 'tweet_count': 13380, 'listed_count': 1}","Jesus follower.  I love the Word of God.  I support love, acceptance, diversity, unity, respect, justice, non-violence, mercy, grace & God’s Word.",False,,1510277930349387777,
28,ndnickerson 😷💐💙💛,,False,https://pbs.twimg.com/profile_images/1725908984/nrrrdy-grrrl-nd_normal.png,16392956,ndnickerson,"{'followers_count': 316, 'following_count': 732, 'tweet_count': 60555, 'listed_count': 19}","@RomancingNancy host. she/her. fangirl: nancy drew, mst3k, addams family. asexual. nerd. politically, left.",False,USA,1321585028397228032,"{'description': {'mentions': [{'start': 0, 'end': 15, 'username': 'RomancingNancy'}]}}"
29,Natalie Hay,,False,https://pbs.twimg.com/profile_images/2567719107/image_normal.jpg,797287440,nhay89,"{'followers_count': 177, 'following_count': 526, 'tweet_count': 4443, 'listed_count': 5}",,False,,,
30,Andrés Rojas ®,https://t.co/hnikx2Jf0n,False,https://pbs.twimg.com/profile_images/1504416762158194690/yJjtt5_8_normal.jpg,96889529,anndresrojass,"{'followers_count': 4425, 'following_count': 4589, 'tweet_count': 196400, 'listed_count': 35}","Cómo todos no más, loco de repente, Hincha del CSD Colo Colo, chelero, trato de ser justo en este mundo, hay que hacer siempre el 1-0 antes del 2-0 🏳️🏴🤟🏻",False,"Ñuñossëldorf, RFÑ 🤷🏻‍♂️",1489955263176130561,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hnikx2Jf0n', 'expanded_url': 'http://instagram.com/anndresrojass', 'display_url': 'instagram.com/anndresrojass'}]}}"
31,NoHoes Aaron,,False,https://pbs.twimg.com/profile_images/1521568132690853891/dmj6pSMg_normal.jpg,2317320413,AaronnGarciaaaa,"{'followers_count': 348, 'following_count': 296, 'tweet_count': 61805, 'listed_count': 4}",Reality is just the shape of the world and how you perceive it.,False,"Brooklyn, NY ",1267857916608024576,
32,Ariana Layla ✨,,False,https://pbs.twimg.com/profile_images/1522460061095841792/wV66FAru_normal.jpg,960948927213252610,alayla111,"{'followers_count': 1161, 'following_count': 1304, 'tweet_count': 10404, 'listed_count': 0}","Voy siempre primera, nunca secondary✨ #Eurofán 🎧⚽️🇪🇺🌈 🗣🇪🇸🇬🇧",False,Europe 💙💛,,"{'description': {'hashtags': [{'start': 38, 'end': 46, 'tag': 'Eurofán'}]}}"
33,Rhonda Smith,,False,https://pbs.twimg.com/profile_images/468952622876332032/yDLaNK7M_normal.jpeg,67431756,seriouslysmith,"{'followers_count': 98, 'following_count': 103, 'tweet_count': 196, 'listed_count': 1}",,False,,,
34,striker＠,,False,https://pbs.twimg.com/profile_images/884063715368198144/INl6ll7e_normal.jpg,1407011192,striker25157698,"{'followers_count': 1932, 'following_count': 669, 'tweet_count': 89461, 'listed_count': 11}",エロゲを嗜む程度にやってます．好きなエロゲ声優は有栖川みや美さんとみるさん．好きな歌手は佐倉紗織さん，大島はるなさん，橋本みゆきさん，薬師るりさんです．アズールレーンとアークナイツやってます．よろしくお願いします．（2020年3月28日更新,False,ロドス,,
35,宮田,https://t.co/lwlt1qZWZ1,False,https://pbs.twimg.com/profile_images/1309743466046394371/g6PjVdHJ_normal.jpg,24861071,miyata35,"{'followers_count': 774, 'following_count': 1752, 'tweet_count': 271059, 'listed_count': 40}",IQ 115😑 ADHDのWEB系ゾンビ!! プロレスとカラオケと映画!! 手が空いてれば紙ものイラストWebサイト何でもやるのでお声がけください😉😉😉 Unicode13🤭🫢統一おめでとう,False,TOKYO,1125200123108007936,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lwlt1qZWZ1', 'expanded_url': 'https://suzuri.jp/miyata35', 'display_url': 'suzuri.jp/miyata35'}]}}"
36,Your Gay Awakening,,False,https://pbs.twimg.com/profile_images/1348046972893208576/SYJLlioe_normal.jpg,791799329342230528,thetubbyvegan,"{'followers_count': 35, 'following_count': 210, 'tweet_count': 3152, 'listed_count': 0}",this is a gmm Stan account . they/them,False,,1477786852836974593,
37,るーく,https://t.co/B4r5yRXFk8,False,https://pbs.twimg.com/profile_images/1398656856931717122/tZ3_MTtv_normal.png,115095048,Lucariolukun,"{'followers_count': 1210, 'following_count': 1231, 'tweet_count': 188063, 'listed_count': 54}",るーくです。ゲーセンでは半袖で遊んでる人。Lv50にイージー付けられない程度の97.81ポッパー。後で見ようでブクマに入れて忘れがち。最近はワーフリ(所持率98%↑)/ポケモンユナイト/マスターデュエルにハマり中。アイコンはワーフリの推し、ミアちゃん,False,名古屋市内のどこか,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/B4r5yRXFk8', 'expanded_url': 'http://twpf.jp/Lucariolukun', 'display_url': 'twpf.jp/Lucariolukun'}]}}"
38,~,,False,https://pbs.twimg.com/profile_images/1443087979442937857/txF90fxl_normal.jpg,22600644,elenicarpenter,"{'followers_count': 230, 'following_count': 671, 'tweet_count': 26901, 'listed_count': 8}",,False,"Perth, Australia",,
39,コウタロウ,https://t.co/2yFABtqYOq,False,https://pbs.twimg.com/profile_images/1059817429851955202/wa7Arct7_normal.jpg,502539748,kotaro_pkmn,"{'followers_count': 338, 'following_count': 230, 'tweet_count': 75487, 'listed_count': 13}",クソデカ阪クソデカ学ポケモンだいすきクラブオーキ堂OBのポケモンバトルえんぴつファッションガチエンジョイエアプ勢,False,Tiksi branch(和:ポナヤツングスカ支店),818075315549282305,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2yFABtqYOq', 'expanded_url': 'http://www.tiksi.ru/', 'display_url': 'tiksi.ru'}]}}"
40,Ankush Roy,,False,https://pbs.twimg.com/profile_images/568813864288940033/IBeoPmjr_normal.jpeg,207167608,royankush,"{'followers_count': 153, 'following_count': 483, 'tweet_count': 892, 'listed_count': 0}",A passionate programmer,False,"Bhilai, India",636151642077941760,
41,The_innkeeper,,False,https://pbs.twimg.com/profile_images/940981942614237185/ie40sS0Y_normal.jpg,940965351436800000,keeper_of_inns,"{'followers_count': 309, 'following_count': 334, 'tweet_count': 27290, 'listed_count': 1}","Dad.
Engineer. Likes Rocket Engines.
Navy Vet. Expect cussing.",False,,1060273880093339648,
42,Chris McElroy,,False,https://pbs.twimg.com/profile_images/1501411834544459779/mNK0a2xN_normal.jpg,45503214,csmcelroy,"{'followers_count': 123, 'following_count': 664, 'tweet_count': 1609, 'listed_count': 0}",,False,"Columbia, South Carolina",,
43,KRSTN,,False,https://pbs.twimg.com/profile_images/1150923785710604288/QuLVojAz_normal.jpg,82397360,kwistintan,"{'followers_count': 112, 'following_count': 578, 'tweet_count': 2472, 'listed_count': 0}",procrastinator. occasionally harsh. expert at eye rolling. mastered the art of sarcasm.,False,,,
44,ja9,,False,https://pbs.twimg.com/profile_images/1520411818321379328/muluyUUi_normal.jpg,31435663,stagerightready,"{'followers_count': 378, 'following_count': 391, 'tweet_count': 34492, 'listed_count': 4}","Stage Manager. i judge a book by its cover sometimes. self-proclaimed pretentious. in theory, i'm an organized person. weakness: hallmark channel romcoms",False,somewhere over the rainbow,1467495659121299462,
45,ClarAlcalde,,False,https://pbs.twimg.com/profile_images/888844878435807235/NagXLEtT_normal.jpg,517957815,Claralcalde,"{'followers_count': 31, 'following_count': 92, 'tweet_count': 1241, 'listed_count': 1}","Bla,bla,bla...Asi soy yo.",False,Madrid,,
46,lucks 🙇🏼‍♂️,,False,https://pbs.twimg.com/profile_images/1296465450772070400/MDCvjt7E_normal.jpg,279396455,jordanlucki,"{'followers_count': 266, 'following_count': 1138, 'tweet_count': 45601, 'listed_count': 1}",smd 🥷🏿,False,Jamaica,1345891508122251264,
47,進輝/の-化石,,False,https://pbs.twimg.com/profile_images/1509919953645760515/I9omM8IP_normal.jpg,1334126565588750337,Psychic_Duosion,"{'followers_count': 150, 'following_count': 393, 'tweet_count': 3920, 'listed_count': 2}","夢か現か。
誰も知らない。",False,えほん。,1458763678140878848,
48,Useless But Fun,https://t.co/A5vvm8wAW1,False,https://pbs.twimg.com/profile_images/1520506688763310081/JMtZad8F_normal.jpg,323950660,heradasha,"{'followers_count': 549, 'following_count': 342, 'tweet_count': 95872, 'listed_count': 10}",Bi. She/her/hers,False,Flavortown,1391500218449940480,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/A5vvm8wAW1', 'expanded_url': 'https://bit.ly/3f5EyXc', 'display_url': 'bit.ly/3f5EyXc'}]}}"
49,けめた,https://t.co/kxVVlXkMOL,False,https://pbs.twimg.com/profile_images/1480219314032881664/3E7JVHaO_normal.png,132949225,gn8q9why,"{'followers_count': 265, 'following_count': 415, 'tweet_count': 181903, 'listed_count': 24}",虚寄りの無,False,,1493244977064808449,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kxVVlXkMOL', 'expanded_url': 'http://twpro.jp/gn8q9why', 'display_url': 'twpro.jp/gn8q9why'}]}}"
50,Felipe,,False,https://pbs.twimg.com/profile_images/1438477355375267843/7buxERmU_normal.jpg,1214201768915042304,galiofficiel,"{'followers_count': 122, 'following_count': 488, 'tweet_count': 460, 'listed_count': 0}","Católico, Derecho UC, YNWA",False,,1490511434341515264,
51,jess,,False,https://pbs.twimg.com/profile_images/1503938080553652227/W6fA2-Jr_normal.jpg,2805857182,Themrsshaw888,"{'followers_count': 1273, 'following_count': 3558, 'tweet_count': 64643, 'listed_count': 6}",The Princess Bride VGK LADodgers Star Wars College Basketball (Duke OSU UCLA) Fun Pet Videos #wakandaforever,False,,1386674509650939907,"{'description': {'hashtags': [{'start': 93, 'end': 108, 'tag': 'wakandaforever'}]}}"
52,lush,,False,https://pbs.twimg.com/profile_images/1438510317181440010/eslO2Ty3_normal.jpg,18211654,lushdragon,"{'followers_count': 358, 'following_count': 1544, 'tweet_count': 6214, 'listed_count': 7}","Actor, singer, songwriter, voiceover artist. Philadelphia Eagles fan.",False,dallas,,
53,Megan Huston,,False,https://pbs.twimg.com/profile_images/851952257650245632/TKooRB_r_normal.jpg,20526676,__meganhuston,"{'followers_count': 1535, 'following_count': 1418, 'tweet_count': 35262, 'listed_count': 121}","Coordinator, @CSUSBofye. Achiever | Relator | Responsibility | Arranger | Positivity. Runner. Dog mom. Nerd. Opinions are my own. ✨ she/hers",False,Los Angeles,,"{'description': {'mentions': [{'start': 13, 'end': 23, 'username': 'CSUSBofye'}]}}"
54,Paulette Haggan,https://t.co/pSEwCOaByT,False,https://pbs.twimg.com/profile_images/1501518474350579712/gYjf-sBH_normal.jpg,2339533255,Tushar60271321,"{'followers_count': 51, 'following_count': 33, 'tweet_count': 4536, 'listed_count': 0}",Everything's a risk. Not doing anything is a risk. It's up to you. 🇺🇸,False,"NEW ORLEANS, LA",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pSEwCOaByT', 'expanded_url': 'http://bit.ly/manifest__2022', 'display_url': 'bit.ly/manifest__2022'}]}}"
55,Liz Lowe,,False,https://pbs.twimg.com/profile_images/1436512190257901572/BVsXwwar_normal.jpg,1909340166,QueenCarrie928,"{'followers_count': 455, 'following_count': 372, 'tweet_count': 28135, 'listed_count': 0}","Carrie is Queen. Liv Benson and SVU lover, The biggest marvel nerd. #bringnatback",False,"Nashville, TN",1378856603571609604,"{'description': {'hashtags': [{'start': 68, 'end': 81, 'tag': 'bringnatback'}]}}"
56,sᴀʀɪᴋᴀʏᴀ ᴋᴏᴍᴢɪɴ ♡,,False,https://pbs.twimg.com/profile_images/1442843895826685960/ZB_11d2e_normal.jpg,51457973,LadyMsJay,"{'followers_count': 575, 'following_count': 529, 'tweet_count': 79695, 'listed_count': 19}",♑️: 01.15 || 📸: ladymsjay || 🗣: Aggie Pride 💙💛,False,United States,,
57,うすく,,False,https://pbs.twimg.com/profile_images/1512079548405682176/deQJxKbR_normal.jpg,101991197,uskoo,"{'followers_count': 749, 'following_count': 748, 'tweet_count': 62454, 'listed_count': 28}",デレ：橘ありす・速水奏・miroir◆ミリ：桜守歌織・箱崎星梨花◆リステ：かえ・陽花・天葉◆絵を描いたりUnityとかPythonでなにか作ったりします,False,愛知県蒲郡市,1521867251175075843,
58,Chirpchirp,,False,https://pbs.twimg.com/profile_images/1429120167309496328/OdQDtje7_normal.jpg,2516669844,malenaschoobs,"{'followers_count': 1169, 'following_count': 4978, 'tweet_count': 68841, 'listed_count': 0}","Regiomontana; Japan, USA, Balkans; spouse, parent,  twisted sister, gemela fantastica, nerd, NOT a jogger. She/her #GunSense @momsdemand",False,"Boise, Potato Republic",,"{'description': {'hashtags': [{'start': 115, 'end': 124, 'tag': 'GunSense'}], 'mentions': [{'start': 125, 'end': 136, 'username': 'momsdemand'}]}}"
