id,conversation_id,lang,possibly_sensitive,text,author_id,public_metrics,source,reply_settings,context_annotations,created_at,referenced_tweets,in_reply_to_user_id,entities,geo,attachments
1520150678815256576,1497946290117771269,en,False,"Wordle 315 3/6

⬜🟩⬜⬜🟨
⬜🟩⬜🟨⬜
🟩🟩🟩🟩🟩",4311738433,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:59.000Z,"[{'type': 'replied_to', 'id': '1519734266225381376'}]",4311738433,,,
1520150677800030210,1520150677800030210,en,False,"Wordle 314 4/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1480239925631070208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:59.000Z,,,,,
1520150674889138176,1520150674889138176,en,False,"Wordle (ES)  #113 5/6

⬜🟨🟨⬜⬜
⬜🟨🟩🟩🟩
🟩⬜🟩🟩🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/atAI7ribgn",636310370,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:58.000Z,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/atAI7ribgn', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1520150671613661185,1520150671613661185,ja,False,"いやむずい。
Wordle 315 4/6

⬜⬜🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩",280255092,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:57.000Z,,,,,
1520150670661271555,1519955726411698179,en,False,"@lavecinarubia Wordle (ES)  #113 2/6

⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/q9TFu0WAix
🤓",1101838962694459392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:57.000Z,"[{'type': 'replied_to', 'id': '1519955726411698179'}]",872086682,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/q9TFu0WAix', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'lavecinarubia', 'id': '872086682'}]}",,
1520150666844332037,1520150666844332037,en,False,"Wordle 315 6/6

⬜⬜⬜⬜⬜
⬜⬜🟩🟨⬜
⬜🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",1494154781220544512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:56.000Z,,,,,
1520150656862064640,1520150656862064640,en,False,"Wordle (ES)  #113 4/6

🟨🟨🟨⬜🟩
⬜🟨🟨🟨🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/CSN1Si67ZG",46360361,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:54.000Z,,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/CSN1Si67ZG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",{'place_id': '74726fb3c92d7037'},
1520150653242331137,1520150653242331137,en,False,"Wordle 314 5/6
Back on it. 
⬛⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟨
🟩🟩🟩🟩🟩",228628161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:53.000Z,,,,,
1520150650830692359,1520150650830692359,el,False,"Δεν ξέρω καν τι σημαίνει 😳
Wordle 315 2/6

🟩⬜🟨⬜🟨
🟩🟩🟩🟩🟩",148316569,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:52.000Z,,,,,
1520150604018241537,1520150604018241537,en,False,"Wordle 315 4/6

⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",194066471,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:41.000Z,,,,,
1520150578932125696,1520150578932125696,en,False,"Wordle 315 5/6

⬛🟩⬛⬛⬛😲
🟨🟩⬛⬛⬛😲
⬛🟩⬛🟨⬛🤔
🟨🟩🟨⬛🟨🤔
🟩🟩🟩🟩🟩😊

Gee......",1373043997,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:35.000Z,,,,,
1520150575760957449,1520150575760957449,en,False,"Wordle 315 4/6

⬜⬜🟨⬜⬜
⬜🟨🟨⬜⬜
🟩⬜⬜🟨🟨
🟩🟩🟩🟩🟩",148328247,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:34.000Z,,,,,
1520150571675578368,1520150571675578368,en,False,"Wordle 315 5/6

🟨⬛⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",194010512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:33.000Z,,,,,
1520150564910231552,1520150564910231552,en,False,"Wordle 315 5/6

⬜🟨⬜⬜⬜
🟨⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",134037814,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:32.000Z,,,,,
1520150554915524608,1520150554915524608,ja,False,"Wordle 315 6/6

⬜🟨⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
🟨🟩🟨⬜⬜
🟩🟩⬜⬜🟨
🟩🟩🟩🟩🟩

あてずっぽうです(´・ω・｀)",6177232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:29.000Z,,,,,
1520150553984131072,1520150553984131072,en,False,"Wordle 314 3/6

⬛⬛🟩🟩🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩",340106274,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:29.000Z,,,,,
1520150521457176577,1520150521457176577,en,False,"Wordle 315 6/6

🟨⬛⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",251821435,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:22.000Z,,,,,
1520150503329517570,1519924630257025024,en,False,"@NABurkinshaw Undoubtedly.  😁
Wordle 314 2/6

🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩",746260576209362944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:17.000Z,"[{'type': 'replied_to', 'id': '1519924630257025024'}]",2308948099,"{'mentions': [{'start': 0, 'end': 13, 'username': 'NABurkinshaw', 'id': '2308948099'}]}",,
1520150486212485122,1520150486212485122,en,False,"Wordle 315 6/6

⬜🟨⬜🟩⬜
⬜⬜⬜⬜⬜
🟨⬜🟨⬜⬜
⬜⬜⬜⬜⬜
⬜🟩🟨🟩⬜
🟩🟩🟩🟩🟩",2430366367,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twitcle plus,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:13.000Z,,,,,
1520150456235925504,1520150456235925504,en,False,"Wordle 314 4/6

🟨⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩",1060260707139239938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:06.000Z,,,,,
1520150454239383554,1520150454239383554,es,False,"Primera vez que la veo 🤦🏻‍♂️
Wordle Científico #47 X/6

⬜⬜⬜🟨⬜🟩
⬜🟩⬜⬜⬜🟩
⬜🟩⬜⬜⬜🟩
⬜🟩🟨⬜⬜🟩
⬜🟩🟨🟨⬜🟩
⬜🟩⬜🟩🟩🟩
 https://t.co/AuV1J61gD9",1573361288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:05.000Z,,,"{'urls': [{'start': 99, 'end': 122, 'url': 'https://t.co/AuV1J61gD9', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,
1520150450137227264,1520150450137227264,en,False,"Wordle Tildes #60 3/6

⬜⬜⬜⬜🟨
🟩⬜🟨⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/jXqQvCwOPb",185323127,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:18:04.000Z,,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/jXqQvCwOPb', 'expanded_url': 'https://wordle.danielfrg.com/tildes/', 'display_url': 'wordle.danielfrg.com/tildes/'}]}",,
1520150411763671040,1520150411763671040,en,False,"oh?
Wordle 315 4/6

⬛⬛🟨⬛⬛
🟨⬛⬛⬛⬛
⬛⬛🟩⬛🟩
🟩🟩🟩🟩🟩",1479390504366362628,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:55.000Z,,,,,
1520150411415535618,1520150411415535618,ja,False,"ポケモンWordle 3/10

⬛⬛🟨⬛⬛
⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩

https://t.co/ojxZKNtKu3
 #ポケモンWordle",124140537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-04-29T21:17:55.000Z,,,"{'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/ojxZKNtKu3', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,
1520150387621523456,1520150387621523456,en,False,"Wordle 315 5/6

🟨⬜⬜⬜⬜
⬜⬜🟨🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",237114145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:50.000Z,,,,,
1520150383737380866,1520150383737380866,en,False,"I needed a win 😮‍💨

Wordle 314 3/6

🟨⬛⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",30582586,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:49.000Z,,,,,
1520150356671754240,1520150356671754240,en,False,"Wordle 315 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟨🟩⬜⬜⬜
🟩🟩🟩🟩🟩🦌",415931403,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:42.000Z,,,,,
1520150311637118976,1520150311637118976,en,False,"Wordle 315 5/6

⬛⬛🟩⬛⬛
⬛⬛⬛⬛⬛
⬛⬛🟩🟨⬛
⬛⬛🟩🟩⬛
🟩🟩🟩🟩🟩

Nice. 🥱",378766301,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:31.000Z,,,,,
1520150305203453952,1520150305203453952,en,False,"Phew!

Wordle 315 6/6

⬛🟨⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟨🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2590533115,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:30.000Z,,,,,
1520150294100946944,1520150294100946944,ja,False,"ポケモンWordle 5/10

⬛⬛🟨⬛⬛
⬛⬛⬛🟨⬛
🟨🟨⬛⬛⬛
⬛🟩⬛🟩⬛
🟩🟩🟩🟩🟩

https://t.co/M80ScEQ8Ke
 #ポケモンWordle",157124753,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-04-29T21:17:27.000Z,,,"{'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}], 'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/M80ScEQ8Ke', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}]}",,
1520150270382342144,1520150270382342144,tl,False,"Wordle 315 5/6

🟨🟨⬜⬜⬜
⬜⬜🟨🟨⬜
🟩🟩⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Katapat 98 4/6

⬜🟩⬜🟩⬜
⬜🟩⬜🟩🟨
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",119809427,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:22.000Z,,,,,
1520150262823931911,1520150262823931911,en,False,"I’m paying for my 3-streak. Averages will always win out.
Wordle 314 5/6

⬛⬛⬛🟨🟨
⬛🟨🟨🟨⬛
🟨🟨🟩🟨⬛
🟨⬛🟩⬛🟨
🟩🟩🟩🟩🟩",854859622737481728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:20.000Z,,,,,
1520150256734064640,1520150256734064640,en,False,"Wordle 315 6/6 mind off ayyina word

⬜⬜⬜🟨⬜
⬜🟨🟨⬜⬜
⬜🟩⬜🟨⬜
⬜🟩⬜⬜🟨
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",137085638,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:18.000Z,,,,,
1520150249532268546,1520150249532268546,en,False,"Wordle 314 3/6

⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",828453392737529857,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:17.000Z,,,,,
1520150242251132928,1520150242251132928,en,False,"Wordle 315 X/6

⬜🟩⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟨⬜⬜⬜
⬜⬜🟩⬜⬜
🟩🟩🟩⬜⬜
(´･_･`)",125944456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twitcle plus,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:15.000Z,,,,,
1520150241458098178,1520150241458098178,ja,False,"当たらなすぎて焦った。最後は音になりそうなものの総当たり戦w
Wordle 315 5/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",712987546054033408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:15.000Z,,,,,
1520150240422395904,1520150240422395904,en,False,"Wordle 315 4/6*

⬜🟨⬜🟨⬜
⬜⬜🟨🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

#Wordle315 #Wordle",2181384217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:14.000Z,,,"{'hashtags': [{'start': 42, 'end': 52, 'tag': 'Wordle315'}, {'start': 53, 'end': 60, 'tag': 'Wordle'}]}",,
1520150217848504321,1520150217848504321,en,False,"Wordle 314 4/6

⬛🟨⬛⬛⬛
⬛⬛🟩⬛🟨
⬛🟩🟩🟨🟩
🟩🟩🟩🟩🟩",624599774,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:09.000Z,,,,,
1520150198693027842,1520150198693027842,en,False,"Wordle 314 4/6

🟨⬛🟩⬛🟨
⬛🟨⬛⬛⬛
🟨🟨🟩🟨⬛
🟩🟩🟩🟩🟩",1408561719765618701,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:05.000Z,,,,,
1520150181513101313,1520150181513101313,en,False,"Wordle 314 5/6

🟩⬛⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟨
🟩🟩🟩🟩🟩",789854526039699456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:17:00.000Z,,,,,
1520150176266002432,1520150176266002432,ja,False,"Wordle 315 4/6

🟨⬛⬛🟨⬛
⬛⬛⬛🟨🟨
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩
知らない単語。3手目までで前３つ確定したのであとは検索窓に入力し
サジェストで出てきたのを入れた。自力では解けなかった。",103403042,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-04-29T21:16:59.000Z,,,,,
