id,verified,description,protected,url,public_metrics,profile_image_url,name,username,pinned_tweet_id,entities,location
94221659.0,False,"🄵🄾🄾🅃🄱🄰🄻🄻 Tottenham Hotspur🐓, Lazio🦅 & Yokohama F. Marinos⚓️ till I die😛 🄼🅄🅂🄸🄲 House and techno also as well🧐",False,,"{'followers_count': 183, 'following_count': 374, 'tweet_count': 36705, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1473652550054612996/r8wwFHIa_normal.jpg,オヨノーコ,mista20to20,,,almost there.
1.087416112432726e+18,False,"Owner, President, and Coach of the Cstat Good Bull",False,,"{'followers_count': 121, 'following_count': 321, 'tweet_count': 4474, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1395534972191133708/h75LcpzV_normal.jpg,Jigglypuff Stan,Jigglypuff_stan,1.2350297498790339e+18,,
1049537412.0,False,,False,,"{'followers_count': 4, 'following_count': 50, 'tweet_count': 67, 'listed_count': 0}",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,h,beefcake04,,,
1049673606.0,False,最近はあかぎ団を推しています 現場でドラクエウォークしているのがお湯かも #びーるくず,False,,"{'followers_count': 143, 'following_count': 176, 'tweet_count': 1520, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1254795192399392770/nL-yEYKB_normal.jpg,お湯,oyu3z,,"{'description': {'hashtags': [{'start': 37, 'end': 43, 'tag': 'びーるくず'}]}}",ぐんまに住みたい
7.519406599557693e+17,False,yoongi  🇰🇷🇺🇸,False,,"{'followers_count': 11, 'following_count': 151, 'tweet_count': 7146, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1510589727656841220/l5zDCs_v_normal.jpg,jessica⁷,yoongisducls,1.483988377653457e+18,,genius lab
81397769.0,False,"平和を求めるツイ廃です。痛いのも怖いのも嫌いです。戦争をやめ、パンデミックを終わらせましょう。アレはただの風邪ではありません🙏 
COVID is Not Over. Stop wars. End the pandemic. 
Украине - мир, России - свобод
#いかなる戦争にも反対します",False,,"{'followers_count': 937, 'following_count': 1384, 'tweet_count': 238969, 'listed_count': 12}",https://pbs.twimg.com/profile_images/1497439157357998083/vrPmu2KX_normal.jpg,🌻s＿a＿r＿i＿😷＿2＿☮️#PrayForPeace🕊️,cinta_shanti,1.245272873796653e+18,"{'description': {'hashtags': [{'start': 145, 'end': 159, 'tag': 'いかなる戦争にも反対します'}]}}",ワタシというかりそめの器
113379901.0,False,"BLEFP→BL3FW→L880K かしこま
アイコン(@erimakitokage04)さん",False,https://t.co/MIMH0VyqgD,"{'followers_count': 616, 'following_count': 909, 'tweet_count': 183322, 'listed_count': 36}",https://pbs.twimg.com/profile_images/1396697173123682318/b5nNjygk_normal.jpg,Neopla,Neon_plus,1.5178353843648307e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MIMH0VyqgD', 'expanded_url': 'http://anisama.tv/', 'display_url': 'anisama.tv'}]}, 'description': {'mentions': [{'start': 28, 'end': 44, 'username': 'erimakitokage04'}]}}",油少なめ、味濃いめ、麺の硬さ普通
7.111442220452454e+17,False,#Ingress のMiitomo専用垢 → #FEH → #ポケ森 → #DQウォーク と渡り歩いた結果雑多垢（めしてろ/レトロゲー/鉄分/自作PC）,False,https://t.co/AQceGyXdcO,"{'followers_count': 117, 'following_count': 134, 'tweet_count': 6458, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1455889998386196480/mLlh_14a_normal.jpg,ぱすも,asmodaiYM,1.2500773759555338e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AQceGyXdcO', 'expanded_url': 'http://amzn.asia/19C6sza', 'display_url': 'amzn.asia/19C6sza'}]}, 'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'Ingress'}, {'start': 23, 'end': 27, 'tag': 'FEH'}, {'start': 30, 'end': 34, 'tag': 'ポケ森'}, {'start': 37, 'end': 44, 'tag': 'DQウォーク'}]}}",チーバくんのほっぺた
14355550.0,False,ｺﾜｸﾅｲﾖｰ 主に啼いてます,False,https://t.co/mFbLPFtx5j,"{'followers_count': 1655, 'following_count': 700, 'tweet_count': 212211, 'listed_count': 70}",https://pbs.twimg.com/profile_images/806059644040818688/CDrVAT-L_normal.jpg,tatarina,tatary,8.390076750734541e+17,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mFbLPFtx5j', 'expanded_url': 'https://www.flickr.com/photos/tatary/albums', 'display_url': 'flickr.com/photos/tatary/…'}]}}",北海道の火山のガレ場
566358433.0,False,金沢→京阪神。サッカー・オリエンやってます。好きなチームは鹿島アントラーズ。ツエーゲン金沢も応援。,False,,"{'followers_count': 129, 'following_count': 180, 'tweet_count': 11819, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1017394706441834497/gi7NMwGt_normal.jpg,jaco,Atler1607,,,
1.4592592897181164e+18,False,ser del barça és el millor que hi ha 💙❤️,False,,"{'followers_count': 67, 'following_count': 245, 'tweet_count': 4028, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1510198635119714311/FY4RTV34_normal.jpg,irene🦋,iirenecpp,,,camp nou
1409037044.0,False,管楽器修理とTuba奏者やってます。趣味で鉄道模型なんかも触ります。   クラシックアーケードゲームや麻雀も大好きです。,False,,"{'followers_count': 574, 'following_count': 1262, 'tweet_count': 7905, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1358704025940594691/k3QX2ZQQ_normal.jpg,両口 佳孝,ryoguchi,1.484044404470186e+18,,
8.47090455237972e+17,False,大体サモンズボード、ぷいこねR、千年戦争アイギス(R)、モンハン4G、アークナイツ　おじさんを目指すキッズ ポケモン4世代エンジョイ勢,False,,"{'followers_count': 197, 'following_count': 438, 'tweet_count': 20900, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1391611333011853313/iJE4XDGf_normal.jpg,イワチャン,iwa_maren__out,1.0488861966323999e+18,,アイコン:@sadayosihonsuke 様
8.012807913217925e+17,False,"I eat a lot, purr the lurv of cat..",False,,"{'followers_count': 53, 'following_count': 320, 'tweet_count': 1171, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1298708542363275264/O-BlVNDu_normal.jpg,Kristeinnnn,Kkazama73,,,"Hell's Kitchen, New York"
7.977698932485284e+17,False,"【ゆる募】
狐面巫女服不気味系幼女と説教してくれる美少女を募集しています。",False,,"{'followers_count': 226, 'following_count': 195, 'tweet_count': 35962, 'listed_count': 6}",https://pbs.twimg.com/profile_images/1509768346971312131/vSvGW3Lo_normal.jpg,モカの砂糖多め,tomoka_oomi,1.4004886271347343e+18,,顔:わんポテさん  頭:こばなさん
94289754.0,False,名前:みすど https://t.co/MMBOSHIeTG Twitch https://t.co/oGdFL3rEmf 髪が長い ソフトウェアエンジニアをやっている 時オカRTA IIDX SP中伝 などやる 成人男性,False,https://t.co/Fx3BSyNXue,"{'followers_count': 1402, 'following_count': 1286, 'tweet_count': 156750, 'listed_count': 71}",https://pbs.twimg.com/profile_images/1326054481423867904/aAXZCuD1_normal.jpg,みすど,MysticDoll,1.468480258035024e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Fx3BSyNXue', 'expanded_url': 'https://mysticdoll.com', 'display_url': 'mysticdoll.com'}]}, 'description': {'urls': [{'start': 7, 'end': 30, 'url': 'https://t.co/MMBOSHIeTG', 'expanded_url': 'http://wish.mysticdoll.com', 'display_url': 'wish.mysticdoll.com'}, {'start': 38, 'end': 61, 'url': 'https://t.co/oGdFL3rEmf', 'expanded_url': 'http://twitch.tv/mysticdoll_', 'display_url': 'twitch.tv/mysticdoll_'}]}}",！
545423373.0,False,“I ain’t got 20 years to wait I gotta tweet now” - @TylerIAm // He/They,False,,"{'followers_count': 116, 'following_count': 746, 'tweet_count': 8447, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1444550542571802626/j501YI9w_normal.jpg,John Wiccan,NarcoMilicic,,"{'description': {'mentions': [{'start': 51, 'end': 60, 'username': 'TylerIAm'}]}}",WouldntYouLikeToKnowWeatherBoy
2299882134.0,False,Do not let the behaviour of others destroy your inner peace.                  - Dalai Lama,False,,"{'followers_count': 48, 'following_count': 186, 'tweet_count': 259, 'listed_count': 0}",https://pbs.twimg.com/profile_images/425044779831787520/UxpIsPDB_normal.jpeg,Shelley King,ShelleyKing64,,,
1.080837573616984e+18,False,I work for myself,False,,"{'followers_count': 4, 'following_count': 10, 'tweet_count': 366, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1367826140002361345/gkLxkNb6_normal.jpg,Prince Sangwan,Prins_Sangwan,,,
751694102.0,False,たゃはここよ,False,,"{'followers_count': 169, 'following_count': 193, 'tweet_count': 112848, 'listed_count': 69}",https://pbs.twimg.com/profile_images/1497597467113979912/uuo5DgsE_normal.png,たゃ🌷,tabun_momo,,,
7.87680405008769e+17,False,音楽（ボカロと歌い手中心）とゲーム（実況も）とTRPG・マダミス（@clolo_trpg）。とにかくリアルライブとリアルイベントが好き。たるとPと歌詞太郎さんの現場によく行きます。 i:かりゅー、20↑,False,https://t.co/mLAIsyJGLo,"{'followers_count': 405, 'following_count': 759, 'tweet_count': 44556, 'listed_count': 44}",https://pbs.twimg.com/profile_images/1410259842376163334/zC8IT7mA_normal.jpg,クロロ,clover10851400,1.5130538259715932e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mLAIsyJGLo', 'expanded_url': 'http://twpf.jp/clover10851400', 'display_url': 'twpf.jp/clover10851400'}]}, 'description': {'mentions': [{'start': 33, 'end': 44, 'username': 'clolo_trpg'}]}}",next→すりぃさんサイン会
713792611.0,False,‘98 - 07.15.19 - Mount Allison Football #28,False,,"{'followers_count': 461, 'following_count': 612, 'tweet_count': 27720, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1442681989254033412/6KzXHI29_normal.jpg,Connell,Cloudii28,1.519367063957119e+18,,Oshawa
7.565024847854346e+17,False,"Mechanical Engineer,  I work with great people making America safer each day.",False,https://t.co/SwaXy1f4aF,"{'followers_count': 25, 'following_count': 87, 'tweet_count': 2558, 'listed_count': 3}",https://pbs.twimg.com/profile_images/844974732063715328/IVXzgysi_normal.jpg,CJ,CosmicCJ88,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SwaXy1f4aF', 'expanded_url': 'http://www.aeronomicsinc.com', 'display_url': 'aeronomicsinc.com'}]}}","Huntsville, AL / Philly"
22866687.0,True,PDX anchor from New England Lowell/Newburyport Greek girl. https://t.co/XYofLE4kDy @KATUNews Prev: @Patriots @wcvb @boston25 @wncn @NBCMontana @EmersonCollege,False,https://t.co/M97zu5wvSO,"{'followers_count': 8065, 'following_count': 5575, 'tweet_count': 12274, 'listed_count': 275}",https://pbs.twimg.com/profile_images/1366962406543429635/1Nw-4Y9t_normal.jpg,Angelica Thornton,AngelicaKATU,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/M97zu5wvSO', 'expanded_url': 'http://katu.com/station/people/angelica-thornton', 'display_url': 'katu.com/station/people…'}]}, 'description': {'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/XYofLE4kDy', 'expanded_url': 'http://facebook.com/AngelicaKATU', 'display_url': 'facebook.com/AngelicaKATU'}], 'mentions': [{'start': 83, 'end': 92, 'username': 'KATUNews'}, {'start': 99, 'end': 108, 'username': 'Patriots'}, {'start': 109, 'end': 114, 'username': 'wcvb'}, {'start': 115, 'end': 124, 'username': 'boston25'}, {'start': 125, 'end': 130, 'username': 'wncn'}, {'start': 131, 'end': 142, 'username': 'NBCMontana'}, {'start': 143, 'end': 158, 'username': 'EmersonCollege'}]}}","Portland, OR"
1.4370378609351926e+18,False,,False,,"{'followers_count': 50, 'following_count': 60, 'tweet_count': 619, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1486047190867124226/5Jalt1V8_normal.jpg,やまざき,yam3_da,,,東京 渋谷区
1.0218994856796283e+18,False,"27 Años.
Me faltan 7 materias para dejar este país",False,,"{'followers_count': 279, 'following_count': 630, 'tweet_count': 6040, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1398461778577739778/2l9gJVah_normal.jpg,Augusto Brecciaroli,ABrecciaroli,1.4339693363985859e+18,,
3147098257.0,False,"가끔 에혀랍니다 ❝᷀ົཽ≀ˍ̮ ❝᷀ົཽ 
프로필 아기짜장이 내 생각나서 사준 구데타마 피규어
헤더 터치! 구데타마 일 플로땅뜨 대사 스크린샷",False,,"{'followers_count': 33, 'following_count': 41, 'tweet_count': 56800, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1473183299179008000/SJQjtuhW_normal.jpg,머랭,hardmeringue,1.4627006591955968e+18,,
374262348.0,False,"👩‍🔬👩‍💻💃🧘🏼‍♀️
🍷🍵🍫🥗
🏡🏔🌳📰📚
⚡️🚘♻️🪴",False,,"{'followers_count': 340, 'following_count': 756, 'tweet_count': 5056, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1489577705289003010/4hqvnRDv_normal.jpg,heidi (e/o) elizabeth 🇮🇹🇪🇺💉💉💉💉🌻🚜,heidi_in_italia,1.4983321333576663e+18,,40034 italy
478071020.0,False,"Video Games, TTG, TCG. Married to my lovely wife with our amazing son.",False,,"{'followers_count': 235, 'following_count': 753, 'tweet_count': 16323, 'listed_count': 9}",https://pbs.twimg.com/profile_images/1391370554758795265/MVytH07R_normal.jpg,JunglistDrew,AngryJunglist,1.384167848164008e+18,,The Void
1643903444.0,False,"📚 Periodismo en la @UOCuniversidad
🧑🏻‍💻 Community management y periodismo móvil
RT ≠ Endorsement 
📍 Cieza (Murcia)",False,,"{'followers_count': 279, 'following_count': 2047, 'tweet_count': 896, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1074105937512857600/6aLUxXML_normal.jpg,Pedro Marín Ortiz,PeMarinOr,6.9720452086306e+17,"{'description': {'mentions': [{'start': 19, 'end': 34, 'username': 'UOCuniversidad'}]}}","Cieza, España"
322158179.0,False,,False,http://t.co/1NY4hcFb1U,"{'followers_count': 176, 'following_count': 287, 'tweet_count': 10398, 'listed_count': 6}",https://pbs.twimg.com/profile_images/532023835932262400/ZFw1Vfck_normal.jpeg,Becky S.,Lunajubar,,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/1NY4hcFb1U', 'expanded_url': 'http://lunajubar.com/JubarSharing', 'display_url': 'lunajubar.com/JubarSharing'}]}}","Orlando, FL"
1299344016.0,False,どうしようもなく今を生きてる,False,https://t.co/ScYDXExd5O,"{'followers_count': 200, 'following_count': 276, 'tweet_count': 43182, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1296818412547579904/Z7S7qhDl_normal.jpg,みなみなみ☄️,Mi_Na05,1.4555082362373612e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ScYDXExd5O', 'expanded_url': 'https://youtu.be/eLjwoOaGpCk', 'display_url': 'youtu.be/eLjwoOaGpCk'}]}}",トリニダード・トバゴ
75260012.0,False,,False,,"{'followers_count': 33, 'following_count': 65, 'tweet_count': 605, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1417579231257808899/IbZvzOwj_normal.jpg,Tinku,ask4rajeev,,,India
445433362.0,False,イブラヒモビッチ推しの雑多垢 Manchester City FC / 名古屋グランパス 触手同盟お絵描きポケモン,False,https://t.co/0D3BkWyr6i,"{'followers_count': 1800, 'following_count': 2955, 'tweet_count': 212272, 'listed_count': 52}",https://pbs.twimg.com/profile_images/1520440653398036485/EhIPzCut_normal.jpg,ズラたん＠DQ楽連♪,ibrahimovic190,1.4859524699729633e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0D3BkWyr6i', 'expanded_url': 'https://www.pixiv.net/member.php?id=4491643', 'display_url': 'pixiv.net/member.php?id=…'}]}}",ジュヒョウの国
85960964.0,False,このアカウントのリツイートは ｢フォロワーに対し、ツイートの内容に賛同する意思を示しておこなう表現行為｣ではありません。,False,,"{'followers_count': 1462, 'following_count': 4612, 'tweet_count': 78918, 'listed_count': 159}",https://pbs.twimg.com/profile_images/1132253745809506305/kcL-wF2J_normal.jpg,とーふや💉💉💉,toofuya,1.0342629925257871e+18,,埼玉県
1.5122641969346847e+18,False,@clear_LO_の趣味垢,False,,"{'followers_count': 98, 'following_count': 62, 'tweet_count': 646, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1514223330898812928/s4qk1AFe_normal.jpg,サブclear,clear_LO_sub,1.5180616137476383e+18,"{'description': {'mentions': [{'start': 0, 'end': 10, 'username': 'clear_LO_'}]}}",
53754563.0,False,I have no strong feelings one way or the other,False,https://t.co/pUYVswLruU,"{'followers_count': 90, 'following_count': 701, 'tweet_count': 6319, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1272279278353371137/oYHjjJF-_normal.jpg,Esteban,esteban22x,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pUYVswLruU', 'expanded_url': 'https://www.youtube.com/watch?v=_71w4UA2Oxo', 'display_url': 'youtube.com/watch?v=_71w4U…'}]}}",Not in the us
423118035.0,False,副業アカからのフォローは100%ブロックバック中です✨ポケモン、あつ森が好きです。よろしくお願いします。 PokémonGo trainer,False,,"{'followers_count': 0, 'following_count': 102, 'tweet_count': 91, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1128840842452590592/TZNEMviS_normal.jpg,necoco,pokeisda,,,
282860880.0,False,Bartender. TV-watcher. Inelegant eater of tacos. 🇧🇿🇮🇳🇺🇸 @anyabelisle and @anyawearsmakeup on IG 📷,False,,"{'followers_count': 528, 'following_count': 1054, 'tweet_count': 9826, 'listed_count': 11}",https://pbs.twimg.com/profile_images/967920285889556481/cyU_hm2r_normal.jpg,Anya “Living in Chaos” Chatterjee,anyabelisle,9.671097773932708e+17,"{'description': {'mentions': [{'start': 56, 'end': 68, 'username': 'anyabelisle'}, {'start': 73, 'end': 89, 'username': 'anyawearsmakeup'}]}}","South Side, Chicago"
20459504.0,False,Se cortan maderitas | Ésta cuenta está estrictamente contra el robo de tuits | ISTP-A | También me encuentras en Mastodon @levhita@mstdn.mx,False,https://t.co/Z26PJ4C9EG,"{'followers_count': 4050, 'following_count': 1292, 'tweet_count': 161324, 'listed_count': 167}",https://pbs.twimg.com/profile_images/1471606060070887436/efd3SPD3_normal.jpg,Levh.js,levhita,6.365866260433756e+17,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Z26PJ4C9EG', 'expanded_url': 'http://levhita.net', 'display_url': 'levhita.net'}]}}","Guadalajara, Jalisco"
2472101689.0,False,本当かも…しれないぜ？,False,,"{'followers_count': 133, 'following_count': 287, 'tweet_count': 27203, 'listed_count': 5}",https://pbs.twimg.com/profile_images/486011296379183106/Rb49B4na_normal.jpeg,製氷機の枠の取れ方がイカしてる冷蔵庫,isoroumorimoto,1.0325717800811807e+18,,
1.0779649591228293e+18,False,"🐏 .LIVE箱推し 🐏 ポケモンの話もそこそこ 🐏
🐏 サブ垢(.LIVE外) → @Whimsicott_forV 🐏
【🐬🐏🐜🍒🍋🍄(💘)🐑🐴🍖🐾🌃🎩💥💫】
〔🌱💎🌾🐄🖥(🌌)〕",False,,"{'followers_count': 432, 'following_count': 481, 'tweet_count': 50083, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1514674495625195522/MJJRdeo2_normal.jpg,ほちょ🐏💘,Vhimsicott,,"{'description': {'mentions': [{'start': 43, 'end': 59, 'username': 'Whimsicott_forV'}]}}",みがわり人形のうしろ
44450624.0,False,Fucking phenomenal...at least according to Draisaitl 💙🧡 She/her,False,,"{'followers_count': 3759, 'following_count': 2601, 'tweet_count': 21117, 'listed_count': 52}",https://pbs.twimg.com/profile_images/1521695878662086657/fCGiT6X1_normal.jpg,Tanja B 🇺🇦,TanjaBaker1,,,"Ponoka County, Alberta"
4025481.0,False,💉💉💉,False,https://t.co/nQqbhA5QoJ,"{'followers_count': 1194, 'following_count': 1348, 'tweet_count': 122361, 'listed_count': 64}",https://pbs.twimg.com/profile_images/692912607364259840/gfPpLMpW_normal.jpg,馬美肉,chiastolite,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nQqbhA5QoJ', 'expanded_url': 'http://chiastolite.hatenablog.com/', 'display_url': 'chiastolite.hatenablog.com'}]}}",モリタハウス
7.560329436429066e+17,False,01｜底辺大学生,False,https://t.co/ly26P8DhED,"{'followers_count': 1996, 'following_count': 2007, 'tweet_count': 15321, 'listed_count': 10}",https://pbs.twimg.com/profile_images/1522906847099113472/LLs0UDdR_normal.jpg,激アツ,HeartShaker810,1.4790320933722194e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ly26P8DhED', 'expanded_url': 'https://Twitter.com/YG_Honopiii', 'display_url': 'Twitter.com/YG_Honopiii'}]}}",フォローはお気軽に
243247715.0,False,"Dislike cats. Love dem Dogs. “Standing on the corner, Jameis Winston down in Tampa Florida…suuuuuch a fine sight to see.” Kind of like Bonnies 🏀",False,,"{'followers_count': 487, 'following_count': 1090, 'tweet_count': 14255, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1522570490384105473/TG62olGD_normal.jpg,Kevin Bielmann,bonawolf,1.4626120611968942e+18,,Scoop City
7.630375030161531e+17,False,"SONY α1, α7SII, RX100M7 / Blackmagic BMPCC4K / コロナ禍＝活動停止引きこもり / dymo愛好家 / Amazonアウトレット探しが趣味です（？）",False,,"{'followers_count': 234, 'following_count': 66, 'tweet_count': 10855, 'listed_count': 3}",https://pbs.twimg.com/profile_images/967969760087453696/1lywW0Ma_normal.jpg,knag,knag1000,,,東京 葛飾区
268296209.0,False,ミルキアン/肉体改造/ロードバイク/カラオケ大好きマン 推し→ミルキィホームズ/工藤晴香さん/Roselia/RAS/Mashumairesh!!/とのつむ/䨩,False,,"{'followers_count': 1141, 'following_count': 1037, 'tweet_count': 24247, 'listed_count': 69}",https://pbs.twimg.com/profile_images/1279484044535721984/KgFnVNzo_normal.jpg,公帝,koutei_baritsu,1.2921179718971597e+18,,
108003909.0,False,iOSアプリエンジニアだけど産休中。最近Androidも始めました。 うたプリと宮野真守と内田雄馬がすき。あと謎解き。アイコンはお友達からのプレゼントです！,False,,"{'followers_count': 497, 'following_count': 736, 'tweet_count': 73362, 'listed_count': 17}",https://pbs.twimg.com/profile_images/991507322802323456/JJFlx1kv_normal.png,みなみ@マジLOVEキングダム建国,minamin0730,1.0474971068716073e+18,,ただいま大阪
895921710.0,False,"아무튼 공부하고 코딩하는 엔지니어, 불자이고 법명은 대지심, 주로 눈팅중",False,,"{'followers_count': 27, 'following_count': 271, 'tweet_count': 1163, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1496354422137372680/bYtspAMT_normal.jpg,송월,Milena__Lee,1.3899534572981084e+18,,
7.892641217828659e+17,False,Football 💙💚 Fuck the Rams forever,False,,"{'followers_count': 2898, 'following_count': 606, 'tweet_count': 51513, 'listed_count': 14}",https://pbs.twimg.com/profile_images/1491177603171971075/duC5X9oP_normal.jpg,Whitney,trumplostsuckit,1.3650031439944335e+18,,USA
192927129.0,False,Webプログラマ。心はいつでもスクラムマスター。 自分が今いる現場を少しでも改善しようと日々奮闘してます。 発言は所属する組織・団体等とは一切関係ありません。 Web/Java/Kotlin/Go/PHP/Agile/Scrum,False,https://t.co/U2XEY6kHcY,"{'followers_count': 472, 'following_count': 706, 'tweet_count': 15505, 'listed_count': 8}",https://pbs.twimg.com/profile_images/1521125251345948672/_5HAkuTH_normal.jpg,su-kun1899,su_kun_1899,6.792853251185951e+17,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/U2XEY6kHcY', 'expanded_url': 'http://su-kun1899.hatenablog.com/', 'display_url': 'su-kun1899.hatenablog.com'}]}}",日本
