,verified,description,protected,url,public_metrics,location,profile_image_url,pinned_tweet_id,name,id,username,entities
2458761068,False,she/her ♡ everyone needs a little bit of oblivion ♡ Twitch Streamer ♡ https://t.co/qqe2NfXoNM ♡ $breeescobar ♡,False,https://t.co/L8ca7Wg79g,"{'followers_count': 546, 'following_count': 560, 'tweet_count': 13243, 'listed_count': 1}",Los Angeles ,https://pbs.twimg.com/profile_images/1487495718134636547/Btlpp9EQ_normal.jpg,1199326988139298816,breezy bean⚰️🕸,,breevicc,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/L8ca7Wg79g', 'expanded_url': 'https://onlyfans.com/breezybean', 'display_url': 'onlyfans.com/breezybean'}]}, 'description': {'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/qqe2NfXoNM', 'expanded_url': 'http://twitch.com/breevicc', 'display_url': 'twitch.com/breevicc'}]}}"
2581911,False,「完璧じゃなくていい、とにかく一回終わらせろ。というか、午前中やったとこまで、午後に見せて」って誰かが言ってました 「初めになぜやるのかを理解し、次に何をやるのかを理解し、最後にどうやってやるのかを考えるんだ」って誰かが言ってました 「問題が起きた時は、初めに何が起きているかを理解し、次になぜ起きているかを理解し、最,False,,"{'followers_count': 327, 'following_count': 243, 'tweet_count': 99902, 'listed_count': 28}",東西線→京葉線→りんかい線,https://pbs.twimg.com/profile_images/1421730988254662665/Jw8jlVzy_normal.jpg,1097519138824609793,ʇɟnʞɐƃɐ,,tfukaga,
756996656,False,"Tanto predicador para tan poco ejemplo.
 Soy un poco hater en Twitter 😛
                             LOVE HARDCORE 🖤",False,,"{'followers_count': 402, 'following_count': 396, 'tweet_count': 58444, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1491073413053566978/lkJXH3Ua_normal.jpg,,Tito Fonty,,Foonty96,
139932047,False,"I've got nothing to wait for...and I've got nothing but time...

LOOK before you FOLLOW

avatar by @ObiAris

banner by @EARTH_96283",False,,"{'followers_count': 650, 'following_count': 2828, 'tweet_count': 64998, 'listed_count': 16}",betwixt and between,https://pbs.twimg.com/profile_images/1195702916943876096/nGBTCpSJ_normal.jpg,1441122368567459853,La Femme $mskeeter ♈ Openly/Excessively Black,,SkeeterSez,"{'description': {'mentions': [{'start': 99, 'end': 107, 'username': 'ObiAris'}, {'start': 119, 'end': 131, 'username': 'EARTH_96283'}]}}"
3259148371,False,"Why make Ramen amateurs can't 
appreciate",False,,"{'followers_count': 522, 'following_count': 1213, 'tweet_count': 122749, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1436735328593723402/AA4aKBxZ_normal.jpg,1521865342603370496,Aby(phase delay),,abraham__san,
4322700680,False,ラティです。成人済。アイコンは自作。めだかボックスと球磨川禊が好き。現在は坂田金時のマスターをしつつ、理由あって315プロでPをしたりマネージャーになったりラグラージを集める人になります。ホームはデレの担当。グッズをお取引する方は、お手数ですがツイプロを必ず読んでください。【私が描いた絵の無断転載は禁止です】,False,https://t.co/pQMM5BeqZZ,"{'followers_count': 337, 'following_count': 465, 'tweet_count': 79459, 'listed_count': 17}",めだかボックス3期はよ,https://pbs.twimg.com/profile_images/1394664998325022721/PT0ybYle_normal.jpg,1227755587359821824,ラティ,,Kumagawa_Alex,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pQMM5BeqZZ', 'expanded_url': 'http://twpf.jp/Kumagawa_Alex', 'display_url': 'twpf.jp/Kumagawa_Alex'}]}}"
71112859,False,ジョブ：アンダーテイカー　ブーム：ゴルフ・将棋　欲しいもの：触手（６本くらい）,False,,"{'followers_count': 282, 'following_count': 494, 'tweet_count': 10285, 'listed_count': 8}","Liverpool, England",https://pbs.twimg.com/profile_images/990955418267467776/Jp2oDt6H_normal.jpg,1521429999659929602,まかり@ﾃｯﾃﾚ王子,,ACE_macari,
141243790,False,飛ばねえ豚／Trb大木（兼務）／整体師／ びび蔵（vivi-gra）,False,https://t.co/VAGquUxfa4,"{'followers_count': 486, 'following_count': 498, 'tweet_count': 54582, 'listed_count': 16}",japan,https://pbs.twimg.com/profile_images/959770975377043456/_G4znSIp_normal.jpg,,【公式】びび・ドンタコス（曖昧さ回避）,,vivinbone_oki,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VAGquUxfa4', 'expanded_url': 'https://suzuri.jp/vivi-gra', 'display_url': 'suzuri.jp/vivi-gra'}]}}"
2890942141,False,backseat lover,False,,"{'followers_count': 425, 'following_count': 159, 'tweet_count': 19494, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1522083783268200449/xR08ttwm_normal.jpg,,alex 🪐 | #LeniKiko2022,,user03827229,
2720461710,False,DH30th　unplugged25th(カホン),False,,"{'followers_count': 408, 'following_count': 407, 'tweet_count': 4016, 'listed_count': 8}",京,https://pbs.twimg.com/profile_images/1497946623405850632/UOBphsv2_normal.jpg,1509103421949116416,あくと,,a9_to,
