,description,url,verified,profile_image_url,location,id,pinned_tweet_id,username,entities,name,protected,public_metrics
17,"One small refactoring for a man, giant leap for his team!",,False,https://pbs.twimg.com/profile_images/998304056870236160/thC1rQhY_normal.jpg,UK,35359954,,riteshsonawala,,ritesh,False,"{'followers_count': 152, 'following_count': 564, 'tweet_count': 2957, 'listed_count': 7}"
18,Chicano. Fuck the yt cishet conservative patriarchy. Whatever pronouns float your boat just no fem titles. nsfw sometimes (a lot).,,False,https://pbs.twimg.com/profile_images/1521765973883297792/C_PJjDYJ_normal.jpg,Texas,17619950,1345994709349576705,ErikMarie,,Thicc.Babe.Namjoon.&.His.Namtetas,False,"{'followers_count': 593, 'following_count': 1120, 'tweet_count': 90998, 'listed_count': 18}"
19,All I want is a beautiful old tree to sit under🌳,,False,https://pbs.twimg.com/profile_images/1324125686072684545/4OVnybi0_normal.jpg,cali,21170909,,purpletulip23,,Mrs. R,False,"{'followers_count': 57, 'following_count': 423, 'tweet_count': 3708, 'listed_count': 0}"
20,"I'm a dad and web dev, I work on game dev projects as a hobby in the hope that one day I become an Indie Dev.
I'm making @RogueArmourGame and The Disconnect",,False,https://pbs.twimg.com/profile_images/1487829616584765442/e1V3P6km_normal.jpg,,1487098460537077760,,RKelz14,"{'description': {'mentions': [{'start': 121, 'end': 137, 'username': 'RogueArmourGame'}]}}",Richard Kelly,False,"{'followers_count': 8, 'following_count': 88, 'tweet_count': 118, 'listed_count': 0}"
21,https://t.co/h7a6jS2Wai,,False,https://pbs.twimg.com/profile_images/1520357645319872512/ru7gmk7i_normal.jpg,Castilla ☭ ,2163877515,1277209608063528962,kalons_,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/h7a6jS2Wai', 'expanded_url': 'https://vsco.com/alxnnso', 'display_url': 'vsco.com/alxnnso'}]}}",alonso!,False,"{'followers_count': 562, 'following_count': 834, 'tweet_count': 75128, 'listed_count': 4}"
22,kit | she/they | 23 | ❤️❤️@Solon_of_Athens | tired squirrel | pfp by @netherprince,,False,https://pbs.twimg.com/profile_images/1515853223013195776/0Br8_VVs_normal.jpg,,1033456410,1515227938307776512,Blarphemy,"{'description': {'mentions': [{'start': 26, 'end': 42, 'username': 'Solon_of_Athens'}, {'start': 69, 'end': 82, 'username': 'netherprince'}]}}",Blarphemy,False,"{'followers_count': 20, 'following_count': 49, 'tweet_count': 496, 'listed_count': 0}"
23,松本で走ります,,False,https://pbs.twimg.com/profile_images/790496328824463361/XXDCgQsE_normal.jpg,オリエンティア軍団,790489772925984772,,YTR__www,,わい,False,"{'followers_count': 548, 'following_count': 530, 'tweet_count': 4704, 'listed_count': 4}"
24,I am whatever you say I am,,False,https://pbs.twimg.com/profile_images/1433782634530881542/JWEsVuya_normal.jpg,,426021846,1407660514583494666,caox98,,J.R.,False,"{'followers_count': 602, 'following_count': 2268, 'tweet_count': 92083, 'listed_count': 19}"
25,Fanatical United supporter,,False,https://pbs.twimg.com/profile_images/1415624172059955200/GlAzR09o_normal.jpg,Ireland,2400775984,,UnitedintheWest,,Georgie Boy,False,"{'followers_count': 78, 'following_count': 261, 'tweet_count': 2394, 'listed_count': 1}"
26,"Soy mi propio libro. Me reescribo, me subrayo, me agrego páginas, arranco las que sobran. Y dejo en blanco la última hoja, siempre.",,False,https://pbs.twimg.com/profile_images/1330874222785277953/AnGL4_HU_normal.jpg,,720558887334711300,,rizosmrf,,Rizos Miraflores,False,"{'followers_count': 30, 'following_count': 92, 'tweet_count': 457, 'listed_count': 1}"
27,disorder and confusion everywhere    黙ってフォローしてごめんなさい...,,False,https://pbs.twimg.com/profile_images/1224463330938507264/qi-FsY8Z_normal.jpg,日本,908267965644025857,1498681135635005446,millefiori344,,Ms.Monk,False,"{'followers_count': 68, 'following_count': 925, 'tweet_count': 413, 'listed_count': 0}"
28,,,False,https://pbs.twimg.com/profile_images/1383080144638644224/djOcmgAf_normal.jpg,,881770996608495616,,CaliGayBoi,,Ethan Moore,False,"{'followers_count': 32, 'following_count': 50, 'tweet_count': 385, 'listed_count': 0}"
29,Arquitecto Técnico. Asesor inmobiliario de Habitat Global.¿Te puedo ayudar en algo?,https://t.co/ar2DqxXO7c,False,https://pbs.twimg.com/profile_images/1278323310405783552/0R_9DNOo_normal.jpg,"Canary Islands, Spain",242026504,,Miguel_Neris,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ar2DqxXO7c', 'expanded_url': 'http://www.habitatglobal.es', 'display_url': 'habitatglobal.es'}]}}",Miguel Neris,False,"{'followers_count': 329, 'following_count': 688, 'tweet_count': 6176, 'listed_count': 5}"
30,"Well, hello everybody. Welcome to the Show 🖕🤪📺😒 Rando sht, crypto, news & whatever the fvck ✘ RATED R🔪 • No Snowflakes Allowed • 🔞 @realjlate | ENJOY 🥃",https://t.co/K6SiQQR1gg,False,https://pbs.twimg.com/profile_images/1518415641874616321/TkA5JwwL_normal.jpg,"Random Floating Rock, Space",1484375310225195015,1497084209147482115,JLATESHOW,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/K6SiQQR1gg', 'expanded_url': 'http://linktr.ee/jlate', 'display_url': 'linktr.ee/jlate'}]}, 'description': {'mentions': [{'start': 131, 'end': 141, 'username': 'realjlate'}]}}",The J-LATE Show ☻️,False,"{'followers_count': 837, 'following_count': 63, 'tweet_count': 1970, 'listed_count': 0}"
31,,,False,https://pbs.twimg.com/profile_images/1033384147853762560/e_hljuF__normal.jpg,"St Leonards on Sea, E.Sussex",447110185,,ClaireDuffie,,Claire Duffie,False,"{'followers_count': 453, 'following_count': 1452, 'tweet_count': 21574, 'listed_count': 14}"
32,,,False,https://pbs.twimg.com/profile_images/1291213466/applecandy_normal.png,,272799119,,candyapple980z,,riseki,False,"{'followers_count': 470, 'following_count': 70, 'tweet_count': 10775, 'listed_count': 14}"
33,"Live a life you will remember 🇪🇸 Geneticist-MSc Molecular Biomedicine
F1",,False,https://pbs.twimg.com/profile_images/1505212933739094025/ZPBep0rk_normal.jpg,"Moralzarzal, España",1203904375,,juajnjo,,Juªnjo,False,"{'followers_count': 292, 'following_count': 1170, 'tweet_count': 14235, 'listed_count': 7}"
34,,,False,https://pbs.twimg.com/profile_images/1502564487513182209/73O7NG_R_normal.jpg,,1502562677939478532,,Kirsten_d06,,Kirsten Davis,False,"{'followers_count': 13, 'following_count': 51, 'tweet_count': 112, 'listed_count': 0}"
35,"Family man, bit of a geek, try to find the funny side of any situation, love my wife and boys.
Claim to fame is being an extra in Cemetery Junction.",https://t.co/loFtZKQTaK,False,https://pbs.twimg.com/profile_images/1491685549006012416/76-WL7pF_normal.jpg,"East Midlands, England",20721443,1302186801810018307,mateypeep,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/loFtZKQTaK', 'expanded_url': 'http://markymark01509.wordpress.com/', 'display_url': 'markymark01509.wordpress.com'}]}}",Mark Webb,False,"{'followers_count': 86, 'following_count': 361, 'tweet_count': 1266, 'listed_count': 2}"
36,,https://t.co/u1xHNCGuff,False,https://pbs.twimg.com/profile_images/1362983963585900546/TiVKgukx_normal.jpg,Binan City,412309717,,OzaetaMark,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/u1xHNCGuff', 'expanded_url': 'https://www.facebook.com/markanthony.ozaeta', 'display_url': 'facebook.com/markanthony.oz…'}]}}",Mark Anthony Ozaeta,False,"{'followers_count': 362, 'following_count': 144, 'tweet_count': 13473, 'listed_count': 3}"
37,@FarehamLibDems Candidate for Fareham North | Presenter of the @ESCShowcase @forestfm 📻 | Eurovision Fan 🎶 | Proud European 🇪🇺🔶 Views are mine (he/him) 🌈,https://t.co/c2cbSnrfcZ,False,https://pbs.twimg.com/profile_images/1511053990057893891/f4VT79hk_normal.jpg,"Fareham, Hampshire",56681613,1520873729781387265,CiaranUT,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c2cbSnrfcZ', 'expanded_url': 'http://www.escshowcase.com', 'display_url': 'escshowcase.com'}]}, 'description': {'mentions': [{'start': 0, 'end': 15, 'username': 'FarehamLibDems'}, {'start': 63, 'end': 75, 'username': 'ESCShowcase'}, {'start': 76, 'end': 85, 'username': 'forestfm'}]}}",Ciaran Urry-Tuttiett 👨‍🚀 🇪🇺 🏳️‍🌈,False,"{'followers_count': 1600, 'following_count': 4182, 'tweet_count': 28500, 'listed_count': 0}"
38,"inandığın gibi yaşamazsan, yaşadığın gibi inanırsın..!",,False,https://pbs.twimg.com/profile_images/1057214169743790080/_mQKeqUw_normal.jpg,"İstanbul, Türkiye",120603177,,srvtpl,,Servet,False,"{'followers_count': 213, 'following_count': 286, 'tweet_count': 9464, 'listed_count': 1}"
39,Irish ☘️,https://t.co/NjiFhTowx3,False,https://pbs.twimg.com/profile_images/1515439164027809799/eIXXd14j_normal.jpg,"Galway, Ireland",524815243,,Danielle_Cxo,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NjiFhTowx3', 'expanded_url': 'https://www.instagram.com/daniellecarroll94/', 'display_url': 'instagram.com/daniellecarrol…'}]}}",Danielle,False,"{'followers_count': 425, 'following_count': 892, 'tweet_count': 6559, 'listed_count': 5}"
40,https://t.co/cnjXQKnmRE         Arlequín F.S.,,False,https://pbs.twimg.com/profile_images/744659713955078144/SdFRqIlc_normal.jpg,,561486428,1400583594813313024,017_jorge,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cnjXQKnmRE', 'expanded_url': 'http://WWW.TWITCH.TV/JSJ017', 'display_url': 'TWITCH.TV/JSJ017'}]}}",JØTAA!,False,"{'followers_count': 506, 'following_count': 472, 'tweet_count': 10302, 'listed_count': 1}"
41,,,False,https://pbs.twimg.com/profile_images/1475005144458747904/dG8NBM0L_normal.jpg,,1475004785195687940,,Billy2p2p,,Billy2p,False,"{'followers_count': 9, 'following_count': 19, 'tweet_count': 231, 'listed_count': 0}"
42,Believer. Husband. Father. Academic. **NO DIRECT MESSAGES PLEASE!**,,False,https://pbs.twimg.com/profile_images/1328077646614433798/3Ypajydf_normal.jpg,,972582640892203009,1521174618245058565,Kaycey_Thomas,,K. C. Thomas,False,"{'followers_count': 286, 'following_count': 273, 'tweet_count': 6774, 'listed_count': 0}"
43,"Desert-dweller, baker, maman, traveler, wife, animal-lover, small town girl, Beatles fan, museum hound.#TEAMMOLLY",,False,https://pbs.twimg.com/profile_images/1169164473766039554/4I7S-BMH_normal.jpg,Palm Springs,1918474334,,jansengirl73,"{'description': {'hashtags': [{'start': 103, 'end': 113, 'tag': 'TEAMMOLLY'}]}}",CJ Brown,False,"{'followers_count': 37, 'following_count': 295, 'tweet_count': 2088, 'listed_count': 0}"
44,"Mom, chef, avid fan of watching my kids play sports. Dog lover, Eminem Stan. I believe in doing the right thing when no one is looking. Ethics and #BLM She/Her",,False,https://pbs.twimg.com/profile_images/1462157978853789697/TlgAcq8v_normal.jpg,Mendocino Ca,931616455568666624,998028975317241856,MendoTriplett,"{'description': {'hashtags': [{'start': 147, 'end': 151, 'tag': 'BLM'}]}}",MendoTriplett,False,"{'followers_count': 373, 'following_count': 1091, 'tweet_count': 11906, 'listed_count': 1}"
45,"Father, bassist, audio engineer, aikidoka, intolerant of Tories, intolerant of intolerance, avoider of gardening.",,False,https://pbs.twimg.com/profile_images/3525410349/244a851acabe1b1d12514f71a5a8a44a_normal.jpeg,,83245219,1359486747432878084,WinterMute16,,WinterMute,False,"{'followers_count': 389, 'following_count': 800, 'tweet_count': 21674, 'listed_count': 15}"
46,dos ratas peleando por un churro con musica de fondo de linkin park hd 60fps,,False,https://pbs.twimg.com/profile_images/1402746682647920640/tL4ndWbe_normal.jpg,,2260579652,1044185523051483141,paaulaschultz,,paulíviris,False,"{'followers_count': 422, 'following_count': 507, 'tweet_count': 33248, 'listed_count': 7}"
47,I will believe your conspiracy theory when you buy the bridge I’m selling. Serious offers only.,,False,https://pbs.twimg.com/profile_images/1497297105848700929/gSNnKIef_normal.jpg,"Wherever I go, there I am.",1249938556534976513,,JL202X,,JL2️⃣0️⃣2️⃣2️⃣ 🇺🇦 ☢️ 🚢 🔋 🛢,False,"{'followers_count': 47, 'following_count': 17, 'tweet_count': 3956, 'listed_count': 1}"
48,"El fútbol es un juego simple, juegan 11 contra 11 y siempre marca 
@Benzema.
Derecho y ADE.
Real Madrid Club de Futbol💜
@CHIRlNGO 
@CandaPakoala",,False,https://pbs.twimg.com/profile_images/1507776555216515072/Mx3Ye9dv_normal.jpg,"Palma, España",249764579,1508459009329741832,paolamarin19_,"{'description': {'mentions': [{'start': 67, 'end': 75, 'username': 'Benzema'}, {'start': 120, 'end': 129, 'username': 'CHIRlNGO'}, {'start': 131, 'end': 144, 'username': 'CandaPakoala'}]}}",pakoala 🐨,False,"{'followers_count': 1823, 'following_count': 526, 'tweet_count': 84050, 'listed_count': 16}"
49,knabo forgesita とは「忘れられた少年」といふ意味の言葉です　《どうか忘れてください．．．》  (*ちなみに，Koko amanta は「恋するニワトリ」，Koro de la illusionista で「手品師の心臓」，Kie Finnlando? なら「フィンランドはどこですか」以下略*),,False,https://pbs.twimg.com/profile_images/556319549897715712/sArC5QuD_normal.jpeg,"Here, There and Everywhere",188058965,987857132648153088,tampoposalad,,knabo forgesita,False,"{'followers_count': 842, 'following_count': 4998, 'tweet_count': 12971, 'listed_count': 17}"
50,"Josh; JoshFight non-participant.
(Ab)using twitter to save my D/Qu/Oct/Wordle data. Comic book aficionado.",,False,https://pbs.twimg.com/profile_images/1509225350198349824/a7kRLxIW_normal.jpg,"Florida, USA",2368925519,,JoshdmJoshua,,JoshDM,False,"{'followers_count': 6, 'following_count': 33, 'tweet_count': 524, 'listed_count': 0}"
51,"Cuando hablas, sólo repites lo que ya sabes; pero cuando escuchas, quizás aprendas algo totalmente nuevo.",,False,https://pbs.twimg.com/profile_images/1119589100410101760/N4fdsRPP_normal.jpg,"Ponferrada, Spain",1118651852118286336,,kruchi27,,Oscar,False,"{'followers_count': 25, 'following_count': 128, 'tweet_count': 1021, 'listed_count': 1}"
52,YouTuber.,https://t.co/qFSRcJ4iGb,False,https://pbs.twimg.com/profile_images/1520296612467159040/5AkKIrUb_normal.jpg,Kansas City,14808535,1518861159880970241,DannyMinick,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qFSRcJ4iGb', 'expanded_url': 'http://DannyMinick.com', 'display_url': 'DannyMinick.com'}]}}",ダニー・ミニク,False,"{'followers_count': 1146, 'following_count': 2080, 'tweet_count': 54729, 'listed_count': 102}"
53,Zelda fan y también hago encuestas 📊,,False,https://pbs.twimg.com/profile_images/673970313676369921/VZJzFcBF_normal.png,,4408665202,1475920735185031176,patocansino,,:D,False,"{'followers_count': 266, 'following_count': 195, 'tweet_count': 4248, 'listed_count': 0}"
54,He/him. Introvert. Sports fan. All views stolen from someone wittier. Tea.,,False,https://pbs.twimg.com/profile_images/1493260918112849923/AB2u_2kX_normal.jpg,#Citizenoftheworld,483955635,1500952443303219205,VousdenTom,,🆃🅾🅼🅱🅾,False,"{'followers_count': 154, 'following_count': 1103, 'tweet_count': 3108, 'listed_count': 4}"
55,Give some money to https://t.co/YHwATx5r2x. Help level that playing field. She/Her,https://t.co/YHwATx5r2x,False,https://pbs.twimg.com/profile_images/1334273263078236162/xqvFFwVt_normal.jpg,Golden State,23513021,1330907838529454080,MimsyYamaguchi,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YHwATx5r2x', 'expanded_url': 'http://DonorsChoose.org', 'display_url': 'DonorsChoose.org'}]}, 'description': {'urls': [{'start': 19, 'end': 42, 'url': 'https://t.co/YHwATx5r2x', 'expanded_url': 'http://DonorsChoose.org', 'display_url': 'DonorsChoose.org'}]}}",Mimsy,False,"{'followers_count': 2843, 'following_count': 3408, 'tweet_count': 286319, 'listed_count': 75}"
56,"ESP/ENG | 🔞 | Jojo, Prog, Nintendo y Marvel | Solo mongoreplies y RTs | No quedan calipos niñio, solo masibon",https://t.co/qcRyFdQJ29,False,https://pbs.twimg.com/profile_images/1477223165407367169/ZOZ2ZYgp_normal.png,He/They,3104246441,1507039415025217539,TarkusMaxiBoom,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qcRyFdQJ29', 'expanded_url': 'https://open.spotify.com/user/1140698944?si=BT8IGCNERfqJ9s15tSnOAw', 'display_url': 'open.spotify.com/user/114069894…'}]}}",Tarkus es tío por parte doble👶👶🇦🇶,False,"{'followers_count': 229, 'following_count': 1142, 'tweet_count': 85569, 'listed_count': 2}"
57,A Teacher obsessed with @ArmaanMalik22 & @AmaalMallik’s music.❤️ https://t.co/5Y54XvC2dL https://t.co/JFB25yMey7,,False,https://pbs.twimg.com/profile_images/1519030017488949248/YzZskiGe_normal.jpg,"California, USA",1164144776364490752,1482032950929551361,Satvind30487005,"{'description': {'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/5Y54XvC2dL', 'expanded_url': 'https://linktr.ee/ArmaanMalik', 'display_url': 'linktr.ee/ArmaanMalik'}, {'start': 89, 'end': 112, 'url': 'https://t.co/JFB25yMey7', 'expanded_url': 'https://kshmr.fanlink.to/echo-presave', 'display_url': 'kshmr.fanlink.to/echo-presave'}], 'mentions': [{'start': 24, 'end': 38, 'username': 'ArmaanMalik22'}, {'start': 41, 'end': 53, 'username': 'AmaalMallik'}]}}",SATTI CHEEMA🇺🇸❤️🇺🇸,False,"{'followers_count': 615, 'following_count': 207, 'tweet_count': 70322, 'listed_count': 2}"
58,"The IT guy with a plan, Bhangra/Bollywood DJ, Fashion Show Producer for the EBF, loves travelling and technology, Jack of all trades and a master of a few ;)",,False,https://pbs.twimg.com/profile_images/1013096912252260353/z_K1IsFQ_normal.jpg,South Africa,56976239,,DjGuji,,Dhillan Kalyan,False,"{'followers_count': 555, 'following_count': 845, 'tweet_count': 6002, 'listed_count': 11}"
59,"Peace can only come as a natural consequence of universal enlightenment - Nikola Tesla
#IStandwithChrisWilliamson #SocialismIsTheOnlyHopeForHumanity",https://t.co/Wv5xyJZ04G,False,https://pbs.twimg.com/profile_images/1360694114958925827/sdZW5w1C_normal.jpg,Hard left of centre,3836019533,,StevieHemmings,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Wv5xyJZ04G', 'expanded_url': 'http://www.stevenhemmings.com', 'display_url': 'stevenhemmings.com'}]}, 'description': {'hashtags': [{'start': 87, 'end': 113, 'tag': 'IStandwithChrisWilliamson'}, {'start': 114, 'end': 148, 'tag': 'SocialismIsTheOnlyHopeForHumanity'}]}}",Steven Hemmings - License to till 💙,False,"{'followers_count': 1114, 'following_count': 906, 'tweet_count': 47185, 'listed_count': 0}"
60,,https://t.co/c99pduax9L,False,https://pbs.twimg.com/profile_images/1453694931810328580/66pb5G5k_normal.jpg,,1894406605,806534589770596353,tzsvetan99,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c99pduax9L', 'expanded_url': 'https://www.youtube.com/channel/UCQzcaSz-ojecaxrJNsj701w', 'display_url': 'youtube.com/channel/UCQzca…'}]}}",It's Tsvetan,False,"{'followers_count': 233, 'following_count': 614, 'tweet_count': 2237, 'listed_count': 1}"
61,writing a novel read here https://t.co/w8qEvBxMbQ,,False,https://pbs.twimg.com/profile_images/1244657695849881600/imb8QPUd_normal.jpg,,1244441308057473024,1519412394514071553,StanleyRonin,"{'description': {'urls': [{'start': 26, 'end': 49, 'url': 'https://t.co/w8qEvBxMbQ', 'expanded_url': 'http://bit.ly/3IMPLK4', 'display_url': 'bit.ly/3IMPLK4'}]}}","Yasujiro Ozu’s cousin Lyle, from Toledo",False,"{'followers_count': 118, 'following_count': 140, 'tweet_count': 14184, 'listed_count': 1}"
62,#Paris2024 #8 화이팅!,,False,https://pbs.twimg.com/profile_images/1514233019221286912/dYtw9qfQ_normal.jpg,,1164824687358033920,1514229842606452740,ratherwhenever,"{'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'Paris2024'}]}}",rather,False,"{'followers_count': 4, 'following_count': 131, 'tweet_count': 1763, 'listed_count': 0}"
63,˚ ༘♡ ·˚꒰ 22 | he/they | cr : the duke and i | ꒱ ₊˚ˑ༄,https://t.co/2p5l8Yu3Xl,False,https://pbs.twimg.com/profile_images/1517011149476270082/WEdW6Jqo_normal.jpg,"17/48 📚, read carrd byf, 18+",1486985401747353600,1487899346091786245,vampichor,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2p5l8Yu3Xl', 'expanded_url': 'http://ghoulgore.carrd.co', 'display_url': 'ghoulgore.carrd.co'}]}}",𝖜ylan .ᐟ shelah is hawt ও,False,"{'followers_count': 421, 'following_count': 421, 'tweet_count': 4397, 'listed_count': 6}"
