id,location,profile_image_url,description,name,public_metrics,url,pinned_tweet_id,protected,verified,username,entities
1398115662510411776,@vamparaz,https://pbs.twimg.com/profile_images/1521691779946352641/mR5oZSXH_normal.jpg,mitski y kanata,ؘ,"{'followers_count': 47, 'following_count': 60, 'tweet_count': 10198, 'listed_count': 0}",https://t.co/mTTJdmfIOl,1.498411587266175e+18,False,False,gateteirl,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mTTJdmfIOl', 'expanded_url': 'http://tiny.cc/jyushii', 'display_url': 'tiny.cc/jyushii'}]}}"
2670035912,32004,https://pbs.twimg.com/profile_images/1521084413068689410/S4y5-and_normal.jpg,"aka zorra galega | no puedo, soy celíaca @putaceliaca",xia gluten free Ø,"{'followers_count': 2923, 'following_count': 2584, 'tweet_count': 129140, 'listed_count': 31}",https://t.co/H000mIplrc,1.239157827677102e+18,False,False,xiaec_,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/H000mIplrc', 'expanded_url': 'https://www.instagram.com/xiaec_/', 'display_url': 'instagram.com/xiaec_/'}]}, 'description': {'mentions': [{'start': 41, 'end': 53, 'username': 'putaceliaca'}]}}"
1240959056917008384,,https://pbs.twimg.com/profile_images/1472992653226790918/ZUiG2-3P_normal.jpg,PoGo: Pokebremer,AntiFr0sch,"{'followers_count': 23, 'following_count': 115, 'tweet_count': 495, 'listed_count': 0}",,,False,False,AntiFr0sch,
25900674,Michigan,https://pbs.twimg.com/profile_images/1063341074893152256/PP3WjoxP_normal.jpg,"Kind of a big deal. 



*my daughter made my banner",Marsha Bogardus,"{'followers_count': 383, 'following_count': 2878, 'tweet_count': 27132, 'listed_count': 25}",,,False,False,3Scorpios,
2249838511,Jamaica,https://pbs.twimg.com/profile_images/1505273716762099717/Y6J7iH5J_normal.jpg,"▪︎||Be positive, patient and persistent || ▪︎RTs & Likes ≠ Endorsement||",Ric🐾,"{'followers_count': 55, 'following_count': 939, 'tweet_count': 5583, 'listed_count': 0}",,1.4158995940981596e+18,False,False,ric93new,
1033536743226716160,"Málaga, España",https://pbs.twimg.com/profile_images/1519092391269089284/LU7t6voN_normal.jpg,"44 u don't understand... 
                     illojuan🇳🇬🙏🏻             mlg",martaliss44,"{'followers_count': 294, 'following_count': 342, 'tweet_count': 17404, 'listed_count': 1}",,,False,False,__martaxx,
1503056419960291328,,https://pbs.twimg.com/profile_images/1509907498010288133/nOARzDvF_normal.jpg,"新大学生かもしれないし
音ゲーマーかもしれない",Mur0,"{'followers_count': 78, 'following_count': 563, 'tweet_count': 1242, 'listed_count': 0}",,,False,False,Mur0_test,
453898769,"Sevilla, Andalucía",https://pbs.twimg.com/profile_images/1372270512408236033/DWG160do_normal.jpg,Siempre quise ser palmera enfrente del mar,pablo,"{'followers_count': 278, 'following_count': 229, 'tweet_count': 6236, 'listed_count': 1}",,6.993348710434816e+17,False,False,PabloEscalante8,
32986747,"Boise, ID/South Dakota Escapee",https://pbs.twimg.com/profile_images/1425621135551512578/acLP-Aqq_normal.jpg,"Just because it's not what you were expecting, doesn't mean it's not what you've been waiting for... mom*friend*professional*grandma survivor*badass",Christine W 😷💗🌊,"{'followers_count': 1019, 'following_count': 1583, 'tweet_count': 5401, 'listed_count': 7}",,,False,False,CWillyWally,
855590287,midwest nice ,https://pbs.twimg.com/profile_images/1435354340835876868/0LCtgO4p_normal.jpg,make a little birdhouse in your soul // formerly: @statesideradio @michigandaily,olive rigotti,"{'followers_count': 495, 'following_count': 513, 'tweet_count': 8603, 'listed_count': 0}",,1.5046411772698132e+18,False,False,ohanolive,"{'description': {'mentions': [{'start': 50, 'end': 65, 'username': 'statesideradio'}, {'start': 66, 'end': 80, 'username': 'michigandaily'}]}}"
237949876,"Nova Scotia, Canada",https://pbs.twimg.com/profile_images/1495831856612323330/yQexMUn-_normal.jpg,IT professional...who loves food and fashion! Slightly obsessed with #90dayfiance on TLC!,rachel,"{'followers_count': 66, 'following_count': 674, 'tweet_count': 4362, 'listed_count': 0}",,,False,False,martini7878,"{'description': {'hashtags': [{'start': 69, 'end': 81, 'tag': '90dayfiance'}]}}"
70380962,São Paulo,https://pbs.twimg.com/profile_images/1277719865781084160/s8X8puy7_normal.jpg,,O primo do Marlon,"{'followers_count': 346, 'following_count': 1643, 'tweet_count': 9098, 'listed_count': 0}",,,False,False,brunobrando,
1362521404156084224,,https://pbs.twimg.com/profile_images/1362522411757887489/IzEx03iI_normal.jpg,"Lifelong Wanderer, Learner and Adventurer.  Seeker of Joy and Well Being",Thecbdesigner,"{'followers_count': 1, 'following_count': 20, 'tweet_count': 152, 'listed_count': 0}",,,False,False,thecbdesigner,
1051574541569257472,Edmonton,https://pbs.twimg.com/profile_images/1404960608227774466/SOtcxITB_normal.jpg,"Certified Professional Editor (proofreading, copy editing, and structural and stylistic editing) | MA (English) | Works for Alberta's teachers | she/her",Kristina L,"{'followers_count': 440, 'following_count': 2192, 'tweet_count': 2382, 'listed_count': 4}",,1.4098953607056138e+18,False,False,editrixK,
1252986888681590784,"Brooklyn, NY",https://pbs.twimg.com/profile_images/1473697066778079237/qgTF-PMa_normal.jpg,"Survey specialist, Gator, big on Samuel Johnson. Flickr: https://t.co/7jKQ5aNmRY…",Frank Lynch,"{'followers_count': 218, 'following_count': 901, 'tweet_count': 25140, 'listed_count': 1}",https://t.co/J2PsvF9Dbx,1.2725117943980605e+18,False,False,FLynch2020,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/J2PsvF9Dbx', 'expanded_url': 'http://www.samueljohnson.com', 'display_url': 'samueljohnson.com'}]}, 'description': {'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/7jKQ5aNmRY', 'expanded_url': 'http://flickr.com/photos/frank_l', 'display_url': 'flickr.com/photos/frank_l'}]}}"
697239518454407168,Midwest,https://pbs.twimg.com/profile_images/1384626429544046594/pVW28Eey_normal.jpg,"Retired teacher, mom of 3, grandma of 4, Cub fan, proud DEMOCRAT Biden/Harris will bring us forward! Lauren Underwood best Rep. serving!💛🐝💛 Harris 202_",Kriss,"{'followers_count': 8741, 'following_count': 8743, 'tweet_count': 40640, 'listed_count': 26}",,1.5114050607055708e+18,False,False,KMC4wauk,
1220298383342100480,,https://pbs.twimg.com/profile_images/1476168270235459585/DJA87m5E_normal.jpg,XOTWOD.,puzzles💕💕,"{'followers_count': 478, 'following_count': 186, 'tweet_count': 11555, 'listed_count': 0}",,,False,False,patience___mona,
2381011447,brighton @Uhsussex,https://pbs.twimg.com/profile_images/1392207748624883715/q3FWUJZW_normal.png,"Divisional Head of Nursing -Children’s Services,RGN/RSCN/RMN,BSc,MSc. @FnightingaleF scholar 21, @cypnurseleaders member🐈‍⬛enthusiast. She/her.Tweets my own",🌟Lorraine Tinker💙RSCN/RGN/RMN,"{'followers_count': 4142, 'following_count': 4998, 'tweet_count': 47727, 'listed_count': 139}",,,False,False,lorraine_tinker,"{'description': {'mentions': [{'start': 70, 'end': 84, 'username': 'FnightingaleF'}, {'start': 97, 'end': 113, 'username': 'cypnurseleaders'}]}}"
1328754620450140160,"Cleveland, OH",https://pbs.twimg.com/profile_images/1328755236517924865/jodeRVHM_normal.jpg,I game like it's my 2nd job lol.,JigGig Gaming,"{'followers_count': 233, 'following_count': 263, 'tweet_count': 1841, 'listed_count': 0}",,,False,False,JiggigG,
601214177,"Iowa City, IA",https://pbs.twimg.com/profile_images/1508854667647889416/N7T9Wj-I_normal.jpg,mexican but sometimes mexican’t. dodgers fan and nachos connoisseur. University of Iowa. she/her,queen gaslight 💫,"{'followers_count': 581, 'following_count': 1355, 'tweet_count': 26053, 'listed_count': 1}",,1.4548947492912538e+18,False,False,lexi_g0nzales,
704322456547422208,"Lisboa, Portugal",https://pbs.twimg.com/profile_images/1497955554978844686/Fx4rQ5Dz_normal.jpg,"Poster Illustrator | Film Geek |
Prints at https://t.co/tDW4pxqsu8
Available for commissions: edgar_asc@hotmail.com",Edgar Ascensão,"{'followers_count': 1612, 'following_count': 597, 'tweet_count': 5708, 'listed_count': 33}",https://t.co/bp2rEsz1wY,1.5077170712155095e+18,False,False,edgar_ascensao,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bp2rEsz1wY', 'expanded_url': 'http://posterspy.com/profile/edgarascensao/', 'display_url': 'posterspy.com/profile/edgara…'}]}, 'description': {'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/tDW4pxqsu8', 'expanded_url': 'https://www.redbubble.com/people/edgarascensao/explore', 'display_url': 'redbubble.com/people/edgaras…'}]}}"
2172146125,,https://pbs.twimg.com/profile_images/1234401554234392576/bfD0NzyD_normal.png,TW4の紫廉(d16186)、TW5のシレン(e02408)、TW6の志蓮(f02407)、TW7でシレン(g00720)をやってる人の背後垢です。PBWのイラストは使用権は自分、著作権は各絵師様、全ての権利は運営会社が所持しているので転載禁止だよ。アイコンはエルカまたはむつきさん作。,しれんくん,"{'followers_count': 133, 'following_count': 241, 'tweet_count': 58273, 'listed_count': 6}",,,False,False,amekuba,
1018127406840864768,United States,https://pbs.twimg.com/profile_images/1505348356658405379/Nd7sNxIH_normal.jpg,"🇭🇹 RN/JD, proud mom of two brilliant beautiful women and wife of one hot nerdy guy.",BettyO 1/20/21,"{'followers_count': 837, 'following_count': 1417, 'tweet_count': 21797, 'listed_count': 0}",,,False,False,bcs43163304,
796688629322153984,Spain,https://pbs.twimg.com/profile_images/1069332541231046656/_o2v4Qay_normal.jpg,Licenciado en Ciencias del Deporte y la Educación Física; Diplomado en Magisterio de Educación Física.,A20,"{'followers_count': 39, 'following_count': 194, 'tweet_count': 277, 'listed_count': 0}",,,False,False,adrian_20e,
1110942908377694208,Area 51,https://pbs.twimg.com/profile_images/1514224848637206534/zhHCUcJr_normal.jpg,Escribo canciones.,Ausencia de color,"{'followers_count': 53, 'following_count': 137, 'tweet_count': 172, 'listed_count': 0}",,1.5198070442321347e+18,False,False,Miiloozz,
9530622,"home, home, and home",https://pbs.twimg.com/profile_images/365506057/FotoFlexer_Photo_normal.jpg,"Brilliant, just unmotivated. Oracle of Overflow. Chaotic Neutral. Once sold 37 t-shirts. I am the Fee Yeti. I like small dogs, queso, and @spiffmana.",malackey (inside kid),"{'followers_count': 174, 'following_count': 437, 'tweet_count': 18127, 'listed_count': 9}",https://t.co/t7074IwvPD,1.4432703708832113e+18,False,False,malackey,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t7074IwvPD', 'expanded_url': 'http://about.me/malackey', 'display_url': 'about.me/malackey'}]}, 'description': {'mentions': [{'start': 138, 'end': 148, 'username': 'spiffmana'}]}}"
17884450,town where I currently am,https://pbs.twimg.com/profile_images/1519901824383397888/OpR7FBA9_normal.jpg,dogs over people | 29 | she/her 🖤🤍💜,Marissa 🍍,"{'followers_count': 415, 'following_count': 347, 'tweet_count': 25122, 'listed_count': 11}",,1.2826442667838382e+18,False,False,mariss_ugh,
42965281,"Atlanta, GA",https://pbs.twimg.com/profile_images/2403245136/profile_normal.jpg,I ♥ UGA football.,Nae Nae🇺🇸,"{'followers_count': 370, 'following_count': 228, 'tweet_count': 39581, 'listed_count': 14}",,,False,False,Dnae_lyn_,
1428497995,España,https://pbs.twimg.com/profile_images/1450129891257638914/kxBh1arf_normal.jpg,,Prizu,"{'followers_count': 186, 'following_count': 50, 'tweet_count': 814, 'listed_count': 3}",,,False,False,prizuu_,
42769047,"Fort Worth, TX",https://pbs.twimg.com/profile_images/758491474392522753/HebaaxVm_normal.jpg,,Fred Rivera,"{'followers_count': 18, 'following_count': 159, 'tweet_count': 392, 'listed_count': 0}",,,False,False,frivera3,
1327170986,,https://pbs.twimg.com/profile_images/1095850235040010241/Q3st23zt_normal.jpg,"Designer, Developer, Dad, Dude",Tim,"{'followers_count': 71, 'following_count': 148, 'tweet_count': 4664, 'listed_count': 0}",,1.260650800746881e+18,False,False,tfairchild77,
21244525,,https://pbs.twimg.com/profile_images/1447666564300423168/zS_aahNO_normal.jpg,Meh,John Moore,"{'followers_count': 509, 'following_count': 624, 'tweet_count': 21630, 'listed_count': 27}",https://t.co/Zg0xoGsu8D,,False,False,JohnClimber,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zg0xoGsu8D', 'expanded_url': 'http://johnclimber.com', 'display_url': 'johnclimber.com'}]}}"
11319362,"San Luis Potosí, México",https://pbs.twimg.com/profile_images/1457921772855070720/ipqJN8qq_normal.jpg,"«It was all very queer. But queerer things were yet to come.» 

He/him",manu 🏳️‍🌈⚣ | ⊃∪∩⪽,"{'followers_count': 470, 'following_count': 1586, 'tweet_count': 173297, 'listed_count': 24}",,8.364416949711421e+17,False,False,Manu_V,
1328288769158557696,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,seifyussuf,"{'followers_count': 2, 'following_count': 27, 'tweet_count': 73, 'listed_count': 0}",,,False,False,seifyussuf5,
325176434,...,https://pbs.twimg.com/profile_images/1468660272361574402/eTd5lVW2_normal.jpg,Let's make Nigeria GREAT!,W,"{'followers_count': 533, 'following_count': 544, 'tweet_count': 17625, 'listed_count': 9}",,,False,False,Atanda_Waziri,
378286125,"santiago, Chile",https://pbs.twimg.com/profile_images/1504225621974700037/hXjfOjSK_normal.jpg,viajera- independiente - nómada - doglover cocinera - adoró tener a la gente que quiero en mi mesa!!!,AMP🇨🇱✈️,"{'followers_count': 242, 'following_count': 659, 'tweet_count': 4763, 'listed_count': 2}",,,False,False,ampatrick1962,
1454294328,,https://pbs.twimg.com/profile_images/1473886487842537477/Mkw9DWKP_normal.jpg,趣味 : 経済的自傷行為 おウマさんID : 447179211,シナモン,"{'followers_count': 286, 'following_count': 289, 'tweet_count': 2675, 'listed_count': 1}",,1.2659327388774605e+18,False,False,Ramen_OIC,
1265015604068732928,🌸 ur mom lol,https://pbs.twimg.com/profile_images/1515025940287565836/KVHt12oT_normal.jpg,"mateo/ronnie • 14 • he/they/frog/star • Mexican • biles, bigay and a buncha other shit • cw for caps,cussing,vents • ACAB • i love attention",mateo,"{'followers_count': 348, 'following_count': 332, 'tweet_count': 51901, 'listed_count': 6}",https://t.co/vhVxSsfLjy,1.5170727606101647e+18,False,False,moonishima,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vhVxSsfLjy', 'expanded_url': 'https://bi-lesbian.carrd.co/#menu', 'display_url': 'bi-lesbian.carrd.co/#menu'}]}}"
877366936845389824,,https://pbs.twimg.com/profile_images/1495781347461414917/Ub5fBfa__normal.jpg,she/her. basically my diary so follow if u dare,mister baitor,"{'followers_count': 51, 'following_count': 100, 'tweet_count': 5458, 'listed_count': 1}",,1.5107700731406705e+18,False,False,misterbaitorx,
56967422,Philippines,https://pbs.twimg.com/profile_images/697776089481891841/k35cyH8L_normal.jpg,"What is, is.",Tikya Aguirre,"{'followers_count': 464, 'following_count': 527, 'tweet_count': 12952, 'listed_count': 7}",,,False,False,tsagui,
816428630905683968,Charleville-Mezières ,https://pbs.twimg.com/profile_images/1465683662326976516/sABPYR0Q_normal.jpg,"Do you think you're better every day?                         
                            No, I think I'm two steps nearer to my grave.

⭐",Estafadora_69,"{'followers_count': 371, 'following_count': 463, 'tweet_count': 11114, 'listed_count': 0}",,1.284641260519805e+18,False,False,MCR_official_,
400783143,Outback WA ,https://pbs.twimg.com/profile_images/1258281493824106496/L-EUbBAl_normal.jpg,big idiot,Anonymous Bosch,"{'followers_count': 687, 'following_count': 1339, 'tweet_count': 15253, 'listed_count': 16}",,,False,False,meldrummo,
611217998,"Imperial Valley, southern CA",https://pbs.twimg.com/profile_images/1420498693191442433/OhffbcKO_normal.jpg,6thGradeGATE * JustBeYou * GlobalGoals * InquiryTeacher * GCE * ACSA TOY17 * IVCUE TOY21 * ICOE TOY21 * IVCUE Board *  NearpodPioNear * 13.1 * I❤️the 80's!,Marilyn McAlister,"{'followers_count': 6612, 'following_count': 3073, 'tweet_count': 22776, 'listed_count': 153}",https://t.co/YLsdCSNvJV,1.4041016400896e+18,False,False,MarilynEDU,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YLsdCSNvJV', 'expanded_url': 'https://elink.io/99896ae', 'display_url': 'elink.io/99896ae'}]}}"
1353499010099802112,8teen | she/him,https://pbs.twimg.com/profile_images/1519877349180944384/svNAQS4d_normal.jpg,is he now or has he ever been a gay?,fox,"{'followers_count': 104, 'following_count': 450, 'tweet_count': 8889, 'listed_count': 2}",https://t.co/O9cZ4J2N3s,1.4657931177355018e+18,False,False,UFOPARTYS,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O9cZ4J2N3s', 'expanded_url': 'https://boxd.it/28Gzn', 'display_url': 'boxd.it/28Gzn'}]}}"
4009329569,Charlotte,https://pbs.twimg.com/profile_images/1509364138648158210/SP3NIn_F_normal.jpg,I tweet therefore I am,How you gon get fresh?,"{'followers_count': 1313, 'following_count': 936, 'tweet_count': 104780, 'listed_count': 36}",https://t.co/aVfh28otAa,7.130058182835937e+17,False,False,LanceTheOmega,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aVfh28otAa', 'expanded_url': 'http://ImNotHereToArgueOrDebateWithYou.com', 'display_url': 'ImNotHereToArgueOrDebateWithYou.com'}]}}"
52217952,"Park Ridge, IL",https://pbs.twimg.com/profile_images/1214572150084034561/acls48PW_normal.jpg,Tweet,Don Wojnicki,"{'followers_count': 66, 'following_count': 250, 'tweet_count': 636, 'listed_count': 1}",,,False,False,DonWojnicki,
461748947,,https://pbs.twimg.com/profile_images/1333046363282522113/lc2KHg5-_normal.jpg,鹿島アントラーズとモータースポーツを愛する元茨城県民,むっきー,"{'followers_count': 92, 'following_count': 374, 'tweet_count': 6046, 'listed_count': 5}",,,False,False,mukaiyama_CSO,
269399408," Boston, MA",https://pbs.twimg.com/profile_images/885205711302541312/bndAjoml_normal.jpg,"no one deserves to be forgotten; I love a good comma;
he/him/they/them","Socially Aware, Emotionally Distant","{'followers_count': 97, 'following_count': 463, 'tweet_count': 6592, 'listed_count': 1}",,,False,False,PLiBoissonnault,
1343788759020675072,South Africa,https://pbs.twimg.com/profile_images/1476488094979436546/AydTNaXi_normal.jpg,"survivor 🕯 | I am not my tweets, well sometimes 🙃",Sophie Whitehouse,"{'followers_count': 530, 'following_count': 517, 'tweet_count': 5440, 'listed_count': 1}",,,False,False,FazlinLe,
549166009,,https://pbs.twimg.com/profile_images/1493169091019948033/eHa0EKu7_normal.jpg,"Solo doy RT y MG, poco más vas a ver por aquí ¯\_(ツ)_/¯",ʕಠ_ಠʔ,"{'followers_count': 256, 'following_count': 550, 'tweet_count': 811, 'listed_count': 0}",,1.265291968231465e+18,False,False,dnldznvs,
532488904,"Atlanta, GA",https://pbs.twimg.com/profile_images/1446509681460002821/SbMBPKu4_normal.jpg,"Emmy winning AMS certified meteorologist/co-host of @GoodDayAtlanta at 10am. Bringing you 6.5 hrs of weather/news each AM! UGA Geography, Penn State Meteorology",Joanne Feldman FOX 5,"{'followers_count': 20811, 'following_count': 3835, 'tweet_count': 39574, 'listed_count': 310}",https://t.co/rnJhXlw2Sx,,False,True,JoanneFOX5,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rnJhXlw2Sx', 'expanded_url': 'http://www.fox5atlanta.com', 'display_url': 'fox5atlanta.com'}]}, 'description': {'mentions': [{'start': 52, 'end': 67, 'username': 'GoodDayAtlanta'}]}}"
2889351785,,https://pbs.twimg.com/profile_images/1114869764873125888/9oS7kQLL_normal.jpg,I just want to live a peaceful life,Kimberly Strasser 🌷,"{'followers_count': 22, 'following_count': 82, 'tweet_count': 372, 'listed_count': 0}",,,False,False,kim_strasser,
2958032293,,https://pbs.twimg.com/profile_images/1367518187437363205/5ts51tbb_normal.jpg,only the absurdities,modrhyth,"{'followers_count': 45, 'following_count': 231, 'tweet_count': 335, 'listed_count': 2}",,8.683537797579858e+17,False,False,modrhyth,
335684841,D{M}V,https://pbs.twimg.com/profile_images/1493604408051052547/gZ3s1ewA_normal.jpg,aka: The Dog Catcher🐶• Afro Latina & proud 🇵🇦🇳🇮 💃🏾 • D{M}V bred • La fuerza y ​​la perseverancia 🌺 • @RemixxDolo 💙💍 • Host of the #BlackThoughts Space,ღ Gaboogi ღ,"{'followers_count': 1539, 'following_count': 779, 'tweet_count': 84986, 'listed_count': 12}",https://t.co/MvcQj3gZN9,7.405613226104463e+17,False,False,theegabbibear,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MvcQj3gZN9', 'expanded_url': 'https://vm.tiktok.com/TTPdBDxv53/', 'display_url': 'vm.tiktok.com/TTPdBDxv53/'}]}, 'description': {'hashtags': [{'start': 130, 'end': 144, 'tag': 'BlackThoughts'}], 'mentions': [{'start': 101, 'end': 112, 'username': 'RemixxDolo'}]}}"
