id,conversation_id,public_metrics,text,context_annotations,author_id,possibly_sensitive,created_at,source,lang,reply_settings,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521508864809521152,1521508864809521152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 5/6

⬜⬜⬜🟨⬜
⬜🟨🟨⬜⬜
🟨🟨🟨🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
くそが","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2469686155,False,2022-05-03T15:15:56.000Z,Twitter for iPhone,ja,everyone,,,,,
1521508861697536000,1521508861697536000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 X/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜🟩🟩I put Harry instead of Hairy. 🤦‍♀️😂","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",409960087,False,2022-05-03T15:15:55.000Z,Twitter for iPhone,en,everyone,"{'annotations': [{'start': 70, 'end': 74, 'probability': 0.8761, 'type': 'Person', 'normalized_text': 'Harry'}]}",,,,
1521508859076096003,1521508859076096003,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}","Oof! I will scapegoat sleep deprivation.

@haysjr @marathonmonkey
Wordle 318 5/6

🟨⬛⬛⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3326017151,False,2022-05-03T15:15:54.000Z,Twitter for Android,en,everyone,"{'mentions': [{'start': 42, 'end': 49, 'username': 'HaysJr', 'id': '1370463167109865477'}, {'start': 50, 'end': 65, 'username': 'marathonmonkey', 'id': '100683936'}]}",,,,
1521508858346188802,1521508858346188802,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 2/6

🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩
すごいすごいすごい！","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1123779198479413248,False,2022-05-03T15:15:54.000Z,Twitter for iPhone,ja,everyone,,,,,
1521508855833763840,1521508855833763840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 6/6
意外と気づかないやつ。
⬜🟨🟨⬜🟨
🟩🟩⬜🟨⬜
⬜⬜🟨⬜⬜
⬜⬜🟨⬜⬜
⬜🟨⬜⬜🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",303663766,False,2022-05-03T15:15:54.000Z,Twitter for Android,ja,everyone,,,,,
1521508851618512896,1521508851618512896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 5/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1157919490450968577,False,2022-05-03T15:15:53.000Z,Twitter for iPhone,en,everyone,,,,,
1521508847679983617,1521508847679983617,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 8/10

⬛⬛⬛⬛⬛  ⬛🟩⬛⬛🟨
⬛⬛⬛⬛⬛  ⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨  🟩🟩🟩🟩🟩
🟨🟨⬛⬛⬛
⬛⬛⬛⬛⬛

https://t.co/GX3z4h53uD
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",459248509,False,2022-05-03T15:15:52.000Z,Twitter for iPhone,ja,everyone,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/GX3z4h53uD', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 94, 'end': 105, 'tag': 'ポケモンWordle'}]}",,,,
1521508843968073730,1521508843968073730,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Wordle 318 3/6

⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

Yes!","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1025452033413808128,False,2022-05-03T15:15:51.000Z,Twitter Web App,en,everyone,,,,,
1521508843137634304,1496298977570213892,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1031883927890214912,False,2022-05-03T15:15:51.000Z,Twitter Web App,en,everyone,,"[{'type': 'replied_to', 'id': '1521100949720539136'}]",1031883927890214912,,
1521508841652842497,1521508841652842497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 5/6

🟨⬜⬜🟩⬜
⬜🟨🟨⬜⬜
⬜🟩🟩🟩🟩
⬜⬜🟨⬜⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",754259118601277441,False,2022-05-03T15:15:50.000Z,Twitter for iPhone,en,everyone,,,,,
1521508834229071872,1521508834229071872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛⬛🟨⬛⬛
🟨⬛⬛🟩⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩tf i got this one","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1374460783,False,2022-05-03T15:15:49.000Z,Twitter for iPhone,en,everyone,,,,,
1521508833620729856,1521508833620729856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 4/6

⬛🟨⬛⬛⬛
⬛⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",16881953,False,2022-05-03T15:15:48.000Z,Twitter for iPhone,en,everyone,,,,,
1521508832807383040,1521508832807383040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 2/6*
かんたん
🟨⬛🟨⬛🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3977381,False,2022-05-03T15:15:48.000Z,Twitter for iPhone,ja,everyone,,,,,
1521508828214222848,1521508828214222848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 5/10

⬛🟨⬛⬛⬛
⬛⬛⬛🟨⬛
⬛⬛🟨⬛🟨
⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩

https://t.co/gqR5q2AlVy
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",1031551323831853056,False,2022-05-03T15:15:47.000Z,Twitter for Android,ja,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/gqR5q2AlVy', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=orig', 'width': 200, 'height': 200}, {'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ポケモンWordle', 'description': 'ポケモンWordle (ポケモンワードル)は単語当てゲーム「Wordle」のポケモン版。１０回のチャレンジでポケモンの名前を当てよう！', 'unwound_url': 'https://wordle.mega-yadoran.jp/'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",,,,
1521508827501252608,1521508827501252608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 🇯🇵 わーどる（Waadoru）
https://t.co/oQrozsw0Yl

⬛🟡🟡🔴⬛
🔴🟥⬛🔴🟡
🟩🟩🟩🟩🟩

なるほど","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",868856109146058752,False,2022-05-03T15:15:47.000Z,Twitter for Android,ja,everyone,"{'urls': [{'start': 24, 'end': 47, 'url': 'https://t.co/oQrozsw0Yl', 'expanded_url': 'https://skytomo221.github.io/waadoru/?challenge=bmlob24naWNoaQ', 'display_url': 'skytomo221.github.io/waadoru/?chall…'}]}",,,,
1521508824951451648,1521508824951451648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 319 3/6*

🟩🟨⬛⬛⬛
🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",852129990,False,2022-05-03T15:15:46.000Z,Twitter for iPad,en,everyone,,,,,
1521508824666210304,1521506611117780992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@velosays 오x2. 이게 아직 안 나왔었다니 의외.

Wordle 319 2/6

⬜🟨⬜⬜🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",147864189,False,2022-05-03T15:15:46.000Z,Twitter for iPhone,ko,everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'velosays', 'id': '188633117'}]}","[{'type': 'replied_to', 'id': '1521506611117780992'}]",188633117,,
1521508824338911239,1521508824338911239,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6

🟩⬛⬛⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",886609370,False,2022-05-03T15:15:46.000Z,Twitter for iPhone,en,everyone,,,,,
1521508816432427008,1521508816432427008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Insofar as I have a theory of Wordle it’s that you need vowels early and consonants late:

Wordle 318 5/6

🟨⬜🟨⬜⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4359447913,False,2022-05-03T15:15:44.000Z,Twitter Web App,en,everyone,,,,,
1521508808132284416,1521508808132284416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 9/10

⬛🟨⬛⬛⬛  ⬛🟩⬛⬛⬛
⬛⬛🟨⬛⬛  ⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛  ⬛🟩⬛🟨⬛
⬛🟩⬛⬛🟩  🟩🟩🟩🟩🟩
⬛🟩⬛⬛🟩

https://t.co/rcEJnjUVNV
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",307845928,False,2022-05-03T15:15:42.000Z,twitcle plus,ja,everyone,"{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/rcEJnjUVNV', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 101, 'end': 112, 'tag': 'ポケモンWordle'}]}",,,,
1521508805699411971,1521508805699411971,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 5/6

⬛🟨⬛🟩⬛
⬛🟨⬛🟩⬛
⬛🟨⬛🟩🟨
🟩🟨⬛🟩🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",384192699,False,2022-05-03T15:15:42.000Z,Twitter for iPhone,en,everyone,,,,,
1521508804705366016,1521362441841565698,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@MsSpydaSam Wordle guessed in 4/6!
Can you do better?
Try this wordle: https://t.co/evBQy1fSog

⬜⬜⬜⬜⬜
🟩⬜🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
#mywordle 
Took me far longer than it should 😂","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",36044034,True,2022-05-03T15:15:41.000Z,Twitter for iPhone,en,everyone,"{'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/evBQy1fSog', 'expanded_url': 'https://mywordle.strivemath.com/?word=owvyp', 'display_url': 'mywordle.strivemath.com/?word=owvyp'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'MsSpydaSam', 'id': '726716569573842945'}], 'hashtags': [{'start': 120, 'end': 129, 'tag': 'mywordle'}]}","[{'type': 'replied_to', 'id': '1521362441841565698'}]",726716569573842945,,
1521508803971551232,1521508803971551232,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","Wordle 319 2/6*

⬛⬛⬛🟨🟨
🟩🟩🟩🟩🟩

冴えてる","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",373989171,False,2022-05-03T15:15:41.000Z,Twitter for iPhone,ja,everyone,,,,,
