id,public_metrics,url,profile_image_url,protected,verified,name,pinned_tweet_id,username,description,entities,location
2925210415,"{'followers_count': 2213, 'following_count': 2062, 'tweet_count': 11698, 'listed_count': 53}",https://t.co/qMjdA3K4tv,https://pbs.twimg.com/profile_images/1079213972170133504/pMYL47kU_normal.jpg,False,False,Jeremy Brener,1.436068297817084e+18,JeremyBrener,@SBNation @FanNation @Knights247 UCF '20 he/him,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qMjdA3K4tv', 'expanded_url': 'https://www.sbnation.com/users/Jeremy_Brener', 'display_url': 'sbnation.com/users/Jeremy_B…'}]}, 'description': {'mentions': [{'start': 0, 'end': 9, 'username': 'SBNation'}, {'start': 10, 'end': 20, 'username': 'FanNation'}, {'start': 21, 'end': 32, 'username': 'Knights247'}]}}",HTX-ORL
1479012898588401664,"{'followers_count': 3, 'following_count': 4, 'tweet_count': 121, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1479012966309662720/27NP7uIU_normal.png,False,False,Cliff Daquioag,,cliffdaquioag,cat loaf,,
2605694719,"{'followers_count': 260, 'following_count': 157, 'tweet_count': 29621, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1520862403252330496/GMkUrHCI_normal.jpg,False,False,น้องอบควันเทียน🕯,1.5128809735950868e+18,bakesmokecandle,น้องหวานๆลูกคะ ใครโง่มากก้จับมันหักคอเลยค่ะลูก,,
232094960,"{'followers_count': 176, 'following_count': 182, 'tweet_count': 19268, 'listed_count': 4}",https://t.co/0ATeGXgdWn,https://pbs.twimg.com/profile_images/1460541224255770629/ATFm50UP_normal.jpg,False,False,Gray Revanchist,1.4605405741891707e+18,ACuadrosA,"Chess, prog rock, Epic Music, Star Wars, Doctor Who, Anime, Manga, DC, UCM Marvel.
Hago Streams de Ajedrez y Videojuegos :)","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0ATeGXgdWn', 'expanded_url': 'https://www.twitch.tv/pr3dawolf', 'display_url': 'twitch.tv/pr3dawolf'}]}}",Aquí
806339672750206976,"{'followers_count': 31, 'following_count': 181, 'tweet_count': 436, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1241909371338031105/g1v033Uo_normal.jpg,False,False,Eddie Yeoh,,hajagee69,Winged Acrophobic,,Tanah Merah
1003339767105314816,"{'followers_count': 13, 'following_count': 198, 'tweet_count': 33761, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1501376451924279299/IAJZ8_CU_normal.jpg,False,False,𝙳𝙴𝙲 𝚆𝚒𝚜𝚑𝚎𝚜٭,,baamboox,TREASURE | MXM | ONF,,
2388861787,"{'followers_count': 4286, 'following_count': 384, 'tweet_count': 3137, 'listed_count': 31}",https://t.co/aXX7PT8MiW,https://pbs.twimg.com/profile_images/1344497201419071490/IIkhrEMz_normal.jpg,False,False,Swaran Singh,,SwaranSinghJNU,"Prof of Diplomacy & Disarmament, CIPOD, School of International Studies, Jawaharlal Nehru Univ (India); President, Association of Asia Scholars. https://t.co/7q8YRf94YT","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aXX7PT8MiW', 'expanded_url': 'http://bit.ly/swaransingh', 'display_url': 'bit.ly/swaransingh'}]}, 'description': {'urls': [{'start': 145, 'end': 168, 'url': 'https://t.co/7q8YRf94YT', 'expanded_url': 'http://asiascholars.in', 'display_url': 'asiascholars.in'}]}}",New Delhi
2734266286,"{'followers_count': 52, 'following_count': 101, 'tweet_count': 438, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/533427701898420225/d0T4duMW_normal.jpeg,False,False,Raewyn,,raewynfrancis,,,
1278878478687965184,"{'followers_count': 50, 'following_count': 127, 'tweet_count': 150, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1279855870155907072/_-zqto1n_normal.jpg,False,False,Giorgina Chiasselotti,,giochiasselotti,🇦🇷 🇮🇹,,"Rosario, Argentina"
437716891,"{'followers_count': 1973, 'following_count': 2355, 'tweet_count': 355724, 'listed_count': 134}",https://t.co/Cx58AXeqMY,https://pbs.twimg.com/profile_images/1388153632009461763/K_-GO16m_normal.jpg,False,False,🍍FERGALICIOUS 🍍,1.1823335409371628e+18,outofmyplanet,"Your friendly neighbourhood crip, faulty parts, shoddily assembled, excellent hair. (any pronouns)","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Cx58AXeqMY', 'expanded_url': 'https://badvibesonlyshop.etsy.com', 'display_url': 'badvibesonlyshop.etsy.com'}]}}",Unceded Algonquin territory 
3245101569,"{'followers_count': 6, 'following_count': 30, 'tweet_count': 96, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/597460532719849472/tDnXzUTh_normal.jpg,False,False,Diana Cuadra,,jaysmom57,,,
1180475074958094336,"{'followers_count': 265, 'following_count': 341, 'tweet_count': 30111, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/1432727765044715526/UpNMKz_e_normal.jpg,False,False,みゅーな,1.4388424404844175e+18,mimilatimeria,https://t.co/RSvKIngr2G,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RSvKIngr2G', 'expanded_url': 'http://nicovideo.jp/user/94173688', 'display_url': 'nicovideo.jp/user/94173688'}]}}",スノードームの中
974659813601771520,"{'followers_count': 794, 'following_count': 1003, 'tweet_count': 16923, 'listed_count': 5}",https://t.co/TYnRJRQ13K,https://pbs.twimg.com/profile_images/1061580147348787205/Lx6AH0ls_normal.jpg,False,False,やまあつ,1.2460551784756797e+18,yamatsu_nu,"ふぁぼ魔（たまに） / 
ぬエ火星書類上はB4 /
JPとFSと元れぬ /
おーえんにもはいってたりするらしいけど東方知識なんてほとんどないとか /
ベースを弾いたりベースを歌ったりゲームをしたり呼吸をしたり…… /

垢一覧→https://t.co/anJsodbvtH…","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TYnRJRQ13K', 'expanded_url': 'https://www.instagram.com/yama_jp_fs_rn/', 'display_url': 'instagram.com/yama_jp_fs_rn/'}]}, 'description': {'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/anJsodbvtH', 'expanded_url': 'https://twitter.com/yamatsu_nu/lis', 'display_url': 'twitter.com/yamatsu_nu/lis'}]}}",名古屋6カ年制大学
286940459,"{'followers_count': 130, 'following_count': 600, 'tweet_count': 32432, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1517001196506021888/fSoQoLWK_normal.jpg,False,False,ムヨーディスカバリー,,youi_mura,要注意:ファボ魔。ツイッター初心者。猫派。電撃派。ジャンプ派。雑学は嗜好品。はいだらー。ソシャゲに追われる日々。 提督業は@muyokancoreに置いてきた。俺はビャッコと行く！,"{'description': {'mentions': [{'start': 61, 'end': 73, 'username': 'muyokancore'}]}}",
1253692804418527232,"{'followers_count': 41, 'following_count': 110, 'tweet_count': 1145, 'listed_count': 0}",https://t.co/o0pBMt8bcI,https://pbs.twimg.com/profile_images/1492929502254874625/Ztn8GKfB_normal.jpg,False,False,Yuvraj Singh Mann,1.475767923692114e+18,yuvnique,He/Him | Aspiring Journalist ♋💟,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o0pBMt8bcI', 'expanded_url': 'https://www.instagram.com/yuvnique/', 'display_url': 'instagram.com/yuvnique/'}]}}",India 
762021035780763648,"{'followers_count': 53, 'following_count': 95, 'tweet_count': 3798, 'listed_count': 0}",https://t.co/O6PxfAcMQU,https://pbs.twimg.com/profile_images/1516319673603792899/4UO7wImF_normal.jpg,False,False,𝘚𝘶𝘮𝘪,1.4283786994859172e+18,_sumii99,Tahdig :),"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O6PxfAcMQU', 'expanded_url': 'https://tellonym.me/Itzsumi', 'display_url': 'tellonym.me/Itzsumi'}]}}",I dont know where
892656020,"{'followers_count': 209, 'following_count': 97, 'tweet_count': 12012, 'listed_count': 5}",https://t.co/8uywQbo0T7,https://pbs.twimg.com/profile_images/1118880878849978368/03S1Nx3D_normal.jpg,False,False,Akira Hamada,1.2906553624466924e+18,AkiraHMD,"Associate Professor, Kobe City University of Foreign Studies. Interests: SLA, TESOL, Vocabulary Learning","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8uywQbo0T7', 'expanded_url': 'https://hamada-lab.jp/', 'display_url': 'hamada-lab.jp'}]}}",
1941369607,"{'followers_count': 717, 'following_count': 1356, 'tweet_count': 13837, 'listed_count': 5}",https://t.co/vOrRkFxaL0,https://pbs.twimg.com/profile_images/1347965325061611522/2a6Y7-_E_normal.jpg,False,False,Xtra,1.4466161940778885e+18,xtra_depresso,21. Ace. he/they. venmo: xtradepresso Cash App: $xtradepresso,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vOrRkFxaL0', 'expanded_url': 'https://linktr.ee/xtra.depresso', 'display_url': 'linktr.ee/xtra.depresso'}]}}","Kansas, USA"
1472903126718251008,"{'followers_count': 68, 'following_count': 189, 'tweet_count': 1185, 'listed_count': 0}",https://t.co/XCWoN7lWMO,https://pbs.twimg.com/profile_images/1520321099929554945/sGqpHgrC_normal.jpg,False,False,tog @Quiz,1.5196157605108326e+18,tog15_duvet,動画: #東大王 #Qさま #QuizKnock #カプリティオチャンネル クイズ: #みんはや #クイバト パズル: #WORDLE #NYTXW #マイブロ 語学: #Duolingo #Drops #mikan #ココセカ ヘッダー: https://t.co/2JrKHn5iiq,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XCWoN7lWMO', 'expanded_url': 'https://linktr.ee/tog15_duvet', 'display_url': 'linktr.ee/tog15_duvet'}]}, 'description': {'urls': [{'start': 121, 'end': 144, 'url': 'https://t.co/2JrKHn5iiq', 'expanded_url': 'http://app.wombo.art', 'display_url': 'app.wombo.art'}], 'hashtags': [{'start': 4, 'end': 8, 'tag': '東大王'}, {'start': 9, 'end': 13, 'tag': 'Qさま'}, {'start': 14, 'end': 24, 'tag': 'QuizKnock'}, {'start': 25, 'end': 37, 'tag': 'カプリティオチャンネル'}, {'start': 43, 'end': 48, 'tag': 'みんはや'}, {'start': 49, 'end': 54, 'tag': 'クイバト'}, {'start': 60, 'end': 67, 'tag': 'WORDLE'}, {'start': 68, 'end': 74, 'tag': 'NYTXW'}, {'start': 75, 'end': 80, 'tag': 'マイブロ'}, {'start': 85, 'end': 94, 'tag': 'Duolingo'}, {'start': 95, 'end': 101, 'tag': 'Drops'}, {'start': 102, 'end': 108, 'tag': 'mikan'}, {'start': 109, 'end': 114, 'tag': 'ココセカ'}]}}",
1076839710805372928,"{'followers_count': 19, 'following_count': 81, 'tweet_count': 308, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1506374500870467584/49sY9d9H_normal.jpg,False,False,BrownGirlExtraordinaire,,gamblegrl19,Always looking for the next adventure cuz life’s too short to stay still,,"Lancaster, PA"
111656105,"{'followers_count': 411, 'following_count': 4344, 'tweet_count': 878, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/2614246784/image_normal.jpg,False,False,marie farmer💙,,farmerpoppy,A dancer!!!,,derbyshire
1074957177440296960,"{'followers_count': 959, 'following_count': 618, 'tweet_count': 45321, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1515566559720513536/8lgXaGnT_normal.jpg,False,False,Gaurav,,Gauravsavad,19|,,"Maharashtra, India 🇮🇳"
880659089746952192,"{'followers_count': 158, 'following_count': 149, 'tweet_count': 6087, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1351456319035740160/x3Fqq5m3_normal.jpg,False,False,🍵リリー はるき0x7e6☕,,LilyHrk,"細マッチョ（を目指してると言うのも恥ずかしくなる横腹撃退が目下の急務なのにリスケの毎日）のアラサー＋10のエンジニア職 
離婚歴なし独身
無言フォロー歓迎＆失礼します 勧誘or外部サイト紹介等々以外はわりとフォロバします 
#相互フォロー歓迎 #裏垢女子風業者様動画紹介垢様辞退希望","{'description': {'hashtags': [{'start': 112, 'end': 121, 'tag': '相互フォロー歓迎'}, {'start': 122, 'end': 141, 'tag': '裏垢女子風業者様動画紹介垢様辞退希望'}]}}",東京都23区内
31787784,"{'followers_count': 200, 'following_count': 291, 'tweet_count': 1697, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1037559674705338368/3s_f4gOX_normal.jpg,False,False,Saravana Kumar,,saravana_kumarT,,,
874617365560012800,"{'followers_count': 64, 'following_count': 1230, 'tweet_count': 8336, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1520387164030263297/hrknxsm6_normal.jpg,False,False,"David Rycan, Pokémon & Tokusatsu Brainrot",1.4918013094643261e+18,Rycanator,"21, They/Them, weak to cold damage, resistant to poison, lover of dragons. 💙 @furryprick. Don't view my likes unless you're over 18. Icon by @ief_Cuadricula!","{'description': {'mentions': [{'start': 77, 'end': 88, 'username': 'furryprick'}, {'start': 141, 'end': 156, 'username': 'ief_Cuadricula'}]}}",Ireland
1283692967270612992,"{'followers_count': 8, 'following_count': 40, 'tweet_count': 146, 'listed_count': 0}",https://t.co/s245KLhYNs,https://pbs.twimg.com/profile_images/1304704756472979456/iOIkF7ZI_normal.jpg,False,False,TreeBen77,,TreeBen77,I'm an Australian who can develop Discord bots & Roblox experiences. I founded @TreeBen77Studio,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/s245KLhYNs', 'expanded_url': 'http://linktr.ee/treeben77', 'display_url': 'linktr.ee/treeben77'}]}, 'description': {'mentions': [{'start': 79, 'end': 95, 'username': 'TreeBen77Studio'}]}}","Queensland, Australia"
15876342,"{'followers_count': 100, 'following_count': 77, 'tweet_count': 35776, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1509349885144879111/mVlYV_MO_normal.jpg,False,False,💉😷 Elle 🕊,1.5091751807986074e+18,lafemmefollette,"thank u, next but my grown kids. simple midwestern girl. Like another song, I'm a free bitch, baby + when I am bad I am horrid. me/you 💌",,Northeast Corridor
1122124291087241216,"{'followers_count': 365, 'following_count': 409, 'tweet_count': 4387, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1418333740527460357/sLU5hjIy_normal.jpg,False,False,Jay 🏳️‍🌈💙💖🤍💖💙➕,,Cherokee_wren,"Good Omens hyperfixation, Crazy 4 Crowley, artist, loves DT, MS, the 10th Doctor. Trans rights!",,"Georgia, USA "
171872472,"{'followers_count': 219, 'following_count': 264, 'tweet_count': 189583, 'listed_count': 25}",https://t.co/vyjhBqgeFm,https://pbs.twimg.com/profile_images/1509817585801449481/FIXAwlGW_normal.jpg,False,False,定時退勤したい,1.5124101404812616e+18,kisshisshi,"20超えてるので酒を週3で飲む社畜。d!⚙入国済でいろいろｼﾞｯｷｮ観る。最近は呪で七受けと伊受けを吸ってる。近現代史とオカルトも齧る。何でも呟くしネタバレ気をつけて。
ゲーム垢→@GameKitsu","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vyjhBqgeFm', 'expanded_url': 'https://profcard.info/u/Ew4NQ4JoT2RDh5wLIM6n85NZTJC2', 'display_url': 'profcard.info/u/Ew4NQ4JoT2RD…'}]}, 'description': {'mentions': [{'start': 90, 'end': 100, 'username': 'GameKitsu'}]}}",標準社畜収容施設
4080600140,"{'followers_count': 102, 'following_count': 127, 'tweet_count': 27087, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1134217195162988544/HLfT_euh_normal.jpg,False,False,じょぉ,1.4555393725819208e+18,JoeDetroitFF,FF14(ElementalDC/Carbuncle),,
264744315,"{'followers_count': 601, 'following_count': 656, 'tweet_count': 20790, 'listed_count': 0}",https://t.co/QQ8V845RwU,https://pbs.twimg.com/profile_images/1442982781710049288/33UmYqmw_normal.jpg,False,False,ton 𝄇,1.1271066930981192e+18,tokunoupanda,"レゴいじる人（ロボットとか）
TRPG(SW2.5 )やってる人","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QQ8V845RwU', 'expanded_url': 'http://instagram.com/ton_e6', 'display_url': 'instagram.com/ton_e6'}]}}",LEGOとTRPGの親和性を考える会
1202141817145188352,"{'followers_count': 40, 'following_count': 741, 'tweet_count': 612, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1497780845465063425/JoKB1ZXt_normal.jpg,False,False,The Kangaroo Daily,,kangarooaus1,"Essendon fan ❤🖤

Comments on news, politics and current affairs.

Views are my own",,
264790497,"{'followers_count': 62, 'following_count': 70, 'tweet_count': 2563, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1198908943742820353/k9l421CX_normal.jpg,False,False,issei SHIMIZU,,isseismz,"2006年卒Ｉ千葉医療福祉専門学校勤務Ｉ前職🐢 Ｉ専門：脳卒中, 神経筋疾患, リウマチ性疾患Ｉ認定理学療法士（神経筋疾患）Ｉここでの発言は所属組織とは全く関係ありません，と言うのは，所属組織の見解ではなく個人の意見ですと言う事です！",,千葉 鴨川市
3099459578,"{'followers_count': 342, 'following_count': 319, 'tweet_count': 14937, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1521659434182742016/8HVx1nfj_normal.jpg,False,False,𝙁𝙧𝙖𝙣𝙯𝙯𝙪,1.5142656272631153e+18,acinerbaznarf,follow me at https://t.co/b6Q5fyvBpz,"{'description': {'urls': [{'start': 13, 'end': 36, 'url': 'https://t.co/b6Q5fyvBpz', 'expanded_url': 'http://twitch.tv/franzzzu', 'display_url': 'twitch.tv/franzzzu'}]}}",
16976267,"{'followers_count': 351, 'following_count': 1128, 'tweet_count': 18407, 'listed_count': 20}",,https://pbs.twimg.com/profile_images/1164600780814540801/S_o6q-fj_normal.jpg,False,False,Erwin Coronel,,CreeperCK,"Karate. Games. Comics. DETROIT. My wife is @lindsay13garf and she's... pretty cool! Also, I'm the dad of #GabriellaGrace #RosaliaMercyC #GiannaJoyC","{'description': {'hashtags': [{'start': 105, 'end': 120, 'tag': 'GabriellaGrace'}, {'start': 121, 'end': 135, 'tag': 'RosaliaMercyC'}, {'start': 136, 'end': 147, 'tag': 'GiannaJoyC'}], 'mentions': [{'start': 43, 'end': 57, 'username': 'lindsay13garf'}]}}",
