id,profile_image_url,description,name,public_metrics,url,protected,verified,username,location,pinned_tweet_id,entities
169983450,https://pbs.twimg.com/profile_images/1400063278177427463/mLdXlGGt_normal.jpg,一生嵐担します/打首獄門同好会/アシュラシンドローム/バックドロップシンデレラ/劇団☆新感線/ジャニーズ全般etc. キモノ着る、暗渠・地形、PENTAX K-70とOLYMPUS PEN-FT、登山、キャンプ、アニメなど多趣味雑食。昔の名前はかの燕。チケ運あんまり良くないのが悩み。将来の夢はしばいぬを飼うことです。,えつだむ,"{'followers_count': 402, 'following_count': 835, 'tweet_count': 57921, 'listed_count': 9}",https://t.co/sW8DaZiJwS,False,False,kwaicoetsuco,だいたい都内,1.3433308537078948e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sW8DaZiJwS', 'expanded_url': 'http://kwaico.hatenablog.com/', 'display_url': 'kwaico.hatenablog.com'}]}}"
4166401,https://pbs.twimg.com/profile_images/1638634675/hadakadebane_normal.jpg,ずっとマヨネーズでいいのに,lanikai,"{'followers_count': 329, 'following_count': 640, 'tweet_count': 14449, 'listed_count': 20}",,False,False,lanikai,東京都,,
861157931118546944,https://pbs.twimg.com/profile_images/1249197773196374017/pMZChdaI_normal.jpg,テニサーの姫になりたい エルデの王に俺はなる その他諸々 たまに配信などやる,しおかわ🐟🥕♎️🍮🎍🍆🦊🐑🔯,"{'followers_count': 351, 'following_count': 679, 'tweet_count': 17762, 'listed_count': 11}",,False,False,shiokawa0216,キノコ王国,,
231109646,https://pbs.twimg.com/profile_images/1521114357643456512/p_UuhGBb_normal.jpg,"I ask to the sea where to go and where to be, it only waves back.",ً,"{'followers_count': 247, 'following_count': 285, 'tweet_count': 72061, 'listed_count': 1}",,False,False,hannlimz,,1.509931697445372e+18,
101904254,https://pbs.twimg.com/profile_images/1489441063332892674/6gNOQDIN_normal.jpg,Yo tengo el vicio de dejarme llevar y poner mi cabeza en Marte.,Lara 💚,"{'followers_count': 256, 'following_count': 294, 'tweet_count': 16243, 'listed_count': 2}",,False,False,lalibeliera,,8.46138985084801e+17,
265921661,https://pbs.twimg.com/profile_images/1150434233019584513/Aq5tSZHW_normal.jpg,,⌘,"{'followers_count': 23, 'following_count': 152, 'tweet_count': 5855, 'listed_count': 0}",,False,False,sys_ms,,1.3964379884275057e+18,
1485850483013353472,https://pbs.twimg.com/profile_images/1512015613547675648/MzgAwVK-_normal.jpg,中華圏の映画見たくて数百年ぶりに勉強というものをすることにした（中国語は全く初めて） 老化にあらがいつつ楽しく学んでいます 独学だけど学校にも行ってみたいな,まぐ,"{'followers_count': 10, 'following_count': 84, 'tweet_count': 440, 'listed_count': 0}",,False,False,nzrsw_z_x_x_hy,,1.4912209855380275e+18,
1300867969329836032,https://pbs.twimg.com/profile_images/1521991484634894336/1NJziQUn_normal.jpg,444,oli,"{'followers_count': 99, 'following_count': 362, 'tweet_count': 1187, 'listed_count': 0}",,False,False,bluedarlingg,,,
222968264,https://pbs.twimg.com/profile_images/1497311612671246339/BXeto_K0_normal.jpg,"Saved by Jesus†•Black Wealth & Mental Wellness advocate•Bourgie, Rich Auntie•Supply Chain, Tech Bae•Black Girl Magic ✨",Ã,"{'followers_count': 877, 'following_count': 961, 'tweet_count': 105512, 'listed_count': 3}",https://t.co/2C6ICgFvXe,False,False,_A__Lauren,423|865|404,1.4223679756261294e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2C6ICgFvXe', 'expanded_url': 'http://beyonce.com', 'display_url': 'beyonce.com'}]}}"
27305530,https://pbs.twimg.com/profile_images/1423265315975098372/GnnIf9bG_normal.jpg,J.D. | Tamaraw | Winging it till I make it. Atty. in 2023. 🔰🔰,neil cabudoc 🔰,"{'followers_count': 108, 'following_count': 432, 'tweet_count': 1862, 'listed_count': 0}",,False,False,ironcab,"Makati City, National Capital ",,
1520117748323471360,https://pbs.twimg.com/profile_images/1520285410869587968/DEXitSIq_normal.jpg,🏛 STILL 🏛 @djkhaled 🏛 LIVE 🏛@ocutler 🏛,OCR,"{'followers_count': 0, 'following_count': 29, 'tweet_count': 799, 'listed_count': 0}",,False,False,R09590115Rogers,,,"{'description': {'mentions': [{'start': 10, 'end': 19, 'username': 'djkhaled'}, {'start': 28, 'end': 36, 'username': 'ocutler'}]}}"
4838104878,https://pbs.twimg.com/profile_images/1291196549330952192/p7uJkPvb_normal.jpg,,Katayoun Alikhani,"{'followers_count': 77, 'following_count': 188, 'tweet_count': 107, 'listed_count': 1}",,False,False,katayoun_a,,,
908620706,https://pbs.twimg.com/profile_images/963475220593029121/CMWO75jh_normal.jpg,"I host a YouTube channel. Pretty simple, yes?",Travis Goss,"{'followers_count': 254, 'following_count': 1030, 'tweet_count': 10698, 'listed_count': 0}",https://t.co/vXt8UhJ1ky,False,False,GameofTravis,"Savanna, IL",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vXt8UhJ1ky', 'expanded_url': 'http://www.youtube.com/GameofTravis', 'display_url': 'youtube.com/GameofTravis'}]}}"
1346567274824675328,https://pbs.twimg.com/profile_images/1381349782610980868/y1KlDi15_normal.jpg,estoy jugando a los sims;;,ine,"{'followers_count': 401, 'following_count': 466, 'tweet_count': 2148, 'listed_count': 0}",https://t.co/JCKVGCejzu,False,False,inescandal_,arg | 18 | she,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JCKVGCejzu', 'expanded_url': 'https://inescandal.carrd.co/', 'display_url': 'inescandal.carrd.co'}]}}"
28426540,https://pbs.twimg.com/profile_images/1511180855804317697/NlMXx1Uj_normal.jpg,Disney Fanatic. DogMom. Love TV (& food) more than is healthy. Fantasy worlds include Outlander & The West Wing.,D-Mc,"{'followers_count': 649, 'following_count': 1238, 'tweet_count': 20138, 'listed_count': 0}",,False,False,dlmc_z,USA,1.502715388177666e+18,
2273936774,https://pbs.twimg.com/profile_images/1302673237365739521/EEMdFI6j_normal.jpg,I tweet with my outside voice,CGM,"{'followers_count': 564, 'following_count': 453, 'tweet_count': 11315, 'listed_count': 16}",,False,False,seegeem,New York,,
75212547,https://pbs.twimg.com/profile_images/1160034526824812546/E6Una7cH_normal.jpg,,Daniel P.,"{'followers_count': 602, 'following_count': 534, 'tweet_count': 34203, 'listed_count': 3}",,False,False,danielpasaribu,,,
1283863483411505152,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Tyler Dixon,"{'followers_count': 2, 'following_count': 2, 'tweet_count': 174, 'listed_count': 0}",,False,False,Fullmetal808,,,
40828185,https://pbs.twimg.com/profile_images/1144337056/amelie_normal.png,"秋葉原の片隅でソフトウェアを作っています．
また猫の下僕になれました。",でんかっち,"{'followers_count': 53, 'following_count': 167, 'tweet_count': 5886, 'listed_count': 1}",,False,False,denkatti,,,
1080517005734801408,https://pbs.twimg.com/profile_images/1482638892906217474/SJXDpvyC_normal.jpg,"19; She/her;
Bi as in Biologist 🌿🍃 haha save the planet",𖧷Adithi𖧷,"{'followers_count': 72, 'following_count': 116, 'tweet_count': 3024, 'listed_count': 2}",,False,False,onetruelovejs,,1.131995576227156e+18,
563929287,https://pbs.twimg.com/profile_images/1274632699454451714/kz9f-HGc_normal.jpg,chartered accountant,Rahul,"{'followers_count': 72, 'following_count': 172, 'tweet_count': 484, 'listed_count': 0}",,False,False,rahulnitro,,,
905213739603021824,https://pbs.twimg.com/profile_images/1521744187183579136/1dg-vS0h_normal.jpg,what a drag,jhay 👾,"{'followers_count': 313, 'following_count': 277, 'tweet_count': 12090, 'listed_count': 0}",https://t.co/Sl0doAMzjD,False,False,JacobGarciaO1,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Sl0doAMzjD', 'expanded_url': 'https://matias.ma/nsfw/', 'display_url': 'matias.ma/nsfw/'}]}}"
1128655880516325376,https://pbs.twimg.com/profile_images/1487365524795183108/bYzh8it6_normal.png,"I like video games, Manchester united and formula 1",Limberwisk,"{'followers_count': 0, 'following_count': 32, 'tweet_count': 106, 'listed_count': 0}",,False,False,limberwisk,,,
2309960161,https://pbs.twimg.com/profile_images/916039693514547200/F9cwC1k2_normal.jpg,Forge ahead!,Brian MacDonald,"{'followers_count': 533, 'following_count': 579, 'tweet_count': 8772, 'listed_count': 3}",,False,False,cambrimac,Ramea,,
444947687,https://pbs.twimg.com/profile_images/1985585232/twitter-icon-spudwords_normal.jpg,"Having fun with words, definitions, and etymologies. Yes, I use word lookup tools when doing Wordle. (Regular account @mattmaldre)",Matt Wordsmith,"{'followers_count': 38, 'following_count': 28, 'tweet_count': 455, 'listed_count': 4}",https://t.co/Nz88sNIs5W,False,False,spudwords,"Chicago, IL",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Nz88sNIs5W', 'expanded_url': 'http://www.spudart.org', 'display_url': 'spudart.org'}]}, 'description': {'mentions': [{'start': 118, 'end': 129, 'username': 'mattmaldre'}]}}"
892680523,https://pbs.twimg.com/profile_images/1224269947561377794/QK1ihg50_normal.jpg,"Cat Fiend, Low Volume SW Client, ASD",T Fudge,"{'followers_count': 217, 'following_count': 268, 'tweet_count': 9802, 'listed_count': 1}",,False,False,fudger99,"South Australia, Australia",9.894981452130509e+17,
275828680,https://pbs.twimg.com/profile_images/1345026093225537536/hQCT5OfD_normal.jpg,"Dominicano, Gerente en el area de telecomunicaciones, padre orgulloso de Keyrens e Ivanely, humilde, amante de las cosas sencillas y la honestidad.",Bertho M. Rivera😎😷,"{'followers_count': 86, 'following_count': 158, 'tweet_count': 1506, 'listed_count': 0}",https://t.co/PRRsPB6E0p,False,False,briveras01,"Bavaro, Dominican Republic",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PRRsPB6E0p', 'expanded_url': 'http://brivera.jimdo.com', 'display_url': 'brivera.jimdo.com'}]}}"
723127707429535744,https://pbs.twimg.com/profile_images/1441196660684582923/_XXJqcnJ_normal.jpg,"3 cats, 2 kids, 1 dog, 0 idea",GuestWestern,"{'followers_count': 89, 'following_count': 491, 'tweet_count': 3930, 'listed_count': 0}",,False,False,Leah_C_Guest,"Sydney, New South Wales",,
1058533630371381248,https://pbs.twimg.com/profile_images/1444447809697206272/_QZJntzb_normal.jpg,🌙,j☹︎,"{'followers_count': 119, 'following_count': 119, 'tweet_count': 2651, 'listed_count': 0}",,False,False,josee_riqlm,"Cutral-có, Argentina",,
415254768,https://pbs.twimg.com/profile_images/1429986442185478148/_UFuA7ca_normal.jpg,,hannah stemler,"{'followers_count': 352, 'following_count': 439, 'tweet_count': 7200, 'listed_count': 1}",,False,False,hanstemler,"Louisville, KY",,
1339832178872619008,https://pbs.twimg.com/profile_images/1509474213018619907/WYOywjCf_normal.jpg,"hi i’m aqua(marine)/bubbles/phantom!! (hagumi!!, basil) •16•cosplay•bandoritwt•bittwt• ♡transmasc non-binary lesbian♡ dms open!! @g3tjnxed",💛♡bubbles~!!♡💙,"{'followers_count': 220, 'following_count': 369, 'tweet_count': 9677, 'listed_count': 10}",,False,False,bubbles_bathtub,they/them/it/its,1.496442967116206e+18,"{'description': {'mentions': [{'start': 129, 'end': 138, 'username': 'g3tjnxed'}]}}"
2471913115,https://pbs.twimg.com/profile_images/672271188702310400/WYFfbPNb_normal.jpg,,Prax Cruz,"{'followers_count': 74, 'following_count': 118, 'tweet_count': 845, 'listed_count': 9}",,False,False,prax33,"Newport Beach, CA",,
105166980,https://pbs.twimg.com/profile_images/1031316320950931457/sQ0rGbOV_normal.jpg,"Es mejor - le pedí - que te calles:
no me gusta invertir en quimeras.
Me han traído hasta aquí tus caderas,
no tu corazón.",Alejandro W Johanson,"{'followers_count': 147, 'following_count': 1169, 'tweet_count': 6016, 'listed_count': 2}",,False,False,alejohanson,"Gualeguaychú, Argentina",,
2486874007,https://pbs.twimg.com/profile_images/1493612801172062215/W2exzJ0T_normal.jpg,"Fear not, stand still and go forward! ❤
Mechanical Engineer 😍",𝓝𝓲𝓷𝓲𝓷𝓰 𝓣𝓮𝓲,"{'followers_count': 122, 'following_count': 352, 'tweet_count': 7591, 'listed_count': 0}",,False,False,kkkkkeeeeyyy,,1.0268340504077926e+18,
452759096,https://pbs.twimg.com/profile_images/1487402287047737344/YsQUsNIz_normal.jpg,舎利子 ☃不異⛄ ⛄不異☃ ☃即是⛄ ⛄即是☃ 🦆🦉😊🍣 亦復如是,某ZR（ざんねん🙃）,"{'followers_count': 867, 'following_count': 80, 'tweet_count': 30238, 'listed_count': 49}",https://t.co/0AW4UkUzbf,False,False,zr_tex8r,人生（アレ🍣）,1.5079700528672522e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0AW4UkUzbf', 'expanded_url': 'https://zrbabbler.hatenablog.com/', 'display_url': 'zrbabbler.hatenablog.com'}]}}"
3142127484,https://pbs.twimg.com/profile_images/1471508665739800576/I5t3XWoT_normal.jpg,#디에잇 : 여러분이 별이 되어주면 저는 밤이 되어 줄게요,𝒎𝒊𝒕𝒄𝒉 𖧷,"{'followers_count': 330, 'following_count': 195, 'tweet_count': 20771, 'listed_count': 0}",,False,False,hoIagurl,pledis_17,1.4866772323533087e+18,"{'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': '디에잇'}]}}"
4899257058,https://pbs.twimg.com/profile_images/1256092273256742912/ngUBL31b_normal.jpg,TRPG→CoC/SW2.0/サタスペ/マギロギにも手出し中。 北水は公孫勝信者の林冲モンペ。ホモ無理な人はフォローしないで。,ニャル田,"{'followers_count': 49, 'following_count': 53, 'tweet_count': 35870, 'listed_count': 5}",https://t.co/0mHZ8ljx7u,False,False,ryuyou_iaia,梁山泊という名のルルイエ,1.447863854298321e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0mHZ8ljx7u', 'expanded_url': 'http://privatter.net/u/ryuyou_iaia', 'display_url': 'privatter.net/u/ryuyou_iaia'}]}}"
827877852,https://pbs.twimg.com/profile_images/1291432325704814594/DNQQvJh2_normal.jpg,,erica sams,"{'followers_count': 143, 'following_count': 276, 'tweet_count': 1034, 'listed_count': 2}",,False,False,ericasams,,,
3377982994,https://pbs.twimg.com/profile_images/1434738460779237377/PpCid3Zj_normal.jpg,Idealism is a luxury. Realism is a necessity.,Shrillbilly,"{'followers_count': 622, 'following_count': 1949, 'tweet_count': 35225, 'listed_count': 5}",,False,False,Shrillbilly,,1.478096984334553e+18,
256888912,https://pbs.twimg.com/profile_images/1463729190860058628/-nEHRhdk_normal.jpg,"No Hate, All Love

PSN ID : rafney87",Amir.pdf 🏴,"{'followers_count': 243, 'following_count': 231, 'tweet_count': 71611, 'listed_count': 6}",https://t.co/sFyeu8XUdC,False,False,ruz_ar35,Seremban,1.4261208650290586e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sFyeu8XUdC', 'expanded_url': 'http://rafney87.blogspot.com', 'display_url': 'rafney87.blogspot.com'}]}}"
83090222,https://pbs.twimg.com/profile_images/694162764101603328/gXYneQlQ_normal.jpg,"C&Oプロダクション
声の仕事をしてます 
甘いものとスクライド好き
お仕事のご依頼はこちらまで https://t.co/IOcy57BFHj
「ザ・ベストホテル クラシカル」ナレーション",草野貴博🍀,"{'followers_count': 556, 'following_count': 1661, 'tweet_count': 131273, 'listed_count': 24}",https://t.co/yeDaODe9Jf,False,False,takahiro930,府中,1.0935650756867072e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yeDaODe9Jf', 'expanded_url': 'http://ameblo.jp/930-takahiro', 'display_url': 'ameblo.jp/930-takahiro'}]}, 'description': {'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/IOcy57BFHj', 'expanded_url': 'http://candoart.com/Access.html', 'display_url': 'candoart.com/Access.html'}]}}"
7350642,https://pbs.twimg.com/profile_images/501465779389231104/NO5YcZlw_normal.jpeg,True Patriot Love,Randy Gottfried 🇺🇦,"{'followers_count': 515, 'following_count': 622, 'tweet_count': 10206, 'listed_count': 15}",,False,False,randydale3,"Seattle, WA",,
96540320,https://pbs.twimg.com/profile_images/1230589864/20110126________normal.jpg,リングフィットとエルデンリング中。🎸紫🥁虹,あだむす,"{'followers_count': 314, 'following_count': 308, 'tweet_count': 46514, 'listed_count': 20}",,False,False,Adams1025,岩手 ⇄ 江戸川,,
1435057868,https://pbs.twimg.com/profile_images/1478967912824070147/LfiQ_7Cv_normal.jpg,"24, Tamil, In pursuit of stories to tell them when I'm old. @djokernole is the GOAT 🇷🇸 #NoleFam #DravidaNadu #Anna",Sakthivel Elangovan,"{'followers_count': 322, 'following_count': 1675, 'tweet_count': 1364, 'listed_count': 0}",,False,False,tandemfelix_,"Tiruppur, India",,"{'description': {'hashtags': [{'start': 87, 'end': 95, 'tag': 'NoleFam'}, {'start': 96, 'end': 108, 'tag': 'DravidaNadu'}, {'start': 109, 'end': 114, 'tag': 'Anna'}], 'mentions': [{'start': 60, 'end': 71, 'username': 'djokernole'}]}}"
128970494,https://pbs.twimg.com/profile_images/1014517791/____normal.JPG,北海道恵庭市生まれ。中学生活は奥尻島。大学時代にマレーシアで2年間。その後は亀戸、スラバヤ、バンドン、吉祥寺、クアラルンプール、ウランバートル、川越、ハノイ、カイロ、ブダペスト、エドモントン。現在埼玉県坂戸市。趣味は歌うこと走ること。#夕方ラン #audiblerun #本日の映画 #Wordle #じいじの忘れもの,平賀牧恵,"{'followers_count': 292, 'following_count': 290, 'tweet_count': 4233, 'listed_count': 22}",https://t.co/Z7xkkB8gCi,False,False,GIGIcicak,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Z7xkkB8gCi', 'expanded_url': 'http://d.hatena.ne.jp/hiragam/', 'display_url': 'd.hatena.ne.jp/hiragam/'}]}, 'description': {'hashtags': [{'start': 117, 'end': 122, 'tag': '夕方ラン'}, {'start': 123, 'end': 134, 'tag': 'audiblerun'}, {'start': 135, 'end': 141, 'tag': '本日の映画'}, {'start': 142, 'end': 149, 'tag': 'Wordle'}, {'start': 150, 'end': 159, 'tag': 'じいじの忘れもの'}]}}"
1286935359440527360,https://pbs.twimg.com/profile_images/1510981125136605185/XyGhiMxd_normal.jpg,,Anthony,"{'followers_count': 7, 'following_count': 102, 'tweet_count': 153, 'listed_count': 0}",,False,False,AnthonyJTadeo,,,
