,verified,description,profile_image_url,public_metrics,url,username,id,name,protected,pinned_tweet_id,location,entities
21,False,"front man from Revolver, check us out at https://t.co/PwT65ebZpN used car garage owner",https://pbs.twimg.com/profile_images/886887363326169088/-J2-wqfk_normal.jpg,"{'followers_count': 241, 'following_count': 518, 'tweet_count': 5697, 'listed_count': 2}",https://t.co/AdQJPjJL8a,thenok1,412127802,nok,False,,"Boston, England","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AdQJPjJL8a', 'expanded_url': 'http://www.dmcmotors.co.uk', 'display_url': 'dmcmotors.co.uk'}]}, 'description': {'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/PwT65ebZpN', 'expanded_url': 'http://facebook.com/revolverboston', 'display_url': 'facebook.com/revolverboston'}]}}"
22,False,Constantly learning Software Dev,https://pbs.twimg.com/profile_images/1203687078019485696/XSo3J-8y_normal.jpg,"{'followers_count': 229, 'following_count': 335, 'tweet_count': 2583, 'listed_count': 1}",,safwanzulfazli,36701212,Safwan Zulfazli,False,,"Kalamazoo, MI",
23,False,関東の某所在住。8年前の夏 糖尿病で死にかけたダメ大人。昼間は仕事、夜はネットしてるかTV見てる。時々アニメ・映画・ドラマ・ラジオの実況始めるのでうるさかったらリム推奨。まだ腐ってはいない。自分の備忘録としてのRTが多め。 怪しいフォロー申請は無言ブロック。自分のことはたまにしか呟きません。,https://pbs.twimg.com/profile_images/1157869619371102208/p9BT6nyr_normal.jpg,"{'followers_count': 93, 'following_count': 743, 'tweet_count': 43509, 'listed_count': 6}",,suminowo,2886265464,suminowo🦋,False,,夜の国,
24,False,"元Nsen02、現NECOsenの魔窟民
フォロー返しは同じ趣味の人なら。
好きなもの：ポケモン/カービィ/東方/アニメ/漫画/ゲーム",https://pbs.twimg.com/profile_images/1171274569954381824/9Ewyg89U_normal.jpg,"{'followers_count': 2219, 'following_count': 3034, 'tweet_count': 104882, 'listed_count': 0}",https://t.co/qiEJFsqwiG,metanaito6,189764715,れいちる＠ポケモン勢,False,,静岡県富士市,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qiEJFsqwiG', 'expanded_url': 'https://com.nicovideo.jp/community/co325753', 'display_url': 'com.nicovideo.jp/community/co32…'}]}}"
25,False,サッカー（鹿島/京都兼任）、aiko、ラーメン。 eSリーグ、eFCヒューストンで3シーズン→A unitedへ移籍。PSIDはikkun-22。 おれの名前は、いっぱいあってな。,https://pbs.twimg.com/profile_images/1263398316395487232/kx0YP_e8_normal.jpg,"{'followers_count': 331, 'following_count': 814, 'tweet_count': 15383, 'listed_count': 7}",,ikkun73,155884554,にゃかとにょり,False,1420161749139947520,埼玉 上尾市,
26,False,Festina lente. | Ginagalingan ko. Para kay Mama.,https://pbs.twimg.com/profile_images/1208209490769629184/Z-VWOOFI_normal.jpg,"{'followers_count': 68, 'following_count': 281, 'tweet_count': 6006, 'listed_count': 0}",https://t.co/9lWc2Cz8wi,jhumilpalma,56685233,Andrew.Jhumil,False,1412582354141421570,Pasig City,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9lWc2Cz8wi', 'expanded_url': 'http://Instagram.com/jhumilpalma', 'display_url': 'Instagram.com/jhumilpalma'}]}}"
27,False,"Pare de família nombrosa, Cap de Colla de l'Àliga de Cornellà, mestre i ex dansaire d'esbart  i Controller a una multinacional (ens hem de guanyar la vida 😅).",https://pbs.twimg.com/profile_images/1361779441106567174/IHRC_bJU_normal.jpg,"{'followers_count': 269, 'following_count': 473, 'tweet_count': 12429, 'listed_count': 2}",,jsv001,440089276,Jordi Salvador 🎗,False,,Catalunya,
28,False,成人済み。 うたプリ|スタリ|カルナイ|愛さ嶺二|バディ組|心友組|幕末Rock|最推右固定病|プリリズ/キンプリ/スッスッス,https://pbs.twimg.com/profile_images/918721462847995905/Q_4JU-D7_normal.jpg,"{'followers_count': 345, 'following_count': 245, 'tweet_count': 197713, 'listed_count': 15}",,junjiru,407670920,じゅんじ,False,1317154127730798592,,
29,False,I keep it simple..,https://pbs.twimg.com/profile_images/1507430181492989955/XWwYRDEX_normal.jpg,"{'followers_count': 257, 'following_count': 1394, 'tweet_count': 4838, 'listed_count': 1}",,emmanuallan,193225541,Allan_O,False,,,
30,False,,https://pbs.twimg.com/profile_images/1331013533086216194/cZL8ixXh_normal.jpg,"{'followers_count': 149, 'following_count': 527, 'tweet_count': 999, 'listed_count': 0}",,rafabenitezherm,952162010,Rafael Benitez H.,False,,,
31,False,i’ve got a war in my mind,https://pbs.twimg.com/profile_images/1517828048275619840/ehNB3sVV_normal.jpg,"{'followers_count': 926, 'following_count': 1543, 'tweet_count': 17289, 'listed_count': 5}",,WH0SG0NNASAVEU,1227283536215977984,adnan 🐞,False,1518988592948854787,LDN,
32,False,,https://pbs.twimg.com/profile_images/1488563248525762563/3l9c_Q-x_normal.jpg,"{'followers_count': 340, 'following_count': 2051, 'tweet_count': 23767, 'listed_count': 2}",,eeeashannn,3711818893,@ fm 🛸,False,,earth,
33,False,visiting friends and such // ig: cheesecaaake // writing: @neonscribbles,https://pbs.twimg.com/profile_images/942028119312965632/OLT-7JT4_normal.jpg,"{'followers_count': 438, 'following_count': 259, 'tweet_count': 22316, 'listed_count': 4}",,theChescapades,602410340,💀 Chesca Hurtado ♕ 💀,False,665175329992904704,,"{'description': {'mentions': [{'start': 58, 'end': 72, 'username': 'neonscribbles'}]}}"
34,False,,https://pbs.twimg.com/profile_images/800712154215317504/5wFxCdSS_normal.jpg,"{'followers_count': 44, 'following_count': 565, 'tweet_count': 315, 'listed_count': 1}",,islandmonkey70,800709373974585344,gaby pinkner,False,,,
35,False,A digital maker trying to learn more about the future.,https://pbs.twimg.com/profile_images/1479565177351589889/TmcajqbL_normal.jpg,"{'followers_count': 1407, 'following_count': 511, 'tweet_count': 2338, 'listed_count': 49}",https://t.co/3rkxaPAKqE,karlmonson,52752059,"Karl Monson (🤠,🤠)",False,,Utah,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3rkxaPAKqE', 'expanded_url': 'http://app.giddy.co/share/sc1enL7U', 'display_url': 'app.giddy.co/share/sc1enL7U'}]}}"
36,False,Humilde pero no me dejo 🙃,https://pbs.twimg.com/profile_images/1441773587979923472/AkfXAJuV_normal.jpg,"{'followers_count': 27, 'following_count': 52, 'tweet_count': 925, 'listed_count': 0}",,laguccimalta,1160925184125222914,D🌙,False,,,
37,False,🙉 ไอโอพรรคเพื่อไทย,https://pbs.twimg.com/profile_images/1257061063196995585/pzbfhD43_normal.jpg,"{'followers_count': 253, 'following_count': 520, 'tweet_count': 25669, 'listed_count': 1}",,Royou_20,2948318474,Rroyou20,False,1127979133273690120,"Bangkok, Thailand",
38,False,"Economics student, singer/host • 四分之一 • he/him • @garethbdl's",https://pbs.twimg.com/profile_images/1504371443110649856/w4PkNAiG_normal.jpg,"{'followers_count': 2166, 'following_count': 918, 'tweet_count': 58892, 'listed_count': 4}",https://t.co/pgJvJ1lgfF,JoloGonzaless,255468976,Jolo Gonzales | #LeniKiko2022 🌱🎀,False,1505924945209028610,22 • Ateneo de Manila • 5'5,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pgJvJ1lgfF', 'expanded_url': 'http://bit.ly/jologonzaless', 'display_url': 'bit.ly/jologonzaless'}]}, 'description': {'mentions': [{'start': 49, 'end': 59, 'username': 'garethbdl'}]}}"
39,False,"Family, NCFC, England, Charlatans, Shed Seven, Stone Roses & Level 42!",https://pbs.twimg.com/profile_images/1363939047664742405/VYwUbWAe_normal.jpg,"{'followers_count': 584, 'following_count': 822, 'tweet_count': 5864, 'listed_count': 2}",,bosnia_the,1130901262797627392,The Emperor of Bosnia,False,,,
40,False,성인,https://pbs.twimg.com/profile_images/1247811105533001729/p4vKMuyV_normal.jpg,"{'followers_count': 21, 'following_count': 69, 'tweet_count': 94139, 'listed_count': 3}",,arigato_si_e,706167337871757312,쎼,False,1283993244649418752,인장 트레틀 @ avocado031님,
41,False,"Just a kid from Nebraska with bad takes. Owner of Lincoln Red Lions @CCFFL. All opinions are mine and mine alone. Huskers, Packers",https://pbs.twimg.com/profile_images/1511685264778964993/oejXfLrH_normal.jpg,"{'followers_count': 110, 'following_count': 230, 'tweet_count': 5504, 'listed_count': 0}",,_ShaneTweets,1359913184140947457,Obi Shane Kenobi,False,1413100199573172224,"Lincoln, NE","{'description': {'mentions': [{'start': 68, 'end': 74, 'username': 'CCFFL'}]}}"
42,False,"競馬好き！
主にポルトアレグレ、サインオブサクセス、ダズリングブレイヴ、マラキナイア、サングノーブル、フェニーチェ、レーヴミストラル、デルニエオール、エレヴァテッツァ 、レーヴドモンド、コーンフィールド等を応援✨
地方もアイスプラネット、シストルムをちょっと応援♪
一口出資馬一覧🐴
↓",https://pbs.twimg.com/profile_images/705048331723022336/g8hEK2Dn_normal.jpg,"{'followers_count': 656, 'following_count': 417, 'tweet_count': 68177, 'listed_count': 11}",https://t.co/mEUG3QsO2U,suzuka_416,251215054,スズカ,False,1000284965446213633,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mEUG3QsO2U', 'expanded_url': 'http://twpf.jp/suzuka_416', 'display_url': 'twpf.jp/suzuka_416'}]}}"
43,False,The prejudices people feel about each other disappear when they get to know each other. — Captain Kirk. he/him,https://pbs.twimg.com/profile_images/1435793380890587140/onWXFT3b_normal.jpg,"{'followers_count': 158, 'following_count': 331, 'tweet_count': 8648, 'listed_count': 4}",,cshflow03,349088681,"Steve ""Springtime"" Schappell 🇺🇦",False,1053249272278331393,Palmyra pa,
44,False,"FF14のアカウントです。Garudaのゴブに住んでます。夫婦でFFプレイ中！【Copyright (C) 2010 - 2022 SQUARE ENIX CO., LTD. All Rights Reserved.】",https://pbs.twimg.com/profile_images/1482416843763888128/GKyfOOKj_normal.jpg,"{'followers_count': 140, 'following_count': 181, 'tweet_count': 9690, 'listed_count': 1}",,ma_maruiyatsu,2455190130,ま。,False,1491101733686169604,ラベンダーベッドとゴブレットビュート,
45,False,政宗組の女で初期刀国広のモンペ(夢/ブロマンス/成人済),https://pbs.twimg.com/profile_images/1310927072957612032/PkWbyPp7_normal.jpg,"{'followers_count': 106, 'following_count': 771, 'tweet_count': 423999, 'listed_count': 0}",https://t.co/qbTjgTGlDf,katsumiclara,389329169,倉沢勝己,False,1503384405595004932,カントー地方,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qbTjgTGlDf', 'expanded_url': 'http://twpf.jp/katsumiclara', 'display_url': 'twpf.jp/katsumiclara'}]}}"
46,False,,https://pbs.twimg.com/profile_images/84152285/dennis_4_normal.jpg,"{'followers_count': 67, 'following_count': 326, 'tweet_count': 1305, 'listed_count': 0}",,dcashen,2357411,Dennis,False,,Baltimore,
47,False,hellow,https://pbs.twimg.com/profile_images/1229849818794790915/MzGhEpHm_normal.jpg,"{'followers_count': 103, 'following_count': 162, 'tweet_count': 1519, 'listed_count': 5}",,anaicaljasan,1215976554,Sandi,False,,,
48,False,"프사본인) 돌고돌아 결국 언리얼 5 개발하는생물. 제발 입조심하면서 삽시다. /질문함 : https://t.co/3mhIGfRNwQ, https://t.co/IoarcErYBM //",https://pbs.twimg.com/profile_images/1409522794791018501/PnbcuqjQ_normal.jpg,"{'followers_count': 715, 'following_count': 729, 'tweet_count': 15767, 'listed_count': 0}",,LocketGoma,3391648522,로켓곰군,False,1485907211067207687,Jita 4-4 Caldari Navy Assembly,"{'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/3mhIGfRNwQ', 'expanded_url': 'http://asked.kr/locketgoma', 'display_url': 'asked.kr/locketgoma'}, {'start': 75, 'end': 98, 'url': 'https://t.co/IoarcErYBM', 'expanded_url': 'https://pushoong.com/ask/4500704044', 'display_url': 'pushoong.com/ask/4500704044'}]}}"
49,False,Geek. Aro ace. Enby. White. USian. Writer. Librarian. Possibly a dragon.,https://pbs.twimg.com/profile_images/109832788/twittericon_normal.png,"{'followers_count': 374, 'following_count': 1083, 'tweet_count': 26949, 'listed_count': 13}",,JulieMAwesome,26557564,"Julie ""2022 is cancelled"" Andrews",False,1519903429551923202,New england,
50,False,"僕はワゴスン、ちωぽが勃たないんだ。
20↑
マオすき アジカンすき 鬼滅すき
FFⅩIV(Gaia/Durandal)/Apex/VALORANT/ダーツ/音ゲー
花江夏樹の猫になりたい
#週末唐揚げ部 #今日のマオ #ワゴステータス",https://pbs.twimg.com/profile_images/1346663872850104321/rRt0Hr2B_normal.jpg,"{'followers_count': 1386, 'following_count': 1418, 'tweet_count': 525550, 'listed_count': 57}",,Wagosun58,188730028,ワゴスン,False,1026494252392505344,,"{'description': {'hashtags': [{'start': 95, 'end': 102, 'tag': '週末唐揚げ部'}, {'start': 103, 'end': 109, 'tag': '今日のマオ'}, {'start': 110, 'end': 118, 'tag': 'ワゴステータス'}]}}"
51,False,negative cloud🫀| elixir,https://pbs.twimg.com/profile_images/1502067023249088515/-liy5d1b_normal.jpg,"{'followers_count': 71, 'following_count': 199, 'tweet_count': 1384, 'listed_count': 0}",https://t.co/JSZkqHv4T8,aiita_ms,1345038181390032897,🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️,False,1432293244591906816,andrómeda,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JSZkqHv4T8', 'expanded_url': 'http://instagram.com/aiita_ms', 'display_url': 'instagram.com/aiita_ms'}]}}"
52,False,,https://pbs.twimg.com/profile_images/1401994277253791751/pm0NDo9G_normal.jpg,"{'followers_count': 226, 'following_count': 434, 'tweet_count': 3444, 'listed_count': 0}",,splerky,616432322,stephen birch,False,,,
53,False,Scotsman living in London. Likely to tweet about things that annoy me and the theatre. editor/reviewer @theatre_weekly Proud #clydesider2014,https://pbs.twimg.com/profile_images/1101987630257004544/aD-dEwro_normal.jpg,"{'followers_count': 654, 'following_count': 918, 'tweet_count': 4048, 'listed_count': 9}",,gregstr26,20704134,Greg Stewart,False,,,"{'description': {'hashtags': [{'start': 125, 'end': 140, 'tag': 'clydesider2014'}], 'mentions': [{'start': 103, 'end': 118, 'username': 'theatre_weekly'}]}}"
54,False,,https://pbs.twimg.com/profile_images/1519681348616790017/4KkJ_O47_normal.jpg,"{'followers_count': 31, 'following_count': 343, 'tweet_count': 469, 'listed_count': 0}",,matias_dkno_90,263935236,matias villagran,False,,,
55,False,お元気で！またお会いしましょう！,https://pbs.twimg.com/profile_images/1516410056090451971/5Q3_AFMt_normal.png,"{'followers_count': 1515, 'following_count': 432, 'tweet_count': 408038, 'listed_count': 83}",https://t.co/uumR5KW64Y,modoki_tako,293547791,もどきちゃんっち,False,1517859717866958848,日本のパリ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uumR5KW64Y', 'expanded_url': 'https://www.natsuiro-kiseki.jp/', 'display_url': 'natsuiro-kiseki.jp'}]}}"
56,False,在豪十数年。適当具合も体型もどんどんオージー化。,https://pbs.twimg.com/profile_images/1345711789300875265/zcegXJeA_normal.jpg,"{'followers_count': 1, 'following_count': 36, 'tweet_count': 116, 'listed_count': 0}",,Ningaloo5,1345711233412988929,Ningaloo,False,,Australia,
57,False,Soul set free ⭕️ (sorry if u don’t),https://pbs.twimg.com/profile_images/1434950400805937156/SGmavG4d_normal.jpg,"{'followers_count': 447, 'following_count': 534, 'tweet_count': 8953, 'listed_count': 4}",,colinstrangle,126737286,Squirming Colin AKA Lil Lentil,False,1479169190863024132,Brooklyn,
58,False,Daniel.K OngSeongwu Jaehyun Doyoung JENO Renjun #DANITY ⓌⒺⓁⓄ KONNECT Ent. #kangdaniel #ongseongwu #wannaone #wannable #nielong #위로 #WELO #NCTzen #JaeDo,https://pbs.twimg.com/profile_images/1499776209265344516/mugWPW-5_normal.jpg,"{'followers_count': 26, 'following_count': 539, 'tweet_count': 89946, 'listed_count': 0}",,meawbooboo,3245764963,ㅈㄷ ʙᴏᴏʙᴏᴏ🐰🍑,False,1218735325196894213,"Bangkok, Thailand","{'description': {'hashtags': [{'start': 48, 'end': 55, 'tag': 'DANITY'}, {'start': 74, 'end': 85, 'tag': 'kangdaniel'}, {'start': 86, 'end': 97, 'tag': 'ongseongwu'}, {'start': 98, 'end': 107, 'tag': 'wannaone'}, {'start': 108, 'end': 117, 'tag': 'wannable'}, {'start': 118, 'end': 126, 'tag': 'nielong'}, {'start': 127, 'end': 130, 'tag': '위로'}, {'start': 131, 'end': 136, 'tag': 'WELO'}, {'start': 137, 'end': 144, 'tag': 'NCTzen'}, {'start': 145, 'end': 151, 'tag': 'JaeDo'}]}}"
59,False,eh,https://pbs.twimg.com/profile_images/1393394335941423106/mncezOPw_normal.jpg,"{'followers_count': 2, 'following_count': 125, 'tweet_count': 1667, 'listed_count': 0}",,romanshire,1067548574,Romanshire,False,,"Washington, USA",
