,description,id,url,name,profile_image_url,public_metrics,location,verified,username,protected,entities,pinned_tweet_id
864847489630781440,"覚えている限りマイキャラはいる

⬇️やってます
#サザエさん放送順考察
#カツオテスト点数計算

動画投稿してます
https://t.co/DKfUTrZZKp…",,https://t.co/WmbtL5510o,亜美酢・Z・シンフォニア,https://pbs.twimg.com/profile_images/1521441456724262914/RbcGknaS_normal.jpg,"{'followers_count': 341, 'following_count': 447, 'tweet_count': 61912, 'listed_count': 9}",,False,0hundred0123,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WmbtL5510o', 'expanded_url': 'https://syosetu.org/novel/244807/', 'display_url': 'syosetu.org/novel/244807/'}]}, 'description': {'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/DKfUTrZZKp', 'expanded_url': 'http://youtube.com/channel/UCV_Ys', 'display_url': 'youtube.com/channel/UCV_Ys'}], 'hashtags': [{'start': 25, 'end': 36, 'tag': 'サザエさん放送順考察'}, {'start': 37, 'end': 48, 'tag': 'カツオテスト点数計算'}]}}",1423485697252462592
1298600994369085440,"Champagne football enthusiast ⚽️ ||
Do not hold me accountable for outrageous things I may tweet/retweet 🙏🏾",,,00:00 off the henny,https://pbs.twimg.com/profile_images/1474881367573995529/50qkKly5_normal.jpg,"{'followers_count': 73, 'following_count': 87, 'tweet_count': 20203, 'listed_count': 0}",München 💉,False,UnhingedAsFck,False,,1493660273252700162
1116904567,Mechanical Engineering @TUWienOfficial | Firefighter,,,Christian Pichler,https://pbs.twimg.com/profile_images/378800000448458202/0d021d350ba42fcbfd8e0a4bab710d1f_normal.jpeg,"{'followers_count': 51, 'following_count': 334, 'tweet_count': 1008, 'listed_count': 1}",,False,ChristianPichl2,False,"{'description': {'mentions': [{'start': 23, 'end': 38, 'username': 'TUWienOfficial'}]}}",
803614198509039617,"I love Gaga, it's why I found twitter.  Usually I don't look as serious btw",,,Amy King,https://pbs.twimg.com/profile_images/1519052579749044224/1vjYFHMN_normal.jpg,"{'followers_count': 0, 'following_count': 43, 'tweet_count': 47, 'listed_count': 0}",,False,Miss_Amy4tweets,False,,
1715087706,Dir @CareerMapNews #Careermag 👩🏼‍💻 Trustee @Escape_Arts | Connecting education to the world of work. Waiting for summer ☀️,,https://t.co/KF08tbXZGU,Sharon Walpole,https://pbs.twimg.com/profile_images/1502947728795521031/E6Wv4M04_normal.jpg,"{'followers_count': 11216, 'following_count': 5759, 'tweet_count': 11795, 'listed_count': 143}",UK,False,SharonWalpole,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KF08tbXZGU', 'expanded_url': 'https://careermap.co.uk', 'display_url': 'careermap.co.uk'}]}, 'description': {'hashtags': [{'start': 19, 'end': 29, 'tag': 'Careermag'}], 'mentions': [{'start': 4, 'end': 18, 'username': 'CareerMapNews'}, {'start': 43, 'end': 55, 'username': 'Escape_Arts'}]}}",1521153708129665024
1200843746943717377,ace. i like sharks and star trek • @FuadDuo,,https://t.co/5gBedtM4VN,lisa,https://pbs.twimg.com/profile_images/1518187190433759232/NGxY3El9_normal.jpg,"{'followers_count': 456, 'following_count': 512, 'tweet_count': 23599, 'listed_count': 2}",malaysia ♡ she/her ♡ 17,False,firthism,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5gBedtM4VN', 'expanded_url': 'http://letterboxd.com/allisafuad', 'display_url': 'letterboxd.com/allisafuad'}]}, 'description': {'mentions': [{'start': 35, 'end': 43, 'username': 'FuadDuo'}]}}",1441462738597806080
23513021,Give some money to https://t.co/YHwATx5r2x. Help level that playing field. She/Her,,https://t.co/YHwATx5r2x,Mimsy,https://pbs.twimg.com/profile_images/1334273263078236162/xqvFFwVt_normal.jpg,"{'followers_count': 2843, 'following_count': 3408, 'tweet_count': 286338, 'listed_count': 0}",Golden State,False,MimsyYamaguchi,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YHwATx5r2x', 'expanded_url': 'http://DonorsChoose.org', 'display_url': 'DonorsChoose.org'}]}, 'description': {'urls': [{'start': 19, 'end': 42, 'url': 'https://t.co/YHwATx5r2x', 'expanded_url': 'http://DonorsChoose.org', 'display_url': 'DonorsChoose.org'}]}}",1330907838529454080
972540280116097024,"🔞NSFW🔞 ~Poet/Artist~ 31 y/o ~Call me Drew, Dark or Ramdrew~ Profile Pic by @FtK_artist ^^",,https://t.co/90TMEJxtut,DarkKnightHoof,https://pbs.twimg.com/profile_images/1058056517402812417/eNvlb7I1_normal.jpg,"{'followers_count': 330, 'following_count': 4999, 'tweet_count': 41405, 'listed_count': 2}",Amaurot (Also Central CA),False,DarkKnightHoof,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/90TMEJxtut', 'expanded_url': 'https://darkknighthoof.deviantart.com/', 'display_url': 'darkknighthoof.deviantart.com'}]}, 'description': {'mentions': [{'start': 75, 'end': 86, 'username': 'FtK_artist'}]}}",1212127003295399937
248345228,solo soy una española mas,,,angelines,https://pbs.twimg.com/profile_images/1255943879406354434/6c-Hjxqu_normal.jpg,"{'followers_count': 12, 'following_count': 106, 'tweet_count': 613, 'listed_count': 0}",España,False,angelineshoz,False,,685899137393528832
1083463698348457984,,,,Sean Robertson,https://pbs.twimg.com/profile_images/1494245097344540674/Ad_zNOos_normal.jpg,"{'followers_count': 50, 'following_count': 134, 'tweet_count': 940, 'listed_count': 0}","Dundee, Scotland",False,_SeanRobertson_,False,,
1085939640199196672,"Gastrónomo UA👨🏻‍🍳📚

Odio irracional a la vida",,https://t.co/OGgbNb5NWB,P de Pablo,https://pbs.twimg.com/profile_images/1276144553125449729/tzsW2QlA_normal.jpg,"{'followers_count': 178, 'following_count': 306, 'tweet_count': 13676, 'listed_count': 2}",Depresion,False,pablo6025,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OGgbNb5NWB', 'expanded_url': 'http://Instagram.com/pablo602_/', 'display_url': 'Instagram.com/pablo602_/'}]}}",1284614940054061056
1746580412,im not a pete davidson fan account i just thought it was funny,,,tammy,https://pbs.twimg.com/profile_images/1510334440626659329/AAUDeCbX_normal.jpg,"{'followers_count': 5691, 'following_count': 1408, 'tweet_count': 136020, 'listed_count': 52}",Dublin ,False,PeteDavidson_TD,False,,
225777114,"Si no respetas, aquí ni lo intentes. Y no tengo pandis ni partidos, así que mis opiniones y gustos o disgustos me pertenecen.",,,Carmen Alvite,https://pbs.twimg.com/profile_images/1286018311755530242/4I0OTtQc_normal.jpg,"{'followers_count': 132, 'following_count': 259, 'tweet_count': 5167, 'listed_count': 0}",,False,alvex65,False,,1338182613962518529
98927568,,,,Bharath Raghavan,https://pbs.twimg.com/profile_images/658710813537103873/jFfO2676_normal.jpg,"{'followers_count': 29, 'following_count': 197, 'tweet_count': 336, 'listed_count': 0}",,False,braghavan0261,False,,
138540830,"Lover of all things techie, trying to inspire learners in a fab school Deputy Principal👩🏼‍🏫mother of 2 brilliant girls🧑🏼‍🎤👨🏻‍🎤 awesome wife😂 My Tweets",,,Klaris Philipson (she/her),https://pbs.twimg.com/profile_images/1481921675755425792/ujuTCOZ2_normal.jpg,"{'followers_count': 348, 'following_count': 395, 'tweet_count': 2305, 'listed_count': 45}","Auckland, New Zealand",False,klaris1904,False,,
790622130182512641,"Nicola Smith-book blogger. 
Book reviews and other bookish stuff.
Just one person trying to read all the books.
Instagram & Facebook handle-@shortbookandscribes",,https://t.co/Pocr4HdsQQ,Short Book & Scribes,https://pbs.twimg.com/profile_images/790632544144355328/3-tPSVXY_normal.jpg,"{'followers_count': 9913, 'following_count': 4597, 'tweet_count': 79572, 'listed_count': 156}","Sheffield, England",False,ShortBookScribe,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Pocr4HdsQQ', 'expanded_url': 'http://www.shortbookandscribes.uk', 'display_url': 'shortbookandscribes.uk'}]}, 'description': {'mentions': [{'start': 140, 'end': 160, 'username': 'shortbookandscribes'}]}}",1521747705105686530
1460735616199577601,,,,Orhan,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 3, 'following_count': 77, 'tweet_count': 26, 'listed_count': 0}",,False,Orhan12317144,False,,
59738034,イラストレーターです。福祉関係のイラストとかやってます。次の一手を構想中。50、60年代のロックが好きですが全く関係ないカキコミが多いです(笑)  twilog使っています。 動画→ https://t.co/PRgDdxkRYc…,,,若松てつや ( wakamatsu ),https://pbs.twimg.com/profile_images/1454681353535262720/xnWZUPOV_normal.jpg,"{'followers_count': 752, 'following_count': 750, 'tweet_count': 363046, 'listed_count': 53}",東京 日野市　tokyo japan,False,nantarakobo,False,"{'description': {'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/PRgDdxkRYc', 'expanded_url': 'http://youtube.com/watch?v=JVOnnU', 'display_url': 'youtube.com/watch?v=JVOnnU'}]}}",1477055259482947587
929892165769195520,I do my own research. In my own lab.  Pancreatic cancer can get bent! Scientific Director of the Henry Ford Pancreatic Cancer Center.,,,Howard Crawford,https://pbs.twimg.com/profile_images/1520869579521765379/_t1tSVVB_normal.jpg,"{'followers_count': 3729, 'following_count': 1577, 'tweet_count': 16546, 'listed_count': 24}",Ann Arbor(home);Detroit (work),False,HCCvPDAC,False,,
741186522561556480,"En lo oscuro buscando al caballero. Eres libre de pensar lo que quieras, tanto como yo de que a mi me la pele También hago fotos. La impotencia me la trae floja",,https://t.co/OC7jeaFlX9,Bertman,https://pbs.twimg.com/profile_images/1369043183129268226/Vvum_lWn_normal.jpg,"{'followers_count': 1378, 'following_count': 1494, 'tweet_count': 41831, 'listed_count': 7}","Leganés, Madrid, España",False,bertoconve,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OC7jeaFlX9', 'expanded_url': 'https://www.instagram.com/albertoruiz_photos/?hl=es', 'display_url': 'instagram.com/albertoruiz_ph…'}]}}",1479851588936245257
200723970,"Matador de toros de Alcala de Guadaira, Padre de MagJr ,Ex Aire Energía",,,Marco Antonio,https://pbs.twimg.com/profile_images/1432429741978570753/lIBc8XBc_normal.jpg,"{'followers_count': 2324, 'following_count': 1945, 'tweet_count': 17249, 'listed_count': 22}",,False,_MARCOAGOMEZ_,False,,
296212811,,,,Melanie Kimber,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 7, 'following_count': 273, 'tweet_count': 128, 'listed_count': 0}",,False,melkimber,False,,
3299044509,Poe Dameron in an X-wing 🛸,,,cha$e ♒︎,https://pbs.twimg.com/profile_images/1510923541570633731/exIhnoh8_normal.jpg,"{'followers_count': 1547, 'following_count': 1242, 'tweet_count': 6417, 'listed_count': 0}",studeeowl.,False,el_grigio,False,,1498330119089311745
240723795,,,,Peter Petreli,https://pbs.twimg.com/profile_images/974818275032002560/BFmXIPL0_normal.jpg,"{'followers_count': 126, 'following_count': 794, 'tweet_count': 7516, 'listed_count': 2}",Camino hacia ningún lugar. . .,False,PeterPetreli_xx,False,,1510581541503655940
459701389,SALMANTINA y AZUL; azul AVENIDA. Música por los cuatro costados. Y Tarifa... ¡ay! Tarifa...,,,Isa Hernández,https://pbs.twimg.com/profile_images/2569455513/0DN162W6_normal,"{'followers_count': 202, 'following_count': 130, 'tweet_count': 9640, 'listed_count': 4}",Salamanca,False,bisgarabis,False,,1411965550192959490
1220938719722557440,Marylogical on YouTube. Sometimes I make gaming videos.,,https://t.co/jumjBhQFZA,Marylogical,https://pbs.twimg.com/profile_images/1220990264417742850/3-uhSjDR_normal.jpg,"{'followers_count': 199, 'following_count': 171, 'tweet_count': 6659, 'listed_count': 4}","New South Wales, Australia",False,Marylogical1,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jumjBhQFZA', 'expanded_url': 'https://www.youtube.com/channel/UCx_kZVO6OZoKg1OHYYfoBFQ', 'display_url': 'youtube.com/channel/UCx_kZ…'}]}}",
424863361,I'm Skateboarder | Ordinary People,,,Muhammad Khaitami,https://pbs.twimg.com/profile_images/1277439764870774785/-eZkiwui_normal.jpg,"{'followers_count': 191, 'following_count': 141, 'tweet_count': 4416, 'listed_count': 0}",Spaceship,False,khaiiitamiii,False,,
351503406,Ser yo,,,Loli Abellán,https://pbs.twimg.com/profile_images/868885946812575744/qgvmPeqq_normal.jpg,"{'followers_count': 59, 'following_count': 166, 'tweet_count': 1545, 'listed_count': 0}","A Coruña, España",False,Choli72,False,,
388889778,"Passionate about my husband, son, mum, dad, my dog and Leeds Rhinos!",,,Sara Andrews,https://pbs.twimg.com/profile_images/1335909704443305984/dpx_OAvN_normal.jpg,"{'followers_count': 176, 'following_count': 154, 'tweet_count': 6778, 'listed_count': 2}",Boroughbridge,False,SaraLee0604,False,,866342470753320960
231597825,"Economist. Football Fanatic. Former Rugby international,  tighthead Prop. Legend. Just Awesome.",,,Yotie,https://pbs.twimg.com/profile_images/1515026264637292550/eCu3oay2_normal.jpg,"{'followers_count': 403, 'following_count': 765, 'tweet_count': 3242, 'listed_count': 3}","Lusaka, Zambia",False,Yotamu_Nyirenda,False,,
1088855650082410496,"Burak Özçivit & Şü𝕜𝔯ü Özyildiz fan
Humour & entertainment
#LasChicasDelSable 
#AşkTaktikleri #Şükrüfamily
DE & KO Fan🤺🏰 
#Sevder #TeamKemal
AKINCI🏍💙",,,Eva 🖤⚔#LasChicasDelSable💙#AşkTaktikleri,https://pbs.twimg.com/profile_images/1492963095173599232/5Kz1riId_normal.jpg,"{'followers_count': 883, 'following_count': 595, 'tweet_count': 53666, 'listed_count': 1}",In arms of Burak..or not 🤗😍,False,missevasiones,False,"{'description': {'hashtags': [{'start': 58, 'end': 76, 'tag': 'LasChicasDelSable'}, {'start': 78, 'end': 92, 'tag': 'AşkTaktikleri'}, {'start': 93, 'end': 105, 'tag': 'Şükrüfamily'}, {'start': 121, 'end': 128, 'tag': 'Sevder'}, {'start': 129, 'end': 139, 'tag': 'TeamKemal'}]}}",1492545728480268289
39248317,Liverpool FC 🏆🏆🏆🏆🏆🏆 #6Times European Champions #19time League Champions most recently 2019/2020 #LFC #YNWA #KloppStay  ❤️🇮🇪💚💪,,,Tim Mahoney,https://pbs.twimg.com/profile_images/1283849283658223618/Vd9af1Ey_normal.jpg,"{'followers_count': 2712, 'following_count': 3733, 'tweet_count': 10859, 'listed_count': 10}",New Jersey,False,Tice_Mahoney,False,"{'description': {'hashtags': [{'start': 20, 'end': 27, 'tag': '6Times'}, {'start': 47, 'end': 54, 'tag': '19time'}, {'start': 96, 'end': 100, 'tag': 'LFC'}, {'start': 101, 'end': 106, 'tag': 'YNWA'}, {'start': 107, 'end': 117, 'tag': 'KloppStay'}]}}",
1292893764197941250,,,,🥖,https://pbs.twimg.com/profile_images/1488394277671608323/jDAGOgUY_normal.jpg,"{'followers_count': 460, 'following_count': 319, 'tweet_count': 13821, 'listed_count': 3}",,False,ldhollywood,False,,1454835371209019396
117449351,"feminist activist, chair of marriage equality , co director of Yes Equality, projects manager, evaluator, facilitator and Doctor of Philosophy",,,Grainne Healy,https://pbs.twimg.com/profile_images/1031308376188366853/wBOlRnF4_normal.jpg,"{'followers_count': 4088, 'following_count': 2754, 'tweet_count': 14298, 'listed_count': 39}",Ireland,False,goggshealy,False,,
138095730,"Feminista, no femenina.",,https://t.co/YUkJ5duFoA,💚Sofi💚,https://pbs.twimg.com/profile_images/1354170040849985543/wymjwijm_normal.jpg,"{'followers_count': 325, 'following_count': 267, 'tweet_count': 41793, 'listed_count': 0}","La Plata, Bs As, Argentina.",False,basophium,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YUkJ5duFoA', 'expanded_url': 'http://instagram.com/basophium', 'display_url': 'instagram.com/basophium'}]}}",
222989655,Proud mother of 3 awesome children. Technical Translator. Nature lover. Nature photographer 🇨🇦🇵🇸,,,Lina Q,https://pbs.twimg.com/profile_images/1431772270507200513/xLulcf6q_normal.jpg,"{'followers_count': 228, 'following_count': 310, 'tweet_count': 1957, 'listed_count': 0}","Burlington, Ontario",False,Lina__LQ,False,,
81253230,ウマ娘、将棋、ネコ、リラックマ、ジュビロ,,https://t.co/nHGvjDjnLC,さるねこ,https://pbs.twimg.com/profile_images/811957308854964224/YqgHqjrT_normal.jpg,"{'followers_count': 247, 'following_count': 549, 'tweet_count': 36330, 'listed_count': 33}",,False,saru_neko,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nHGvjDjnLC', 'expanded_url': 'https://www.youtube.com/channel/UC2uxBH1mgfnrjgeu56nm0sw', 'display_url': 'youtube.com/channel/UC2uxB…'}]}}",980950801911767040
1299431810653396993,"Gema - Historia UV🏛️⚱️//
Welcome to Nara!! 💮🎋🎍🎐Isla de #ACNH con temática Japonesa💮🎋🎍MA-8320-4908-0809//Header: @AcnhBlanca",,https://t.co/nCwOZQQIPf,🌸Párpel🎋,https://pbs.twimg.com/profile_images/1517536919252520962/Fl4_9baa_normal.jpg,"{'followers_count': 1495, 'following_count': 1385, 'tweet_count': 13013, 'listed_count': 4}",Hemisferio Norte ❄️,False,_P0wder,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nCwOZQQIPf', 'expanded_url': 'https://www.instagram.com/pastelbeads88?r=nametag', 'display_url': 'instagram.com/pastelbeads88?…'}]}, 'description': {'hashtags': [{'start': 55, 'end': 60, 'tag': 'ACNH'}], 'mentions': [{'start': 112, 'end': 123, 'username': 'AcnhBlanca'}]}}",1450787105685315584
176151278,"O día que fixen o twitter non houbo maneira de poñer un nome, aínda ando a procurar entenderme con este trebello. Non son nada, salvo persoa, que xa é bastante.",,,Ana,https://pbs.twimg.com/profile_images/1270163838/Los_amantesMagritte_normal.jpg,"{'followers_count': 77, 'following_count': 323, 'tweet_count': 333, 'listed_count': 0}",Compostela,False,nonatoponome,False,,
213988156,合言葉はにゅぃにゅぃにゅっいー☆ / うん うん それもまた 人生だね / ほら！ やっぱり民意じゃん！ やった〜！,,https://t.co/EKXYhpM73y,ねこおやき ΛのωのΛ,https://pbs.twimg.com/profile_images/958330249531375616/f2cxFMqp_normal.png,"{'followers_count': 391, 'following_count': 674, 'tweet_count': 31696, 'listed_count': 20}",ちばらき,False,makouton,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EKXYhpM73y', 'expanded_url': 'https://www.google.co.jp/search?q=Norwegian%20Forest%20Cat&hl=ja&tbm=isch', 'display_url': 'google.co.jp/search?q=Norwe…'}]}}",493766303757242368
1316128629244465152,"{ Commissions: Open }
they/ey/it, pansexual
minor
my name is Connor/Nox/Derse/Darly
Artist for @CEOHeII + @cozmosefnaf + @",,https://t.co/MiTGoCa7TM,Darly,https://pbs.twimg.com/profile_images/1512405677653774341/_HmGDu_V_normal.jpg,"{'followers_count': 90, 'following_count': 190, 'tweet_count': 849, 'listed_count': 1}",The floorboards ,False,GravitationalP3,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MiTGoCa7TM', 'expanded_url': 'https://linktr.ee/Mr.Ricecake', 'display_url': 'linktr.ee/Mr.Ricecake'}]}, 'description': {'mentions': [{'start': 95, 'end': 103, 'username': 'CEOHeII'}, {'start': 106, 'end': 118, 'username': 'cozmosefnaf'}]}}",1459580099557212166
26296419,in the chat room showin feet. IG: loucarla.jpg. 🇬🇾🇧🇧🇬🇩 • LDN • BLM✊🏾,,https://t.co/situmhDzPZ,Big Lou Money💸,https://pbs.twimg.com/profile_images/1513952553230385152/c-gXpGs8_normal.jpg,"{'followers_count': 1075, 'following_count': 463, 'tweet_count': 150259, 'listed_count': 22}",Bantanamo Bay,False,bigloumoney,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/situmhDzPZ', 'expanded_url': 'https://open.spotify.com/artist/6LemKuxbyyMq7lljSeajyL?si=49X8ao2ISrqoWjeFhHFlOA', 'display_url': 'open.spotify.com/artist/6LemKux…'}]}}",
72845362,"Overenthusiastic • Easily distracted • Writes a lot, blogs a little • Stans good ppl • Mother of Cats • She/her • #INFP #BLM • 🇪🇺🇸🇪🇬🇧 • 🖤🐘🤍💜",,https://t.co/GJwpUIif7q,Traxy Sedai 🤎😷,https://pbs.twimg.com/profile_images/1464582013768327171/cB09Axod_normal.jpg,"{'followers_count': 729, 'following_count': 1057, 'tweet_count': 27249, 'listed_count': 47}","Nottingham, UK",False,area53uk,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GJwpUIif7q', 'expanded_url': 'https://linktr.ee/area53uk', 'display_url': 'linktr.ee/area53uk'}]}, 'description': {'hashtags': [{'start': 114, 'end': 119, 'tag': 'INFP'}, {'start': 120, 'end': 124, 'tag': 'BLM'}]}}",1346627126536110080
381187140,"25+🌸She/Her🌸Ace 🇳🇴🇬🇧🇻🇳🇨🇳 ✨Honestly just a mess of my interests. Severe OFMD brainrot✨icon: @alohasushicore

Art account @PimvipArt",,,🌸CrazyChopstick🌸 🏔🐔,https://pbs.twimg.com/profile_images/1251665467665780736/99KXWDAt_normal.jpg,"{'followers_count': 99, 'following_count': 781, 'tweet_count': 18379, 'listed_count': 1}",The north,False,CrazyChopstick,False,"{'description': {'mentions': [{'start': 91, 'end': 106, 'username': 'alohasushicore'}, {'start': 120, 'end': 130, 'username': 'PimvipArt'}]}}",1497594842519678981
1113558652957405186,𝑬𝒗𝒆𝒓𝒚𝒐𝒏𝒆 𝒚𝒐𝒖 𝒎𝒆𝒆𝒕 𝒊𝒔 𝒇𝒊𝒈𝒉𝒕𝒊𝒏𝒈 𝒂 𝒃𝒂𝒕𝒕𝒍𝒆 𝒚𝒐𝒖 𝒌𝒏𝒐𝒘 𝒏𝒐𝒕𝒉𝒊𝒏𝒈 𝒂𝒃𝒐𝒖𝒕. 𝑩𝒆 𝑲𝒊𝒏𝒅. 𝑨𝒍𝒘𝒂𝒚𝒔,,https://t.co/WSm5YryFIe,Celia del 5ºB 💜🥐,https://pbs.twimg.com/profile_images/1451344495312785408/qcB--Tdh_normal.jpg,"{'followers_count': 929, 'following_count': 324, 'tweet_count': 84628, 'listed_count': 5}",Bienvenidos al Show,False,AmorXSkam,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WSm5YryFIe', 'expanded_url': 'https://curiouscat.me/AmorXSkam', 'display_url': 'curiouscat.me/AmorXSkam'}]}}",1321558220926836741
172727352,#java #oss #maven #jenkinsci #apache #cloudbees I mostly tweet things I find funny or stuff about software engineering. Occasionally drift into Phys Chem stuff,,https://t.co/AFLjgpUW5W,😀 Stephen Connolly,https://pbs.twimg.com/profile_images/1416387368249135105/LMj_OWrF_normal.jpg,"{'followers_count': 1952, 'following_count': 1209, 'tweet_count': 37325, 'listed_count': 69}","Dublin, Ireland",False,connolly_s,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AFLjgpUW5W', 'expanded_url': 'https://t.me/connolly_s', 'display_url': 't.me/connolly_s'}]}, 'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'java'}, {'start': 6, 'end': 10, 'tag': 'oss'}, {'start': 11, 'end': 17, 'tag': 'maven'}, {'start': 18, 'end': 28, 'tag': 'jenkinsci'}, {'start': 29, 'end': 36, 'tag': 'apache'}, {'start': 37, 'end': 47, 'tag': 'cloudbees'}]}}",1294633637544157184
598882815,YNWA. Family. Friends. Food.,,,Harthashini,https://pbs.twimg.com/profile_images/1355488707965571076/Eb1gR66P_normal.jpg,"{'followers_count': 105, 'following_count': 525, 'tweet_count': 6359, 'listed_count': 0}",Malaysia,False,Harthashini,False,,1134939700651651074
72635273,‏‏حوده 50 نظام,,,Maحmoud Gado,https://pbs.twimg.com/profile_images/1443050977179938820/F4BJfNyF_normal.jpg,"{'followers_count': 170, 'following_count': 49, 'tweet_count': 14625, 'listed_count': 0}",Egypt,False,mahmoud88,False,,657737284553416705
514883525,Writing code at Google. Spend the rest of my time traveling and taking photos,,,Danielle Scherr,https://pbs.twimg.com/profile_images/1508306925091364864/nhYEGXI4_normal.jpg,"{'followers_count': 224, 'following_count': 139, 'tweet_count': 3915, 'listed_count': 7}","San Francisco, CA",False,DanielleScherr8,False,,
185199229,"Photographer, Retired Airline Pilot, Naval Aviator, Leica Fan, I loved ""Arrival"". Grew up with a JFK banner in our garage. Liberal as Fuck #Biden2020#",,https://t.co/cFR5AsjIFj,LCDR L/Dmax ✈️ 🌻🌻🌻🇺🇦🌻🌻🌻,https://pbs.twimg.com/profile_images/937095960781565952/G5y3Rlan_normal.jpg,"{'followers_count': 4735, 'following_count': 5107, 'tweet_count': 31147, 'listed_count': 24}",Mos Eisley and Bad Wolf Bay,False,Mega_Pixls,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cFR5AsjIFj', 'expanded_url': 'http://g-20.in', 'display_url': 'g-20.in'}]}}",991341332391170050
45462757,Nurse educator/Researcher/Home Care Nurse/Mom/Spouse #healthcareforall #BlackLivesMatter #DefundThePolice #DiversityandInclusion #AbortionisHealthcare,,,Deb Byrne (she/her),https://pbs.twimg.com/profile_images/1399496059055968266/mBUL4E7L_normal.jpg,"{'followers_count': 390, 'following_count': 592, 'tweet_count': 6247, 'listed_count': 1}","Philadelphia, PA",False,byrne_lasalle,False,"{'description': {'hashtags': [{'start': 53, 'end': 70, 'tag': 'healthcareforall'}, {'start': 71, 'end': 88, 'tag': 'BlackLivesMatter'}, {'start': 89, 'end': 105, 'tag': 'DefundThePolice'}, {'start': 106, 'end': 128, 'tag': 'DiversityandInclusion'}, {'start': 129, 'end': 150, 'tag': 'AbortionisHealthcare'}]}}",1487220659444928512
111560018,,,http://t.co/FlPT7b3r,Ángeles Rodrigo,https://pbs.twimg.com/profile_images/2311579610/2q5vob66buc5gv9vz3m7_normal.jpeg,"{'followers_count': 11, 'following_count': 75, 'tweet_count': 88, 'listed_count': 0}",,False,hacheijk,False,"{'url': {'urls': [{'start': 0, 'end': 20, 'url': 'http://t.co/FlPT7b3r', 'expanded_url': 'http://grupoprimerog.blogspot.com.es/', 'display_url': 'grupoprimerog.blogspot.com.es'}]}}",
17917051,AI Voice (Tellme) Since '99 💫 AND is Possible 💜 Authenticate Yourself. Set Yourself Free. @VeeFriends #HangoutHawk @BROKENCRAY0NS etc++ #phd25 #aspie,,https://t.co/Oo5YUYCagz,darbs.eth ⭕️🖍️🪱 Darby Bailey,https://pbs.twimg.com/profile_images/1521565620235505664/2GsgK_ic_normal.jpg,"{'followers_count': 4224, 'following_count': 5001, 'tweet_count': 43796, 'listed_count': 301}",Space Pod,False,DarbyBaileyXO,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Oo5YUYCagz', 'expanded_url': 'https://linktr.ee/darbybaileyxo', 'display_url': 'linktr.ee/darbybaileyxo'}]}, 'description': {'hashtags': [{'start': 102, 'end': 114, 'tag': 'HangoutHawk'}, {'start': 136, 'end': 142, 'tag': 'phd25'}, {'start': 143, 'end': 149, 'tag': 'aspie'}], 'mentions': [{'start': 90, 'end': 101, 'username': 'VeeFriends'}, {'start': 115, 'end': 129, 'username': 'BROKENCRAY0NS'}]}}",1519166271207579648
205596000,あらし。宮寄り大宮担、からの箱推し。中村屋音羽屋中村倫也。おいしいもの旅先お芝居歌舞伎音楽グチ諸々垂れ流しまーす。,,,yum_ynni,https://pbs.twimg.com/profile_images/1349221585694064641/lGlgOnFh_normal.jpg,"{'followers_count': 235, 'following_count': 229, 'tweet_count': 40469, 'listed_count': 0}",出張中,False,yum_y110,False,,1348297593541980161
