,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,entities,pinned_tweet_id
102078435,小松菜,,False,https://pbs.twimg.com/profile_images/780192221869899776/kPCPuptu_normal.jpg,,vamos_tokyo,"{'followers_count': 228, 'following_count': 214, 'tweet_count': 24618, 'listed_count': 14}",「本や音楽には自分が読みたい・聴きたいときがくるのでそれまで寝かせていてもOK」という積読容認主義者。餡の入った和菓子の「つつんでいるものを単体で食する」のが好き。イヤホンとスニーカーの沼に片足突っ込んでます。デビッド・ボウイのようなかっこいい大人になりたい。,False,ネコのケージ内,,
29976465,#betoforGovernor,,False,https://pbs.twimg.com/profile_images/1516550956443439105/y0qBEBZS_normal.jpg,,obijohn,"{'followers_count': 2794, 'following_count': 3364, 'tweet_count': 13196, 'listed_count': 1}","Married, 6th Generation TEXAN, dog lover, left handed. No DMs please. 66ish, Tinnitus sucks",False,"Texas, USA",,1458810971791802382
882337566,アシパナイキャット（エジプト産）,,False,https://pbs.twimg.com/profile_images/1377774325944623105/fC29ak9u_normal.jpg,,ni3katanso,"{'followers_count': 266, 'following_count': 366, 'tweet_count': 105126, 'listed_count': 11}",どうみてもbotですがどちらかというとぼっちです 某所で新しい名前をいただきました →アシパナイキャット（エジプト産） 何か問題がありましたらDMかメールまでお願いします。 →ni3ka.tanso@gmail.com,False,,,
581599560,は？,,False,https://pbs.twimg.com/profile_images/1448048605646913537/CT-wJ2u-_normal.jpg,,am0125ss,"{'followers_count': 5, 'following_count': 401, 'tweet_count': 10847, 'listed_count': 0}",お茶の間にもなれませんでした もう三次元はまっぴら、二次元だけで結構です,False,神奈川,,
53765230,lucía,https://t.co/q7hyN8yCL7,False,https://pbs.twimg.com/profile_images/1437150001919037443/NcoOK1bG_normal.jpg,,lucieeele,"{'followers_count': 426, 'following_count': 488, 'tweet_count': 16578, 'listed_count': 21}",call me a man's name instead of a woman's and suddenly every horrific thing i've done makes me a hero.,False,Hogwarts.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q7hyN8yCL7', 'expanded_url': 'http://www.loslibrosdeluweasley.blogspot.com.es', 'display_url': 'loslibrosdeluweasley.blogspot.com.es'}]}}",1130307534248656903
2367992727,HeartGramma,,False,https://pbs.twimg.com/profile_images/1499470351855587329/7ueTE22i_normal.jpg,,heartgramma,"{'followers_count': 306, 'following_count': 308, 'tweet_count': 9741, 'listed_count': 2}","ACHD TOF Survivor, retired RN, Gramma, Mom, Doxie Mom & Wife who sews and paints. Also a tree hugging, science believer, love is love hippie liberal.",False,"Lynnwood, WA",,
940869711407075328,かわこ🐷,,False,https://pbs.twimg.com/profile_images/1483017870225588225/9WCdBtF4_normal.jpg,,kawakawaco,"{'followers_count': 229, 'following_count': 533, 'tweet_count': 18299, 'listed_count': 1}",育児。美容。音楽。蹴球(鹿)。文房具。宝飾。ラジオ英会話。ミドサー。二児の母。妻。2026中受W生。帰国子女。元外資系コンサル。現弱小コンサル。PCサマー。骨スト。🇯🇵が好き。ミュートブロック多用。,False,日本 東京,,
223661407,Resentido,,False,https://pbs.twimg.com/profile_images/1498414486994235400/bfv727RR_normal.jpg,,crissepu_,"{'followers_count': 696, 'following_count': 673, 'tweet_count': 142836, 'listed_count': 5}","Resentido. De cada cual según sus capacidades, a cada cual según sus necesidades. Hay que socializar el conocimiento. Si es la forma.",False,,,1443342779694948354
1093916861526233089,ろぐじゃむ⚡,https://t.co/npkA2bhywX,False,https://pbs.twimg.com/profile_images/1417624449881239558/3DjHblRs_normal.jpg,,l0gjammm,"{'followers_count': 283, 'following_count': 97, 'tweet_count': 10172, 'listed_count': 2}",Fan art(遅め)/成人済⚠️腐　　https://t.co/LojjzXjn57,False,新潟,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/npkA2bhywX', 'expanded_url': 'https://lit.link/l0gjam', 'display_url': 'lit.link/l0gjam'}]}, 'description': {'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/LojjzXjn57', 'expanded_url': 'https://www.mottohomete.net/l0gjammm', 'display_url': 'mottohomete.net/l0gjammm'}]}}",
6529602,Kei-Kei,https://t.co/PQPmWrHMRm,False,https://pbs.twimg.com/profile_images/1411323478905552898/0uo6cvh8_normal.jpg,,Kei_Kei,"{'followers_count': 2089, 'following_count': 531, 'tweet_count': 141606, 'listed_count': 80}",おしゃれなカフェ探して旅してお絵描きしてHoudiniでロボ自動生成したい人生,False,\スズさんの新刊オンリー会場/,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PQPmWrHMRm', 'expanded_url': 'http://www.pixiv.net/member.php?id=47333', 'display_url': 'pixiv.net/member.php?id=…'}]}}",1411074121706864642
562790569,湖底人（みずうみそこびと）,https://t.co/E7OGqxqhXH,False,https://pbs.twimg.com/profile_images/1377228447769010177/iWeM7Cv9_normal.jpg,,koteijing,"{'followers_count': 1644, 'following_count': 2229, 'tweet_count': 188708, 'listed_count': 72}","Like a SAKURA🌸永野愛理🌸 Wake Up, Girls！👐 Run Girls, Run！🏃‍♀️💙 鈴木このみ🎤 Rakuten Eagles #8🦅 Red Bull Racing🏎 Polo GTI (6C)🚙 Tern Verge P20🚲",False,点と点とを結んだ場所へ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/E7OGqxqhXH', 'expanded_url': 'https://koteijing.hatenablog.com/', 'display_url': 'koteijing.hatenablog.com'}]}}",
495088791,Gabriela 🦋🦋🦋🦋🦋,,False,https://pbs.twimg.com/profile_images/1521291422535757825/2NX2RalF_normal.jpg,,spacemermaidgab,"{'followers_count': 1527, 'following_count': 844, 'tweet_count': 15966, 'listed_count': 8}",Freelance writer and photographer | UNM alum | when I’m not talking about books I’m talking about bands | 5HINee 💎 | #LOΛE | TWFanmily (3/6) | she/her,False,"New Mexico, USA","{'description': {'hashtags': [{'start': 117, 'end': 122, 'tag': 'LOΛE'}]}}",1440365719124787217
1357293857692545025,ファッティーダボ宮殿,https://t.co/FLSoZL7svU,False,https://pbs.twimg.com/profile_images/1509728119720095756/_hjnbUqS_normal.jpg,,FatFantasy58,"{'followers_count': 186, 'following_count': 287, 'tweet_count': 19246, 'listed_count': 3}",👨‍🎤釈迦に𝙎𝘼𝙔 𝙃𝙊！🤘,False,誕プレ♡→,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FLSoZL7svU', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/32OD0PALLBJS8?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}}",1370179412453298182
823397158346862592,🌜,,False,https://pbs.twimg.com/profile_images/1111650089464811521/ohYpV0yF_normal.jpg,,secretttt111,"{'followers_count': 1, 'following_count': 2, 'tweet_count': 151, 'listed_count': 0}",,False,,,1111281405323931648
223232857,DJ NO REQUESTS,,False,https://pbs.twimg.com/profile_images/1493071018331713537/zRcE7Vih_normal.jpg,,MrAVOXO,"{'followers_count': 1276, 'following_count': 1446, 'tweet_count': 110844, 'listed_count': 14}","BOWLER, COO of WillsNation. #TeamGamBino #OVO #LakerNation #GoPackGo! Professional Concert Goer! GWBL 2021 CHAMPION $ReggieH09",False,"Cleveland, Ohio","{'description': {'hashtags': [{'start': 28, 'end': 40, 'tag': 'TeamGamBino'}, {'start': 41, 'end': 45, 'tag': 'OVO'}, {'start': 46, 'end': 58, 'tag': 'LakerNation'}, {'start': 59, 'end': 68, 'tag': 'GoPackGo'}]}}",1472009150796378117
1505896206068723718,みこと,https://t.co/a5BQQnyfYO,False,https://pbs.twimg.com/profile_images/1505896775600652289/KhHYlNQs_normal.jpg,,mikotokaruta,"{'followers_count': 131, 'following_count': 125, 'tweet_count': 620, 'listed_count': 0}",山形 かるた？,False,🐤🍒,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a5BQQnyfYO', 'expanded_url': 'https://www.instagram.com/1dol30', 'display_url': 'instagram.com/1dol30'}]}}",1515801985890496515
2299692547,하뉴,,False,https://pbs.twimg.com/profile_images/1123549164116164608/V77PJz6O_normal.png,,stargazerhv,"{'followers_count': 146, 'following_count': 73, 'tweet_count': 132978, 'listed_count': 2}",피피코피코피코피코피피,False,"(0, 0, 0, 0)",,1159527271402635264
1031913379374424065,楡,,False,https://pbs.twimg.com/profile_images/1502672980996149249/jhMcJrv-_normal.jpg,,TPoi2v,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 138, 'listed_count': 0}",,False,,,
986696664634286081,crypto chimpion,https://t.co/ysGjaTptZR,False,https://pbs.twimg.com/profile_images/1520817648895942656/nJiLpznX_normal.jpg,,dilbeau,"{'followers_count': 201, 'following_count': 403, 'tweet_count': 799, 'listed_count': 1}","bought bitcoin in 2011, lost 99% of it, workin on filling these bags back up
#crypto #HOLOCHAIN $ECTO 
https://t.co/BHlR2EQCOF

$KAINET
https://t.co/9XsMFVJDlt",False,Space,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ysGjaTptZR', 'expanded_url': 'http://LittleGhosts.com', 'display_url': 'LittleGhosts.com'}]}, 'description': {'urls': [{'start': 103, 'end': 126, 'url': 'https://t.co/BHlR2EQCOF', 'expanded_url': 'https://t.me/LittleGhost', 'display_url': 't.me/LittleGhost'}, {'start': 136, 'end': 159, 'url': 'https://t.co/9XsMFVJDlt', 'expanded_url': 'https://t.me/KAINET_OFF', 'display_url': 't.me/KAINET_OFF'}], 'hashtags': [{'start': 77, 'end': 84, 'tag': 'crypto'}, {'start': 85, 'end': 95, 'tag': 'HOLOCHAIN'}], 'cashtags': [{'start': 96, 'end': 101, 'tag': 'ECTO'}, {'start': 128, 'end': 135, 'tag': 'KAINET'}]}}",
1174152746553040898,jess 🇦🇷🇯🇵🍣,,False,https://pbs.twimg.com/profile_images/1518985999992430594/pQnxivHF_normal.jpg,,oikawatoruwu,"{'followers_count': 1150, 'following_count': 1169, 'tweet_count': 48424, 'listed_count': 12}",#oikawa: Olympic Medalist 🥉🇦🇷,False,28 | she/her | pfp: marudasai,"{'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'oikawa'}]}}",
1484947107656130560,Boothby,https://t.co/JUPCEi6mob,False,https://pbs.twimg.com/profile_images/1493754472174026756/P3OvdlEH_normal.jpg,,TTVBoothby,"{'followers_count': 120, 'following_count': 118, 'tweet_count': 803, 'listed_count': 0}","Christian, husband, dad, pug dad, self proclaimed nerd, video game enthusiast and streamer. Working hard to promote and inspire fellow small streamers!",False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JUPCEi6mob', 'expanded_url': 'https://twitch.tv/ttvboothby', 'display_url': 'twitch.tv/ttvboothby'}]}}",
41995354,Denise,,False,https://pbs.twimg.com/profile_images/1991666091/wonderwoman_normal.jpg,,Tsirigos,"{'followers_count': 445, 'following_count': 497, 'tweet_count': 3998, 'listed_count': 20}",Proud educator. Most of the time an English Nerd! My tweets are my own.,False,Australia,,
940048865041903617,ず,,False,https://pbs.twimg.com/profile_images/1288837624912740353/sYa6gl-m_normal.jpg,,Zu_hope1019,"{'followers_count': 123, 'following_count': 151, 'tweet_count': 5174, 'listed_count': 0}",県大オケOG next→6/19第九オケ、7/16アンサンブル都,False,滋賀,,
1484924362947923970,justbee,,False,https://pbs.twimg.com/profile_images/1484926329988345858/E0dvzBQO_normal.jpg,,justbee222,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 94, 'listed_count': 0}",just let it bee,False,,,
60930779,ユウワン,https://t.co/POHbTiZhT3,False,https://pbs.twimg.com/profile_images/1304269393803829248/w6YX-rp-_normal.png,,nightbugnet,"{'followers_count': 425, 'following_count': 155, 'tweet_count': 111600, 'listed_count': 31}","鼻の呼吸
アイコンや画像はYMCKリスペクト",False,自宅,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/POHbTiZhT3', 'expanded_url': 'https://nightbug.net', 'display_url': 'nightbug.net'}]}}",1407987461746167816
1182361821732397059,Earthbor,https://t.co/wqjXEOtbtr,False,https://pbs.twimg.com/profile_images/1514431322185519110/KIhI4L_3_normal.jpg,,Earthbor1,"{'followers_count': 29, 'following_count': 53, 'tweet_count': 341, 'listed_count': 0}",they/them | Bisexual | Gender-fluid | Film Complainer | Walker of Infinitum,False,"Infinitum, The World Between","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wqjXEOtbtr', 'expanded_url': 'https://www.youtube.com/channel/UCpFG0EaX_OxqtUAt_UccOug', 'display_url': 'youtube.com/channel/UCpFG0…'}]}}",1514432727029846017
240030434,shannonfarren,https://t.co/9IrdPNgBxx,False,https://pbs.twimg.com/profile_images/1491603772891492353/cloPkzYa_normal.jpg,,shannonfarren,"{'followers_count': 14645, 'following_count': 1910, 'tweet_count': 9249, 'listed_count': 86}",📻🍾 Host @garyandshannon @kfiam640 🏈🏈 Sideline reporter @Chargers,False,Los Angeles,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9IrdPNgBxx', 'expanded_url': 'http://kfiam640.com', 'display_url': 'kfiam640.com'}]}, 'description': {'mentions': [{'start': 8, 'end': 23, 'username': 'garyandshannon'}, {'start': 24, 'end': 33, 'username': 'kfiam640'}, {'start': 55, 'end': 64, 'username': 'Chargers'}]}}",
231515498,Estela,,False,https://pbs.twimg.com/profile_images/1521067486229274624/u35pcXFp_normal.jpg,,Estela97E,"{'followers_count': 977, 'following_count': 598, 'tweet_count': 11772, 'listed_count': 2}",,False,Andén 9¾,,
87710906,izsat,,False,https://pbs.twimg.com/profile_images/795061562/PurpleFlower_normal.jpg,,izsat,"{'followers_count': 1384, 'following_count': 748, 'tweet_count': 16752, 'listed_count': 75}",精神科医。古楽器演奏、クープラン、ラモー、バッハ、シューマン、スティーブ・ライヒ、Perfume、新井素子、P. K. Dickが好き。,False,故郷を聞かれたら迷わず？？と答えるの～w,,
797068249934352384,分福茶釜@ゆる勢,,False,https://pbs.twimg.com/profile_images/1510416131844358144/LdZIoq7X_normal.jpg,,tyagama0316,"{'followers_count': 262, 'following_count': 313, 'tweet_count': 114076, 'listed_count': 14}",ゆるゲーマー。デレステ 仁奈・愛梨・芳乃担当PaP/グラブル ラストフェイス所属,False,,,1442029117268893702
452632986,Guendle,,False,https://pbs.twimg.com/profile_images/1353041010859909122/i3DylOKK_normal.jpg,,WJP_21,"{'followers_count': 504, 'following_count': 684, 'tweet_count': 38723, 'listed_count': 11}",Florida 🌴 B.S. in Applied Math: Engineering ⚙️🛠⚙️ I know random things...🤷🏾‍♂️,False,,,
1340915658884714497,ゆき【渋谷のお母さん@lilac_shisha】,https://t.co/JtjzFWyBRW,False,https://pbs.twimg.com/profile_images/1360891288183169037/VnhSjv4P_normal.jpg,,lilacshisha1,"{'followers_count': 322, 'following_count': 595, 'tweet_count': 3683, 'listed_count': 2}",渋谷のシーシャバーライラック@lilac_shisha オーナー店長のゆきです。神泉をこよなく愛し神泉に生きる女。渋谷のお母さん。 サウナしか見えない。↓↓Instagram↓↓,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JtjzFWyBRW', 'expanded_url': 'https://instagram.com/uieeeeen?utm_medium=copy_link', 'display_url': 'instagram.com/uieeeeen?utm_m…'}]}, 'description': {'mentions': [{'start': 14, 'end': 27, 'username': 'lilac_shisha'}]}}",1473278947840651267
3966981,Takayuki KUSANO,https://t.co/L1h9E3xqRn,False,https://pbs.twimg.com/profile_images/2595116676/p5ym19whvymh626i6vao_normal.jpeg,,tkusano,"{'followers_count': 3049, 'following_count': 4987, 'tweet_count': 243201, 'listed_count': 195}","草野貴之。
過去ログ→ https://t.co/mHEt9rlSdj
プロフィール→ https://t.co/L1h9E3fPsN
WUG関係→@wugnews
RGR関係→@rgrinfo",False,"Tokyo, Japan.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/L1h9E3xqRn', 'expanded_url': 'https://tkusano.jp/', 'display_url': 'tkusano.jp'}]}, 'description': {'urls': [{'start': 12, 'end': 35, 'url': 'https://t.co/mHEt9rlSdj', 'expanded_url': 'http://twilog.org/tkusano', 'display_url': 'twilog.org/tkusano'}, {'start': 44, 'end': 67, 'url': 'https://t.co/L1h9E3fPsN', 'expanded_url': 'https://tkusano.jp/', 'display_url': 'tkusano.jp'}], 'mentions': [{'start': 74, 'end': 82, 'username': 'wugnews'}, {'start': 89, 'end': 97, 'username': 'rgrinfo'}]}}",
15942559,James 🌸,,False,https://pbs.twimg.com/profile_images/524393484/2770460388_bb29132d24_o_normal.jpg,,jjglamma,"{'followers_count': 139, 'following_count': 592, 'tweet_count': 2473, 'listed_count': 0}","cat owner, Catholic, Perl hacker, SF fan, right-wing nutcase.

Live Not By Lies.",False,"Melbourne, Australia",,1461501830832160774
345924880,🔴🔴⚪️⚪️⚪️💉💉💉6G-Wolf mit MNS!,https://t.co/YMYxMgrrJ3,False,https://pbs.twimg.com/profile_images/1462890359839670275/rqBLJdCT_normal.jpg,,wolfheilmann,"{'followers_count': 1549, 'following_count': 4366, 'tweet_count': 88369, 'listed_count': 20}","lived across europe, travelled the americas and asia, missed africa! AntiFa in the spirit of Franklin D Roosevelt Born 318.44 ppm @wolfheilmann@mastodon.online",False,good old datschiburg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YMYxMgrrJ3', 'expanded_url': 'http://wolf-foto.eu', 'display_url': 'wolf-foto.eu'}]}}",
18478781,tranced,https://t.co/enfVUheIR8,False,https://pbs.twimg.com/profile_images/1240453579414155264/DK-El393_normal.png,,tranced,"{'followers_count': 701, 'following_count': 541, 'tweet_count': 124499, 'listed_count': 44}",Soy la mitad de @jay0726 | #BarrigaLLenaConRazonContento :D | Mentally professional photographer | Defensor del buen español,False,República Demierda,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/enfVUheIR8', 'expanded_url': 'http://tranced.vsco.co', 'display_url': 'tranced.vsco.co'}]}, 'description': {'hashtags': [{'start': 27, 'end': 56, 'tag': 'BarrigaLLenaConRazonContento'}], 'mentions': [{'start': 16, 'end': 24, 'username': 'jay0726'}]}}",1153767599236419585
78037831,mendebalde,,False,https://pbs.twimg.com/profile_images/846958680507662337/TDKcWrFh_normal.jpg,,mendebalde,"{'followers_count': 50, 'following_count': 99, 'tweet_count': 8766, 'listed_count': 0}",趣味で映画、読書、フランス語。食事の量を減らしたい。,False,,,1495805654719950851
255039052,ほりのり,,False,https://pbs.twimg.com/profile_images/3749868253/97a1bc5f5216d67798982c3a20ac798d_normal.png,,horinoritw,"{'followers_count': 589, 'following_count': 892, 'tweet_count': 63978, 'listed_count': 32}",好きなことは、本を読んで、映画演劇を観て、音楽を聴いて、美味しいものを食べること。紅茶はダージリンに限る。ボードゲーマーだけどＴＶゲームは苦手。 絵画は印象派前後が好き。,False,東京都,,625580527966294016
4848505499,きざはしるか,https://t.co/GHmUo8Idic,False,https://pbs.twimg.com/profile_images/1509780744318889986/k5aWCm6S_normal.jpg,,KizahashiLuca,"{'followers_count': 485, 'following_count': 490, 'tweet_count': 18681, 'listed_count': 9}","ニコニコ動画でマインクラフトのゆっくり実況をさせていただいてます きざはしるか と申します。男です。 Twitterには、主に動画の進捗とかを呟いていくと思います。【FM→🪨⛏️】
ほしいもの：https://t.co/gs2wFGi49P
icon : @MOMO_UYU様／header : @unikku様",False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GHmUo8Idic', 'expanded_url': 'https://kizahashiluca.github.io/', 'display_url': 'kizahashiluca.github.io'}]}, 'description': {'urls': [{'start': 97, 'end': 120, 'url': 'https://t.co/gs2wFGi49P', 'expanded_url': 'http://amzn.asia/3S6MrM5', 'display_url': 'amzn.asia/3S6MrM5'}], 'mentions': [{'start': 128, 'end': 137, 'username': 'MOMO_UYU'}, {'start': 148, 'end': 155, 'username': 'unikku'}]}}",1506196134435647489
115108104,蒼兎,https://t.co/CzOlzNfMV2,False,https://pbs.twimg.com/profile_images/742385482/080102_1255_01_normal.JPG,,manea31,"{'followers_count': 636, 'following_count': 648, 'tweet_count': 612127, 'listed_count': 30}",洋画/戦隊/平成ライダー/GARNETCROW/ドラマ/子役/子供番組/俳優。見ながら実況あり(主にSHTと映画とドラマ)。RT多め。,False,金魚鉢,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CzOlzNfMV2', 'expanded_url': 'http://twpf.jp/manea31', 'display_url': 'twpf.jp/manea31'}]}}",1514561525926993920
44977271,Tony Donley,https://t.co/Cv1Yu4pBZe,False,https://pbs.twimg.com/profile_images/3709791320/7d98db83929e7d6130c7924d76273534_normal.jpeg,,TonyDonley,"{'followers_count': 665, 'following_count': 653, 'tweet_count': 17110, 'listed_count': 38}","Cartoonist known for his Swashbuckling, Romance & Wit. Creator of Albert Einstein: Time Mason. Portfolio at https://t.co/zXqecsLeBY",False,The Future ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Cv1Yu4pBZe', 'expanded_url': 'http://www.TonyDonley.bigcartel.com', 'display_url': 'TonyDonley.bigcartel.com'}]}, 'description': {'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/zXqecsLeBY', 'expanded_url': 'http://artstation.com/tonydonley', 'display_url': 'artstation.com/tonydonley'}]}}",1519026128559636480
2514227401,jaka,,False,https://pbs.twimg.com/profile_images/1506868968551636992/7D7IndwL_normal.jpg,,___jaka___,"{'followers_count': 24, 'following_count': 44, 'tweet_count': 27603, 'listed_count': 0}","ダイヤちゃんが可愛い
ウマ娘(2022/3/7〜)、シャドバ、ポケモン",False,,,
1446601957,WGG,https://t.co/W8Xpu5otUF,False,https://pbs.twimg.com/profile_images/1096709898216255488/YlVhe_ca_normal.png,,WGG_SH,"{'followers_count': 1056, 'following_count': 904, 'tweet_count': 38951, 'listed_count': 0}",都内のえんじにゃー | 元(立命館/RCC/RiST) 所属 | xR(A/M/V/D)やってます | Like→ DxLib / Processing(p5) / 3D弾幕 | ヘッダーとアイコンは@WGG_SHさんに描いてもらいました,False,京都/滋賀 → 東京,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/W8Xpu5otUF', 'expanded_url': 'http://wgg.hatenablog.jp/', 'display_url': 'wgg.hatenablog.jp'}]}, 'description': {'mentions': [{'start': 100, 'end': 107, 'username': 'WGG_SH'}]}}",1064786700272975872
147005362,erigeromance,,False,https://pbs.twimg.com/profile_images/483204632261300225/pSrmZ35G_normal.jpeg,,erigeromance,"{'followers_count': 24, 'following_count': 67, 'tweet_count': 1181, 'listed_count': 1}",♂,False,"Kanagawa-ken, Japan",,
25074664,Jennifer,,False,https://pbs.twimg.com/profile_images/352788493/me_again_normal.jpg,,Jbunny930,"{'followers_count': 33, 'following_count': 250, 'tweet_count': 70, 'listed_count': 1}",,False,"Franklin Square, NY",,
957254416293421056,MARIAJ STAN ACCOUNT WORLD CHAMPIONS ⭐️🇷🇴⭐️🌎💙💛,,False,https://pbs.twimg.com/profile_images/1399132187161673728/HQjfVhtQ_normal.jpg,,mountprodigy,"{'followers_count': 345, 'following_count': 918, 'tweet_count': 9201, 'listed_count': 1}",@chelseafc @OfficialUCV @ScuderiaFerrari,False,,"{'description': {'mentions': [{'start': 0, 'end': 10, 'username': 'chelseafc'}, {'start': 11, 'end': 23, 'username': 'OfficialUCV'}, {'start': 24, 'end': 40, 'username': 'ScuderiaFerrari'}]}}",1277378628016386050
1309523455964971016,🐟 しゃけ 🐟,,False,https://pbs.twimg.com/profile_images/1480142083151527940/ZogDfE9d_normal.jpg,,0KuRiMoNoSunday,"{'followers_count': 90, 'following_count': 84, 'tweet_count': 9355, 'listed_count': 6}",ち い か わ 占 い 🥇×5 🥈×8🥉×8,False,日本,,1484131228353990664
426497976,Katø Upton,,False,https://pbs.twimg.com/profile_images/378800000474513075/2f15b02c86c3bccc1fdccf827fed2e7e_normal.jpeg,,DEF_38,"{'followers_count': 192, 'following_count': 456, 'tweet_count': 15294, 'listed_count': 5}",あの娘ぼくがロングシュートミスったらどんな顔するだろう,False,,,
1167340764117925888,Richard Heald @ricozola,,False,https://pbs.twimg.com/profile_images/1176666697861750784/-U16smvH_normal.jpg,,RichardHeald17,"{'followers_count': 61, 'following_count': 105, 'tweet_count': 4945, 'listed_count': 0}","I'm already here .new phone  .every  silver  lining  has  a  cloud. black  coffee, red  wine, football, rugby, cricket, family, dogs  and  cats,music  and books",False,,,
2349775225,玉川カネマサ,,False,https://pbs.twimg.com/profile_images/1454430044257144832/ViiRJ5YN_normal.jpg,,kanemasa_ver2,"{'followers_count': 103, 'following_count': 362, 'tweet_count': 2220, 'listed_count': 7}","S660に乗ってます。基本ROMってます。
モースポ/ホンダ党/サバゲ/さくら組/モモイスト/艦これ/ストライクウィッチーズ",False,ブイン基地,,
16093207,Sarah Abram (she/they),https://t.co/7At8vau6Dc,False,https://pbs.twimg.com/profile_images/1465238999849738246/bsvzyQkB_normal.jpg,,sarahtomic,"{'followers_count': 453, 'following_count': 750, 'tweet_count': 10768, 'listed_count': 25}","I’m a Grinnell alum and knitting designer/teacher in Logan Square, with a love for puppies, choir, and my family. Pfizer’d. Sober since 1/2/21",False,Chicago,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7At8vau6Dc', 'expanded_url': 'http://www.ravelry.com/designers/sarah-b-abram', 'display_url': 'ravelry.com/designers/sara…'}]}}",
5189581,はまたに,,False,https://pbs.twimg.com/profile_images/433618387705401344/1agjHIp1_normal.jpeg,,hamachan,"{'followers_count': 500, 'following_count': 525, 'tweet_count': 30009, 'listed_count': 24}",おまえはおまえの踊りを踊れ。,False,渦中,,751996240687013888
63266547,vestenet @ maidenless,https://t.co/TYaWmvWkSA,False,https://pbs.twimg.com/profile_images/1464340119452803080/GyrGZeDE_normal.jpg,,vestenet,"{'followers_count': 5010, 'following_count': 205, 'tweet_count': 136866, 'listed_count': 71}",I write episode reviews and This Week In Anime for @Anime. I write for my blog infrequently. I write bad tweets for myself. Actual skeleton. #1 drunk oni fan.,False,PA,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TYaWmvWkSA', 'expanded_url': 'http://shibirerudarou.wordpress.com/', 'display_url': 'shibirerudarou.wordpress.com'}]}, 'description': {'mentions': [{'start': 51, 'end': 57, 'username': 'Anime'}]}}",1156598509296132097
705246801847152640,ムシマル🍺@禁酒中,https://t.co/AU3Htq0BQ7,False,https://pbs.twimg.com/profile_images/1245204625776447488/zAi9GBWn_normal.jpg,,mushimaru_0078,"{'followers_count': 218, 'following_count': 191, 'tweet_count': 22027, 'listed_count': 4}","?(ФωФ)(ФωФ)?

VOICEROIDフィッシング動画投稿してました(過去形)

アイコン・ヘッダーは杉本さん(@sugimotodesuuuu)さんから！",False,巨人の肩,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AU3Htq0BQ7', 'expanded_url': 'http://www.nicovideo.jp/user/21126358', 'display_url': 'nicovideo.jp/user/21126358'}]}, 'description': {'mentions': [{'start': 60, 'end': 76, 'username': 'sugimotodesuuuu'}]}}",1246362156825579521
23551686,Avery Polite-Bitch,https://t.co/sQi3l17rH2,False,https://pbs.twimg.com/profile_images/1480808423612502016/4v67f-j-_normal.jpg,,JeaTheeRose,"{'followers_count': 587, 'following_count': 481, 'tweet_count': 65869, 'listed_count': 7}",😌😌😌,False,Gone,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sQi3l17rH2', 'expanded_url': 'https://www.amazon.com/hz/wishlist/ls/8GYAJZAR653S?ref_=wl_share', 'display_url': 'amazon.com/hz/wishlist/ls…'}]}}",1209175060663029760
