id,username,url,profile_image_url,verified,description,name,protected,public_metrics,location,entities,pinned_tweet_id
1255459610,headingtomars_,,https://pbs.twimg.com/profile_images/1383596301124734976/JsGsLj6H_normal.jpg,False,Just a girl from tragic kingdom.,"cuando pasa, pasarela.",False,"{'followers_count': 141, 'following_count': 174, 'tweet_count': 15561, 'listed_count': 1}",Marte.,,
445183548,Johita_D1b,,https://pbs.twimg.com/profile_images/1066744432446312450/t5cpfLvt_normal.jpg,False,"🦸🏽‍♀Organizadora de eventos
🦀 Canceriana
✈ Viajera",Jouu ✌,False,"{'followers_count': 204, 'following_count': 729, 'tweet_count': 13034, 'listed_count': 0}",Ciudad Autónoma de Buenos Aire,,1.3499054724139704e+18
119768640,DieT_oLive,https://t.co/6HMNyuElx2,https://pbs.twimg.com/profile_images/1515730517039419395/COcUaibO_normal.jpg,False,"21st Century Schizoid Man
https://t.co/lmhNmHS79I",hypocrite,False,"{'followers_count': 4, 'following_count': 9, 'tweet_count': 19765, 'listed_count': 0}",island,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6HMNyuElx2', 'expanded_url': 'https://youtu.be/R80FZecxhp0', 'display_url': 'youtu.be/R80FZecxhp0'}]}, 'description': {'urls': [{'start': 26, 'end': 49, 'url': 'https://t.co/lmhNmHS79I', 'expanded_url': 'https://m.soundcloud.com/user-3340731985/king-crimson-21st-century-schizoid-man-including-mirrors', 'display_url': 'm.soundcloud.com/user-334073198…'}]}}",9.068924697567642e+17
1435806905839112192,xzainabbasrax,https://t.co/wL9QmIjx01,https://pbs.twimg.com/profile_images/1522097965615267840/6VOsTxBh_normal.jpg,False,chai coffee whiskey and opinions,z,False,"{'followers_count': 61, 'following_count': 119, 'tweet_count': 1315, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wL9QmIjx01', 'expanded_url': 'http://instagram.com/zainabxpoetry', 'display_url': 'instagram.com/zainabxpoetry'}]}}",
1484574422530990080,BarbaraSpiegl,,https://pbs.twimg.com/profile_images/1485362864466636805/aNOqxjW5_normal.jpg,False,Labour. Environmentalist. Lover of post impressionism,Barbara Spiegelhalter,False,"{'followers_count': 35, 'following_count': 555, 'tweet_count': 1799, 'listed_count': 0}",Southsea,,
713831787064070144,Najlamj1,,https://pbs.twimg.com/profile_images/1516522766035472385/SVSsBnAK_normal.jpg,False,🌕 🌊,نجلا,False,"{'followers_count': 18, 'following_count': 117, 'tweet_count': 1102, 'listed_count': 0}",,,
75029353,toriatamako,,https://pbs.twimg.com/profile_images/519671522005229569/gmkPaDr-_normal.jpeg,False,だいたいRT たまにごはんメモ,とりこ,False,"{'followers_count': 118, 'following_count': 115, 'tweet_count': 108165, 'listed_count': 0}",,,1.492739908628525e+18
1933892113,Sarayelmundo,https://t.co/eTngCf7MBA,https://pbs.twimg.com/profile_images/1213773911738990593/P0azmi8O_normal.jpg,False,"Animales, videojuegos, cine, anime, apasionada de la lectura (sobretodo fantástica). @Ennossuke es mi sol y mis estrellas. Mamá de Luna.",Sara,False,"{'followers_count': 2410, 'following_count': 1296, 'tweet_count': 41892, 'listed_count': 22}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eTngCf7MBA', 'expanded_url': 'http://www.youtube.com/sarayelmundo', 'display_url': 'youtube.com/sarayelmundo'}]}, 'description': {'mentions': [{'start': 85, 'end': 95, 'username': 'Ennossuke'}]}}",1.3359805999039816e+18
885748470,khtaber01,,https://pbs.twimg.com/profile_images/1481785052661006337/bjRt-KIG_normal.jpg,False,Candidate for District Attorney- Orange and Chatham Counties. 25 years fighting for justice. Now I'm ready to take on a new challenge! #leadingwithpurpose,kayleytaber4da,False,"{'followers_count': 147, 'following_count': 787, 'tweet_count': 521, 'listed_count': 1}",North Carolina,"{'description': {'hashtags': [{'start': 135, 'end': 154, 'tag': 'leadingwithpurpose'}]}}",1.519290898940633e+18
293464759,trnprn,https://t.co/98Ia9vJxVd,https://pbs.twimg.com/profile_images/1517848674512306176/dHwWkINj_normal.jpg,False,"成人済みコスプレイヤーでエムブレマーでチェンクラーでスケヲタです。
鉄煙箱推し。
モンモンもはじめました。
F-50と祖44、41、36、14推し。
FRBご自由に。
辛口→@k65mpn
コスメ→@prn_bbs",祖58 ぷりん,False,"{'followers_count': 521, 'following_count': 680, 'tweet_count': 174467, 'listed_count': 0}",4/4はフェーベ記念日,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/98Ia9vJxVd', 'expanded_url': 'https://novelup.plus/story/462069796', 'display_url': 'novelup.plus/story/462069796'}]}, 'description': {'mentions': [{'start': 87, 'end': 94, 'username': 'k65mpn'}, {'start': 99, 'end': 107, 'username': 'prn_bbs'}]}}",
131425134,sento_920,https://t.co/epPq7rlTFQ,https://pbs.twimg.com/profile_images/1486921442214113282/GBwwH-tp_normal.jpg,False,痛風でバツイチ、シューター・村民村人,920,False,"{'followers_count': 1235, 'following_count': 994, 'tweet_count': 36831, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/epPq7rlTFQ', 'expanded_url': 'http://Instagram.com/sekino920/', 'display_url': 'Instagram.com/sekino920/'}]}}",
7553202,lunar_arien_,,https://pbs.twimg.com/profile_images/1521404189645357056/RUHfwiBe_normal.jpg,False,"she's always late for everything, except for every meal 👭 she/her",E. Sigh,False,"{'followers_count': 106, 'following_count': 289, 'tweet_count': 7484, 'listed_count': 6}",,,1.1794285310482022e+18
1492909206550183936,chrryvivi,https://t.co/4SuDV5da3l,https://pbs.twimg.com/profile_images/1520659469759221761/jjM3muFZ_normal.jpg,False,i love dogs and vivi from loona,brooklyn ☁︎,False,"{'followers_count': 135, 'following_count': 142, 'tweet_count': 9491, 'listed_count': 1}",she her ꨄ︎,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4SuDV5da3l', 'expanded_url': 'http://chrryvivi.carrd.co', 'display_url': 'chrryvivi.carrd.co'}]}}",1.5053806159604654e+18
1497935104840060928,popoko96907126,,https://pbs.twimg.com/profile_images/1519859823466381313/EUWM1vQ5_normal.jpg,False,"ポケモンℒℴѵℯ*¨*• ♡
結構前からポケカ集めてます。ポケモンが大好きな高校生ଘ(੭ˊ꒳​ˋ)੭✧リモートは、環境が整い次第やってみたいです。ジムバトルとか、いつかは‥って思ってる
カードイラストはsuiさんのイラストが好き",popoko🌻🍀,False,"{'followers_count': 85, 'following_count': 73, 'tweet_count': 34, 'listed_count': 0}",ジョウト地方,,1.5198453065272689e+18
1341829388,GeetaDasila18,,https://pbs.twimg.com/profile_images/1476408387692683268/6Aib6NAl_normal.jpg,False,,geeta dasila,False,"{'followers_count': 0, 'following_count': 7, 'tweet_count': 168, 'listed_count': 0}","Goa, India",,
156248914,lyra8,,https://pbs.twimg.com/profile_images/1515582283239272448/xIW5C7XJ_normal.jpg,False,☕️,Lyra 🎀,False,"{'followers_count': 35, 'following_count': 268, 'tweet_count': 2228, 'listed_count': 4}",,,
1177548602983321600,trishakmac,,https://pbs.twimg.com/profile_images/1515670349811097609/wTos2UYJ_normal.jpg,False,HT Literacy & Numeracy | Alfie's mum 🐶 |  sports-tragic 🏏🎾🏊‍♀️🏑⚽️ | @NRLKnights 🏉 | #auspol 🟥 | #couchpeloton 🚴‍♂️ | 🧀 fan | 日本語🎌 | my views alone 🙊,Trisha Mac,False,"{'followers_count': 649, 'following_count': 995, 'tweet_count': 5871, 'listed_count': 1}",Gundungurra lands,"{'description': {'hashtags': [{'start': 84, 'end': 91, 'tag': 'auspol'}, {'start': 96, 'end': 109, 'tag': 'couchpeloton'}], 'mentions': [{'start': 68, 'end': 79, 'username': 'NRLKnights'}]}}",1.5216375298663178e+18
920424153538334720,bazevs71,,https://pbs.twimg.com/profile_images/1343197626783707137/hg5KpHo3_normal.jpg,False,"Loud music , cold beer , a refusal to act my age.",Barry Evans,False,"{'followers_count': 39, 'following_count': 94, 'tweet_count': 588, 'listed_count': 0}","Carmarthen, Wales",,
105864930,MesutSirincan,,https://pbs.twimg.com/profile_images/1514682519798661127/zpyWu6aA_normal.jpg,False,Elektrik Yük. Müh. ⚡️,Mesut,False,"{'followers_count': 183, 'following_count': 238, 'tweet_count': 4896, 'listed_count': 0}",Istanbul,,1.3106705775234499e+18
152435583,C_Brokaw,,https://pbs.twimg.com/profile_images/903219349988696064/cz8m268t_normal.jpg,False,Information goes here.,CJB,False,"{'followers_count': 439, 'following_count': 3071, 'tweet_count': 4993, 'listed_count': 0}","Perth, Australia",,1.487739590442373e+18
39441853,srpike2009,,https://pbs.twimg.com/profile_images/1421110679772205062/PrSlHOBz_normal.jpg,False,Retired after 35 years in the Canadian Public Service with The Canada Revenue Agency,Stephen Pike 🇨🇦,False,"{'followers_count': 454, 'following_count': 1801, 'tweet_count': 4254, 'listed_count': 1}","St. John's, NL, Canada",,
79979354,jkdrunkard,,https://pbs.twimg.com/profile_images/1392887315471638529/UyHn_7Sd_normal.jpg,False,言葉 / 旅 / 映画 / 料理 / その他,Jutaro,False,"{'followers_count': 157, 'following_count': 179, 'tweet_count': 1187, 'listed_count': 3}",日本 東京,,
1152355298360754176,kazukiyuna1,,https://pbs.twimg.com/profile_images/1246324525295271936/bPF8Ydll_normal.jpg,False,最近ダイエット頑張ってる(頑張ってない)30代(34)会社員おじさん 適度に運動、適度にお酒 バスケはやるのも観るのも大好き mhp2g for iosもやってます！ 琉球ゴールデンキングス、Boston Celtics、Washington Wizards,kazukiyuna,False,"{'followers_count': 37, 'following_count': 60, 'tweet_count': 394, 'listed_count': 0}",日本,,1.5199151729990492e+18
2390551736,dafuyafu,,https://pbs.twimg.com/profile_images/1509741321439027200/13_oVnCs_normal.jpg,False,#バンドリ #baystars #UNEXTパイレーツ #annkw #ハライチのターン #ラジ父 @doyokitei,だふやふ,False,"{'followers_count': 393, 'following_count': 384, 'tweet_count': 14930, 'listed_count': 0}",,"{'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'バンドリ'}, {'start': 6, 'end': 15, 'tag': 'baystars'}, {'start': 16, 'end': 27, 'tag': 'UNEXTパイレーツ'}, {'start': 28, 'end': 34, 'tag': 'annkw'}, {'start': 35, 'end': 44, 'tag': 'ハライチのターン'}, {'start': 45, 'end': 49, 'tag': 'ラジ父'}], 'mentions': [{'start': 50, 'end': 60, 'username': 'doyokitei'}]}}",1.0441833731644252e+18
104337762,ak_daifuku,,https://pbs.twimg.com/profile_images/1236347103/161658_100002031040671_8078409_q_normal.jpg,False,ヤクルトスワローズファン歴35年超、ラジオファン歴30年超。,ak_daifuku,False,"{'followers_count': 30, 'following_count': 124, 'tweet_count': 2858, 'listed_count': 1}",神奈川のど真ん中,,
1302260852007923712,brncross_0831,,https://pbs.twimg.com/profile_images/1460419164628463616/pozmA9t-_normal.jpg,False,かわうそポケモン。かくとうタイプ。 趣味で社交ダンスを踊るTwitter芸人。女帝キャラは事務所の方針。おしゃれなカフェや景色の良い場所に散歩に連れて行ってもらえると喜ぶ。辛いものを定期的に摂取しないと禁断症状が出る。（2020.8〜J池袋11期・ダンスネーム：まいたけ）,ま　い＠1日だけ真の女帝になったまいたけ,False,"{'followers_count': 247, 'following_count': 288, 'tweet_count': 1925, 'listed_count': 2}",,,1.4229322347853332e+18
4394884034,lray_47,,https://pbs.twimg.com/profile_images/673547420064571392/EW4gCBNT_normal.png,False,"伶太郎です。
お前、僕に釣られてみる？🐢
アイカツ きいちゃん🦄♐
SHINING LINE*",れー,False,"{'followers_count': 107, 'following_count': 283, 'tweet_count': 30910, 'listed_count': 3}",,,1.3823274129191322e+18
9648852,usahash,,https://pbs.twimg.com/profile_images/2674998892/d3be723dad35876154be616948af6177_normal.jpeg,False,奈々様クラスタ/iPhone7/ガンプラ/カープ/サンフレッチェ/ゴルフ/Nintendo Switch/ポケモンカードゲーム/親子でポケカ/,hash -はっしゅ-,False,"{'followers_count': 550, 'following_count': 804, 'tweet_count': 29567, 'listed_count': 45}",千葉県,,1.4451436091503616e+18
1448481775,danishthanikoth,,https://pbs.twimg.com/profile_images/1442033740276920329/ay1bC-sL_normal.jpg,False,Humanity is my religion... #foodie #sports #politics #innovations #environment #travel... Hashtags often helps to summarize.,OP Warnie,False,"{'followers_count': 35, 'following_count': 110, 'tweet_count': 891, 'listed_count': 0}","Kozhikode, India","{'description': {'hashtags': [{'start': 27, 'end': 34, 'tag': 'foodie'}, {'start': 35, 'end': 42, 'tag': 'sports'}, {'start': 43, 'end': 52, 'tag': 'politics'}, {'start': 53, 'end': 65, 'tag': 'innovations'}, {'start': 66, 'end': 78, 'tag': 'environment'}, {'start': 79, 'end': 86, 'tag': 'travel'}]}}",1.385124813698605e+18
3042942079,GlennXster71,,https://pbs.twimg.com/profile_images/600559416933355520/ERXI1hiX_normal.jpg,False,"Citizen of Planet Earth currently living & working in Singapore. Cultural & intellectual bower bird, with interests in Life, the Universe & Everything......",Glenn Cross,False,"{'followers_count': 20, 'following_count': 318, 'tweet_count': 305, 'listed_count': 0}",Singapore,,
1248631520627171328,MrsJoe54304086,,https://pbs.twimg.com/profile_images/1302458320498970625/S7UbxY4k_normal.jpg,False,"Mom of 4💙💙💗💗
Teacher of many....
6th grade math teacher🍎
Teaching kids that math is FUN!
#avenelstrong",Mrs. Joe,False,"{'followers_count': 200, 'following_count': 234, 'tweet_count': 546, 'listed_count': 1}",,"{'description': {'hashtags': [{'start': 89, 'end': 102, 'tag': 'avenelstrong'}]}}",
1745257064,Rikraktweets,,https://pbs.twimg.com/profile_images/1510018798405193732/ozdj-hWy_normal.jpg,False,,Knit1Purl1,False,"{'followers_count': 198, 'following_count': 1243, 'tweet_count': 12933, 'listed_count': 0}",,,
3567108372,Cuttle_201,,https://pbs.twimg.com/profile_images/1479802139019202565/lx0GyI6E_normal.jpg,False,ApexLegends / Splatoon / MHW:IB•R,Cuttłe,False,"{'followers_count': 220, 'following_count': 226, 'tweet_count': 9094, 'listed_count': 0}",キャラメル俺,,1.5095412002477548e+18
1107716375294799872,W7hhsQIoXQV2C45,,https://pbs.twimg.com/profile_images/1482112429169725441/jxk9zQY__normal.jpg,False,こんかつ の うみで おぼれている ひとを たすけるため ひろい ツイッタランドを いつも とびまわっている という。 質問箱 https://t.co/t4NnD38rr6,ねこまずる@婚活ポケモン,False,"{'followers_count': 859, 'following_count': 215, 'tweet_count': 29300, 'listed_count': 5}",,"{'description': {'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/t4NnD38rr6', 'expanded_url': 'https://peing.net/ja/w7hhsqioxqv2c45?event=0', 'display_url': 'peing.net/ja/w7hhsqioxqv…'}]}}",1.3868497255554335e+18
4356798079,MalharDighe,,https://pbs.twimg.com/profile_images/1292371096344227840/ZbKiFZoK_normal.jpg,False,Endgame. For real.,Malhar,False,"{'followers_count': 133, 'following_count': 928, 'tweet_count': 4350, 'listed_count': 1}",,,1.1975385557253366e+18
46964233,CplusLL,https://t.co/NNF4MYKjTj,https://pbs.twimg.com/profile_images/861802492807532544/rMTTagTl_normal.jpg,False,Mi apellido empieza por una consonante inexistente.,Ridículo Endoplasmático,False,"{'followers_count': 353, 'following_count': 2237, 'tweet_count': 6807, 'listed_count': 3}",Where in the world am I?,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NNF4MYKjTj', 'expanded_url': 'https://seacabolaguachafita.wordpress.com/', 'display_url': 'seacabolaguachafita.wordpress.com'}]}}",
34082680,notetosarah,https://t.co/Z1ILtN7EZ8,https://pbs.twimg.com/profile_images/1414712708864299012/WHfgQLcN_normal.jpg,False,"creative director. opinions my own, etc.",Sarah Tolzmann,False,"{'followers_count': 4157, 'following_count': 766, 'tweet_count': 42100, 'listed_count': 155}",NYC / Columbus OH,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Z1ILtN7EZ8', 'expanded_url': 'http://Instagram.com/notetosarah', 'display_url': 'Instagram.com/notetosarah'}]}}",
97390902,samyak4real,https://t.co/mt6EWsOZBn,https://pbs.twimg.com/profile_images/1443515814917795850/nEPzX7JK_normal.jpg,False,Consultant Oral & Maxillofacial Surgeon | Learning Head & Neck Oncosurgery | Alumni -BDCH Davangere | Birder | Foodie | Hodophile | Deadhead  💀🌹⚡,Dr Samyak Vakil,False,"{'followers_count': 1001, 'following_count': 1548, 'tweet_count': 26681, 'listed_count': 11}","Ahmedabad,India ","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mt6EWsOZBn', 'expanded_url': 'https://ebird.org/profile/MTcyNzk5Nw', 'display_url': 'ebird.org/profile/MTcyNz…'}]}}",1.5108720383820595e+18
1396462966115999744,grubalina,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,,Grubalina,False,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 148, 'listed_count': 0}",,,
777256847971487744,linebergeryasu,https://t.co/pNZRamaz1h,https://pbs.twimg.com/profile_images/816009926686359552/Jm-x9Im-_normal.jpg,False,"小児がんの一つである悪性ラブドイド腫瘍とそれに関するSNF5遺伝子の機能解析に関する研究を行っています。また、小児科医として発達関連の医療に行動分析の視点を導入し、公認心理師と協働で関わっています。 小児科専門医・日本小児精神神経学会認定医
大宮小→加茂川中→⭐️32期・野球部→京都府立医大",桒原康通,False,"{'followers_count': 91, 'following_count': 292, 'tweet_count': 1063, 'listed_count': 3}",日本 京都,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pNZRamaz1h', 'expanded_url': 'https://researchmap.jp/Kuwahara_Y/', 'display_url': 'researchmap.jp/Kuwahara_Y/'}]}}",
340002452,2_myR,,https://pbs.twimg.com/profile_images/1505194956020846596/fOr2Upix_normal.png,False,訳あって（み）（ま）（陸）の三人でここを使ってます。,2myR,False,"{'followers_count': 73, 'following_count': 61, 'tweet_count': 73664, 'listed_count': 3}",,,
55747577,ElGeorgeRiveraR,https://t.co/nmapVAjKNe,https://pbs.twimg.com/profile_images/1104892505995313152/GWkupPxO_normal.png,False,"Crítico miembro de @CriticsChoice; Podcastero en @SiempreEsLunes_, #BuscandoProblemas y @LegalmenteNerd. Comediante, escribiendo de Cine/TV en @QiiBO.",El George,False,"{'followers_count': 6398, 'following_count': 873, 'tweet_count': 104563, 'listed_count': 49}",Puerto Rico,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nmapVAjKNe', 'expanded_url': 'https://linktr.ee/ElGeorgeRR', 'display_url': 'linktr.ee/ElGeorgeRR'}]}, 'description': {'hashtags': [{'start': 67, 'end': 85, 'tag': 'BuscandoProblemas'}], 'mentions': [{'start': 19, 'end': 33, 'username': 'CriticsChoice'}, {'start': 49, 'end': 65, 'username': 'SiempreEsLunes_'}, {'start': 88, 'end': 103, 'username': 'LegalmenteNerd'}, {'start': 143, 'end': 149, 'username': 'QiiBO'}]}}",1.522295866157056e+18
948969027916898304,shiguremachi,https://t.co/rkfcsFaMwh,https://pbs.twimg.com/profile_images/1410754840343556098/UYiFLrm6_normal.jpg,False,成人済 | eng/中文/日本語 | icon by @poika_,rion,False,"{'followers_count': 5, 'following_count': 745, 'tweet_count': 5167, 'listed_count': 0}",singapore,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rkfcsFaMwh', 'expanded_url': 'https://rigeltomes.carrd.co', 'display_url': 'rigeltomes.carrd.co'}]}, 'description': {'mentions': [{'start': 27, 'end': 34, 'username': 'poika_'}]}}",
835957107019005952,Ninjakat75,,https://pbs.twimg.com/profile_images/1360350539985408000/6kUSETYP_normal.jpg,False,"Wife of @pseudosoldier, mother, U.S. Army veteran. She/her.",Heather,False,"{'followers_count': 42, 'following_count': 434, 'tweet_count': 1840, 'listed_count': 0}",United States,"{'description': {'mentions': [{'start': 8, 'end': 22, 'username': 'pseudosoldier'}]}}",1.430845243063214e+18
1965817292,DougDet,,https://pbs.twimg.com/profile_images/1163455503567077377/hKFBHWuR_normal.jpg,False,,DougDet,False,"{'followers_count': 20, 'following_count': 136, 'tweet_count': 1739, 'listed_count': 0}",,,
801971311589425152,Rookwings_Kirk,,https://pbs.twimg.com/profile_images/840402509776723968/BshWzOzT_normal.jpg,False,I love being an ancestor yet I'm still not dead,Rookwings Kirk,False,"{'followers_count': 3, 'following_count': 28, 'tweet_count': 163, 'listed_count': 0}",26.5 descendants,,
153286016,k5o2n4ny,,https://pbs.twimg.com/profile_images/1084032124313718785/ENQ4Xal7_normal.jpg,False,サッカー(セレッソ)とラーメンと下品なことつぶやきます。好きな調味料はマヨネーズ。海外行ったり朝まで飲んだり本読んだりしてます。好きなビールはヒューガルデンとシエラネバダ！,Konny,False,"{'followers_count': 545, 'following_count': 851, 'tweet_count': 61986, 'listed_count': 8}",大阪,,1.224261145432752e+18
1924380343,GiuliMuscio,https://t.co/p4wngboaTC,https://pbs.twimg.com/profile_images/1477765400997752832/oS7IyAkc_normal.jpg,False,19. Siempre River. Simp de Dua Lipa,Giuly,False,"{'followers_count': 345, 'following_count': 966, 'tweet_count': 33364, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p4wngboaTC', 'expanded_url': 'https://www.instagram.com/giulianomuscio/?hl=es-la', 'display_url': 'instagram.com/giulianomuscio…'}]}}",
1084126653398351872,luffowo,https://t.co/v212t9UGGU,https://pbs.twimg.com/profile_images/1511550349982633985/m7eqZ5n5_normal.jpg,False,:3 https://t.co/bf4yoBGaMJ,bren,False,"{'followers_count': 542, 'following_count': 295, 'tweet_count': 18770, 'listed_count': 5}",16,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/v212t9UGGU', 'expanded_url': 'https://open.spotify.com/user/me2daj8v8h3uqetvb2fgfahmb?si=bwNqNeSAQTG1hFCJvRM5GQ&utm_source=copy-li', 'display_url': 'open.spotify.com/user/me2daj8v8…'}]}, 'description': {'urls': [{'start': 3, 'end': 26, 'url': 'https://t.co/bf4yoBGaMJ', 'expanded_url': 'http://owop.carrd.co', 'display_url': 'owop.carrd.co'}]}}",
18650814,MrG48,,https://pbs.twimg.com/profile_images/1475449610839670789/Mqf_LDWP_normal.jpg,False,,Mr.G - Longy - Graham,False,"{'followers_count': 1547, 'following_count': 2052, 'tweet_count': 65284, 'listed_count': 70}",Graham Long - Medway Kent,,
33150259,arunsubramanian,,https://pbs.twimg.com/profile_images/1396688171354660867/yZ8iHBM__normal.jpg,False,திரைகடலோடி திரவியம் தேடும் திராவிடன்|Father of a Tween|Rationalist|Chelsea|Proud Dravidian Stock|,அருண்சுப்ரமணியன்,False,"{'followers_count': 219, 'following_count': 657, 'tweet_count': 5452, 'listed_count': 4}",OZ,,9.802149873805435e+17
