,public_metrics,url,profile_image_url,protected,entities,verified,name,id,pinned_tweet_id,username,description,location
1400219342592167947,"{'followers_count': 89, 'following_count': 96, 'tweet_count': 346, 'listed_count': 1}",https://t.co/kzo1100Ea9,https://pbs.twimg.com/profile_images/1420554292218454025/O4ppHKHG_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kzo1100Ea9', 'expanded_url': 'http://thewifi.ninja', 'display_url': 'thewifi.ninja'}]}}",False,The WiFi Ninja,,,thewifininja,"CWNE 386, WiFi engineer, habitant of Earth","Kentucky, USA"
1155901029176811521,"{'followers_count': 23, 'following_count': 85, 'tweet_count': 955, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1470098024445718537/XJZwHGK9_normal.jpg,False,,False,DeJa Body,,1259739656637333504,DeJaBody1,"Alabama State University Alum, Educator, matcha lover (my opinions are my own) She/Her",
746034707209527296,"{'followers_count': 1069, 'following_count': 854, 'tweet_count': 115835, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1239168585743949826/9_QFzVgM_normal.jpg,False,,False,FRAN 🌲,,1490359515044147200,alfonso4211e,"Cuenta de shitpost artesanal
ecologista
ludita 
políglota",culo de Tinelli
18450995,"{'followers_count': 197, 'following_count': 318, 'tweet_count': 32932, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1441103099188314125/S0Dq0MmJ_normal.jpg,False,,False,MadCityMike 🇺🇦,,748494542639337472,MikeAdamsWI,Husband. Dogfather. Reagan conservative Penn Stater in southern WI. Pittsburgh Penguin fan.  Meteorologist.  Small business owner. USAF. Sports/dogs/politics.,Wisconsin
2837930130,"{'followers_count': 363, 'following_count': 332, 'tweet_count': 3897, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1520722536178515969/nj5FFhfg_normal.jpg,False,"{'description': {'mentions': [{'start': 147, 'end': 158, 'username': 'kyla_lolly'}]}}",False,"julian/juma (occupant, drb bldg.)",,,julliannemf,"one man ad hoc committee • ""fucking nerd,"" as they say • keywords: politics, maps, flags, films, formula one, shitty jokes • pag nasemplang, dm si @kyla_lolly",
263286011,"{'followers_count': 49, 'following_count': 321, 'tweet_count': 2674, 'listed_count': 3}",https://t.co/drjqvCmUPM,https://pbs.twimg.com/profile_images/818974637572886528/BDWVjP3Y_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/drjqvCmUPM', 'expanded_url': 'http://mlordmistres.blogspot.com', 'display_url': 'mlordmistres.blogspot.com'}]}}",False,Jessie Lynn,,,mlordmistress,"I love nail polish, cooking, and taking care of my kid. Google Chromebook Pilot M'Lord Mistress",the 941
985896323730862084,"{'followers_count': 1596, 'following_count': 1597, 'tweet_count': 32406, 'listed_count': 2}",https://t.co/bLugVxelQ0,https://pbs.twimg.com/profile_images/1455083552538824707/28ee0lYv_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bLugVxelQ0', 'expanded_url': 'http://eatmeatanddrinkbeer.com', 'display_url': 'eatmeatanddrinkbeer.com'}]}, 'description': {'mentions': [{'start': 42, 'end': 55, 'username': 'alijamiemuse'}, {'start': 57, 'end': 68, 'username': 'Dixie_Dog1'}]}}",False,♠️Pete♠️ 😈🏴󠁧󠁢󠁥󠁮󠁧󠁿🎸🔊🤘💜💍,,1068026358650019840,Pedro1964va,"Lover of life, music & beer. Husband of   @alijamiemuse 💜@Dixie_Dog1 rules the roost 
I may look a miserable twat, but I'm not 😉

Was in hell 😈 Now in heaven",Winsford & Wombwell
1310161188622225408,"{'followers_count': 216, 'following_count': 297, 'tweet_count': 2497, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1498968918169292803/Mz5HrCOL_normal.jpg,False,,False,ま～し～,,1462447398936989700,masamasa_041,"体重3桁に到達したら自分はデブだと言いましょう
デブです",
152891927,"{'followers_count': 3447, 'following_count': 3486, 'tweet_count': 300610, 'listed_count': 68}",,https://pbs.twimg.com/profile_images/1414258810730909698/mpANl-uN_normal.jpg,False,"{'description': {'hashtags': [{'start': 137, 'end': 144, 'tag': 'RIPSam'}]}}",False,BrownSquirrel,,934049199460515840,BrownSquirrel,Always smile & stay true to yourself If my tweets offend Im sorry its not on purpose RTs NOT endorsements Celebrated 11 years on twitter #RIPSam,in a tree
889928975220445186,"{'followers_count': 96, 'following_count': 302, 'tweet_count': 7623, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1520200420563509248/IHI7SwpL_normal.jpg,False,,False,Mavs,,1216096072365416449,brianleetx,Hard work pays off. Dreams come true. Bad times dont last- but Bad Guys Do!!!,"Dallas, TX"
15862860,"{'followers_count': 1191, 'following_count': 2566, 'tweet_count': 17434, 'listed_count': 46}",,https://pbs.twimg.com/profile_images/1319057495118274560/JxRjgREh_normal.jpg,False,,False,Paulette Beete (she/hers),,,BuddhaBabe51,Living a collaged life. Poet/writer complicated by being a fed. Unapologetically Black. Past life Parisian. Belong to myself thus views my own. She/her/hers.,"Washington, DC metro area"
48915619,"{'followers_count': 718, 'following_count': 167, 'tweet_count': 2778, 'listed_count': 14}",,https://pbs.twimg.com/profile_images/566022257/tou___normal.jpg,False,,False,Siying Dong,,,stuart983,,"40.648548,-73.792684"
2438815751,"{'followers_count': 168, 'following_count': 581, 'tweet_count': 4203, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1493278099454242816/Z7_9gF18_normal.jpg,False,,False,Team Witch,,,naturallybrn,Constant eyeroller,"Atlanta, Ga"
204822263,"{'followers_count': 15, 'following_count': 115, 'tweet_count': 203, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,,False,Yang Liu,,,YangLiu_CSI,,NYC
175153793,"{'followers_count': 613, 'following_count': 1147, 'tweet_count': 24755, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1318603532266819586/c91U_VhW_normal.jpg,False,,False,Sole 💚,,1411809208517988354,Sole2156,"Antes que nada, hincha de Newell's ❤️🖤. extrañando a D10S.",Rosario
1413034758,"{'followers_count': 539, 'following_count': 208, 'tweet_count': 28021, 'listed_count': 0}",https://t.co/kDOyLvHJA0,https://pbs.twimg.com/profile_images/1490808553216503810/KNE1hNa5_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kDOyLvHJA0', 'expanded_url': 'http://instagram.com/telleqt_', 'display_url': 'instagram.com/telleqt_'}]}}",False,syrk.,,1511943915997626369,telleqt_,elusive,jzta
55692815,"{'followers_count': 219, 'following_count': 1153, 'tweet_count': 9612, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1168617202389520386/_KIrYsfv_normal.jpg,False,,False,Mike O(B1),,,VTMikeO,He/him/his. Father of three girls. Georgia native. VT alum,"Charlotte, NC"
147365534,"{'followers_count': 69, 'following_count': 302, 'tweet_count': 766, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1354628745643122689/iRzotsAk_normal.jpg,False,,False,Wilson Alejandro,,,WilsonAlejan12,,Bogota
296449873,"{'followers_count': 737, 'following_count': 1306, 'tweet_count': 6188, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1635805206/image_normal.jpg,False,,False,nkychi123,,,amaechi1234,Just me... a former burner account.,Manchester
8547322,"{'followers_count': 290, 'following_count': 484, 'tweet_count': 13334, 'listed_count': 13}",,https://pbs.twimg.com/profile_images/1511931764096208898/fY7nFTOv_normal.jpg,False,"{'description': {'hashtags': [{'start': 15, 'end': 23, 'tag': 'GirlMom'}, {'start': 57, 'end': 65, 'tag': 'GoHalos'}, {'start': 70, 'end': 77, 'tag': 'BoltUp'}, {'start': 81, 'end': 91, 'tag': 'GoKingsGo'}, {'start': 103, 'end': 112, 'tag': 'StarWars'}, {'start': 113, 'end': 122, 'tag': 'Hamilton'}, {'start': 131, 'end': 136, 'tag': 'Diné'}, {'start': 137, 'end': 151, 'tag': 'Guanajuatense'}], 'mentions': [{'start': 35, 'end': 49, 'username': 'stephendamour'}]}}",False,Natalie,,1196876223521050624,on_cloud_9,"43 and still 🔥 #GirlMom 
👩‍❤️‍💋‍👨: @stephendamour 💍❤️
⚾: #GoHalos 
🏈: #BoltUp
🏒: #GoKingsGo 
🏌️: Lefty
#StarWars #Hamilton 
Roots: #Diné #Guanajuatense",Earth.
1472265518539509760,"{'followers_count': 65, 'following_count': 392, 'tweet_count': 13265, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1508086985642024969/22G2fdW2_normal.jpg,False,,False,竹照ぷろぽ(ぽ),,,taketeru3309,アイマスPです　アイコンはうさぎです（セナさん絵）,
3240435631,"{'followers_count': 693, 'following_count': 1569, 'tweet_count': 134701, 'listed_count': 20}",,https://pbs.twimg.com/profile_images/1487158888524881920/EuvkesF3_normal.jpg,False,"{'description': {'hashtags': [{'start': 12, 'end': 17, 'tag': 'Days'}]}}",False,tvismyescape 📺,,981699072317952001,hershey_bar22,"TV fanatic, #Days fanatic, pop punk music fanatic... and random thoughts abound",
989233795684601857,"{'followers_count': 4064, 'following_count': 4992, 'tweet_count': 60206, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1239566827384119296/Vqwj_93B_normal.jpg,False,,False,Pete is pro choice.,,1141547592377077770,PeteEarthling,"GO GET VACCINATED!
Tweets may or may not be sarcasm, snark, or based on reality. Results may vary.",United States
1327925114,"{'followers_count': 717, 'following_count': 1376, 'tweet_count': 22387, 'listed_count': 21}",http://t.co/ACflZobQdF,https://pbs.twimg.com/profile_images/1268023569923145730/VrKe7-XW_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/ACflZobQdF', 'expanded_url': 'http://www.lgfsuris.com', 'display_url': 'lgfsuris.com'}]}}",False,Little Gidding Suri,,1265293984513040384,lgfsuris,the finest suri yarns available @ LYSs across the country,
24482709,"{'followers_count': 855, 'following_count': 1511, 'tweet_count': 1561, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1477067178709028864/vrK95DXY_normal.jpg,False,"{'description': {'hashtags': [{'start': 81, 'end': 93, 'tag': 'kratomkills'}]}}",False,🌻🌻🇺🇦🄾🄰 🇺🇦🌻🌻,,1411826306736607242,OriginalAngie,Together we grow. Kind and thoughtful never hurts anyone. Grieving mom. Anti-TFG #kratomkills,Texas
65137283,"{'followers_count': 245, 'following_count': 612, 'tweet_count': 26881, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1222306195555389443/_qStPi45_normal.jpg,False,"{'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'Resist'}]}}",False,Jennifer,,,NJ_Jenn_Resist,#Resist  cat lover  true blue  proud to be rebel scum,
701758847182983168,"{'followers_count': 53, 'following_count': 171, 'tweet_count': 6902, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1117830620464308224/wxblVS93_normal.jpg,False,,False,ろえ🍷,,1497431314047275014,junwakisaka,子持ち(13歳男子/ｲﾇ&11歳女子/ﾋﾄ＆7歳女子/ﾋﾄ)シュフ・イン トーキョー。読書/音楽/アニメ/海外ドラマ/せいかつ。 深夜帯のツイート時はたいがい酔っパライなのでご容赦ください。,
31483113,"{'followers_count': 242, 'following_count': 440, 'tweet_count': 9539, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1514379758359961609/rAsFMDYa_normal.jpg,False,,False,Gillian Ada,,1520745248984424449,GillibeanAda,Island girl who wants to explore the world and see the best of what life has to offer. Love / Peace / Curiousity,Trinidad & Tobago
58386891,"{'followers_count': 581, 'following_count': 1029, 'tweet_count': 89838, 'listed_count': 31}",https://t.co/EjRVMT6w3W,https://pbs.twimg.com/profile_images/1484996200956891141/YtEmCLyl_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EjRVMT6w3W', 'expanded_url': 'http://www.shirtswithrandomtriangles.com/', 'display_url': 'shirtswithrandomtriangles.com'}]}}",False,ONWARD CHRISTIAN LAETTNER!,,1413563438937292800,WrightBlan,I'm just a blogger who already blew his shot.,Georgia
576982566,"{'followers_count': 66, 'following_count': 423, 'tweet_count': 6125, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1155125742528688128/LU-DgGZh_normal.jpg,False,,False,Chris,,,ChrisMarsh17,Girl Dad to 2 beautiful girls. I love all things sport. I am just a spec of stardust looking to enjoy my time on this space rock.,"Portage la Prairie, Manitoba"
1571959069,"{'followers_count': 573, 'following_count': 1221, 'tweet_count': 28431, 'listed_count': 4}",https://t.co/5sANI8EI69,https://pbs.twimg.com/profile_images/1143978827766534145/JqI8EMxm_normal.png,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5sANI8EI69', 'expanded_url': 'https://sdelaes.wixsite.com/sidelinejudgement', 'display_url': 'sdelaes.wixsite.com/sidelinejudgem…'}]}, 'description': {'mentions': [{'start': 34, 'end': 49, 'username': 'TruMediaSports'}, {'start': 73, 'end': 84, 'username': 'SJ_Podcast'}, {'start': 135, 'end': 148, 'username': 'T_K_Williams'}]}}",False,El Sergio,,1484214687197810688,sdelaes,"Manager, Content & Client Support @TruMediaSports | Co-Founder & Co-Host @SJ_Podcast | Better at picking regular season CFB games than @T_K_Williams","Sunrise, FL"
402848108,"{'followers_count': 197, 'following_count': 1527, 'tweet_count': 15239, 'listed_count': 12}",,https://pbs.twimg.com/profile_images/1518779882070851584/mfppr593_normal.jpg,False,"{'description': {'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/meRoXgz1bf', 'expanded_url': 'https://www.instagram.com/mattbeary/', 'display_url': 'instagram.com/mattbeary/'}]}}",False,Matthew Beary,,1287438028064141313,MattBeary,Senior Architectural Designer and Project Manager at Abe Jerome Inc. - Landscape https://t.co/meRoXgz1bf War Diaz,
2448438361,"{'followers_count': 1815, 'following_count': 1826, 'tweet_count': 36227, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1522015110830731266/Hh0nrMvn_normal.jpg,False,"{'description': {'hashtags': [{'start': 42, 'end': 45, 'tag': 'va'}, {'start': 51, 'end': 60, 'tag': 'Politics'}, {'start': 61, 'end': 67, 'tag': 'Tesla'}, {'start': 68, 'end': 76, 'tag': 'Raptors'}, {'start': 77, 'end': 83, 'tag': 'Leafs'}, {'start': 123, 'end': 139, 'tag': 'VoteFordOut2022'}]}}",False,km00re,,,kwcmoore,🇨🇦Liberal🇨🇦. Retired. Opinions are my own #va💉💉💉ed #Politics #Tesla #Raptors #Leafs Candidate for Prime Minister of Canada #VoteFordOut2022,Ontario Canada 
856655118,"{'followers_count': 700, 'following_count': 1343, 'tweet_count': 18054, 'listed_count': 5}",https://t.co/tbtfmlDfha,https://pbs.twimg.com/profile_images/1487139297752985610/g4Ppgrw0_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tbtfmlDfha', 'expanded_url': 'http://alexandraplayers.org.uk', 'display_url': 'alexandraplayers.org.uk'}]}}",False,Jacqueline Hartley 💙,,1256653298322624512,hartleyJ14,"Jackie/Jacqui Cat-loving Ex-Civil Servant, Wife, Mum, GRANDPARENT IN WAITING😊Am.Dram. Actor/Director. EA, UCL's IGH. She/her. 1/2-Belgian. Views entirely mine!",
1479841136374329344,"{'followers_count': 11, 'following_count': 17, 'tweet_count': 34, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1515679715927162888/905ArNcW_normal.png,False,,False,d3fqult,,,d3fqult,タラバガニの虚偽,
1370104224,"{'followers_count': 80, 'following_count': 481, 'tweet_count': 1316, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/824214506708566016/zBxfj_E6_normal.jpg,False,,False,Lau,,,la_scalita,,"Buenos Aires, Argentina"
1349006647151235075,"{'followers_count': 93, 'following_count': 144, 'tweet_count': 565, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1349006876126666752/8pWWEFAF_normal.jpg,False,,False,RileyTheHawk,,1489725511219752961,RileyTheHawk1,Enjoying life. Love to travel and play a little poker. Hobbyist photographer.,"Weaverville, NC"
1128296912,"{'followers_count': 183, 'following_count': 674, 'tweet_count': 7718, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1511542773396221953/rEFcaRJJ_normal.jpg,False,,False,𝓽𝓻𝓮𝔂,,,treyursogay,short shorts and massive margaritas,"Florida, USA"
484642634,"{'followers_count': 467, 'following_count': 489, 'tweet_count': 77964, 'listed_count': 18}",https://t.co/WGZh6mJOF2,https://pbs.twimg.com/profile_images/1817712616/7989_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WGZh6mJOF2', 'expanded_url': 'http://penguin-dash.hatenablog.com', 'display_url': 'penguin-dash.hatenablog.com'}]}, 'description': {'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/96tKz4oP9L', 'expanded_url': 'http://twpf.jp/nagatoNLF', 'display_url': 'twpf.jp/nagatoNLF'}]}}",False,nagato@おでかけ,,1091562147392286720,nagatoNLF,nagatoっていいます。社会の枠に戻りました。JR乗車率99.858%。鉄道/ポケモン/眼鏡っ娘/キハ183 詳細はツイプロhttps://t.co/96tKz4oP9L,日本
257715373,"{'followers_count': 46, 'following_count': 588, 'tweet_count': 1119, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/378800000407667958/f85b7302862750fb5f96183a26df3174_normal.jpeg,False,,False,William Wargo,,,wargoblue,,
3255942170,"{'followers_count': 17, 'following_count': 87, 'tweet_count': 218, 'listed_count': 0}",https://t.co/cD9aB6lUHg,https://pbs.twimg.com/profile_images/877896245183905792/n5n3dABC_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cD9aB6lUHg', 'expanded_url': 'https://dan.nashvilletnareahomelistings.com/search', 'display_url': 'dan.nashvilletnareahomelistings.com/search'}]}}",False,Daniel Shanaman,,,daniel_shanaman,"Family, Real Estate, Travel, Side Hustles","Nashville, TN"
371724969,"{'followers_count': 880, 'following_count': 671, 'tweet_count': 44672, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1477228554945540096/-er2R6Ey_normal.jpg,False,"{'description': {'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/w92NRGg5qi', 'expanded_url': 'https://curiouscat.me/SM_Horseman', 'display_url': 'curiouscat.me/SM_Horseman'}]}}",False,SM,,1518615918955450368,SM_Horseman,"The worst monsters are the ones we create

https://t.co/w92NRGg5qi",Rivia
1549071859,"{'followers_count': 283, 'following_count': 200, 'tweet_count': 63525, 'listed_count': 7}",https://t.co/Kz5YocPxm5,https://pbs.twimg.com/profile_images/1439317262087999492/JPNpH39j_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Kz5YocPxm5', 'expanded_url': 'https://www.albumoftheyear.org/user/luiscorreia/', 'display_url': 'albumoftheyear.org/user/luiscorre…'}]}, 'description': {'urls': [{'start': 97, 'end': 120, 'url': 'https://t.co/LAlDUPgiSR', 'expanded_url': 'https://open.spotify.com/user/1190948627?si=ixFbXYXzTlyg78Z0DyI', 'display_url': 'open.spotify.com/user/119094862…'}]}}",False,lis ⚫⚪,,1429387399075934209,acalmaastetas,"I don't think through things, I never get time. The world's a stage and I'm just a show. AAC ⚽⚫⚪
https://t.co/LAlDUPgiSR",a morrer aos poucos na FCTUC
2500574426,"{'followers_count': 190, 'following_count': 1166, 'tweet_count': 3826, 'listed_count': 2}",https://t.co/nJMEliw6yM,https://pbs.twimg.com/profile_images/1307065551982866439/eZ8NhXLH_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nJMEliw6yM', 'expanded_url': 'http://Greg.NorthernIllinoisHomeSearch.com', 'display_url': 'Greg.NorthernIllinoisHomeSearch.com'}]}, 'description': {'hashtags': [{'start': 122, 'end': 152, 'tag': 'buyersspecialistatyourservice'}]}}",False,Greg Saunders,,1450967530143686657,gregsaunders70,"IL & WI Realtor 
KellerWilliamsRealtySignatureLovesParkIL 

U chng the wrld whn u hlp 1 prsn. 
Be a blessing 2 some1 2day #buyersspecialistatyourservice","Loves Park, IL"
234111574,"{'followers_count': 402, 'following_count': 1097, 'tweet_count': 7223, 'listed_count': 12}",,https://pbs.twimg.com/profile_images/1341905140358385664/shotAWMo_normal.jpg,False,"{'description': {'hashtags': [{'start': 41, 'end': 56, 'tag': 'Hashtagwarrior'}, {'start': 57, 'end': 64, 'tag': 'coffee'}, {'start': 65, 'end': 76, 'tag': 'videogames'}, {'start': 77, 'end': 84, 'tag': 'travel'}, {'start': 85, 'end': 97, 'tag': 'photography'}]}}",False,Jimbo,,,jimsaunderson,Taking your blood for testing since 2007 #Hashtagwarrior #coffee #videogames #travel #photography,"Sidney, BC  Canada"
1256908413503668224,"{'followers_count': 6452, 'following_count': 6283, 'tweet_count': 54205, 'listed_count': 54}",https://t.co/xVxVE0W6v2,https://pbs.twimg.com/profile_images/1522214400823742466/DlW8yrAk_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xVxVE0W6v2', 'expanded_url': 'https://jadesland.carrd.co', 'display_url': 'jadesland.carrd.co'}]}}",False,leoni ▽ 7,,1344657244206592002,jadesland,she/her | seeing little mix on 12th may,15 | uk-hungary
1206273170,"{'followers_count': 356, 'following_count': 1398, 'tweet_count': 22590, 'listed_count': 0}",https://t.co/nhJLVHHdPb,https://pbs.twimg.com/profile_images/3356042007/7450a21aaf7aafe26f7b2783ae4b7fb7_normal.jpeg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nhJLVHHdPb', 'expanded_url': 'http://www.bflklaw.com', 'display_url': 'bflklaw.com'}]}, 'description': {'hashtags': [{'start': 14, 'end': 23, 'tag': 'Hamilton'}]}}",False,Joseph Lo Piccolo,,,jlopiccoloesq,"Husband, Dad, #Hamilton obsessed, Chef when i can and Criminal Defense Attorney on Long Island and in NYC 24/7!","Garden City, NY"
244533654,"{'followers_count': 334, 'following_count': 182, 'tweet_count': 187274, 'listed_count': 13}",,https://pbs.twimg.com/profile_images/3649692172/d1bfc1e0b2379e92d5ba690d1bda8c00_normal.jpeg,False,,False,くずんちゅ,,,r_anechan,能ある鷹はくずを名乗る,
13952532,"{'followers_count': 1368, 'following_count': 1472, 'tweet_count': 6015, 'listed_count': 32}",,https://pbs.twimg.com/profile_images/1231653336383983616/Wv3tUEsp_normal.jpg,False,"{'description': {'mentions': [{'start': 32, 'end': 43, 'username': 'WLJTechLaw'}, {'start': 68, 'end': 82, 'username': 'WomanRunWorld'}]}}",False,Meredith Lowry 🇺🇦,,1470903692811550720,MeredithLowry,Patent & trademark attorney for @WLJTechLaw. Promoter of all things @WomanRunWorld. Tech obsessed. Half marathoner. Social media addict. Opinions my own.,"Fayetteville, AR"
23318595,"{'followers_count': 155, 'following_count': 979, 'tweet_count': 11906, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1204930132563107840/RFpFT_fg_normal.jpg,False,,False,How’s That Napkin For A Roof?,,,YEM1172,Middle Class Fancy House Husband. Serious goofball and a cry baby. I like Phish and other bands.,"North Carolina, USA"
337744836,"{'followers_count': 417, 'following_count': 400, 'tweet_count': 37656, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/1447274994522894342/PgieBZgU_normal.jpg,False,,False,Ego Svm,,,_alexacl,"Me, myself and I.",
1273420185072857088,"{'followers_count': 67, 'following_count': 200, 'tweet_count': 4073, 'listed_count': 0}",https://t.co/Xzlg71MrRb,https://pbs.twimg.com/profile_images/1472319923179323395/c4mbSIDh_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Xzlg71MrRb', 'expanded_url': 'https://en.pronouns.page/@miner5431', 'display_url': 'en.pronouns.page/@miner5431'}]}}",False,ram / jess :),,,miner5431,🏳️‍🌈 local boykisser || 17,he / they / she
36287329,"{'followers_count': 699, 'following_count': 1178, 'tweet_count': 38862, 'listed_count': 23}",https://t.co/9fi4Kaep6Z,https://pbs.twimg.com/profile_images/1268639399513690112/hmWSo8xQ_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9fi4Kaep6Z', 'expanded_url': 'http://www.parkjourney.com', 'display_url': 'parkjourney.com'}]}, 'description': {'hashtags': [{'start': 63, 'end': 71, 'tag': 'SF49ers'}, {'start': 73, 'end': 81, 'tag': 'LAKings'}, {'start': 83, 'end': 93, 'tag': 'LADodgers'}], 'mentions': [{'start': 31, 'end': 44, 'username': 'park_journey'}]}}",False,Gregg,,796833714072272896,sirclinksalot,"Owner, Editor and Webmaster of @park_journey / Runner / Fan of #SF49ers, #LAKings, #LADodgers, and all things coastery and scary. he/him. Tweets are my own.",
1480065530,"{'followers_count': 12, 'following_count': 185, 'tweet_count': 624, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/744694574032035840/k6WsC6sO_normal.jpg,False,,False,Aura I Godoy,,,auraigodoy,,
1371921179305406465,"{'followers_count': 498, 'following_count': 809, 'tweet_count': 30265, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1506272972805492736/2ITmaBR6_normal.jpg,False,,False,Kief,,,SixtoMiami,The Marlins absolutely suck lmao. Certified milk lover. RIP TAYSTON 🕊,"Cincinnati, OH"
161838613,"{'followers_count': 36835, 'following_count': 65, 'tweet_count': 208753, 'listed_count': 206}",https://t.co/nee5ds9mOb,https://pbs.twimg.com/profile_images/1427387114279346176/m1bN2Ity_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nee5ds9mOb', 'expanded_url': 'http://www.dardogasparre.com', 'display_url': 'dardogasparre.com'}]}}",False,DardoG,,1175403397631086597,dardogasparre,"Periodista y analista económico. Exejecutivo, execonomista. Esclavo fiscal y bancario. Columnista de El Observador de Montevideo y La Prensa de Buenos Aires.",Buenos Aires y Montevideo
1159637069699932163,"{'followers_count': 627, 'following_count': 671, 'tweet_count': 2115, 'listed_count': 11}",https://t.co/MgsF0rBSAk,https://pbs.twimg.com/profile_images/1522062600728633344/7YK9A4gn_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MgsF0rBSAk', 'expanded_url': 'https://korianabrackson.blogspot.com/p/social-media-links.html', 'display_url': 'korianabrackson.blogspot.com/p/social-media…'}]}}",False,Koriana Brackson 🏳️‍🌈,,1520797607781617669,KorianaBrackson,"Author of NATURAL EXPOSURE (LGTBQ, Polyamory, BDSM, Erotic Romance). Reader, Gamer, Atheist. Bi/poly/switch 🌈married to my Best Friend. She/her.",North Carolina
2314311158,"{'followers_count': 2, 'following_count': 21, 'tweet_count': 77, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,,False,Eileen Hogan,,,emhtwin1,,
343615381,"{'followers_count': 326, 'following_count': 419, 'tweet_count': 7130, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1388751504824279040/O2-LPCv3_normal.jpg,False,,False,Caleb,,,pharmboy46,,
2332692248,"{'followers_count': 119, 'following_count': 995, 'tweet_count': 5960, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/754787604864696320/M4hRQ5hY_normal.jpg,False,,False,Andrea,,,baconanddonut,,
16071300,"{'followers_count': 293, 'following_count': 676, 'tweet_count': 3238, 'listed_count': 8}",https://t.co/TpuPDvZBoq,https://pbs.twimg.com/profile_images/65609203/Al_s_pic_normal.JPG,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TpuPDvZBoq', 'expanded_url': 'http://www.navneighbors.org', 'display_url': 'navneighbors.org'}]}}",False,Al Engler,,,navengler,Follower of Jesus. Enjoyer of life. Fan of all Seattle Sports teams. Husband. Father. Navigator. Neighbor.,Seattle
