,protected,name,entities,id,description,username,url,verified,profile_image_url,public_metrics,location,pinned_tweet_id
10,False,Vanessa Traill (Dr./ PhD),,889562966022139904,"vaguely academic, sf&f and crime fan, unashamedly a geek and a fan. She/her.",comnena39,,False,https://pbs.twimg.com/profile_images/1425225062475571207/lVGU3Q7f_normal.jpg,"{'followers_count': 96, 'following_count': 229, 'tweet_count': 1415, 'listed_count': 0}",,
11,False,深堀哲史（酒瘋）,,123647406,"2019年よりENECHANGE勤務。
Ruby/Rails/登山/野球（巨人）/ピアノ/コーヒー/QUEEN/Eric Clapton
大量データや分散処理、マイクロサービスなんかを使う仕事に就きたい",teslur,,False,https://pbs.twimg.com/profile_images/1147404856434364416/yWT3XIPh_normal.png,"{'followers_count': 280, 'following_count': 359, 'tweet_count': 16233, 'listed_count': 14}",東京都台東区,1282633310129106946
12,False,κ𝙚𝙞 | STOP INVASION 🇺🇦,,84339875,1976年製。スキーはSAJ1級、テニスはぼちぼち、クルマはS15シルビア➡︎BH5BレガシィTW➡︎プジョー207 GT➡︎ベンツA180➡︎AMG A45➡︎マツダCX-5⇒またA45 ➡︎A35。タモリ倶楽部と水曜どうでしょう。みんカラ➡︎Kei-1976🚗 A45で本庄47.083。ずっとAMGの入口な人😇,yebisu_kuro,,False,https://pbs.twimg.com/profile_images/1520363263950999552/Sf-dmw2a_normal.jpg,"{'followers_count': 241, 'following_count': 201, 'tweet_count': 8898, 'listed_count': 11}",神奈川県川崎市高津区,1425670202352570369
13,False,Decadent Dad,,1143576266299379713,Heartbreaker. Feminist. Explorer. Rake. The world is in moral turpitude and I’m trying my best to contribute. Divorced dad. Persistent cacoethes.,DomDecDivDad,,False,https://pbs.twimg.com/profile_images/1515434316167274503/bcCvxAVo_normal.jpg,"{'followers_count': 434, 'following_count': 3301, 'tweet_count': 3104, 'listed_count': 2}",UK,1144933757411106818
14,False,Banana 🍌,,207742832,Breathe.,Annacreegan,,False,https://pbs.twimg.com/profile_images/1509674066734637061/VAW9vvEP_normal.jpg,"{'followers_count': 296, 'following_count': 174, 'tweet_count': 29483, 'listed_count': 7}",Ireland,1085595251291631616
15,False,pocks,"{'description': {'hashtags': [{'start': 89, 'end': 103, 'tag': 'UnitedIreland'}, {'start': 104, 'end': 110, 'tag': 'ProEU'}, {'start': 111, 'end': 118, 'tag': 'ANTIFA'}, {'start': 119, 'end': 131, 'tag': 'KillTheBill'}]}}",407157182,"23 ♍️🏴󠁧󠁢󠁥󠁮󠁧󠁿/🇮🇪 Politics, Music, Gaming, Ancestry DNA, Family research, Sport, Languages #UnitedIreland #ProEU #ANTIFA #KillTheBill EST. 16/09/1998",JPock98,,False,https://pbs.twimg.com/profile_images/1474795521512464391/T79UZKu5_normal.jpg,"{'followers_count': 2362, 'following_count': 5001, 'tweet_count': 65593, 'listed_count': 14}",UK,1513502786109022210
16,False,くつ下　にゃんこ,,1206757675716890625,お空の写真たくさん撮りたいなぁ٩( 'ω' )و,Rock_HopperP,,False,https://pbs.twimg.com/profile_images/1207283591928877056/dYJkB3lo_normal.jpg,"{'followers_count': 4, 'following_count': 76, 'tweet_count': 560, 'listed_count': 0}",,
17,False,Jas⎊n,,117295498,✌️Ⓥegan✌️Arsenal/AFC Bournemouth/Wifey not necessarily in that order 😁,ShikariJase,,False,https://pbs.twimg.com/profile_images/1436753233393983488/_odLawXH_normal.jpg,"{'followers_count': 420, 'following_count': 2880, 'tweet_count': 22512, 'listed_count': 8}",England,745943026963484672
18,False,Phume,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DcF5q0N7yu', 'expanded_url': 'http://sazanar.com', 'display_url': 'sazanar.com'}]}}",40474106,Wife & Mama.,PhumeSithole,https://t.co/DcF5q0N7yu,False,https://pbs.twimg.com/profile_images/785162616616448000/ul4o0p-6_normal.jpg,"{'followers_count': 740, 'following_count': 501, 'tweet_count': 14872, 'listed_count': 11}",South Africa,
19,False,わっと / 「モルペコ会」のポケモンおじさん,"{'description': {'hashtags': [{'start': 27, 'end': 32, 'tag': 'ポケモン'}, {'start': 33, 'end': 37, 'tag': 'ポケカ'}, {'start': 38, 'end': 41, 'tag': '剣盾'}, {'start': 43, 'end': 47, 'tag': 'あつ森'}, {'start': 48, 'end': 58, 'tag': 'Splatoon2'}, {'start': 59, 'end': 64, 'tag': 'モンハン'}, {'start': 69, 'end': 74, 'tag': 'グラブル'}, {'start': 78, 'end': 84, 'tag': 'ポケカパパ'}, {'start': 85, 'end': 91, 'tag': 'モルペコ会'}]}}",785651071490203648,娘と戯れるパパ。フォロー等ご自由に〜。現在のトレンド→#ポケモン(#ポケカ、#剣盾)、#あつ森、#Splatoon2、#モンハン、その他 #グラブル とか。#ポケカパパ #モルペコ会,ganbaru_dad,,False,https://pbs.twimg.com/profile_images/1278596472888422403/pQsciELy_normal.jpg,"{'followers_count': 118, 'following_count': 193, 'tweet_count': 22068, 'listed_count': 0}",カントー,
20,False,Tom,,184014844,I tweet bets,TJHeezy,,False,https://pbs.twimg.com/profile_images/1208374164320608259/Sb3LQjio_normal.jpg,"{'followers_count': 3089, 'following_count': 642, 'tweet_count': 115365, 'listed_count': 42}",,1372586144567820293
21,False,tom (spare account),"{'description': {'mentions': [{'start': 40, 'end': 48, 'username': 'TomAWFC'}]}}",968461076,Not on a Wednesday! 🍏 Spare account for @TomAWFC,tomeado,,False,https://pbs.twimg.com/profile_images/1516560057814691840/-vwam0Qj_normal.png,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 219, 'listed_count': 0}",non-⚽️ account,1521747632137379844
22,False,One Man and His Dog,,1395287474402992129,"Owned by a Rottie/German Shepherd Cross Deactivated at 1.5k. Lover of Manchester United,/Nuneaton Borough/Coventry Blaze. Hates Tories.",OneManOneHound,,False,https://pbs.twimg.com/profile_images/1488553129897512966/uoUDht1s_normal.jpg,"{'followers_count': 943, 'following_count': 2838, 'tweet_count': 1379, 'listed_count': 1}",Coventry,
23,False,Kaya,,1519800416988540928,I’ll be tweeting about my life and hobbies in this page.,kayatheboyo,,False,https://pbs.twimg.com/profile_images/1519805387322634241/DCwlI4Qh_normal.jpg,"{'followers_count': 16, 'following_count': 120, 'tweet_count': 59, 'listed_count': 0}",,1521702775129886720
24,False,Kellie King,,725952505,,KellieKing6,,False,https://pbs.twimg.com/profile_images/1346602104085999619/oc0KiWMU_normal.jpg,"{'followers_count': 54, 'following_count': 205, 'tweet_count': 268, 'listed_count': 0}",,
25,False,タカ,"{'description': {'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/NRBaYL3B3m', 'expanded_url': 'https://suzuri.jp/masa_st', 'display_url': 'suzuri.jp/masa_st'}]}}",101572366,趣味垢。ゲームの話や撮影した写真等をあげています。 ゲームは主にFGO/ななれん/リヴリー。原神初めました。 動物全般好きだけど野鳥が主に好きで写真撮ってます。 20210607よりSUZURI始めました！→https://t.co/NRBaYL3B3m 良ければ覗いてみてね！商品はまったり追加予定。,osizaki_taka,,False,https://pbs.twimg.com/profile_images/1372393424792420354/j3ii6BJq_normal.jpg,"{'followers_count': 128, 'following_count': 668, 'tweet_count': 108062, 'listed_count': 5}",鳥のもふもふ,1401735318642958336
26,False,りこ,,1277158365492154368,好きなことは好き,utyu_mo_marui,,False,https://pbs.twimg.com/profile_images/1365008941789290497/Br93Jcr8_normal.jpg,"{'followers_count': 30, 'following_count': 34, 'tweet_count': 3503, 'listed_count': 1}",,1493187728200335369
27,False,Abril,,1484583970654371846,soy nueva chicos como se usa esto ayuda,quesorrona,,False,https://pbs.twimg.com/profile_images/1494835219999854596/etnR32LG_normal.jpg,"{'followers_count': 28, 'following_count': 142, 'tweet_count': 418, 'listed_count': 0}",,
28,False,Tequila Mockingbird,,1226079478339850241,"QQI🍴 - DCU 🩺 - DBA ☕️ - TCD 🧠 - WSET🍷

She/Her",DeepFriedBri,,False,https://pbs.twimg.com/profile_images/1494063196243648518/EL-z3Ru2_normal.jpg,"{'followers_count': 107, 'following_count': 54, 'tweet_count': 2016, 'listed_count': 0}",,1488207054972063744
29,False,Joanna Johnson,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/01Y0V8QIFn', 'expanded_url': 'https://www.unicef.org.au/appeals/ukraine-emergency-appeal?utm_source=linktree&utm_medium=social&utm', 'display_url': 'unicef.org.au/appeals/ukrain…'}]}}",19752198,"Raised on Wurundjeri land now living on Bunurong land. Yorkshire Tea drinker, professional overthinker ☕️☮️",byzantinejo,https://t.co/01Y0V8QIFn,False,https://pbs.twimg.com/profile_images/1441389988046786564/NWsLQkYG_normal.jpg,"{'followers_count': 949, 'following_count': 2196, 'tweet_count': 18004, 'listed_count': 194}","Melbourne, Australia",
30,False,emma thotson,,2771556927,My only regret is that I have bone-itis,itsmearabrady,,False,https://pbs.twimg.com/profile_images/879548705245978624/fSGUdEo3_normal.jpg,"{'followers_count': 144, 'following_count': 1182, 'tweet_count': 32632, 'listed_count': 8}",,
31,False,Shirley Higgins,,204724580,"Service Delivery Manager, NSS. Views my own.",shirleyhiggins2,,False,https://pbs.twimg.com/profile_images/1518487637824360449/osF9eivW_normal.jpg,"{'followers_count': 502, 'following_count': 1042, 'tweet_count': 9388, 'listed_count': 0}",Central Scotland,
32,False,jess :),"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IeRaAZhe07', 'expanded_url': 'https://mysticsapnap.carrd.co', 'display_url': 'mysticsapnap.carrd.co'}]}}",946933021084606464,i love it when sapnap | fan account,MYSTICSAPNAP,https://t.co/IeRaAZhe07,False,https://pbs.twimg.com/profile_images/1524263155601342464/9gfxs__X_normal.jpg,"{'followers_count': 5766, 'following_count': 3330, 'tweet_count': 62259, 'listed_count': 109}",she/her | multi | 18,1349153502795218944
33,False,のり昆布,,117481936,,rsktkhs,,False,https://pbs.twimg.com/profile_images/2232067469/icon5486357949934193512_L_normal.JPG,"{'followers_count': 23, 'following_count': 72, 'tweet_count': 2991, 'listed_count': 2}",,
34,False,miranda misses Ultimates,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Yds9LOQJSW', 'expanded_url': 'http://curiouscat.live/jesmacallans', 'display_url': 'curiouscat.live/jesmacallans'}]}}",435221069,"I'd rather not have met her because having met her and then being without her, that's worse. (they/them) 23 - fan account",sharpesthasmin,https://t.co/Yds9LOQJSW,False,https://pbs.twimg.com/profile_images/1524061091277516815/ZaLLf7Cg_normal.jpg,"{'followers_count': 4714, 'following_count': 1354, 'tweet_count': 155889, 'listed_count': 142}",,1521183641350688776
35,False,1月20日73.6kg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g6FrL8TdSF', 'expanded_url': 'http://haruo31.underthetree.jp/', 'display_url': 'haruo31.underthetree.jp'}]}}",66852704,garbage collector (Amazonの短縮リンクなどはアフィリエイトリンクとなっています),haruo31,https://t.co/g6FrL8TdSF,False,https://pbs.twimg.com/profile_images/1014930178961596421/eu4vxEVb_normal.jpg,"{'followers_count': 573, 'following_count': 898, 'tweet_count': 86846, 'listed_count': 13}",山,968516849150279680
36,False,Peter Henderson,,44001386,,pedrohendo,,False,https://pbs.twimg.com/profile_images/1034866949342343169/pIG2VRI4_normal.jpg,"{'followers_count': 91, 'following_count': 421, 'tweet_count': 4400, 'listed_count': 2}",,
37,False,Chardo Guitardo,,1274918513728241666,,CGuitardo,,False,https://pbs.twimg.com/profile_images/1278749150880792576/Qs_WQbgk_normal.jpg,"{'followers_count': 6, 'following_count': 62, 'tweet_count': 440, 'listed_count': 0}",,
38,False,Sir Bill Bolan,,360045197,,atbolan,,False,https://pbs.twimg.com/profile_images/722426452755554305/YcHxzDKb_normal.jpg,"{'followers_count': 16, 'following_count': 155, 'tweet_count': 940, 'listed_count': 0}",Liverpool ,1345064386906488832
39,False,John Thompson-Mills,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WDpHU1CmHC', 'expanded_url': 'http://www.johnthompsonmills.com', 'display_url': 'johnthompsonmills.com'}]}}",25905438,"ABC Radio Adelaide “Drive” producer. Bike rider. DJ JTM. Affliction: Leeds United & Adelaide Crows. Treatment: Family, friends, food, and music. My views.",jthompsonmills,https://t.co/WDpHU1CmHC,False,https://pbs.twimg.com/profile_images/1286005896905015296/1XINtyOl_normal.jpg,"{'followers_count': 962, 'following_count': 1166, 'tweet_count': 12780, 'listed_count': 47}","Adelaide, South Australia",
40,False,落雁,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TDma7Pj5C9', 'expanded_url': 'http://twpf.jp/gyozasuki18', 'display_url': 'twpf.jp/gyozasuki18'}]}}",1022969267401121792,アニメポケットモンスターダイヤモンド&パールはアマゾンプライムにて全話配信中,gyozasuki18,https://t.co/TDma7Pj5C9,False,https://pbs.twimg.com/profile_images/1234695648579964928/l7WmWGWC_normal.jpg,"{'followers_count': 68, 'following_count': 0, 'tweet_count': 4014, 'listed_count': 0}",ついふぃ読んでね,
41,False,Omar,,604889511,Palestinian. Biomedical/Computer Engineer,OmarGhalibAbuSh,,False,https://pbs.twimg.com/profile_images/1501356405319778305/Pc0-7eUW_normal.jpg,"{'followers_count': 154, 'following_count': 338, 'tweet_count': 3550, 'listed_count': 0}","Ankara, Türkiye",1446382827772260383
42,False,Mike Announces the Good News,,1038490408240775173,"Catholic convert, happily married, father of 4.   Coffee. Carthusians:  The Cross is steady while the world is turning.",CrossisSteady,,False,https://pbs.twimg.com/profile_images/1038533099334840321/gOMFtnut_normal.jpg,"{'followers_count': 150, 'following_count': 441, 'tweet_count': 7111, 'listed_count': 0}","Texas, USA",
43,False,GuestWestern,,723127707429535744,"3 cats, 2 kids, 1 dog, 0 idea",Leah_C_Guest,,False,https://pbs.twimg.com/profile_images/1441196660684582923/_XXJqcnJ_normal.jpg,"{'followers_count': 89, 'following_count': 491, 'tweet_count': 3946, 'listed_count': 0}","Sydney, New South Wales",
44,False,mono,,1423723544307855362,매생이 전복죽 (Every life is ruined),shinudake,,False,https://pbs.twimg.com/profile_images/1523807655898529793/gR71WdQJ_normal.jpg,"{'followers_count': 62, 'following_count': 55, 'tweet_count': 5629, 'listed_count': 2}",,1517756684512677888
45,False,yossy@🌏❤️‍🩹,,2537635140,音楽(ドラム🥁) と旅行✈️とクルマとお酒と英語が好きです！花粉症です😷,HirokoYoshikawa,,False,https://pbs.twimg.com/profile_images/866826683004985345/qs_m2sCS_normal.jpg,"{'followers_count': 65, 'following_count': 90, 'tweet_count': 1653, 'listed_count': 2}",横浜,
46,False,wa,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fbO5zqRWMG', 'expanded_url': 'http://com.nicovideo.jp/community/co16461', 'display_url': 'com.nicovideo.jp/community/co16…'}]}}",59666048,wa（わ）。第35回SASUKE出場・20140522リア脱TV全一マン・ニコ生・銭湯風呂・ヘッダは本人・絵描きの人は別人・ ｺﾃﾊﾝ「もしも、こんな寿司屋があったら」・YouTube→「wa別館」,wa1229,https://t.co/fbO5zqRWMG,False,https://pbs.twimg.com/profile_images/1292409390440407040/M3lOScL6_normal.jpg,"{'followers_count': 1377, 'following_count': 1169, 'tweet_count': 220346, 'listed_count': 81}",日本,1520341665386418179
47,False,Donna Willhoite,,90454331,,NativeSpirit57,,False,https://pbs.twimg.com/profile_images/2486116113/image_normal.jpg,"{'followers_count': 7, 'following_count': 98, 'tweet_count': 329, 'listed_count': 0}","East Tulsa, Oklahoma",
48,False,BEVeridges,,593793588,"Twisted sense of humour 🤪 Old bitch. 👩🏼‍🦳. WCE💙💛 LFC ❤️ Cricket, Food lover",bevwilly69,,False,https://pbs.twimg.com/profile_images/1476945853969408001/guaWDSTW_normal.jpg,"{'followers_count': 2199, 'following_count': 1641, 'tweet_count': 130374, 'listed_count': 37}","Perth, Western Australia",750916185500241920
49,False,autumn,"{'description': {'mentions': [{'start': 17, 'end': 26, 'username': 'jxstnmkl'}]}}",885913796488843264,♍ INFJ-T | priv: @jxstnmkl,mikaelaanino,,False,https://pbs.twimg.com/profile_images/1523493935397892098/BAOyajnf_normal.jpg,"{'followers_count': 219, 'following_count': 392, 'tweet_count': 9020, 'listed_count': 1}",🇵🇭 | cris,1483987681382400001
50,False,Rookwings Kirk,,801971311589425152,I love being an ancestor yet I'm still not dead,Rookwings_Kirk,,False,https://pbs.twimg.com/profile_images/840402509776723968/BshWzOzT_normal.jpg,"{'followers_count': 3, 'following_count': 28, 'tweet_count': 172, 'listed_count': 0}",26.5 descendants,
51,False,ako,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TOHEcxh1Vw', 'expanded_url': 'http://twilog.org/jigokumimi', 'display_url': 'twilog.org/jigokumimi'}]}, 'description': {'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/inHfgqbJYp', 'expanded_url': 'https://knotsnknots.thebase.in/', 'display_url': 'knotsnknots.thebase.in'}, {'start': 84, 'end': 107, 'url': 'https://t.co/esizgwNyfp', 'expanded_url': 'https://www.instagram.com/knotsnknots_ako/', 'display_url': 'instagram.com/knotsnknots_ak…'}]}}",118569958,映画と海外ドラマ。「うず」（サビ）「じろ」（白゛）という猫飼ってます。 ひもとビーズのアクセサリーショップやってます↓ https://t.co/inHfgqbJYp https://t.co/esizgwNyfp,jigokumimi,https://t.co/TOHEcxh1Vw,False,https://pbs.twimg.com/profile_images/1257555098613379072/syfq9exl_normal.jpg,"{'followers_count': 2266, 'following_count': 613, 'tweet_count': 73078, 'listed_count': 94}",,
52,False,Josh P,,1191033509311373314,"Husband, music lover, fantasy baseball obsessive, cheeseburger nerd. Twins and Marlins fan. PC JJ Bleday, Joe Mauer, Dylan Carlson.",pelliepellie81,,False,https://pbs.twimg.com/profile_images/1489803562502737923/UHUaBCKt_normal.jpg,"{'followers_count': 390, 'following_count': 1384, 'tweet_count': 4023, 'listed_count': 0}","St. Paul, MN",
53,False,i give up,,1491128420910219267,disability advocate,PREEOMAAR,,False,https://pbs.twimg.com/profile_images/1523251458128420871/0tD3JaNF_normal.jpg,"{'followers_count': 236, 'following_count': 156, 'tweet_count': 3880, 'listed_count': 0}",,
54,False,brenjamin,,18816776,Verified Gowl,brenjamin,,False,https://pbs.twimg.com/profile_images/1329156256171487233/1hhPlaZb_normal.jpg,"{'followers_count': 516, 'following_count': 3024, 'tweet_count': 15806, 'listed_count': 14}",Finglas,
55,False,りょう／学び場作家,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6IHj2JbJKi', 'expanded_url': 'https://note.com/goodfield_lab', 'display_url': 'note.com/goodfield_lab'}]}, 'description': {'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/1XRqcLGvYG', 'expanded_url': 'https://x.gd/Z2N2Q', 'display_url': 'x.gd/Z2N2Q'}]}}",1399613589514645506,「思考力」を鍛える学び場グッドフィールドラボの所長｜本業→某巨大IT帝国傘下の営業リーダー｜Podcast「学び場ラジオ」https://t.co/1XRqcLGvYG | 相互フォロー,goodfield_lab,https://t.co/6IHj2JbJKi,False,https://pbs.twimg.com/profile_images/1460948204649074689/ZywLsBEq_normal.jpg,"{'followers_count': 467, 'following_count': 571, 'tweet_count': 1491, 'listed_count': 1}",グッドフィールドラボ,1496000958333341696
56,False,Mel,,57759675,"Sometimes I do science. Yes, I’m a doctor. (she/her)",DoctorMel7,,False,https://pbs.twimg.com/profile_images/1518315949300105218/mnp_hJN2_normal.jpg,"{'followers_count': 1525, 'following_count': 927, 'tweet_count': 42358, 'listed_count': 9}",Northern Virginia,
57,False,Vanessa Groom 💜,,341118474,"Staying sane with running 🏃🏻‍♀️ 
bootcamp 💪🏼 and wine🍷",LadyVee49,,False,https://pbs.twimg.com/profile_images/1410268454993772555/9wfsBEf5_normal.jpg,"{'followers_count': 80, 'following_count': 608, 'tweet_count': 748, 'listed_count': 0}",London,
58,False,きれいなTACO,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lVddbGq1IN', 'expanded_url': 'http://pixiv.me/mister_octopus', 'display_url': 'pixiv.me/mister_octopus'}]}, 'description': {'mentions': [{'start': 34, 'end': 49, 'username': 'nomokemononono'}]}}",585539289,紳士的な文章を書いたり書かなかったり。アイコンヘッダはひいらぎさん（@nomokemononono）より。多謝！,mister_octopus,https://t.co/lVddbGq1IN,False,https://pbs.twimg.com/profile_images/1522227142553391104/ovXMh1rH_normal.png,"{'followers_count': 579, 'following_count': 429, 'tweet_count': 192349, 'listed_count': 14}",蛸壺の外,1504443510694416391
59,False,🌟,,110474558,Extremely pro JK Rowling. Get over it.,Reccaso,,False,https://pbs.twimg.com/profile_images/1497552623838322692/bwb5qC_G_normal.jpg,"{'followers_count': 176, 'following_count': 546, 'tweet_count': 87074, 'listed_count': 13}",,1521133391915147265
60,False,Greg Baker,,21182384,"Working in healthcare regulation, ex jobbing hack. Called to the bar seeking pupillage. Loves rugby union, cycling, wine. doing a LLM in Medical Law and Ethics.",greg_baker,,False,https://pbs.twimg.com/profile_images/1439697050019500034/AKez4DCY_normal.jpg,"{'followers_count': 1351, 'following_count': 4996, 'tweet_count': 28315, 'listed_count': 16}",London,
61,False,BeardyBill⚓,,2322701727,"Grumpy, pipe-vaping and beardy, made in the RN. Prefers dogs to people. Dislikes fascists. RTs not an endorsement, sometimes its merely because it amused me.",Beardybill1,,False,https://pbs.twimg.com/profile_images/1374072509042192384/PdOVVi0i_normal.jpg,"{'followers_count': 443, 'following_count': 598, 'tweet_count': 47646, 'listed_count': 9}",,878967633051254784
62,False,🍀ふだし＠隣町引越SE🍀,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OJWtOG1N01', 'expanded_url': 'https://futamemo.com/top/', 'display_url': 'futamemo.com/top/'}]}}",116120669,ハードからソフトまでやってます。主に研究開発のSE10年生。大の犬好き。趣味は多すぎて書ききれない。かわいいは正義！ ※タマにクソリプを飛ばすのは仕様です。必要に応じブロックしてください。,futter_,https://t.co/OJWtOG1N01,False,https://pbs.twimg.com/profile_images/1130397845/____normal.gif,"{'followers_count': 293, 'following_count': 298, 'tweet_count': 46055, 'listed_count': 11}",半壊した材木置き場,
63,False,AfghanistanBananistan* #FBPE,,970760189006811136,F*ck Brexit.,afghan_banan,,False,https://pbs.twimg.com/profile_images/1308360805033836549/mgDImDvA_normal.jpg,"{'followers_count': 2694, 'following_count': 3976, 'tweet_count': 16624, 'listed_count': 1}",,
