id,public_metrics,url,profile_image_url,protected,verified,name,pinned_tweet_id,username,description,location,entities
3293593104,"{'followers_count': 3425, 'following_count': 3310, 'tweet_count': 30498, 'listed_count': 6}",https://t.co/atCqUSKyV2,https://pbs.twimg.com/profile_images/1515769797799198734/UjZkhja4_normal.jpg,False,False,BLT,1.4919784716896707e+18,BillfromBoynton,Dropping crumbs of remember bread along a path to nowhere.,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/atCqUSKyV2', 'expanded_url': 'https://youtube.com/channel/UCm_GJ8MlpMxl0rK5Qw8v-7A', 'display_url': 'youtube.com/channel/UCm_GJ…'}]}}"
3342860211,"{'followers_count': 103, 'following_count': 209, 'tweet_count': 21592, 'listed_count': 4}",https://t.co/kyYig4nFkh,https://pbs.twimg.com/profile_images/1323097170392846337/AsV8NjFU_normal.jpg,False,False,Josh Erion,1.519855961615315e+18,josh_erion,He/Him | I make stuff! Sometimes people watch it. I also go by @chomuggaacapri on other sites.,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kyYig4nFkh', 'expanded_url': 'https://www.josherion.com/', 'display_url': 'josherion.com'}]}, 'description': {'mentions': [{'start': 63, 'end': 78, 'username': 'chomuggaacapri'}]}}"
1310303982,"{'followers_count': 3081, 'following_count': 460, 'tweet_count': 161020, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/1316779887571726336/zVSxIRGZ_normal.jpg,False,False,ADEEB | أدِيَب 🇵🇸,,iadeeby,ادعوا بالرحمه والمغفره لوالدي .إبراهيم الأديب.,,
1404931099663355904,"{'followers_count': 822, 'following_count': 3256, 'tweet_count': 842, 'listed_count': 1}",https://t.co/hJZB3WwZDV,https://pbs.twimg.com/profile_images/1404932399255805952/1v0CTxEd_normal.jpg,False,False,HAWAI'I HAOLE,1.521407394525311e+18,abunena5,Unapologetic. 🌈Opinions are like assholes. we all got’m and no one thinks theirs stinks. Retired US Navy Chief. Graduate Student @ Hawaii Pacific University,"Honolulu, HI","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hJZB3WwZDV', 'expanded_url': 'https://www.instagram.com/abunena/', 'display_url': 'instagram.com/abunena/'}]}}"
4535619320,"{'followers_count': 55, 'following_count': 90, 'tweet_count': 6845, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1122825638505615360/pbbcLaVQ_normal.jpg,False,False,よんだ,,yonda672,健全な読書垢です,,
825550783,"{'followers_count': 498, 'following_count': 2006, 'tweet_count': 68355, 'listed_count': 0}",https://t.co/Aq8uavlcRT,https://pbs.twimg.com/profile_images/1315227828061958144/X6Cscowk_normal.jpg,False,False,Dame Jay 💙 😷🇺🇦,,therealjayejay,beachcomber and garden grower,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Aq8uavlcRT', 'expanded_url': 'http://theearlyyearsblacklist.com', 'display_url': 'theearlyyearsblacklist.com'}]}}"
1326971695693852672,"{'followers_count': 1, 'following_count': 85, 'tweet_count': 331, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1329594321801121792/z0vM0xqm_normal.jpg,False,False,s,1.521619795820843e+18,brtaire,"go away, i’m emotionally unavailable",,
1516728021603917824,"{'followers_count': 3, 'following_count': 42, 'tweet_count': 27, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1517653753993654275/k53f7OYh_normal.jpg,False,False,hayley/mars🫶,,hhugsnotdrugs,"08
🫶",,
242715081,"{'followers_count': 294, 'following_count': 223, 'tweet_count': 6196, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1204951612529070080/MQuogH5K_normal.jpg,False,False,HOSA🌻🐝🐰,1.5025670323024896e+18,ho_sa,the peggiesを深愛🐝ヤバイTシャツ屋さんとバイクラに熱狂🌻打首獄門同好会を尊敬。ネクライトーキーと超能力戦士ドリアンは娯楽。おべんきょはレキシ研究。チョコちょ見守り。無意識にライブ予定入れがち。G党シーズンオーナー🐰ねこになりたい。スコッチ愛🥃 #TWLC,Spotify O-EASTらへん,"{'description': {'hashtags': [{'start': 128, 'end': 133, 'tag': 'TWLC'}]}}"
20153982,"{'followers_count': 2382, 'following_count': 2353, 'tweet_count': 19360, 'listed_count': 22}",,https://pbs.twimg.com/profile_images/378800000079577504/56cf54374b4a42852c712227fb237b2f_normal.jpeg,False,False,Olga Wojtas,,OlgaWojtas,"As Olga Wojtas, writes the Miss Blaine's Prefect series. As Helena Marchmont, the Bunburry e-series. Supports the Caledonian Antisyzygy. NUJ life member.",,
1069986099576168448,"{'followers_count': 466, 'following_count': 1167, 'tweet_count': 23087, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1511824964919377920/ZjjzJK5i_normal.jpg,False,False,Normita inflacionada,1.1226949425670758e+18,exnorma_1012,,"Palermo, CABA",
3346896016,"{'followers_count': 1654, 'following_count': 834, 'tweet_count': 41152, 'listed_count': 26}",,https://pbs.twimg.com/profile_images/1520419660725948417/hMqQW_3u_normal.jpg,False,False,this is a west side stan account,,alllmyIove,she/her • fan account,uk,
570132714,"{'followers_count': 437, 'following_count': 227, 'tweet_count': 159740, 'listed_count': 31}",https://t.co/MjLmp0J7BC,https://pbs.twimg.com/profile_images/1483234309632761857/C0jVyw9g_normal.jpg,False,False,柚子,1.4365337200522322e+18,yuzu_dark,カードワースとかゲームとかTRPG(お休み中)とか創作とか食べ物とかのアカウントです。 ましまろ https://t.co/iRynW9lYqA… ロンパ垢ではありませんが日狛が好きです(左右固定) いまTL見れてないことがおおい,いつもジャバウォック島,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MjLmp0J7BC', 'expanded_url': 'http://yuzuha.oteage.net/', 'display_url': 'yuzuha.oteage.net'}]}, 'description': {'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/iRynW9lYqA', 'expanded_url': 'http://marshmallow-qa.com/yuzu_drop?utm_', 'display_url': 'marshmallow-qa.com/yuzu_drop?utm_'}]}}"
1459639368516259840,"{'followers_count': 12, 'following_count': 190, 'tweet_count': 673, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1459642550797713424/mWL8Q_rd_normal.jpg,False,False,FatherSonder,1.4721970957130875e+18,FatherSonder,"he/him, bi, geriatric millennial, grump",,
741846647877963776,"{'followers_count': 387, 'following_count': 437, 'tweet_count': 25820, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/1513186557053788167/tZVkoV3I_normal.jpg,False,False,🌶,1.2754093667708273e+18,jubeatabasco,目標:健康,,
56704801,"{'followers_count': 2153, 'following_count': 3420, 'tweet_count': 62361, 'listed_count': 169}",,https://pbs.twimg.com/profile_images/1471557601896931331/Ulq2cZcJ_normal.jpg,False,False,Glenna M,,libmaryann,"Librarian who tweets about libraries, politics, the environment and health, social issues, cats, & more. Fighting Covid fatigue one tweet at a time. B.Ed, MLIS",Southern Ontario,
200193540,"{'followers_count': 399, 'following_count': 488, 'tweet_count': 7143, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1496545885756481547/xTe7luLH_normal.jpg,False,False,76Tigga,9.126162129699471e+17,76Tigga,"Moody - Normal-ish, Average-ish, Sane-ish. Like big ears, nice teeth, Starbucks & noodles but not necessarily together, massive fan of beardy bears 😛","Redditch, England",
1215934722,"{'followers_count': 426, 'following_count': 1760, 'tweet_count': 19182, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1268026659262861312/6ewqdKO-_normal.jpg,False,False,JoeBenham // PINNED,8.467946578037678e+17,JoeDBenham,🏳️‍🌈🏳️‍🌈Sound Engineer and Comedic Genius. Is wearing hair in space buns to next PTX concert. Why is there no asexual emoji??,,
2982715708,"{'followers_count': 700, 'following_count': 3080, 'tweet_count': 13637, 'listed_count': 3}",https://t.co/dLADwBDHwz,https://pbs.twimg.com/profile_images/1239092466852257794/iw6_zdBb_normal.jpg,False,False,Ish,1.2053263305832243e+18,ishferris,"Master of the Ways of Tea and Failure. 

Nocturnalist. Slow TV writer. Generally tired.

*This ship has sailed.*","England, United Kingdom","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dLADwBDHwz', 'expanded_url': 'http://www.trading212.com/invite/467Cyaw', 'display_url': 'trading212.com/invite/467Cyaw'}]}}"
897742032,"{'followers_count': 265, 'following_count': 224, 'tweet_count': 23016, 'listed_count': 13}",https://t.co/n02sYi0uO4,https://pbs.twimg.com/profile_images/1275025984891183106/Vm4Xgl_h_normal.jpg,False,False,今こんな表情してる,,4belia,なんとかしてくれ、総理だろ？,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/n02sYi0uO4', 'expanded_url': 'https://4belia.hatenablog.com/', 'display_url': '4belia.hatenablog.com'}]}}"
57340333,"{'followers_count': 88, 'following_count': 269, 'tweet_count': 2669, 'listed_count': 7}",,https://pbs.twimg.com/profile_images/1347505915650564096/RRio5fwP_normal.jpg,False,False,Stephie_D,,Stephodile,casually cruel in the name of being honest,"Waterford, Ireland ",
66721617,"{'followers_count': 1853, 'following_count': 1090, 'tweet_count': 135133, 'listed_count': 84}",https://t.co/Rh1D1FVn7q,https://pbs.twimg.com/profile_images/1491433706787340288/NLwqtjbS_normal.png,False,False,らふびー,1.3591792487919985e+18,LaughAndBeats,獣人・獣化が好きです。テンションの高低差が激しい。成犬済。VRC:LaughAndBeats,ラブ　ノウ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Rh1D1FVn7q', 'expanded_url': 'http://www.pixiv.net/member.php?id=94165', 'display_url': 'pixiv.net/member.php?id=…'}]}}"
1499300328,"{'followers_count': 174, 'following_count': 1114, 'tweet_count': 34699, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1521972143139045376/SyPgRe6g_normal.jpg,False,False,z o d i a c,,ZodiacWolve,• Occasional Artist • MultiFandom • 20 • 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇰 • Priv: @FxxkAraiz,Fuck you Brooke,"{'description': {'mentions': [{'start': 59, 'end': 69, 'username': 'FxxkAraiz'}]}}"
3827261537,"{'followers_count': 391, 'following_count': 626, 'tweet_count': 11629, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1179455512951296003/uprU8mkO_normal.jpg,False,False,Dr Treasa Malarky,1.467115814113489e+18,TreasaMalarky,,"Dublin, Ireland",
843670019418611712,"{'followers_count': 613, 'following_count': 918, 'tweet_count': 34771, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1404955927321657345/2eFELn1i_normal.jpg,False,False,Dy🌸Hime,,dyprinzess,Storyteller•Writer•Filmmaker•Sometimes Actress•Anime Junkie•Comic Book Enthusiast•Typical Millennial•INTJ•She/her,Greater New York Area,
1493212016,"{'followers_count': 327, 'following_count': 608, 'tweet_count': 38108, 'listed_count': 11}",,https://pbs.twimg.com/profile_images/883590630118637568/0U-ksJQY_normal.jpg,False,False,長政,1.463892538440315e+18,shezo_naga,★アイコン・ヘッダー：ゆうま氏【@yuumadaro】 鹿サポ兼LiSAっ子。,永遠にシャナと共に青眼の白龍の背に乗って,"{'description': {'mentions': [{'start': 16, 'end': 26, 'username': 'yuumadaro'}]}}"
3187755378,"{'followers_count': 27, 'following_count': 74, 'tweet_count': 2303, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/626206236644524032/B0uZVNNs_normal.jpg,False,False,とあるおじさんT,,Ba_sa_ka91,あらぶるチキンハートと豆腐メンタルのコラボレーション,,
145451243,"{'followers_count': 150, 'following_count': 287, 'tweet_count': 1790, 'listed_count': 0}",https://t.co/Q4w1IrRTUZ,https://pbs.twimg.com/profile_images/1000501346649432066/knOQ_DJg_normal.jpg,False,False,Emily🦖,,emelia__bedelia,🏴‍☠️🏴‍☠️🏴‍☠️,louisiana,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Q4w1IrRTUZ', 'expanded_url': 'http://www.omfgdogs.com', 'display_url': 'omfgdogs.com'}]}}"
274695610,"{'followers_count': 76, 'following_count': 287, 'tweet_count': 8395, 'listed_count': 7}",,https://pbs.twimg.com/profile_images/2519720271/1thz25ggjgcolvyda010_normal.jpeg,False,False,ラム児,,a_ramuji,arsenal till I die,,
801003203328294912,"{'followers_count': 257, 'following_count': 446, 'tweet_count': 75973, 'listed_count': 8}",https://t.co/iZLjerd8nH,https://pbs.twimg.com/profile_images/1344176426056966144/4U02-jsX_normal.jpg,False,False,しくる,1.4631103794462925e+18,shikuroot,狛日しあわせに生きて。成人。プロフ参照推奨。,KOUPEN WORLD,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iZLjerd8nH', 'expanded_url': 'https://profcard.info/u/0BTuUZHrENNC5eKzLN1aRmqb06V2', 'display_url': 'profcard.info/u/0BTuUZHrENNC…'}]}}"
4866071793,"{'followers_count': 848, 'following_count': 480, 'tweet_count': 24708, 'listed_count': 9}",https://t.co/fCrze5qQ3j,https://pbs.twimg.com/profile_images/1478072058328268805/hF5J-p1x_normal.jpg,False,False,Elke Glatzer 4💉 🦣 @EGlatzer@nrw.sozial,1.486841350742061e+18,GlatzerElke,"Physikerin, Fotografin, Exkursionsleiterin, Umweltbeobachterin. Romancière. Protestantin
Freundin von Wissenschaft, Kunst, Musik, Büchern, Bäumen, Gerechtigkeit","Köln, Deutschland","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fCrze5qQ3j', 'expanded_url': 'https://www.fotografie-glatzer.de', 'display_url': 'fotografie-glatzer.de'}]}}"
1240806805804068864,"{'followers_count': 212, 'following_count': 170, 'tweet_count': 36212, 'listed_count': 5}",https://t.co/r4Qc3E7rZ5,https://pbs.twimg.com/profile_images/1521214623516700678/meXWBNKm_normal.jpg,False,False,Dan,1.4085339149190963e+18,dandandesuwa,dying arc continues,United States,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r4Qc3E7rZ5', 'expanded_url': 'http://myfigurecollection.net/dangermelon', 'display_url': 'myfigurecollection.net/dangermelon'}]}}"
2172502585,"{'followers_count': 119, 'following_count': 270, 'tweet_count': 7132, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1477694837612859403/XWrItpSd_normal.jpg,False,False,Ciegos gobernados por idiotas.,,Wololoooh,"Busca la pureza en el alma, no en la sangre.",València,
717890818707554304,"{'followers_count': 170, 'following_count': 289, 'tweet_count': 4936, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1186267616014258176/DDPaa4V5_normal.jpg,False,False,もとはら,,kmotohara,天文学者です。ぐるに帰依します。,,
3554617812,"{'followers_count': 12, 'following_count': 185, 'tweet_count': 150, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1389334797672091648/TUEUHTKK_normal.jpg,False,False,Angela,,Evangelia1919,Book lover,"Brisbane, Queensland",
1320189536,"{'followers_count': 516, 'following_count': 521, 'tweet_count': 25554, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1411093754786717698/BtAPYqev_normal.jpg,False,False,☪️🧐クイックラック@書籍狂🤖🦄,1.0478191696205824e+18,sharp12quickluc,"関西在住の多趣味人間。座右の銘は「人生マイナー嗜好」長年独身貴族やっとるので爵位は恐らく伯爵。雑アカと呼ぶなかれ。好きなことだけ呟いてればいい。
ガルニダー初級。
名前なんてどうでもいいことです。でもよろしければクイックと呼んでください。
アイコンはきたこしさん( @kitakoshi3 )に描いてもらいました",,"{'description': {'mentions': [{'start': 133, 'end': 144, 'username': 'kitakoshi3'}]}}"
99147992,"{'followers_count': 1601, 'following_count': 1458, 'tweet_count': 29636, 'listed_count': 2}",https://t.co/k6Z8NVK9hF,https://pbs.twimg.com/profile_images/1496250170656403457/9slalOTr_normal.jpg,False,False,Caitlin,1.16710598529246e+18,cait_gresta,𝐲𝐨𝐮 𝐚𝐫𝐞 𝐭𝐡𝐞 𝐤𝐞𝐲 𝐭𝐨 𝐮𝐧𝐥𝐨𝐜𝐤𝐢𝐧𝐠 𝐲𝐨𝐮𝐫 𝐨𝐰𝐧 𝐦𝐚𝐠𝐢𝐜 ✨,"Nashville, TN","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/k6Z8NVK9hF', 'expanded_url': 'http://instagram.com/cait_gresta', 'display_url': 'instagram.com/cait_gresta'}]}}"
1305946117050376192,"{'followers_count': 301, 'following_count': 340, 'tweet_count': 85082, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1520162611408556034/VNn5rK3Z_normal.jpg,False,False,juste celine,1.468273238413398e+18,Tessitore16,,,
1388404967493357568,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 37, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1388405932254633989/FE4See9H_normal.jpg,False,False,mariana30,,Butterfly_3012,Nature lover🌿🌻,,
61510884,"{'followers_count': 42, 'following_count': 321, 'tweet_count': 1656, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1171460124340154369/3SoldeoU_normal.jpg,False,False,Lindsay De Leon,,mrsJDL,"not my child, not my problem",Toronto,
158717516,"{'followers_count': 483, 'following_count': 537, 'tweet_count': 284950, 'listed_count': 25}",,https://pbs.twimg.com/profile_images/2664092210/39a804d59c6454cde49ab08157721d05_normal.png,False,False,ゆーぎり,1.2941068826053796e+18,Yufugiri082,ゆるふわ清純派。自分からはなかなか絡めないですシャイなんですごめんなさい。歴史好き。蛸の嫁。餅は砂糖、心太は黒蜜で,日本海溝、蛸壺。,
16095093,"{'followers_count': 624, 'following_count': 715, 'tweet_count': 21049, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1662052136/img027_normal.jpg,False,False,2G,,makeinu_x,基本的にはおはようございますbotと化しています https://t.co/qwgqwVPvvB https://t.co/K080YayHhO,"Osaka, Japan","{'description': {'urls': [{'start': 25, 'end': 48, 'url': 'https://t.co/qwgqwVPvvB', 'expanded_url': 'https://losertonedeaf.blogspot.jp/', 'display_url': 'losertonedeaf.blogspot.jp'}, {'start': 49, 'end': 72, 'url': 'https://t.co/K080YayHhO', 'expanded_url': 'https://losertonedeaf.bandcamp.com/', 'display_url': 'losertonedeaf.bandcamp.com'}]}}"
905427106812665856,"{'followers_count': 118, 'following_count': 131, 'tweet_count': 30137, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1361313358159380487/xQbuVAkb_normal.jpg,False,False,ぴろぴろりー🧀🐝,1.1387876599820984e+18,Oh_toon69,あにめとげーむがちゅうしんのあかうんと。,こんにちバーガー🍔👀,
738387338229743616,"{'followers_count': 111, 'following_count': 262, 'tweet_count': 3560, 'listed_count': 9}",https://t.co/iWy030whts,https://pbs.twimg.com/profile_images/1515876894352232452/nMnAZSLT_normal.jpg,False,False,mars,1.3435818221989683e+18,wanderer_marshy,"poet, artist, dungeon master of @chronofgenessi",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iWy030whts', 'expanded_url': 'https://chroniclesofgenessi.onuniverse.com/', 'display_url': 'chroniclesofgenessi.onuniverse.com'}]}, 'description': {'mentions': [{'start': 32, 'end': 47, 'username': 'chronofgenessi'}]}}"
2878428782,"{'followers_count': 1426, 'following_count': 1245, 'tweet_count': 4512, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1287343890526162945/SgOToAA1_normal.jpg,False,False,vlyne(ぶいりん)_リビングローテーブルDTMer,1.509550110799061e+18,vlyne40s,"リビングのローテーブルで作業する元ベーシスト、深夜の2時間DTMer。DAWはS1。大学時代のパイセン、ベースのナグリンさん(@onbassnagurin)と歌ものユニット""NGV""やってます。サッカーはJ1のセレッソとJ3の愛媛をDAZNで。 #DTM #DTMerと繋がりたい #StudioOne",,"{'description': {'hashtags': [{'start': 123, 'end': 127, 'tag': 'DTM'}, {'start': 128, 'end': 140, 'tag': 'DTMerと繋がりたい'}, {'start': 141, 'end': 151, 'tag': 'StudioOne'}], 'mentions': [{'start': 63, 'end': 77, 'username': 'onbassnagurin'}]}}"
495158650,"{'followers_count': 128, 'following_count': 613, 'tweet_count': 3854, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1260285488201637888/HJtPG2Nv_normal.jpg,False,False,Mike Kerswell,,MikeKerswell,"Assume nothing, question everything",,
436990681,"{'followers_count': 251, 'following_count': 1283, 'tweet_count': 1849, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1482073563515531265/mfnrfBWV_normal.jpg,False,False,JonBonesStones,,JonBonesStones,"Champagne for my real friends, real pain for my sham friends.",,
1474220152342614016,"{'followers_count': 11, 'following_count': 9, 'tweet_count': 559, 'listed_count': 1}",https://t.co/g9zWFywNi8,https://pbs.twimg.com/profile_images/1474223479793000453/O0NTfxAV_normal.png,False,False,Rotten_Toto@Streaming,1.5210781499873198e+18,weird_toto,"絵を描いたりゲームしたりしています
低コミュ力ですがよしなに

本アカ→@Rotten_Toto",マイナー沼,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g9zWFywNi8', 'expanded_url': 'https://www.twitch.tv/rotten_toto', 'display_url': 'twitch.tv/rotten_toto'}]}, 'description': {'mentions': [{'start': 36, 'end': 48, 'username': 'Rotten_Toto'}]}}"
1032824209506881536,"{'followers_count': 1883, 'following_count': 2019, 'tweet_count': 22979, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1503851112902033408/sE98ALlg_normal.jpg,False,False,A spiky evil sewer rat prole EH 🇺🇦3vax🔥💧⬅️😷➡️,,Anne_E_Huth,"Labor (Flynn) - atheist - artist - #blacklivesmatter - @annehuthartist & @artenjoyment for artwork - B Bus (A/c), BA (Fine Art) - no DMs unless requested.","Queensland, Australia","{'description': {'hashtags': [{'start': 35, 'end': 52, 'tag': 'blacklivesmatter'}], 'mentions': [{'start': 55, 'end': 70, 'username': 'annehuthartist'}, {'start': 73, 'end': 86, 'username': 'artenjoyment'}]}}"
