,verified,description,protected,url,public_metrics,entities,profile_image_url,pinned_tweet_id,name,id,username,location
10,False,Effortless but never heartless!,False,,"{'followers_count': 931, 'following_count': 3295, 'tweet_count': 7501, 'listed_count': 37}",,https://pbs.twimg.com/profile_images/1356389124488491013/sM4lUJuI_normal.jpg,896013465361559552,Dennis RodriguezSanz,49537735,dersanz,
11,False,Wearer of clothes. Semi-Proffesional artist. Funny person for free.,False,https://t.co/wvy7qZ7FcC,"{'followers_count': 165, 'following_count': 351, 'tweet_count': 11541, 'listed_count': 6}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wvy7qZ7FcC', 'expanded_url': 'http://wikipedia.com', 'display_url': 'wikipedia.com'}]}}",https://pbs.twimg.com/profile_images/1265514466520838147/j26tnFvS_normal.jpg,,sean ryan pruski,60695713,SeanPruskiINC,   ༼;´༎ຶ ۝ ༎ຶ༽ 
12,False,ym71d,False,,"{'followers_count': 1679, 'following_count': 586, 'tweet_count': 252471, 'listed_count': 14}",,https://pbs.twimg.com/profile_images/1519956343146180608/VaUM93Jt_normal.jpg,,흰뺨검둥오리,33879031,amaite_,tongari village
13,False,𝐣𝐚𝐞𝐦𝐢𝐧♡· ˚ ༘ 𝐭𝐚𝐞𝐲𝐨𝐧𝐠 𝐦𝐚𝐫𝐤 | ⚠️: รี+ทวิตเยอะมาก💥 | review : #รีวิวcielขายของ,False,https://t.co/r5EfEVMtaV,"{'followers_count': 326, 'following_count': 1100, 'tweet_count': 104786, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r5EfEVMtaV', 'expanded_url': 'https://instagram.com/lecielxx1', 'display_url': 'instagram.com/lecielxx1'}]}, 'description': {'hashtags': [{'start': 59, 'end': 75, 'tag': 'รีวิวcielขายของ'}]}}",https://pbs.twimg.com/profile_images/1507748754497372168/V-lOs17h_normal.jpg,1522066334418620416,ส่งของ 9/5 | หาร lucky draw รอบ2 ใน📌,1162907962081341440,lecielxx1,✨ส่งของทุกวันจันทร์และพุธ📮
14,False,"Small business owner, foodie/ cook, lover of nature, critters, gardening, fishing, camping & fiction books. A fellow human on a spinning rock hurling thru space",False,,"{'followers_count': 178, 'following_count': 332, 'tweet_count': 6749, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1497294237603303425/cb88vHhQ_normal.jpg,,RJ dreams of peace. 🌻🌻,1196915139661840384,RjMountaintop,"California, USA"
15,False,"Christian, wife, mom, grandmother, reader, thinker, knitter, Auburn girl (‘89)",False,https://t.co/eZ4BZ69CKj,"{'followers_count': 459, 'following_count': 1141, 'tweet_count': 4162, 'listed_count': 7}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eZ4BZ69CKj', 'expanded_url': 'http://floridianne.com', 'display_url': 'floridianne.com'}]}}",https://pbs.twimg.com/profile_images/1462116229318160390/xy0QzWRx_normal.jpg,1114682418890407936,anne🦚,613871479,ge0rgianne,florida
16,True,"Food and culture writer- @offbeatmagazine @verylocalnola @thrillist, etc. | Novice cyclist | Actively avoiding nutrition labels since 2010",False,https://t.co/q5fHw37o31,"{'followers_count': 6331, 'following_count': 4331, 'tweet_count': 89477, 'listed_count': 177}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q5fHw37o31', 'expanded_url': 'http://www.mariellesongy.com', 'display_url': 'mariellesongy.com'}]}, 'description': {'mentions': [{'start': 25, 'end': 41, 'username': 'offbeatmagazine'}, {'start': 42, 'end': 56, 'username': 'verylocalnola'}, {'start': 57, 'end': 67, 'username': 'thrillist'}]}}",https://pbs.twimg.com/profile_images/1429600917335289862/V6LrOEsp_normal.jpg,1521872024272084992,Marielle,18329398,TheNolaChick,New Orleans
17,False,data science|PhD Maths|guitar|astrophotography|sailing| @quant_nft | 🇨🇭,False,,"{'followers_count': 1566, 'following_count': 1207, 'tweet_count': 2817, 'listed_count': 16}","{'description': {'mentions': [{'start': 56, 'end': 66, 'username': 'quant_nft'}]}}",https://pbs.twimg.com/profile_images/1508929869899603976/I3QFoh4h_normal.jpg,1503474862358249485,Dr. Peter,566411204,Quant_Analyst,Switzerland
18,False,"Happycultrice sous les tropiques.
Plume occasionnelle chez @8000mondes et supportrice inconditionnelle de @Greenpouce",False,https://t.co/Cuvi9DuaKe,"{'followers_count': 152, 'following_count': 108, 'tweet_count': 5298, 'listed_count': 58}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Cuvi9DuaKe', 'expanded_url': 'http://annierun.net/blog/', 'display_url': 'annierun.net/blog/'}]}, 'description': {'mentions': [{'start': 59, 'end': 70, 'username': '8000mondes'}, {'start': 106, 'end': 117, 'username': 'Greenpouce'}]}}",https://pbs.twimg.com/profile_images/1364295839/annie3_normal.jpg,,L'Annie,149565371,AnnieSetouale,Ile de La Réunion
19,False,Seattle,False,,"{'followers_count': 50, 'following_count': 136, 'tweet_count': 1512, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1519176946281713666/4DATc9Vu_normal.jpg,,jemmagrl,1254216170007195650,jemmagrl,"East Renton Highlands, WA"
20,False,impermanence,False,https://t.co/3qe11Kdjhd,"{'followers_count': 220, 'following_count': 671, 'tweet_count': 3304, 'listed_count': 2}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3qe11Kdjhd', 'expanded_url': 'http://www.charleyskira.com', 'display_url': 'charleyskira.com'}]}}",https://pbs.twimg.com/profile_images/477205923/twitter_avatar_rgb_normal.jpg,,Charley Skira,22537949,CharleySkira,"Dayton, OH"
21,False,Proud Odia! Travel & Tea Lover.Metro Group | Real Estate | Hospitality l East Zone Coordinator:Credai Womens.Co-Chair CII IGBC BBSR | IIM B l Moquim Foundation,False,,"{'followers_count': 9824, 'following_count': 540, 'tweet_count': 3524, 'listed_count': 12}",,https://pbs.twimg.com/profile_images/1519350490059866112/LUa7Ea7U_normal.jpg,1454690788814692360,Sofia Firdous,1250853412280786945,sofiafirdous1,"Cuttack, Bhubaneshwar, India "
22,False,"Developer #vuejs #nuxtjs
Alumni @42born2code

https://t.co/MyDO2KpAJZ referral code : https://t.co/93d4OEU4j4",False,https://t.co/lMhQHLlUhx,"{'followers_count': 94, 'following_count': 68, 'tweet_count': 575, 'listed_count': 9}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lMhQHLlUhx', 'expanded_url': 'http://fr.linkedin.com/in/clementjacquemaire/', 'display_url': 'fr.linkedin.com/in/clementjacq…'}]}, 'description': {'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/MyDO2KpAJZ', 'expanded_url': 'http://crypto.com', 'display_url': 'crypto.com'}, {'start': 86, 'end': 109, 'url': 'https://t.co/93d4OEU4j4', 'expanded_url': 'https://crypto.com/app/wfnktv6cpy', 'display_url': 'crypto.com/app/wfnktv6cpy'}], 'hashtags': [{'start': 10, 'end': 16, 'tag': 'vuejs'}, {'start': 17, 'end': 24, 'tag': 'nuxtjs'}], 'mentions': [{'start': 32, 'end': 44, 'username': '42born2code'}]}}",https://pbs.twimg.com/profile_images/663653079670214656/FOIOJx0S_normal.png,1460544014747410432,Clément Jacquemaire,1410112645,clemjacquemaire,"Paris, France"
23,False,"i like the salem witchcraft trials and talking to my friends on the phone, that's it it's just those two things | he/him",False,,"{'followers_count': 28, 'following_count': 296, 'tweet_count': 499, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/829937439309393920/iyIjdjUR_normal.jpg,,Juke Biscuit,159979651,JukeBiscuit,Seattle
24,False,"風真いろはさん、百鬼あやめさん、物述有栖さん、周防パトラさん、姫森ルーナさん、夢月ロアさん、潤羽るしあさんが好きです！

VTuber好きな人、気軽にフォローしてくださいねー！
マイブーム：ASMR、寝落ち",False,,"{'followers_count': 516, 'following_count': 744, 'tweet_count': 29182, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1510757945323098115/K5fgHNRD_normal.png,,めいみく🍃😈♥️♠️♦️♣️🦀🍬🌖🦋,729028976094498816,hiro_teitoku,Twitter または YouTube
25,False,Rovers til I die  or MUFC,False,https://t.co/KMqOSmGFhy,"{'followers_count': 19, 'following_count': 35, 'tweet_count': 310, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KMqOSmGFhy', 'expanded_url': 'http://www.onthatvibe.co.uk', 'display_url': 'onthatvibe.co.uk'}]}}",https://pbs.twimg.com/profile_images/1516187032338452491/w0EmtyLk_normal.jpg,1458530115298676737,JC,1130933028719661056,JC07__,Pronouns are embarrasing 
26,False,CEO peiGo  |  Host podcast La Charla Estratégica  |  Profesor Dirección Estratégica IDE Business School  |  🇪🇨🇲🇽,False,https://t.co/j15QnQfF4Z,"{'followers_count': 2165, 'following_count': 469, 'tweet_count': 19753, 'listed_count': 13}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/j15QnQfF4Z', 'expanded_url': 'https://open.spotify.com/show/7Mj9ZV2Itpdg79mjTyTFpo?si=vejPkNVOSHu-zR2n2Sd3Ew&dl_branch=1', 'display_url': 'open.spotify.com/show/7Mj9ZV2It…'}]}}",https://pbs.twimg.com/profile_images/1444311102481895432/lF4iIJGG_normal.jpg,1521548465213423618,RodriGo Andrade D.,80757248,RAndradeD,"Guayaquil, Ecuador"
27,False,También me da por hacer fotos y escribir. Fui parte de JusticiaYa. Director ejecutivo en @Instituto_25A. Ford Global Fellow '21. Tuits son opiniones personales.,False,https://t.co/e139amoRfG,"{'followers_count': 6708, 'following_count': 2897, 'tweet_count': 23333, 'listed_count': 36}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/e139amoRfG', 'expanded_url': 'https://www.plazapublica.com.gt/users/gabriel-wer', 'display_url': 'plazapublica.com.gt/users/gabriel-…'}]}, 'description': {'mentions': [{'start': 89, 'end': 103, 'username': 'Instituto_25A'}]}}",https://pbs.twimg.com/profile_images/1468248597884030987/3veVUGFk_normal.jpg,1359488747474210817,Gabriel Wer,323367309,wergabriel,Guatemala
28,False,,False,,"{'followers_count': 42, 'following_count': 652, 'tweet_count': 2520, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1496795236726718467/EISbuu6O_normal.jpg,,Zybslaw Zadrozny,1485880159039283202,zybslaw,
29,False,ゴリラになろう,False,,"{'followers_count': 233, 'following_count': 295, 'tweet_count': 20648, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/823372549761343488/1EN-JJc1_normal.jpg,1499372633632407561,TY,945459240,MrTtoYnohito,洗濯機前
30,False,잏혜하는 풀떼기 Pastel tone Gwang-kki,False,,"{'followers_count': 153, 'following_count': 91, 'tweet_count': 26616, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1364480238923640840/gfWZD7RY_normal.jpg,1269175983233314833,헌저,1269114582179536896,heon_jeo,
31,False,"Arsenal | Fnatic | Fredit Brion 
idk man",False,https://t.co/MbVnMDd28E,"{'followers_count': 58, 'following_count': 118, 'tweet_count': 10379, 'listed_count': 1}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MbVnMDd28E', 'expanded_url': 'https://www.twitch.tv/leooo____', 'display_url': 'twitch.tv/leooo____'}]}}",https://pbs.twimg.com/profile_images/1129943455428300800/jjyUP0zx_normal.png,,Leo,506692181,Leooo________,
32,False,La cabra al monte tira.😉,False,,"{'followers_count': 169, 'following_count': 947, 'tweet_count': 3455, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1281486422386585600/uQooCEO8_normal.jpg,,Paca,1310825034,lamaspaka,
33,False,,False,,"{'followers_count': 125, 'following_count': 308, 'tweet_count': 431, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1488848432215519237/nfOv-pdB_normal.jpg,,Bharani Sivasubramaniam,315349300,_vsbharani,"Tiruppur, India"
34,False,"All opinions are definitely mine. I love a laugh,  I'll always be kind but won't put up with nonsense, please don't mistake kindness for weakness.",False,,"{'followers_count': 580, 'following_count': 754, 'tweet_count': 6967, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/750557528279384064/MKm509-w_normal.jpg,,Heather Allen,1099420910,AllenSchmeed,
35,False,Boliviano🇧🇴Bolivarista💙 Beisbolista ⚾y Cochala velando el futuro de mis hijos y de mi perro.,False,,"{'followers_count': 1455, 'following_count': 1120, 'tweet_count': 28348, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1465909639363579913/oJx9IU9c_normal.jpg,1163487315471327237,Cóndor Edu cochala💙🦷,3041236455,EduGM18,
36,False,#โดดเด่นเรื่องความไม่จำเป็น #ทีมกินกุ้งไม่ได้ #ฟุ้งซ่านยืนหนึ่ง #2022อย่าเพิ่งตายได้เวลาแก้แค้น,False,,"{'followers_count': 60, 'following_count': 234, 'tweet_count': 18519, 'listed_count': 0}","{'description': {'hashtags': [{'start': 0, 'end': 27, 'tag': 'โดดเด่นเรื่องความไม่จำเป็น'}, {'start': 28, 'end': 45, 'tag': 'ทีมกินกุ้งไม่ได้'}, {'start': 46, 'end': 63, 'tag': 'ฟุ้งซ่านยืนหนึ่ง'}, {'start': 64, 'end': 95, 'tag': '2022อย่าเพิ่งตายได้เวลาแก้แค้น'}]}}",https://pbs.twimg.com/profile_images/1406830835831955456/VhpOcm6w_normal.jpg,1168581971259183104,ลูกโป่งพับพุดเดิ้ล (คนดี) 🎈🐩,954767325311287296,LPManifesto,
37,False,ひとりごと用裏垢/シレン2とポケモンとFGOと日常の何か/シレンは見る専ですが、チャット欄で見かけたらよろしくです。ｱｲｺﾝ:@77___2,False,,"{'followers_count': 17, 'following_count': 33, 'tweet_count': 768, 'listed_count': 0}","{'description': {'mentions': [{'start': 63, 'end': 70, 'username': '77___2'}]}}",https://pbs.twimg.com/profile_images/1506631572136497152/P7xnKnjc_normal.jpg,,あずき,1404088539176857605,marinosuke_8953,３塁
38,False,"競馬好き！
主にポルトアレグレ、サインオブサクセス、ダズリングブレイヴ、マラキナイア、サングノーブル、フェニーチェ、レーヴミストラル、デルニエオール、エレヴァテッツァ 、レーヴドモンド、コーンフィールド等を応援✨
地方もアイスプラネット、シストルムをちょっと応援♪
一口出資馬一覧🐴
↓",False,https://t.co/mEUG3QsO2U,"{'followers_count': 655, 'following_count': 418, 'tweet_count': 68201, 'listed_count': 11}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mEUG3QsO2U', 'expanded_url': 'http://twpf.jp/suzuka_416', 'display_url': 'twpf.jp/suzuka_416'}]}}",https://pbs.twimg.com/profile_images/705048331723022336/g8hEK2Dn_normal.jpg,1000284965446213633,スズカ,251215054,suzuka_416,
39,False,"When you know the notes to sing, you can sing most anything.",False,,"{'followers_count': 73, 'following_count': 81, 'tweet_count': 12017, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1516111839213416448/NaFcxRmX_normal.jpg,1517720817857007616,BESTINA©,1249710076668956673,btna_c,
40,False,"DTW/YEG. Healthcare worker. Michigan State alum 💚🤍.Riding the emotional roller coaster of Red Wings fandom 🐙. I love hockey, books, and the outdoors. She/her",False,,"{'followers_count': 1405, 'following_count': 1151, 'tweet_count': 46695, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1522226065137045506/k0IIav-1_normal.jpg,1507902021654888452,Tes B,617487533,tg_bennett,Treaty 6
41,False,i’m not inclined to resign to maturity.,False,,"{'followers_count': 183, 'following_count': 151, 'tweet_count': 2298, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1509274573086285826/gTHv-8Qr_normal.jpg,1509276680946429965,in my psych era 🍍✨💚,1221208952798699520,angelsplaylist,she/her | 19
42,False,"LostScarf's Personal Twitter. Thoughts, Musings, and Kirby.

https://t.co/8zuLzIjClm
https://t.co/PwpwGv6GvG
https://t.co/GrKRnQYC9C",False,https://t.co/KxG8W4gMTa,"{'followers_count': 1291, 'following_count': 1505, 'tweet_count': 109999, 'listed_count': 22}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KxG8W4gMTa', 'expanded_url': 'http://Youtube.com/LostScarf', 'display_url': 'Youtube.com/LostScarf'}]}, 'description': {'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/8zuLzIjClm', 'expanded_url': 'http://youtube.com/LostScarf', 'display_url': 'youtube.com/LostScarf'}, {'start': 85, 'end': 108, 'url': 'https://t.co/PwpwGv6GvG', 'expanded_url': 'http://youtube.com/ScarfPlays', 'display_url': 'youtube.com/ScarfPlays'}, {'start': 109, 'end': 132, 'url': 'https://t.co/GrKRnQYC9C', 'expanded_url': 'http://youtube.com/KirbyDreamcast', 'display_url': 'youtube.com/KirbyDreamcast'}]}}",https://pbs.twimg.com/profile_images/838123679212974080/8kOLOivR_normal.jpg,1248659765116334081,LostScarf@ForgottenLand,1236899090,LostScarf,www.twitch.tv/LostScarf
43,False,"26, suave risita audible (e identificable) a 2 cuadras.              
☀️🦀🌙🦁🅰️🦀",False,,"{'followers_count': 2891, 'following_count': 1705, 'tweet_count': 3188, 'listed_count': 7}",,https://pbs.twimg.com/profile_images/1502474738563788801/aABcnC37_normal.jpg,,𝕡a𝕦,92129091,bibalapau,Chile
44,False,言語パズルと懸賞🐑可愛い女の子は世界の宝,False,,"{'followers_count': 2, 'following_count': 118, 'tweet_count': 961, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1090610211037925376/m42WfCZp_normal.jpg,,羊猫,1089207296259805184,ramuNEKO725,
45,False,,False,,"{'followers_count': 2, 'following_count': 391, 'tweet_count': 482, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1518579731092115456/4gcPe37J_normal.jpg,1513956728911577096,𝕮𝖎𝖗𝖖𝖚𝖊 𝖉𝖚 𝕸𝖆𝖑,1313694525005545472,LesFleurs420,Ubud
46,False,live laugh lesserafim,False,https://t.co/lFf352SHtJ,"{'followers_count': 75, 'following_count': 250, 'tweet_count': 13737, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lFf352SHtJ', 'expanded_url': 'http://txti.es/mtshnlvr', 'display_url': 'txti.es/mtshnlvr'}]}}",https://pbs.twimg.com/profile_images/1522141108670586880/obTxyQKk_normal.jpg,1517878275506200576,mira ?! 🎀,1123623578052653057,syviun,xe he 15
47,False,乗り物好き。趣味・好きなこと：ドライブ，旅行，お絵かき，言語，拉麺，動画視聴，科学，国際交流など。シレン2・最果て（ピン留したリンクは通常打開スライド・資料・打開記録）。,False,https://t.co/kcEUeAjpm7,"{'followers_count': 37, 'following_count': 29, 'tweet_count': 1443, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kcEUeAjpm7', 'expanded_url': 'https://www.youtube.com/channel/UCSNbVbls0A80OwCRG9OOFpA/live', 'display_url': 'youtube.com/channel/UCSNbV…'}]}}",https://pbs.twimg.com/profile_images/1481329836685553665/GPztIUn-_normal.jpg,1509913387517419529,Sakura@そろそろ痩せなきゃ,1479066561277497346,sakuramrx,関東
48,False,pretending to be comfortable in my uncomfortable comfort zone,False,,"{'followers_count': 4, 'following_count': 123, 'tweet_count': 3639, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1493566866953965570/tDvqrY09_normal.jpg,1394702274279075840,aheadoftea,2982850435,kikunuki,
49,False,🌃 Jaded Dubliner | 🇬🇧 LDN-born | 🇺🇸 NOLA-bred | 🇮🇪 Irish-bled | 🏳️‍🌈 | 🗺 Politics + Int'l Affairs | 👨🏼‍🎓 MEng @BristolUni | 🏗 Structural Engineer,False,https://t.co/R85zmh9zjd,"{'followers_count': 476, 'following_count': 2114, 'tweet_count': 3427, 'listed_count': 1}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/R85zmh9zjd', 'expanded_url': 'https://www.worthreillstateofplay.com/', 'display_url': 'worthreillstateofplay.com'}]}, 'description': {'mentions': [{'start': 110, 'end': 121, 'username': 'BristolUni'}]}}",https://pbs.twimg.com/profile_images/1516069796516929538/o23Gu4zs_normal.jpg,1518249198881226753,🇺🇦reills🏳️‍🌈,726908191,GReillsman,"Dublin, Ireland"
50,False,IG: KingJovvs | By Any Means | IT | Georgia Southern Alumnus | 🇹🇹,False,,"{'followers_count': 1991, 'following_count': 1060, 'tweet_count': 93161, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1475941900045721602/hrDWDsJ9_normal.jpg,,Jovvs™,295384137,KingJovvs,"Atlanta, GA"
51,False,成人済み腐／アニメとかゲームとか雑多垢 時々コーギー モータースポーツ好き 詳しくはこちら https://t.co/GTr1mAWhcR,False,,"{'followers_count': 83, 'following_count': 179, 'tweet_count': 82141, 'listed_count': 32}","{'description': {'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/GTr1mAWhcR', 'expanded_url': 'http://twpf.jp/huyoudodayo', 'display_url': 'twpf.jp/huyoudodayo'}]}}",https://pbs.twimg.com/profile_images/1447965499178975234/XUIQSOkw_normal.png,,よぼ(葉),3099682819,huyoudodayo,雪国
52,False,Podcast「ふゆのライオン(#ふゆらい)」「おあとがよろしいようで(#おあと)」「月刊○○レポート(#00レポ)」「#文ガチャ」「つばき庵」やってます。 2019年11月6日から禁煙。2022年4月9日は椿らい堂半世紀祭！ raidotsubaki50th@gmail.com,False,https://t.co/FOkjPRd4gH,"{'followers_count': 1502, 'following_count': 1304, 'tweet_count': 71611, 'listed_count': 17}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FOkjPRd4gH', 'expanded_url': 'https://fuyunolion.com', 'display_url': 'fuyunolion.com'}]}, 'description': {'hashtags': [{'start': 16, 'end': 21, 'tag': 'ふゆらい'}, {'start': 36, 'end': 40, 'tag': 'おあと'}, {'start': 52, 'end': 57, 'tag': '00レポ'}, {'start': 60, 'end': 65, 'tag': '文ガチャ'}]}}",https://pbs.twimg.com/profile_images/1444780118593839104/7MId8VSD_normal.jpg,,椿らい堂 ( ˇ෴ˇ ),965448860758716417,raidotsubaki,日本 東京 新宿区
53,False,"Husband and father. Casually competitive CoD/Halo player. Passionate about gaming and good beer. Big fan of OpTic, the Browns, & Dance Gavin Dance.",False,https://t.co/QwE7KsGS7A,"{'followers_count': 1167, 'following_count': 1129, 'tweet_count': 62303, 'listed_count': 7}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QwE7KsGS7A', 'expanded_url': 'http://twitch.tv/eyewhittness', 'display_url': 'twitch.tv/eyewhittness'}]}}",https://pbs.twimg.com/profile_images/1512934718597378048/bZdHurNZ_normal.jpg,1408458548565131265,Brian Whitt,368583764,Bwhitt15,🏝
