id,conversation_id,referenced_tweets,public_metrics,text,context_annotations,author_id,possibly_sensitive,created_at,source,lang,reply_settings,in_reply_to_user_id,entities,attachments,geo
1521587716152045568,1488202954087616512,"[{'type': 'replied_to', 'id': '1521166766495305728'}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛🟩
🟨🟩⬛⬛🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1096077253,False,2022-05-03T20:29:15.000Z,Twitter for Android,en,everyone,1096077253,,,
1521587712658067456,1521587712658067456,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19098724,False,2022-05-03T20:29:15.000Z,Twitter for iPhone,en,everyone,,,,
1521587708539375624,1521587708539375624,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 4/6

⬜⬜⬜⬜🟨
🟨⬜⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/HwlNyagqwT","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",972710970,False,2022-05-03T20:29:14.000Z,Twitter for Android,en,everyone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/HwlNyagqwT', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521587705670479872,1486979743635419137,"[{'type': 'replied_to', 'id': '1521182362750668800'}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 5/6

⬛🟨🟨⬛⬛
🟨🟩⬛⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

https://t.co/GjRajqBauI","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",414940959,False,2022-05-03T20:29:13.000Z,Twitter for Android,en,everyone,414940959,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/GjRajqBauI', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521587680236040192,1521587680236040192,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

🟨⬜⬜🟩⬜
⬜⬜🟩🟩🟨
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1373904880767668224,False,2022-05-03T20:29:07.000Z,Twitter for iPhone,en,everyone,,,,
1521587679888314368,1521587679888314368,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","#Wordle 319 3/6

🟩⬛⬛🟩🟨
⬛⬛🟩🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",117835518,False,2022-05-03T20:29:07.000Z,Twitter for Android,und,everyone,,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,
1521587677224706048,1521587677224706048,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 2/6

🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1256726664274477061,False,2022-05-03T20:29:06.000Z,Twitter for Android,en,everyone,,,,
1521587676444459008,1521587676444459008,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬜🟩⬜⬜⬜
⬜⬜🟨⬜🟨
⬜🟨⬜⬜⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",113333886,False,2022-05-03T20:29:06.000Z,Twitter for Android,en,everyone,,,,
1521587673227415552,1521587673227415552,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬛🟨🟨🟩⬛
⬛⬛⬛🟨⬛
⬛⬛⬛⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3230996082,False,2022-05-03T20:29:05.000Z,Twitter for iPhone,en,everyone,,,,
1521587672896229378,1521587672896229378,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜⬜🟨⬜⬜
🟩⬜🟨🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",352580274,False,2022-05-03T20:29:05.000Z,Twitter for Android,en,everyone,,,,
1521587666478940160,1521587666478940160,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜⬜🟨🟨🟨
🟨🟨🟩⬜⬜
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",287780503,False,2022-05-03T20:29:04.000Z,Twitter for Android,en,everyone,,,,
1521587659843379200,1521587659843379200,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

🟨⬜⬜🟩⬜
⬜⬜🟩🟩🟨
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",965126887918858240,False,2022-05-03T20:29:02.000Z,Twitter for iPhone,en,everyone,,,,
1521587659159875588,1521587659159875588,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 4/6

⬜🟩⬜⬜⬜
🟨🟩⬜⬜🟩
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/Au1eYjSLbg","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",741577911157837824,False,2022-05-03T20:29:02.000Z,Twitter for iPhone,en,everyone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/Au1eYjSLbg', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521587657717194752,1521587657717194752,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}","Wordle 319 4/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20665873,False,2022-05-03T20:29:01.000Z,Twitter for iPhone,en,everyone,,,,
1521587649139851265,1521587649139851265,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

🟨⬛🟩⬛⬛
🟩⬛⬛⬛⬛
⬛🟨⬛🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1400071274852864000,False,2022-05-03T20:28:59.000Z,Twitter Web App,en,everyone,,,,
1521587648120430592,1499806845598273537,"[{'type': 'replied_to', 'id': '1521166697436123136'}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle Tildes #64 5/6

⬛🟨⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛⬛🟩
🟨⬛⬛⬛⬛⬛🟩
⬛🟩🟨⬛⬛⬛🟩
🟩🟩🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1096077253,False,2022-05-03T20:28:59.000Z,Twitter for Android,en,everyone,1096077253,,,
1521587635566878721,1521587635566878721,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

🟨⬜⬜🟩⬜
⬜⬜🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3056121728,False,2022-05-03T20:28:56.000Z,Twitter for iPad,en,everyone,,,,
1521587590373068801,1521587590373068801,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛🟨🟨⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟨⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",74534834,False,2022-05-03T20:28:45.000Z,Twitter for Android,en,everyone,,,,
1521587576624541696,1521587576624541696,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#Wordle 319 3/6

⬜⬜🟩⬜⬜
⬜🟩🟩🟨🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1431954150162452487,False,2022-05-03T20:28:42.000Z,Twitter for Android,und,everyone,,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,
1521587559087845376,1521587559087845376,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","gulat na gulat naman ako lol

Wordle 319 2/6

⬛🟩⬛🟨🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",481828800,False,2022-05-03T20:28:38.000Z,Twitter for Android,tl,everyone,,,,
1521587551529709568,1521587551529709568,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬛⬛🟩🟨🟨
🟩🟩🟩🟨⬛
🟩🟩🟩🟩🟩

2手目ねらったった。いけてもおかしくなかった(&gt;ω&lt;)ｻﾞﾝﾈﾝ","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",11471062,False,2022-05-03T20:28:36.000Z,TweetDeck,ja,everyone,,,,
1521587541446516736,1521587541446516736,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 2/6

⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩
#Wordle319","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",221250107,False,2022-05-03T20:28:34.000Z,Twitter for Android,en,everyone,,"{'hashtags': [{'start': 28, 'end': 38, 'tag': 'Wordle319'}]}",,
1521587539819347968,1488518292503334915,"[{'type': 'replied_to', 'id': '1521166635054231552'}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 4/6

⬛⬛⬛⬛🟩
🟨🟩⬛⬛🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1096077253,False,2022-05-03T20:28:33.000Z,Twitter for Android,en,everyone,1096077253,,,
1521587535989850112,1521587535989850112,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 4/6

⬜⬜🟨🟩⬜
⬜🟨🟩⬜⬜
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩

Quordle 99 https://t.co/jllGVO1dua","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1193326078762405894,False,2022-05-03T20:28:32.000Z,Twitter Web App,en,everyone,,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/jllGVO1dua', 'expanded_url': 'https://twitter.com/CarumSarene/status/1521587535989850112/photo/1', 'display_url': 'pic.twitter.com/jllGVO1dua', 'media_key': '3_1521587502091489281'}]}",{'media_keys': ['3_1521587502091489281']},
1521587521330810882,1521587521330810882,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","This has right royally pissed me off….especially as Mrs H got it in two…

Wordle 318 5/6

⬜🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20925736,False,2022-05-03T20:28:29.000Z,Twitter for iPad,en,everyone,,"{'annotations': [{'start': 52, 'end': 56, 'probability': 0.5555, 'type': 'Person', 'normalized_text': 'Mrs H'}]}",,
1521587498547298304,1521587498547298304,,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","@AntonioFdezJara
@veraayala93
Wordle (ES)  #117 5/6

⬜⬜⬜🟨🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 
Wordle 318 5/6

⬜🟩⬜⬜🟨
🟨🟩⬜🟨⬜
⬜🟩⬜🟩🟨
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩

El de hoy no lo habéis subido porque está hecho con mala fe","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",307379677,False,2022-05-03T20:28:24.000Z,Twitter for Android,es,everyone,231459661,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AntonioFdezJara', 'id': '231459661'}, {'start': 17, 'end': 29, 'username': 'veraayala93', 'id': '153093833'}]}",,
1521587498530783232,1521587498530783232,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 319 4/6

⬜⬜🟨⬜⬜
⬜⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
Got back on track eventually","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1229669740307632130,False,2022-05-03T20:28:24.000Z,Twitter Web App,en,everyone,,,,
1521587494445277184,1521587494445277184,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 6/6

⬜⬜🟨⬜⬜
⬜🟩⬜🟨⬜
🟨🟩🟩🟨⬜
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/FURDxTjCcy","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1137652825,False,2022-05-03T20:28:23.000Z,Twitter for Android,en,everyone,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/FURDxTjCcy', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521587469745106945,1521587469745106945,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 3/6

⬜⬜⬜🟨🟨
⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩 😎","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",248171700,False,2022-05-03T20:28:17.000Z,Twitter for iPhone,en,everyone,,,,
1521587466419212288,1521587466419212288,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Wordle 319 4/6

🟩⬜⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
３手目はマイナーやった。
でも、すっきり。","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",297192701,False,2022-05-03T20:28:16.000Z,Twitter for iPhone,ja,everyone,,,,
1521587459351588872,1521587459351588872,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Le Mot (@WordleFR) #114 6/6

⬛🟨🟨⬛⬛
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/cDBXioYYca","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1496657203,False,2022-05-03T20:28:14.000Z,Twitter for Android,fr,everyone,,"{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/cDBXioYYca', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,
1521587458797805568,1521587458797805568,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 319 3/6

⬜⬜🟨🟨🟨
🟨🟨⬜⬜⬜
🟩🟩🟩🟩🟩
二投目が不要であった😂","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1263061476945715200,False,2022-05-03T20:28:14.000Z,Twitter for iPhone,ja,everyone,,,,
1521587443954339840,1521587443954339840,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 4/6

🟩⬛⬛⬛⬛
⬛🟩⬛⬛🟩
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1031294648533143552,False,2022-05-03T20:28:11.000Z,Twitter Web App,en,everyone,,,,
1521587439915048960,1521587439915048960,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬜⬜⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",259444646,False,2022-05-03T20:28:10.000Z,Twitter for Android,en,everyone,,,,
1521587429312016384,1521587429312016384,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6

⬛⬛🟨⬛🟨
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1254003087313743872,False,2022-05-03T20:28:07.000Z,Twitter for iPhone,en,everyone,,,,
1521587427948826624,1505555431531368460,"[{'type': 'replied_to', 'id': '1521586024127811587'}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@Melii__003 Wordle 318 3/6

⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1366774144654839816,False,2022-05-03T20:28:07.000Z,Twitter for Android,en,everyone,1505551671530827779,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Melii__003', 'id': '1505551671530827779'}]}",,
1521587417437937665,1521587417437937665,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 6/6

⬛🟨🟩⬛⬛
⬛⬛⬛⬛🟩
⬛🟩⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",887961081225912323,False,2022-05-03T20:28:04.000Z,Twitter for iPhone,en,everyone,,,,
1521587406339592192,1521587406339592192,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜🟨🟨⬜⬜
🟨⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩 https://t.co/lUsE1idT6j","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",15914278,False,2022-05-03T20:28:02.000Z,Twitter Web App,en,everyone,,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/lUsE1idT6j', 'expanded_url': 'https://twitter.com/usagibrian/status/1521587406339592192/photo/1', 'display_url': 'pic.twitter.com/lUsE1idT6j', 'media_key': '3_1521587383489101826'}]}",{'media_keys': ['3_1521587383489101826']},
1521587377948438528,1521587377948438528,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜⬜⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19240978,False,2022-05-03T20:27:55.000Z,Twitter Web App,en,everyone,,,,
1521587368590921728,1521587368590921728,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6

⬛⬛⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",166619602,False,2022-05-03T20:27:53.000Z,Twitter for iPhone,en,everyone,,,,
1521587366716006400,1521587366716006400,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 6/6

🟨⬛🟩⬛🟨
⬛⬛⬛🟩⬛
⬛⬛⬛⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3097114652,False,2022-05-03T20:27:52.000Z,Twitter for Android,en,everyone,,,,
1521587343215501312,1521587343215501312,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle Türkçe 318 4/6

🟩🟨⬜⬜⬜
🟩⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/g1LbjjD2hf","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1196822138403119106,False,2022-05-03T20:27:47.000Z,Twitter for Android,tr,everyone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/g1LbjjD2hf', 'expanded_url': 'https://bit.ly/WordleTR', 'display_url': 'bit.ly/WordleTR', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521447249334706177/geNqxUdM?format=png&name=orig', 'width': 600, 'height': 300}, {'url': 'https://pbs.twimg.com/news_img/1521447249334706177/geNqxUdM?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'WordleTR - Kelime Bulmaca - Apps on Google Play', 'description': 'Guess the word set by the game.', 'unwound_url': 'https://play.google.com/store/apps/details?id=com.MustafaGungor.WordleTR'}]}",,
