id,protected,name,description,username,url,verified,profile_image_url,pinned_tweet_id,public_metrics,location,entities
1339229421945802752,False,hiro,,hiro07288604,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 88, 'listed_count': 0}",,
127181361,False,karfianda,,karfianda,https://t.co/l57PhPRpQz,False,https://pbs.twimg.com/profile_images/1506958334624030720/X9tMKtD4_normal.jpg,1.0985155874063565e+18,"{'followers_count': 2414, 'following_count': 983, 'tweet_count': 62566, 'listed_count': 23}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l57PhPRpQz', 'expanded_url': 'http://subcollege.com', 'display_url': 'subcollege.com'}]}}"
160982326,False,𝓐𝓵𝓮𝔁𝓪𝓷𝓭𝓮𝓻 𝓙𝓸𝓷𝓮𝓼𝓲 ⍟,"🐢 𝔘𝔫𝔦𝔳𝔢𝔯𝔰𝔦𝔱𝔶 𝔬𝔣 𝔐𝔞𝔯𝔶𝔩𝔞𝔫𝔡 
📷 𝔅𝔦𝔤𝔗𝔢𝔫𝔑𝔢𝔱𝔴𝔬𝔯𝔨 
📷 𝔑𝔉𝔏
https://t.co/7qJjVUTBhV",ajonesi,https://t.co/ZUJQjiuuEK,False,https://pbs.twimg.com/profile_images/1122534446962495488/NtGf1yxp_normal.jpg,1.3158390900347003e+18,"{'followers_count': 907, 'following_count': 2971, 'tweet_count': 22097, 'listed_count': 8}","Reston, VA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZUJQjiuuEK', 'expanded_url': 'http://www.alexanderjonesi.com', 'display_url': 'alexanderjonesi.com'}]}, 'description': {'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/7qJjVUTBhV', 'expanded_url': 'https://www.flickr.com/alexanderjonesi', 'display_url': 'flickr.com/alexanderjonesi'}]}}"
215833576,False,Big Belly Bas,"The real live que-dawgs, rapper, songwriter, big business visions",Bigjayrizzle,https://t.co/Q3iW7tkXq1,False,https://pbs.twimg.com/profile_images/1302969926781734914/73UaU92X_normal.jpg,1.35495691913651e+18,"{'followers_count': 401, 'following_count': 402, 'tweet_count': 8497, 'listed_count': 2}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Q3iW7tkXq1', 'expanded_url': 'https://linktr.ee/BIGJAYRIZZLE', 'display_url': 'linktr.ee/BIGJAYRIZZLE'}]}}"
921671450859151360,False,💙💜미드나잇💜💙,"NEVER ENDING.
DON'T STOP LOVING ME,
DON'T QUIT LOVING YOU",360nosc0pe,,False,https://pbs.twimg.com/profile_images/1503313064653123587/5zIDfMCK_normal.png,1.516242559085183e+18,"{'followers_count': 121, 'following_count': 88, 'tweet_count': 202, 'listed_count': 0}",,
2614959534,False,heureux,uwow,uwowriche,,False,https://pbs.twimg.com/profile_images/1502891001975046144/edhKQGAE_normal.jpg,,"{'followers_count': 30, 'following_count': 1436, 'tweet_count': 4623, 'listed_count': 1}",ヽ(✿‿✿)ﾉ,
120136120,False,ぎしん,"アナグラム、テレビ実況、メビウスFF(サービス終了)、間違いさがし的なことをつぶやきます。
・「アナグラム」は政治的、批判的なものになることがありますが単なる偶然です。
・「間違い」ネタは「いいまつがい」のようにそれ自体を楽しむもので、指摘して誰かを非難するのが目的ではありません。
・最近は謎解きしてます。",gissing_jp,,False,https://pbs.twimg.com/profile_images/734064929/Rickenbacker360_normal.jpg,,"{'followers_count': 78, 'following_count': 441, 'tweet_count': 12644, 'listed_count': 0}",日本 東京,
2588277895,False,kay,Godsent,yayleex,,False,https://pbs.twimg.com/profile_images/1521406051395928065/qLMz31eX_normal.jpg,,"{'followers_count': 303, 'following_count': 194, 'tweet_count': 4487, 'listed_count': 0}",The Westside With Love,
232833585,False,Kz(ξ),気ままに寂しく生きる。変人（第三者評）。 長距離のアレ：https://t.co/yJDPYnKgVI　デレマスの酒：https://t.co/Rt0w5Q3xpw　長距離クイズ：https://t.co/BPsdpZMHdL,kzrmk,https://t.co/RoY6ff8his,False,https://pbs.twimg.com/profile_images/1393170349919899650/G9_s2Wtm_normal.png,,"{'followers_count': 277, 'following_count': 510, 'tweet_count': 25575, 'listed_count': 8}",ニッチとニッチの間,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RoY6ff8his', 'expanded_url': 'http://pixiv.me/kz-emy', 'display_url': 'pixiv.me/kz-emy'}]}, 'description': {'urls': [{'start': 28, 'end': 51, 'url': 'https://t.co/yJDPYnKgVI', 'expanded_url': 'http://bit.ly/2FLb5OE', 'display_url': 'bit.ly/2FLb5OE'}, {'start': 59, 'end': 82, 'url': 'https://t.co/Rt0w5Q3xpw', 'expanded_url': 'http://bit.ly/2EdcRez', 'display_url': 'bit.ly/2EdcRez'}, {'start': 90, 'end': 113, 'url': 'https://t.co/BPsdpZMHdL', 'expanded_url': 'http://bit.ly/2TkPWkG', 'display_url': 'bit.ly/2TkPWkG'}]}}"
132068467,False,Haniseyeo🇲🇾,"Semoga Allah permudahkan segala urusan Hanis untuk menjadi insan yang beriman dan bertaqwa. Menawan umpama Sulaiman A.S, kayanya seperti Abu Bakar AsSiddiq🤗",LoveHaniss,https://t.co/7Hv91DbCsy,False,https://pbs.twimg.com/profile_images/1467033210890514433/MDE4AXFq_normal.jpg,7.361705812513505e+17,"{'followers_count': 379, 'following_count': 385, 'tweet_count': 33008, 'listed_count': 1}",Kota Damansara,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7Hv91DbCsy', 'expanded_url': 'http://instagram.com/hanishanizah', 'display_url': 'instagram.com/hanishanizah'}]}}"
1446814476662022144,False,ぶうたれ子,夫氏の観察日記,TareBuh,,False,https://pbs.twimg.com/profile_images/1446853308371464196/p15pBTPz_normal.jpg,1.4468157530348134e+18,"{'followers_count': 2, 'following_count': 7, 'tweet_count': 98, 'listed_count': 0}",,
49004864,False,Meryon Montgomery,Passionate Freo supporter,monts351,,False,https://pbs.twimg.com/profile_images/1165467096806879232/YxQJdJ_m_normal.jpg,,"{'followers_count': 117, 'following_count': 1284, 'tweet_count': 2932, 'listed_count': 1}",In God's Own Country.,
1312476287785725952,False,Dawn 🇺🇦🌻,Listen with the intent to understand~ Christian against Christian nationalism~Matt22:37-38~I tweet emergency info. TakeYourPets🐾😷💉💉+💉 #StandWithUkraine🇺🇦,DawnHulot,,False,https://pbs.twimg.com/profile_images/1495521846623715333/tiNFZidn_normal.jpg,1.3541208462652252e+18,"{'followers_count': 188, 'following_count': 436, 'tweet_count': 8524, 'listed_count': 0}","Lenapehoking

","{'description': {'hashtags': [{'start': 134, 'end': 151, 'tag': 'StandWithUkraine'}]}}"
14728232,False,kotton,"∈(・ω・)∋  だむー
以前はこいぬミキサーというボドゲ会を開いてました。",kotton,,False,https://pbs.twimg.com/profile_images/1066289293272866818/XA4bl4wW_normal.jpg,,"{'followers_count': 627, 'following_count': 836, 'tweet_count': 12946, 'listed_count': 30}",ちば,
25774810,False,Ana Rivas,,itsmeana,,False,https://pbs.twimg.com/profile_images/815078535010263040/94CPzdrn_normal.jpg,,"{'followers_count': 18, 'following_count': 250, 'tweet_count': 227, 'listed_count': 0}",,
103240014,False,alpergul,BEŞİKTAŞ/ECRİN,alper_gul_,,False,https://pbs.twimg.com/profile_images/1423521311129841665/YbiLIvES_normal.jpg,1.0163913867012055e+18,"{'followers_count': 850, 'following_count': 810, 'tweet_count': 21156, 'listed_count': 1}",sakarya,
771286393272147968,False,Ced RPh MD,Pharmacist. Physician. 🇵🇭,veloCEDraptor,,False,https://pbs.twimg.com/profile_images/1481083656168820737/7_9GmQwo_normal.jpg,,"{'followers_count': 4, 'following_count': 177, 'tweet_count': 101, 'listed_count': 0}",Philippines,
23038080,False,Ann M. 🇺🇦 🇺🇦🇺🇦,"I’m a mom, a wife & Chiefs fan & educator!🐶🐶🐶 Fluent in sarcasm and snark. she/her. Get the vaccine! #voteblue 🌊 #resist",AtotheEntotheEn,,False,https://pbs.twimg.com/profile_images/1497426343377575937/w14cVPG9_normal.jpg,,"{'followers_count': 395, 'following_count': 1122, 'tweet_count': 3405, 'listed_count': 2}","Here, There, Nowhere","{'description': {'hashtags': [{'start': 101, 'end': 110, 'tag': 'voteblue'}, {'start': 113, 'end': 120, 'tag': 'resist'}]}}"
36080637,False,きぃこ,"Theatergoer in Tokyo.  Ballet, dance, opera, Kabuki, Hamburg Ballet, Sascha Riabko, 片岡仁左衛門 and 中村勘九郎",ki_ko,https://t.co/0LA2xa0qQJ,False,https://pbs.twimg.com/profile_images/847458179344605184/B1jfXYDL_normal.jpg,1.4750800486550856e+18,"{'followers_count': 858, 'following_count': 1065, 'tweet_count': 87792, 'listed_count': 22}","Tokyo, Japan","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0LA2xa0qQJ', 'expanded_url': 'http://kikoworld.blog.fc2.com', 'display_url': 'kikoworld.blog.fc2.com'}]}}"
944962393,False,Alex,,Pettway__,,False,https://pbs.twimg.com/profile_images/1488702788376924171/qsUnl-ju_normal.jpg,,"{'followers_count': 259, 'following_count': 383, 'tweet_count': 30146, 'listed_count': 0}",,
1190428296518856704,False,黄金卿 ドリルエッチ,スキルドレイン発動下でも涼しい顔して破壊耐性を持つ者です。,9I1E9G7R7M4_01,,False,https://pbs.twimg.com/profile_images/1521091482119073792/eqhS2J6j_normal.jpg,1.5203717821374382e+18,"{'followers_count': 237, 'following_count': 151, 'tweet_count': 38354, 'listed_count': 0}",キヴォトスより愛を込めて,
1358490269306531840,False,the bardier🏹,🖇🍚🗞,bardierr,,False,https://pbs.twimg.com/profile_images/1429802891645231115/G230ZfQr_normal.jpg,1.476401636528509e+18,"{'followers_count': 3588, 'following_count': 1100, 'tweet_count': 17335, 'listed_count': 32}",she/her   ,
96761374,False,7alien 🕊-15㌔,21 壊死性筋膜炎 2型糖尿病 網膜症→翌2月💊無し(A1c 5.7)元 臨床検査業界人。🏫ボランティアで学習支援 支援級・放課後教室・校区活動etc. 息子手帳B ひろのぶ党UG Beatles 魚民 中居君 BTS(選ぶならホビペン) あつ森 DQウォーク👟猫バカ民💕 食事や血糖値 言葉ゲームツイ,7e313,,False,https://pbs.twimg.com/profile_images/1237909217039642625/M2UUepjX_normal.jpg,1.5145815953570734e+18,"{'followers_count': 229, 'following_count': 649, 'tweet_count': 10634, 'listed_count': 5}",粉もん文化圏,
2365964368,False,tony,,ChintuTony,https://t.co/B8Y40RZc71,False,https://pbs.twimg.com/profile_images/1507111377332326410/QLZASQBf_normal.jpg,,"{'followers_count': 255, 'following_count': 414, 'tweet_count': 6573, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/B8Y40RZc71', 'expanded_url': 'https://www.instagram.com/tonychintuwamala', 'display_url': 'instagram.com/tonychintuwama…'}]}}"
1242464283130134528,False,Raspberry_V@レッツシマウマ🐽🐰🎶🔥☔️ 💕,@Raspberry_5311のVtuberについて呟くアカウント。子豚です。,RaspberryV4,,False,https://pbs.twimg.com/profile_images/1345565992437522432/MqtXGeR6_normal.jpg,,"{'followers_count': 202, 'following_count': 683, 'tweet_count': 3876, 'listed_count': 10}",,"{'description': {'mentions': [{'start': 0, 'end': 15, 'username': 'Raspberry_5311'}]}}"
1052497092,False,えーちゃん🐶レバナスの犬⛄️ENTP,うるさい犬です。チームひよのんNo.7の犬です。みんな大好きです。🐶です。とてもうるさいです。ミュート推奨,eiichirou503,https://t.co/OCAMv8THlE,False,https://pbs.twimg.com/profile_images/1511730548183826433/szEgaQm5_normal.jpg,1.507635378685055e+18,"{'followers_count': 989, 'following_count': 1048, 'tweet_count': 55992, 'listed_count': 9}",他人の犬小屋,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OCAMv8THlE', 'expanded_url': 'https://comsa.io/account/ibojitarou', 'display_url': 'comsa.io/account/ibojit…'}]}}"
2988940734,False,N@TE! 🦍,"🇵🇭🇨🇳
Going Ape like Nigo",ABATHlNGNATE,,False,https://pbs.twimg.com/profile_images/1510404721525227521/6mz3XWzn_normal.jpg,8.830701517209682e+17,"{'followers_count': 225, 'following_count': 271, 'tweet_count': 13861, 'listed_count': 4}",Greed Island ,
883421666558320640,False,Y- 🔥🏒♥️ıʞɔıᴚ❤️🏒🔥,"Talents include stuffing whole Oreos in my mouth, tripping over nothing and choking on air. #NavyFootball💙💛#Flames❤️💛#Browns🤎🧡 #KeepPounding",rickinotricky,,False,https://pbs.twimg.com/profile_images/1508552970723598338/YezpjR44_normal.jpg,,"{'followers_count': 919, 'following_count': 1268, 'tweet_count': 21974, 'listed_count': 3}",Here not there,"{'description': {'hashtags': [{'start': 92, 'end': 105, 'tag': 'NavyFootball'}, {'start': 107, 'end': 114, 'tag': 'Flames'}, {'start': 117, 'end': 124, 'tag': 'Browns'}, {'start': 127, 'end': 140, 'tag': 'KeepPounding'}]}}"
365105604,False,Just Fi,💉💉💉,fee_bee_63,,False,https://pbs.twimg.com/profile_images/1162358306989576195/6PviUuDQ_normal.jpg,,"{'followers_count': 865, 'following_count': 327, 'tweet_count': 105917, 'listed_count': 2}",Australia,
139721136,False,とみながたけひろ,科学技術一般とフィギュアスケートを愛する物好きエンジニアです。エンジンはいじれませんが。LAME（mp3エンコーダでない何か、https://t.co/JGWDbDhhTu）のかなりの部分を書いてたりしました。既婚子有り1974年生まれメーカー勤務。呟きは個人のもので所属団体他に関係しません。アイコン写真はバンクーバー五輪観戦時のもの,takehiro_t,,False,https://pbs.twimg.com/profile_images/875395726/face_normal.jpg,,"{'followers_count': 1779, 'following_count': 925, 'tweet_count': 24006, 'listed_count': 65}","Ohta, Tokyo, Japan","{'description': {'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/JGWDbDhhTu', 'expanded_url': 'http://lame.sf.net', 'display_url': 'lame.sf.net'}]}}"
1153321847632650240,False,YAMZ,In my own little 🌎,yamzgalore,,False,https://pbs.twimg.com/profile_images/1416920437519491072/Rl6nzV2l_normal.jpg,1.503064520654209e+18,"{'followers_count': 54, 'following_count': 475, 'tweet_count': 4764, 'listed_count': 0}","Detroit, MI",
2226235435,False,EM,"A #latina who loves books, music, history and science. #StillWithHer #IStandWithPP #BidenHarris2020",razzleberry_e,,False,https://pbs.twimg.com/profile_images/1229237556547440641/erSORER5_normal.jpg,1.0200605136259891e+18,"{'followers_count': 829, 'following_count': 3660, 'tweet_count': 244124, 'listed_count': 44}",USA,"{'description': {'hashtags': [{'start': 2, 'end': 9, 'tag': 'latina'}, {'start': 55, 'end': 68, 'tag': 'StillWithHer'}, {'start': 69, 'end': 82, 'tag': 'IStandWithPP'}, {'start': 83, 'end': 99, 'tag': 'BidenHarris2020'}]}}"
1154257675485626368,False,Rockberto Bellic 🇺🇦,"Metalhead, animal lover, fan of In Space With U and Vintersea// In Space With U channel  ⬇️⬇️⬇️",RockbertoB,https://t.co/ur22lTvY6u,False,https://pbs.twimg.com/profile_images/1481809861700685828/SnT08VJj_normal.jpg,1.4661401316944568e+18,"{'followers_count': 65, 'following_count': 258, 'tweet_count': 3483, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ur22lTvY6u', 'expanded_url': 'https://m.youtube.com/channel/UC8hsVSn9e7Vq4fyB4qaor9w', 'display_url': 'm.youtube.com/channel/UC8hsV…'}]}}"
18302204,False,Genie Lauren,Creator • Anarchist • Kill your idols before I do it for you • Organizer of #BlackLibLit • Discord: MoreAndAgain#3554 • Instagram: MoreAndAgain,MoreAndAgain,https://t.co/UxrqCsbGZG,False,https://pbs.twimg.com/profile_images/1520110919304593408/Ln36nNt4_normal.jpg,1.2791560284714885e+18,"{'followers_count': 16547, 'following_count': 813, 'tweet_count': 776987, 'listed_count': 329}","The Bronx, NY","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UxrqCsbGZG', 'expanded_url': 'http://www.genielauren.com', 'display_url': 'genielauren.com'}]}, 'description': {'hashtags': [{'start': 76, 'end': 88, 'tag': 'BlackLibLit'}]}}"
14107634,False,ʕ•͡•ʔ,極東の国の薬学研究者。日々、怪しげな薬を探してます。 ザラメンバー261号。,hamayou,,False,https://pbs.twimg.com/profile_images/378800000467826511/878bb843a7386c7b87404458d88faa9b_normal.jpeg,,"{'followers_count': 399, 'following_count': 521, 'tweet_count': 56166, 'listed_count': 35}",さてはてふふーん,
105540600,False,黒ごま100%,くだらないこと大好き。音ゲーが好き。beatmaniaⅡDXのDPに手を出し始めました。D4DJ(グルミク)のセトリを毎週月曜22:00頃更新中。ゲームとか音楽が好き。プリキュアおじさん。最近涙もろい。,stopcock100,,False,https://pbs.twimg.com/profile_images/569797010996207616/AAeOMPld_normal.jpeg,1.5210994571435254e+18,"{'followers_count': 268, 'following_count': 834, 'tweet_count': 65134, 'listed_count': 9}",,
1212944083133460480,False,weloveyou,,welovey88160447,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"{'followers_count': 3, 'following_count': 27, 'tweet_count': 81, 'listed_count': 0}",,
118711987,False,西村 備山 (Βυζάν Νισιμούρα),組込み系なんでも屋。ロボットとか魔改造ミニ四駆とかWiFi化ラジコン戦車とか作ってます。,lipoyang,https://t.co/PpQZFxZCbH,False,https://pbs.twimg.com/profile_images/1022844838641786881/4LOn5SWu_normal.jpg,1.4544161102965842e+18,"{'followers_count': 1129, 'following_count': 614, 'tweet_count': 39152, 'listed_count': 53}",奈良,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PpQZFxZCbH', 'expanded_url': 'http://lipoyang.net', 'display_url': 'lipoyang.net'}]}}"
1135210122056089600,False,임임,assert,eeemeemeee,,False,https://pbs.twimg.com/profile_images/1398647340982960133/yalHgT1a_normal.jpg,1.22434567056529e+18,"{'followers_count': 7, 'following_count': 148, 'tweet_count': 6185, 'listed_count': 0}",,
2825492065,False,Taty🙃🙃🙃🙃🙃,Pauliter desde siempre y para siempre. Soy fan de todo lo que se puede ser fan y a veces con eso la paso mal {fan account},tatun_pyp,,False,https://pbs.twimg.com/profile_images/1351255784915677185/QK91H2DF_normal.jpg,1.3411829581542482e+18,"{'followers_count': 452, 'following_count': 876, 'tweet_count': 34045, 'listed_count': 1}",,
2787702229,False,FoolChand త్రిపాఠి,Amateur runner and a sports enthusiast.Manchild masked-up as an Adult.👶,SaiAngara,,False,https://pbs.twimg.com/profile_images/1260874686621036546/EgLmIn5Z_normal.jpg,,"{'followers_count': 102, 'following_count': 451, 'tweet_count': 504, 'listed_count': 0}","चेन्नई, भारत",
1275422617327923200,False,コイチ,2021中学受験終了。部分的まだらグレー凹凸次男の中高一貫校生活と兄と妹の徒然なる日々。,kouhaku_manju_,,False,https://pbs.twimg.com/profile_images/1359324622513082369/7lBH-jKE_normal.jpg,,"{'followers_count': 168, 'following_count': 118, 'tweet_count': 3415, 'listed_count': 2}",,
1443263152859328512,False,Tracy 💙🇺🇦 🌻,"Clinical research practitioner by day.  Reading, true crime, cuddling dog, tee total 💙 podcasts by night. 📖🐶😎🥼🗂️🧬🔬💉🚫NO DM'S🚫",Sadiesmam,,False,https://pbs.twimg.com/profile_images/1521955961858138113/0Dvg9lv4_normal.jpg,1.5160786998205071e+18,"{'followers_count': 1188, 'following_count': 2312, 'tweet_count': 5326, 'listed_count': 0}","Ashington, England",
74773634,False,K K Kailash,Department of Political Science,kailashkk,,False,https://pbs.twimg.com/profile_images/1496532450683412483/U2VfuByA_normal.jpg,,"{'followers_count': 1670, 'following_count': 1003, 'tweet_count': 2710, 'listed_count': 16}",University of Hyderabad,
160955021,False,Coach Mironda N. Scott,"USATF Level II (Jumps and Sprints) • Mom • Teacher • XC/TF Coach • SCSU🐶 • UofSC🐓• 🏃🏽‍♀️Runner • “If you are too afraid to lose, you weren’t built to win”",EducatorMNS,https://t.co/wD9DB3XXXk,False,https://pbs.twimg.com/profile_images/1494413943779082245/a9PHm8mg_normal.jpg,1.1208164394081894e+18,"{'followers_count': 2170, 'following_count': 2233, 'tweet_count': 41785, 'listed_count': 11}","Columbia, SC ","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wD9DB3XXXk', 'expanded_url': 'http://www.bionicsportsperformance.com', 'display_url': 'bionicsportsperformance.com'}]}}"
833103065389662208,False,Snow Black,,snowblack164,,False,https://pbs.twimg.com/profile_images/1265296399786299394/RYeOCcwU_normal.jpg,,"{'followers_count': 149, 'following_count': 373, 'tweet_count': 11544, 'listed_count': 4}",,
813417041394880512,False,Dame Sweet but Psycho…😷 #FBPE,"Cricket lover that happens to be a raging anti-Tory. Racists, anti-vaxxers and anti-maskers will be blocked!#JohnsonOut #ToriesOut",CarrollJackie99,,False,https://pbs.twimg.com/profile_images/1521634245676081152/BekSecMT_normal.jpg,1.4773956181339054e+18,"{'followers_count': 10915, 'following_count': 10978, 'tweet_count': 54547, 'listed_count': 0}",Somerset,"{'description': {'hashtags': [{'start': 108, 'end': 119, 'tag': 'JohnsonOut'}, {'start': 120, 'end': 130, 'tag': 'ToriesOut'}]}}"
45228923,False,BL Smith,"I work as a Technical Team Lead for a large consulting company.  I've been practicing Ashtanga yoga for 7 or more years.   I like movies, reading, & travel.",BLSmith_ns,,False,https://pbs.twimg.com/profile_images/277570525/Pink_Panther_normal.jpg,,"{'followers_count': 21, 'following_count': 204, 'tweet_count': 117, 'listed_count': 0}","Halifax, NS",
52282525,False,CS,,c3als,,False,https://pbs.twimg.com/profile_images/1369487973096513545/g2-OGkAl_normal.jpg,,"{'followers_count': 20, 'following_count': 102, 'tweet_count': 367, 'listed_count': 1}",,
15693279,False,Lorna T,,LornaKillie,,False,https://pbs.twimg.com/profile_images/1457117444712062979/CcmpDipr_normal.jpg,1.0532728620129894e+18,"{'followers_count': 507, 'following_count': 2517, 'tweet_count': 1738, 'listed_count': 2}","Glasgow, Scotland",
286312017,False,Willie Jones,Home is where the WiFi automatically connects,2trainJones,,False,https://pbs.twimg.com/profile_images/1229226857171738624/IzKa2Qgo_normal.jpg,,"{'followers_count': 275, 'following_count': 1216, 'tweet_count': 22557, 'listed_count': 9}","Brooklyn, NY",
130566466,False,櫻瑞恵,ラケット持って歌って踊る若手俳優たちを愛でたり、レールの上を主に電気で走る金属の箱を愛でたりしてます。審神者と特務司書を兼業中。ＴＲＰＧに舞い戻って約９年。フォローとかご自由にどぞ。ただし腐女子なので、自己責任でお願いします。鍵つき→ @KS_sakura_35　進撃ネタバレ用→@sakura_AoT,sakura_mizue,https://t.co/BIV54VNzHO,False,https://pbs.twimg.com/profile_images/1073147589/NEC_0011_normal.JPG,1.4315692526543462e+18,"{'followers_count': 263, 'following_count': 116, 'tweet_count': 180332, 'listed_count': 10}",心はいつも京成に。誇りを持って。,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BIV54VNzHO', 'expanded_url': 'https://togetter.com/id/sakura_mizue', 'display_url': 'togetter.com/id/sakura_mizue'}]}, 'description': {'mentions': [{'start': 118, 'end': 131, 'username': 'KS_sakura_35'}, {'start': 140, 'end': 151, 'username': 'sakura_AoT'}]}}"
18583019,False,yuki.MOANA,心の動くままに。／Sta.Moana 施術者。アクセスバーズ講師。アートギャラリースタッフ。猫と暮らす画家の妻。／ヘッダー画像：AORAKI #hss型 #hsp #エンパス気質 #かんたん健康ハッピー,ykmoana,,False,https://pbs.twimg.com/profile_images/1018771745396801536/I52mT7bu_normal.jpg,,"{'followers_count': 818, 'following_count': 1349, 'tweet_count': 82719, 'listed_count': 41}",神奈川県藤沢市,"{'description': {'hashtags': [{'start': 71, 'end': 76, 'tag': 'hss型'}, {'start': 77, 'end': 81, 'tag': 'hsp'}, {'start': 82, 'end': 89, 'tag': 'エンパス気質'}, {'start': 90, 'end': 101, 'tag': 'かんたん健康ハッピー'}]}}"
1480032197826465792,False,Jonathan Avis,My mental health battles are going to end one way. I’m not gonna win!😭🕊 rest in peace me😭 coyr🔴⚪️ (Charlton),Avis3Jonathan,,False,https://pbs.twimg.com/profile_images/1521403245255708673/K-oM7dmx_normal.jpg,1.5168033878364815e+18,"{'followers_count': 135, 'following_count': 223, 'tweet_count': 15546, 'listed_count': 0}",,
2282649141,False,andrea ☆,⋒ women on stage and screen,messykindbway,,False,https://pbs.twimg.com/profile_images/1468322762230046727/Hk2JCNBv_normal.jpg,1.257735709181522e+18,"{'followers_count': 1303, 'following_count': 348, 'tweet_count': 68399, 'listed_count': 59}",21! she/her,
860403037,False,Teresa Dal Santo,,tdalsa,,False,https://pbs.twimg.com/profile_images/1392826020659560467/-3oBfh5F_normal.jpg,,"{'followers_count': 162, 'following_count': 416, 'tweet_count': 1962, 'listed_count': 0}",,
174693779,False,Mambembe,"Siempre, en la vida, sin jugar fui perdedor. Pero tengo a #RacingRacingQuerido",pucho36,https://t.co/3c6kjrceoQ,False,https://pbs.twimg.com/profile_images/1446891423916232709/KLGcwRcY_normal.jpg,1.4913465414075187e+18,"{'followers_count': 95, 'following_count': 430, 'tweet_count': 14416, 'listed_count': 4}",Tigre,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3c6kjrceoQ', 'expanded_url': 'https://www.facebook.com/black.party92', 'display_url': 'facebook.com/black.party92'}]}, 'description': {'hashtags': [{'start': 58, 'end': 78, 'tag': 'RacingRacingQuerido'}]}}"
1686356328,False,Marc Bandelian,,fightervice,,False,https://pbs.twimg.com/profile_images/378800000330102056/11aed2f207e348c4fef56a277b1c18e5_normal.jpeg,,"{'followers_count': 12, 'following_count': 30, 'tweet_count': 147, 'listed_count': 0}",,
131578909,False,Lady Aniuska De Clona🌱 🏳️‍🌈💚💜,"-Yo soy yo y mi circunstancia, sino la salvo a ella no me salvo yo-   
Ortega y Gasset


Soy una Lady sin Glamour




#ProudToBiPan
@LikeHomeUy",AniuskaLady,https://t.co/XKAyPQCRw1,False,https://pbs.twimg.com/profile_images/1513329877612699654/uRi_9BzZ_normal.jpg,1.4777007080696136e+18,"{'followers_count': 3086, 'following_count': 1475, 'tweet_count': 131577, 'listed_count': 16}",Volando por ahí,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XKAyPQCRw1', 'expanded_url': 'https://youtu.be/6NXnxTNIWkc', 'display_url': 'youtu.be/6NXnxTNIWkc'}]}, 'description': {'hashtags': [{'start': 118, 'end': 131, 'tag': 'ProudToBiPan'}], 'mentions': [{'start': 132, 'end': 143, 'username': 'LikeHomeUy'}]}}"
1436552495141060608,False,878,ネタバレから今日の晩御飯までよりどりみどりのいいとこどり,878isNoFlying,,False,https://pbs.twimg.com/profile_images/1508805738168266752/_S0TPwS9_normal.jpg,1.488155477544702e+18,"{'followers_count': 18, 'following_count': 4, 'tweet_count': 1851, 'listed_count': 0}",,
198365472,False,温泉太郎,３ＤＣＧ的なアレをアレしておったりおらなかったりしております。,onsen80,,False,https://pbs.twimg.com/profile_images/1352965692/deron_twi_normal.jpg,,"{'followers_count': 276, 'following_count': 1346, 'tweet_count': 37911, 'listed_count': 6}",東京の西の方,
143337189,False,えむぞう🇰🇿🌷,2匹の猫にかしずく日々の由無しごとを雑多な趣味(ラルク・TETSUYA･西川貴教・安藤美姫・Johnny Weir 髙橋大輔etc...・最近はBBCドラマ『SHERLOCK』とその主演俳優とか)にひっからめてつぶやいたりつぶやかなかったりします。2017/12/29主さま🌈。ハイカーだよ。,zoulist,,False,https://pbs.twimg.com/profile_images/1129362648/SN3302910001_normal.jpg,9.502896339292529e+17,"{'followers_count': 112, 'following_count': 231, 'tweet_count': 29967, 'listed_count': 19}",Japan,
