,id,name,public_metrics,url,description,profile_image_url,protected,username,verified,entities,location,pinned_tweet_id
18,85112675,Ambrol,"{'followers_count': 137, 'following_count': 128, 'tweet_count': 1444, 'listed_count': 2}",,WE ARE X!!!!!,https://pbs.twimg.com/profile_images/1554385906/me_vs_yocchi_normal.jpg,False,am_brol,False,,earth,
19,1191474025081556993,JJ Hershey,"{'followers_count': 350, 'following_count': 358, 'tweet_count': 10532, 'listed_count': 1}",https://t.co/rbq3WVjW5H,Author/Songwriter/Rare Democrat Gun Owner who supports the 2nd Amendment and not the NRA. If you need an AR-15 to hunt you suck as a hunter.,https://pbs.twimg.com/profile_images/1403476144565927936/s6ItpBD4_normal.jpg,False,hershey_jj,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rbq3WVjW5H', 'expanded_url': 'http://www.jjhershey.com', 'display_url': 'jjhershey.com'}]}}",New Jersey,1361360596713811977
20,2915866994,ゆーき,"{'followers_count': 43, 'following_count': 42, 'tweet_count': 938, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/1374369397595205643/BbnMZkX0_normal.jpg,False,yuuki_37k,False,,倉敷市,1306465123314229248
21,121105136,ふぅちゃん,"{'followers_count': 11, 'following_count': 50, 'tweet_count': 37, 'listed_count': 0}",,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,fu_chan_,False,,,
22,134722282,た…たま,"{'followers_count': 254, 'following_count': 389, 'tweet_count': 18622, 'listed_count': 5}",,煮込みたい,https://pbs.twimg.com/profile_images/808662880765681666/m9QjfylG_normal.jpg,False,40tama,False,,,
23,43569956,Elvis D.,"{'followers_count': 765, 'following_count': 263, 'tweet_count': 11745, 'listed_count': 26}",https://t.co/o8NIPGBwoM,Filmmaker. Screenwriter. YouTuber. Sundance Film Festival alumnus. Berlinale Talent Campus Script Lab 2006.,https://pbs.twimg.com/profile_images/1424690730673475593/GsBwno3S_normal.jpg,False,thrillpill,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o8NIPGBwoM', 'expanded_url': 'https://youtube.com/playlist?list=PL6X7jWzOGLCLP_vid_7PEby9Uwkqt3YuK', 'display_url': 'youtube.com/playlist?list=…'}]}}",Mumbai,1522411924255907840
24,1519432382121656321,Martha Andrews,"{'followers_count': 55, 'following_count': 55, 'tweet_count': 197, 'listed_count': 0}",,Proud mom | Happily married to a military | Republican | God First then my family,https://pbs.twimg.com/profile_images/1519432516242968577/GA1YuyaO_normal.jpg,False,MarthaA02482400,False,,"Texas, USA",
25,598397072,ศศว.กับมัมหมี🐕🌱,"{'followers_count': 159, 'following_count': 109, 'tweet_count': 45551, 'listed_count': 2}",https://t.co/KHYDpKbnKa,I sometimes miss that giddy optimism. #豆原一成 #PhukkhomBNK48,https://pbs.twimg.com/profile_images/1521738006872604673/y2XlKZlf_normal.jpg,False,katanokun,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KHYDpKbnKa', 'expanded_url': 'https://katanokun.wordpress.com/', 'display_url': 'katanokun.wordpress.com'}]}, 'description': {'hashtags': [{'start': 38, 'end': 43, 'tag': '豆原一成'}, {'start': 44, 'end': 58, 'tag': 'PhukkhomBNK48'}]}}",,1430349535541297153
26,218036653,Kiweda Shanée Davis,"{'followers_count': 143, 'following_count': 92, 'tweet_count': 6429, 'listed_count': 0}",,"Live, love, laugh :)",https://pbs.twimg.com/profile_images/487662544752869376/xwglR5k9_normal.jpeg,False,KiwedaDavis,False,,New York,1323681194706378753
27,3311926928,jaden!,"{'followers_count': 644, 'following_count': 617, 'tweet_count': 9174, 'listed_count': 3}",,top 0.01% of @suns fans,https://pbs.twimg.com/profile_images/1522027381355032576/Vc0OERdn_normal.jpg,False,jadenerschen,False,"{'description': {'mentions': [{'start': 13, 'end': 18, 'username': 'suns'}]}}",RIP XXXTentacion💔,1008835055370682368
28,121498194,Saikat Banerjee,"{'followers_count': 43, 'following_count': 97, 'tweet_count': 145, 'listed_count': 0}",,need to think of something,https://pbs.twimg.com/profile_images/1517579227339534337/O5_lj13k_normal.jpg,False,hi_saikat,False,,"Chennai, Bangalore, Confused",
29,994623817484943360,Agastya Singh,"{'followers_count': 19, 'following_count': 546, 'tweet_count': 588, 'listed_count': 1}",,a common man sharing very  own opinion.,https://pbs.twimg.com/profile_images/1187923608753987586/_31YayOn_normal.jpg,False,AgastyaSingh11,False,,"Pune, India",
30,18660199,"Love, Barry 🏳️‍🌈","{'followers_count': 1443, 'following_count': 4105, 'tweet_count': 27209, 'listed_count': 60}",https://t.co/pgvtZFEo4S,"Proud gay man, happily married, out to change the world for the better! Follow me here, Facebook and IG! (he/him/his) 🏳️‍🌈👬👨‍❤️‍💋‍👨🌈❤️🧡💛💚💙💜",https://pbs.twimg.com/profile_images/1411726115094380546/DyoOpG2M_normal.jpg,False,JoesBrat67,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pgvtZFEo4S', 'expanded_url': 'http://www.facebook.com/JoesBrat67', 'display_url': 'facebook.com/JoesBrat67'}]}}","Somersworth, NH",1503867854969524224
31,1078734594,Pawan Kakumanu,"{'followers_count': 83, 'following_count': 243, 'tweet_count': 576, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/609818760766058497/mJ83Jcob_normal.jpg,False,PawanKakumanu,False,,"Mumbai, India",
32,1022206509067980800,²⁴,"{'followers_count': 3552, 'following_count': 2585, 'tweet_count': 31010, 'listed_count': 15}",https://t.co/WiBuEN57JW,@ChelseaFC 💙⭐️⭐️- 𝙍𝙚𝙚𝙘𝙚 𝙅𝙖𝙢𝙚𝙨 𝙨𝙩𝙖𝙣 - @ChelsPicsHQ - @F1PicsHQ - @AmaanPriv,https://pbs.twimg.com/profile_images/1520050364749393921/U6okT_S0_normal.jpg,False,CFC_Amaan,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WiBuEN57JW', 'expanded_url': 'https://www.instagram.com/ChelsPicsHQ/', 'display_url': 'instagram.com/ChelsPicsHQ/'}]}, 'description': {'mentions': [{'start': 0, 'end': 10, 'username': 'ChelseaFC'}, {'start': 37, 'end': 49, 'username': 'ChelsPicsHQ'}, {'start': 52, 'end': 61, 'username': 'F1PicsHQ'}, {'start': 64, 'end': 74, 'username': 'AmaanPriv'}]}}","Stamford Bridge, England",1281143886753259520
33,230480707,うみすけ,"{'followers_count': 291, 'following_count': 229, 'tweet_count': 27408, 'listed_count': 20}",,,https://pbs.twimg.com/profile_images/493802672458584064/Fn2UULHB_normal.jpeg,False,umiske,False,,,
34,108241432,Jyothi Joshi #SaveSoil,"{'followers_count': 625, 'following_count': 556, 'tweet_count': 2959, 'listed_count': 1}",,English language and Certified IELTS trainer.,https://pbs.twimg.com/profile_images/1248652540989734912/x6QmBoa0_normal.jpg,False,jyothi_js,False,,"Bengaluru, India",
35,12284322,doxzilla,"{'followers_count': 162, 'following_count': 726, 'tweet_count': 2991, 'listed_count': 6}",https://t.co/y3Y3bAxvkZ,"80s kid, Occasional Content Creator, Occasional Cosplayer, and all-around cool dude.",https://pbs.twimg.com/profile_images/1044719107780866048/K1rLfO44_normal.jpg,False,doxzillaIRL,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/y3Y3bAxvkZ', 'expanded_url': 'https://campsite.bio/doxzilla', 'display_url': 'campsite.bio/doxzilla'}]}}","Montgomery, AL",
36,1077163160707129344,そばかん,"{'followers_count': 270, 'following_count': 575, 'tweet_count': 31898, 'listed_count': 0}",https://t.co/KKGMYiVVVd,強い気持ち・強いはるな愛,https://pbs.twimg.com/profile_images/1518891951981953024/xMEpnHQj_normal.jpg,False,second_seiro,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KKGMYiVVVd', 'expanded_url': 'https://second-seiro.blog.jp/', 'display_url': 'second-seiro.blog.jp'}]}}",,1506278916461580288
37,624142546,GingerSnaps,"{'followers_count': 223, 'following_count': 452, 'tweet_count': 7034, 'listed_count': 2}",,☀️:♒️🌙: ♊️ ↗️: ♈️ •D(M)V •🏳️‍🌈🥰🏳️‍🌈🥰 •find me on IG _gordita_bonita,https://pbs.twimg.com/profile_images/1483543131656175617/64QjhoLo_normal.jpg,False,_gordita_bonita,False,,,
38,1069474317858164736,Cool Symbols,"{'followers_count': 114, 'following_count': 62, 'tweet_count': 1973, 'listed_count': 1}",https://t.co/950Bz78tcN,Copy and paste cool symbols *+:｡.｡ •·.·''·.·• ·˚ ༘₊· ͟͟͞͞꒰➳ * ˚ ✦ ೄྀ࿐ ˊˎ- . . . .  . . . . .,https://pbs.twimg.com/profile_images/1496689428168798208/zElRMt0a_normal.png,False,coolsymbols_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/950Bz78tcN', 'expanded_url': 'https://www.coolsymbols.io', 'display_url': 'coolsymbols.io'}]}}",United States,
39,146472036,ぜくぅ,"{'followers_count': 811, 'following_count': 740, 'tweet_count': 282415, 'listed_count': 24}",https://t.co/x8Fq8083oP,ゲーム、アニメ、漫画、小説、映画、旅、カメラ、阪神、グルメ(料理・店)、ファッション等の多趣味垢です ※一人称あたしですが男性です（オネエキャラでもないです）😘 最近FF14復帰中,https://pbs.twimg.com/profile_images/948130814465732608/gABpuCnK_normal.jpg,False,ZEKU_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x8Fq8083oP', 'expanded_url': 'http://zeku77.blog133.fc2.com/', 'display_url': 'zeku77.blog133.fc2.com'}]}}",,
40,733646964,SFM,"{'followers_count': 7231, 'following_count': 111, 'tweet_count': 12674, 'listed_count': 50}",http://t.co/Yvqc1BEmAI,The Scottish Football Monitor will critically assess and hold the Scottish mainstream media (a microcosm of the wider media) to account and to question.,https://pbs.twimg.com/profile_images/983773071931838464/tnR4V6y1_normal.jpg,False,TheSFMonitor,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/Yvqc1BEmAI', 'expanded_url': 'http://www.sfm.scot', 'display_url': 'sfm.scot'}]}}",West of Scotland,
41,61062166,ベトナムの達人🇻🇳,"{'followers_count': 4325, 'following_count': 974, 'tweet_count': 42885, 'listed_count': 87}",https://t.co/ghw0Dpg5ON,#サイゴン(#ホーチミン市)在住25年 #ハノイ 2年/#ベトナム語 /#アパレル 生産・調達/詳細は https://t.co/mtgEJ9sQCs /#ドリアン/#フーコック/伝説のクイズ王(@FortMcHenry1989)/#ベトナム の今を呟く,https://pbs.twimg.com/profile_images/1293897149080510464/TQkEfMXc_normal.jpg,False,saigon1995,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ghw0Dpg5ON', 'expanded_url': 'http://html.co.jp/saigon1995', 'display_url': 'html.co.jp/saigon1995'}]}, 'description': {'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/mtgEJ9sQCs', 'expanded_url': 'http://bit.ly/2Mz4Q8e', 'display_url': 'bit.ly/2Mz4Q8e'}], 'hashtags': [{'start': 0, 'end': 5, 'tag': 'サイゴン'}, {'start': 6, 'end': 13, 'tag': 'ホーチミン市'}, {'start': 20, 'end': 24, 'tag': 'ハノイ'}, {'start': 28, 'end': 34, 'tag': 'ベトナム語'}, {'start': 36, 'end': 41, 'tag': 'アパレル'}, {'start': 77, 'end': 82, 'tag': 'ドリアン'}, {'start': 83, 'end': 89, 'tag': 'フーコック'}, {'start': 116, 'end': 121, 'tag': 'ベトナム'}], 'mentions': [{'start': 98, 'end': 114, 'username': 'FortMcHenry1989'}]}}",HCMC,
42,28410666,𝒯𝓇𝒶𝒸𝓉𝑜𝓇𝑔𝒾𝓇𝓁𝓎 🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿🚜,"{'followers_count': 14007, 'following_count': 10609, 'tweet_count': 37509, 'listed_count': 8}",,"Alleged troll according to Mhairi Hunter, So called “Daft Tory Boot, Yoon Boot & Tory Scum”, Anti SNP/FBPE #sailing #brexit #proudyoon #womenwontwheesht.",https://pbs.twimg.com/profile_images/1476845597827162113/gAgGr65m_normal.jpg,False,tractorgirly,False,"{'description': {'hashtags': [{'start': 107, 'end': 115, 'tag': 'sailing'}, {'start': 116, 'end': 123, 'tag': 'brexit'}, {'start': 124, 'end': 134, 'tag': 'proudyoon'}, {'start': 135, 'end': 152, 'tag': 'womenwontwheesht'}]}}",Ecosse,1351267433361907716
43,2597900766,fer ne',"{'followers_count': 887, 'following_count': 605, 'tweet_count': 33034, 'listed_count': 5}",,,https://pbs.twimg.com/profile_images/1465657315370151942/O4c7CEC__normal.jpg,False,Fer_Olivera3,False,,"San Ignacio, Misiones",
44,80886563,Satoshi Watanabe,"{'followers_count': 1048, 'following_count': 925, 'tweet_count': 25591, 'listed_count': 45}",https://t.co/B8ksrT746S,まじめなエンジニア、まじめにエンジニア。プロダクト作り好きなソフトウェアエンジニアです。フロントエンド寄り。趣味は写真撮影と読書。モノノフ。Browser/Android/HTML5/SVG/JavaScript/cordova/Angular/Python/スマートスピーカー,https://pbs.twimg.com/profile_images/1404090925278629889/rItnOJ29_normal.jpg,False,sassy_watson,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/B8ksrT746S', 'expanded_url': 'http://about.me/sassy_watson', 'display_url': 'about.me/sassy_watson'}]}}",,920116608671956992
45,1475212960058712064,beybey,"{'followers_count': 3, 'following_count': 44, 'tweet_count': 141, 'listed_count': 0}",,reader 📖,https://pbs.twimg.com/profile_images/1475215149804187648/7N8kiJIB_normal.jpg,False,beybeylovey,False,,space,1485805617340059653
46,4882635989,juanpa ( . ) ( . ),"{'followers_count': 171, 'following_count': 248, 'tweet_count': 5124, 'listed_count': 0}",,"Young, broke & fabulous",https://pbs.twimg.com/profile_images/1504086387066347526/lg3P_gIg_normal.jpg,False,juanpajimper,False,,"Barcelona, España",1155638995184947210
47,1375219137299943430,いゆじ,"{'followers_count': 168, 'following_count': 163, 'tweet_count': 124, 'listed_count': 1}",,OPU 新B2 電シス,https://pbs.twimg.com/profile_images/1375220390255947776/BtSi44DQ_normal.jpg,False,yuidfy,False,,,1375220698008850435
48,3039525427,おしめぇのこっ(・ヮ・)きぃ　100*17　500*8,"{'followers_count': 164, 'following_count': 240, 'tweet_count': 84831, 'listed_count': 29}",https://t.co/N65eePaMZ8,コウのクトゥルフ垢。土日祝休みな成人。CoC6版/ビギドル男/inSANe 🥞【卓環境:discord/ココフォリア/Tekey ボイセ/テキセ】🥞 自重しない垢【@kou_pancake】🥞7版は卓機会が出来た時に購入( ˙꒳˙ ),https://pbs.twimg.com/profile_images/1509938631523565572/D12Rj84U_normal.jpg,False,kou_CoCTL,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/N65eePaMZ8', 'expanded_url': 'https://giftee.com/u/kou_coctl?show_popup=renewal', 'display_url': 'giftee.com/u/kou_coctl?sh…'}]}, 'description': {'mentions': [{'start': 82, 'end': 94, 'username': 'kou_pancake'}]}}",新規:長期→6月~OK、短期突発→5月~OK,1512212159669112834
49,275445394,ぼく,"{'followers_count': 744, 'following_count': 948, 'tweet_count': 49795, 'listed_count': 15}",,やることにしか人生の答えはない,https://pbs.twimg.com/profile_images/1485088937614147585/b8czHxf8_normal.jpg,False,Tire9a,False,,,1451752953300226062
50,111593161,けろ,"{'followers_count': 1054, 'following_count': 1405, 'tweet_count': 21014, 'listed_count': 54}",,"酒とサッカーとラーメンの日々


アビスパ福岡/ライジングゼファーフクオカ/高宮中学校サッカー部/Rsunz Jr./ボルクバレット北九州　応援してます。",https://pbs.twimg.com/profile_images/545216368107220992/6gf4lYX2_normal.jpeg,False,kerolino,False,,福岡市,
51,1089639472252309504,🌹,"{'followers_count': 27, 'following_count': 126, 'tweet_count': 8102, 'listed_count': 1}",,,https://pbs.twimg.com/profile_images/1509476415317716997/yeggZx9z_normal.jpg,False,IrenesFirst,False,,"She/her, 21",
52,166721009,ねむ(10辛),"{'followers_count': 32, 'following_count': 39, 'tweet_count': 25697, 'listed_count': 0}",,あいこんへっだー：あーちゃん,https://pbs.twimg.com/profile_images/1520703083763748865/xuSO3q91_normal.jpg,False,unounochua,False,,はかちぇ,
53,919748119364907010,Kawita Bapat,"{'followers_count': 468, 'following_count': 132, 'tweet_count': 2467, 'listed_count': 3}",https://t.co/zblKdORFD6,"Free soul ,own my world practising obgyn 32 years MD Bapat hospital Indore one day hysterectomy specialist VP FOGSI founder NGO Rajabai welfare society",https://pbs.twimg.com/profile_images/1324913355975430145/B-XhE9v6_normal.jpg,False,BapatKawita,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zblKdORFD6', 'expanded_url': 'http://www.onegynae.com', 'display_url': 'onegynae.com'}]}}","Indore, India",1287370872307642368
54,1317360475525410817,とんかつの端＜れ,"{'followers_count': 209, 'following_count': 193, 'tweet_count': 18285, 'listed_count': 2}",,"03line 𝙼𝚞𝚜𝚒𝚌,𝙼𝚘𝚟𝚒𝚎,𝙱𝚒𝚔𝚎,𝙶𝚊𝚍𝚐𝚎𝚝…",https://pbs.twimg.com/profile_images/1469876571443892225/caZg6sEd_normal.jpg,False,EitoTonkatsu,False,,"Tauranga City, New Zealand",1498954754688708612
55,151387015,Radhakrishnan,"{'followers_count': 417, 'following_count': 433, 'tweet_count': 2862, 'listed_count': 4}",,,https://pbs.twimg.com/profile_images/894656241904910336/nhxEbGlZ_normal.jpg,False,rakihears,False,,,
56,198787452,บ้างมั้ย,"{'followers_count': 189, 'following_count': 243, 'tweet_count': 172633, 'listed_count': 0}",,me as a person who can't do anything the same anymore.,https://pbs.twimg.com/profile_images/1468279669585629185/sz061_Ky_normal.jpg,False,aye_ssss,False,,,1449125282409943040
57,1267497479760560130,emma ♡,"{'followers_count': 260, 'following_count': 402, 'tweet_count': 30463, 'listed_count': 7}",,,https://pbs.twimg.com/profile_images/1499595011721076737/XQi3YWcR_normal.jpg,False,turdly_furgison,False,,they/them,1386162940563259402
58,191716222,Phillip Raso,"{'followers_count': 582, 'following_count': 1639, 'tweet_count': 4074, 'listed_count': 10}",http://t.co/6IIinDv75I,"Parramatta and Eel For Life member who lives in Wollongong, Hawthorn fan in the afl, cricket, tennis, love my music particularly Jimmy Barnes and Cold Chisel",https://pbs.twimg.com/profile_images/1467009365001396224/aPYgbYXc_normal.jpg,False,Phileel,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/6IIinDv75I', 'expanded_url': 'http://wefollow.com/Phileel', 'display_url': 'wefollow.com/Phileel'}]}}",Australia,
59,103499843,Shashwot Paudel,"{'followers_count': 178, 'following_count': 585, 'tweet_count': 68, 'listed_count': 1}",,⬅️way,https://pbs.twimg.com/profile_images/378800000465031874/32ce58f64a9a0da12b663d595fa973c3_normal.jpeg,False,shashwotpaudel,False,,,
60,19126001,Karen Crowther,"{'followers_count': 328, 'following_count': 841, 'tweet_count': 3955, 'listed_count': 14}",https://t.co/db4XIbEuge,"Mother of two, wife of a Welshman, love crochet, knitting and crafting in general as well as a bit of baking and photography...work in radio...",https://pbs.twimg.com/profile_images/1338164236032348161/kjcnz1_H_normal.jpg,False,karenecrowther_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/db4XIbEuge', 'expanded_url': 'http://www.karencrowther.co.uk', 'display_url': 'karencrowther.co.uk'}]}}","Reading, England",
