id,name,protected,url,verified,public_metrics,description,profile_image_url,pinned_tweet_id,username,entities,location
1292319508099604480,celine ⋈ ♡,False,https://t.co/mHejCJvhGh,False,"{'followers_count': 768, 'following_count': 696, 'tweet_count': 11189, 'listed_count': 8}",she/her • 21 • minors look away 🔞 | currently taking breaks from feminism for yoo kihyun (backup: @hamjibebe),https://pbs.twimg.com/profile_images/1509833982414057473/SaSMngRv_normal.jpg,1.5028096835640525e+18,hamkibebe,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mHejCJvhGh', 'expanded_url': 'http://seventhirtyam.carrd.co', 'display_url': 'seventhirtyam.carrd.co'}]}, 'description': {'mentions': [{'start': 98, 'end': 108, 'username': 'hamjibebe'}]}}",read carrd byf →
1245480663102279680,ゆむる,False,,False,"{'followers_count': 10, 'following_count': 67, 'tweet_count': 8857, 'listed_count': 0}","それでもあなたが笑わなきゃ 僕は悲しいや/ 
i→ぷりん(@onigiri3141592)",https://pbs.twimg.com/profile_images/1431430299418693634/jxxcq0w-_normal.jpg,1.4103685575657103e+18,yumururu,"{'description': {'mentions': [{'start': 29, 'end': 44, 'username': 'onigiri3141592'}]}}",イスの上
1519018104910716928,Cool B,False,,False,"{'followers_count': 2, 'following_count': 16, 'tweet_count': 22, 'listed_count': 0}","Beets, birds, bad (and good) tv",https://pbs.twimg.com/profile_images/1519019948621934595/VEFewaET_normal.jpg,,coolbird82,,
94123823,Chris Daniel,False,https://t.co/ojppEqfDlX,False,"{'followers_count': 3003, 'following_count': 3638, 'tweet_count': 5465, 'listed_count': 39}",Fmr. Harris County District Clerk. I ran the court system for the largest county in Texas (which includes Houston). engineer. lawyer. native Houstonian,https://pbs.twimg.com/profile_images/1060127951059107841/sDT9Wq6w_normal.jpg,,texasdaniel,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ojppEqfDlX', 'expanded_url': 'http://www.chrisdaniel.org', 'display_url': 'chrisdaniel.org'}]}}","Houston, TX"
348666120,Robert Coté,False,https://t.co/CHqrnpYg3D,False,"{'followers_count': 271, 'following_count': 3231, 'tweet_count': 1106, 'listed_count': 3}","Golf Aficionado, Casino dealer, Poker player , Movie expert .Cooking Master . Daddy , Friend , Son !!",https://pbs.twimg.com/profile_images/1483137365300465666/UZIIi2Yv_normal.jpg,,greygoose63,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CHqrnpYg3D', 'expanded_url': 'http://golf4cote.wix.com/golf4cote', 'display_url': 'golf4cote.wix.com/golf4cote'}]}}","Montréal ,PQ  Canada"
73533194,timmydownawell,False,,False,"{'followers_count': 231, 'following_count': 244, 'tweet_count': 14667, 'listed_count': 7}","Comments and lame cracks from the sidelines. Expat. Left of centre. Not really a muppet. No, really.",https://pbs.twimg.com/profile_images/550216156783456256/W1ejuHYy_normal.jpeg,,timmydownawell,,South East Asia
1475343936918933504,Lucilla🧚‍♀️,False,,False,"{'followers_count': 0, 'following_count': 29, 'tweet_count': 13, 'listed_count': 0}",nat ur business,https://pbs.twimg.com/profile_images/1521175385194475520/8rNbz2Tc_normal.jpg,,pacinggg,,
1046028783566934016,Brad,False,,False,"{'followers_count': 166, 'following_count': 252, 'tweet_count': 464, 'listed_count': 2}",Disney fan | First visit - 6/72 | Father of 4 Disney fans | Grandfather of 3 Disney fans | #VFL,https://pbs.twimg.com/profile_images/1515125174500315146/tvPGEf80_normal.jpg,1.5153319682081546e+18,BbvWdw,"{'description': {'hashtags': [{'start': 91, 'end': 95, 'tag': 'VFL'}]}}",
46328718,イナ戦久保⚡⚡ 5/10梅田クアトロ,False,https://t.co/FH3wIHi358,True,"{'followers_count': 8289, 'following_count': 9435, 'tweet_count': 17483, 'listed_count': 129}","THEイナズマ戦隊ドラム久保。北海道広尾町出身、帯広緑陽高、酪農大卒。
サブスク、HPなどのリンク→
https://t.co/FH3wIHi358
『門出の歌』スポーツライブ＋ホークス戦中継の公式テーマソングに⚾
プロデュース・作編曲のオファー24時間受付中🎵",https://pbs.twimg.com/profile_images/1416396334291034112/PHoagI2z_normal.jpg,1.5217152393767936e+18,HIROtheINAZUMA,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FH3wIHi358', 'expanded_url': 'https://www.sma.co.jp/s/sma/music/inazumasentai#/', 'display_url': 'sma.co.jp/s/sma/music/in…'}]}, 'description': {'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/FH3wIHi358', 'expanded_url': 'https://www.sma.co.jp/s/sma/music/inazumasentai#/', 'display_url': 'sma.co.jp/s/sma/music/in…'}]}}",JAPAN
803822537331343360,Vasudevan,False,,False,"{'followers_count': 16, 'following_count': 49, 'tweet_count': 290, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1240934757556346881/pDu4aqKs_normal.jpg,,vasukr1977,,
59047875,Vignesh Suresh | விக்னேஷ் ಸುರೇಶ್,False,,False,"{'followers_count': 873, 'following_count': 2180, 'tweet_count': 23240, 'listed_count': 12}","UI/GFX Designer, Atheist, Movie Lover, Nakkalite...Photography is My Hobby. 
Tweets/RTs are solely my own opinion and not that of any organization or group!",https://pbs.twimg.com/profile_images/1294125438847946752/WrCPXmfo_normal.jpg,1.4565746318555095e+18,iVigneshSuresh,,Bangalore
145088193,🌩💫Xinda⁷💫🌩,False,,False,"{'followers_count': 76, 'following_count': 337, 'tweet_count': 53668, 'listed_count': 0}","Forever Fangyrl.   🔞  
🔃 Heavy |
Please do not DM/tag for RT deal help, unless we talk.  If I find you? Yay.  No non-moot spam, ty.",https://pbs.twimg.com/profile_images/1520389819666513923/5hIARa-8_normal.jpg,1.516981735333974e+18,XindaNobody,,☁Blue & Grey | Void☁
1355167782598569984,ماھم,False,,False,"{'followers_count': 1114, 'following_count': 588, 'tweet_count': 22536, 'listed_count': 3}",I'm no superman. she/her.,https://pbs.twimg.com/profile_images/1521587351079772161/LYkyWwwh_normal.jpg,1.509800882619269e+18,kiyamusibathai,,
320609989,Barış Genç,False,,False,"{'followers_count': 102, 'following_count': 77, 'tweet_count': 19074, 'listed_count': 0}",Beni takip edenlere anında tanıtmaya ve takip etmeyenlere hakkımda bir şeyler anlatmaya yardımcı olsun diye yazacak herhangi bişey bulamadım ..,https://pbs.twimg.com/profile_images/1850414492/inek_3007_1_normal.jpg,1.0322006147706307e+18,vetbaris,,
5139711,Linda Mary G0YLM,False,https://t.co/7SjXvmg8Az,False,"{'followers_count': 670, 'following_count': 264, 'tweet_count': 4416, 'listed_count': 18}",Radio Amateur since 1995. On Fusion (NWFG) Wires-X 41755. Allstar (NWAG) 53573. Dabbling in FT8. Cat lover. Married to @g0vgs Sysop of @GB7MBC DXCluster,https://pbs.twimg.com/profile_images/1482677515843997699/Aak4DnMD_normal.jpg,1.4906391445063434e+18,g0ylm,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7SjXvmg8Az', 'expanded_url': 'http://www.gb7mbc.net', 'display_url': 'gb7mbc.net'}]}, 'description': {'mentions': [{'start': 119, 'end': 125, 'username': 'g0vgs'}, {'start': 135, 'end': 142, 'username': 'GB7MBC'}]}}","England, United Kingdom"
75744692,Dr Ramaswamy AS,False,,False,"{'followers_count': 1155, 'following_count': 1550, 'tweet_count': 35714, 'listed_count': 46}","Professor & HOD Pathology.  Love music, travel & good food :) RT ❌endorsement. For all pathology related tweets please follow @DrRamaswamyAS",https://pbs.twimg.com/profile_images/1456189885744758788/khpnVxCl_normal.jpg,1.2705404617787187e+18,dr_asr,"{'description': {'mentions': [{'start': 126, 'end': 140, 'username': 'DrRamaswamyAS'}]}}",
25349704,gail,False,,False,"{'followers_count': 490, 'following_count': 596, 'tweet_count': 59360, 'listed_count': 20}",Likes and RTs are my way of bookmarking tweets,https://pbs.twimg.com/profile_images/1496187774202007552/UW5i3WpJ_normal.jpg,1.4616843340171018e+18,gailog,,On a block next to Chicago
1230102716908810240,Lola 🟢⚪🟣,False,,False,"{'followers_count': 1115, 'following_count': 2100, 'tweet_count': 1739, 'listed_count': 1}",Scottish Witch | Under 35 | #WomenWontWheesht,https://pbs.twimg.com/profile_images/1480833776871788547/QhLRwkfM_normal.jpg,,lola_lefevre_,"{'description': {'hashtags': [{'start': 28, 'end': 45, 'tag': 'WomenWontWheesht'}]}}","Scotland, TERF Island"
142665504,NRB,False,https://t.co/v99Gqrwzn6,False,"{'followers_count': 4084, 'following_count': 1146, 'tweet_count': 39326, 'listed_count': 18}","मेरो आफ्नै तालको आन्दोलन छ, म कसैलाई बाल दिन्न। https://t.co/Puee4tqSjo",https://pbs.twimg.com/profile_images/1504425261852676098/MWbPRlAS_normal.jpg,1.289866902295044e+18,being_nrb,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/v99Gqrwzn6', 'expanded_url': 'http://beingnrb.WordPress.com', 'display_url': 'beingnrb.WordPress.com'}]}, 'description': {'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/Puee4tqSjo', 'expanded_url': 'http://livemymovies.wordpress.com', 'display_url': 'livemymovies.wordpress.com'}]}}",Nepal
1258904982062915584,PIRANHA 🏌🏿🏋🏿‍♂️ 🥟,False,,False,"{'followers_count': 3907, 'following_count': 4716, 'tweet_count': 51386, 'listed_count': 1}",♍️🌞♏️🌚♊️🌅 CFO of the #DSS✊🏿💪🏿✊🏿♿️,https://pbs.twimg.com/profile_images/1502455728199462912/WaQC3GOD_normal.jpg,1.2726887561899172e+18,PIRANHA410,"{'description': {'hashtags': [{'start': 21, 'end': 25, 'tag': 'DSS'}]}}",The 19th Hole
908340978,Ve,False,,False,"{'followers_count': 33, 'following_count': 148, 'tweet_count': 1307, 'listed_count': 0}",On the rocks,https://pbs.twimg.com/profile_images/1105659937659723776/JcF_shsO_normal.jpg,,unbourbon,,
16225882,Dean algorithmically equitable in Waukesha ✝,False,,False,"{'followers_count': 4108, 'following_count': 4335, 'tweet_count': 247631, 'listed_count': 154}",Critical Waukesha Theory. Conspiracy theory doubter. Jesus follower. Theocracy endorser. Media sucks. Just a small dot on a blue dot swimming in the universe...,https://pbs.twimg.com/profile_images/1503174550632103939/8M-1NBEo_normal.jpg,1.5120126575739576e+18,deaninwaukesha,,"Waukesha, Wisconsin"
2906319000,いのちのたま,False,,False,"{'followers_count': 465, 'following_count': 425, 'tweet_count': 120205, 'listed_count': 11}",浜風/フレッチャー推し提督、マホイップ好きポケモントレーナー、ゼルダの伝説は義務教育,https://pbs.twimg.com/profile_images/1056391279985143808/2I9xZnUQ_normal.jpg,1.4749361915650744e+18,life_orb,,エンジュシティ、呉鎮守府
44123415,Super08Eve,False,,False,"{'followers_count': 26, 'following_count': 601, 'tweet_count': 358, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/2436690945/image_normal.jpg,,evett08,,
1198149271,N95 fat face,False,,False,"{'followers_count': 135, 'following_count': 172, 'tweet_count': 21909, 'listed_count': 8}","Middle aged, middling career, mild curries  Pronoun: that motherfucker",https://pbs.twimg.com/profile_images/1072536462728593408/1aaLe3SA_normal.jpg,,GreenButAlsoBlu,,"West Coast, USA"
332911118,にし,False,,False,"{'followers_count': 112, 'following_count': 170, 'tweet_count': 25194, 'listed_count': 1}",TFT頑張ります,https://pbs.twimg.com/profile_images/1365570677483266049/nBFDIwAk_normal.png,,seya_na,,
400088947,いそってぃ,False,,False,"{'followers_count': 95, 'following_count': 233, 'tweet_count': 12014, 'listed_count': 5}",今年もアニメとアニソンを愛していきます!視聴アニメは固定ツイートを参照してね。好きなアニメは週フレとゾンビランドサガ。今や完全にフランシュシュ推し!特にまさ…リリィ役の田中美海さんを応援中ですが、メンバー全員推してます!!道民だけどサガ県民!!,https://pbs.twimg.com/profile_images/1108371558387507200/8BRyW8Hr_normal.jpg,1.5091528470402294e+18,itt_oss_is_ay,,北国のどこか
1150899313997840384,Sami 🪷🪩,False,,False,"{'followers_count': 18, 'following_count': 537, 'tweet_count': 2086, 'listed_count': 0}",📚 21 📚 Reading Goal - 17/100 📚 She/Her,https://pbs.twimg.com/profile_images/1320341851908403205/iBgMQZBs_normal.jpg,,xbookwormyx,,Australia
3301599144,aylin 🦋,False,,False,"{'followers_count': 200, 'following_count': 771, 'tweet_count': 25684, 'listed_count': 0}",🌙✨she/her | ru-n 🥼🩺 | nj🪷,https://pbs.twimg.com/profile_images/1521297431211692035/ajpIGgKe_normal.jpg,1.1540239214082335e+18,XaylinsX,,zain 3/4/18💛
170203670,더위먹은민츠(슬로우라이프 살고 싶음),False,,False,"{'followers_count': 343, 'following_count': 680, 'tweet_count': 128524, 'listed_count': 21}","문명하고 배타고 무언가 짓는 사람/천주교인/흔한 호남인민 1/ Requiem æternam dona Laurentio, Domine: et lux perpetua luceat ei.",https://pbs.twimg.com/profile_images/1509917952618872832/Hray08bb_normal.jpg,,retae_teaH,,이세계 같은 곳
1499047244489986048,Rev,False,,False,"{'followers_count': 0, 'following_count': 9, 'tweet_count': 118, 'listed_count': 0}",Abibliophobe. Procaffeinator. Indifferent Tweeter. Irreverent Humour. #Logophile #Philologue,https://pbs.twimg.com/profile_images/1506662667729387521/ZeInIoUW_normal.jpg,1.499056219696558e+18,polyglotpen,"{'description': {'hashtags': [{'start': 70, 'end': 80, 'tag': 'Logophile'}, {'start': 81, 'end': 92, 'tag': 'Philologue'}]}}",India
1518803498582024192,manideep kotha,False,,False,"{'followers_count': 0, 'following_count': 36, 'tweet_count': 2, 'listed_count': 0}","Construction Manager during the day, Automobile expert, F1 Fanatic, Avid rider, Athlete, Ambivert",https://pbs.twimg.com/profile_images/1518803619130527744/6mpp3_M9_normal.jpg,,manideepkotha04,,"Hyderabad, India"
1347740458185756672,ray,False,,False,"{'followers_count': 33, 'following_count': 34, 'tweet_count': 461, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1515669998836269057/XCWhK7LP_normal.jpg,,rhei__rhizoma,,
1683737954,flanabananas,False,,False,"{'followers_count': 63, 'following_count': 583, 'tweet_count': 355, 'listed_count': 2}","Mom, educator, slow runner, autism advocate, defender of public schools, caffeine addict. Boston. she/her",https://pbs.twimg.com/profile_images/1480505682474450954/g1avwocP_normal.jpg,,flanabananas,,
2926683684,おがっち,False,,False,"{'followers_count': 111, 'following_count': 199, 'tweet_count': 36109, 'listed_count': 1}",DeadbyDaylightばっかりやってる / 令和の間ラーメン食べるときは写真を撮ってSNSにアップしなければならない呪いをかけられました。,https://pbs.twimg.com/profile_images/1463634533740613632/Y1pA68DV_normal.jpg,1.047743304580776e+18,barrel553,,
1148955296091348992,白湯,False,,False,"{'followers_count': 9, 'following_count': 30, 'tweet_count': 3093, 'listed_count': 0}","ガオラー 櫻坂46 WACK ZOC ミッフィーが好き🎧 放送大学在籍中 心理学 学びたい 対人援助職は🙅‍♂️お手伝い🙆🏻‍♂️ 小学校の勉強からやり直したい🪫推しと地元の情報 wordle,スタプラ 独り言",https://pbs.twimg.com/profile_images/1490758699287146496/2avdG5LX_normal.jpg,1.5159953667888046e+18,8bis_yellow,,茨の道🦂
33027950,Hafsatu Tijjani Ibrahim,False,,False,"{'followers_count': 660, 'following_count': 267, 'tweet_count': 8326, 'listed_count': 7}","""Education is the most powerful weapon which you can use to change the world""~~ Nelson Mandela",https://pbs.twimg.com/profile_images/1163201599688388608/7pp_ZBlT_normal.jpg,1.2498653553648353e+18,waleedarh,,
18949007,Roxxi Eastaugh,False,https://t.co/eDXwpaHCqi,False,"{'followers_count': 244, 'following_count': 544, 'tweet_count': 3563, 'listed_count': 7}",Actor | Editor | Sword Fighter | Adventurer |           She/Her.   Agent: @ChrystelArts,https://pbs.twimg.com/profile_images/1505256598427549700/BY4dc4NY_normal.jpg,,RoxanneEastaugh,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eDXwpaHCqi', 'expanded_url': 'https://www.spotlight.com/4377-5643-8433', 'display_url': 'spotlight.com/4377-5643-8433'}]}, 'description': {'mentions': [{'start': 74, 'end': 87, 'username': 'ChrystelArts'}]}}",South West
1111618453234843648,かしを,False,,False,"{'followers_count': 904, 'following_count': 1020, 'tweet_count': 62452, 'listed_count': 5}",価値の研究/緑会合唱団,https://pbs.twimg.com/profile_images/1453982855420592128/1k_ov5ug_normal.jpg,1.5164567296549642e+18,i_kvyd,,UT美学4年
96163621,イーツバサ,False,,False,"{'followers_count': 964, 'following_count': 3233, 'tweet_count': 19699, 'listed_count': 3}",サイレントヒル出身/学園都市育ち/オータク在住👑,https://pbs.twimg.com/profile_images/2402177742/fgo7lzm4f19o9l1hlaiu_normal.jpeg,,hackberry_rice,,"Tokyo, Japan"
48928317,Udaya Chandru,False,,False,"{'followers_count': 31, 'following_count': 139, 'tweet_count': 274, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1093016554592063488/xJgxpUPd_normal.jpg,,Uchandroo,,"Seattle, WA"
1324757526408163328,OKT,False,https://t.co/7r4PSFLSzK,False,"{'followers_count': 340, 'following_count': 349, 'tweet_count': 10157, 'listed_count': 5}",おこたです。弐寺くんの諸々垂れ流し人。SP皆伝  /アイコンはしゅうてんさん(@SYU_X__)から頂きました！/フォローリムブロお気軽にどうぞ,https://pbs.twimg.com/profile_images/1456569514385342465/alc2FdvM_normal.jpg,1.500447068674224e+18,okt_iidx,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7r4PSFLSzK', 'expanded_url': 'https://sp12.iidx.app/sheets/1193-7685/hard?device=pc', 'display_url': 'sp12.iidx.app/sheets/1193-76…'}]}, 'description': {'mentions': [{'start': 39, 'end': 47, 'username': 'SYU_X__'}]}}",
2920037690,かな@Dollと日常🐰,False,https://t.co/HL3nxTLrrA,False,"{'followers_count': 235, 'following_count': 219, 'tweet_count': 23018, 'listed_count': 6}",小さい子多めでオビツ11サイズからMSDまで。日常話も多々。お洋服作りが趣味で色々製作中。寺垢別にあります。腐OK/成人済/地雷無/家族話有,https://pbs.twimg.com/profile_images/1421838669128757255/LdjrftoR_normal.jpg,,kana_dollcos,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HL3nxTLrrA', 'expanded_url': 'http://twpf.jp/kana_dollcos', 'display_url': 'twpf.jp/kana_dollcos'}]}}",近畿の端っこ
106711106,ずくなし🐓びぶ🌼,False,,False,"{'followers_count': 145, 'following_count': 958, 'tweet_count': 26436, 'listed_count': 8}",しゅみもしごともねっからのテレビっ子だだよ,https://pbs.twimg.com/profile_images/1497549219011653636/9SlwPbLb_normal.jpg,,tvcco,,東京
991306175772798976,KeNeice,False,,False,"{'followers_count': 364, 'following_count': 227, 'tweet_count': 7325, 'listed_count': 0}","“All the world’s a stage, and all the men and women merely players”. DST🔺Model/Actress",https://pbs.twimg.com/profile_images/1481775757227540481/LkXuJwu1_normal.jpg,,KeNeice_D,,"California, USA"
9256482,カワココ,False,https://t.co/QuT69sFgxe,False,"{'followers_count': 3944, 'following_count': 2448, 'tweet_count': 81035, 'listed_count': 188}",フリーのデザイナーでイラストレーター、お仕事承ります。イラレラボの中の人。AdobeIllustrator、Apple信者、普段着着物、歴史、宇宙開発、料理、ハードボイルド、タランティーノ、横っ飛び2丁拳銃、自転車、ウィスキー。Adobe Japanプレリリースアドバイザー。,https://pbs.twimg.com/profile_images/1253549644056981506/Qnb8z_7L_normal.jpg,1.516219621484888e+18,kawacoco,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QuT69sFgxe', 'expanded_url': 'http://illustrator-labo.com', 'display_url': 'illustrator-labo.com'}]}}",ギリギリ都内
