,id,profile_image_url,entities,url,public_metrics,username,protected,name,description,pinned_tweet_id,location,verified
10,866507600107589633,https://pbs.twimg.com/profile_images/1451395307749658639/P38-GIQE_normal.jpg,,,"{'followers_count': 58, 'following_count': 150, 'tweet_count': 2163, 'listed_count': 0}",MossKween,False,DisasterBisexual 💜♥️💙,"i definitely exist | engaged bi polyam person(?) with the coolest partners in the world | sometimes im funny, buy a skateboard from me | they/she",,"Wisconsin, USA",False
11,105415476,https://pbs.twimg.com/profile_images/1505763866139103235/p1oxmXBQ_normal.jpg,,,"{'followers_count': 354, 'following_count': 1781, 'tweet_count': 42773, 'listed_count': 0}",VerboseVillain,False,Patty Hearst Thirst Trap,Dru | 24 | Soup enthusiast | they/them | gin ghoul |,,The Desert of Shattered Hopes,False
12,538513677,https://pbs.twimg.com/profile_images/1506498050595958785/oP244wnM_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ohBjReT8I0', 'expanded_url': 'http://worldwidewaio.bigcartel.com', 'display_url': 'worldwidewaio.bigcartel.com'}]}, 'description': {'hashtags': [{'start': 0, 'end': 11, 'tag': 'patsnation'}, {'start': 12, 'end': 26, 'tag': 'worldwidewaio'}, {'start': 27, 'end': 47, 'tag': 'skatershustleharder'}]}}",https://t.co/ohBjReT8I0,"{'followers_count': 566, 'following_count': 1319, 'tweet_count': 22625, 'listed_count': 6}",waio_713,False,worldwidewaio,#patsnation #worldwidewaio #skatershustleharder,1241096340991553537,"houston,texas",False
13,1034723281,https://pbs.twimg.com/profile_images/1478777959637045254/-kfBkO3Z_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kd869YLkiX', 'expanded_url': 'http://inicioyenter.blogspot.com.es/', 'display_url': 'inicioyenter.blogspot.com.es'}]}, 'description': {'hashtags': [{'start': 89, 'end': 105, 'tag': 'SustainableLife'}], 'mentions': [{'start': 39, 'end': 55, 'username': 'CircularProject'}, {'start': 56, 'end': 66, 'username': 'SICmodaes'}, {'start': 67, 'end': 76, 'username': 'CirCoAx_'}, {'start': 77, 'end': 88, 'username': 'CSFWMadrid'}]}}",https://t.co/kd869YLkiX,"{'followers_count': 1668, 'following_count': 3672, 'tweet_count': 21659, 'listed_count': 111}",Paloma99KX,False,Paloma,_ Periodista _  Aprendiendo _ Soñando  @CircularProject @SICmodaes @CirCoAx_ @CSFWMadrid #SustainableLife,1069479182902706176,The Circular Project,False
14,1334208611254472714,https://pbs.twimg.com/profile_images/1503657068930207744/jmGcQiUy_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O6fgCNpjCw', 'expanded_url': 'https://www.twitch.tv/nibinekomata', 'display_url': 'twitch.tv/nibinekomata'}]}, 'description': {'hashtags': [{'start': 102, 'end': 112, 'tag': 'nibillust'}, {'start': 115, 'end': 123, 'tag': 'nsfnibi'}], 'mentions': [{'start': 58, 'end': 67, 'username': 'Oxcidian'}, {'start': 79, 'end': 94, 'username': 'misterkarofsky'}]}}",https://t.co/O6fgCNpjCw,"{'followers_count': 110, 'following_count': 226, 'tweet_count': 2054, 'listed_count': 4}",nibi_nekomata,False,Nibi Nekomata 🔞,"NibiNekomata 1995, she/they, fennec fox, 18+ || Header by @Oxcidian || Icon by @misterkarofsky || art #nibillust & #nsfnibi",1515065300689068044,,False
15,720739684469600256,https://pbs.twimg.com/profile_images/720741865721606144/xubgZk86_normal.jpg,,,"{'followers_count': 4, 'following_count': 14, 'tweet_count': 85, 'listed_count': 0}",vanchesssko,False,Иван Приходько,Хрум- хрум!!!,,Russia,False
16,1291100388997857289,https://pbs.twimg.com/profile_images/1510828235457769476/XC99--qd_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/j29PqPmTkD', 'expanded_url': 'http://samsladevo.com', 'display_url': 'samsladevo.com'}]}, 'description': {'hashtags': [{'start': 65, 'end': 76, 'tag': 'brawlstars'}, {'start': 84, 'end': 92, 'tag': 'dislyte'}, {'start': 95, 'end': 106, 'tag': 'freestyle2'}, {'start': 109, 'end': 124, 'tag': 'riseofkingdoms'}]}}",https://t.co/j29PqPmTkD,"{'followers_count': 2259, 'following_count': 815, 'tweet_count': 6043, 'listed_count': 15}",SamSladeVO,False,Sam Slade 🚀,DC • percussionist ➡️ voice actress • 🇵🇭🇺🇸 • aka “ducky” • janet🚀#brawlstars • tiye #dislyte • #freestyle2 • #riseofkingdoms • i do wordle at midnight,1412545448758464518,samsladevo@gmail.com,False
17,1520601690776473600,https://pbs.twimg.com/profile_images/1521689095336087552/oI1MpTlz_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PaYCyoL6Og', 'expanded_url': 'http://txti.es/caitvi-', 'display_url': 'txti.es/caitvi-'}]}}",https://t.co/PaYCyoL6Og,"{'followers_count': 13, 'following_count': 32, 'tweet_count': 870, 'listed_count': 0}",caitviplskiss,False,areli,priv=💤,1520612443055333376,she/her req ok,False
18,436827328,https://pbs.twimg.com/profile_images/1421239159801384962/ColAqjK1_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2FtvW1uyyk', 'expanded_url': 'https://www.instagram.com/damicarboneok/?hl=es', 'display_url': 'instagram.com/damicarboneok/…'}]}}",https://t.co/2FtvW1uyyk,"{'followers_count': 381, 'following_count': 643, 'tweet_count': 20430, 'listed_count': 1}",CarboneDamian,False,VARELISTA,"Hincha  de Boca Juniors💙💛💙.
Messista🔟.Idólatra de Delpo .
Amante del boxeo🥊y el tenis🎾.",1468093281422745601,"Buenos Aires, Argentina",False
19,139265467,https://pbs.twimg.com/profile_images/1212261265592213504/k0OM-QRA_normal.jpg,,,"{'followers_count': 452, 'following_count': 730, 'tweet_count': 8749, 'listed_count': 6}",cchrischiang,False,C. Chris Chiang,"Finance professional interested in media, technology, pop culture, film and comic books.",,"New York, NY",False
20,371929556,https://pbs.twimg.com/profile_images/2298794941/1vgi487z9mnxxqshlqu5_normal.jpeg,,,"{'followers_count': 29, 'following_count': 612, 'tweet_count': 1379, 'listed_count': 1}",JennyOKeeffe1,False,Jenny O'Keeffe,,,,False
21,1514658698588737537,https://pbs.twimg.com/profile_images/1515425055248900102/IO-4hrx2_normal.jpg,,,"{'followers_count': 1, 'following_count': 56, 'tweet_count': 11, 'listed_count': 0}",SDavidsonIT,False,Steven Davidson,,,"Jonesboro, AR",False
22,288856179,https://pbs.twimg.com/profile_images/1442805739102384130/rYvYQpMy_normal.jpg,,,"{'followers_count': 585, 'following_count': 1457, 'tweet_count': 17659, 'listed_count': 2}",ManoliV71,False,Man in the mirror ❤️💛💜🔻,"Si las cosas son inalcanzables, vaya!!! No es motivo para no amarlas Qué tristes los caminos, si no fuese por la mágica presencia de las estrellas. M.Q.
🦄🦄",,,False
23,1152412524966371329,https://pbs.twimg.com/profile_images/1232963088275492865/ZPGfAdsS_normal.jpg,,,"{'followers_count': 429, 'following_count': 2284, 'tweet_count': 689528, 'listed_count': 4}",oregakitaworld,False,俺の観賞,Order in Chaos,,Japan,False
24,590693756,https://pbs.twimg.com/profile_images/1484115418889478146/PbYQwlyL_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vDR8SVy7an', 'expanded_url': 'http://nealball.co.uk', 'display_url': 'nealball.co.uk'}]}, 'description': {'urls': [{'start': 120, 'end': 143, 'url': 'https://t.co/VWPUGP7Q97', 'expanded_url': 'http://nealhove.wixsite.com/nealsblog', 'display_url': 'nealhove.wixsite.com/nealsblog'}]}}",https://t.co/vDR8SVy7an,"{'followers_count': 260, 'following_count': 576, 'tweet_count': 4445, 'listed_count': 7}",nealfelpham,False,Neal,"Semi-Pro photographer on the Costa Blanca, Spain. Interest in UK steam & model railways, Motorhoming. Gay, runner. Blog https://t.co/VWPUGP7Q97",,"Villamartin, Alicante, Spain",False
25,64886288,https://pbs.twimg.com/profile_images/1326522347948486656/-RSPOBFo_normal.jpg,"{'description': {'mentions': [{'start': 90, 'end': 106, 'username': 'mainlywrestling'}]}}",,"{'followers_count': 376, 'following_count': 687, 'tweet_count': 7586, 'listed_count': 9}",JohnJacobs1989,False,John Jacobs,Exiled Wycombe Wanderers fan living In Gibraltar. Purveyor of fine Professional Wrestling @mainlywrestling BLM,,N/A,False
26,59833823,https://pbs.twimg.com/profile_images/1503576969811836929/_6mTyS-A_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BeoPEBcg3F', 'expanded_url': 'https://www.instagram.com/vampiremgl/', 'display_url': 'instagram.com/vampiremgl/'}]}}",https://t.co/BeoPEBcg3F,"{'followers_count': 1281, 'following_count': 899, 'tweet_count': 40953, 'listed_count': 2}",vampmgl,False,el diablo en persona 🐈‍⬛ 😈,"Soy más ñoña de lo que parezco (doctorante). Física pseudonarcisista con motas ocasionales de baja autoestima, en resumen: estoy loca.",1432906489916755971,Oscilando entre Puebla & Xalapa,False
27,844163807278780418,https://pbs.twimg.com/profile_images/1507700584912142341/JP9l8FOq_normal.jpg,,,"{'followers_count': 50, 'following_count': 189, 'tweet_count': 629, 'listed_count': 0}",Halvryon,False,Halvryon,"Dad, Metalhead, Gamer 
Lovecraft und Horrorfan; ""That is not dead which can eternal lie, and with strange aeons even death may die"" (Necronomicon)",,,False
28,220381949,https://pbs.twimg.com/profile_images/1578331020/tvss_normal.jpg,,,"{'followers_count': 1346, 'following_count': 492, 'tweet_count': 66171, 'listed_count': 12}",chennaitvnews1,False,chennaitvnews,"we wish everyone irrespective of country,religion,caste& creed, very well and request all to live
and let live.",,chennai,False
29,1279843048571179008,https://pbs.twimg.com/profile_images/1286070566512820224/RD4F6tcf_normal.jpg,,,"{'followers_count': 199, 'following_count': 644, 'tweet_count': 1917, 'listed_count': 5}",NowHereThis2,False,NowHereThis,BLM. Antifa. Socialist. Bi. Trekkie. Philosophy enthusiast. Happily married. He/Him/His.,,,False
30,2873921543,https://pbs.twimg.com/profile_images/939241107837390849/U2LBtuFd_normal.jpg,,,"{'followers_count': 5873, 'following_count': 4748, 'tweet_count': 49530, 'listed_count': 42}",WeaverRacing,False,Patrick Weaver,"Formerly The Scout of the Daily Express & senior tipster for the Daily Star. One-time racing editor of both papers, the Sunday Express & Daily Star Sunday.",1518278615456223234,Tetbury and Sancerre,False
31,248384934,https://pbs.twimg.com/profile_images/1465003172892749830/FeP8VM3C_normal.jpg,,,"{'followers_count': 84, 'following_count': 218, 'tweet_count': 16801, 'listed_count': 15}",Bokeratsu,False,Bokeratsu,Ser del averno venido a la tierra para vete tú a saber qué.,,,False
32,19501965,https://pbs.twimg.com/profile_images/1305580475092787203/BvdoQG4C_normal.jpg,,,"{'followers_count': 128, 'following_count': 565, 'tweet_count': 9026, 'listed_count': 0}",Posie_,False,Posie,🏴󠁧󠁢󠁳󠁣󠁴󠁿,,Switzerland,False
33,373258308,https://pbs.twimg.com/profile_images/1255112938035314692/4NhtUwNj_normal.jpg,,,"{'followers_count': 37, 'following_count': 186, 'tweet_count': 8195, 'listed_count': 0}",Sihaya99,False,Sihaya,,,France,False
34,377505724,https://pbs.twimg.com/profile_images/515344297265078272/qsGeNxvC_normal.jpeg,,,"{'followers_count': 32, 'following_count': 129, 'tweet_count': 4517, 'listed_count': 0}",JimBodie1,False,Jim Bodie,"Jim.  (Mostly) Professional Unix/Linux system administrator by day, and often by night as well.  I read a lot. Me/He/Him, and on occasion, We.",,Home of the Garbage Plate,False
35,955060167883845632,https://pbs.twimg.com/profile_images/1304392191222190080/N-Zt7qZr_normal.jpg,,,"{'followers_count': 8, 'following_count': 72, 'tweet_count': 1529, 'listed_count': 0}",Sala5721,False,Adri,,,DetrasTuya,False
36,284400635,https://pbs.twimg.com/profile_images/1429411607390695424/lD7_N7ec_normal.jpg,"{'description': {'hashtags': [{'start': 25, 'end': 39, 'tag': 'DontSleepOnMe'}, {'start': 40, 'end': 50, 'tag': 'NoDaysOff'}, {'start': 51, 'end': 63, 'tag': 'OnThatGrind'}]}}",,"{'followers_count': 678, 'following_count': 687, 'tweet_count': 6146, 'listed_count': 3}",HannahDrag,False,mother of dragon,University of Texas [ex] #DontSleepOnMe #NoDaysOff #OnThatGrind,445405113562062848,"Austin, TX",False
37,25982919,https://pbs.twimg.com/profile_images/1520330042747797507/Klu5iUQv_normal.jpg,"{'description': {'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/UveVDS00rX', 'expanded_url': 'https://www.instagram.com/lifewithcooper2020?r=nametag', 'display_url': 'instagram.com/lifewithcooper…'}]}}",,"{'followers_count': 2311, 'following_count': 3309, 'tweet_count': 42961, 'listed_count': 1}",karen_coops81,False,Karen 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺⭐,"Live life as if there were no second chances. Autism Awareness.🧩
Dog mum to Cooper the rehomed Beagle
https://t.co/UveVDS00rX",1310129789869715456,Edinburgh,False
38,1071460952879575040,https://pbs.twimg.com/profile_images/1502630705888698369/2DCRKuAx_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dyTAJXG0Mt', 'expanded_url': 'http://instagram.com/mathebamiya', 'display_url': 'instagram.com/mathebamiya'}]}}",https://t.co/dyTAJXG0Mt,"{'followers_count': 311, 'following_count': 409, 'tweet_count': 5675, 'listed_count': 0}",mathebamiya,False,mama amo. 🧚🏽‍♀️,unrelenting. minimalist.,1486644240276934656,Johannesburg & Pretoria,False
39,22934330,https://pbs.twimg.com/profile_images/1538876887/social_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/R4XmrmRWQw', 'expanded_url': 'http://www.robfenech.co.uk', 'display_url': 'robfenech.co.uk'}]}}",https://t.co/R4XmrmRWQw,"{'followers_count': 729, 'following_count': 906, 'tweet_count': 6831, 'listed_count': 67}",robertfenech,False,Robert Fenech 🥷 💻 🇲🇹🇺🇦,"Freelance web designer and developer based in London, UK. I love HTML/CSS, JS and WordPress. I really enjoy working with PR & Advertising agencies. He/Him.",1488875549435084805,South West London,False
40,1223636131935408128,https://pbs.twimg.com/profile_images/1471935530715820040/etFNviIZ_normal.jpg,,,"{'followers_count': 34, 'following_count': 34, 'tweet_count': 513, 'listed_count': 0}",SoyHarrierita,False,Harrierita,"Me da pereza rellenar esto.

Página en Facebook: Gañafota Gafotas.",1402274204683280389,"Puebla de Guzmán, España",False
41,818663840749649920,https://pbs.twimg.com/profile_images/1451219127641726987/xmej-k-E_normal.jpg,,,"{'followers_count': 99, 'following_count': 304, 'tweet_count': 7365, 'listed_count': 0}",taeakif,False,teem!,she/her/chaiwalli,1219097855064977415,,False
42,242957470,https://pbs.twimg.com/profile_images/1397571618281594882/pT3xy5IX_normal.jpg,"{'description': {'mentions': [{'start': 0, 'end': 8, 'username': 'packers'}, {'start': 9, 'end': 22, 'username': 'CAFCofficial'}]}}",,"{'followers_count': 138, 'following_count': 877, 'tweet_count': 471, 'listed_count': 0}",packcafcsteve,False,rush⚽🏈🏴󠁧󠁢󠁥󠁮󠁧󠁿😎,@packers @CAFCofficial,,,False
43,487993613,https://pbs.twimg.com/profile_images/1520470201023840259/ajAkCoJD_normal.jpg,,,"{'followers_count': 106, 'following_count': 402, 'tweet_count': 5178, 'listed_count': 0}",phoebe1342,False,ᎮᏂᎧᏋᏰᏋ,One is glad to be of service,1212104373716836352,"Comunidad de Madrid, España",False
44,1207527177505427458,https://pbs.twimg.com/profile_images/1483331847304138754/mV9rsCAQ_normal.jpg,,,"{'followers_count': 185, 'following_count': 1808, 'tweet_count': 9585, 'listed_count': 3}",christo74109252,False,🆃︎🅴︎🆇︎🅰︎🆂︎ 🅲︎🆄︎🅼︎ 🆂︎🅻︎🆄︎🆃︎,"20, 5'4, Latino, horny 24/7. 
 
Breed me daddy? 🥺💦",,Texas,False
45,439767968,https://pbs.twimg.com/profile_images/1458022350243262470/OGF2x73d_normal.jpg,,,"{'followers_count': 38, 'following_count': 107, 'tweet_count': 15226, 'listed_count': 2}",Downeycg,False,JDowney🦕,| MUFC | ชอบดูหนัง | 106 | จะซื้ออะไรต้องมีเงินเป็น 10 เท่า! | คุณเจค🤓🥺 |,,,False
46,1165291614,https://pbs.twimg.com/profile_images/1401229879518154753/NNp8dUlS_normal.jpg,,,"{'followers_count': 51, 'following_count': 227, 'tweet_count': 188, 'listed_count': 0}",rabocu36,False,Ramon Bozada Cuellar,,,,False
47,30521585,https://pbs.twimg.com/profile_images/1515309788305006593/9gRj1REu_normal.jpg,"{'description': {'mentions': [{'start': 38, 'end': 47, 'username': 'TheChase'}]}}",,"{'followers_count': 199, 'following_count': 733, 'tweet_count': 2273, 'listed_count': 1}",Andi_B_Watson,False,Lord Andi Brooke-Watson 👩‍🚀💫🇬🇧 #TeamSPACEMAN,"The infamous SHIRT wearer, as seen on @TheChase S13🙈
He/Him 🌈 
A keen quizzer in the making with a love for Eurovision, Kylie and anything glittery/sparkly!",1405497584978903041,"North East, England",False
48,1522083256182927360,https://pbs.twimg.com/profile_images/1522083342967087105/NlTuLNco_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G7ajYf1caJ', 'expanded_url': 'http://www.tiktok.com/@wordle_austria', 'display_url': 'tiktok.com/@wordle_austria'}]}}",https://t.co/G7ajYf1caJ,"{'followers_count': 0, 'following_count': 32, 'tweet_count': 10, 'listed_count': 0}",wordle_austria,False,wordle_austria,Heute das Wördl von gestern. Ohne Spoiler für euch 😘,,,False
49,379269305,https://pbs.twimg.com/profile_images/1159148635092922373/pbI4F83H_normal.jpg,,,"{'followers_count': 572, 'following_count': 1509, 'tweet_count': 9538, 'listed_count': 18}",BaldyGod,False,The people’s baldy,Northerner living the bloody dream in Lundun. I have the body of a God…..Buddha.,,London.,False
50,151178513,https://pbs.twimg.com/profile_images/1980365259/Photo_on_2012-03-28_at_17.05_normal.jpg,,,"{'followers_count': 196, 'following_count': 2087, 'tweet_count': 73860, 'listed_count': 10}",KCeronUnited,False,Kevin C.,"DC United, Man. United, WFT, and O's supporter. Movie, Music, News and beer fan. I RT a lot.",,"Washington, D.C.",False
51,2976847308,https://pbs.twimg.com/profile_images/554638098722607106/6cybFH3R_normal.jpeg,,,"{'followers_count': 15, 'following_count': 44, 'tweet_count': 677, 'listed_count': 0}",halo5124haro,False,日暈,KinKi Kids≒サモトラケのニケ/ふたりファン/ソロは青寄り/95line,,,False
52,1257643536,https://pbs.twimg.com/profile_images/1507431471027523597/GOtwK3jr_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zJpP026Axw', 'expanded_url': 'http://www.facebook.com/logan.payet.9', 'display_url': 'facebook.com/logan.payet.9'}]}, 'description': {'hashtags': [{'start': 30, 'end': 38, 'tag': 'Juriste'}, {'start': 39, 'end': 46, 'tag': 'Amiens'}]}}",https://t.co/zJpP026Axw,"{'followers_count': 438, 'following_count': 730, 'tweet_count': 40399, 'listed_count': 11}",LoPayette,False,Low-gan△⃒⃘,Apprenti Huissiers de Justice #Juriste #Amiens,,Amiens,False
53,28089461,https://pbs.twimg.com/profile_images/1495031786220494854/ASyuLl43_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sFTiBzZL97', 'expanded_url': 'https://podcasts.apple.com/ke/podcast/case-number-zero/id1541288129', 'display_url': 'podcasts.apple.com/ke/podcast/cas…'}]}, 'description': {'mentions': [{'start': 30, 'end': 41, 'username': 'cardiffuni'}, {'start': 64, 'end': 76, 'username': 'NEDemocracy'}, {'start': 97, 'end': 110, 'username': 'cheveningfco'}, {'start': 127, 'end': 136, 'username': 'ntvkenya'}]}}",https://t.co/sFTiBzZL97,"{'followers_count': 488831, 'following_count': 2679, 'tweet_count': 80833, 'listed_count': 245}",jamessmat,False,James Smart,|MA International journalism -@cardiffuni|Reagan-Fascell fellow @NEDemocracy| Chevening scholar- @cheveningfco| Podcast editor @ntvkenya|,1329176660042780672,"Washington, DC",True
54,126882163,https://pbs.twimg.com/profile_images/1144632128455491584/YkYEArRD_normal.jpg,,,"{'followers_count': 83, 'following_count': 1203, 'tweet_count': 2194, 'listed_count': 1}",jesus_amador23,False,Jesus Glez. Amador 🇪🇸,"Lo más importante, la familia. Pamplona y Zaragoza en el corazón",,Zaragoza,False
55,714352653992534016,https://pbs.twimg.com/profile_images/908754620792446976/8UZYreeV_normal.jpg,,,"{'followers_count': 130, 'following_count': 109, 'tweet_count': 17673, 'listed_count': 1}",xheadvsheart_,False,kris 🏳️‍🌈,,,she/her,False
56,49731754,https://pbs.twimg.com/profile_images/1514284091671302150/8XZOhore_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fVoxpVd1jg', 'expanded_url': 'https://youtube.com/watch?v=RlL0D5BF2Ok', 'display_url': 'youtube.com/watch?v=RlL0D5…'}]}}",https://t.co/fVoxpVd1jg,"{'followers_count': 1443, 'following_count': 1200, 'tweet_count': 211483, 'listed_count': 84}",_ajit8_,False,𝕒𝕛𝕚𝕥𝟠 🇾🇪,"𝄢
Shock and Awe",1499801832297836551,Wessex,False
57,3335361,https://pbs.twimg.com/profile_images/1462666102027206658/-WJkZvFa_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3TlYT9RfnB', 'expanded_url': 'http://www.docsigma.com/', 'display_url': 'docsigma.com'}]}, 'description': {'mentions': [{'start': 149, 'end': 159, 'username': 'sigma_doc'}]}}",https://t.co/3TlYT9RfnB,"{'followers_count': 1579, 'following_count': 3415, 'tweet_count': 128533, 'listed_count': 42}",docsigma,False,Doc Sigma,41 | bi disaster | he/him | FFXIV: Magical Boy (Goblin) MCH main | VERY frequent RTs and likes | NO DMs | SW-8174-1856-1603 | private (mutuals only) @sigma_doc,1517664723533275136,Kansas,False
58,1076018377,https://pbs.twimg.com/profile_images/1522465878717046785/npv2qNVp_normal.jpg,,,"{'followers_count': 76, 'following_count': 752, 'tweet_count': 7854, 'listed_count': 1}",joshua_aparicio,False,ɐnɥsoſ ®,"Amo la vida🌿, el fútbol⚽, el singani🍾, el chancho a la cruz🥩, el cine📽️ y publico lo que quiera.",994218805244153856,La Paz - Bolivia,False
59,117457108,https://pbs.twimg.com/profile_images/1241759601676046337/-PNN7XyP_normal.jpg,,,"{'followers_count': 709, 'following_count': 697, 'tweet_count': 19678, 'listed_count': 9}",die_jin,False,おっちゃん,無責任/不感症。,1176851217835671557,さいたま市浦和区,False
