id,referenced_tweets,entities,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,in_reply_to_user_id,geo,attachments
1522160948915499008,"[{'type': 'retweeted', 'id': '1522160380063227905'}]","{'mentions': [{'start': 3, 'end': 19, 'username': 'DebbieBurleson4', 'id': '2348363989'}, {'start': 21, 'end': 33, 'username': 'GeeGeeAkili', 'id': '525783599'}]}",1522160948915499008,en,False,everyone,"RT @DebbieBurleson4: @GeeGeeAkili 1st time I did not get the answer! Wordle 320 X/6*

🟨⬛⬛⬛🟨
🟨🟨⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",832776374603505664,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:05.000Z,Watergate_timeline,,,
1522160943324893190,"[{'type': 'retweeted', 'id': '1522160746536308737'}]","{'mentions': [{'start': 3, 'end': 10, 'username': 'drstef', 'id': '23642868'}]}",1522160943324893190,en,False,everyone,"RT @drstef: my first ever fail (sad face)
Wordle 320 X/6

⬜⬜🟨⬜🟩
⬜⬜⬜🟩🟩
⬜⬜⬜🟩🟩
🟨⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1229646215010119680,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:03.000Z,griffith_fakenews,,,
1522160942037053442,,,1522160942037053442,en,False,everyone,"Wordle 320 6/6

⬜🟩⬜🟨🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

Stupid","{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",73127038,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:03.000Z,Twitter for iPhone,,,
1522160941642649600,,"{'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/fkH4z9VLUs', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",1522160941642649600,es,False,everyone,"😁😁💪💪Wordle Científico #53 3/6

⬜⬜⬜⬜⬜🟩
⬜⬜⬜🟨🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/fkH4z9VLUs","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",38276199,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:03.000Z,Twitter for Android,,,
1522160941575593984,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/dL8nmzOkqe', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522160941575593984,en,False,everyone,"Wordle (ES)  #119 6/6

🟨⬜🟩⬜🟩
⬜⬜⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/dL8nmzOkqe","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",902559122712915968,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:03.000Z,Twitter for Android,,,
1522160941533732864,,,1522160941533732864,en,False,everyone,"D'Oh

Wordle 320 5/6

⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",817714034,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:03.000Z,Twitter for Android,,,
1522160938819989504,,"{'urls': [{'start': 125, 'end': 148, 'url': 'https://t.co/ePdaefZnPW', 'expanded_url': 'http://bit.ly/WizardingWordle', 'display_url': 'bit.ly/WizardingWordle'}], 'mentions': [{'start': 82, 'end': 92, 'username': 'MuggleNet', 'id': '14599470'}], 'hashtags': [{'start': 26, 'end': 42, 'tag': 'WizardingWordle'}]}",1522160938819989504,en,False,everyone,"One of the corridors! Ha! #WizardingWordle 124 4/6

⬜⬜🟩⬜⬜
🟨⬜🟩⬜⬜
🟩🟩🟩🟨⬜
🟩🟩🟩🟩🟩

Play @MuggleNet's original Harry Potter Wordle: https://t.co/ePdaefZnPW","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1139535270372618242,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '933033311844286464', 'name': 'Harry Potter', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]",2022-05-05T10:27:02.000Z,Twitter for iPhone,,,
1522160933577105408,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/9ntCeprUTo', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522160933577105408,en,False,everyone,"Wordle (ES)  #119 4/6

🟨⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/9ntCeprUTo","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4212307294,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:01.000Z,Twitter for iPhone,,,
1522160933577052161,"[{'type': 'replied_to', 'id': '1522126993957036032'}]","{'mentions': [{'start': 0, 'end': 12, 'username': 'BonnieBirns', 'id': '374681579'}]}",1522126993957036032,en,False,everyone,"@BonnieBirns Wordle 320 X/6

⬛🟩⬛⬛🟩
⬛⬛⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",21915782,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:01.000Z,Twitter for Android,374681579,,
1522160931291250688,,,1522160931291250688,en,False,everyone,"Wordle 320 4/6

🟩🟨⬛⬛⬛
🟩⬛⬛⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1396427335000334336,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:27:01.000Z,Twitter for Android,,,
1522160923800408064,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/siiRbDHiGn', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}]}",1522160923800408064,ja,False,everyone,"ポケモンWordle 4/10

⬛⬛🟩⬛⬛
⬛⬛⬛⬛⬛
🟨⬛🟨⬛⬛
🟩🟩🟩🟩🟩

https://t.co/siiRbDHiGn
 #ポケモンWordle","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",275261960,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-05T10:26:59.000Z,Twitter for Android,,,
1522160920717402112,,,1522160920717402112,en,False,everyone,"Wordle 320 4/6

⬛⬛⬛⬛🟨
⬛⬛🟨⬛🟨
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1036809588740374528,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:58.000Z,Twitter for iPhone,,,
1522160920142749696,,,1522160920142749696,en,False,everyone,"Wordle 320 5/6*

⬛🟨⬛⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",141755766,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:58.000Z,Twitter for iPhone,,,
1522160906217693185,,"{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/S7hxtgED0k', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at', 'images': [{'url': 'https://pbs.twimg.com/news_img/1522939268708061184/0_2IafQ2?format=png&name=orig', 'width': 192, 'height': 192}, {'url': 'https://pbs.twimg.com/news_img/1522939268708061184/0_2IafQ2?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Wordle auf Deutsch', 'description': 'Errate das versteckte Wort mit 6 Versuchen. Jeden Tag wartet ein neues Rätsel auf dich.', 'unwound_url': 'https://wordle.at/'}]}",1522160906217693185,en,False,everyone,"German Wordle 320 6/6 🔥9

🟨⬜⬜🟨⬜
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜🟨🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/S7hxtgED0k","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",27466695,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:55.000Z,Twitter for Android,,,
1522160904661774337,,,1522160904661774337,en,False,everyone,"Wordle 320 4/6

⬛⬛⬛🟩⬛
⬛🟨🟨⬛⬛
🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",725109786,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:54.000Z,Twitter for iPhone,,,
1522160890073825281,,,1522160890073825281,en,False,everyone,"Wordle 320 6/6

This...SUCKED

⬛⬛⬛⬛🟨
⬛🟨🟨⬛🟨
⬛🟩🟨🟩⬛
🟨🟩⬛🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",381518897,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:51.000Z,Twitter for Android,,,
1522160881681018883,,,1522160881681018883,en,False,everyone,"Wordle 320 6/6

⬛⬛⬛⬛🟨
⬛🟨⬛⬛🟨
⬛🟩⬛🟩⬛
🟨🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",209588632,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:49.000Z,Twitter for iPhone,,,
1522160871375572993,,"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/1ZYfuMSXzu', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",1522160871375572993,es,False,everyone,"Wordle Científico #53 4/6

⬜🟩⬜⬜🟨⬜
🟨⬜⬜🟨🟨🟩
🟨⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/1ZYfuMSXzu","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",405208524,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:46.000Z,Twitter for Android,,,
1522160865482784768,"[{'type': 'replied_to', 'id': '1521535400703328256'}]",,1483862303691149312,en,False,everyone,"Wordle 320 5/6

⬜🟨⬜⬜⬜
🟨🟩⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",192812388,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:45.000Z,Twitter for iPhone,192812388,,
1522160863951601666,,,1522160863951601666,en,False,everyone,"Wordle 320 4/6

⬛🟨⬛⬛🟨
🟩🟨⬛🟨⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3434072044,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:45.000Z,Twitter for iPhone,,,
1522160861326065664,,,1522160861326065664,en,False,everyone,"Wordle 320 5/6

⬜🟩⬜⬜🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",400465094,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:44.000Z,Twitter for Android,,,
1522160860357185536,,,1522160860357185536,en,False,everyone,"Wordle 320 4/6

⬜⬜🟨⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",20131357,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:44.000Z,Twitter for iPad,,,
1522160849086992384,,,1522160849086992384,en,False,everyone,"Wordle 320 5/6

⬜⬜🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟩🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",95914003,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:41.000Z,Twitter for iPhone,,,
1522160839712808960,,,1522160839712808960,en,False,everyone,"Wordle 320 4/6

⬜⬜🟨⬜🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1293334730184830983,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:39.000Z,Twitter for Android,,,
1522160838903271424,"[{'type': 'replied_to', 'id': '1522155289943891969'}]","{'urls': [{'start': 177, 'end': 200, 'url': 'https://t.co/ma2xFVLDcY', 'expanded_url': 'https://www.heardle.app', 'display_url': 'heardle.app'}, {'start': 250, 'end': 273, 'url': 'https://t.co/IrmE9lx1oR', 'expanded_url': 'https://moviedle.app', 'display_url': 'moviedle.app'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'Bridgzilla_', 'id': '1313912055632728071'}, {'start': 13, 'end': 28, 'username': 'Fluffiezombie_', 'id': '1275793598932451329'}, {'start': 29, 'end': 37, 'username': 'rjosa24', 'id': '4821500997'}, {'start': 38, 'end': 54, 'username': 'KellyLynnsanity', 'id': '445138109'}, {'start': 55, 'end': 68, 'username': 'LukeDinesaur', 'id': '4701983574'}, {'start': 69, 'end': 77, 'username': 'HTank23', 'id': '1165386285827133441'}, {'start': 78, 'end': 87, 'username': 'SmickBTW', 'id': '969833099424038912'}, {'start': 88, 'end': 95, 'username': 'char86', 'id': '19528925'}], 'hashtags': [{'start': 149, 'end': 157, 'tag': 'Heardle'}, {'start': 202, 'end': 211, 'tag': 'Moviedle'}]}",1522152830051790851,en,False,everyone,"@Bridgzilla_ @Fluffiezombie_ @rjosa24 @KellyLynnsanity @LukeDinesaur @HTank23 @SmickBTW @char86 Wordle 320 6/6*

⬛🟨⬛⬛🟨
🟨🟨⬛⬛⬛
⬛🟨⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩
#Heardle #69

🔉⬛️⬛️🟩⬜️⬜️⬜️

https://t.co/ma2xFVLDcY

#Moviedle #2022-05-05 

 🎥 🟩 ⬜️ ⬜️ ⬜️ ⬜️ ⬜️  

 https://t.co/IrmE9lx1oR","{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",1944834733,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:39.000Z,Twitter for Android,1313912055632728071,,
1522160835799486464,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/qomy0Y0bf3', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522160835799486464,en,False,everyone,"Wordle (ES)  #119 4/6

⬜🟩⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/qomy0Y0bf3","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2305893604,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:38.000Z,Twitter for Android,,,
1522160835036073984,,,1522160835036073984,en,False,everyone,"🤨 Let's talk Wordle...
Also 😅
Wordle 320 6/6

⬛⬛⬛⬛⬛
⬛⬛🟨🟨🟨
🟨🟩⬛🟩⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",37946645,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:38.000Z,Twitter for Android,,,
1522160823581528064,,,1522160823581528064,en,False,everyone,"Wordle 320 6/6

🟨⬛⬛⬛🟨
⬛⬛🟨⬛⬛
🟨⬛⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",135720518,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:35.000Z,Twitter for iPhone,,,
1522160813515100161,,,1522160813515100161,en,False,everyone,"Wordle 320 5/6

⬜🟨⬜⬜🟨
⬜⬜⬜🟩🟩
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",196720060,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:32.000Z,Twitter for Android,,,
1522160812063748096,,"{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/rlYiPgZCWw', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522160812063748096,en,False,everyone,"Re xd.
Wordle (ES)  #119 6/6

🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/rlYiPgZCWw","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1223433203043704832,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:32.000Z,Twitter for Android,,,
1522160803331383296,,,1522160803331383296,en,False,everyone,"Tis the season after all

Wordle 320 5/6

⬜⬜🟨⬜⬜
⬜🟨🟨⬜🟨
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",163706321,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:30.000Z,Twitter for iPhone,,,
1522160775397216256,,"{'hashtags': [{'start': 166, 'end': 174, 'tag': 'Worldle'}]}",1522160775397216256,cs,False,everyone,"Katla 105 4/6

⬛⬛⬛⬛🟨
⬛⬛⬛⬛🟨
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩

Wordle 320 3/6

⬛🟨🟨🟨⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩

KECLAP 124 3/6

⬛🟩⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Kotla 97 2/6

🟨🟩⬜🟨🟨🟨🟩⬜🟨⬜ 191 km ↖️
🟩🟩🟩🟩🟩🟩🟩🟩🟩🟩 0.0 km 📍

#Worldle #104 1/6 (100%)

🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",64656130,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:23.000Z,Twitter Web App,,,
1522160773736325122,,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/J89tk0Dj1E', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'annotations': [{'start': 10, 'end': 15, 'probability': 0.3516, 'type': 'Person', 'normalized_text': 'Wordle'}]}",1522160773736325122,es,False,everyone,"mejorando Wordle (ES)  #119 3/6

🟨⬜🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/J89tk0Dj1E","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",539878509,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:23.000Z,Twitter for Android,,{'place_id': '935d946682cab2e1'},
1522160772612345856,,,1522160772612345856,en,False,everyone,"Wordle 320 6/6

🟨⬛⬛⬛🟨
⬛🟩⬛⬛⬛
⬛🟩🟨🟩⬛
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",720915726,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:23.000Z,Twitter for iPhone,,,
1522160771777630215,,,1522160771777630215,en,False,everyone,"Wordle (ES)  #119 X/6

⬜⬜🟩⬜🟨
⬜🟩🟩🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
 🙂","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1014788466205450240,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T10:26:23.000Z,Twitter for Android,,,
