id,verified,description,protected,url,public_metrics,location,profile_image_url,pinned_tweet_id,name,username,entities
1456751229292453888,False,,False,,"{'followers_count': 3, 'following_count': 175, 'tweet_count': 175, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1511664827147735045/hEeIi28o_normal.jpg,,Anna,Annasp1991,
1514061416,False,"Sil baştan başlamak gerek bazen...

Zamanı geldi...",False,,"{'followers_count': 1486, 'following_count': 301, 'tweet_count': 80749, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1375870310885494788/2OaP-k7x_normal.jpg,1.1403575249416151e+18,Sadece & Kendimce,Sdc_Kndmc,
3235675552,False,"Mis aficiones no me definen, pero forman parte de mi. Me gusta la politica, el cine, ver series de tv, el vino, el cafe, el chocolate, el sol y el mar.",False,,"{'followers_count': 108, 'following_count': 412, 'tweet_count': 3774, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1414555956428611587/QrbnbZBX_normal.jpg,,Carmen Sancho,csanchol,
19552692,False,International Tubby Pop Star! #CDWM Winner #Lookalikes #KeithandPaddyPictureShow! The World’s BIGGEST Robbie Williams Parody/Tribute,False,https://t.co/xVVhaE4dRL,"{'followers_count': 2401, 'following_count': 748, 'tweet_count': 19318, 'listed_count': 35}",International,https://pbs.twimg.com/profile_images/1356877717455712256/qbFuGB8f_normal.jpg,9.159989934649139e+17,Blobbie Williams,blobbiewilliams,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xVVhaE4dRL', 'expanded_url': 'http://www.blobbiewilliams.co.uk', 'display_url': 'blobbiewilliams.co.uk'}]}, 'description': {'hashtags': [{'start': 30, 'end': 35, 'tag': 'CDWM'}, {'start': 43, 'end': 54, 'tag': 'Lookalikes'}, {'start': 55, 'end': 80, 'tag': 'KeithandPaddyPictureShow'}]}}"
964854498,True,"WSFA 12 News Meteorologist. Montgomery, Alabama. Ohio State🌰, UC🐾, UK🐱, Reds, Colts, & Thunder⚡. Coffee & craft beer. ☕️🍺. Tweets and thoughts are my own.",False,https://t.co/ErCYWrC5Fn,"{'followers_count': 4713, 'following_count': 3430, 'tweet_count': 49463, 'listed_count': 110}","Montgomery, AL",https://pbs.twimg.com/profile_images/1436049979773161474/YFxNO5eW_normal.jpg,,Tyler Sebree ❄,TylerWSFA12,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ErCYWrC5Fn', 'expanded_url': 'http://wsfa.com', 'display_url': 'wsfa.com'}]}}"
816681057323991040,False,24🌻She/Her🌻Dutch🌻Bi/Ace🌻,False,https://t.co/iR8HCwkURa,"{'followers_count': 68, 'following_count': 825, 'tweet_count': 13876, 'listed_count': 0}",Nederland,https://pbs.twimg.com/profile_images/1519556012482695169/eQtqhODa_normal.jpg,,Samara ☂️💎💕,nozoomtoujou,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iR8HCwkURa', 'expanded_url': 'http://nozoomtoujou.tumblr.com', 'display_url': 'nozoomtoujou.tumblr.com'}]}}"
19487152,False,"Publishing Director, Borough Press. I have, of late, decided not to tarry too much with hope.she/her",False,,"{'followers_count': 5502, 'following_count': 3579, 'tweet_count': 58530, 'listed_count': 78}","iPhone: 0.000000,0.000000",https://pbs.twimg.com/profile_images/1517095851394543617/Gtd3G5j9_normal.jpg,,Suzie Dooré,suziedoore,
3183297362,False,"Sports fan, technology, science, humanism and secularism. I am independent, keen to fact-check and stay informed.",False,,"{'followers_count': 327, 'following_count': 765, 'tweet_count': 22983, 'listed_count': 19}","Houston, TX",https://pbs.twimg.com/profile_images/1141911302861987840/ioT8BZfQ_normal.jpg,,Al,Al_in_TX,
43578158,False,Todo tiene solución con pegatinas 🤣,False,,"{'followers_count': 750, 'following_count': 746, 'tweet_count': 30686, 'listed_count': 7}",España,https://pbs.twimg.com/profile_images/1214118451847061505/QsbDW2ps_normal.jpg,,Sonia 🌈,Soniasogues,
624347678,False,bruh // exo • got7 // 23 // 🇵🇭/🇺🇸,False,https://t.co/LkjBYTmOAa,"{'followers_count': 114, 'following_count': 266, 'tweet_count': 31089, 'listed_count': 0}",he/him,https://pbs.twimg.com/profile_images/1295910547540471808/srPutvJS_normal.jpg,1.4622426237295043e+18,janzel,j_comafay,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LkjBYTmOAa', 'expanded_url': 'http://blacklivesmatter.carrd.co/', 'display_url': 'blacklivesmatter.carrd.co'}]}}"
404205307,False,Procrastinator; butterfly-minded: a warm fan of the Golden Rule,False,,"{'followers_count': 40, 'following_count': 55, 'tweet_count': 949, 'listed_count': 0}",Musselburgh --  'Honest Toun',https://pbs.twimg.com/profile_images/378800000622630770/7a07a571585eb0d2dc8dd1192bbd1233_normal.jpeg,,Andrew Coulson,coulson_andrew,
479567651,False,🌟🌟 'Each and every one of us is a part of the big chaos'🌟🌟,False,,"{'followers_count': 329, 'following_count': 692, 'tweet_count': 56683, 'listed_count': 13}",Italy,https://pbs.twimg.com/profile_images/1482436194692644872/lkMe6Edv_normal.jpg,,Angy_N,LittleA_83,
1226345785,False,,False,,"{'followers_count': 88, 'following_count': 1135, 'tweet_count': 1945, 'listed_count': 0}",Sutton Coldfield ,https://pbs.twimg.com/profile_images/1001843619215626240/foOmlZUR_normal.jpg,,Dan MacNulty,DMacNulty,
199582709,False,"Pacense, enamorado de mi ciudad, mi región y de España.Hay 2 cosas que nunca haré: votar a la izquierda y tomar la tortilla de patatas con cebolla. Hala Madrid.",False,https://t.co/SphHmg8yf9,"{'followers_count': 229, 'following_count': 240, 'tweet_count': 14092, 'listed_count': 17}",Badajoz,https://pbs.twimg.com/profile_images/1517966442276298752/ci-vyUIF_normal.jpg,1.37104704610338e+18,Esteban Pérez-Frade,estebitanpn,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SphHmg8yf9', 'expanded_url': 'https://500px.com/estebitanpn15', 'display_url': '500px.com/estebitanpn15'}]}}"
243841713,False,"omnia sunt communia
Cats lover 😽😽
Ni guapa, ni simpática, ni buenecita: prosoviética",False,,"{'followers_count': 956, 'following_count': 2554, 'tweet_count': 26102, 'listed_count': 20}",,https://pbs.twimg.com/profile_images/840499223309225984/lhj7rIqi_normal.jpg,1.4969282899104072e+18,malicia 🔪 🔫 💣 💥,zapirika,
3362657921,False,#CÁDIZCF,False,,"{'followers_count': 389, 'following_count': 278, 'tweet_count': 610, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1279535576778244096/Y0_wNKJ8_normal.jpg,,CADISTA ADICTO,CadistaAdicto,"{'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'CÁDIZCF'}]}}"
178495525,False,好き:シナモロール、東方、カービィ やってるもの:LoL、パズドラ、エタリタ、FPSなど,False,https://t.co/E6tYtCDFm6,"{'followers_count': 371, 'following_count': 336, 'tweet_count': 260327, 'listed_count': 51}",千葉,https://pbs.twimg.com/profile_images/1469924936919650307/d5i6MMny_normal.jpg,,きなこ,nazukiazu,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/E6tYtCDFm6', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/37T55JISXXBLB?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}}"
119454465,False,"yennefer’s rights activist, lodge of sorceresses apologist. yes i am this sexy and annoying in real life. @witcherfashion // 161 1312 ☭",False,,"{'followers_count': 9697, 'following_count': 751, 'tweet_count': 251496, 'listed_count': 156}","she/they, 24",https://pbs.twimg.com/profile_images/1518860199724990465/2P-Cm-cD_normal.jpg,1.4717702657933107e+18,vicky ❤️‍🔥,THEBLACKWlDOW,"{'description': {'mentions': [{'start': 106, 'end': 121, 'username': 'witcherfashion'}]}}"
257984630,False,,False,,"{'followers_count': 224, 'following_count': 505, 'tweet_count': 498, 'listed_count': 1}","Antalya, Turkey",https://pbs.twimg.com/profile_images/1103967761536045058/RQeyZBhe_normal.png,,Zafer Yuzucu,ZfRYzC,
3122351777,False,La creencia en la realidad de un mundo bueno no le impide seguir percibiendo la constante maldad del mundo bajo🍃,False,,"{'followers_count': 106, 'following_count': 268, 'tweet_count': 3407, 'listed_count': 1}",España,https://pbs.twimg.com/profile_images/1290406370408378368/ueUWDQTU_normal.jpg,7.689290975358525e+17,🧚🏼‍♀️🌛,Martilatarti,
336141108,False,not that girl,False,,"{'followers_count': 1208, 'following_count': 342, 'tweet_count': 84756, 'listed_count': 10}",Gaufre city,https://pbs.twimg.com/profile_images/1502212461109420034/b_qj_lNJ_normal.jpg,,Yus💖,msunflwr,
47649071,False,,False,,"{'followers_count': 16, 'following_count': 103, 'tweet_count': 83, 'listed_count': 0}",Britain,https://pbs.twimg.com/profile_images/265514208/JEYES_normal.JPG,,Jafar Soleymanzadeh,Jeyes27901,
58627994,True,"Finalist in @Screencrafting & @Cinequest TV pilot competitions. #preWGA. Editor @76crimes. Jeopardy! Champion. 
My book Smashing Young Man is available now!",False,https://t.co/ZtLcACpS5G,"{'followers_count': 2233, 'following_count': 857, 'tweet_count': 30448, 'listed_count': 0}","Los Angeles, CA",https://pbs.twimg.com/profile_images/1513750598281478149/PkT35Nf-_normal.jpg,1.5219192403699384e+18,Rob Salerno,robsalerno,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZtLcACpS5G', 'expanded_url': 'https://linktr.ee/robsalerno', 'display_url': 'linktr.ee/robsalerno'}]}, 'description': {'hashtags': [{'start': 64, 'end': 71, 'tag': 'preWGA'}], 'mentions': [{'start': 12, 'end': 27, 'username': 'Screencrafting'}, {'start': 30, 'end': 40, 'username': 'Cinequest'}, {'start': 80, 'end': 89, 'username': '76crimes'}]}}"
100622640,False,#HRPubQuiz Master - DM to join 💕 A new Scottish adventure has begun! Heart in the Highlands🔥,False,https://t.co/N0fCnLqgWH,"{'followers_count': 1759, 'following_count': 2480, 'tweet_count': 14281, 'listed_count': 32}","Huntly, Scotland",https://pbs.twimg.com/profile_images/1500462805069279243/47jidc3f_normal.jpg,,Snowy Sel,SelenaGovier,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/N0fCnLqgWH', 'expanded_url': 'https://www.linkedin.com/in/selena-govier-66672912', 'display_url': 'linkedin.com/in/selena-govi…'}]}, 'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'HRPubQuiz'}]}}"
1250019812199272448,False,NieR fan account España,False,,"{'followers_count': 70, 'following_count': 68, 'tweet_count': 33615, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1508573130582896642/2kYhX03L_normal.jpg,1.478432796800688e+18,ouyeah,ahfruskillo,
249010492,False,Retired in the beautiful holy land of Israel.,False,,"{'followers_count': 512, 'following_count': 739, 'tweet_count': 10565, 'listed_count': 6}",Israel,https://pbs.twimg.com/profile_images/1275844459/DSC_0250_normal.JPG,,Ron P,Ithacaron,
2811795126,False,I sang Shang-A-Lang and I ran with the gang.,False,,"{'followers_count': 4482, 'following_count': 5000, 'tweet_count': 269555, 'listed_count': 77}",,https://pbs.twimg.com/profile_images/1480277639592038407/_KaVoPcY_normal.jpg,1.2932748668467814e+18,Oor Tracey 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦🌻,trangpang,
605314453,False,,False,,"{'followers_count': 6, 'following_count': 137, 'tweet_count': 581, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1325788454685462529/-dk1ew4y_normal.jpg,,Robertooo Carlos,RobertoooCarlo1,
1188586734331842560,False,𒉭 Thank you Miura 𒉭,False,,"{'followers_count': 522, 'following_count': 573, 'tweet_count': 41548, 'listed_count': 1}","Faggo, Nigeria",https://pbs.twimg.com/profile_images/1480488934387986440/hAUR_6D0_normal.jpg,1.2882183306131333e+18,jeff,LxnarTears,
1465428993734230016,False,"Escritor. Escribo cosas que me emocionan.
Los Penitentes en Obscura editorial",False,,"{'followers_count': 151, 'following_count': 147, 'tweet_count': 700, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1465429327634440203/p3xtCTdx_normal.jpg,,J.E. Álamo,joealamo1960,
495414073,False,,False,,"{'followers_count': 23, 'following_count': 54, 'tweet_count': 671, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1427710202309185545/DU64KDyO_normal.jpg,,Irmita,irmita_g,
2460672399,False,,False,,"{'followers_count': 294, 'following_count': 920, 'tweet_count': 10302, 'listed_count': 3}","Almería, Spain",https://pbs.twimg.com/profile_images/1051034842652188672/CHZQ_IcW_normal.jpg,1.3620097843131433e+18,Alison McEwan,alisondodi,
3029878069,False,"İzmire hasret bir İzmirli/kitap ve kedi aşığı/insan,hayvan,ağaç dostu/denizsiz yapamayan/şuursuz bir İngiliççeci /@TCNihatgiller den. Muffin🥰🐾📚🧩🧶",False,,"{'followers_count': 356, 'following_count': 173, 'tweet_count': 14016, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1477589486267682819/G_pS9lls_normal.jpg,1.1583545694596178e+18,Zeynep Nüha,zeynepnuha,"{'description': {'mentions': [{'start': 114, 'end': 128, 'username': 'TCNihatgiller'}]}}"
2421913872,False,"Insta: 52lchf 

LowCarbHighFat champion 😋 birder; nature & wildlife enthusiast. Opinions expressed here, there & anywhere are my own. #LCHF #Keto #LowCarb",False,https://t.co/jcHyTtpEMl,"{'followers_count': 77, 'following_count': 262, 'tweet_count': 486, 'listed_count': 1}",Oxfordshire,https://pbs.twimg.com/profile_images/1480810305357848582/O9ylvlM6_normal.jpg,,Joanna Harding,HardingJ66,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jcHyTtpEMl', 'expanded_url': 'https://www.instagram.com/52lchf/?hl=en', 'display_url': 'instagram.com/52lchf/?hl=en'}]}, 'description': {'hashtags': [{'start': 134, 'end': 139, 'tag': 'LCHF'}, {'start': 140, 'end': 145, 'tag': 'Keto'}, {'start': 146, 'end': 154, 'tag': 'LowCarb'}]}}"
130004139,False,フォロー/リムーブご自由にどうぞ,False,,"{'followers_count': 688, 'following_count': 561, 'tweet_count': 24331, 'listed_count': 23}","Shinjuku, Tokyo, Japan",https://pbs.twimg.com/profile_images/1158026392279212034/U0uR9vLj_normal.jpg,1.4326952087985725e+18,やまもと🌸YAMAMOTO🏄‍♀️,s1ryama,
1515275566316154880,False,夢は英語でお仕事すること🤍翻訳とか通訳とか🤍シャドウイングしつつ会話力も磨きたい🤍計画通りにいろいろ進めるのがやや苦手な英語勉強垢です🤍猫のテルマと2人暮らし🤍ほぼ毎日Wordleやってます🤍海外ドラマとコスメが好き🤍#英語学習 #翻訳 #通訳,False,,"{'followers_count': 300, 'following_count': 522, 'tweet_count': 85, 'listed_count': 0}",モフモフの国,https://pbs.twimg.com/profile_images/1515275743475175426/F34RDH7A_normal.jpg,1.5152837864389673e+18,ミライ♡英語がんばる垢,Eigo_de_mirai,"{'description': {'hashtags': [{'start': 109, 'end': 114, 'tag': '英語学習'}, {'start': 115, 'end': 118, 'tag': '翻訳'}, {'start': 119, 'end': 122, 'tag': '通訳'}]}}"
15403451,False,"🤓 Canarión del 86
🎬 Creador de contenido 📺 🎮
🎼 Eurofán y fanÓTico 🎧",False,https://t.co/LPkBoGImtk,"{'followers_count': 329, 'following_count': 564, 'tweet_count': 33824, 'listed_count': 30}","Telde, Las Palmas, España",https://pbs.twimg.com/profile_images/378800000578785556/3544b5765dfa2d3f220c53949a107be0_normal.png,1.2911528195971072e+18,Danny Déniz,DannyDeniz,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LPkBoGImtk', 'expanded_url': 'https://linktr.ee/dannydeniz', 'display_url': 'linktr.ee/dannydeniz'}]}}"
87889481,False,"Crossword geek, guitar addict and cyclist.",False,http://t.co/MTdpd5muNk,"{'followers_count': 379, 'following_count': 231, 'tweet_count': 2596, 'listed_count': 11}",,https://pbs.twimg.com/profile_images/378800000031319190/47e98b7b45758e99df5c42e08b882758_normal.jpeg,,Derek Harrison,dzharrison,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/MTdpd5muNk', 'expanded_url': 'http://www.crossword.org.uk', 'display_url': 'crossword.org.uk'}]}}"
514498257,False,"Si no me encontráis, seguramente esté con ella 💜",False,https://t.co/ObvDWVU3QU,"{'followers_count': 353, 'following_count': 167, 'tweet_count': 27068, 'listed_count': 0}","CJ, Málaga, España",https://pbs.twimg.com/profile_images/1515770377364021253/v-H-I1j7_normal.jpg,1.4319151286525092e+18,Ce 🩺🫀💉,celiculo,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ObvDWVU3QU', 'expanded_url': 'http://instagram.com/celiiagb', 'display_url': 'instagram.com/celiiagb'}]}}"
815726960227688448,False,"Actual person, sort of.",False,,"{'followers_count': 2, 'following_count': 173, 'tweet_count': 84, 'listed_count': 0}",A strange country on the far side of hell,https://pbs.twimg.com/profile_images/815728468558127104/uUIfRntC_normal.jpg,,Bob Smith,maladaptivebob,
2174928995,False,qué pongo? || tambien tengo una privada @dramalejandra_,False,https://t.co/D9BBTO2BCu,"{'followers_count': 170, 'following_count': 79, 'tweet_count': 2210, 'listed_count': 0}","Saragossa, Spain",https://pbs.twimg.com/profile_images/1506993258643308546/RAcj30J9_normal.jpg,,Alejandra⚡️,Alejandra__1112,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/D9BBTO2BCu', 'expanded_url': 'https://www.instagram.com/aaleejaandraa11_/', 'display_url': 'instagram.com/aaleejaandraa1…'}]}, 'description': {'mentions': [{'start': 40, 'end': 55, 'username': 'dramalejandra_'}]}}"
294559391,False,Me gustan la música y los musicales. Veo muchas series. I'm just a girl in the world...,False,,"{'followers_count': 515, 'following_count': 345, 'tweet_count': 43859, 'listed_count': 23}",,https://pbs.twimg.com/profile_images/1425519070351400963/yAOvpvm4_normal.jpg,,Marta M.,martamonpi,
897249744,False,"Sed felices, que el tiempo se acaba.",False,,"{'followers_count': 604, 'following_count': 824, 'tweet_count': 37198, 'listed_count': 7}","Malaga, Spain",https://pbs.twimg.com/profile_images/1521936854274260998/3tLcwTLX_normal.jpg,,JP 🍩🍔,jgalatxo,
4535448678,False,i love my boyfriend danny 💖 muppets enthusiast,False,,"{'followers_count': 56, 'following_count': 176, 'tweet_count': 36299, 'listed_count': 1}",22. they/them. ,https://pbs.twimg.com/profile_images/1501131665871101954/BMZAZSql_normal.jpg,,molly 🫐 six days!!,voxichor,
605726321,False,"IT & OT Cybersecurity Analyst | Long time F1 fan 🏎️ | SFW but 🔞 | 24.

Icon ~ @DragonIsabel /
Banner ~ @Nekothesaber

He/Him • They/Them.",False,https://t.co/ADQMwwEFvZ,"{'followers_count': 117, 'following_count': 242, 'tweet_count': 87213, 'listed_count': 15}",Somewhere over the rainbow.,https://pbs.twimg.com/profile_images/1506363041868308482/MQaG4idn_normal.jpg,1.4769728020748943e+18,El ruinas,TheRuNoP,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ADQMwwEFvZ', 'expanded_url': 'https://www.twitch.tv/therunop', 'display_url': 'twitch.tv/therunop'}]}, 'description': {'mentions': [{'start': 78, 'end': 91, 'username': 'DragonIsabel'}, {'start': 103, 'end': 116, 'username': 'Nekothesaber'}]}}"
158355298,False,"Le digo a la gente que lo que más me gusta es hacer cine, pero en realidad es ver series 🤷",False,,"{'followers_count': 394, 'following_count': 308, 'tweet_count': 34024, 'listed_count': 15}",,https://pbs.twimg.com/profile_images/687422940246315008/y5EdN2Dd_normal.jpg,,Elsa Move,elsamov,
445861731,False,,False,,"{'followers_count': 13, 'following_count': 57, 'tweet_count': 567, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/3317171527/4833ba884c83702b9c7aa37f9bcb5cf1_normal.jpeg,,Elizabeth Dean,ElizabethDean8,
525285274,False,"Fleming.
Interests: travel, wine, history.
Posts mostly in English.
My pics unless mentioned otherwise.
I don't follow back protected acct.
No DM unless agreed.",False,,"{'followers_count': 5354, 'following_count': 4328, 'tweet_count': 38688, 'listed_count': 34}",Zemst,https://pbs.twimg.com/profile_images/1503362621336084482/F85i3I_R_normal.jpg,,The WineSmacker,joukesp,
546788032,False,,False,,"{'followers_count': 84, 'following_count': 181, 'tweet_count': 2083, 'listed_count': 0}",Aberbackscuttle,https://pbs.twimg.com/profile_images/1492986903997693955/XCGdRc3Y_normal.jpg,,Jimmy Nell,jimpynell,
1364161058131222528,False,,False,,"{'followers_count': 759, 'following_count': 809, 'tweet_count': 27366, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1513414622355017733/HjENVR5p_normal.jpg,,R͏e͏y͏,Reyfrrr,
2995719213,False,,False,,"{'followers_count': 57, 'following_count': 133, 'tweet_count': 1956, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1499060413320806400/E_tFIg21_normal.jpg,,Air Baie Cas,AirBaie,
472158521,False,La belleza está en los ojos del que mira. 🌞,False,https://t.co/nkzaZdxftr,"{'followers_count': 4054, 'following_count': 771, 'tweet_count': 67083, 'listed_count': 10}",Madrid,https://pbs.twimg.com/profile_images/1520827989222645761/m9am9IVK_normal.jpg,1.4863533994488504e+18,Marcos,rulete420,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nkzaZdxftr', 'expanded_url': 'http://Instagram.com/marcosgimenezz', 'display_url': 'Instagram.com/marcosgimenezz'}]}}"
805661927170973696,False,凡人の200%,False,https://t.co/MP2rouj2ML,"{'followers_count': 1354, 'following_count': 283, 'tweet_count': 75069, 'listed_count': 24}",19歳♂,https://pbs.twimg.com/profile_images/1478847896036335616/GJakdY1J_normal.png,1.5086680602064404e+18,レン,riamuyumemi,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MP2rouj2ML', 'expanded_url': 'https://tomoya.moe', 'display_url': 'tomoya.moe'}]}}"
52840025,False,From Middlesbrough in the great north east of England and proud of it!,False,,"{'followers_count': 148, 'following_count': 631, 'tweet_count': 7406, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1187239987/008_normal.jpg,1.0127844535114138e+18,Linda D Giles,henrybabes,
2207093694,False,Now retired but seem to be even busier!,False,,"{'followers_count': 1901, 'following_count': 5001, 'tweet_count': 212701, 'listed_count': 262}","Edinburgh, Scotland",https://pbs.twimg.com/profile_images/460000373063692289/tLsipATs_normal.jpeg,,Hester,HesterMcQueen,
913851803791495168,False,"if this is hell, i'm not that unhappy · nw: the west wing s1; mr. mayor s2",False,,"{'followers_count': 625, 'following_count': 366, 'tweet_count': 29842, 'listed_count': 21}",she/her · 24,https://pbs.twimg.com/profile_images/1496248149048016904/XDj1KtD0_normal.jpg,1.4926905785297306e+18,ali,streetcfdreams,
1165620374073040896,False,"I think I'm smart, contrary to evidence.

He/him • Tech enthusiast • Crazy cat man • Brown recluse

Kisi ke baap ka Hindustan thodi hai. 🇮🇳 Pfp: @badaamztish",False,https://t.co/8eD66D3ta3,"{'followers_count': 950, 'following_count': 593, 'tweet_count': 93431, 'listed_count': 2}",Mumbai,https://pbs.twimg.com/profile_images/1346027259514159104/sewlrGPA_normal.jpg,1.2703017028731822e+18,Raj Against the Machine,inaquietraj,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8eD66D3ta3', 'expanded_url': 'https://secret.viralsachxd.com/27e843d4c', 'display_url': 'secret.viralsachxd.com/27e843d4c'}]}, 'description': {'mentions': [{'start': 145, 'end': 157, 'username': 'badaamztish'}]}}"
152067283,False,"Workaholic dog lover in 🇺🇲. No DMs, please.",False,,"{'followers_count': 167, 'following_count': 608, 'tweet_count': 3338, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1447714212126539783/vHr3cv0r_normal.jpg,,MmudskipperS🌻,maddi8a,
