id,profile_image_url,url,public_metrics,username,protected,name,description,location,verified,entities,pinned_tweet_id
858128136403333120,https://pbs.twimg.com/profile_images/1428516345335910410/_GqbDyvC_normal.jpg,,"{'followers_count': 617, 'following_count': 229, 'tweet_count': 20372, 'listed_count': 3}",Idk_757,False,Britney,FL🏝,“A colorful lawless swamp” 😁,False,,1.4653320813247078e+18
76951073,https://pbs.twimg.com/profile_images/843863924562956288/E7V3G69v_normal.jpg,https://t.co/6uqBVHW578,"{'followers_count': 2070, 'following_count': 383, 'tweet_count': 136277, 'listed_count': 145}",StyleDLC,False,Martin Castellani,"Unplugged https://t.co/tcosOd7071
Workaholic por elección {Grider} República De #River 
+ Director Académico @growescuela
+ Data Analyst @aHGencyAR
+ Pauta en Chili",Grand Bourg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6uqBVHW578', 'expanded_url': 'http://instagram.com/styledlc', 'display_url': 'instagram.com/styledlc'}]}, 'description': {'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/tcosOd7071', 'expanded_url': 'http://bit.ly/18ZqIQw', 'display_url': 'bit.ly/18ZqIQw'}], 'hashtags': [{'start': 80, 'end': 86, 'tag': 'River'}], 'mentions': [{'start': 109, 'end': 121, 'username': 'growescuela'}, {'start': 137, 'end': 147, 'username': 'aHGencyAR'}]}}",1.0282735435728732e+18
394170264,https://pbs.twimg.com/profile_images/1272249983539052549/MLvpis34_normal.jpg,https://t.co/RITdquwHuh,"{'followers_count': 334, 'following_count': 768, 'tweet_count': 2690, 'listed_count': 0}",PaddyTech,False,Paddy Fagan,"Technologist, occasional cyclist, and a dad. Working in IBM Watson Health. Posts across technology, healthcare, rugby, 3D printing. Views are my own.","Kildare, Ireland",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RITdquwHuh', 'expanded_url': 'http://paddyfagan.brandyourself.com/', 'display_url': 'paddyfagan.brandyourself.com'}]}}",1.3001522130803384e+18
498575868,https://pbs.twimg.com/profile_images/1253218797432995840/FiJ9Hmts_normal.jpg,,"{'followers_count': 12, 'following_count': 57, 'tweet_count': 488, 'listed_count': 0}",josuplex,False,Josuplex,,,False,,
1033356845015027712,https://pbs.twimg.com/profile_images/1517554324641091586/xVhNSgiw_normal.jpg,,"{'followers_count': 42, 'following_count': 36, 'tweet_count': 3240, 'listed_count': 0}",itsderekl0l,False,derek 🅴 🇺🇦,"@PUSHA_T ITS ALMOST DRY IS #1‼️‼️‼️‼️ @KENDRICKLAMAR MR MORALE AND THE BIG STEPPERS 5 / 13 ‼️‼️‼️⁉️⁉️⁉️
ITSTHECONS & @KANYEWEST “BLOODSTAIN” OUT 5 / 20‼️‼️‼️‼️",drake hate page ,False,"{'description': {'mentions': [{'start': 0, 'end': 8, 'username': 'PUSHA_T'}, {'start': 38, 'end': 52, 'username': 'KENDRICKLAMAR'}, {'start': 117, 'end': 127, 'username': 'KANYEWEST'}]}}",1.5173899164932997e+18
309579945,https://pbs.twimg.com/profile_images/1213551411423797248/MD3XcjsX_normal.jpg,,"{'followers_count': 252, 'following_count': 991, 'tweet_count': 3150, 'listed_count': 0}",hakannuriguler,False,Hakan Nuri Güler,"When the snows fall, and the white winds blow, the lone wolf dies but the pack survives.",,False,,
369880723,https://pbs.twimg.com/profile_images/1518043369905303553/1qh1O4n6_normal.jpg,,"{'followers_count': 779, 'following_count': 782, 'tweet_count': 47408, 'listed_count': 31}",thatsrosalyn,False,Beautiful 🤎,The favor of God surrounds me & my children & my children's children like a shield ❤️ Proverbs 31:29-30 🖤 FirstClass ❤️ Educator 🖤 CSU CO17,Atlanta ,False,,
3354929339,https://pbs.twimg.com/profile_images/1293436118835372038/AV074IxZ_normal.jpg,https://t.co/oCq0yyM8ZO,"{'followers_count': 828, 'following_count': 199, 'tweet_count': 8666, 'listed_count': 10}",johnchapman398,False,John Chapman,"Part time actor, director, arts reviewer, writer, education consultant, proof reader & copy editor. Full time human bean.","South East, England",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oCq0yyM8ZO', 'expanded_url': 'https://2ndfrombottom.wordpress.com/', 'display_url': '2ndfrombottom.wordpress.com'}]}}",1.5207800862569554e+18
1454051685639151616,https://pbs.twimg.com/profile_images/1519995220687224832/fg3GLbKR_normal.jpg,,"{'followers_count': 25, 'following_count': 87, 'tweet_count': 431, 'listed_count': 0}",Cubic_Siki,False,O崎 さんじしき,イラスト/スマブラ/音楽,,False,,1.520317218571309e+18
119533988,https://pbs.twimg.com/profile_images/661169427891822593/1cK-fezt_normal.jpg,https://t.co/IG7JgBx3R2,"{'followers_count': 13425, 'following_count': 10490, 'tweet_count': 41081, 'listed_count': 84}",declanvarley,False,Declan Varley,Galway Advertiser group editor - author. Writer @GoonerFanzine Lifelong Gooner and Mayo,Galway,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IG7JgBx3R2', 'expanded_url': 'http://www.galwayadvertiser.ie', 'display_url': 'galwayadvertiser.ie'}]}, 'description': {'mentions': [{'start': 48, 'end': 62, 'username': 'GoonerFanzine'}]}}",1.4977045205785805e+18
100603421,https://pbs.twimg.com/profile_images/1310287662432092160/RtLZpxZF_normal.jpg,,"{'followers_count': 139, 'following_count': 286, 'tweet_count': 6829, 'listed_count': 0}",franchuutee,False,Fran N R,Desde 1992 RCD 💙,Cortiñan ,False,,
955025899501576192,https://pbs.twimg.com/profile_images/1496456719471423489/haAGm0HC_normal.jpg,,"{'followers_count': 439, 'following_count': 830, 'tweet_count': 14588, 'listed_count': 0}",pushingstrings,False,holley,💻 🐈,"Alabama, USA",False,,
1320690048,https://pbs.twimg.com/profile_images/1419912497193275422/fBHSs2yk_normal.jpg,,"{'followers_count': 35, 'following_count': 199, 'tweet_count': 1509, 'listed_count': 0}",victoriae68,False,Victoria E Snell,Grower of great things...,"Wargrave, Berkshire",False,,
487948788,https://pbs.twimg.com/profile_images/1399059668811583495/U5Coy7M3_normal.jpg,https://t.co/CSG1hUbfzU,"{'followers_count': 833, 'following_count': 142, 'tweet_count': 3699, 'listed_count': 23}",PapaBravo69,False,Paul B 💙,"Husband, father and dog owner 🐾🐾 - retired homicide Detective Superintendent 🔍. FBI National Academy graduate.  Follow @spotlight_999","England, United Kingdom",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CSG1hUbfzU', 'expanded_url': 'http://linkedin.com/in/paul-barton-45040ab5', 'display_url': 'linkedin.com/in/paul-barton…'}]}, 'description': {'mentions': [{'start': 119, 'end': 133, 'username': 'spotlight_999'}]}}",
1104854576,https://pbs.twimg.com/profile_images/1521018225496100864/MCJc2JWW_normal.jpg,,"{'followers_count': 1654, 'following_count': 2058, 'tweet_count': 10147, 'listed_count': 7}",ex_major,False,David Gell 🇺🇦,"Proud grandfather, British Army, flying, football, mental health, food & drink, to name but a few. All views very definitely my own.",Wiltshire,False,,1.4975911829138473e+18
19684260,https://pbs.twimg.com/profile_images/1422808964786425860/cK1531e9_normal.jpg,https://t.co/VVlU5jWAqS,"{'followers_count': 14054, 'following_count': 8579, 'tweet_count': 118736, 'listed_count': 212}",RachelOrr,False,🔥🎶📻🏏🎼👠Rachel Orr 👠🎼🏏👠📻🎶,"MHFA, Leadership Consultant, worked as Teacher/HT, Christian. High heels Queen! Opera Singer. Cricket fan! Mozart's in the house! Broadcaster @RealLifeRadioUK",Co. Durham England,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VVlU5jWAqS', 'expanded_url': 'http://highheelsandhighnotes.wordpress.com/', 'display_url': 'highheelsandhighnotes.wordpress.com'}]}, 'description': {'mentions': [{'start': 142, 'end': 158, 'username': 'RealLifeRadioUK'}]}}",1.055686919026344e+18
1463567930105339904,https://pbs.twimg.com/profile_images/1464835281916502017/STR98Kgf_normal.jpg,,"{'followers_count': 29, 'following_count': 76, 'tweet_count': 55, 'listed_count': 0}",SusanOD47635714,False,Susan O'Dell,"mum to adult children and Nannie to 2 gorgeous grandchildren! married to Tim and living in Newcastle, too far from family and friends!","Newcastle Upon Tyne, England",False,,
2564142475,https://pbs.twimg.com/profile_images/1508699614458822658/R4jNykMb_normal.jpg,,"{'followers_count': 650, 'following_count': 2638, 'tweet_count': 73510, 'listed_count': 13}",pjonclayton,False,👾🛸🇺🇦,who do you think you are? I am! 👍😎,Ontario,False,,
791098220495581184,https://pbs.twimg.com/profile_images/1292588308753715202/g3L985ma_normal.jpg,,"{'followers_count': 1016, 'following_count': 912, 'tweet_count': 29586, 'listed_count': 0}",CranEnthusiast,False,My school is a Conference Champion,UTSA Professional Little Spoon #BLM ΦΜΑ SOSA Alum I write about sports sometimes,"San Antonio, TX",False,"{'description': {'hashtags': [{'start': 31, 'end': 35, 'tag': 'BLM'}]}}",1.247833231711486e+18
1239898875227504640,https://pbs.twimg.com/profile_images/1518940448605147138/WWwiyOyT_normal.jpg,https://t.co/21dLmNBLeS,"{'followers_count': 39, 'following_count': 134, 'tweet_count': 61, 'listed_count': 0}",1ch3ckr,False,autumn//tracy,,they/them 16 🏳️‍🌈,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/21dLmNBLeS', 'expanded_url': 'http://linktr.ee/checkerboi23', 'display_url': 'linktr.ee/checkerboi23'}]}}",1.5190997035556782e+18
1064690632516689920,https://pbs.twimg.com/profile_images/1491296095514861570/T0iZhoR4_normal.jpg,,"{'followers_count': 336, 'following_count': 1027, 'tweet_count': 5475, 'listed_count': 1}",400lbGorillaa,False,Broken Pieces,"Husband, Father, Devout Mets fan... not necessarily in that order.
Taking things one day at a time. My issues have issues... but I'm still standing.",New Jersey,False,,1.5140608558134968e+18
735069681338482688,https://pbs.twimg.com/profile_images/1483376598694998016/a3ukA83P_normal.jpg,,"{'followers_count': 100, 'following_count': 703, 'tweet_count': 1644, 'listed_count': 0}",mrs_g_2310,False,Claire Graham,"wife, mam, lover of @wearejames & @starsailorband","Newcastle Upon Tyne, England",False,"{'description': {'mentions': [{'start': 20, 'end': 31, 'username': 'wearejames'}, {'start': 34, 'end': 49, 'username': 'starsailorband'}]}}",
1166114861073469440,https://pbs.twimg.com/profile_images/1499605823663792129/rVjX0DOo_normal.jpg,,"{'followers_count': 155, 'following_count': 134, 'tweet_count': 16144, 'listed_count': 0}",_luciadre_,False,🤍🦋𝕷𝖚🦋🤍,"🌸🤍🦋🌌sed buenos, xfa💙⛈🐬💜",,False,,1.3473542901516902e+18
1288646114162257920,https://pbs.twimg.com/profile_images/1449054167054503939/xN4KJFNc_normal.jpg,https://t.co/mHGjMlvTMH,"{'followers_count': 821, 'following_count': 1355, 'tweet_count': 28930, 'listed_count': 69}",jacesaysstuff,False,jace | SNEEG ART 📌,i draw things | my loves @panickedparker @cjworries | if you use my art for pfp / layout please do credit me ty,18 | they / he / boo / she ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mHGjMlvTMH', 'expanded_url': 'http://twitch.tv/spacejace_', 'display_url': 'twitch.tv/spacejace_'}]}, 'description': {'mentions': [{'start': 25, 'end': 40, 'username': 'panickedparker'}, {'start': 41, 'end': 51, 'username': 'cjworries'}]}}",1.510316424933249e+18
2800300097,https://pbs.twimg.com/profile_images/1264444130102374400/tO5_GD-R_normal.png,,"{'followers_count': 284, 'following_count': 206, 'tweet_count': 43005, 'listed_count': 10}",OmegaMom_,False,"OmegaMom, As Always","Middle aged adoptive mom in New Mexico...with experience in Alaska, Flagstaff, AZ, Chicago, the Bay Area, and more. Now with LESS teen attitude, yay!",,False,,
1141775896258457600,https://pbs.twimg.com/profile_images/1345700281191903233/6P0kExJX_normal.jpg,https://t.co/pWRnXxtl9o,"{'followers_count': 770, 'following_count': 469, 'tweet_count': 53843, 'listed_count': 0}",NotThato,False,Rre Boikanyo,Ricky’s Amantombazane verse ❤️ ig: https://t.co/HkJxxC1eSk,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pWRnXxtl9o', 'expanded_url': 'http://www.borutho.energy', 'display_url': 'borutho.energy'}]}, 'description': {'urls': [{'start': 35, 'end': 58, 'url': 'https://t.co/HkJxxC1eSk', 'expanded_url': 'https://instagram.com/thatoallday?r=nametag', 'display_url': 'instagram.com/thatoallday?r=…'}]}}",1.1586886840378573e+18
3254669255,https://pbs.twimg.com/profile_images/1479797195402620932/jPTaVoJD_normal.jpg,https://t.co/glNBgSi00z,"{'followers_count': 130, 'following_count': 109, 'tweet_count': 19642, 'listed_count': 0}",xisatoledox,False,Feotipo 🦥,E' una paranoia hermano,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/glNBgSi00z', 'expanded_url': 'http://instagram.com/xisatoledox', 'display_url': 'instagram.com/xisatoledox'}]}}",1.4136422297600205e+18
557918416,https://pbs.twimg.com/profile_images/1447385378009358336/nv-MH2j7_normal.jpg,https://t.co/Ry2PB0MDMD,"{'followers_count': 506, 'following_count': 932, 'tweet_count': 19563, 'listed_count': 31}",bombusername,False,Name,,Earth...for now,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ry2PB0MDMD', 'expanded_url': 'https://drive.google.com/file/d/1FJIeHkte1w0K850UG0LTNbDMGKhdUFze/view', 'display_url': 'drive.google.com/file/d/1FJIeHk…'}]}}",1.5146472583142932e+18
295780001,https://pbs.twimg.com/profile_images/1322272134232707072/GvN38S6f_normal.jpg,,"{'followers_count': 63, 'following_count': 96, 'tweet_count': 6769, 'listed_count': 0}",juliedthornhill,False,juliedthornhill,Still here,,False,,
19371037,https://pbs.twimg.com/profile_images/1109049976225710081/ovgEZpLf_normal.jpg,,"{'followers_count': 92, 'following_count': 427, 'tweet_count': 649, 'listed_count': 1}",darrenhughes6,False,Darren Hughes,,Warwickshire or The Stoop,False,,
248712833,https://pbs.twimg.com/profile_images/1155434843917959168/oygY8nct_normal.jpg,,"{'followers_count': 217, 'following_count': 457, 'tweet_count': 3525, 'listed_count': 0}",Noemycp30,False,🍀🍒,.| se audaz si el mar se incendia y ofrece amor aunque el cielo expire,talavera de la reina,False,,
1164226174245068800,https://pbs.twimg.com/profile_images/1226663946461106182/vrGTIxne_normal.jpg,,"{'followers_count': 1416, 'following_count': 1697, 'tweet_count': 3827, 'listed_count': 1}",SteveMagee16,False,Steve Magee,"🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🌍 LFC #FBPE
Born at 320 ppm CO2, Population 3.34 Billion
#FollowBackerer","Wales, Europe",False,"{'description': {'hashtags': [{'start': 15, 'end': 20, 'tag': 'FBPE'}, {'start': 66, 'end': 81, 'tag': 'FollowBackerer'}]}}",
971942176816074752,https://pbs.twimg.com/profile_images/1006266365903364097/kyEdYMF2_normal.jpg,,"{'followers_count': 29, 'following_count': 121, 'tweet_count': 895, 'listed_count': 0}",CPsintuiter,False,cepe,"🤨🤐🙄🤔🤓 🤫😉😏
Testing this",,False,,
233143152,https://pbs.twimg.com/profile_images/459243501553590272/0WpsmBHM_normal.jpeg,https://t.co/UD66u3kg72,"{'followers_count': 785, 'following_count': 579, 'tweet_count': 58722, 'listed_count': 56}",palelmvp,False,Pilar Arguiñáriz L,"Microsoft - MVP Outlook 2002-2017. EX-MVP, pero no voy a cambiar mi nombre de usuario 🙃

*** Ahora tuiteo ""solo"" #Wordle porque no tengo mucho más que decir.",Navarra - Málaga,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UD66u3kg72', 'expanded_url': 'http://palel.es', 'display_url': 'palel.es'}]}, 'description': {'hashtags': [{'start': 113, 'end': 120, 'tag': 'Wordle'}]}}",1.5059818036974223e+18
123553233,https://pbs.twimg.com/profile_images/1467730218144182281/hh0Ymbw__normal.jpg,,"{'followers_count': 73, 'following_count': 265, 'tweet_count': 924, 'listed_count': 1}",Pokerchick71,False,sarah johnson,"Mother of 5 originally from the West Midlands, love nature",Northumberland uk,False,,
357013854,https://pbs.twimg.com/profile_images/1522227618019430402/vYMTeA95_normal.jpg,https://t.co/s0tMndqTq7,"{'followers_count': 3461, 'following_count': 861, 'tweet_count': 21961, 'listed_count': 16}",B1ack_Woman,False,B1ack_Woman,"*Sister L* I promote Black unity! Follow @LouisFarrakhan ~Battle Rap/Anime/GTA fanatic, MBA, Blerd, Authorpreneur, Screenwriter",NOI,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/s0tMndqTq7', 'expanded_url': 'http://noi.org', 'display_url': 'noi.org'}]}, 'description': {'mentions': [{'start': 41, 'end': 56, 'username': 'LouisFarrakhan'}]}}",
1716737126,https://pbs.twimg.com/profile_images/1513996476334149632/S84XkjtY_normal.jpg,,"{'followers_count': 203, 'following_count': 441, 'tweet_count': 4333, 'listed_count': 1}",Clarus_Stuff,False,star,Trying my best ✨,,False,,1.4938785705775022e+18
1123182732551630848,https://pbs.twimg.com/profile_images/1442569253295570945/D5Q0oSQe_normal.jpg,,"{'followers_count': 311, 'following_count': 951, 'tweet_count': 8269, 'listed_count': 3}",ERingdorfer,False,Evi,"Bäuerin, von der Stadt aufs Land.
Grün im Herzen.
Nachhaltigkeit.
Hühner, Pferde, Hasen.
Modell Sonntagsbraten. 
MomOf3. 
ADHS / ADHD.",,False,,
804824927719346176,https://pbs.twimg.com/profile_images/1492014913258201094/8s3gLwSf_normal.jpg,,"{'followers_count': 425, 'following_count': 1314, 'tweet_count': 32098, 'listed_count': 13}",jeansblkgf,False,sarah,she/her | twenty,black/muslamist,False,,1.507189145646551e+18
56635115,https://pbs.twimg.com/profile_images/1504666731528212484/gBrcBOo9_normal.jpg,https://t.co/9phN8mTmTa,"{'followers_count': 4553, 'following_count': 541, 'tweet_count': 25184, 'listed_count': 81}",carlosgvidal,False,Carlos Adolfo Gutiérrez Vidal,"Poeta y académico, autor de varios libros. Vivo en la Ciudad de México y diseño joyería durante mis ratos libres en https://t.co/GyvAaeNs5h","Ciudad de México, CDMX, México",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9phN8mTmTa', 'expanded_url': 'http://www.gutierrezvidal.com', 'display_url': 'gutierrezvidal.com'}]}, 'description': {'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/GyvAaeNs5h', 'expanded_url': 'https://www.agrossdomesticproduct.com', 'display_url': 'agrossdomesticproduct.com'}]}}",
49780965,https://pbs.twimg.com/profile_images/1311187493216231424/UmRXC5LH_normal.jpg,,"{'followers_count': 355, 'following_count': 1305, 'tweet_count': 1496, 'listed_count': 0}",brucedixon1,False,Bruce Dixon,Critical Care Charge Nurse. Loves skiing and dining out. Views absolutely my own.,Whitley Bay,False,,
1086157843,https://pbs.twimg.com/profile_images/1498007505645023232/rTdC8xW9_normal.jpg,,"{'followers_count': 273, 'following_count': 244, 'tweet_count': 59299, 'listed_count': 15}",pulapumpkin,False,pula pumpkin 🎃/ Vegane Olga 🌱,Grazie Pistazie,Bavaria (Germany),False,,1.505081575704195e+18
1307626939163774976,https://pbs.twimg.com/profile_images/1307627625993695233/0--Oz7jp_normal.jpg,,"{'followers_count': 12, 'following_count': 7, 'tweet_count': 1008, 'listed_count': 0}",EiryLynette,False,Eiry Lynette Goldsmith,"Happily retired in the countryside with cats, chickens and ducks",Lost in France....,False,,
706859600700678144,https://pbs.twimg.com/profile_images/823535199887757312/no-xivGh_normal.jpg,https://t.co/pAbpn3RVji,"{'followers_count': 13302, 'following_count': 13393, 'tweet_count': 24342, 'listed_count': 53}",SallyR_ISLHE,False,Dr Sally C. Reynolds #FossilStoriesWhiteSandsNP,https://t.co/UNHcm4W7Ll,Plio-Pleistocene Africa,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pAbpn3RVji', 'expanded_url': 'http://www.bournemouth.ac.uk/research/centres-institutes/institute-studies-landscape-human-evolution', 'display_url': 'bournemouth.ac.uk/research/centr…'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UNHcm4W7Ll', 'expanded_url': 'https://www.cambridge.org/gb/academic/subjects/life-sciences/biological-anthropology-and-primatology/african-paleoecology-and-human-evolution?format=HB', 'display_url': 'cambridge.org/gb/academic/su…'}]}}",1.5118739373151846e+18
2363026929,https://pbs.twimg.com/profile_images/1111752276434210817/uz4q2Lzm_normal.jpg,,"{'followers_count': 269, 'following_count': 653, 'tweet_count': 1950, 'listed_count': 1}",immohsinalam,False,Muhammad Mohsin Alam,God is great. آللہ اکبر,"Lahore, Pakistan",False,,1.1802119826974065e+18
57733180,https://pbs.twimg.com/profile_images/1436240794105561088/K75Ctxvr_normal.jpg,https://t.co/Ye6tjxJjT4,"{'followers_count': 302, 'following_count': 621, 'tweet_count': 30206, 'listed_count': 14}",Gik17,False,"A D. Rián ⛵️🌊👒 ¡VÁMONOS YA, ESTO VA A COMENZAR!","Actualidad y opiniones de #OnePiece, el MCU (#SpiderManNoWayHome), #StarWars, videojuegos, algún que otro manganime y rol (#CriticalRole).",Madrid,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ye6tjxJjT4', 'expanded_url': 'http://narutouchiha.com/foros/', 'display_url': 'narutouchiha.com/foros/'}]}, 'description': {'hashtags': [{'start': 26, 'end': 35, 'tag': 'OnePiece'}, {'start': 45, 'end': 64, 'tag': 'SpiderManNoWayHome'}, {'start': 67, 'end': 76, 'tag': 'StarWars'}, {'start': 123, 'end': 136, 'tag': 'CriticalRole'}]}}",1.4979498165041684e+18
60055783,https://pbs.twimg.com/profile_images/1464187591272861696/pfLn5GWW_normal.jpg,,"{'followers_count': 193, 'following_count': 1524, 'tweet_count': 314920, 'listed_count': 16}",meowko7,False,소심냥이 😻,어덕행덕 💁🏻‍♀️ WINNER 💙 SEVENTEEN 💙 VICTON 💙 AKASO EIJI ❤️‍🔥 Trái tim nhiều ngăn support bằng tâm rất nhiều người ❤️‍🔥Nhà tôi 5 đời support gái JYP 💓,My own fangirl's world,False,,9.860998745327493e+17
1385183858824388608,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"{'followers_count': 86, 'following_count': 28, 'tweet_count': 16400, 'listed_count': 0}",Tara22221,False,Tara2222,,,False,,
197135004,https://pbs.twimg.com/profile_images/1509899963211431936/-QKV3Kwa_normal.jpg,,"{'followers_count': 1504, 'following_count': 2853, 'tweet_count': 12533, 'listed_count': 4}",mudhaDOH,False,0xFirdausch 🍌🍌🍌,manners maketh man #0xApes #YellowArmy 🇲🇾,Kuala Lumpur,False,"{'description': {'hashtags': [{'start': 19, 'end': 26, 'tag': '0xApes'}, {'start': 27, 'end': 38, 'tag': 'YellowArmy'}]}}",1.50990013414588e+18
