id,description,url,verified,profile_image_url,location,username,name,protected,public_metrics,pinned_tweet_id,entities
1.3133427110726083e+18,押し寄せてくる無理を捏ねて丸めて焼いて食う🥐,,False,https://pbs.twimg.com/profile_images/1326364306502418432/bUwaZkjg_normal.jpg,茶碗蒸しの底,raparperi_sky,Marie,False,"{'followers_count': 26, 'following_count': 137, 'tweet_count': 2782, 'listed_count': 2}",,
472255827.0,"I'm just a girl in the world...                                                 Wife, mother, Jill of no trades.",https://t.co/XATFPjLSSx,False,https://pbs.twimg.com/profile_images/883023826115866624/ioeiEuJq_normal.jpg,,AlShal28,Al Shal,False,"{'followers_count': 155, 'following_count': 385, 'tweet_count': 11131, 'listed_count': 6}",1.0994426465720607e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XATFPjLSSx', 'expanded_url': 'http://ibsmom.blogspot.com', 'display_url': 'ibsmom.blogspot.com'}]}}"
99671580.0,優先すべきはポケモン・ウマ娘・兎・きらりんP！タオルケット熱じわじわ。アイコン絵は@gender_maaさんに描いてもらいました。 pixiv:https://t.co/9VnvNY0dFH /実況は↓,https://t.co/a60FvmPn8S,False,https://pbs.twimg.com/profile_images/1509844703701012482/Tc6EMUAJ_normal.jpg,kitakyuyu,gender_maa,ハルちん,False,"{'followers_count': 186, 'following_count': 428, 'tweet_count': 64548, 'listed_count': 4}",4.81801230096683e+17,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a60FvmPn8S', 'expanded_url': 'http://www.nicovideo.jp/user/16709198', 'display_url': 'nicovideo.jp/user/16709198'}]}, 'description': {'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/9VnvNY0dFH', 'expanded_url': 'http://pixiv.me/gender_maa', 'display_url': 'pixiv.me/gender_maa'}], 'mentions': [{'start': 41, 'end': 52, 'username': 'gender_maa'}]}}"
66112200.0,"#IAmNewIndia. Proud Indian. IIM, ISM Alumni. Want to give to my country more than it gave me. Business Leader in HR, Sales & Marketing. Tweets personal.",,False,https://pbs.twimg.com/profile_images/1106863912/new_pic_normal.jpg,"Mumbai, India",rahulksinha,Rahul Sinha 🇮🇳,False,"{'followers_count': 1057, 'following_count': 1848, 'tweet_count': 14456, 'listed_count': 14}",1.3364575338551583e+18,"{'description': {'hashtags': [{'start': 0, 'end': 12, 'tag': 'IAmNewIndia'}]}}"
167981463.0,プロセカ(レン羽粒4ルカ羽粒3)/FGO/NFL(ブロンコス)/スピードキューブ(2017MATS07、黄色オレンジデュアル)/ProjectDIVA/中将棋/ボドゲの方(宗像天音の連続獲得試合記録21試合)/#桑名七盤勝負,https://t.co/MQRXVpMTPi,False,https://pbs.twimg.com/profile_images/1364529668741689354/PlHDphNm_normal.jpg,後志プロセカ会館,Ryu_Kagamine,鏡音リュウ,False,"{'followers_count': 297, 'following_count': 273, 'tweet_count': 50836, 'listed_count': 32}",1.3112975709126615e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MQRXVpMTPi', 'expanded_url': 'http://twpf.jp/Ryu_Kagamine', 'display_url': 'twpf.jp/Ryu_Kagamine'}]}, 'description': {'hashtags': [{'start': 105, 'end': 112, 'tag': '桑名七盤勝負'}]}}"
1132490515.0,Bass Guitarist. Sportsbike Rider. Dog Owner and Motorsport fan. #blm,https://t.co/WLned9H9cu,False,https://pbs.twimg.com/profile_images/1383364270692335624/KqIPXA9J_normal.jpg,Europe ,andyt750,Andy Turland 🇺🇦,False,"{'followers_count': 260, 'following_count': 1007, 'tweet_count': 11127, 'listed_count': 8}",1.0099107728965345e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WLned9H9cu', 'expanded_url': 'http://soundcloud.com/andyandsimon', 'display_url': 'soundcloud.com/andyandsimon'}]}, 'description': {'hashtags': [{'start': 64, 'end': 68, 'tag': 'blm'}]}}"
8.623165161587098e+17,"Mother, Daughter, Friend, Lover of Life, Nature & all things happiness. Not left, not right. If you're looking for an argument, you came to the wrong place.",,False,https://pbs.twimg.com/profile_images/1498832066619838468/ex9_avJC_normal.jpg,,MelissaAnne_78,Melissa,False,"{'followers_count': 220, 'following_count': 231, 'tweet_count': 26827, 'listed_count': 0}",1.479493305662681e+18,
1470123847.0,,,False,https://pbs.twimg.com/profile_images/1381013108970430466/kV0E2QFy_normal.jpg,Wien,artaxosb,Artaxos Beluga,False,"{'followers_count': 1046, 'following_count': 1812, 'tweet_count': 12087, 'listed_count': 3}",1.517824444667945e+18,
1.3779602440813527e+18,"幼少期からのエリート虚弱体質で、常に体調不良と闘いながらストレス社会をサバイブする30代サラリーマンです。
脱虚弱体質！真の健やかボディーを目指して日々奮闘しています。
ブログも始めたので是非ご覧ください！",https://t.co/cNjGfBnmqn,False,https://pbs.twimg.com/profile_images/1377961025681563651/D-ZL6BsE_normal.jpg,,hiyowana_kuma,ひ弱なくま,False,"{'followers_count': 1, 'following_count': 2, 'tweet_count': 156, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cNjGfBnmqn', 'expanded_url': 'https://weakbearlabo.com/', 'display_url': 'weakbearlabo.com'}]}}"
7.014278699902935e+17,JD. Lawyer. Future diplomat. Pura Vida. Saudade. ✨🍃,,False,https://pbs.twimg.com/profile_images/1464439021602762752/eVo67TMZ_normal.jpg,"Davao City, Davao Region",klcalatrava,Kim Calatrava,False,"{'followers_count': 288, 'following_count': 1922, 'tweet_count': 4919, 'listed_count': 0}",,
130524609.0,I say things. Fuck this shit.,,False,https://pbs.twimg.com/profile_images/809977694741884928/AohBTUJA_normal.jpg,Philippines. Earth.,edidondon,edidon'tdon't,False,"{'followers_count': 283, 'following_count': 820, 'tweet_count': 22215, 'listed_count': 10}",1.0293544093255188e+18,
1.4280876162856468e+18,💜💙,,False,https://pbs.twimg.com/profile_images/1521763235178950656/pvc-zkvP_normal.jpg,Venus,chockymilk0909,✨toffee✨,False,"{'followers_count': 8, 'following_count': 363, 'tweet_count': 1561, 'listed_count': 1}",,
2494644168.0,,,False,https://pbs.twimg.com/profile_images/715981093858635776/AIQfMsha_normal.jpg,,thadmanplays,thadman plays,False,"{'followers_count': 7, 'following_count': 19, 'tweet_count': 1258, 'listed_count': 1}",,
39393801.0,Lover of owls. Reptile Rehab & Rescue. Dedicated reader. Enthusiastic gardener. Dabble in web design. Gluten free baker. Life is better in pictures.,https://t.co/HRjp47Aco9,False,https://pbs.twimg.com/profile_images/378800000570490366/1cc4b75669273344eaf53e20268403b0_normal.jpeg,QLD Australia,bushbark,Jill 🐍🦎🐌🐶🕯🌻 ☕️,False,"{'followers_count': 915, 'following_count': 2517, 'tweet_count': 15139, 'listed_count': 70}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HRjp47Aco9', 'expanded_url': 'http://pinterest.com/bushbark/', 'display_url': 'pinterest.com/bushbark/'}]}}"
1.0224158471119094e+18,"사고 또 사고, 먹고 또 먹고
끊임없이 소비하는 인간/마음과 알티는 못 참지",,False,https://pbs.twimg.com/profile_images/1389871285740601350/w85m-_xJ_normal.jpg,,HomoConsumus_,건강최고 모난돌,False,"{'followers_count': 81, 'following_count': 115, 'tweet_count': 17707, 'listed_count': 1}",1.414478451508007e+18,
2368065368.0,"Amante del fútbol, la música y la novela negra
🎶 baila y goza que la vida es una sola🎶",,False,https://pbs.twimg.com/profile_images/1507502521576828928/eT5djTs7_normal.jpg,"Burgos, Spain",mueremecamion,amparines saltarines,False,"{'followers_count': 156, 'following_count': 85, 'tweet_count': 6030, 'listed_count': 2}",,
1483480586.0,RUM ♌️ 22 | Micro 🦠🔬,,False,https://pbs.twimg.com/profile_images/1517934567352639495/pF-BGuBg_normal.jpg,"En la mala, but drunk or 🍁",gustavo_jdl99,Gustavoy a lloral 🥹,False,"{'followers_count': 674, 'following_count': 1485, 'tweet_count': 26132, 'listed_count': 2}",1.400621796412506e+18,
1.298601875575419e+18,昼はコーヒー、夜はビール/訪問国は30ヵ国越え/海外生活は3ヵ国目🇩🇪🇺🇸🇻🇳に突入/頑張ろう/MLB2022 シーズン開幕⚾️/NFL2022シーズン待機🏈,,False,https://pbs.twimg.com/profile_images/1507966704043044865/KhsLMFf4_normal.jpg,Vietnam,beer_elephant,ビール好きのゾウさん🇻🇳青空と海を求めてます🏖,False,"{'followers_count': 155, 'following_count': 149, 'tweet_count': 2270, 'listed_count': 0}",1.4903039681024778e+18,
2842858649.0,"Random thoughts, questionable humor.
Royals/Brewers/Packers/KSU/PGA/SKC/Spurs & LiverpoolFC. Clan Campbell 🏴󠁧󠁢󠁳󠁣󠁴󠁿",,False,https://pbs.twimg.com/profile_images/1516899280086306818/5Mf6qVKd_normal.jpg,Kansas City,Lady_Lo_Fi,the anti-socialite🌻,False,"{'followers_count': 1391, 'following_count': 1206, 'tweet_count': 21207, 'listed_count': 1}",1.4392294983025992e+18,
1258257554.0,,https://t.co/tGPCUkOLlr,False,https://pbs.twimg.com/profile_images/3364531605/f95a1c4903e6407bd3d271101209be77_normal.jpeg,usa,faika67,fathima s.,False,"{'followers_count': 873, 'following_count': 710, 'tweet_count': 64186, 'listed_count': 85}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tGPCUkOLlr', 'expanded_url': 'https://tastetravelandtips.com', 'display_url': 'tastetravelandtips.com'}]}}"
118313744.0,"謎のプログラマ稼業
左きき

アイコンの出処はこちら
http://t.co/0mLDQjTyn3",,False,https://pbs.twimg.com/profile_images/554181929918922753/U8HVO2Sf_normal.png,"nerima, tokyo japan",0tkhss,たかはしし,False,"{'followers_count': 139, 'following_count': 195, 'tweet_count': 115533, 'listed_count': 20}",,"{'description': {'urls': [{'start': 27, 'end': 49, 'url': 'http://t.co/0mLDQjTyn3', 'expanded_url': 'http://genesis-horizon.net/special/120608_icon01.html', 'display_url': 'genesis-horizon.net/special/120608…'}]}}"
1.5006289030014075e+18,色々なことの個人的記録,,False,https://pbs.twimg.com/profile_images/1500634516633047041/M2jMCUim_normal.jpg,,Suzubisyake,すずびしゃけ,False,"{'followers_count': 3, 'following_count': 19, 'tweet_count': 80, 'listed_count': 0}",,
1426758696.0,,,False,https://pbs.twimg.com/profile_images/1516062696801722379/-7IvNxSZ_normal.jpg,Gotham City,julietoxo,Juliet,False,"{'followers_count': 137, 'following_count': 55, 'tweet_count': 4866, 'listed_count': 1}",1.4818892041876808e+18,
1.3247785736060805e+18,now what? #JFT74,,False,https://pbs.twimg.com/profile_images/1521443787947581441/DkDoTsfb_normal.jpg,Persephone's Girlhood,nadakamel_,nada,False,"{'followers_count': 1216, 'following_count': 207, 'tweet_count': 4397, 'listed_count': 0}",1.3330449570835292e+18,"{'description': {'hashtags': [{'start': 10, 'end': 16, 'tag': 'JFT74'}]}}"
88160024.0,I'm a man who can't be moved. Too heavy.,,False,https://pbs.twimg.com/profile_images/1497818711683596289/ZamGGp3c_normal.jpg,San Martin,portapro13,A. K. H,False,"{'followers_count': 143, 'following_count': 418, 'tweet_count': 5914, 'listed_count': 0}",1.4888957042610053e+18,
113887862.0,Nothing to do with the Russian river. 癒しと笑いとうちの猫（しらたまとシュワ）。Wordleにハマり中。フォローはご自由に,,False,https://pbs.twimg.com/profile_images/1235111226/twitter_profile_normal.jpg,Japan,siberiarena,Rena River,False,"{'followers_count': 70, 'following_count': 153, 'tweet_count': 1894, 'listed_count': 0}",1.4562089438064968e+18,
20559615.0,,,False,https://pbs.twimg.com/profile_images/1218669146847817728/dLL990HQ_normal.jpg,London,Sabrina_0105,Sabrina 0105,False,"{'followers_count': 240, 'following_count': 411, 'tweet_count': 11085, 'listed_count': 1}",1.5136244924588442e+18,
1313903430.0,"Poet, writer, multifandom trash.📚Psychology~ 🏳️‍🌈 (They/He) ✨MangAnime & Kpop✨💙@MakotoRitsu💙
@AlfaArtAcc 🖋 @lapetitemort_ax 🔞
🚫NO TERFS🚫",https://t.co/cZT3TUw0Sf,False,https://pbs.twimg.com/profile_images/1519892879044272129/EFp-SFY0_normal.png,Deep in their mind,Alfa_Lobx,Alfa is: waiting for feedback 🧐,False,"{'followers_count': 416, 'following_count': 23, 'tweet_count': 272713, 'listed_count': 25}",1.0003394399090033e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cZT3TUw0Sf', 'expanded_url': 'http://alfalobx.tumblr.com', 'display_url': 'alfalobx.tumblr.com'}]}, 'description': {'mentions': [{'start': 79, 'end': 91, 'username': 'MakotoRitsu'}, {'start': 93, 'end': 104, 'username': 'AlfaArtAcc'}, {'start': 107, 'end': 123, 'username': 'lapetitemort_ax'}]}}"
56206431.0,#GatorNation #BattleATL 2021 World Series Champion Atlanta Braves,,False,https://pbs.twimg.com/profile_images/1181291656512884736/QzBBjt_H_normal.jpg,,dhoward32,DH,False,"{'followers_count': 259, 'following_count': 796, 'tweet_count': 16226, 'listed_count': 0}",,"{'description': {'hashtags': [{'start': 0, 'end': 12, 'tag': 'GatorNation'}, {'start': 13, 'end': 23, 'tag': 'BattleATL'}]}}"
142206597.0,父親 | 仙台一高→筑波大学→都内でSE、経理 | 左利き | 12弦ギター | 読書 | 投資 | 将棋(アマ4段 )| 折り紙 | 麻雀 | 野球 | QUEEN | @office1_2_3 を応援,https://t.co/63glSyN0t6,False,https://pbs.twimg.com/profile_images/1436953321835679751/0sGri_jc_normal.jpg,ここではないどこか,naoya_smd,Naoya Shimada,False,"{'followers_count': 278, 'following_count': 665, 'tweet_count': 10912, 'listed_count': 13}",1.4993915302302556e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/63glSyN0t6', 'expanded_url': 'http://yamaarashinow.blog.fc2.com/', 'display_url': 'yamaarashinow.blog.fc2.com'}]}, 'description': {'mentions': [{'start': 86, 'end': 98, 'username': 'office1_2_3'}]}}"
1.033790093990015e+18,"🏀Adestrador de Baloncesto
💥Políticas na USC
Na minha fame mando eu",,False,https://pbs.twimg.com/profile_images/1478335719416422404/jzC35lZi_normal.jpg,Galiza,coach_pit,Pablo Iglesias Tacón ™,False,"{'followers_count': 103, 'following_count': 261, 'tweet_count': 1806, 'listed_count': 0}",1.392477096790868e+18,
13672062.0,,,False,https://pbs.twimg.com/profile_images/378800000105293901/27b8f6822ed14cc1bc953e1171ee5e53_normal.png,ほぼ京都,zenigoke,ぺえやんa.k.a MCぺ,False,"{'followers_count': 344, 'following_count': 267, 'tweet_count': 35121, 'listed_count': 9}",,
1.1679524568205066e+18,18 | she/they | brotp = nat and clint | raging homosexual | marvel nerd | i killed spidey,https://t.co/7YKZHmnG1n,False,https://pbs.twimg.com/profile_images/1502241508661301249/P7CuO-9j_normal.jpg,in the cmu,bipitybopitydoo,chloe ⧗ ➵ ‎✵,False,"{'followers_count': 141, 'following_count': 217, 'tweet_count': 3910, 'listed_count': 0}",1.4659952700013568e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7YKZHmnG1n', 'expanded_url': 'https://linktr.ee/resources_and_things', 'display_url': 'linktr.ee/resources_and_…'}]}}"
633812570.0,"18-27🖤. Ella un libro en blanco, él un buen escritor. Las mejores promesas son aquellas que no podemos cumplir. FUTBOL. SONRISA",,False,https://pbs.twimg.com/profile_images/1310512355424514048/SyqFTlhj_normal.jpg,,CevallosNanndo,Feeeer⚽,False,"{'followers_count': 133, 'following_count': 218, 'tweet_count': 2623, 'listed_count': 0}",1.1331022564071752e+18,
308937794.0,,,False,https://pbs.twimg.com/profile_images/1377241679/korokoro_dam_normal.jpg,"Melbourne, Victoria",korokoro_babe,Mich G,False,"{'followers_count': 5, 'following_count': 289, 'tweet_count': 282, 'listed_count': 1}",,
182195710.0,帰りたいbotは毒にも薬にもなりません。生きるのがへたくそです。,https://t.co/8ljdEykSVu,False,https://pbs.twimg.com/profile_images/1139138763332890624/euURLcAI_normal.png,にいがた,U_ray2go,２ごうさん,False,"{'followers_count': 912, 'following_count': 829, 'tweet_count': 163997, 'listed_count': 43}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8ljdEykSVu', 'expanded_url': 'http://Instagram.com/u_ray2go', 'display_url': 'Instagram.com/u_ray2go'}]}}"
116056528.0,who beatles ledzep jam japan joydivision kula 池袋交差点24時 神社 古墳 瓦斯サポ,,False,https://pbs.twimg.com/profile_images/905270240141086722/sjHsUaSQ_normal.jpg,多摩人。県境神奈川側,bellboy1963,Bellboy 1963,False,"{'followers_count': 394, 'following_count': 499, 'tweet_count': 70598, 'listed_count': 30}",,
73117007.0,音楽（YUKI（JAM）、岡村靖幸）と漫画（羽海野チカ、上條淳士、桜玉吉、星里もちる）が人生の主軸。システムを作る屋さん。バイクのちキャンプ時々ゲーム所により音楽。2020年に白州に出会いウイスキー沼に落ちる。,https://t.co/4SJYcuWI2Y,False,https://pbs.twimg.com/profile_images/503188521733988354/8oPT8GTX_normal.jpeg,きゅうしゅうちほー,chococo_biscuit,ちょこび,False,"{'followers_count': 277, 'following_count': 369, 'tweet_count': 14417, 'listed_count': 4}",1.4598723922520515e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4SJYcuWI2Y', 'expanded_url': 'https://kiopon.com/', 'display_url': 'kiopon.com'}]}}"
2997361567.0,"推:みらリコ(まほプリ)春優(桜Trick)かおこゆ(こみが)六アカ(GRIDMAN)しのアリ(きんモザ)ソフィ灯(吸血鬼さん)蜜香(森島明子先生作)うらモモ(さばげぶっ)青ひふ(NEWGAME)綾菜々(トクヲツム先生作)まゆこは(お泊まり映画)
好傾向:フェム同士、ハッピー
他:動物食べ物風景女の子単体クイズ雑学",,False,https://pbs.twimg.com/profile_images/591012860261584897/K6COG6IP_normal.jpg,アイコンとヘッダーは夢男子時代最後に好いた艦娘如月ちゃん,dd21love,無霜走葉/CCFT（百合厨の道民）,False,"{'followers_count': 1588, 'following_count': 5001, 'tweet_count': 221678, 'listed_count': 24}",1.1335321927079772e+18,
1043667150.0,Drosophila and mosquito olfaction sensory neuroscientist @johnshopkins; Likes combining neuroscience and genetics. Co-Director of Neuroscience Training Program.,https://t.co/rMHS8ZznIY,False,https://pbs.twimg.com/profile_images/1015306606131712000/6bC7UoyG_normal.jpg,"Baltimore, Maryland",flyknows,Chris Potter,False,"{'followers_count': 2349, 'following_count': 877, 'tweet_count': 2192, 'listed_count': 20}",1.5168348923859722e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rMHS8ZznIY', 'expanded_url': 'http://potterlab.johnshopkins.edu', 'display_url': 'potterlab.johnshopkins.edu'}]}, 'description': {'mentions': [{'start': 57, 'end': 70, 'username': 'johnshopkins'}]}}"
3295948373.0,eret my beloved (he/him),,False,https://pbs.twimg.com/profile_images/1424918876119347207/TDIq-tGZ_normal.jpg,no carrd,longlivkingeret,NOCTURNE,False,"{'followers_count': 301, 'following_count': 661, 'tweet_count': 6625, 'listed_count': 10}",1.3983844037268644e+18,
1.4020648797924925e+18,"Offical tweeter database of nicknames for 45th POTUS created 01.20.2017, now @ 8k+ nicknames on the https://t.co/pixn6Ul57E wiki, CC-BY-SA.",https://t.co/AH6MAPSUxs,False,https://pbs.twimg.com/profile_images/1419163293617246213/-wySoadf_normal.jpg,The Internet,FARKnnDB,🌻fficial nickname DB for Moscow Fats on FARKwiki,False,"{'followers_count': 160, 'following_count': 548, 'tweet_count': 54411, 'listed_count': 1}",1.4393352627738583e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AH6MAPSUxs', 'expanded_url': 'https://fark.fandom.com/wiki/Nicknames_for_Donald_Trump', 'display_url': 'fark.fandom.com/wiki/Nicknames…'}]}, 'description': {'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/pixn6Ul57E', 'expanded_url': 'http://FARK.com', 'display_url': 'FARK.com'}]}}"
7.442127301864694e+17,"#NCT : Vale, hace frío pero, ¿el frío de Ucrania? Es otro puto rollo.
#HENDERY: KONO HENDERY DA
                          🤘🏻 ASEREJE 🤘🏻",,False,https://pbs.twimg.com/profile_images/1480951790342443011/VaM1sSSN_normal.jpg,Morioh,kimartistae,𝔏𝔲𝔰𝔶 𝓶𝓮𝓮𝓽𝓼 MY BABY IS BACK💚,False,"{'followers_count': 158, 'following_count': 492, 'tweet_count': 24341, 'listed_count': 7}",1.3618090526873436e+18,"{'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': 'NCT'}, {'start': 70, 'end': 78, 'tag': 'HENDERY'}]}}"
72814251.0,"Come fai, sbagli (per qualcuno) | Diffido di chiunque creda in un Dio",,False,https://pbs.twimg.com/profile_images/1399835053836976134/utCB5vQA_normal.jpg,Italy,Phil_H_Anselmo,𝙿𝚑𝚒𝚕 𝙰𝚗𝚜𝚎𝚕𝚖𝚘,False,"{'followers_count': 1180, 'following_count': 1372, 'tweet_count': 42797, 'listed_count': 15}",1.4187229692543386e+18,
163657610.0,成人済。刀とenst♦️♣️。,https://t.co/VMwt69BMUU,False,https://pbs.twimg.com/profile_images/1482335482532876291/AncejQ7q_normal.jpg,次回参加：6月ひねたまR,nikaren03,にかれん@原稿,False,"{'followers_count': 862, 'following_count': 298, 'tweet_count': 93464, 'listed_count': 22}",1.521626414792921e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VMwt69BMUU', 'expanded_url': 'https://profcard.info/u/paxpi4nMD4Sq6P3qZHi9uvVxp3I2?s=09', 'display_url': 'profcard.info/u/paxpi4nMD4Sq…'}]}}"
2325902989.0,"Junto a los defensores de la Constitución, la República y la Democracia.
Hombre, pueblo, Nación, Estado, todo está en los humildes bancos de la escuela.",,False,https://pbs.twimg.com/profile_images/1331357888992907269/bFHpeshU_normal.jpg,Ciudad Autónoma de Buenos Aire,HHTaboada,Horacio Taboada,False,"{'followers_count': 1693, 'following_count': 1777, 'tweet_count': 81650, 'listed_count': 6}",1.2770083603495813e+18,
1.245151387148669e+18,"#IStandByDaenerys All hail Her Satanic Majesty 🔥 I can do this all day. Higher, further, faster baby 💥 Met Emilia 12.09.2021 🥰",https://t.co/mB5BKEfetS,False,https://pbs.twimg.com/profile_images/1318824783279108096/5OhbM2K7_normal.jpg,dragonstone,ortizmocristina,cristina met emilia 🔥🐉🐝,False,"{'followers_count': 427, 'following_count': 450, 'tweet_count': 61039, 'listed_count': 12}",1.4696366172079063e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mB5BKEfetS', 'expanded_url': 'https://sameyou.fundraise.tech/subscribe/', 'display_url': 'sameyou.fundraise.tech/subscribe/'}]}, 'description': {'hashtags': [{'start': 0, 'end': 17, 'tag': 'IStandByDaenerys'}]}}"
25246874.0,"Sport lover, Collingwood supporter, housework hater. Giving up my summers for @7Cricket 🏏",,False,https://pbs.twimg.com/profile_images/1081863818622296064/ME1L7s9Y_normal.jpg,"Melbourne, Australia",LisaB_29,Lisa B,False,"{'followers_count': 1503, 'following_count': 1040, 'tweet_count': 77979, 'listed_count': 87}",,"{'description': {'mentions': [{'start': 78, 'end': 87, 'username': '7Cricket'}]}}"
30729966.0,,,False,https://pbs.twimg.com/profile_images/1517978937351196678/U12zgyVh_normal.jpg,,natty316,#BlackLivesMatter,False,"{'followers_count': 784, 'following_count': 1482, 'tweet_count': 70103, 'listed_count': 17}",1.2668129543322337e+18,
