id,description,url,verified,profile_image_url,location,username,entities,name,protected,public_metrics,pinned_tweet_id
952132278.0,The greatest thing you'll ever learn is just to love and be loved in return. (She/They),,False,https://pbs.twimg.com/profile_images/1512656641933864963/GvllBuz7_normal.jpg,Held hostage by capitalism 🫥,CocoaAfrodite,,LJ 💫,False,"{'followers_count': 584, 'following_count': 491, 'tweet_count': 135394, 'listed_count': 26}",7.168280548577485e+17
2971178867.0,,https://t.co/z65e2J4quG,False,https://pbs.twimg.com/profile_images/1104671550891065345/bvTQhAd2_normal.jpg,www.artistesalacampagne.fr,bmargaine,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/z65e2J4quG', 'expanded_url': 'http://www.puzzle25.fr', 'display_url': 'puzzle25.fr'}]}}",bmargaine / Puzzle25,False,"{'followers_count': 49, 'following_count': 185, 'tweet_count': 5794, 'listed_count': 6}",
1473643694.0,"I’m deeply sorry for what you may see on my Twitter. I pride myself and think of myself as a man of faith, as theres a deep drive into left field by Castellanos",,False,https://pbs.twimg.com/profile_images/1473154981079437315/4o13nqpT_normal.jpg,"College Station, TX",Bandanaa420,,Jon “Stingray” Gutierrez,False,"{'followers_count': 46, 'following_count': 321, 'tweet_count': 2174, 'listed_count': 0}",1.2767976201831096e+18
1.352048297561772e+18,"Cat empress. Farm ruler. We have horses, cats, cows, chickens and dogs. My humans enjoy nature, animals, and our farm. Crossed the rainbow bridge 1/23/22🌈",,False,https://pbs.twimg.com/profile_images/1352061865795452931/ObhKvk0O_normal.jpg,,EmpressIvey,,Empress IveyCat,False,"{'followers_count': 333, 'following_count': 98, 'tweet_count': 850, 'listed_count': 0}",
96994945.0,I have the courage to stand up for what I really believe in .....do you???,,False,https://pbs.twimg.com/profile_images/1441050322835628032/UXrdVfGG_normal.jpg,india,Neera_26,,Whimsy नीरा 🇮🇳,False,"{'followers_count': 9637, 'following_count': 1679, 'tweet_count': 179072, 'listed_count': 84}",7.726582279264256e+17
480502038.0,"Chiranjeevi, Sachin 😍😍",,False,https://pbs.twimg.com/profile_images/1518598014096801793/a5hRzKfq_normal.jpg,"Bengaluru, India",saradhigovind1,,Saradhi Govindarajula,False,"{'followers_count': 16, 'following_count': 576, 'tweet_count': 278, 'listed_count': 0}",
176355955.0,会社員・昭和生まれ・140文字主義・映画初心者,,False,https://pbs.twimg.com/profile_images/876335219762016257/yx1HC17j_normal.jpg,大阪府,asa_yang,,あさやん,False,"{'followers_count': 404, 'following_count': 1508, 'tweet_count': 24001, 'listed_count': 0}",
7.722080992770417e+17,🏳️‍🌈 | hate it here | MFA UNCW | words in @The_Rumpus @hobartpulp @BlueEarthReview + | @jessnirvanapoet official fanpage,https://t.co/naglpsxPz3,False,https://pbs.twimg.com/profile_images/1516615009526337536/Td153-uF_normal.jpg,"Wilmington, NC",tylerawhichard,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/naglpsxPz3', 'expanded_url': 'https://beacons.ai/tylerawhichard/', 'display_url': 'beacons.ai/tylerawhichard/'}]}, 'description': {'mentions': [{'start': 42, 'end': 53, 'username': 'The_Rumpus'}, {'start': 54, 'end': 65, 'username': 'hobartpulp'}, {'start': 66, 'end': 82, 'username': 'BlueEarthReview'}, {'start': 87, 'end': 103, 'username': 'jessnirvanapoet'}]}}",Tyler Anne Whichard,False,"{'followers_count': 429, 'following_count': 857, 'tweet_count': 4557, 'listed_count': 5}",1.4686923523824722e+18
7.155721912916419e+17,"Jane Austen fan. Shakespeare lover. Avid reader of Tudor, Georgian, and Victorian history. Enjoy a good murder mystery.",https://t.co/yRlP00Hwdl,False,https://pbs.twimg.com/profile_images/1437973836239196166/64tClCDI_normal.jpg,,AustenMicrocosm,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yRlP00Hwdl', 'expanded_url': 'https://janeaustensmicrocosm.wordpress.com/', 'display_url': 'janeaustensmicrocosm.wordpress.com'}]}}",Monica Descalzi,False,"{'followers_count': 960, 'following_count': 1269, 'tweet_count': 13978, 'listed_count': 24}",1.4430945682667766e+18
1.1012629848385044e+18,"Luigi, Venom, & Ballslover32 enjoyer. Fuck NFTS and Dream🧜‍♂️  Runs @440oClock",,False,https://pbs.twimg.com/profile_images/1467251132326027266/G24D46u1_normal.jpg,Luigi’s Mansion,Nonexi_Stent,"{'description': {'mentions': [{'start': 68, 'end': 78, 'username': '440oClock'}]}}",Nonexi Stent - 2% 🧜‍♂️,False,"{'followers_count': 149, 'following_count': 832, 'tweet_count': 10479, 'listed_count': 2}",1.497826489231831e+18
157517255.0,PBW関係報告兼雑多垢。頻度は低い。♡:bnyr/🐧🔍/enst‼︎M/めいこい…,https://t.co/au5jAnUyLL,False,https://pbs.twimg.com/profile_images/491210476148125696/1s1B2gZs_normal.jpeg,かなざわし,rsinonome,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/au5jAnUyLL', 'expanded_url': 'https://www.pixiv.net/member.php?id=1142710', 'display_url': 'pixiv.net/member.php?id=…'}]}}",東雲陵,False,"{'followers_count': 115, 'following_count': 122, 'tweet_count': 1936, 'listed_count': 11}",1.1917053591418798e+18
1.4548771362258985e+18,Sons of Jerusalem Music Video #DirectedbyAmalia link below,https://t.co/iVrhzxf6Np,False,https://pbs.twimg.com/profile_images/1501080440337100800/zgncF-Gi_normal.jpg,"Long Beach, CA",illsamar,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iVrhzxf6Np', 'expanded_url': 'https://amap.to/isamar', 'display_url': 'amap.to/isamar'}]}, 'description': {'hashtags': [{'start': 30, 'end': 47, 'tag': 'DirectedbyAmalia'}]}}",iliana isamar,False,"{'followers_count': 30, 'following_count': 174, 'tweet_count': 774, 'listed_count': 1}",
2654005941.0,im here n im queer,https://t.co/a3yoMGzqJ3,False,https://pbs.twimg.com/profile_images/1150246110776221699/F2ewbbHb_normal.jpg,she/her - 21,hesfinelinelwt,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a3yoMGzqJ3', 'expanded_url': 'http://skam.p3.no', 'display_url': 'skam.p3.no'}]}}",abril’s 🏡,False,"{'followers_count': 1029, 'following_count': 247, 'tweet_count': 50711, 'listed_count': 10}",1.2114254737225523e+18
2842858649.0,"Random thoughts, questionable humor.
Royals/Brewers/Packers/KSU/PGA/SKC/Spurs & LiverpoolFC. Clan Campbell 🏴󠁧󠁢󠁳󠁣󠁴󠁿",,False,https://pbs.twimg.com/profile_images/1516899280086306818/5Mf6qVKd_normal.jpg,Kansas City,Lady_Lo_Fi,,the anti-socialite🌻,False,"{'followers_count': 1390, 'following_count': 1206, 'tweet_count': 21232, 'listed_count': 1}",1.4392294983025992e+18
439646310.0,"TL整理のためフォローよりリストを多用します。
モーメントに動画まとめました⇒https://t.co/LEIhNmTGuT
 DDR イカ 動画編集 オトカドール プラレール",https://t.co/xf7nbr6GOh,False,https://pbs.twimg.com/profile_images/3423730282/1b9e38d7be8c80a9bd3104c025f0e6df_normal.jpeg,琵琶湖県→スガキヤコメダ県→だんじり県,DDRer_SKP,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xf7nbr6GOh', 'expanded_url': 'https://www.nicovideo.jp/user/21097147/video', 'display_url': 'nicovideo.jp/user/21097147/…'}]}, 'description': {'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/LEIhNmTGuT', 'expanded_url': 'https://twitter.com/DDRer_SKP/status/1476636980310331392?s=20', 'display_url': 'twitter.com/DDRer_SKP/stat…'}]}}",しきぴーヽ(!ヮ!。),False,"{'followers_count': 174, 'following_count': 119, 'tweet_count': 53539, 'listed_count': 10}",1.520962187170558e+18
73307586.0,エモーショナルフリーライダー,https://t.co/EAarPPkUnL,False,https://pbs.twimg.com/profile_images/378800000530448298/61d33cf2a63966a3104886ee9eef397d_normal.jpeg,日本医師会チーフ・インパクト・オフィサー,xojagi,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EAarPPkUnL', 'expanded_url': 'http://twpf.jp/xojagi', 'display_url': 'twpf.jp/xojagi'}]}}",石仮面太郎,False,"{'followers_count': 827, 'following_count': 1148, 'tweet_count': 175280, 'listed_count': 68}",1.5160489317044224e+18
20700715.0,"30-something Civil Servant, fan of all things Stephen King, crime thriller, oh, and World's Number 1 Jane Mcdonald fan too!",,False,https://pbs.twimg.com/profile_images/1432271685630283778/19Yjedrl_normal.jpg,"Welwyn Garden City, Herts, UK ",dave3108,,David Lingard,False,"{'followers_count': 81, 'following_count': 571, 'tweet_count': 631, 'listed_count': 0}",
1.0750360505133711e+18,"Freedom, Equality and Democracy",,False,https://pbs.twimg.com/profile_images/1512564290665992196/oFOEFA1o_normal.jpg,Scandinavia,AntiTheist__,,اِ(ینٹی)تھیسٹ - A(nti)theist,False,"{'followers_count': 2236, 'following_count': 598, 'tweet_count': 7252, 'listed_count': 4}",1.3091229715717612e+18
17477552.0,"um cineastra não atuante viciado em reality show

https://t.co/jRPNpO54Ly",,False,https://pbs.twimg.com/profile_images/1364028474734878720/PZh65k_C_normal.jpg,Rio de Janeiro,flopes_,"{'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/jRPNpO54Ly', 'expanded_url': 'http://instagram.com/flopesf', 'display_url': 'instagram.com/flopesf'}]}}",Especialista em assuntos de BBB 🤡,False,"{'followers_count': 592, 'following_count': 579, 'tweet_count': 12902, 'listed_count': 9}",
64115212.0,"Professor, Consultant & Humourist. Author 'Cheeze Dhebra' & @SrBachchan fan! Proud Aggie.",https://t.co/SuBDzFALEv,False,https://pbs.twimg.com/profile_images/1315565835478470656/ASiSvZV0_normal.jpg,Ahmedabad,adhirasy,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SuBDzFALEv', 'expanded_url': 'http://www.adhir-amdavadi.com/', 'display_url': 'adhir-amdavadi.com'}]}, 'description': {'mentions': [{'start': 60, 'end': 71, 'username': 'SrBachchan'}]}}",Adhir Amdavadi,False,"{'followers_count': 16422, 'following_count': 521, 'tweet_count': 39295, 'listed_count': 73}",1.1303201632014746e+18
469774511.0,✨good things are coming✨,https://t.co/3gm14H5oDx,False,https://pbs.twimg.com/profile_images/1465939555895300103/bO4SxnCp_normal.jpg,Manila,actuallynikki,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3gm14H5oDx', 'expanded_url': 'http://iamactually.blogspot.com', 'display_url': 'iamactually.blogspot.com'}]}}",nikki 🧸🍓,False,"{'followers_count': 261, 'following_count': 416, 'tweet_count': 14901, 'listed_count': 1}",1.2441273474956943e+18
4847996680.0,,https://t.co/BVQKIp67FI,False,https://pbs.twimg.com/profile_images/696811554306682881/knGaxXjN_normal.jpg,"São Paulo, Brazil",RonaldoBartl,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BVQKIp67FI', 'expanded_url': 'http://www.ronaldobartl.com.br', 'display_url': 'ronaldobartl.com.br'}]}}",Ronaldo Bartl,False,"{'followers_count': 31, 'following_count': 338, 'tweet_count': 246, 'listed_count': 0}",
360304610.0,✨Not all those who wander are lost✨ 07.05.19💍❣️  05.2022👶🏼,,False,https://pbs.twimg.com/profile_images/1175550462004748288/J3E89vct_normal.jpg,,chillebold,,Cate🐧,False,"{'followers_count': 488, 'following_count': 687, 'tweet_count': 29683, 'listed_count': 12}",7.18093013231149e+17
306332971.0,"香港人。文字で普段広東、中国、日本、英語もおｋ
音ゲー全般、作曲～♪、クルマ（特に痛車）、ドール（特にボークスＤＤ）に興味があります。
年を取っていて音ゲーの最前線から退いてポップンしか遊びません。目安は４３レベルで、なぜかナゾイロを常駐して自虐ノリノリプレーします。",https://t.co/MUwfcQ8BUa,False,https://pbs.twimg.com/profile_images/3189115628/630150c673566443c0adebe5d3c6a17c_normal.jpeg,稚内,NKW39,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MUwfcQ8BUa', 'expanded_url': 'https://www.plurk.com/nakawa', 'display_url': 'plurk.com/nakawa'}]}}",中和千野,False,"{'followers_count': 27, 'following_count': 171, 'tweet_count': 1717, 'listed_count': 1}",
2992721676.0,雑多に喋って少しだけ毒を吐くオシャレ魔女｜ 🏹と✡️ たまに🛡｜FFXIV Gaia❂Durandal - Iris Alicia｜💍→ @HiveryRoman / since 2021.6.13,,False,https://pbs.twimg.com/profile_images/1521843224842993665/73wIuDzg_normal.jpg,ギス✕,1ris_an_Rhymes,"{'description': {'mentions': [{'start': 69, 'end': 81, 'username': 'HiveryRoman'}]}}",あいりす❂ffxiv,False,"{'followers_count': 113, 'following_count': 132, 'tweet_count': 82238, 'listed_count': 0}",
1.4845606309211914e+18,"Nothing to see here, move on.",,False,https://pbs.twimg.com/profile_images/1484560737125249024/5BaHX9DH_normal.jpg,,FabioGoesOn,,Fabio Goes,False,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 110, 'listed_count': 0}",
116597662.0,Previously Marketing & Product @RageFanSocial | Web3-Blockchain-FantasySports-NFT-DeFi | Biz-Tech-Politics-History-Trivia-Cinema | Foodie | Wanna-be-Drummer,https://t.co/pgdVX1p8gX,False,https://pbs.twimg.com/profile_images/1035959329269141506/ZtdfV_IZ_normal.jpg,"Bengaluru, India",jaysatla,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pgdVX1p8gX', 'expanded_url': 'http://services-marketing.blogspot.com', 'display_url': 'services-marketing.blogspot.com'}]}, 'description': {'mentions': [{'start': 31, 'end': 45, 'username': 'RageFanSocial'}]}}",Jayakishore Satla,False,"{'followers_count': 164, 'following_count': 1736, 'tweet_count': 1458, 'listed_count': 11}",
118729258.0,De todo un poco. No me sigan (fachos). Tener un doctorado no te quita lo wn.,,False,https://pbs.twimg.com/profile_images/1508433829727375361/MuJ4V575_normal.jpg,"Santiago, Chile",Mopinha,,Carlos Gallardo 🌳,False,"{'followers_count': 320, 'following_count': 1030, 'tweet_count': 3365, 'listed_count': 1}",
2831982848.0,Youtubeとか実況もしてるけどそんなに時間がなかった！,https://t.co/9RynN8Uk59,False,https://pbs.twimg.com/profile_images/833698280194269184/2AKjIHDz_normal.jpg,自由な世界のど真ん中,hood_no_hito,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9RynN8Uk59', 'expanded_url': 'https://youtube.com/channel/UCusyApV2zkmYL-ZyOvad0mQ', 'display_url': 'youtube.com/channel/UCusyA…'}]}}",ふーどの人,False,"{'followers_count': 62, 'following_count': 176, 'tweet_count': 4666, 'listed_count': 1}",
2689864369.0,proud to be 🏳️‍🌈 — (he/him) #FreeBritney #WhatsHappeningInThailand  #WhatsHappeningInMyanmar #StandWithUkraine,,False,https://pbs.twimg.com/profile_images/1362042947340931076/wyhVDd8I_normal.jpg,,ruomaltsenahc,"{'description': {'hashtags': [{'start': 28, 'end': 40, 'tag': 'FreeBritney'}, {'start': 41, 'end': 66, 'tag': 'WhatsHappeningInThailand'}, {'start': 68, 'end': 92, 'tag': 'WhatsHappeningInMyanmar'}, {'start': 93, 'end': 110, 'tag': 'StandWithUkraine'}]}}","–𝐉𝐞 𝐩𝐚𝐥, 𝐧𝐦.",False,"{'followers_count': 35, 'following_count': 129, 'tweet_count': 16558, 'listed_count': 0}",1.3160011047280026e+18
240139809.0,"En la linea social los puntos extremos, izquierda y derecha, son más problema que solución. Física y matemáticas son eternas, no lo demás.",,False,https://pbs.twimg.com/profile_images/1520630084071211009/kJ8L7EeX_normal.jpg,Mónadas Inc. ,Aretegriego,,αβγ∈Ω,False,"{'followers_count': 1232, 'following_count': 1548, 'tweet_count': 87051, 'listed_count': 20}",
150219770.0,,,False,https://pbs.twimg.com/profile_images/1293258752464949251/2nJMa0GL_normal.jpg,Argentina,Barb_VF,,Barb_F,False,"{'followers_count': 48, 'following_count': 297, 'tweet_count': 373, 'listed_count': 0}",
27015639.0,"Father, Husband, Son, Brother, PastPresident &Current Treasurer @LLSDKnights SchoolBoard, Lifelong @TheDemocrats, Member @PA2ndDems, T1D since 97. IG: dsalkopa",,False,https://pbs.twimg.com/profile_images/706922750317862912/iSZHCrjW_normal.jpg,Pennsylvania,dsalko,"{'description': {'mentions': [{'start': 64, 'end': 76, 'username': 'LLSDKnights'}, {'start': 99, 'end': 112, 'username': 'TheDemocrats'}, {'start': 121, 'end': 131, 'username': 'PA2ndDems'}]}}",Drew Salko,False,"{'followers_count': 309, 'following_count': 2441, 'tweet_count': 4890, 'listed_count': 7}",
139217829.0,Docente.,,False,https://pbs.twimg.com/profile_images/1737594210/DJ-Keroppi-keroppi-2712261-632-637_normal.jpg,capital federal,marilu015,,marilú,False,"{'followers_count': 197, 'following_count': 1445, 'tweet_count': 4530, 'listed_count': 4}",
1.483198526263894e+18,She/They 🌈💗💜💙 I'm a sucker for Townie Lore. Traits: Creative/Vegetarian/Art Lover/Bookworm/Geek/Cat Lover 👩‍🎨,,False,https://pbs.twimg.com/profile_images/1519499684913549312/P5sNeIYc_normal.jpg,Brindleton Bay,SulSulSimmerK,,Simmer K is staying up after dark! 🌕🐺,False,"{'followers_count': 151, 'following_count': 189, 'tweet_count': 1820, 'listed_count': 0}",
1.2810091761526047e+18,They/them/theirs💗 Number one genderfluid leftitst icon✨ idk I like movies and I hate TERFs!,,False,https://pbs.twimg.com/profile_images/1518062142582185984/FsD4Stgw_normal.jpg,,Soulbox9,,Cheery wee cunt🌹✨,False,"{'followers_count': 635, 'following_count': 907, 'tweet_count': 10183, 'listed_count': 5}",1.499203680855216e+18
48840344.0,"Diva, hockey fan, resister, liberal, vaccinated, expert caramel maker, and crazy cat lady extraordinaire. Just a little bit OCD to keep things interesting.",,False,https://pbs.twimg.com/profile_images/1327736363958079494/gXR8qwsy_normal.jpg,,sahundt,,ProDemocracySueStandsWithUkraine 🇺🇸 🇩🇪 🇺🇦,False,"{'followers_count': 103, 'following_count': 1068, 'tweet_count': 4795, 'listed_count': 1}",
290747151.0,All tweets are my own.,,False,https://pbs.twimg.com/profile_images/1262957145793986564/YSvNU3P1_normal.jpg,"Ardmore, OK",rluh22,,Ryan Luhmann,False,"{'followers_count': 638, 'following_count': 1481, 'tweet_count': 9610, 'listed_count': 2}",
2701514227.0,"A purveyor of antique, vintage & collectable items via #etsy https://t.co/uayN2DPlE7 no DM's please, thank you.",https://t.co/gH2ItM1QsS,False,https://pbs.twimg.com/profile_images/1487721038880415751/Memvnb47_normal.jpg,"Halesworth, England",galleryantiques,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gH2ItM1QsS', 'expanded_url': 'https://www.gallery-antiques.co.uk', 'display_url': 'gallery-antiques.co.uk'}]}, 'description': {'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/uayN2DPlE7', 'expanded_url': 'http://galleryantiques.etsy.com', 'display_url': 'galleryantiques.etsy.com'}], 'hashtags': [{'start': 55, 'end': 60, 'tag': 'etsy'}]}}","Gallery Antiques, Vintage and Collectables ⚒ 🇺🇦",False,"{'followers_count': 9768, 'following_count': 4965, 'tweet_count': 117971, 'listed_count': 485}",1.4783084594310144e+18
1.411880269917868e+18,Occasional streamer and fan of Wrestling and Motorsports!,,False,https://pbs.twimg.com/profile_images/1516150564920475651/dGeUMvUn_normal.jpg,"New Brunswick, Canada",Rickanadian,,🍁 Rick the Canadian 🍁,False,"{'followers_count': 47, 'following_count': 272, 'tweet_count': 957, 'listed_count': 1}",1.5095991723197194e+18
189289467.0,"Sebastián es un desarrollador, novio y estudiante de ingeniería. Ama usar auriculares y odia olvidarlos. Sebastian habla de Sebastián en 3ra persona",https://t.co/PeHKYS76Mt,False,https://pbs.twimg.com/profile_images/1097445182914678786/d69G2wFA_normal.jpg,Argentina,unDevConAuris,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PeHKYS76Mt', 'expanded_url': 'https://www.facebook.com/manu.bog12', 'display_url': 'facebook.com/manu.bog12'}]}}",Sebastián Emanuel Bogado,False,"{'followers_count': 86, 'following_count': 472, 'tweet_count': 4100, 'listed_count': 0}",
1.1837515671005798e+18,"Just the better player... Sometimes
https://t.co/mdFl0hb4Q3.",,False,https://pbs.twimg.com/profile_images/1311718953027239936/IaVRayPS_normal.jpg,,Induvalent,"{'description': {'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/mdFl0hb4Q3', 'expanded_url': 'http://Twitch.tv/Induvalent', 'display_url': 'Twitch.tv/Induvalent'}]}}",Name,False,"{'followers_count': 12, 'following_count': 177, 'tweet_count': 264, 'listed_count': 0}",1.4872076466167644e+18
257604816.0,"0161, roll through with the vhs of the wedding singer.",,False,https://pbs.twimg.com/profile_images/1400001793938051074/WcrA9Xbb_normal.jpg,,lukebcork,,Luke C,False,"{'followers_count': 462, 'following_count': 468, 'tweet_count': 26685, 'listed_count': 5}",1.1576993992936858e+18
6.986258147919094e+17,#MiaSanMia ❤️,https://t.co/QTTkwD3wPI,False,https://pbs.twimg.com/profile_images/1414303602609463309/qIo5ri9T_normal.jpg,"Halifax, Nova Scotia, Canada",jacexyy,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QTTkwD3wPI', 'expanded_url': 'http://youtube.com/Jacexy', 'display_url': 'youtube.com/Jacexy'}]}, 'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'MiaSanMia'}]}}",✪ Jace,False,"{'followers_count': 824, 'following_count': 638, 'tweet_count': 31015, 'listed_count': 0}",1.3051650372969144e+18
741671306.0,"🇨🇦🇺🇦 Be curious, not judgemental !!",,False,https://pbs.twimg.com/profile_images/1520966485019181056/C6dxclFJ_normal.jpg,"Nova Scotia, Canada",EMWalker108,,E M Walker,False,"{'followers_count': 297, 'following_count': 616, 'tweet_count': 2071, 'listed_count': 0}",
8.314644963800269e+17,焼肉食べたい…🍖 / 雑食&いいね多め お気をつけください🍙 / 20↑,,False,https://pbs.twimg.com/profile_images/1367375041545916424/1prhlOrP_normal.jpg,,ocome29,,おこめ,False,"{'followers_count': 23, 'following_count': 374, 'tweet_count': 2343, 'listed_count': 2}",
