,username,url,profile_image_url,location,id,verified,description,name,protected,public_metrics,pinned_tweet_id,entities
20232075,ameranwar,https://t.co/GoDZPwOuvD,https://pbs.twimg.com/profile_images/1044397100488953857/n1NXP2GZ_normal.jpg,"London, UK",,False,Author: Brothers in Blood and Stone Cold Trouble. Rep’d: Jane Gregory @dhabooks Pub’d: @dialoguebooks Tweeting about books and random other stuff.,Amer Anwar 💙,False,"{'followers_count': 3381, 'following_count': 3195, 'tweet_count': 39877, 'listed_count': 61}",1384466604591812610,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GoDZPwOuvD', 'expanded_url': 'http://www.ameranwar.com', 'display_url': 'ameranwar.com'}]}, 'description': {'mentions': [{'start': 70, 'end': 79, 'username': 'dhabooks'}, {'start': 87, 'end': 101, 'username': 'dialoguebooks'}]}}"
893783047,osakana_cake,https://t.co/ttFv6qeoID,https://pbs.twimg.com/profile_images/1385406789252833280/bUkXpcwU_normal.jpg,好きな食べ物は天丼です。,,False,だらしない腹の方が面白いと言われたので今日から腹アカウントです。財前時子様の腹を目指して頑張ります。応援よろしくお願いします！【suzuri】https://t.co/MwokJN37kT,うめ。,False,"{'followers_count': 569, 'following_count': 603, 'tweet_count': 149794, 'listed_count': 0}",1515532874623070212,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ttFv6qeoID', 'expanded_url': 'http://line.me/S/shop/sticker/author/11125', 'display_url': 'line.me/S/shop/sticker…'}]}, 'description': {'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/MwokJN37kT', 'expanded_url': 'https://suzuri.jp/osakanacake', 'display_url': 'suzuri.jp/osakanacake'}]}}"
1426751352009461760,ToTemOneMutal,,https://pbs.twimg.com/profile_images/1509890880983146496/wINGIBbx_normal.jpg,icon:いつかみお嬢,,False,五分刈りの草 照らしてってmoonlight,ﾀｶｦﾄﾓ,False,"{'followers_count': 35, 'following_count': 37, 'tweet_count': 3485, 'listed_count': 0}",,
437412458,b_urgell,,https://pbs.twimg.com/profile_images/1406733378527846400/hcWTR8v6_normal.jpg,,,False,Euskal Filologoa. Kultura sailburu ohia. Irakasle EHUn. Filóloga vasca. Ex-consejera de Cultura. Profesora de la UPV.,Blanca Urgell,False,"{'followers_count': 1854, 'following_count': 1279, 'tweet_count': 14130, 'listed_count': 33}",,
220381949,chennaitvnews1,,https://pbs.twimg.com/profile_images/1578331020/tvss_normal.jpg,chennai,,False,"we wish everyone irrespective of country,religion,caste& creed, very well and request all to live
and let live.",chennaitvnews,False,"{'followers_count': 1346, 'following_count': 492, 'tweet_count': 66135, 'listed_count': 0}",,
793113581952925696,aroblaze,https://t.co/ixTbITz8LZ,https://pbs.twimg.com/profile_images/1494035061267746819/U2xveErh_normal.jpg,"Lille, France",,False,,BaS͎ile,False,"{'followers_count': 78, 'following_count': 185, 'tweet_count': 2526, 'listed_count': 2}",1183422977662242818,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ixTbITz8LZ', 'expanded_url': 'https://www.paypal.me/jokeau', 'display_url': 'paypal.me/jokeau'}]}}"
1161706521174130689,MrJamilAli,,https://pbs.twimg.com/profile_images/1352686952454172672/YrR0TxRl_normal.jpg,"West Midlands, England",,False,Computer Science & Business Teacher | BSc (Hons)| MSc | PGCE | PgCERT | Pi Cert Ed | MCAS |Passion for New (& Old) Technology | Views My Own,SJA,False,"{'followers_count': 971, 'following_count': 2227, 'tweet_count': 877, 'listed_count': 6}",1214165357809799169,
2889724433,stryfess,,https://pbs.twimg.com/profile_images/1507002326371999748/wYWR_-53_normal.jpg,,,False,,ℜ𝔗 𝔗𝔏,False,"{'followers_count': 101, 'following_count': 76, 'tweet_count': 3913, 'listed_count': 1}",,
14155571,saline,http://t.co/QtTwjL5b,https://pbs.twimg.com/profile_images/1081338233131229184/JXbhR4Kc_normal.jpg,Australia or the US,,False,"Journalist. Critic. Blogger. Member Journalists Hall of Fame. Australia Day Ambassador. Lover of pelicans, cats, spiders & truth.",Samela Harris,False,"{'followers_count': 4420, 'following_count': 3919, 'tweet_count': 20099, 'listed_count': 187}",1315794765552603137,"{'url': {'urls': [{'start': 0, 'end': 20, 'url': 'http://t.co/QtTwjL5b', 'expanded_url': 'http://about.me/Samela', 'display_url': 'about.me/Samela'}]}}"
785044633,EvaHetaira,,https://pbs.twimg.com/profile_images/1168701750519500800/UJ371-p1_normal.jpg,,,False,Más caras que un poliedro que gira sin cesar.,Eva Rodríguez Iniest,False,"{'followers_count': 1659, 'following_count': 989, 'tweet_count': 84442, 'listed_count': 5}",1482134305338011650,
393895059,JayMicJee,,https://pbs.twimg.com/profile_images/989273222616109062/Kys7afHI_normal.jpg,"Glasgow, Scotland",,False,"Learning Technologist, CyberSecurity & Networks grad, Golfer and Good Guy😜. Still so much to learn.",John McGuigan,False,"{'followers_count': 34, 'following_count': 334, 'tweet_count': 155, 'listed_count': 0}",,
15990298,MileHighBrendan,https://t.co/r7x4qkr0KB,https://pbs.twimg.com/profile_images/1508266804782649345/FlXShYAv_normal.jpg,"Denver, CO",,False,"Proud🏳️‍🌈 dad of 3, hubby of an E.R. nurse. He/him. American🇺🇸, Coloradan🏞, Democrat🌊, #nerd. Pro-democracy. #ProtectTransKids🏳️‍⚧️ #StandWithUkraine🇺🇦",Mile High Brendan 🇺🇦 🏳️‍⚧️,False,"{'followers_count': 5564, 'following_count': 6059, 'tweet_count': 264699, 'listed_count': 310}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r7x4qkr0KB', 'expanded_url': 'http://www.tiktok.com/@milehighbrendan', 'display_url': 'tiktok.com/@milehighbrend…'}]}, 'description': {'hashtags': [{'start': 87, 'end': 92, 'tag': 'nerd'}, {'start': 109, 'end': 126, 'tag': 'ProtectTransKids'}, {'start': 132, 'end': 149, 'tag': 'StandWithUkraine'}]}}"
1289261853168799744,nyaluvhani_,,https://pbs.twimg.com/profile_images/1521374493603766272/vXFjPIbW_normal.jpg,,,False,Beast mode activated! It will end in CA(SA),Mia Wawa,False,"{'followers_count': 676, 'following_count': 310, 'tweet_count': 9493, 'listed_count': 0}",,
204321979,Teresaq14,,https://pbs.twimg.com/profile_images/1614887749/Lawrence_20_20_CA__normal.gif,"Vaughan, Ontario",,False,,Qaseret,False,"{'followers_count': 41, 'following_count': 239, 'tweet_count': 2357, 'listed_count': 3}",,
100933793,yukixxxxxxx,https://t.co/4qGL7E0AqT,https://pbs.twimg.com/profile_images/1509911580808339468/1rxxivkA_normal.jpg,某帝国↔︎某王国,,False,雑多垢｜成人済｜MEZZO”🍀🌱専用→@mezzomezo_45/べけなー/声優(阿部敦さん/KENNさん/谷山紀章さん)/ハライチ/一ノ瀬トキヤ/夜あそび木曜/花/相棒/海砂利水魚/アルファルファ/コンビのバカリズム/〜JCA10期/B'z/飛鳥〜鎌倉時代/ヴァイオレット・エヴァーガーデン,ユキ,False,"{'followers_count': 247, 'following_count': 624, 'tweet_count': 62571, 'listed_count': 0}",1137765748518948864,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4qGL7E0AqT', 'expanded_url': 'http://twpf.jp/yukixxxxxxx', 'display_url': 'twpf.jp/yukixxxxxxx'}]}, 'description': {'mentions': [{'start': 19, 'end': 32, 'username': 'mezzomezo_45'}]}}"
3397571992,bitchdotedu,https://t.co/fr8vL28DJU,https://pbs.twimg.com/profile_images/1522006788773531648/L19gUqbJ_normal.jpg,occupied Seminole land,,False,🦋 18+ “you’re fucking annoying” - many sources 🇭🇹,free street meat,False,"{'followers_count': 217, 'following_count': 321, 'tweet_count': 141674, 'listed_count': 12}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fr8vL28DJU', 'expanded_url': 'http://cash.app/$anto55', 'display_url': 'cash.app/$anto55'}]}}"
53304124,circle_glorea,http://t.co/lVTCwIwo15,https://pbs.twimg.com/profile_images/2402596055/lyw7n4eqjh9drkdicn66_normal.png,埼玉県越谷市,,False,銀英伝、アイマス。で、最近はポケモンばっかり。,YU,False,"{'followers_count': 58, 'following_count': 72, 'tweet_count': 4781, 'listed_count': 2}",,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/lVTCwIwo15', 'expanded_url': 'http://glorea.sub.jp/', 'display_url': 'glorea.sub.jp'}]}}"
2782624288,zzgkaya,,https://pbs.twimg.com/profile_images/1500903813322100739/06IUjrHW_normal.jpg,"Colchester, England",,False,,Admiral Z.,False,"{'followers_count': 59, 'following_count': 110, 'tweet_count': 242, 'listed_count': 0}",1519009447087063047,
974236727215878144,Xyrlakel,,https://pbs.twimg.com/profile_images/1316882308356558849/669CU-pM_normal.jpg,,,False,Twitter d'une lunatique dans la lune.,Xelenya,False,"{'followers_count': 19, 'following_count': 40, 'tweet_count': 5328, 'listed_count': 0}",1461837575375753225,
4702172731,YYnetwork313,,https://pbs.twimg.com/profile_images/785392420426911744/-PZSnyjS_normal.jpg,日本 北海道,,False,趣味:英語 特技:英語 独学格闘技歴11年目 こばしり。さん好きです,侑(pesilat)🏃,False,"{'followers_count': 261, 'following_count': 378, 'tweet_count': 10977, 'listed_count': 1}",1498660084960104452,
449298092,yfmsr,,https://pbs.twimg.com/profile_images/1477062437451223040/ym19tOqY_normal.jpg,,,False,1期の時だと樋田林亀平。ヒイズミさんのあだ名つけるよコーナーでいただいた名前はカット勝村。ということで今年もたくさんトリパラ回せますように🇫🇷・とらほー叫べますように🐯・Beatがis going onで在り〼やうに🍎🦚,伊田林 浮刄,False,"{'followers_count': 294, 'following_count': 427, 'tweet_count': 54804, 'listed_count': 6}",807726094681915393,
62355353,generic_ou,,https://pbs.twimg.com/profile_images/1511327827739783174/1fMsTK_3_normal.jpg,Karl Marx’s Beard ,,False,a tired comrade trying to navigate this capitalist hellscape,Bubba Marxxx,False,"{'followers_count': 265, 'following_count': 130, 'tweet_count': 37595, 'listed_count': 6}",1315568787509272577,
332824341,kurosode,,https://pbs.twimg.com/profile_images/1179804440850681856/93FrZqhf_normal.jpg,大阪ものれーる沿線,,False,ガンバ大阪が大好きな者です。 ホームでは主にカテ２で観戦、年に数回アウェイ遠征したりしなかったり。ごくまれに練習場にも出没します。,黒袖,False,"{'followers_count': 366, 'following_count': 365, 'tweet_count': 42747, 'listed_count': 19}",,
3702632115,margaretttben,,https://pbs.twimg.com/profile_images/1034920557081493504/YsAx_Ke6_normal.jpg,,,False,artsy living flop living in detroit,margaret,False,"{'followers_count': 77, 'following_count': 195, 'tweet_count': 1215, 'listed_count': 1}",1397583685252231180,
1017891725430460421,18Nagham,,https://pbs.twimg.com/profile_images/1353459956708732930/E3FAJnlJ_normal.jpg,,,False,,Nagham,False,"{'followers_count': 10, 'following_count': 170, 'tweet_count': 119, 'listed_count': 0}",,
35071017,cobrabay,,https://pbs.twimg.com/profile_images/1501224031768522753/rTHEAXyE_normal.jpg,"Earth, early 21st C.",,False,"Cis (he/him), Human (DBDG).",Eddie Cochrane🇪🇺🚀,False,"{'followers_count': 374, 'following_count': 732, 'tweet_count': 15048, 'listed_count': 24}",,
3226215341,SAPNAPSSPlT,https://t.co/xhfB6IHSxS,https://pbs.twimg.com/profile_images/1515517221551976449/k5QzJq2h_normal.jpg,he/they/bro/pup | 23 ,,False,i love you more,billy 🐢,False,"{'followers_count': 552, 'following_count': 465, 'tweet_count': 33976, 'listed_count': 27}",1519852715169484800,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xhfB6IHSxS', 'expanded_url': 'http://biwwy.carrd.co/', 'display_url': 'biwwy.carrd.co'}]}}"
40451406,3K1,https://t.co/NXts4pfcnV,https://pbs.twimg.com/profile_images/1513068208173240325/30skNod3_normal.png,"Hyogo, KOBE",,False,Twitterクライアント：夜フクロウ、MacBook Pro(2020銀)／macOS Monterey 12、iPod nano 7th 16G宙灰、iPad Pro 11 3rdG銀M1 256GB Wi-Fi、Pencil 2、tv,3LOBB3K1,False,"{'followers_count': 212, 'following_count': 220, 'tweet_count': 19065, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NXts4pfcnV', 'expanded_url': 'http://blog.3LOBB.jp', 'display_url': 'blog.3LOBB.jp'}]}}"
6684682,i_am_grid,https://t.co/722JwsI1vm,https://pbs.twimg.com/profile_images/1269905182047027206/P2gcegO7_normal.jpg,Hungary,,False,"(he/him) I am Grid. Grid is front-end dev. Grid reads a lot and tries to write sometimes. I despise racism, misogyny, homo- and transphobia and the 'alt-right'.",Andy ❮object Object❯ Pataki,False,"{'followers_count': 51, 'following_count': 366, 'tweet_count': 934, 'listed_count': 3}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/722JwsI1vm', 'expanded_url': 'https://iamgrid.co.uk', 'display_url': 'iamgrid.co.uk'}]}}"
855740080278970369,schrodinger4_07,,https://pbs.twimg.com/profile_images/885618582176108544/NMpdB4Ac_normal.jpg,sud de la France,,False,let's do the timewarp again!,Stephane Dazin,False,"{'followers_count': 197, 'following_count': 820, 'tweet_count': 6639, 'listed_count': 0}",1438619968569024514,
1305852931,ekaesi_,https://t.co/nSLn1K4GpX,https://pbs.twimg.com/profile_images/1518694715943706625/hc7-Glyw_normal.jpg,Vitoria-Gasteiz,,False,"Guía turístico, celador, salí en los Goya, boicoteé El Hormiguero, imité en Zapeando, me sigue Wismichu, Ibai Llanos me reaccionó mal y escribí una novela ⬇️",E̵̹̮̣͖ͭ̿̋͑K̘Å̫̼̹̠̠̤̾̔̈́̓̚Iͣͤ̆̈́͝T̮͍̮̈́ͮ̒Zᵗʷᶤᵗᵗᵉᵃᶰᵈᵒ,False,"{'followers_count': 295, 'following_count': 190, 'tweet_count': 21191, 'listed_count': 3}",1379764862625185792,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nSLn1K4GpX', 'expanded_url': 'https://www.amazon.es/dp/B08M2H6WCY/ref=cm_sw_r_cp_apa_i_A4BTR3XQTFPN25C77RCD', 'display_url': 'amazon.es/dp/B08M2H6WCY/…'}]}}"
220787380,staned567,,https://pbs.twimg.com/profile_images/1356735563961933827/gobZhi_C_normal.jpg,"Cowbridge, Wales",,False,"Lover of darts, rugby, cars, bikes and beer but in no particular order. Any comments meant in the best spirit and if in doubt based on humour.",Stuart Edwards 💙,False,"{'followers_count': 318, 'following_count': 2057, 'tweet_count': 5231, 'listed_count': 1}",1428071657705459728,
61543234,wasiq1,https://t.co/X1n6i3jYcp,https://pbs.twimg.com/profile_images/1428140074374475776/DpnZHucg_normal.jpg,karachi,,False,Don't Expect ....,syed wasiq,False,"{'followers_count': 2773, 'following_count': 3269, 'tweet_count': 121931, 'listed_count': 43}",1461026407824379908,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X1n6i3jYcp', 'expanded_url': 'http://w1kar.blogspot.com/', 'display_url': 'w1kar.blogspot.com'}]}}"
1235030717802795009,IthanSaylor,,https://pbs.twimg.com/profile_images/1515893766653194245/yUJ7fN7m_normal.jpg,,,False,"Valorant player 
El agua de jamaica es mejor que la horchata",Ithangg,False,"{'followers_count': 16, 'following_count': 575, 'tweet_count': 420, 'listed_count': 0}",1487330936412770304,
137318429,yasutan2nd,,https://pbs.twimg.com/profile_images/1496474346960818176/1eYjR5Se_normal.jpg,,,False,"実娘2人とポケモンとウマ娘育ててます
switchフレコSW-3575-7172-0716",やすたん,False,"{'followers_count': 383, 'following_count': 338, 'tweet_count': 76394, 'listed_count': 11}",1480880256685080581,
260084395,SamuelJarman,,https://pbs.twimg.com/profile_images/1385333526917124097/MkObZjQG_normal.jpg,Triforce,,False,I’m not convinced I know how to read. I think I’ve just memorized a lot of words.,Sam,False,"{'followers_count': 417, 'following_count': 935, 'tweet_count': 13562, 'listed_count': 2}",,
1217546522356617216,GravenMilne,,https://pbs.twimg.com/profile_images/1509303893141958662/p1727A7__normal.jpg,"Terrace, BC",,False,"Catch me on Pure Country from 2-7pm and on Bounce Radio from 7-10pm weekdays, and from 9-2pm on weekends!

My opinions are mine alone!",David Graven-Milne,False,"{'followers_count': 113, 'following_count': 286, 'tweet_count': 2865, 'listed_count': 0}",,
85863314,kazuu88,https://t.co/riQ74u3bw2,https://pbs.twimg.com/profile_images/1487911488648282113/ME4SABWR_normal.jpg,,,False,"カフェブリックレーン店主です。都内にてキッチンカーでランチの販売してます。
月曜　東京タワーそば　飯倉交差点
火曜　飯田橋　日本歯科大学附属病院前
水曜　飯田橋　末商会ビル(新小川町)
木曜　中野セントラルパーク
金曜　飯田橋　日本歯科大学附属病院前",ふじ子,False,"{'followers_count': 883, 'following_count': 1253, 'tweet_count': 35761, 'listed_count': 30}",1509716474449231872,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/riQ74u3bw2', 'expanded_url': 'https://m.facebook.com/profile.php?id=382177721799003', 'display_url': 'm.facebook.com/profile.php?id…'}]}}"
2573208707,BillzIsMyName,https://t.co/cA2uvjqCOn,https://pbs.twimg.com/profile_images/1438859741829210117/QIy3mQ7n_normal.jpg,"Massachusetts, USA",,False,Professional homo. Vaccinated. I hate coconut. #BlackLivesMatter #TruckLife,Billy W.,False,"{'followers_count': 980, 'following_count': 1007, 'tweet_count': 33656, 'listed_count': 10}",1491800522126356480,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cA2uvjqCOn', 'expanded_url': 'http://instagram.com/billzismyname', 'display_url': 'instagram.com/billzismyname'}]}, 'description': {'hashtags': [{'start': 47, 'end': 64, 'tag': 'BlackLivesMatter'}, {'start': 65, 'end': 75, 'tag': 'TruckLife'}]}}"
1085505049181278208,maartiineezz17_,https://t.co/9QuqT2yFIU,https://pbs.twimg.com/profile_images/1503423553848459266/LLKI3NvU_normal.jpg,"Mengíbar, España",,False,ADE + Derecho | UJA,Aitor Martínez 🇪🇸,False,"{'followers_count': 113, 'following_count': 120, 'tweet_count': 1519, 'listed_count': 1}",1512732493992112136,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9QuqT2yFIU', 'expanded_url': 'https://www.instagram.com/maartiineezz17_', 'display_url': 'instagram.com/maartiineezz17_'}]}}"
14097942,lbnp,,https://pbs.twimg.com/profile_images/51603234/kuma-hakusei_normal.jpg,underneath the heatsink,,False,used to be a GPU nanny,jun kamo,False,"{'followers_count': 184, 'following_count': 741, 'tweet_count': 17526, 'listed_count': 6}",,
16498165,melmonette,,https://pbs.twimg.com/profile_images/1152679582933442565/LRjAYr3C_normal.jpg,Nebraska,,False,,melmonette,False,"{'followers_count': 43, 'following_count': 154, 'tweet_count': 359, 'listed_count': 1}",,
1014545331378409472,sajxxng,,https://pbs.twimg.com/profile_images/1514906280028250112/qTZMY7Qk_normal.jpg,20 | she/her | intp,,False,,seira🦋,False,"{'followers_count': 228, 'following_count': 436, 'tweet_count': 30526, 'listed_count': 5}",,
461724417,hitpoint1111,,https://pbs.twimg.com/profile_images/1120849368796418048/EwG7boEM_normal.jpg,Saitama Pref.,,False,主にモバマス・デレステ、広島東洋カープ、高校野球、クイズ、MTG。モバマスは藤原肇担当P。クイズはScarletさんのミドルに基本月1回出撃。スマホゲーは他にハチナイ、黒ウィズ、あいミス。R-18をふぁぼすることがあるので気にする方は注意。副業はRagiological Technologist。(2022.1),平良俊幸,False,"{'followers_count': 115, 'following_count': 175, 'tweet_count': 12043, 'listed_count': 5}",,
40378215,mgrillet,https://t.co/JxlVzLiDB2,https://pbs.twimg.com/profile_images/1518656842234314752/qQeDDyPc_normal.jpg,Venezuela y otras latitudes,,False,"Profesora,Investigadora (UCV): Ecología-Epidemiología, Vectores, Patógenos, Entomología Médica, Ciencia, Salud Pública. Mis opiniones. Mama, Esposa. Melómana.",Maria Eugenia Grillet,False,"{'followers_count': 2725, 'following_count': 2838, 'tweet_count': 20830, 'listed_count': 20}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JxlVzLiDB2', 'expanded_url': 'https://www.researchgate.net/profile/Maria_Grillet/contributions', 'display_url': 'researchgate.net/profile/Maria_…'}]}}"
334712568,simo_pafc,,https://pbs.twimg.com/profile_images/1477593792324636673/H4iikqv0_normal.jpg,Davoren Park and proud!,,False,"Hardcore PAFC member and supporter. Proud Dad to Holly Louise, Mia Hope (our HLHS heart warrior ❤💙) and Maisie Jo. Love you all too the moon and back. xxx",Simon Batchelor 🇦🇺,False,"{'followers_count': 610, 'following_count': 1554, 'tweet_count': 8585, 'listed_count': 4}",,
1224958565540077568,BolzenPeda,,https://pbs.twimg.com/profile_images/1514710086823915526/QUrBNuas_normal.jpg,Burgenland,,False,"Hoffentlich wird es nicht so schlimm, wie schon ist. - Karl Valentin",Peter den Bolzen,False,"{'followers_count': 213, 'following_count': 280, 'tweet_count': 10178, 'listed_count': 1}",1518486379289841664,
1281992515,drewfh675,,https://pbs.twimg.com/profile_images/3403104055/c8f992f9ed4ca0b512d2e4482064718f_normal.jpeg,"Broken Hill, New South Wales",,False,36 years free from alcohol and other drugs. Hawks.,Andrew H,False,"{'followers_count': 200, 'following_count': 385, 'tweet_count': 4464, 'listed_count': 0}",,
36182819,striv,,https://pbs.twimg.com/profile_images/188995293/7841014041_CE5EF2AEAD6E20A9D9411B43AE8EF278_normal.JPG,Thessaloniki,,False,WGB,striv,False,"{'followers_count': 457, 'following_count': 587, 'tweet_count': 12007, 'listed_count': 24}",,
45068514,hnrft,,https://pbs.twimg.com/profile_images/1286721642090045441/mz-pC1Qg_normal.jpg,"Berkeley, CA",,False,https://t.co/ScNVY4VxD2,henri,False,"{'followers_count': 432, 'following_count': 370, 'tweet_count': 59923, 'listed_count': 12}",,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ScNVY4VxD2', 'expanded_url': 'https://blacklivesmatters.carrd.co/', 'display_url': 'blacklivesmatters.carrd.co'}]}}"
167810040,AguilarCampoo,,https://pbs.twimg.com/profile_images/1080468470/RIAC-SELLO-fb_normal.jpg,Aguilar de Campoo,,False,República Independiente Aguilar de Campoo · ACTUALIDAD · NOTICIAS · INFORMACIÓN · REPORTAJES · INTERNET · MONTAÑA · CAMPOO · CANTABRIA · CASTILLA Y LEÓN,RIAC.info,False,"{'followers_count': 182, 'following_count': 539, 'tweet_count': 10356, 'listed_count': 9}",,
1103692098,t_noji_tkki_,,https://pbs.twimg.com/profile_images/1320658684553297921/buF6CHTf_normal.jpg,死なば死に損 生くれば生き得,,False,遊戯王、ヴァンガードとかカードゲームやってます。 なぜ外に出ると雨は降るのだろうか？ 最近ローリスがこなさすぎてЯ化しました。,丼ＴЯ＠雨に愛された脳筋,False,"{'followers_count': 210, 'following_count': 475, 'tweet_count': 52808, 'listed_count': 1}",1158373828369629184,
22978866,kevmetz,https://t.co/ldJOlCxWYe,https://pbs.twimg.com/profile_images/1283060260463353863/p8DU3E5U_normal.jpg,New York City,,False,Casting. Slytherin. New Yorker. Husband. Doggy Dad. 📍NYC | Cape Cod,Kevin Metzger-Timson (He/Him),False,"{'followers_count': 754, 'following_count': 780, 'tweet_count': 11055, 'listed_count': 12}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ldJOlCxWYe', 'expanded_url': 'https://www.instagram.com/kevmetz/', 'display_url': 'instagram.com/kevmetz/'}]}}"
253506816,Akitimasa,https://t.co/ujqBPm5mjF,https://pbs.twimg.com/profile_images/827535172480311296/0YSlmtu7_normal.jpg,"Los Angeles, CA",,False,2022年は貯金,ｱﾎﾞｯﾁ,False,"{'followers_count': 1564, 'following_count': 335, 'tweet_count': 296112, 'listed_count': 72}",949174723308433408,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ujqBPm5mjF', 'expanded_url': 'https://kitimasa.hatenablog.com/', 'display_url': 'kitimasa.hatenablog.com'}]}}"
718931680090845185,be0mgyubear_,https://t.co/ebmfoKRuT6,https://pbs.twimg.com/profile_images/1440070854319083524/n35HbUVD_normal.jpg,MOA-STAY-ATINY-ENGENE,,False,"I’m in love with Gyu, Hoonie, a Brownie boy and a 5’2” fidgetspinner • she/her",Nienice,False,"{'followers_count': 11, 'following_count': 72, 'tweet_count': 1116, 'listed_count': 0}",1432431234207125509,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ebmfoKRuT6', 'expanded_url': 'https://youtu.be/Nr8r2kcFtFE', 'display_url': 'youtu.be/Nr8r2kcFtFE'}]}}"
815150874,brendan_herlihy,,https://pbs.twimg.com/profile_images/1054914364610887680/13hX53Er_normal.jpg,"Caldwell, NJ",,False,"Father of daughters.  Writer/host game show stage shows.  Writer/actor/editor, anime spoof 'Hell Girl Abridged'.  Writer/co-writer  #MST3K fanfiction. 🐱",Please Scream Inside Your Heart,False,"{'followers_count': 178, 'following_count': 413, 'tweet_count': 35802, 'listed_count': 8}",1170699616221827073,"{'description': {'hashtags': [{'start': 132, 'end': 138, 'tag': 'MST3K'}]}}"
981920198,med77777,,https://pbs.twimg.com/profile_images/470142040282365952/pyRrjkc1_normal.jpeg,,,False,,m ლ(╹◡╹ლ),False,"{'followers_count': 4, 'following_count': 12, 'tweet_count': 88, 'listed_count': 0}",,
25027625,KKluvssushi,,https://pbs.twimg.com/profile_images/1477299202241744897/T77Jp0YY_normal.jpg,,,False,Twitter is detox. Opinions shared here are mine and mine alone.,Ms Sooshee.,False,"{'followers_count': 242, 'following_count': 1160, 'tweet_count': 11701, 'listed_count': 4}",1350945932217643009,
1231519068,BCNtoNYC,,https://pbs.twimg.com/profile_images/1397689946148950016/ysllatQf_normal.jpg,,,False,,Verònica  🇧🇪,False,"{'followers_count': 557, 'following_count': 1296, 'tweet_count': 37767, 'listed_count': 1}",1000066229615329282,
1525846987,marccwr,https://t.co/0nTW1eGx8p,https://pbs.twimg.com/profile_images/1497644766368047114/t4QVQi7d_normal.jpg,Brussels & Zoutleeuw,,False,,Marc,False,"{'followers_count': 708, 'following_count': 1012, 'tweet_count': 19863, 'listed_count': 230}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0nTW1eGx8p', 'expanded_url': 'http://www.stvv.com', 'display_url': 'stvv.com'}]}}"
55230072,Kay_Boon,,https://pbs.twimg.com/profile_images/603928272464838656/syVHqgN6_normal.jpg,"Two Wells, South Australia",,False,"Writer, researcher, speaker, stage performer, horse & dog owner, gardener. Vertically challenged & horizontally abundant.",Kay Boon,False,"{'followers_count': 45, 'following_count': 71, 'tweet_count': 1829, 'listed_count': 0}",,
1009840705047588867,maryamakhai,https://t.co/VhbCoaqa6X,https://pbs.twimg.com/profile_images/1503361475720761350/v-jEwf35_normal.jpg,17,,False,not a whore just a clb,marYUMMY,False,"{'followers_count': 4373, 'following_count': 254, 'tweet_count': 4619, 'listed_count': 0}",1290961712670220289,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VhbCoaqa6X', 'expanded_url': 'https://www.instagram.com/maryamakhai/', 'display_url': 'instagram.com/maryamakhai/'}]}}"
