id,location,description,name,protected,public_metrics,profile_image_url,verified,username,url,pinned_tweet_id,entities
79994154.0,"Jakarta, Indonesia","On March 3rd, I finished BOTH Wordle and Katla in total time of less than 1 minute. @TheAmateursID | @nflfansindo | @wnf1official",JangGyul,False,"{'followers_count': 418, 'following_count': 897, 'tweet_count': 42801, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1512017569796231172/EvH1jcX-_normal.jpg,False,rafiandra21,https://t.co/7RoLt73DBN,1.4479339083524465e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7RoLt73DBN', 'expanded_url': 'http://medium.com/the-amateurs', 'display_url': 'medium.com/the-amateurs'}]}, 'description': {'mentions': [{'start': 84, 'end': 98, 'username': 'TheAmateursID'}, {'start': 101, 'end': 113, 'username': 'nflfansindo'}, {'start': 116, 'end': 129, 'username': 'wnf1official'}]}}"
1317141565.0,En el laboratorio,"En verdad, si no fuera por la música habría más razones para volverse loco~",Dazed and confused,False,"{'followers_count': 271, 'following_count': 228, 'tweet_count': 11333, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1349135128845561861/zoys9enm_normal.jpg,False,lara_dad13,,7.243444075924726e+17,
8.514669068046623e+17, Bahrain,carpe diem,alia,False,"{'followers_count': 845, 'following_count': 489, 'tweet_count': 38172, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1473020784159375362/_Zc2ZWeW_normal.jpg,False,aliaab_,,,
81443453.0,"Paris, France",Jusqu’ici tout va bien.,La Note Bleue 🐢🌻,False,"{'followers_count': 598, 'following_count': 1556, 'tweet_count': 2776, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1491322582343290881/tdqQMfs2_normal.jpg,False,La_Note_Bleue,,1.5209176288223764e+18,
627771808.0,"Reseda, Los Angeles","DE, US, JP, LA🌅 •jeweler in training• been there done that•lgbtq+•she/her/they• frequently on a hike or bike on some trail with @toshogu •七転び八起き! •🏳️‍🌈• BLM!","Nina, as it were",False,"{'followers_count': 875, 'following_count': 370, 'tweet_count': 42145, 'listed_count': 11}",https://pbs.twimg.com/profile_images/1517005920772915205/PNkT9M6G_normal.jpg,False,nina_in_LA,https://t.co/Vo0OYOeIQS,1.4669657526662226e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Vo0OYOeIQS', 'expanded_url': 'https://instagram.com/outandabout_with_nina', 'display_url': 'instagram.com/outandabout_wi…'}]}, 'description': {'mentions': [{'start': 128, 'end': 136, 'username': 'toshogu'}]}}"
31633412.0,Ohio,"I'm a teacher and mother of 2. Crafting is my passion. I love to share my work with others, even though I still have lots to learn!",Cacheymama,False,"{'followers_count': 456, 'following_count': 373, 'tweet_count': 12813, 'listed_count': 28}",https://pbs.twimg.com/profile_images/1410742142625058820/mjZkZy5s_normal.jpg,False,CacheyMama,https://t.co/RxZtYaMFqh,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RxZtYaMFqh', 'expanded_url': 'http://www.facebook.com/cacheymamacrafts', 'display_url': 'facebook.com/cacheymamacraf…'}]}}"
224113727.0,ねりまちほー,道民→府民→都民。北海道コンサドーレ札幌/北海道日本ハムファイターズ/角交換振り飛車/舞鶴鎮守府/ニコ生はお休み中/フットニック部（仮）/ゴーゴーミランダをする会/幸福喫煙党/空飛ぶスパゲッティ・モンスター教/ LINE ID:ipsenkin 亭号が欲しくなり「鴨川亭ねぎ間」を勝手に名乗る,iP（鴨川亭ねぎ間）❤️🖤,False,"{'followers_count': 957, 'following_count': 3664, 'tweet_count': 90765, 'listed_count': 27}",https://pbs.twimg.com/profile_images/850345240934338565/LTXR7bSL_normal.jpg,False,ip_senkin,https://t.co/OsyVLgBGvk,1.1835654464416236e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OsyVLgBGvk', 'expanded_url': 'http://com.nicovideo.jp/community/co1115282', 'display_url': 'com.nicovideo.jp/community/co11…'}]}}"
13545062.0,"Oslo, Norway","Software Engineering Manager @Microsoft, Game Streamer @ https://t.co/dDgEIIDiWc & https://t.co/YNGbKlZRE4",Manolis Platakis,False,"{'followers_count': 1549, 'following_count': 1536, 'tweet_count': 11497, 'listed_count': 45}",https://pbs.twimg.com/profile_images/1356930424644198401/csHHLqdP_normal.jpg,False,emufear,https://t.co/2hCf97ZEX4,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2hCf97ZEX4', 'expanded_url': 'https://www.linkedin.com/in/manolisplatakis', 'display_url': 'linkedin.com/in/manolisplat…'}]}, 'description': {'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/dDgEIIDiWc', 'expanded_url': 'https://twitch.tv/emufear', 'display_url': 'twitch.tv/emufear'}, {'start': 83, 'end': 106, 'url': 'https://t.co/YNGbKlZRE4', 'expanded_url': 'https://YouTube.com/emufear', 'display_url': 'YouTube.com/emufear'}], 'mentions': [{'start': 29, 'end': 39, 'username': 'Microsoft'}]}}"
18711635.0,"Bay Area, CA!",I can be silly. I can also be serious. It is important to find out what sort of mood I am in.,Christine Rogers󠁧󠁢󠁥󠁮󠁧󠁿,False,"{'followers_count': 456, 'following_count': 101, 'tweet_count': 10827, 'listed_count': 31}",https://pbs.twimg.com/profile_images/1304650456984031238/YZzVyODF_normal.jpg,False,writingfreak88,https://t.co/4X3gHD7UQM,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4X3gHD7UQM', 'expanded_url': 'http://www.christine-rogers.net', 'display_url': 'christine-rogers.net'}]}}"
1.1011534224498852e+18,totori and maeumi  fan page,หล่อแค่ไหน คุณอาจจะรู้ดี เมื่อตะกี๊ มิซาเอะก็หอมเอาแต่บางครั้งหน้าดุกว่าท่านเปา พวกสาวๆ ชอบส่งยิ้มมา ...อ้างอิง https://t.co/dPwCKkbydw,forg,False,"{'followers_count': 90, 'following_count': 614, 'tweet_count': 139509, 'listed_count': 12}",https://pbs.twimg.com/profile_images/1521179304985391104/8ObhRAT1_normal.jpg,False,j3r6666,,1.4990660600451195e+18,"{'description': {'urls': [{'start': 112, 'end': 135, 'url': 'https://t.co/dPwCKkbydw', 'expanded_url': 'https://www.siamzone.com/music/thailyric/3575', 'display_url': 'siamzone.com/music/thailyri…'}]}}"
440937309.0,Brasil,"viciada em filmes e séries, fanática por animais, escrevo nas horas vagas e leio algumas coisas por aí",Li :) 🏹 🗝️💜,False,"{'followers_count': 145, 'following_count': 254, 'tweet_count': 39274, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1453609686134136833/Juc2kRHZ_normal.jpg,False,Quininly,,1.5146400421065318e+18,
3222837379.0,"McAllen, TX","Middle School Librarian🦁, Researcher, Teaching & learning enthusiast, outdoor-lover & RV camper.  Fanatical about matching readers to books they'll love!❣️ ♎️",🦁De Leon MS Library🦁,False,"{'followers_count': 576, 'following_count': 1489, 'tweet_count': 685, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1521604561357709314/RLChuYx__normal.jpg,False,yymart70,https://t.co/1bLhqWyyKE,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1bLhqWyyKE', 'expanded_url': 'https://sites.google.com/mcallenisd.net/deleonmslibrary/home', 'display_url': 'sites.google.com/mcallenisd.net…'}]}}"
143286582.0,平日関西住人⇔週末石川県民,ランニング/ロードバイク（COLNAGO V3、BIANCHI ViaNirone7/birdy classic）/元ライダー（HONDA ShadowSlasher400、CB1300SF、Hornet250DX）/サッカー観戦（ツエーゲン金沢、福山シティFC、長谷川唯）/大型長距離ドライバーやってます🥰,とも🐷,False,"{'followers_count': 490, 'following_count': 471, 'tweet_count': 10196, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1521591231058694144/otBWZC4s_normal.jpg,False,CameronTomomi,,1.422372613687554e+18,
163173246.0,"North Yorkshire, England",Judging strangers since 1984,Hellsbells and then some,False,"{'followers_count': 27, 'following_count': 168, 'tweet_count': 587, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1503848920685891594/_DsxDm4E_normal.jpg,False,htothejtothet,,,
8.608962492091679e+17,,陰キャロリショタコンキモオジサンセンシティブハッピーヨボヨボアカウント アイコンヘッダーそらよしさん,ドM豚野郎,False,"{'followers_count': 384, 'following_count': 242, 'tweet_count': 63041, 'listed_count': 30}",https://pbs.twimg.com/profile_images/1446856373292044295/1kVrLwt5_normal.jpg,False,hno_trpg,https://t.co/9K4PiSkmK4,1.372930904985727e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9K4PiSkmK4', 'expanded_url': 'https://skeb.jp/@hno_trpg', 'display_url': 'skeb.jp/@hno_trpg'}]}}"
2153198958.0,"Bolton, Ontario",,Carol Scuderi,False,"{'followers_count': 48, 'following_count': 495, 'tweet_count': 1586, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1357033917098950656/B5FemryY_normal.jpg,False,scuderi68,,,
94442827.0,Leeds,,Jannine Somerside,False,"{'followers_count': 30, 'following_count': 853, 'tweet_count': 242, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1490434176511881224/BJSzWaR0_normal.jpg,False,j936,,,
240052542.0,,,Symon,False,"{'followers_count': 37, 'following_count': 139, 'tweet_count': 594, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1584093935/profile_normal.jpg,False,symonthewyse,,,
153530652.0,"New York, NY",What I need is all around me...♫ #DMB #LFGM #Isles,w i l l,False,"{'followers_count': 237, 'following_count': 764, 'tweet_count': 13347, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1512290735093071879/2R1IsFLc_normal.jpg,False,DontHaselTheHof,,1.5137567686224486e+18,"{'description': {'hashtags': [{'start': 33, 'end': 37, 'tag': 'DMB'}, {'start': 38, 'end': 43, 'tag': 'LFGM'}, {'start': 44, 'end': 50, 'tag': 'Isles'}]}}"
1.2910577015906386e+18,,"Jamaican Girl in a Fantasy World
* Sharing my love for YA and adult fantasy & fiction * She/Her *",DanziBooks,False,"{'followers_count': 259, 'following_count': 1066, 'tweet_count': 1661, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1400079830805327872/C8-hZxmM_normal.jpg,False,danzibooks,,,
1.1873485843304325e+18,,the other side of me,🍳,False,"{'followers_count': 3, 'following_count': 79, 'tweet_count': 2426, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1430735368396054529/NlK95Bd3_normal.jpg,False,mydailyrant2,,,
559978568.0,,"SERT/ELL Teacher. Right to Read and SOR advocate. Passionate about getting outside, getting active, and getting creative. she/her",Melanie,False,"{'followers_count': 395, 'following_count': 594, 'tweet_count': 6729, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1381945651341230082/TdGaS9jG_normal.jpg,False,teachermel_,,,
451719847.0,Oahu,"it’s me, Julia. thats all you need to know 😎",julia marie gregory,False,"{'followers_count': 22, 'following_count': 474, 'tweet_count': 383, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1512963690450100228/yHelMoJz_normal.jpg,False,julsthenurse,,,
2917421404.0,Timelineの東,#クラブサイベリア の神様担当。#lainトランプ合同 の♠︎3担当。#lainTTL に乗じてゲームを作ろうとしている。,かがみ,False,"{'followers_count': 410, 'following_count': 331, 'tweet_count': 47871, 'listed_count': 18}",https://pbs.twimg.com/profile_images/1196015420852994048/w7UVXI2n_normal.jpg,False,mirror_u,https://t.co/8d6oGv1PnX,1.5072278165508751e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8d6oGv1PnX', 'expanded_url': 'https://min.togetter.com/id/mirror_u', 'display_url': 'min.togetter.com/id/mirror_u'}]}, 'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'クラブサイベリア'}, {'start': 16, 'end': 27, 'tag': 'lainトランプ合同'}, {'start': 35, 'end': 43, 'tag': 'lainTTL'}]}}"
502073538.0,"Parma, Italy","Associate prof @unipr, father, teacher, aspiring gardener, cooking dilettante, former musician, allergic to BS. RT not endorsements. Trigger warning: sarcasm.",Ludovico Cademartiri,False,"{'followers_count': 811, 'following_count': 383, 'tweet_count': 21954, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1469648518444945409/83of-qxU_normal.jpg,False,LCademartiriLab,https://t.co/Zi90O5HHF7,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zi90O5HHF7', 'expanded_url': 'http://l.cademartirilab.net', 'display_url': 'l.cademartirilab.net'}]}, 'description': {'mentions': [{'start': 15, 'end': 21, 'username': 'unipr'}]}}"
3155185680.0,twst→🐍☀️、地雷は推しカプの逆のみ,成人済 ／ ウマ娘そこそこがんばり勢 ／ ネウロ、ワートリ、僕ヤバ、いじヤバ 、ぽこピー、エリー・コニファー、みすみのはらわた,せねか3割引@🥜🍃,False,"{'followers_count': 118, 'following_count': 348, 'tweet_count': 14391, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1499400946811498509/H_in5ngf_normal.jpg,False,syoutei_STO,,1.509830172656038e+18,
2959191811.0,,Retired game warden. Free to speak and call 🐃💩 when I see it.,André Desrosiers,False,"{'followers_count': 383, 'following_count': 426, 'tweet_count': 20560, 'listed_count': 8}",https://pbs.twimg.com/profile_images/1421680373923151873/r2gSh8ou_normal.jpg,False,Bomber_blue22,,,
1.399175897605763e+18,SMTOWN,"意志薄弱ㄉ花心女人
基本都在$M家爬來爬去的音飯",💙💛貓咪能量不足,False,"{'followers_count': 2, 'following_count': 36, 'tweet_count': 768, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1493205151771152384/g6T-5QNV_normal.jpg,False,JoYeRiA_moomoo,,,
1.5099522982098002e+18,☁️,"🦈 . “ᴘᴀꜱꜱɪᴏɴ, ꜰᴏʀ ᴍᴇ, ɪꜱ ʟɪᴋᴇ ᴀ ꜱʜᴀʀᴋ – ɪᴛ ɴᴇᴠᴇʀ ꜱᴛᴏᴘꜱ ᴍᴏᴠɪɴɢ.” ᴊᴀᴄᴋ ᴡʜɪᴛᴇ #NRW_Community (เนียนรู้จัก 👌🏻)",ᴀᴇᴋ,False,"{'followers_count': 340, 'following_count': 391, 'tweet_count': 982, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1512839541824143372/ltZv40kn_normal.jpg,False,Aekk_NRW,https://t.co/JjJRIb6ELb,1.5128644206653276e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JjJRIb6ELb', 'expanded_url': 'https://bit.ly/3KopaTS', 'display_url': 'bit.ly/3KopaTS'}]}, 'description': {'hashtags': [{'start': 75, 'end': 89, 'tag': 'NRW_Community'}]}}"
823699416.0,LandofTyranny,NY girl in CA • Patriot • Mom • Tutor • Artist • Rocker/Gamer • J'aime mon Dieu et mes deux filles et ce pays.🇺🇸 #noC19Vax #unbornRights #maranatha,💫Je suis Angel💫💔 🇺🇸💔,False,"{'followers_count': 1227, 'following_count': 1157, 'tweet_count': 29664, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1518793926349533184/mkkQghwI_normal.jpg,False,GreatestOfThese,,1.3603066165711012e+18,"{'description': {'hashtags': [{'start': 113, 'end': 122, 'tag': 'noC19Vax'}, {'start': 123, 'end': 136, 'tag': 'unbornRights'}, {'start': 137, 'end': 147, 'tag': 'maranatha'}]}}"
1310707429.0,,Minnesota Slytherin,Rebecca Webb,False,"{'followers_count': 66, 'following_count': 201, 'tweet_count': 3133, 'listed_count': 1}",https://pbs.twimg.com/profile_images/3442660477/f1a89149aa4debc90e7b73d4c441f43d_normal.jpeg,False,RebeccaWebb3,,,
1.0535452076170854e+18,ประเทศไทย,,cvgjjb,False,"{'followers_count': 10, 'following_count': 34, 'tweet_count': 1427, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1389085388245901318/WTiVwofh_normal.jpg,False,cvgjjb1,,,
123198922.0,Snowdin,,タヌピーの原罪,False,"{'followers_count': 237, 'following_count': 272, 'tweet_count': 24064, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1477106116824006656/Jv7yu0fQ_normal.png,False,raraphont,https://t.co/RuvQLxXyAj,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RuvQLxXyAj', 'expanded_url': 'https://osu.ppy.sh/u/850979', 'display_url': 'osu.ppy.sh/u/850979'}]}}"
1.0685965788505293e+18,831,rises the moon,wes,False,"{'followers_count': 168, 'following_count': 1651, 'tweet_count': 45495, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1518458582903103488/KrkqYTY7_normal.jpg,False,CARRl0N,,1.5186353476257382e+18,
1.0019059810543165e+18,"Taoyuan County, Taiwan",180/72/25 ☺️ 歡迎聊天 #chat,Chi9527,False,"{'followers_count': 994, 'following_count': 417, 'tweet_count': 231, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1421813242901393409/SigQh9wF_normal.jpg,False,ss971154,,,"{'description': {'hashtags': [{'start': 18, 'end': 23, 'tag': 'chat'}]}}"
9.699057267589693e+17,ヴィクラムの庭,カタカナ最高だなマジで‼️,( ᐪᐤᐪ ),False,"{'followers_count': 83, 'following_count': 272, 'tweet_count': 58153, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1496407635192545280/YhU9e24P_normal.jpg,False,makkaneruzZ,,1.3028594724700406e+18,
285315015.0,"Newfoundland and Labrador, Canada","Newfoundlander🇨🇦/Wife💍/Mother🎀/CPA,CA👩🏻‍💻/Figure Skater⛸/Shopaholic🛍/Wine Lover🍷(opinions expressed are my own) Instagram:susansheerr",Susan Sheerr,False,"{'followers_count': 1129, 'following_count': 326, 'tweet_count': 1524, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1071418935134830594/cyNtNucR_normal.jpg,False,SQ85,,,
8188802.0,関東平野,"ゲームでなんか色々やってた人。PC版CoD4やってたonsの人。今は大体一人でゲームしてる。
私はプログラマになりたい。
I did something about games. Currently, just a gamer. Wannabe a programmer 🥺🥺🥺",Axl_JPN,False,"{'followers_count': 510, 'following_count': 650, 'tweet_count': 38601, 'listed_count': 15}",https://pbs.twimg.com/profile_images/802550465804128256/mTS8S_MS_normal.jpg,False,axl_jpn,https://t.co/IIBVya8eip,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IIBVya8eip', 'expanded_url': 'http://www.gamestar.tokyo/', 'display_url': 'gamestar.tokyo'}]}}"
1142766984.0,社会の片隅,コミュニケーション is 難しい,コポ夫,False,"{'followers_count': 550, 'following_count': 638, 'tweet_count': 30647, 'listed_count': 12}",https://pbs.twimg.com/profile_images/1519950080526094336/XFK_m_5__normal.jpg,False,kopo_chan,https://t.co/a1oZyMQagw,1.4891741933759693e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a1oZyMQagw', 'expanded_url': 'http://kopochan.hatenadiary.jp/', 'display_url': 'kopochan.hatenadiary.jp'}]}}"
439441079.0,WA|SC|ID,"I joyfully sustain the First Presidency and Quorum of the Twelve Apostles of The Church of Jesus Christ of Latter-day Saints.

#LetGodPrevail",Sam Mitchell ☂,False,"{'followers_count': 526, 'following_count': 193, 'tweet_count': 12974, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1360254965285937152/tN6CS1kf_normal.jpg,False,hawkeye_1276,https://t.co/zhFuQRQZ4i,1.048750660391383e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zhFuQRQZ4i', 'expanded_url': 'http://churchofjesuschrist.org', 'display_url': 'churchofjesuschrist.org'}]}, 'description': {'hashtags': [{'start': 127, 'end': 141, 'tag': 'LetGodPrevail'}]}}"
107519502.0,Hell,I draw murder mysteries. I also like Guilty Gear. I bench-pressed 50 nerds today. One stop pop-up shop of all things Kairi Shishigou. まあ、日本語は大丈夫だと思うけどね！,Mx. Kairi Shishigou,False,"{'followers_count': 1569, 'following_count': 340, 'tweet_count': 504688, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1476724214610771971/7tGmk4S1_normal.jpg,False,DrKotobuki,https://t.co/PFR54Jlqs5,1.0710588045177242e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PFR54Jlqs5', 'expanded_url': 'https://ko-fi.com/kojikotobuki', 'display_url': 'ko-fi.com/kojikotobuki'}]}}"
90108285.0,배코 — 개안즈,เห้ยเตง,นสอ,False,"{'followers_count': 270, 'following_count': 255, 'tweet_count': 54515, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1504938018536566786/d_ffRJDV_normal.jpg,False,thepomelo,,1.5036460871390618e+18,
1.4081513243157668e+18,,21 / they them,ali,False,"{'followers_count': 2, 'following_count': 12, 'tweet_count': 2221, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1509468383833694208/jnkj3WAj_normal.jpg,False,LHABIA2001,,1.5204376458218455e+18,
4820908006.0,Sala común de Gryffindor,"||Potterhead⚡|| ||Pelis, libros, series y anime 📺🎬💻📚||
||Me encanta el chocolate🍫😋😍||
||Retwitteadora profesional (que no se diga que no avisé 😂)||",Ana,False,"{'followers_count': 541, 'following_count': 569, 'tweet_count': 21582, 'listed_count': 4}",https://pbs.twimg.com/profile_images/865898222358867968/_SMiW1pl_normal.jpg,False,Peekaboo17_,,,
7.283245560254177e+17,,,silly_sa[N],False,"{'followers_count': 52, 'following_count': 55, 'tweet_count': 473, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1179851326760599555/ucSSG_QK_normal.jpg,False,silly_oniisan,,,
4361389994.0,北米,北米在住。短い人生、好きでもないことに費やす時間はないことに漸く気付きました。,vermilion🇯🇵⇨🇺🇸,False,"{'followers_count': 5, 'following_count': 49, 'tweet_count': 259, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1122973827581919232/IJ2DW5dl_normal.png,False,rephael_stare,,,
1.0250802861560095e+18,,#황민현's และอีกมากมาย @RVsmtown @aespa_official❤ มีไว้บ่นขิงข่า ด่าร้าบานแร้วก็ติ่งซีรีส์ 💕💕 คือติ่งซีรีส์หนักมากจริง ช่วงนี้ io My Liberation notes,น้องแอ๋ม ตำรวจกวางยา,False,"{'followers_count': 124, 'following_count': 381, 'tweet_count': 86878, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1510240199476871169/zt_PmJKo_normal.jpg,False,PakjiHwang27,,1.2196536327920026e+18,"{'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': '황민현'}], 'mentions': [{'start': 20, 'end': 29, 'username': 'RVsmtown'}, {'start': 30, 'end': 45, 'username': 'aespa_official'}]}}"
8.255278534878863e+17,"Santa Barbara, CA","#Resisting Old Growth Hippie who can't believe she still has to protest the same #@$% 

Autistic, Artistic, Creative Crafter,  Avid Gamer, Gardener.",Rosie Resisting #COVIDisAirborne MASK UP!,False,"{'followers_count': 2843, 'following_count': 4952, 'tweet_count': 54554, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1015473454424907776/4h5aSWJj_normal.jpg,False,RosieResisting,https://t.co/Xy0t03tJhK,1.243045906024239e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Xy0t03tJhK', 'expanded_url': 'https://teamchaseblog.wordpress.com', 'display_url': 'teamchaseblog.wordpress.com'}]}, 'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'Resisting'}]}}"
1.3785957271154852e+18,kid/she/he/they,"16 |🌸|🇵🇷|🌸| bisexual |🌸| self proclaimed johnny fiama enjoyer, FOFA prez, ✨official bradley uppercrust the third hate club co-prez✨",choo choo/ive ✨,False,"{'followers_count': 446, 'following_count': 570, 'tweet_count': 15299, 'listed_count': 10}",https://pbs.twimg.com/profile_images/1519070541776359424/rFGf16ds_normal.jpg,False,catboyfiama,,1.434003977709015e+18,
