id,referenced_tweets,in_reply_to_user_id,entities,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,attachments,geo,withheld
1521104190533214215,,,,1521104190533214215,en,False,everyone,"Wordle 317 4/6

⬜⬜⬜⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
😌","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",480908677,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:54.000Z,Twitter for iPhone,,,
1521104186720636928,,,,1521104186720636928,en,False,everyone,"Wordle 317 3/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2823180778,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:53.000Z,Twitter for iPhone,,,
1521104177023393794,"[{'type': 'replied_to', 'id': '1521097865564766209'}]",1278131329247436801,"{'mentions': [{'start': 0, 'end': 13, 'username': 'ThaKatalyst_', 'id': '1278131329247436801'}, {'start': 14, 'end': 27, 'username': 'MOPETEtweets', 'id': '1025642293'}, {'start': 28, 'end': 40, 'username': 'cashewwpine', 'id': '851953196163633152'}, {'start': 41, 'end': 55, 'username': 'euphorikitten', 'id': '539692020'}, {'start': 56, 'end': 64, 'username': 'don_vay', 'id': '743139484548632576'}, {'start': 65, 'end': 80, 'username': 'iHateEdgeLords', 'id': '815629085233807360'}]}",1504010865208664065,en,False,everyone,"@ThaKatalyst_ @MOPETEtweets @cashewwpine @euphorikitten @don_vay @iHateEdgeLords Wordle 317 4/6

🟨⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1326006944390389761,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:51.000Z,Twitter for iPhone,,,
1521104170232823809,,,"{'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/GW7BY4ddq7', 'expanded_url': 'https://twitter.com/YinzerGritty/status/1521104170232823809/photo/1', 'display_url': 'pic.twitter.com/GW7BY4ddq7', 'media_key': '16_1521104161928101889'}]}",1521104170232823809,en,False,everyone,"Wordle 317 5/6

🟨🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩 https://t.co/GW7BY4ddq7","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1360067156,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:49.000Z,Twitter for Android,{'media_keys': ['16_1521104161928101889']},{'place_id': '00c393e916477863'},
1521104169498820608,,,,1521104169498820608,en,False,everyone,"Wordle 317 3/6

🟩⬛⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",32854008,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:49.000Z,Twitter for iPhone,,,
1521104166415998976,,,,1521104166415998976,en,False,everyone,"Arghhhh! 

Wordle 317 X/6

🟨⬛⬛🟩⬛
⬛⬛🟨⬛🟨
⬛⬛🟩🟩🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",60625033,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:48.000Z,Twitter for Android,,,
1521104165334040578,,,,1521104165334040578,en,False,everyone,"Wordle 317 X/6

🟨🟨⬛⬛⬛
🟨🟨⬛⬛⬛
🟨⬛🟨⬛⬛
🟨🟨⬛⬛⬛
⬛⬛🟩⬛⬛
🟨🟨⬛⬛⬛","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1092654487775236096,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:48.000Z,Twitter for Android,,,
1521104161080754185,,,"{'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/fUyubbG8e3', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",1521104161080754185,en,False,everyone,"Wordle Tildes #63 2/6

⬜🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/fUyubbG8e3","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",375840353,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:47.000Z,Twitter for Android,,,
1521104155846266880,,,,1521104155846266880,en,False,everyone,"Wordle 317 5/6

🟩⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",39668198,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:46.000Z,Twitter Web App,,,
1521104154038611970,,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/k2e3j0mb3X', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521104154038611970,en,False,everyone,"Wordle (ES)  #116 3/6

🟨🟩🟨⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/k2e3j0mb3X","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2900963975,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:45.000Z,Twitter for iPhone,,,
1521104153451372546,,,,1521104153451372546,en,False,everyone,"Wordle 317 5/6

⬛⬛⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Only a little miffed that I missed it the first two times out of three. :|","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2559334620,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:45.000Z,TweetDeck,,,
1521104151710937088,,,,1521104151710937088,en,False,everyone,"Wordle 317 4/6

⬛⬛⬛🟩🟨
🟨⬛⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",365972361,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:45.000Z,Twitter for Android,,,
1521104148086800385,,,,1521104148086800385,en,False,everyone,"Wordle 317 4/6*

🟩⬛⬛⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",66260264,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:44.000Z,Twitter for iPhone,,,
1521104142340702210,,,,1521104142340702210,en,False,everyone,"Wordle 317 4/6

⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1262046925345435648,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:42.000Z,Twitter for iPhone,,,
1521104139048001536,,,,1521104139048001536,en,False,everyone,"Wordle 317 3/6*

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2680517328,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:42.000Z,Twitter for Android,,,
1521104138209153026,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/2vvlqhvPBm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521104138209153026,en,False,everyone,"Wordle (ES)  #116 5/6

⬜🟩⬜⬜🟨
⬜🟩⬜🟩⬜
🟨🟩⬜🟩⬜
⬜🟩🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/2vvlqhvPBm","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3743503575,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:41.000Z,Twitter for Android,,,
1521104130713997312,,,"{'urls': [{'start': 187, 'end': 210, 'url': 'https://t.co/upvd7aE4YV', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 40, 'end': 49, 'username': 'caluvime', 'id': '279252551'}, {'start': 50, 'end': 59, 'username': 'carortiz', 'id': '51214482'}, {'start': 60, 'end': 73, 'username': 'janogonzalez', 'id': '33362526'}, {'start': 74, 'end': 83, 'username': 'Mansepul', 'id': '219731473'}, {'start': 84, 'end': 96, 'username': 'cristian_fv', 'id': '369941313'}, {'start': 97, 'end': 110, 'username': 'Dulcesalada1', 'id': '1345072783169114113'}, {'start': 111, 'end': 119, 'username': 'Klavyta', 'id': '120220551'}, {'start': 120, 'end': 130, 'username': 'juanpatox', 'id': '124555555'}]}",1521104130713997312,es,False,everyone,"Buen inicio de semana para tod@os!!

CC @caluvime @carortiz @janogonzalez @Mansepul @cristian_fv @Dulcesalada1 @Klavyta @juanpatox 

Wordle (ES)  #116 5/6

🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/upvd7aE4YV","{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",77899440,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:40.000Z,Twitter for iPhone,,,
1521104128679813120,,,,1521104128679813120,en,False,everyone,"It look 5 guesses, but the last 3 were a few of my favorite words!

Wordle 317 5/6

🟨⬜⬜🟩🟨
🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",21312531,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:39.000Z,Twitter Web App,,,
1521104118064025601,"[{'type': 'replied_to', 'id': '1520762332791644163'}]",1167435708304437251,,1488861391889080320,en,False,everyone,"Wordle 317 3/6

⬛🟨⬛🟨⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1167435708304437251,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:37.000Z,Twitter for iPhone,,,
1521104108857352192,"[{'type': 'replied_to', 'id': '1521102702947672064'}]",14973377,"{'mentions': [{'start': 0, 'end': 11, 'username': 'BrianLynch', 'id': '14973377'}]}",1521102702947672064,en,False,everyone,"@BrianLynch I got nervous 

Wordle 317 6/6

⬛⬛⬛⬛🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2349952316,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:34.000Z,Twitter Web App,,,
1521104100640784384,,,"{'hashtags': [{'start': 34, 'end': 50, 'tag': 'dailywordleclub'}]}",1521104100640784384,en,False,everyone,"Wordle 318 3/6

🟩⬜⬜⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩 #dailywordleclub","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",256873417,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:32.000Z,Twitter for iPad,,,
1521104100632326144,,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/cbwC8HkO4e', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",1521104100632326144,ja,False,everyone,"ポケモンWordle 5/10

🟨⬛⬛⬛⬛
⬛⬛⬛🟩⬛
⬛⬛⬛⬛⬛
⬛⬛🟨🟩⬛
🟩🟩🟩🟩🟩

https://t.co/cbwC8HkO4e
 #ポケモンWordle","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2205790152,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-02T12:27:32.000Z,Twitter for iPhone,,,
1521104100066312193,,,,1521104100066312193,en,False,everyone,"Wordle 317 4/6

⬛⬛⬛⬛🟩
⬛🟨🟨⬛🟩
⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩
its been a while","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1517165097373868033,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:32.000Z,Twitter for Android,,,
1521104099378348034,,,,1521104099378348034,en,False,everyone,"Wordle 317 5/6

🟨⬜⬜⬜🟩
⬜⬜⬜🟩🟩
⬜⬜⬜🟩🟩
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1361408079091404800,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:32.000Z,Twitter for iPhone,,,
1521104090973061121,,,,1521104090973061121,en,False,everyone,"🤬
Wordle 317 5/6

🟩⬜🟩🟩🟨
🟩⬜🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",100585388,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:30.000Z,Twitter Web App,,,
1521104088389361664,,,,1521104088389361664,en,False,everyone,"Wordle 317 3/6

🟩🟩⬜⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2750770001,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:30.000Z,Twitter for Android,,,
1521104079581286401,,,,1521104079581286401,en,False,everyone,"Wordle 317 2/6

🟨⬜⬜🟩⬜
🟩🟩🟩🟩🟩

This is one of my starting words; many days I would’ve gotten this in one! 😳😁","{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",22309220,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:27.000Z,Twitter for iPhone,,,
1521104077987663872,,,,1521104077987663872,ja,False,everyone,"Wordle 317 4/6

⬜⬜⬜⬜🟨
⬜⬜🟩⬜⬜
🟨⬜🟩🟨🟨
🟩🟩🟩🟩🟩

順当な開き方になった","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",121249177,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:27.000Z,Twitter for Android,,,
1521104077719056385,,,,1521104077719056385,en,False,everyone,"Wordle 317 5/6

⬛⬛⬛⬛🟨
🟩⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",23800562,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:27:27.000Z,Twitter for iPhone,,,
