,protected,entities,verified,id,description,name,pinned_tweet_id,url,username,profile_image_url,public_metrics,location
0,False,"{'description': {'hashtags': [{'start': 33, 'end': 37, 'tag': 'LFC'}, {'start': 39, 'end': 45, 'tag': 'BNK48'}, {'start': 46, 'end': 59, 'tag': 'TarwaanBNK48'}, {'start': 63, 'end': 75, 'tag': 'NamsaiBNK48'}, {'start': 78, 'end': 88, 'tag': 'PupeBNK48'}, {'start': 91, 'end': 103, 'tag': 'PaeyahBNK48'}, {'start': 106, 'end': 119, 'tag': 'YoghurtBNK48'}]}}",False,67520634,"dvwzj == กอไผ่,
Introvert,
ISTJ,
#LFC

#BNK48
#TarwaanBNK48 🦦👑
#NamsaiBNK48 🍑
#PupeBNK48 🐣
#PaeyahBNK48 🦕
#YoghurtBNK48",dvwzj ♥️ ตว. 🦦🦕 : kami 7 is real,1484767515792523264,,dvwzj,https://pbs.twimg.com/profile_images/1509933834728402945/VI9Tq402_normal.jpg,"{'followers_count': 359, 'following_count': 295, 'tweet_count': 31855, 'listed_count': 2}",Samut Prakan Province
1,False,,False,1243234573112270848,☆.。.:*she/her. .:*・°☆,g🪐☽༓･*˚⁺‧͙,1334502910307262464,,gharamabuzaid1,https://pbs.twimg.com/profile_images/1452191945946800141/NLjQB-SW_normal.jpg,"{'followers_count': 525, 'following_count': 555, 'tweet_count': 6623, 'listed_count': 1}",saturn
2,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/nO4BwmmwHT', 'expanded_url': 'http://www.ingenierofreddo.com.ar', 'display_url': 'ingenierofreddo.com.ar'}]}}",False,116711562,Ingeniero Mecánico. Consultor y Capacitador Profesional,Nestor Freddo,,http://t.co/nO4BwmmwHT,nfreddo,https://pbs.twimg.com/profile_images/746813729560498177/ZJ7vpMP7_normal.jpg,"{'followers_count': 117, 'following_count': 113, 'tweet_count': 1905, 'listed_count': 0}",Buenos Aires ARGENTINA
3,False,,False,186913345,"☠️100% Techie,🤓🧟",Tommie #LastOfTheFamicans,,,t0mm13b,https://pbs.twimg.com/profile_images/1510716114040500228/31LlWpz2_normal.jpg,"{'followers_count': 841, 'following_count': 2185, 'tweet_count': 74633, 'listed_count': 54}",Ireland
4,False,"{'description': {'mentions': [{'start': 80, 'end': 91, 'username': 'Duock_FF11'}]}}",False,16317833,オートバイとヘヴィメタルが好きです。 北欧やドイツ界隈のパワーメタルとかゴシックとかインダストリアル等々。且つ心の故郷はDavid Bowie。FF11アカ→ @Duock_FF11,柚葉,,,YUZUHA_G,https://pbs.twimg.com/profile_images/1445148747143413763/u8ee3ZRJ_normal.jpg,"{'followers_count': 47, 'following_count': 29, 'tweet_count': 1484, 'listed_count': 0}",茨城
5,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MnARN2Im4D', 'expanded_url': 'https://www.sylviapetter.com', 'display_url': 'sylviapetter.com'}]}, 'description': {'urls': [{'start': 23, 'end': 46, 'url': 'https://t.co/APDh6D9X1l', 'expanded_url': 'http://pcsfueralle.at', 'display_url': 'pcsfueralle.at'}, {'start': 53, 'end': 76, 'url': 'https://t.co/eLAUvAEgTb', 'expanded_url': 'http://flodobooks.com', 'display_url': 'flodobooks.com'}, {'start': 109, 'end': 132, 'url': 'https://t.co/RWXAmVYb3J', 'expanded_url': 'https://www.eye-books.com/books/all-the-beautiful-liars', 'display_url': 'eye-books.com/books/all-the-…'}]}}",False,989898753237807106,Austr(al)ian; supports https://t.co/APDh6D9X1l; owns https://t.co/eLAUvAEgTb; longlisted nifs 2018/19; debut https://t.co/RWXAmVYb3J,Sylvia Petter,1016607106638729216,https://t.co/MnARN2Im4D,SylviaAPetter,https://pbs.twimg.com/profile_images/1434421418624704516/25FZFT49_normal.jpg,"{'followers_count': 1469, 'following_count': 1910, 'tweet_count': 40200, 'listed_count': 11}",Now in history byteland.
6,False,,False,121389318,ポケモンをはじめとするゲームをこよなく愛する社畜,てぃ～しゃ@0860-3388-0746,708298121235673088,,teisha1991,https://pbs.twimg.com/profile_images/710412051185729536/H1oEUEQr_normal.jpg,"{'followers_count': 206, 'following_count': 274, 'tweet_count': 72737, 'listed_count': 12}",限りなく古都に近い大都市
7,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yuAUU5ljQp', 'expanded_url': 'http://about.me/beggs', 'display_url': 'about.me/beggs'}]}, 'description': {'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/mdQavCGvgf', 'expanded_url': 'https://www.instagram.com/canson_city/', 'display_url': 'instagram.com/canson_city/'}]}}",False,15438301,"Life is unfair, kill yourself or get over it......... =) ................ Fan de los collages de Kike Congrains: https://t.co/mdQavCGvgf",Beggs Caviar,1488581130655875074,https://t.co/yuAUU5ljQp,La_Beggs,https://pbs.twimg.com/profile_images/378800000598642487/26260d47e6ced1a50fd59d9d30bc02f9_normal.png,"{'followers_count': 5018, 'following_count': 411, 'tweet_count': 167485, 'listed_count': 71}",Barcelona
8,False,,False,835512096,Avengers assemble. ウマ娘 プリティーダービー/デレ/765/水樹奈々/Trident/コードギアス/00/MARVEL/横浜DeNAベイスターズ/,ぶいえふ,1170359806407761920,,vf2500,https://pbs.twimg.com/profile_images/622425758267392000/FE-tY7b7_normal.jpg,"{'followers_count': 193, 'following_count': 853, 'tweet_count': 86296, 'listed_count': 0}",日本
9,False,,False,215475574,ॐ  Human & Civil Rights. Egalitarian. Anti-fascist. Rugby (both rules). Homo. European. Cymro. Hispanohablante (casi). ॐ,Leigh Canham,,,leighcanham,https://pbs.twimg.com/profile_images/1503880722662187010/2Y13Ua0F_normal.jpg,"{'followers_count': 1255, 'following_count': 2670, 'tweet_count': 13081, 'listed_count': 26}","Caerdydd, Cymru/Cardiff, Wales"
10,False,,False,964081258467913728,,Romina Fiore,,,RominaFiore6,https://pbs.twimg.com/profile_images/1462591972338593795/ZYiPhR6l_normal.jpg,"{'followers_count': 511, 'following_count': 907, 'tweet_count': 2809, 'listed_count': 0}",
11,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OaPc2vr61w', 'expanded_url': 'http://com.nicovideo.jp/community/co1941699', 'display_url': 'com.nicovideo.jp/community/co19…'}]}}",False,1384450184,"ポケモン/LoL/VRChat/FPS系/ラスピリ/アークナイツ/原神/ポケ森/その他いろいろ

BGM中毒者
Discord:buimoffu#8060
Switch:5621-7266-2324",ブイもっふ,,https://t.co/OaPc2vr61w,buimoffu,https://pbs.twimg.com/profile_images/1278805505889013760/Xd78f_ha_normal.jpg,"{'followers_count': 1271, 'following_count': 1064, 'tweet_count': 133098, 'listed_count': 0}","Gdansk, Poland"
12,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/y2GH397IMF', 'expanded_url': 'https://letterboxd.com/filmfan1971/', 'display_url': 'letterboxd.com/filmfan1971/'}]}, 'description': {'hashtags': [{'start': 94, 'end': 107, 'tag': 'PreCodeApril'}], 'mentions': [{'start': 23, 'end': 39, 'username': 'FatalAttractPod'}]}}",False,20962510,"Film critic, podcaster @FatalAttractPod, compiler/co-author of What To Watch When, creator of #PreCodeApril. Hasn't missed an episode of EastEnders since 1998.",Matthew Turner,1507758033547546629,https://t.co/y2GH397IMF,FilmFan1971,https://pbs.twimg.com/profile_images/1343508125173899265/abvUcuV2_normal.jpg,"{'followers_count': 11713, 'following_count': 7789, 'tweet_count': 161307, 'listed_count': 432}",Ealing
13,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yNj1RazMbT', 'expanded_url': 'http://www.tiktok.com/@josh_more1', 'display_url': 'tiktok.com/@josh_more1'}]}}",False,61792149,"31, Scottish, He/They.


 
'a very kind, generous and funny liability'",Josh 🏴󠁧󠁢󠁳󠁣󠁴󠁿,1308375544870899713,https://t.co/yNj1RazMbT,Josh_More,https://pbs.twimg.com/profile_images/1516750868711882756/RTC8BLiH_normal.jpg,"{'followers_count': 1050, 'following_count': 835, 'tweet_count': 130167, 'listed_count': 14}","Stirling, Scotland"
14,False,,False,242530414,23 | UMD Alumna | she/her,kerrie❀,1389438452949716992,,kerrrriiiieeee,https://pbs.twimg.com/profile_images/1519169498552705030/qv07mI9M_normal.jpg,"{'followers_count': 516, 'following_count': 739, 'tweet_count': 53513, 'listed_count': 5}",Maryland ✈️ Illinois
15,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EqEKIReyZO', 'expanded_url': 'https://www.wraithfx.com/', 'display_url': 'wraithfx.com'}]}, 'description': {'mentions': [{'start': 43, 'end': 51, 'username': '225187X'}]}}",False,1356372852417638404,"Gamer, Graphic Designer, Human. (Banner By @225187X)",Wraith,,https://t.co/EqEKIReyZO,wr__th,https://pbs.twimg.com/profile_images/1440834062420099075/rlhI07-g_normal.jpg,"{'followers_count': 13, 'following_count': 124, 'tweet_count': 95, 'listed_count': 0}",Earth
16,False,,False,170838876,A magnificent beast doomed to a slow and possibly endless descent in to ruin.,Rich,,,Woodfella15,https://pbs.twimg.com/profile_images/1007949067371106305/MBNAsb2__normal.jpg,"{'followers_count': 199, 'following_count': 282, 'tweet_count': 33180, 'listed_count': 6}",
17,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/S0C24DlNFh', 'expanded_url': 'http://www.wonderjourney.org', 'display_url': 'wonderjourney.org'}]}}",False,17864973,People | Science | Startups | Books | Wild Orchids | Travel | Nature | Conservation | Green Tea | Botany | Volunteer | Wonder,Srik Parthasarathy,,https://t.co/S0C24DlNFh,srikanthap,https://pbs.twimg.com/profile_images/1429697219066687491/6SxVwM48_normal.jpg,"{'followers_count': 458, 'following_count': 743, 'tweet_count': 11922, 'listed_count': 39}",Bangalore
18,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KQdGC1etWH', 'expanded_url': 'https://todays-granbluefantasy.hatenadiary.com/', 'display_url': 'todays-granbluefantasy.hatenadiary.com'}]}}",False,98400816,"エンジニア。よくわからないことばっかつぶやいてます♪  Write the code. Change the world.  好きなもの: グラブル, ポケモン, ジョジョ, バキ, HUNTER×HUNTER, 呪術廻戦, プリキュア, DPＺ, Java, Python, AWS, 霜降り明星, 蛙亭, 吉住",マチャ彦,1500472831821320192,https://t.co/KQdGC1etWH,matyahiko2831,https://pbs.twimg.com/profile_images/1109161953/jojoma2_normal.JPG,"{'followers_count': 340, 'following_count': 2785, 'tweet_count': 28963, 'listed_count': 10}",埼玉県さいたま市
19,False,,False,1320573196769193984,わーどるしかしてない,𝚛𝚒𝚗,,,u_rin_20,https://pbs.twimg.com/profile_images/1516764004592816131/NNTyq2pS_normal.jpg,"{'followers_count': 28, 'following_count': 23, 'tweet_count': 5298, 'listed_count': 1}",ゆるく減量中
20,False,,False,817932855124889600,"➤ ⌜ ⸙͎𝒐𝒏𝒆 𝒐𝒇 𝒊𝒈𝒐𝒕7ꜜ‧₊ ⌟ 
     
     ➤ ⌜ ⸙͎𝒃𝒍𝒊𝒏𝒌ꜜ‧₊ ⌟
____________________________________________
 (a lil' busy studying currently 😭)",꭛. * 𝐂𝐫𝐲𝐬𝐭𝐚𝐥 𝐅𝐚𝐢𝐫𝐲 | 🦢,,,drxnk_on_you,https://pbs.twimg.com/profile_images/1485109453787566082/UtsPM1JG_normal.jpg,"{'followers_count': 287, 'following_count': 993, 'tweet_count': 36586, 'listed_count': 1}",she/they 🇵🇪
21,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NDLUz4iCFY', 'expanded_url': 'https://www.facebook.com/AlephMat/?ref=aymt_homepage_panel', 'display_url': 'facebook.com/AlephMat/?ref=…'}]}, 'description': {'hashtags': [{'start': 0, 'end': 18, 'tag': 'MathProblemSolver'}]}}",False,821925614030614532,#MathProblemSolver Mathematics Educator.,Aleph Math Solvers,,https://t.co/NDLUz4iCFY,BLSaleph,https://pbs.twimg.com/profile_images/1065472744056414208/vydxnyXB_normal.jpg,"{'followers_count': 377, 'following_count': 786, 'tweet_count': 12601, 'listed_count': 5}",埼玉 所沢市
22,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yDeifLPyHP', 'expanded_url': 'https://linktr.ee/fracturedfox', 'display_url': 'linktr.ee/fracturedfox'}]}}",False,978647766057529354,"brand accounts are weird, but i'm trying!
film camera collector • doodler • an artist... i guess? lol",𝑭𝑹𝑨𝑪𝑻𝑼𝑹𝑬𝑫 𝑭𝑶𝑿,1517654447110995968,https://t.co/yDeifLPyHP,_fracturedfox,https://pbs.twimg.com/profile_images/978648688875720704/XEeyaQBU_normal.jpg,"{'followers_count': 183, 'following_count': 539, 'tweet_count': 13531, 'listed_count': 0}","Ann Arbor, MI"
23,False,"{'description': {'hashtags': [{'start': 88, 'end': 92, 'tag': 'BTS'}, {'start': 94, 'end': 101, 'tag': 'VICTON'}]}}",False,374367812,"The only time you should ever look back, is to see how far you’ve come💫 ~.~ 내옆에 함께 있어줘🌟 #BTS💜 #VICTON💙💛 ATEEZ London 300422🧡",Vonvon⁷,1189252054214156289,,vonny99liner,https://pbs.twimg.com/profile_images/1331032959911141378/HGZj3A-h_normal.jpg,"{'followers_count': 11, 'following_count': 68, 'tweet_count': 5612, 'listed_count': 0}",
24,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3ebrNjBWVu', 'expanded_url': 'https://curiouscat.me/MadramangPogi', 'display_url': 'curiouscat.me/MadramangPogi'}]}}",False,768800094699356161,"what happen in twitter, stays in twitter.",K,,https://t.co/3ebrNjBWVu,kingkierrr,https://pbs.twimg.com/profile_images/1480175202726125570/wu1fM9vu_normal.jpg,"{'followers_count': 777, 'following_count': 557, 'tweet_count': 50914, 'listed_count': 0}",cornelia street
25,False,"{'description': {'mentions': [{'start': 43, 'end': 59, 'username': 'Yokosuka_Toilet'}]}}",False,2725162411,ゆたかくんです。 アイコンは3分くらいで描いたセイウンスカイです。よこすかトイレ連盟（@Yokosuka_Toilet ）を宜しくお願いします。,ゆたかくん,1520047094106497024,,yutaka_tukiji,https://pbs.twimg.com/profile_images/1447985192208011264/3QfBrdPU_normal.jpg,"{'followers_count': 2615, 'following_count': 480, 'tweet_count': 21769, 'listed_count': 36}",海が見える
26,False,"{'description': {'mentions': [{'start': 108, 'end': 123, 'username': 'casual_laborer'}]}}",False,1090455682816438273,"If you know me, let's talk || muscle fetish, in case it wasn't clear || not me on banner, how I wish tho || @casual_laborer's",froggylovesit,,,froggylovesit,https://pbs.twimg.com/profile_images/1463885525644103682/yUI1EsI6_normal.jpg,"{'followers_count': 2992, 'following_count': 3691, 'tweet_count': 78565, 'listed_count': 3}",
27,False,,False,921671450859151360,"NEVER ENDING.
DON'T STOP LOVING ME,
DON'T QUIT LOVING YOU",💙💜미드나잇💜💙,1516242559085182979,,360nosc0pe,https://pbs.twimg.com/profile_images/1503313064653123587/5zIDfMCK_normal.png,"{'followers_count': 121, 'following_count': 88, 'tweet_count': 218, 'listed_count': 0}",
28,False,,False,105674072,阪神ファンは一番やー！,ken,,,Red_Motta,https://pbs.twimg.com/profile_images/636420187/snoopy_chan2_normal.JPG,"{'followers_count': 200, 'following_count': 278, 'tweet_count': 2749, 'listed_count': 1}",
29,False,,False,399206687,"Unashamed leftie, bleeding heart, woke, gay. Therapeutic ironer. Well known retired Skimbleshanks. On Gadigal land.",😷tobyoneKenoby Federal ICAC Now 🐀😈🌈💉💉💉🇺🇦,,,tobyone07,https://pbs.twimg.com/profile_images/1497912998282752001/7pZNR6YP_normal.jpg,"{'followers_count': 441, 'following_count': 823, 'tweet_count': 34674, 'listed_count': 3}","Alexandria, Sydney"
30,False,,False,2338080644,🐥 cheeps,あめふり🍟,,,thistle7731,https://pbs.twimg.com/profile_images/1400436404757221379/GxYaeAnS_normal.jpg,"{'followers_count': 28, 'following_count': 28, 'tweet_count': 8210, 'listed_count': 3}",
31,False,,False,92737291,ベガルタ仙台とか餃子とか色々愛好家。たまに豆苗二期作水耕栽培農家。最近はチキップダンサーズにハマる。vaxxed&boosted💉💉💉,にゃほ　（ねﾁｷﾝ🍗）,1519956996308434945,,nyahot,https://pbs.twimg.com/profile_images/1519956829819703296/bPkiHCMc_normal.jpg,"{'followers_count': 367, 'following_count': 602, 'tweet_count': 65608, 'listed_count': 63}",杜王町
32,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NMjiQ7akU2', 'expanded_url': 'https://profcard.info/u/XecHEIbFGgMdOk0cQ5L4k50Yp2G2', 'display_url': 'profcard.info/u/XecHEIbFGgMd…'}]}, 'description': {'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/4zmYOI7v1s', 'expanded_url': 'http://skeb.jp/@y2_4k', 'display_url': 'skeb.jp/@y2_4k'}]}}",False,272828108,"ぱすた
◇Skeb https://t.co/4zmYOI7v1s",八式シギ,1517752423812825088,https://t.co/NMjiQ7akU2,y2_4k,https://pbs.twimg.com/profile_images/1519655661596192768/U0go7hrC_normal.jpg,"{'followers_count': 1072, 'following_count': 1035, 'tweet_count': 513338, 'listed_count': 0}",成人済
33,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wL5FEjR48V', 'expanded_url': 'https://ko-fi.com/frostykaden', 'display_url': 'ko-fi.com/frostykaden'}]}, 'description': {'mentions': [{'start': 0, 'end': 9, 'username': 'kromitti'}]}}",False,399621429,@kromitti’s 🐺 • medic • they/them or he/him • bi • none gender left masculinity • kinky bastard • quite poly • ⟭⟬ ot₇ 아포방포 ⟬⟭ • 🍵,Kaden⁷ 🧋 ko-fi in bio (photos now in the shop),1465815131967922178,https://t.co/wL5FEjR48V,frostykaden,https://pbs.twimg.com/profile_images/1474745515875213312/6134IgaQ_normal.jpg,"{'followers_count': 339, 'following_count': 1282, 'tweet_count': 48663, 'listed_count': 13}",🇸🇰 in 🇨🇿
34,False,,False,14588681,,Duck Troller,,,Duck_Troller,https://pbs.twimg.com/profile_images/830210547329011713/dqsL9DC1_normal.jpg,"{'followers_count': 13, 'following_count': 7, 'tweet_count': 1001, 'listed_count': 1}",
35,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/STbTzIAiQq', 'expanded_url': 'http://www.sci.hyogo-u.ac.jp/hammer/', 'display_url': 'sci.hyogo-u.ac.jp/hammer/'}]}}",False,126787379,数学の仕事をしています． でも、最近は教育の仕事が増えてきました． Twitterでは面白そうと思った人を結構気軽にフォローしてます．数学、パズル、酒、レトルトパスタソースが趣味です．,濱中裕明,,https://t.co/STbTzIAiQq,Ototo_,https://pbs.twimg.com/profile_images/2825947691/dad5c9afb8b36e984844ce80b991f1fc_normal.png,"{'followers_count': 1549, 'following_count': 538, 'tweet_count': 12560, 'listed_count': 42}",兵庫県三田市
36,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6xgOOJl59K', 'expanded_url': 'http://cafejasmine.jugem.jp/', 'display_url': 'cafejasmine.jugem.jp'}]}}",False,202052101,"No music, no life. 好きな表現者→ナギスケ、SMAP、槇原敬之さん、みゆきさん、松たか子さん、佐橋佳幸さん、川村結花さん、矢野顕子さん、村上春樹さん、岡田浩暉さん、ヒャダインさん、そして三浦春馬さん",茉莉,,https://t.co/6xgOOJl59K,Cafejasmine22,https://pbs.twimg.com/profile_images/378800000410627801/f84933fa314f8ca8f788cde00712ba1a_normal.jpeg,"{'followers_count': 26, 'following_count': 63, 'tweet_count': 3083, 'listed_count': 0}",東海地方
37,False,,False,113377448,ヤアヤア我こそは a.k.a R2／クソアニメ摂取で体調が良くなる能力／like：チョコミント、STARWARS、ガルパン、古今亭志ん朝、the pillows／game：サムスピ、モンハン、けもフレ3、ポケモンGO、ロマサガRS、MF2,💡Avra Yogoleny Zoy🦌,1499900134947057664,,zoytter,https://pbs.twimg.com/profile_images/1509916255133732866/jSVcpVFn_normal.jpg,"{'followers_count': 263, 'following_count': 401, 'tweet_count': 77308, 'listed_count': 21}",オドシシの巣
38,False,,False,2761596934,Que tenga un buen fds,Andrés,,,_andresfvb,https://pbs.twimg.com/profile_images/1380382721856450560/AzNRaM8X_normal.jpg,"{'followers_count': 125, 'following_count': 233, 'tweet_count': 6687, 'listed_count': 0}","Chillán, Chile"
39,False,,False,244444199,,김차차,,,CHACHA2327,https://pbs.twimg.com/profile_images/1027736774712291328/QBUMSJv0_normal.jpg,"{'followers_count': 10, 'following_count': 30, 'tweet_count': 16, 'listed_count': 0}",
40,False,,False,25649465,めったに呟かない系SE。,2nd,,,x2nd,https://pbs.twimg.com/profile_images/3705685959/c1af5620f003ba189ceab72f2ff5958f_normal.jpeg,"{'followers_count': 69, 'following_count': 185, 'tweet_count': 7189, 'listed_count': 1}",川の崎
41,False,,False,1274736150872068097,実はクソポップ,らんしぃ,1514804809400221699,,o_THE_o,https://pbs.twimg.com/profile_images/1434851292673765382/ic4cfuPp_normal.jpg,"{'followers_count': 256, 'following_count': 300, 'tweet_count': 9802, 'listed_count': 6}",和彫のうんち
42,False,,False,49567324,"Philomath,Patriot, Soldier, Gorkha, Sapiosexual, Foodie, Nature-Lover, a Still Trying Husband, a Father who's learning.....Retweets & Likes not Endorsements",Khoi Kuni?,,,joe_sabby,https://pbs.twimg.com/profile_images/563308063403163648/4etlAuzI_normal.jpeg,"{'followers_count': 244, 'following_count': 1244, 'tweet_count': 3738, 'listed_count': 4}",Pune
43,False,,False,93139109,最近人に言えるような読書をしてないアカウントです。いちおう向上心はあるらしい。 トランスアライ。シスヘテロ she/her,lanquewei,1343707293263675392,,lanquewei,https://pbs.twimg.com/profile_images/1194450516408856577/CHdD23TT_normal.jpg,"{'followers_count': 270, 'following_count': 546, 'tweet_count': 17599, 'listed_count': 21}",kindleの中
44,False,,False,2523384927,"learning, failing but trying. إِنَّمَا أَشْكُو بَثِّي وَحُزْنِي إِلَى اللَّهِ",-,1418338615835332609,,gigzian,https://pbs.twimg.com/profile_images/1505708938523820039/dTuwS5pc_normal.jpg,"{'followers_count': 889, 'following_count': 658, 'tweet_count': 52709, 'listed_count': 17}",Camp noú
45,False,,False,1165319958630457344,not yet.,Shouq,1265073162385055745,,ShouqMarouf,https://pbs.twimg.com/profile_images/1252463701468360711/PwtAESv-_normal.jpg,"{'followers_count': 486, 'following_count': 718, 'tweet_count': 10540, 'listed_count': 0}",Bahrain
46,False,,False,987277955259809792,ネット回線ブッチ(ブツリ)マンです...😭,少年,1053659241146277888,,syounenhearts,https://pbs.twimg.com/profile_images/1402611276509958148/1tqBYP0S_normal.jpg,"{'followers_count': 70, 'following_count': 351, 'tweet_count': 8666, 'listed_count': 1}",日本
47,False,,False,55055004,"Crystal Palace FC and Surrey CCC fan by birth, Pittsburgh Everything (Pirates, Steelers & Penguins) fan by marriage! (A bit remote from all to see live!)",Ben Evans 🦅💙,,,palaceben,https://pbs.twimg.com/profile_images/1270542821997580289/cSupNULe_normal.jpg,"{'followers_count': 84, 'following_count': 375, 'tweet_count': 2261, 'listed_count': 6}","Leamington Spa, Warwickshire"
48,False,,False,109351665,"Ride a white swan, wear a tall hat, be a flamingo. Photographer, Yoga teacher. Tribal Fusion Bellydance & Bodmod freak. Lover of music. ♊️",PinkFlamingo 🇺🇦,1314696682857209859,,ladistardust,https://pbs.twimg.com/profile_images/1519441176205615110/AZYfGQbg_normal.jpg,"{'followers_count': 1038, 'following_count': 841, 'tweet_count': 91202, 'listed_count': 43}",Jozi 🇿🇦
49,False,,False,985115482242953216,,@infotyte,,,infotyte,https://pbs.twimg.com/profile_images/995901244198866944/A-__r3Pr_normal.jpg,"{'followers_count': 0, 'following_count': 12, 'tweet_count': 150, 'listed_count': 0}","Melbourne, Victoria"
50,False,"{'description': {'mentions': [{'start': 92, 'end': 101, 'username': 'flo_ecco'}]}}",False,21446533,☔️✒️♈️ Jin - Binghe - Taxian Jun - He Yu 💟 | 25+ | she/her :)  -         prof pic thanks to @flo_ecco,Yeekies ☾⁷,936847511628660736,,bingbunhe,https://pbs.twimg.com/profile_images/1488282722296553479/nS-rSTaB_normal.jpg,"{'followers_count': 456, 'following_count': 307, 'tweet_count': 108173, 'listed_count': 17}",Namjoon’s Dimple 
51,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X1LBHKTCIY', 'expanded_url': 'https://www.manuelbieh.de', 'display_url': 'manuelbieh.de'}]}, 'description': {'urls': [{'start': 106, 'end': 129, 'url': 'https://t.co/HSLTrG5nou', 'expanded_url': 'http://buch.react-js.dev', 'display_url': 'buch.react-js.dev'}, {'start': 134, 'end': 157, 'url': 'https://t.co/yjVgLJmikU', 'expanded_url': 'http://book.react-js.dev', 'display_url': 'book.react-js.dev'}]}}",False,20975759,"Tweets about JS, TS, Node, Deno and React ⚛️ Yes, you could spell my last name with one letter. Author of https://t.co/HSLTrG5nou and https://t.co/yjVgLJmikU",Manuel Bieh 🐝,1121697928899452928,https://t.co/X1LBHKTCIY,ManuelBieh,https://pbs.twimg.com/profile_images/1452914481273659395/_Qqeh3sP_normal.jpg,"{'followers_count': 2017, 'following_count': 636, 'tweet_count': 12164, 'listed_count': 70}",Berlin
52,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iSIdkK4C7u', 'expanded_url': 'https://medium.com/@katemereand', 'display_url': 'medium.com/@katemereand'}]}, 'description': {'hashtags': [{'start': 68, 'end': 85, 'tag': 'blacklivesmatter'}, {'start': 88, 'end': 111, 'tag': 'familiesbelongtogether'}, {'start': 119, 'end': 132, 'tag': 'believewomen'}]}}",False,154562655,I believe economic justice is crucial for social justice. I believe #blacklivesmatter & #familiesbelongtogether. And I #believewomen.,Kate Mereand,1512210196722032646,https://t.co/iSIdkK4C7u,KateMereand,https://pbs.twimg.com/profile_images/1515177009999187968/6MS2BxPP_normal.jpg,"{'followers_count': 1675, 'following_count': 3238, 'tweet_count': 27841, 'listed_count': 214}","Washington, DC"
53,False,,False,3218256046,,hannah,,,ForrestjJan,https://pbs.twimg.com/profile_images/863110623223271424/RAN__ZT-_normal.jpg,"{'followers_count': 152, 'following_count': 311, 'tweet_count': 23409, 'listed_count': 4}",
54,False,,False,1153030304665341952,Taylor Paige Farnsworth👼🏼 🏳️‍🌈,Melissa Vitale,1269254356257378309,,Smellllzzz,https://pbs.twimg.com/profile_images/1507165538291695620/rMNTv8C9_normal.jpg,"{'followers_count': 60, 'following_count': 105, 'tweet_count': 2221, 'listed_count': 0}",
55,False,,False,265147900,"嫌な客。良いライブはお酒が進む。クソみたいなライブは酒を飲んで紛らわすしかない。屁のような人生。nijntjeはミッフィーじゃなくて""うさこ""。これだけは譲れない。趣味：猫の尻を追いかける。 FOETUS/JG Thirlwell、逆柱いみり、Pikku Myy、童貞厠之助、怪物団、Ghetto、乖離。。",K.Chica,,,Heavy_Blood,https://pbs.twimg.com/profile_images/850345008557285376/wGN0cor5_normal.jpg,"{'followers_count': 811, 'following_count': 2440, 'tweet_count': 77465, 'listed_count': 7}","Kawasaki, Kanagawa"
56,False,,False,1145944712441761793,2020 03 31 ♡︎ 93 liner ♡︎ filo ♡︎ she/her,💜✌🏼🐻🍓,,,bearypvrple,https://pbs.twimg.com/profile_images/1522175055840481280/QM-Smb-J_normal.jpg,"{'followers_count': 17, 'following_count': 215, 'tweet_count': 2447, 'listed_count': 0}",
57,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3ufsa84qDz', 'expanded_url': 'http://yuki.photos', 'display_url': 'yuki.photos'}]}}",False,16368290,"春困秋乏夏打盹 睡不醒的冬三月
HafH community",sori,,https://t.co/3ufsa84qDz,sori_ja,https://pbs.twimg.com/profile_images/1450255918407421956/SXTC0A7a_normal.jpg,"{'followers_count': 1758, 'following_count': 97, 'tweet_count': 660724, 'listed_count': 0}",Japan
