id,protected,name,entities,description,username,url,verified,profile_image_url,public_metrics,location,pinned_tweet_id
21987467.0,False,NansocialDistancer,"{'description': {'mentions': [{'start': 41, 'end': 51, 'username': 'shojobeat'}, {'start': 88, 'end': 97, 'username': 'VIZmedia'}]}}",Senior editor of the shojo manga imprint @shojobeat + amigurumi & Japanese craft books (@VIZmedia). Knitter. ✨✨,nthistlethwaite,,False,https://pbs.twimg.com/profile_images/1164354512997343233/9z8dt8yv_normal.jpg,"{'followers_count': 947, 'following_count': 333, 'tweet_count': 38335, 'listed_count': 41}",San Francisco Bay Area,
3251021696.0,False,Luke | MNR | MNR#199,,"SSBM Peach/Falco, Tag: MNR, 
Used to T.O. Tuesday Night Smash + Melee @ Home,
Androgyne, any pronouns, 20 y/o,
collect CD's, play in Survivor ORG's",MinerUnlimited,,False,https://pbs.twimg.com/profile_images/1412126946771628033/g3cOz_q9_normal.jpg,"{'followers_count': 127, 'following_count': 1077, 'tweet_count': 2717, 'listed_count': 2}",,1.5072458728111923e+18
22241485.0,False,Rebecca Brown 🇺🇦,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AQGuTuZwgX', 'expanded_url': 'http://mylittlenotepad.com', 'display_url': 'mylittlenotepad.com'}]}}",Searching for self: haven't checked back of sofa. Editor. OU: BA (1st) Eng Lang. 2019 MA Literary Linguistics Uni of Nottingham.,rebeccaebrown,https://t.co/AQGuTuZwgX,False,https://pbs.twimg.com/profile_images/1396549655891165188/km1ezc9G_normal.jpg,"{'followers_count': 2415, 'following_count': 4321, 'tweet_count': 68573, 'listed_count': 97}","Durham, UK",
2323508928.0,False,Rama Singh,,IT services Professional. Hard core nationalist,ramasingh_,,False,https://pbs.twimg.com/profile_images/1137715883659317250/X5yioMzj_normal.jpg,"{'followers_count': 220, 'following_count': 417, 'tweet_count': 8802, 'listed_count': 4}","Noida, India",
8.335106565527716e+17,False,Koby,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MtHYb8HHQS', 'expanded_url': 'http://WYDhere.com', 'display_url': 'WYDhere.com'}]}, 'description': {'hashtags': [{'start': 92, 'end': 101, 'tag': 'herewego'}, {'start': 102, 'end': 110, 'tag': 'porvida'}, {'start': 111, 'end': 122, 'tag': 'letsgopens'}]}}",If you're checking my profile you've already lost. I'M IN YOUR HEAD. Love everything nerdy. #herewego #porvida #letsgopens AND BEAR DOWN!,koby_thiel,https://t.co/MtHYb8HHQS,False,https://pbs.twimg.com/profile_images/1509239426798395392/fG1boSNN_normal.jpg,"{'followers_count': 100, 'following_count': 276, 'tweet_count': 5620, 'listed_count': 1}",IN YOUR HEAD,1.208981525032657e+18
68303649.0,False,Alhaji,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iDobJDxp5E', 'expanded_url': 'http://ituajude.wordpress.com', 'display_url': 'ituajude.wordpress.com'}]}}",Available for enjoyment || F1 analyst 📻📺,ituajude,https://t.co/iDobJDxp5E,False,https://pbs.twimg.com/profile_images/1319677349852569600/5QCbiHg1_normal.jpg,"{'followers_count': 1028, 'following_count': 956, 'tweet_count': 59490, 'listed_count': 14}","Lagos, Nigeria",1.480436344232956e+18
9.235172380067021e+17,False,"Christopher M. Davis (BSc, Hons)","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SlaRjMjaKB', 'expanded_url': 'https://www.instagram.com/christopher._davis._', 'display_url': 'instagram.com/christopher._d…'}]}}",Physics and Applied Mathematics || Hunger is the enemy. || He/Him || 日本語を自習しています。,Kr1szKr0sz,https://t.co/SlaRjMjaKB,False,https://pbs.twimg.com/profile_images/1287446985029672961/3ZOOUv79_normal.jpg,"{'followers_count': 90, 'following_count': 257, 'tweet_count': 11388, 'listed_count': 0}","Port Elizabeth, South Africa",
1.2720290094343905e+18,False,Moon @ a world with Leonhardt,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PsA9DcxRrd', 'expanded_url': 'https://myondusk.carrd.co', 'display_url': 'myondusk.carrd.co'}]}, 'description': {'mentions': [{'start': 0, 'end': 9, 'username': 'myondusk'}, {'start': 118, 'end': 132, 'username': 'ChronoWorking'}]}}","@myondusk's brainrot acc, basically just vanguard pics & doodles┇
📺 cfv gz, too many seasonals┇
🎮 arceus┇
chrono pics @ChronoWorking",kananpeki,https://t.co/PsA9DcxRrd,False,https://pbs.twimg.com/profile_images/1510157016169271300/DYy7xA9n_normal.jpg,"{'followers_count': 117, 'following_count': 94, 'tweet_count': 2909, 'listed_count': 0}",somebody help,1.511592069948592e+18
223197282.0,False,claire⁷ 𖧷 is seeing tbz!,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'JUNGKOOK'}]}}",#JUNGKOOK: carpool lane is for me and jimin only | she/her,hobikwan,,False,https://pbs.twimg.com/profile_images/1500561049744908288/pK16D8h7_normal.jpg,"{'followers_count': 6141, 'following_count': 1228, 'tweet_count': 63007, 'listed_count': 95}",세븐틴 • tbz • nct • atz,1.521385926458372e+18
394653116.0,False,6️⃣9️⃣6️⃣,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BImZLoY2kz', 'expanded_url': 'https://shindanmaker.com/254744', 'display_url': 'shindanmaker.com/254744'}]}}",スタジオ696営業中 とんえぼ,696senpai,https://t.co/BImZLoY2kz,False,https://pbs.twimg.com/profile_images/1347557958918447105/6X5u2efU_normal.jpg,"{'followers_count': 637, 'following_count': 732, 'tweet_count': 195346, 'listed_count': 22}",スタジオ696,8.590893070630257e+17
410603654.0,False,Helen Polba,,I only accept followers that I've had conversations with,h_polba,,False,https://pbs.twimg.com/profile_images/1504800402851700753/FLNz1rpx_normal.jpg,"{'followers_count': 571, 'following_count': 670, 'tweet_count': 61843, 'listed_count': 7}",Lancashire,
1.2868035991592018e+18,False,Jenn Wyer,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Rvuv2FYTwk', 'expanded_url': 'http://Ko-fi.com/JennWyer', 'display_url': 'Ko-fi.com/JennWyer'}]}}",I am not so much a person as I am a collection of choices.,JennWyer,https://t.co/Rvuv2FYTwk,False,https://pbs.twimg.com/profile_images/1521018230369710080/29tcvyrF_normal.jpg,"{'followers_count': 535, 'following_count': 1832, 'tweet_count': 9720, 'listed_count': 2}","San Francisco, CA",1.5213206031977226e+18
107069214.0,False,Hikmet Ay,,"Ömer'in babası, Fenerbahçeli, trekking ve hiking tutkunu, doğa sevdalısı ve tam bir kitap müptelası.",hikmetay,,False,https://pbs.twimg.com/profile_images/1160204599187451905/C5xD8t3c_normal.jpg,"{'followers_count': 243, 'following_count': 361, 'tweet_count': 5581, 'listed_count': 2}","İstanbul, Kavacık",
27859170.0,False,Rob,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hdWKpXUfvG', 'expanded_url': 'https://youtu.be/wjZ3XgGUeYg', 'display_url': 'youtu.be/wjZ3XgGUeYg'}]}}",Play It Loud - 🎧,robert_wfc,https://t.co/hdWKpXUfvG,False,https://pbs.twimg.com/profile_images/1506963108174217226/WBOThR4y_normal.jpg,"{'followers_count': 937, 'following_count': 3014, 'tweet_count': 40313, 'listed_count': 14}",England,1.3284389286097756e+18
194475350.0,False,Bedia Nurten Bigat,,,Ailanpa,,False,https://pbs.twimg.com/profile_images/1288881102678118402/Q85M0ozs_normal.jpg,"{'followers_count': 147, 'following_count': 522, 'tweet_count': 551, 'listed_count': 0}",,
69206262.0,False,rob.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2pV1HFhkJN', 'expanded_url': 'http://duppysf.com', 'display_url': 'duppysf.com'}]}}",i see hell every where,robhthree,https://t.co/2pV1HFhkJN,False,https://pbs.twimg.com/profile_images/1495698129714180100/0lOgAFF1_normal.png,"{'followers_count': 515, 'following_count': 511, 'tweet_count': 83168, 'listed_count': 18}",sf,1.4107698083673088e+18
8.650411449330401e+17,False,Sanskar Jain,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/reu2V85tbs', 'expanded_url': 'https://youtube.com/channel/UCw7sLVv8O_wqu6YNGuxJjjg', 'display_url': 'youtube.com/channel/UCw7sL…'}]}}","Indian cricket team=❤️  
YOU ARE NEVER TOO OLD TO  REINVENT  YOURSELF ⛧⛧⛧💥💥💥😀☺",ImSanskarjain,https://t.co/reu2V85tbs,False,https://pbs.twimg.com/profile_images/1487093021934243841/D5o12XZm_normal.jpg,"{'followers_count': 22, 'following_count': 97, 'tweet_count': 439, 'listed_count': 0}","Jobner, India",
1531942597.0,False,Matthew Lewis Royer (he/him/his),"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/K2l9l2RPXs', 'expanded_url': 'https://linktr.ee/matthewroyer', 'display_url': 'linktr.ee/matthewroyer'}]}, 'description': {'mentions': [{'start': 26, 'end': 41, 'username': 'valleystarnews'}, {'start': 67, 'end': 82, 'username': 'valleystarnews'}]}}","news and online editor at @valleystarnews, entertainment review at @valleystarnews, actor, tweets/likes/rts are not the opinion of school/employer.",TheMatthewRoyer,https://t.co/K2l9l2RPXs,True,https://pbs.twimg.com/profile_images/1477914771802316801/y3ln79t4_normal.jpg,"{'followers_count': 6261, 'following_count': 1600, 'tweet_count': 19182, 'listed_count': 20}","Los Angeles, CA",1.5200909973041603e+18
69529101.0,False,Gavin Ebo,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/e2Sf6jM9oJ', 'expanded_url': 'https://www.youtube.com/user/ohsometro', 'display_url': 'youtube.com/user/ohsometro'}]}}","Wetter than your average. Swiping through 9gag and Ifunny while people swipe left on me on tinder
*mic drop*",CLIMUUHHXX,https://t.co/e2Sf6jM9oJ,False,https://pbs.twimg.com/profile_images/385831493/7_normal.jpg,"{'followers_count': 227, 'following_count': 1254, 'tweet_count': 8575, 'listed_count': 12}",right behind you,
7.478814306262139e+17,False,Jean Conroy,,,jeanala01,,False,https://pbs.twimg.com/profile_images/1134434011340791809/ZQAIxF95_normal.jpg,"{'followers_count': 107, 'following_count': 455, 'tweet_count': 813, 'listed_count': 0}",,
1253500248.0,False,Alice Prisma,"{'description': {'mentions': [{'start': 37, 'end': 48, 'username': 'ImoutoAmmy'}, {'start': 53, 'end': 65, 'username': 'RenchonFire'}]}}",Alice. She/her transgirl. Belongs to @ImoutoAmmy and @RenchonFire. Granblue shitposter. Light & Dark main in GBF. Play Live a Live,AlicePrisma,,False,https://pbs.twimg.com/profile_images/1509692382811361319/_Md-ksE2_normal.png,"{'followers_count': 105, 'following_count': 55, 'tweet_count': 15190, 'listed_count': 3}",,1.3794774347187773e+18
359069194.0,False,megan☀️,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1wZowSm3sI', 'expanded_url': 'http://twitch.tv/heartof_bronze', 'display_url': 'twitch.tv/heartof_bronze'}]}, 'description': {'mentions': [{'start': 118, 'end': 131, 'username': '_jackaldaddy'}]}}","megan. screenwriter, shitty witch, and tweeter of many bad tweets. bigender, she/he/they pronouns. real girlfriend of @_jackaldaddy",ghostmustard,https://t.co/1wZowSm3sI,False,https://pbs.twimg.com/profile_images/1510865744598163458/pDPsQuBA_normal.jpg,"{'followers_count': 213, 'following_count': 545, 'tweet_count': 19539, 'listed_count': 9}",th sad fandom,1.3575203064919572e+18
2666023341.0,False,Guantanamo Bae,,Fortune Favors The Bold.,N0B0DYlMP0RTANT,,False,https://pbs.twimg.com/profile_images/1517317513335377920/OzfSR97x_normal.jpg,"{'followers_count': 327, 'following_count': 412, 'tweet_count': 14329, 'listed_count': 6}",Antarctica,
258591688.0,False,LEO @ lord help me,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nYmUQJLf3o', 'expanded_url': 'https://mochiitan.carrd.co/', 'display_url': 'mochiitan.carrd.co'}]}, 'description': {'mentions': [{'start': 51, 'end': 67, 'username': 'grahatialuver69'}, {'start': 75, 'end': 85, 'username': 'mochiitan'}, {'start': 91, 'end': 105, 'username': 'snickerdoobly'}]}}","leo/momo🌺they💫24🪐music enjoyer, not an alien🍄 xiv: @grahatialuver69 / art: @mochiitan 🌙 h: @snickerdoobly",lit_leos,https://t.co/nYmUQJLf3o,False,https://pbs.twimg.com/profile_images/1517773395076677632/8uMALlIJ_normal.jpg,"{'followers_count': 147, 'following_count': 620, 'tweet_count': 71164, 'listed_count': 5}",19°56’56.96″S 69°38’1.83″W,1.4788766040423834e+18
1137347778.0,False,Olga,,Aguantando como gato panza arriba...,OlgaZorrera,,False,https://pbs.twimg.com/profile_images/560744846017572865/uoVy8i45_normal.jpeg,"{'followers_count': 100, 'following_count': 522, 'tweet_count': 5011, 'listed_count': 0}",Talavera de la Reina,6.695818499167928e+17
77501696.0,False,Mark Monaghan,,Former purveyor of average house and techno. Play more call of duty than I’d like to admit.,M_Mon,,False,https://pbs.twimg.com/profile_images/1440269610893205512/fQhqvQmh_normal.jpg,"{'followers_count': 378, 'following_count': 1310, 'tweet_count': 2524, 'listed_count': 5}",Derry / Verdansk,
363091341.0,False,Marti,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1QAwuWmTai', 'expanded_url': 'http://instagram.com/martibussa', 'display_url': 'instagram.com/martibussa'}]}}","Giurista, ma non chiamatemi avvocato. Cito Harry Potter anche quando non pertinente. Ossessionata dai programmi di cucina, ma non so rompere un uovo.",xstuckwitharry,https://t.co/1QAwuWmTai,False,https://pbs.twimg.com/profile_images/1456550402799902720/4K8YNgdg_normal.jpg,"{'followers_count': 7349, 'following_count': 414, 'tweet_count': 229221, 'listed_count': 25}",Roma,1.3392957652194468e+18
21379338.0,False,Josh Decker,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/R2KsLmZFhc', 'expanded_url': 'http://www.tagboard.com', 'display_url': 'tagboard.com'}]}, 'description': {'hashtags': [{'start': 102, 'end': 110, 'tag': 'girldad'}, {'start': 111, 'end': 128, 'tag': 'blacklivesmatter'}], 'mentions': [{'start': 22, 'end': 31, 'username': 'Tagboard'}, {'start': 53, 'end': 67, 'username': 'SeattleSonics'}]}}","Founder & Chairman of @Tagboard. Future owner of the @SeattleSonics. Dabbler of NFTs, Crypto & Cards. #girldad #blacklivesmatter",jdbt,https://t.co/R2KsLmZFhc,True,https://pbs.twimg.com/profile_images/1449149787098415109/1yAbdoD8_normal.jpg,"{'followers_count': 3711, 'following_count': 1645, 'tweet_count': 25818, 'listed_count': 233}","Redmond, WA",1.4961923203789128e+18
43829314.0,False,Sarmad Tariq,,"Son, Dad, Husband, Brother, Realist, Cricket Freak, Movie Buff, Poker, Netflixista (Yes, I invented that word). Isn’t follow back a courtesy?",sarmadtariq17,,False,https://pbs.twimg.com/profile_images/1237539766997897216/bMFpCu_4_normal.jpg,"{'followers_count': 46, 'following_count': 806, 'tweet_count': 582, 'listed_count': 0}","Markham, Ontario",
295321731.0,False,Patrick Seitz,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8i7pNhORNW', 'expanded_url': 'http://www.patrickseitz.com', 'display_url': 'patrickseitz.com'}]}}","Jiren (DBS), Endeavor (MHA), Dio (JJBA), Franky (One Piece), Arthas & Garrosh (WoW), Scorpion (MKvDC through MKX), Ragna (BlazBlue), Olberic (Octopath), et al!",Seitz_Unseen,https://t.co/8i7pNhORNW,True,https://pbs.twimg.com/profile_images/1150106657113833472/EOhXZjGh_normal.png,"{'followers_count': 50299, 'following_count': 720, 'tweet_count': 14982, 'listed_count': 179}",All up in your vidya games!,
193245566.0,False,Donna San Antonio 🌴,,sometimes you have to stand alone to prove that you can still stand...,EngrDoidz,,False,https://pbs.twimg.com/profile_images/1490660465441050625/MWl8StOd_normal.jpg,"{'followers_count': 25, 'following_count': 282, 'tweet_count': 1023, 'listed_count': 1}",Philippines,
1.223636131935408e+18,False,Harrierita,,"Me da pereza rellenar esto.

Página en Facebook: Gañafota Gafotas.",SoyHarrierita,,False,https://pbs.twimg.com/profile_images/1471935530715820040/etFNviIZ_normal.jpg,"{'followers_count': 34, 'following_count': 34, 'tweet_count': 507, 'listed_count': 0}","Puebla de Guzmán, España",1.4022742046832804e+18
461530558.0,False,"Andrew, But From The Future",,"Black Lives Matter. ACAB. Owner, NoFans. He/him.",andrewgutin,,False,https://pbs.twimg.com/profile_images/441741773757362177/WG63gtoz_normal.jpeg,"{'followers_count': 1277, 'following_count': 1042, 'tweet_count': 131487, 'listed_count': 59}","Los Angeles, CA",1.0293804182047867e+18
52034239.0,False,encik mim jim ya ba🇲🇾,,dont take me too serious..seriously..,mimjimyaba,,False,https://pbs.twimg.com/profile_images/1413344739768692741/gc35RUzr_normal.jpg,"{'followers_count': 186, 'following_count': 966, 'tweet_count': 20002, 'listed_count': 0}",Malaysia,1.236864269565608e+18
8.565880665672376e+17,False,Roman,,she/they,vanessalking_,,False,https://pbs.twimg.com/profile_images/1389856427787776000/3zVWIg3k_normal.jpg,"{'followers_count': 9, 'following_count': 15, 'tweet_count': 572, 'listed_count': 0}",Hell,1.3644827270476882e+18
29626898.0,False,Steven,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kyZCjICh2d', 'expanded_url': 'http://twitch.tv/gtjio123', 'display_url': 'twitch.tv/gtjio123'}]}, 'description': {'mentions': [{'start': 13, 'end': 23, 'username': 'D0NTSH00T'}]}}",31. He/they. @D0NTSH00T is cute. E/INFP. ADHD. Black Lives Matter. Cancer survivor. We accept the love we think we deserve. Ara'ara Arby's on Faerie.,gtjio,https://t.co/kyZCjICh2d,False,https://pbs.twimg.com/profile_images/1512613413385433092/iZVRLm3p_normal.jpg,"{'followers_count': 1053, 'following_count': 796, 'tweet_count': 211526, 'listed_count': 39}",Arizona,9.203523419239997e+17
24266744.0,False,Dan Clampin,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/71h4wnNJXH', 'expanded_url': 'https://uk.virginmoneygiving.com/daniel-clampin-SAVMLMBONDS3332018-851701', 'display_url': 'uk.virginmoneygiving.com/daniel-clampin…'}]}}",environmental consultant,Danclampin,https://t.co/71h4wnNJXH,False,https://pbs.twimg.com/profile_images/746274928471740416/CswL2HwD_normal.jpg,"{'followers_count': 229, 'following_count': 1155, 'tweet_count': 2086, 'listed_count': 1}",Leicester,
1.45686742098808e+18,False,kirazi,,"kirazi on the ao3, kiraziwrites on tumblr dot com, she/her (more or less)",kiraziwrites,,False,https://pbs.twimg.com/profile_images/1456868312042774534/FwFuIp28_normal.jpg,"{'followers_count': 69, 'following_count': 79, 'tweet_count': 823, 'listed_count': 0}","california, mostly",
148440283.0,False,Sue Goodman,,"Bookish type, Anglican, also into opera & asparagus.  And I voted Remain, despite being over 70.",SuLuGoodman,,False,https://pbs.twimg.com/profile_images/1344541274364325890/Gzsylicc_normal.jpg,"{'followers_count': 136, 'following_count': 474, 'tweet_count': 2244, 'listed_count': 6}",Taunton,
143795605.0,False,"Paul, une Tourtel!  ⭐️🇪🇺🇫🇷🇨🇾🏳️‍🌈","{'description': {'hashtags': [{'start': 45, 'end': 49, 'tag': 'NHS'}, {'start': 72, 'end': 77, 'tag': 'FBPE'}]}}",Ultra-Remainer! Hair; Fashion; Design; Art ! #NHS European to the core. #FBPE,Heliosdieu,,False,https://pbs.twimg.com/profile_images/1208196298324791298/F-_hm2cW_normal.jpg,"{'followers_count': 511, 'following_count': 621, 'tweet_count': 11654, 'listed_count': 4}",Worldwide,
1.1315930734424515e+18,False,Chris,,WV ‘22 | SJSU ‘24 Best SG of all-time | Sports Enthusiast,babyhops1106,,False,https://pbs.twimg.com/profile_images/1257870103397281792/gL41h-OV_normal.jpg,"{'followers_count': 22, 'following_count': 37, 'tweet_count': 585, 'listed_count': 0}","San Jose, CA",
63889172.0,False,Wildan Setiabudi,,"Going around sometimes, but loving it more to be at home.",wildysetiabudi,,False,https://pbs.twimg.com/profile_images/1267774812396515330/UTCm0392_normal.jpg,"{'followers_count': 346, 'following_count': 485, 'tweet_count': 6770, 'listed_count': 1}","ÜT: -0.876588,131.252659",
1.518630095602299e+18,False,Ayah,,🕯,Oyyyaah,,False,https://pbs.twimg.com/profile_images/1522191723287490561/J9LvZjcm_normal.jpg,"{'followers_count': 7, 'following_count': 97, 'tweet_count': 122, 'listed_count': 0}",,1.520554555401982e+18
367706409.0,False,揚げ出し豆腐｜珠,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gxOdTyQj42', 'expanded_url': 'https://note.com/tama_note_', 'display_url': 'note.com/tama_note_'}]}}",ゆるヲタゆるゲーマー。酒を呑み飯を作って食らいたまに踊る人。腐女子。お笑いが大好きです。noteはお笑いとラジオの鑑賞感想メモ置き場。,tama_sayu,https://t.co/gxOdTyQj42,False,https://pbs.twimg.com/profile_images/1492063246047932417/-6qFW12w_normal.jpg,"{'followers_count': 153, 'following_count': 196, 'tweet_count': 92113, 'listed_count': 7}",not酒豪but酒乱,
168538407.0,False,Lisa,"{'description': {'hashtags': [{'start': 60, 'end': 63, 'tag': 'F1'}, {'start': 65, 'end': 73, 'tag': 'shopify'}, {'start': 75, 'end': 84, 'tag': 'Kutentha'}, {'start': 85, 'end': 99, 'tag': 'SparklingWine'}, {'start': 101, 'end': 108, 'tag': 'Equity'}, {'start': 109, 'end': 123, 'tag': 'SocialJustice'}, {'start': 128, 'end': 146, 'tag': 'StrategicSourcing'}]}}","Digital Leader not constrained by convention! I tweet about #F1, #shopify, #Kutentha #SparklingWine, #Equity #SocialJustice and #StrategicSourcing",Chitambaika_,,False,https://pbs.twimg.com/profile_images/1516301478612320259/NXILN9Q5_normal.jpg,"{'followers_count': 9555, 'following_count': 7204, 'tweet_count': 41358, 'listed_count': 19}","Dubai, United Arab Emirates",1.5093687402486825e+18
36381001.0,False,SHARON HERDER,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GFQ3GXXwZB', 'expanded_url': 'http://ca.nordstrom.com', 'display_url': 'ca.nordstrom.com'}]}, 'description': {'hashtags': [{'start': 75, 'end': 88, 'tag': 'NordstromVAN'}]}}","Beauty Assistant Department Manager at Nordstrom Pacific Centre, Vancouver #NordstromVAN Views are my own.",Sharon_Herder,https://t.co/GFQ3GXXwZB,False,https://pbs.twimg.com/profile_images/1410584400106983432/4YYGstr9_normal.jpg,"{'followers_count': 7904, 'following_count': 9180, 'tweet_count': 3458, 'listed_count': 335}","Vancouver, British Columbia",
7.450142600870707e+17,False,Edinburgh Watch,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t2XP29Dkxb', 'expanded_url': 'https://ko-fi.com/ardavey', 'display_url': 'ko-fi.com/ardavey'}]}, 'description': {'mentions': [{'start': 98, 'end': 112, 'username': 'Glasgow_Watch'}, {'start': 138, 'end': 146, 'username': 'ardavey'}]}}",I randomly RT content from around Edinburgh to present a slice of Lothian life. Sister account to @Glasgow_Watch. Created by actual human @ardavey.,EdinburghWatch,https://t.co/t2XP29Dkxb,False,https://pbs.twimg.com/profile_images/774056027444707328/lDLQftWS_normal.jpg,"{'followers_count': 13814, 'following_count': 1, 'tweet_count': 1818684, 'listed_count': 2364}","Edinburgh, Scotland",1.1646584815148933e+18
7.108612872494121e+17,False,sen.rea,,"趣味は特撮ヒーロー作品鑑賞と読書と献血。
TVシリーズ完走済み特撮ヒーロー作品は、戦隊：ゴ、JAKQ、ライブ、カー～ギンガ、ハリ以降全て、ライダー：クウガ、ドラナイ、555以降全て、ウルトラ：80、グレート字幕版、ガイア、コスモス、ネクサス、マックス、オーブ以降全て、牙狼：無印、MAKAISENKI、魔戒ノ花、絶狼DB",syosyostep,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 24, 'following_count': 157, 'tweet_count': 4995, 'listed_count': 0}",,
196968753.0,False,Cormac O'Sullivan,,Shannon Man. Limerick Man: Munster Man: Irishman: reside Wicklow :Lover of Rugby :Scholar of Whiskey: Hotel Professional: Grá le gach rud Gaelach:My Own Views,cormacosul,,False,https://pbs.twimg.com/profile_images/1245002555517734912/PkLb3lyZ_normal.jpg,"{'followers_count': 358, 'following_count': 930, 'tweet_count': 2268, 'listed_count': 3}","Wicklow, Ireland",
