id,protected,url,name,description,public_metrics,username,profile_image_url,verified,entities,location,pinned_tweet_id
1150153630617522176,False,https://t.co/ZVwhXVoAMi,shaylee⁷ ⁰³²⁵ ✘ | TOH + AMPHIBIA SPOILERS,#LUMINE: i challenge you to a duel before the throne. | anime+genshin+kpop+persona+crk | autistic,"{'followers_count': 299, 'following_count': 813, 'tweet_count': 20992, 'listed_count': 11}",beomgyusoftie,https://pbs.twimg.com/profile_images/1460147793020874755/wq895B20_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZVwhXVoAMi', 'expanded_url': 'https://pronouny.xyz/u/beomgyusoftie', 'display_url': 'pronouny.xyz/u/beomgyusoftie'}]}, 'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'LUMINE'}]}}",cali | any prns | under 15,1.2622001046576783e+18
1050818800784945152,False,https://t.co/O8M4EWPJYI,Luis ED-TP … #,Antiguo de tuiter. Dejé mi otra cuenta debido a la escasez de rinocerontes. Papá de gemelos/Ghostwriter/Agente de Seguros #NFL #Anticoagulado #PacienteDeCorazón,"{'followers_count': 2251, 'following_count': 903, 'tweet_count': 17949, 'listed_count': 3}",eledetepe,https://pbs.twimg.com/profile_images/1408988683986948097/DQVf6CFc_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O8M4EWPJYI', 'expanded_url': 'https://linktr.ee/eledetepe', 'display_url': 'linktr.ee/eledetepe'}]}, 'description': {'hashtags': [{'start': 122, 'end': 126, 'tag': 'NFL'}, {'start': 127, 'end': 141, 'tag': 'Anticoagulado'}, {'start': 142, 'end': 160, 'tag': 'PacienteDeCorazón'}]}}",Cdmx,1.4868193919122678e+18
2800034442,False,https://t.co/jzlKBHZljd,Critical Blast 💥,Media Reviews and Interviews / Consulting / Logistics / Publishing: https://t.co/jzlKBHZljd YouTube Channel: https://t.co/6pzUcj4p8u,"{'followers_count': 3380, 'following_count': 1853, 'tweet_count': 49786, 'listed_count': 28}",CriticalBlast,https://pbs.twimg.com/profile_images/1395728390855053313/y337Nh3z_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jzlKBHZljd', 'expanded_url': 'http://www.CriticalBlast.com', 'display_url': 'CriticalBlast.com'}]}, 'description': {'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/jzlKBHZljd', 'expanded_url': 'http://www.CriticalBlast.com', 'display_url': 'CriticalBlast.com'}, {'start': 109, 'end': 132, 'url': 'https://t.co/6pzUcj4p8u', 'expanded_url': 'http://youtube.com/criticalblast', 'display_url': 'youtube.com/criticalblast'}]}}","Holiday Island, AR",
141256585,False,,Kathleen Cunningham,"Rational Liberal,Retired academic reference librarian.”A great deal of intelligence can be invested in ignorance when the need for illusion is deep.”Saul Bellow","{'followers_count': 1415, 'following_count': 4628, 'tweet_count': 35613, 'listed_count': 3}",katcunning,https://pbs.twimg.com/profile_images/1283056214348374017/ujNi51b7_normal.jpg,False,,"Michigan, USA",1.0990250099752182e+18
196981061,False,,Phyllis Murphy 🇵🇸 🏴‍☠️,My point of view is blunt! I was told that my grey hair makes me look ‘extinguished’. #RepealedThe8th 🇵🇸 Pro-Palestine,"{'followers_count': 2271, 'following_count': 2200, 'tweet_count': 94538, 'listed_count': 13}",phylmurphy,https://pbs.twimg.com/profile_images/1344670779154292738/1RZQ3zNO_normal.jpg,False,"{'description': {'hashtags': [{'start': 86, 'end': 101, 'tag': 'RepealedThe8th'}]}}","Dundalk, Co. Louth",
450268900,False,,matrixmess,,"{'followers_count': 4, 'following_count': 5, 'tweet_count': 112, 'listed_count': 0}",matrixmess,https://pbs.twimg.com/profile_images/1727129198/28_normal.jpg,False,,,
329325052,False,,RickyTucs,Achicar el estado es agrandar la Nacion,"{'followers_count': 127, 'following_count': 276, 'tweet_count': 3712, 'listed_count': 0}",RickyGuiri,https://pbs.twimg.com/profile_images/2907769878/0ff078a6cdc0616138ff2209f6eb278b_normal.jpeg,False,,,
18920834,False,https://t.co/4pCTDPwq7L,Jurie Horneman,"Making games since 91 (e.g. Albion). Into interactive storytelling, PCG, narrative systems, AI. Dutch immigrant in Toronto. Opinions are my own. He/him.","{'followers_count': 5108, 'following_count': 2341, 'tweet_count': 131094, 'listed_count': 300}",JurieHorneman,https://pbs.twimg.com/profile_images/523425753485287425/uoZcujeL_normal.jpeg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4pCTDPwq7L', 'expanded_url': 'http://www.intelligent-artifice.com/', 'display_url': 'intelligent-artifice.com'}]}}",Toronto,
1172915402101415936,False,,Borys Waluszko,"from Toruń, Poland, student (he/him)","{'followers_count': 14, 'following_count': 184, 'tweet_count': 647, 'listed_count': 0}",WaluszkoBorys,https://pbs.twimg.com/profile_images/1224449317705940996/lLUcArXe_normal.jpg,False,,,
3998857338,False,,🌻,"Starting over. This time, stronger.","{'followers_count': 317, 'following_count': 298, 'tweet_count': 23884, 'listed_count': 2}",almabieee,https://pbs.twimg.com/profile_images/1521795619936890880/pIjr0zfS_normal.jpg,False,,"Sorsogon, Bicol",1.3054997728920125e+18
14230034,False,https://t.co/oqqk9EPgPa,HeadphonesNeil,"Android user, podcast hoster and Star Wars lover","{'followers_count': 529, 'following_count': 934, 'tweet_count': 10918, 'listed_count': 0}",pateln01,https://pbs.twimg.com/profile_images/1351617121382326272/ld_y_mNb_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oqqk9EPgPa', 'expanded_url': 'http://headphonesneil.reviews', 'display_url': 'headphonesneil.reviews'}]}}",California,1.4782406345613885e+18
1362586897709686784,False,,Colin,Luffy stan. he/him,"{'followers_count': 32, 'following_count': 898, 'tweet_count': 287, 'listed_count': 0}",Colin72202,https://pbs.twimg.com/profile_images/1427840776235585536/QDRgfxE0_normal.jpg,False,,,
944101794,False,https://t.co/fG8c9MynRH,Miguel Ángel -Alaxel- Olmedo,Roleplayer cuando me da | Ryuu Seki en @overliferp | Graphic design | Open Comissions | https://t.co/y14vUqdF31 |  https://t.co/9DA1TRzD2P,"{'followers_count': 845, 'following_count': 753, 'tweet_count': 14446, 'listed_count': 15}",MAOlmedoC,https://pbs.twimg.com/profile_images/1346885037745184769/llCo9b5Y_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fG8c9MynRH', 'expanded_url': 'https://www.behance.net/alaxel', 'display_url': 'behance.net/alaxel'}]}, 'description': {'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/y14vUqdF31', 'expanded_url': 'https://www.twitch.tv/alaxell', 'display_url': 'twitch.tv/alaxell'}, {'start': 115, 'end': 138, 'url': 'https://t.co/9DA1TRzD2P', 'expanded_url': 'https://www.instagram.com/olmefuckyeah', 'display_url': 'instagram.com/olmefuckyeah'}], 'mentions': [{'start': 39, 'end': 50, 'username': 'overliferp'}]}}",Jaén,1.3468849626210263e+18
290890251,False,,朱音,子育てママ垢やポケモンを眺めつつ、Among Usなどを見る日々。wordleがマイブーム。,"{'followers_count': 16, 'following_count': 82, 'tweet_count': 1240, 'listed_count': 0}",akaneyukari,https://pbs.twimg.com/profile_images/1343793805/bakeneko_normal.png,False,,,
4858926891,False,,RLati,,"{'followers_count': 86, 'following_count': 162, 'tweet_count': 4466, 'listed_count': 0}",ritamlat,https://pbs.twimg.com/profile_images/692929051762233344/43Z3Rw73_normal.jpg,False,,,
920085356,False,,Alissa Stollwerk,"Progressive polling & data nerd @YouGovUS. Alum of @HillaryClinton, @AnalystInst, @Yale, & polisci PhD from @Columbia. New Yorker. Mom. Tweets my own. She/her.","{'followers_count': 1149, 'following_count': 1600, 'tweet_count': 6452, 'listed_count': 26}",AlissaStollwerk,https://pbs.twimg.com/profile_images/1317898544511148033/MjFBo516_normal.jpg,False,"{'description': {'mentions': [{'start': 32, 'end': 41, 'username': 'YouGovUS'}, {'start': 51, 'end': 66, 'username': 'HillaryClinton'}, {'start': 68, 'end': 80, 'username': 'AnalystInst'}, {'start': 82, 'end': 87, 'username': 'Yale'}, {'start': 108, 'end': 117, 'username': 'Columbia'}]}}",,
94147929,False,https://t.co/hEOr773nNK,Pablo Pulido 🧙‍♂️👁🔮,Samurai | Pata de Perro | Sicario de Mosquitos | Desnalgado | Indico | Feo pero Hechicero | Uoiea |,"{'followers_count': 230, 'following_count': 153, 'tweet_count': 52805, 'listed_count': 17}",pablopull,https://pbs.twimg.com/profile_images/1468079426697146373/8G3151At_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hEOr773nNK', 'expanded_url': 'http://Instagram.com/pablopull', 'display_url': 'Instagram.com/pablopull'}]}}",CDMX,1.3852987033180652e+18
201624035,False,,Nieves SM,"Madrileña que ha vivido en Holanda, parlanchina, ruidosa, de risa facil, loca por el cine y libros de ciencia ficción, fantásticos y comics. El resto pregunta:D","{'followers_count': 105, 'following_count': 225, 'tweet_count': 6445, 'listed_count': 5}",EveSib,https://pbs.twimg.com/profile_images/1331715896293928961/XEe2Z63x_normal.jpg,False,,"Madrid, Comunidad de Madrid",
740125524278706176,False,https://t.co/WX1v1QjnCP,Robert Sandstrom,"🇺🇸 Do not go where the path may lead, go instead where there is no path and leave a trail. 🇺🇸","{'followers_count': 62, 'following_count': 90, 'tweet_count': 4884, 'listed_count': 0}",gaddampriyanka8,https://pbs.twimg.com/profile_images/1501569303388176388/aR-xiZU7_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WX1v1QjnCP', 'expanded_url': 'http://bit.ly/manifest__2022', 'display_url': 'bit.ly/manifest__2022'}]}}","San Antonio, TX 🇺🇸",
3220552894,False,,Is It over YET!,,"{'followers_count': 74, 'following_count': 479, 'tweet_count': 4833, 'listed_count': 0}",blreynolds123,https://pbs.twimg.com/profile_images/1506364233784639490/6A3EfWpf_normal.jpg,False,,,
779110369721712640,False,,Gustavo Lozano,Go Cowboys!!!,"{'followers_count': 17, 'following_count': 87, 'tweet_count': 845, 'listed_count': 0}",GustavoLozanoDC,https://pbs.twimg.com/profile_images/779150650294743040/hIWeoC3Y_normal.jpg,False,,"Distrito Federal, México",
555314957,False,,本だし,ペロッん～良いダシ!! アイコン：@tatunokossoさんから頂きました。,"{'followers_count': 695, 'following_count': 898, 'tweet_count': 61631, 'listed_count': 35}",eva1Style,https://pbs.twimg.com/profile_images/548327463449669632/jqWCawyo_normal.jpeg,False,"{'description': {'mentions': [{'start': 17, 'end': 29, 'username': 'tatunokosso'}]}}",,
29173003,False,,GQ,Gustavo. “Nunca llegarás a tu destino si te detienes a tirarle piedras a cualquier perro que ladre” W.C.,"{'followers_count': 1306, 'following_count': 1596, 'tweet_count': 6861, 'listed_count': 46}",GusQua,https://pbs.twimg.com/profile_images/1379862428855504898/n5jE8Cqt_normal.jpg,False,,Madrid / Roma - 🇦🇷🇪🇸🇮🇹,
17300773,False,,Samuel Ebersole,Personal twitter...opinions are all mine.,"{'followers_count': 206, 'following_count': 106, 'tweet_count': 1905, 'listed_count': 3}",pueblosam,https://pbs.twimg.com/profile_images/1091529908986077187/v3VOJDwX_normal.jpg,False,,"Pueblo, CO",
1226624455209779200,False,https://t.co/1MIfu8gHAH,WhereNextTravel 🎮✈,I’m an #affiliate over on #twitch! Currently playing: Stardew Valley and Disco Elysium 🏳️‍🌈,"{'followers_count': 112, 'following_count': 53, 'tweet_count': 455, 'listed_count': 0}",travelwherenext,https://pbs.twimg.com/profile_images/1496671093863718912/cwzdu8L8_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1MIfu8gHAH', 'expanded_url': 'https://www.twitch.tv/wherenexttravel', 'display_url': 'twitch.tv/wherenexttravel'}]}, 'description': {'hashtags': [{'start': 7, 'end': 17, 'tag': 'affiliate'}, {'start': 26, 'end': 33, 'tag': 'twitch'}]}}",Stardew Valley,
329172318,False,,Marcia B,,"{'followers_count': 125, 'following_count': 343, 'tweet_count': 9203, 'listed_count': 1}",MarciaBadowski,https://pbs.twimg.com/profile_images/796363557063389184/pSq9OQT1_normal.jpg,False,,,
14858363,False,,Jon Kehoe,"I tweet about Pro Wrasslin', vidjagames and my son basically whenever I can.","{'followers_count': 390, 'following_count': 553, 'tweet_count': 22695, 'listed_count': 0}",JonKehoe,https://pbs.twimg.com/profile_images/1209503738425151488/yKh76tPr_normal.jpg,False,,"St. John's, Newfoundland",
729503213225844736,False,https://t.co/sjcOIXEQoV,fatefulfaerie,Senior Editor for Zelda Dungeon. Twitch Affiliate. she/her. I write on tumblr sometimes too. Discord server: https://t.co/EZgRmn71lR,"{'followers_count': 195, 'following_count': 302, 'tweet_count': 3526, 'listed_count': 3}",fatefulfaerie,https://pbs.twimg.com/profile_images/1510290913385361409/PfSZDo5z_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sjcOIXEQoV', 'expanded_url': 'https://www.fanfiction.net/u/11072964/fatefulfaerie', 'display_url': 'fanfiction.net/u/11072964/fat…'}]}, 'description': {'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/EZgRmn71lR', 'expanded_url': 'http://discord.gg/7ympzgf', 'display_url': 'discord.gg/7ympzgf'}]}}",,1.4252034864094454e+18
742148377,False,https://t.co/23alYFnVbb,Meiscollinj | Twitch Affiliate,"Twitch Streamer \\ Stream on Thurs & Fri @ 7pm MST, Sat @ 1:30pm MST // @DubbyEnergy Partner \\ @secretlabchairs Affiliate //","{'followers_count': 617, 'following_count': 2447, 'tweet_count': 6692, 'listed_count': 2}",atypicaltechie,https://pbs.twimg.com/profile_images/1490886489336471554/hiVIVVNA_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/23alYFnVbb', 'expanded_url': 'https://linktr.ee/meiscollinj', 'display_url': 'linktr.ee/meiscollinj'}]}, 'description': {'mentions': [{'start': 72, 'end': 84, 'username': 'DubbyEnergy'}, {'start': 96, 'end': 112, 'username': 'secretlabchairs'}]}}","Arizona, USA",1.49723722943701e+18
304083234,False,,Juanjo,viviendo la vida minuto a minuto,"{'followers_count': 252, 'following_count': 968, 'tweet_count': 5356, 'listed_count': 1}",juanjo_juanji,https://pbs.twimg.com/profile_images/1349065524056043520/ktCHvHi5_normal.jpg,False,,salamanca,1.2128727798187663e+18
504089157,False,,Katie,she/her Modifies every recipe. Puns and podcasts are the middlest form of comedy. First game was Frogger--that X made me cry. In love with DnD.,"{'followers_count': 48, 'following_count': 140, 'tweet_count': 1687, 'listed_count': 0}",ktpuns,https://pbs.twimg.com/profile_images/1511158730569789441/ZDLHT4xa_normal.jpg,False,,,
2320997318,False,,リョウフフぽけ,メモ用,"{'followers_count': 374, 'following_count': 391, 'tweet_count': 1631, 'listed_count': 9}",ryoufufu_poke,https://pbs.twimg.com/profile_images/546984293340164096/PIUQ1Po__normal.jpeg,False,,とんぽけ,1.4942929778663383e+18
2978705913,False,https://t.co/pnz8MCMj11,Jack Drees,"#NERDARMY #SCENEBEFORE #SAVEKOTN Howie Mandel follows-Met Booger 11-7-15-Very nerdy! Livetweeter-VISIT https://t.co/wNzQXsM9Yi!

Lasell 2022","{'followers_count': 3075, 'following_count': 4723, 'tweet_count': 51690, 'listed_count': 30}",JackDrees,https://pbs.twimg.com/profile_images/1001667815273713664/WVH_PZCE_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pnz8MCMj11', 'expanded_url': 'https://flicknerd.com/', 'display_url': 'flicknerd.com'}]}, 'description': {'urls': [{'start': 103, 'end': 126, 'url': 'https://t.co/wNzQXsM9Yi', 'expanded_url': 'http://FLICKNERD.COM', 'display_url': 'FLICKNERD.COM'}], 'hashtags': [{'start': 0, 'end': 9, 'tag': 'NERDARMY'}, {'start': 10, 'end': 22, 'tag': 'SCENEBEFORE'}, {'start': 23, 'end': 32, 'tag': 'SAVEKOTN'}]}}","Wakefield, MA",6.399859287700357e+17
736933250023759872,False,,Nuria,Fan de Latifi antes de que fuera moda. Comento programas y fútbol de vez en cuando porque soy de muchos equipos // Quiero ser como @petosagan,"{'followers_count': 152, 'following_count': 512, 'tweet_count': 43516, 'listed_count': 15}",_nuuur6,https://pbs.twimg.com/profile_images/1277256606556790792/MXBgMkxX_normal.jpg,False,"{'description': {'mentions': [{'start': 131, 'end': 141, 'username': 'petosagan'}]}}",España,1.4773467662657167e+18
22557687,False,https://t.co/Xxmh6wSw1h,𝕽𝖆𝖈𝖍 ♡,Yes I’m the thneed girl & GR over at MCParks & I would have enjoyed writing this bio a lot more if I had GOTTEN MY CUP OF COFFEE! she/her,"{'followers_count': 807, 'following_count': 369, 'tweet_count': 33610, 'listed_count': 0}",xrachaelxoxo,https://pbs.twimg.com/profile_images/1266195961493274625/YjBJaI9g_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Xxmh6wSw1h', 'expanded_url': 'http://beacons.ai/rachleahx', 'display_url': 'beacons.ai/rachleahx'}]}}",soup,1.476970504582013e+18
883605758,False,,Richard Love,,"{'followers_count': 18, 'following_count': 112, 'tweet_count': 205, 'listed_count': 0}",Skimaster282,https://pbs.twimg.com/profile_images/1405303303576117251/MQcNn_t4_normal.jpg,False,,,
111664066,False,https://t.co/Vu7nwpBP0K,Dale,"#Pirates #Penguins #Steelers #PSU #AEW. Progressive, He/Him, Coffee Drinker, Music Fan, Typo King, Craft Brews, Stage 4 Cancer Fighter","{'followers_count': 1859, 'following_count': 1629, 'tweet_count': 63740, 'listed_count': 101}",pghsportskipper,https://pbs.twimg.com/profile_images/1394436860932501515/zFivwniv_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Vu7nwpBP0K', 'expanded_url': 'http://instagram.com/dale_mccune', 'display_url': 'instagram.com/dale_mccune'}]}, 'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'Pirates'}, {'start': 9, 'end': 18, 'tag': 'Penguins'}, {'start': 19, 'end': 28, 'tag': 'Steelers'}, {'start': 29, 'end': 33, 'tag': 'PSU'}, {'start': 34, 'end': 38, 'tag': 'AEW'}]}}","Pittsburgh, PA",1.4930513456282788e+18
226804453,False,,Pᴀᴏ Gᴀʀᴄɪᴀ,🏡 Cipolletti - Río Negro 🇦🇷,"{'followers_count': 160, 'following_count': 474, 'tweet_count': 7435, 'listed_count': 1}",Paog88,https://pbs.twimg.com/profile_images/1167462549002117120/9LM-1tJk_normal.jpg,False,,Cipolletti,
40680172,False,,Debbie White ⚾️💙⚾️,a lot of baseball | cats | Springsteen | food | a little Cal football & basketball |  she/her,"{'followers_count': 345, 'following_count': 1496, 'tweet_count': 23420, 'listed_count': 11}",rockiepie258,https://pbs.twimg.com/profile_images/908141919082917888/r-R6RaAO_normal.jpg,False,,"Sherman Oaks, CA",
37637952,False,,Joe Kiggen,,"{'followers_count': 80, 'following_count': 326, 'tweet_count': 2648, 'listed_count': 2}",joekiggen,https://pbs.twimg.com/profile_images/1022082715359670272/gZTDIuQu_normal.jpg,False,,"Natick, MA",
44028313,False,,Fleur de MLIS,#COYS,"{'followers_count': 531, 'following_count': 1655, 'tweet_count': 6779, 'listed_count': 11}",fleurdemlis,https://pbs.twimg.com/profile_images/1405537204198199312/IDn8nkeC_normal.jpg,False,"{'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'COYS'}]}}","Louisiana, USA",
23679582,False,https://t.co/YePTldeDbp,Joel J,I know that you believe you think you understood what you thought I said but what you heard is not what I meant.,"{'followers_count': 1039, 'following_count': 454, 'tweet_count': 49004, 'listed_count': 121}",unculturedswine,https://pbs.twimg.com/profile_images/1520808079725449216/zK2ZYn0X_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YePTldeDbp', 'expanded_url': 'https://unexpectedmiraclebook.com', 'display_url': 'unexpectedmiraclebook.com'}]}}","Orem, Utah",1.3830907888468828e+18
3377307863,False,,Lorelai Gilmore,"Coffee, please, and a shot of cynicism. | she/her","{'followers_count': 69, 'following_count': 92, 'tweet_count': 2386, 'listed_count': 0}",mrs_imboden,https://pbs.twimg.com/profile_images/1450591288655597577/huL2nPeW_normal.jpg,False,,"West Virginia, USA",
48647513,False,,#LeniKiko2022 🚀🐉🍀— sheni,"When I become famous, please don't tell them about this account!💢😅","{'followers_count': 70, 'following_count': 83, 'tweet_count': 20479, 'listed_count': 2}",pocketstarfield,https://pbs.twimg.com/profile_images/1024196345316265984/TO1Tbmc__normal.jpg,False,,Pale Blue Dot,1.1877504969053757e+18
234272472,False,https://t.co/Lcv9ID2Fte,Pradeep Purushothaman Vadakkodathu,FPGA/SoC | RTL Design Engineer | SoC Verification | Verilog/SV | AMBA | Linux Enthusiast,"{'followers_count': 381, 'following_count': 1336, 'tweet_count': 300, 'listed_count': 3}",vadakkodan,https://pbs.twimg.com/profile_images/1519971544167903232/YUPMEWFH_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Lcv9ID2Fte', 'expanded_url': 'https://www.github.com/vadakkodan', 'display_url': 'github.com/vadakkodan'}]}}","Bengaluru, India",
747512138650943488,False,,Michael Friesen,Civil Engineer and ultra-runner with a passion for anything outdoors. Bikes are for commuting (and FUN!).  SUV's are for long road trips with family!,"{'followers_count': 217, 'following_count': 775, 'tweet_count': 7463, 'listed_count': 6}",MikeyFriesen,https://pbs.twimg.com/profile_images/948025958052724737/rJ1pfDlP_normal.jpg,False,,"Boulder, CO",
705076354241310720,False,,ElleDeeOh 💫,"It's always tea time. Proud resident of the city of no illusions. Pragmatic Democrat🌊. PBS fan. Pls no DMs/Lists
#BidenHarris  🇺🇦🕊","{'followers_count': 2159, 'following_count': 2246, 'tweet_count': 26245, 'listed_count': 2}",Ouelletl4,https://pbs.twimg.com/profile_images/1397160104907231233/V2An7Ka6_normal.jpg,False,"{'description': {'hashtags': [{'start': 113, 'end': 125, 'tag': 'BidenHarris'}]}}",Western New York,1.2155133867772232e+18
844726365404442624,False,https://t.co/ghDCP6eWi5,Seferine Baez,higher ed pro at boston university | fitchburg state alumna - board of directors | bachelors in bookworm | new yorker in boston | pretty fat girl | 🇩🇴,"{'followers_count': 266, 'following_count': 498, 'tweet_count': 1953, 'listed_count': 4}",seferinebaez,https://pbs.twimg.com/profile_images/1445045403787870215/vGBPqxiB_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ghDCP6eWi5', 'expanded_url': 'https://amzn.to/2CWeWtM', 'display_url': 'amzn.to/2CWeWtM'}]}}","Boston, MA",1.3752041682569134e+18
1483301915467427840,False,,Ktownfoodjunkie,"Name says it all Love my food Leafs Rugby. 
For all your Food disinformation
50+ countries & counting  i like plants must love dogs","{'followers_count': 143, 'following_count': 483, 'tweet_count': 3860, 'listed_count': 0}",ktownfoodjunkie,https://pbs.twimg.com/profile_images/1494305111547555841/Zw8nkNLo_normal.jpg,False,, 🇺🇦 🇨🇦 ,
1499621419541487616,False,https://t.co/lR3RwG5RSS,scar💋,#1 superbloom lover ! i survived jugglingrry,"{'followers_count': 897, 'following_count': 563, 'tweet_count': 4391, 'listed_count': 8}",superblooomscar,https://pbs.twimg.com/profile_images/1521822331366170625/ZUpv6l8t_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lR3RwG5RSS', 'expanded_url': 'http://anti.com', 'display_url': 'anti.com'}]}}",floprries,1.521817455294886e+18
4805881118,False,,renzo,,"{'followers_count': 209, 'following_count': 143, 'tweet_count': 13184, 'listed_count': 0}",___enzooo,https://pbs.twimg.com/profile_images/1482370251837050881/_E1Dfngp_normal.jpg,False,,,1.5037461696289874e+18
