id,conversation_id,public_metrics,text,context_annotations,author_id,possibly_sensitive,created_at,source,lang,reply_settings,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1521549910801367040,1521549910801367040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 6/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛⬛
🟨⬛🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩. Whew","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",977589519804518400,False,2022-05-03T17:59:02.000Z,Twitter for iPhone,en,everyone,,,,,
1521549907106140161,1521549907106140161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Wordle 318 4/6

🟩⬛🟨⬛🟩
🟩⬛🟨⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1383047840,False,2022-05-03T17:59:01.000Z,Twitter for iPhone,en,everyone,,,,,
1521549901104046081,1521549901104046081,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6

⬛⬛🟨🟨⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",5875162,False,2022-05-03T17:59:00.000Z,Twitter for iPhone,en,everyone,,,,,
1521549892291903489,1521549892291903489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬛🟨⬛🟩
⬛⬛🟨🟨🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",377535719,False,2022-05-03T17:58:58.000Z,Twitter for Android,en,everyone,,,,,
1521549884658171905,1521549884658171905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Casi que no 🥲Wordle (ES)  #117 6/6

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/m7xEKsC7fZ",,32102813,False,2022-05-03T17:58:56.000Z,Twitter for Android,ca,everyone,"{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/m7xEKsC7fZ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521549875174858757,1521549875174858757,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","MAMÁ, YA FUI 1000ITAR Y AHORA SOY 100TIFIKO (?)
Wordle Científico #51 5/6

⬜⬜⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜⬜🟨
⬜🟨🟨🟩🟩⬜⬜
⬜🟩⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/051ewKHjgo","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1532558798,False,2022-05-03T17:58:53.000Z,Twitter Web App,es,everyone,"{'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/051ewKHjgo', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1521549872851156992,1521549872851156992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6*

⬛⬛🟨⬛⬛
⬛🟨🟩🟨⬛
🟩🟩🟩🟨⬛
🟩🟩🟩🟩🟩

久々にやった","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1406757914,False,2022-05-03T17:58:53.000Z,TweetDeck,ja,everyone,,,,,
1521549844665434113,1521549844665434113,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬛🟨🟨🟨⬛
⬛⬛⬛🟩⬛
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",44659363,False,2022-05-03T17:58:46.000Z,Twitter for Android,en,everyone,,,,,
1521549844136951808,1521549844136951808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 4/6

🟨🟨⬜⬜⬜
⬜🟩🟨⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",778739081358356480,False,2022-05-03T17:58:46.000Z,Twitter for iPhone,en,everyone,,,,,
1521549829704339456,1521549829704339456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 4/6

⬛🟨🟨⬛⬛
⬛⬛🟩⬛⬛
⬛⬛⬛⬛🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",49484048,False,2022-05-03T17:58:43.000Z,Twitter for iPhone,en,everyone,,,,,
1521549821429141509,1521549821429141509,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛🟩
🟨🟩⬛⬛🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1177742941462372352,False,2022-05-03T17:58:41.000Z,Twitter for Android,en,everyone,,,,,
1521549809596960773,1521549809596960773,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6* its only right 

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",879224258,False,2022-05-03T17:58:38.000Z,Twitter for iPhone,en,everyone,,,,,
1521549806119829504,1521549806119829504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","ahem

Wordle 318 2/6

⬜🟨⬜🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",934869523571920898,False,2022-05-03T17:58:37.000Z,Twitter for iPhone,en,everyone,,,,,
1521549804253425664,1501834779884408832,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛⬛🟨⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",141197820,False,2022-05-03T17:58:37.000Z,Twitter for Android,en,everyone,,"[{'type': 'replied_to', 'id': '1520677140454416384'}]",141197820,,
1521549790923788289,1521549790923788289,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

🟨⬜⬜🟨⬜
⬜⬜🟨🟨🟨
🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4864525333,False,2022-05-03T17:58:33.000Z,Twitter for iPhone,en,everyone,,,,,
1521549789799890944,1521549789799890944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜⬜⬜⬜⬜
⬜🟩🟨⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20189158,False,2022-05-03T17:58:33.000Z,Twitter for iPhone,en,everyone,,,,,
1521549784175513600,1521549784175513600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 5/10

⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
⬛🟩⬛⬛⬛
🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/TYifAFPb1j
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",853862618,False,2022-05-03T17:58:32.000Z,Twitter for Android,ja,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/TYifAFPb1j', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",,,,
1521549780996214784,1521549780996214784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 5/10

⬛⬛⬛⬛🟨
🟨🟨⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩

https://t.co/1JhjUbXRoX
 #ポケモンWordle なるほどね","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",1433051460,False,2022-05-03T17:58:31.000Z,Twitter Web App,ja,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/1JhjUbXRoX', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",,,,
1521549779205263366,1521549779205263366,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","頭文字合ったのが大きかった
Wordle 319 3/6

🟩🟨⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",614984455,False,2022-05-03T17:58:31.000Z,Twitter for Android,ja,everyone,,,,,
1521549777590095872,1521549777590095872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩🫣","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",121610014,False,2022-05-03T17:58:30.000Z,Twitter for iPhone,en,everyone,,,,,
1521549777313275906,1521549777313275906,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6 โซอีซี่มากฮ้าบวันนี้

🟨⬛⬛🟩⬛
⬛🟨🟨🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",550708796,False,2022-05-03T17:58:30.000Z,Twitter for iPhone,th,everyone,,,,,
1521549771667869697,1521549771667869697,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 6/6

⬜⬜⬜🟨🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/Ii3uBs4JVX","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1491403412537319427,False,2022-05-03T17:58:29.000Z,Twitter for Android,en,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/Ii3uBs4JVX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521549756719411206,1521549756719411206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 6/6

⬛🟨🟨⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟨⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",14749481,False,2022-05-03T17:58:25.000Z,Twitter for iPhone,en,everyone,,,,,
1521549756278878210,1483509625475510275,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","เว่อมาก Wordle 319 2/6

⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",44910471,False,2022-05-03T17:58:25.000Z,Twitter for iPhone,und,everyone,,"[{'type': 'replied_to', 'id': '1521210203525419008'}]",44910471,,
1521549755360239616,1521549755360239616,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","ポケモンWordle 5/10

⬛🟨⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟨⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩

https://t.co/7jaLlLzEAL
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",1466688907253551105,False,2022-05-03T17:58:25.000Z,Twitter Web App,ja,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/7jaLlLzEAL', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",,,,
1521549754894675968,1521549754894675968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛⬛🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",23396218,False,2022-05-03T17:58:25.000Z,Twitter for iPhone,en,everyone,,,,,
1521549754714447874,1521460686546739201,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@rauljab1 @davoocarmen Wordle (ES)  #117 5/6

⬜⬜⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
ya estaba marcando el número de la policía","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1066376140938534913,False,2022-05-03T17:58:25.000Z,Twitter Web App,es,everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'rauljab1', 'id': '1131620734051262465'}, {'start': 10, 'end': 22, 'username': 'davoocarmen', 'id': '987998008867467264'}]}","[{'type': 'replied_to', 'id': '1521460686546739201'}]",1131620734051262465,,
1521549747936534531,1521549747936534531,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 X/6 - dang

⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
⬜⬜🟩🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2278232396,False,2022-05-03T17:58:23.000Z,Twitter for iPhone,en,everyone,,,,,
1521549743511461888,1521549743511461888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜⬜🟩🟩⬜
⬜🟨🟩🟩⬜
🟨⬜⬜🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",803071956,False,2022-05-03T17:58:22.000Z,Twitter Web App,en,everyone,,,,,
1521549732715405314,1489958830968643593,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Wordle 318 6/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛🟨⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",429996239,False,2022-05-03T17:58:19.000Z,Twitter for iPhone,en,everyone,,"[{'type': 'replied_to', 'id': '1521106787847618566'}]",429996239,,
1521549728864948224,1521549728864948224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 6/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/yBdTLl0UWa","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",702068941544415238,False,2022-05-03T17:58:19.000Z,Twitter for iPhone,en,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/yBdTLl0UWa', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521549724897013760,1521157856170364930,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@JulianMWalker Repeat?

Wordle 318 3/6

🟨🟨🟩⬛⬛
🟨🟩🟩⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",786485098757562369,False,2022-05-03T17:58:18.000Z,Twitter for iPhone,en,everyone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'JulianMWalker', 'id': '562223197'}]}","[{'type': 'replied_to', 'id': '1521157856170364930'}]",562223197,,
1521549722468896768,1521549722468896768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬛🟨🟩⬛⬛
⬛⬛🟩⬛🟨
⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1398348205142597637,False,2022-05-03T17:58:17.000Z,Twitter for iPhone,en,everyone,,,,,
1521549711605321728,1521549711605321728,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle Türkçe 319 5/6

⬛⬛⬛⬛⬛
🟨⬛🟨⬛🟨
🟩🟨⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

Dünya batsa da Wordle ey yar senden geçmezem","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2253519463,False,2022-05-03T17:58:14.000Z,Twitter for iPhone,tr,everyone,,,,,
1521549693834121216,1521549693834121216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 6/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜🟩
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩 https://t.co/stVuOkVf1n","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",63842717,False,2022-05-03T17:58:10.000Z,Twitter for Android,en,everyone,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/stVuOkVf1n', 'expanded_url': 'https://twitter.com/KatieK0057/status/1521549693834121216/photo/1', 'display_url': 'pic.twitter.com/stVuOkVf1n', 'media_key': '16_1521549687882489864'}]}",,,{'media_keys': ['16_1521549687882489864']},
1521549682367143938,1521549682367143938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 6/10

⬛⬛⬛🟩⬛  🟩🟩🟩🟩🟩
⬛⬛⬛🟩⬛
⬛⬛⬛⬛🟨
⬛⬛⬛🟩⬛
⬛⬛⬛🟨⬛

https://t.co/m6BPN3zKre
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2274603312,False,2022-05-03T17:58:07.000Z,Twitter for iPhone,ja,everyone,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/m6BPN3zKre', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}]}",,,,
1521549669540798466,1521549669540798466,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

🟨⬜⬜🟨⬜
⬜⬜🟨🟨🟨
🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
That one was, well...","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",64227738,False,2022-05-03T17:58:04.000Z,Twitter for Android,en,everyone,,,,,{'place_id': '0a960df1a2b0abaf'}
1521549667838087168,1488577298915725314,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬛🟩⬛⬛🟨
🟩🟩🟨⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4807368133,False,2022-05-03T17:58:04.000Z,Twitter for Android,en,everyone,,"[{'type': 'replied_to', 'id': '1521175510667374593'}]",4807368133,,
