id,source,lang,reply_settings,context_annotations,conversation_id,text,author_id,possibly_sensitive,created_at,public_metrics,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521590012986335233,Twitter for iPad,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521580909446963200,"@mmhpotter Sitting at my average - Wordle 319 4/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1244195467199541248,False,2022-05-03T20:38:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 10, 'username': 'mmhpotter', 'id': '2398370366'}]}","[{'type': 'replied_to', 'id': '1521580909446963200'}]",2398370366,,
1521590005927657472,Twitter Web App,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590005927657472,"Wordle 319 5/6*

🟨⬜⬜🟩⬜
⬜🟨⬜🟩⬜
⬜⬜🟨🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",4667511,False,2022-05-03T20:38:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,,,
1521589996028928000,Twitter for iPhone,tr,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589996028928000,"Wordle Türkçe 318 4/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/8NyltJg7rW",917297434203709440,False,2022-05-03T20:38:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/8NyltJg7rW', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1521589976357646338,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589976357646338,"Wordle 318 5/6

⬛🟨⬛🟨⬛
⬛🟩🟨⬛⬛
🟩🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1316799931,False,2022-05-03T20:38:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521589971848769540,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589971848769540,"Wordle 318 6/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛🟩
🟨🟩⬛⬛🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1304788105334001664,False,2022-05-03T20:38:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521589952202518528,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589952202518528,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2584777501,False,2022-05-03T20:38:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521589951929933825,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589951929933825,"Wordle (ES)  #117 4/6

⬜⬜⬜🟨🟩
⬜⬜🟨🟨🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/PoIIvhuvH5",1046097926647435264,False,2022-05-03T20:38:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/PoIIvhuvH5', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521589939246227458,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589939246227458,"Wordle 319 4/6

⬛⬛⬛🟩⬛
🟨⬛⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",944741644770820096,False,2022-05-03T20:38:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521589926881497088,Twitter for iPhone,ja,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589926881497088,"昨日はムダ打ち🏌️‍♀️多く
さらに持病発症し早々にダウン

十分な休養をとれたので
今日はまた精力的に過ごす

おはようございます

Wordle 319 4/6

🟨🟨⬜⬜⬜
⬜🟨🟨⬜⬜
🟩🟩🟨🟨⬜
🟩🟩🟩🟩🟩",268657371,False,2022-05-03T20:38:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521589913157787648,Twitter for iPhone,ru,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521589913157787648,"😎

Игра Wordle (RU) День #117 2/6

🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/cVdRjw28kU",984502410822471681,False,2022-05-03T20:37:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'hashtags': [{'start': 48, 'end': 55, 'tag': 'вордли'}], 'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/cVdRjw28kU', 'expanded_url': 'https://wordle.belousov.one/', 'display_url': 'wordle.belousov.one'}]}",,,,
