,id,name,public_metrics,url,description,profile_image_url,entities,location,pinned_tweet_id,protected,username,verified
24,1489310660773257216,Ekaterina Crossdressenko,"{'followers_count': 3, 'following_count': 21, 'tweet_count': 180, 'listed_count': 0}",,"Freelance illustrator. Gender Fluyd. Non Binarie. Fetishist. 
Commissions open. NSFW +18",https://pbs.twimg.com/profile_images/1489311674922414083/7U1D_Hz4_normal.jpg,,,,False,crossdressenko,False
25,1153725338498797568,Alex,"{'followers_count': 851, 'following_count': 1335, 'tweet_count': 28597, 'listed_count': 0}",,"Love to cook!
#THFC
#COYS
#ENICOUT
Love a beer
Love data (only if its good)
Zero tolerance for left wing extremists (and the right too)
PINK FLOYD
🇺🇦🇺🇦🇺🇦",https://pbs.twimg.com/profile_images/1369419607220555782/BUOSwc5T_normal.jpg,"{'description': {'hashtags': [{'start': 14, 'end': 19, 'tag': 'THFC'}, {'start': 20, 'end': 25, 'tag': 'COYS'}, {'start': 26, 'end': 34, 'tag': 'ENICOUT'}]}}",Near a pub,,False,VOD88056105,False
26,1477724673995595785,Rosedark ☭ (free speech arc),"{'followers_count': 309, 'following_count': 248, 'tweet_count': 2119, 'listed_count': 4}",https://t.co/MFyT06ZxaJ,JoJo fan and Marxist Leninist Maoist. I like unhinged long haired men if you couldn’t tell. 17. Autistic. TMA,https://pbs.twimg.com/profile_images/1518743997883293704/pwMmN5Xz_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MFyT06ZxaJ', 'expanded_url': 'http://chairmanrosedark.carrd.co', 'display_url': 'chairmanrosedark.carrd.co'}]}}",He/she/they/it/void,1519454834650402816,False,NotRosedark,False
27,291278926,Gabe Fate,"{'followers_count': 118, 'following_count': 170, 'tweet_count': 2921, 'listed_count': 2}",,Jack of all trades.,https://pbs.twimg.com/profile_images/378800000407732353/0c21eb24a3d76d4487ef3b3a36fc6e51_normal.jpeg,,,,False,gabefate,False
28,484710898,Sarah Louise Bowen,"{'followers_count': 83, 'following_count': 734, 'tweet_count': 1690, 'listed_count': 4}",,,https://pbs.twimg.com/profile_images/1372584142773354496/lGab7gr0_normal.jpg,,,,False,mrssbowen,False
29,733199166,Bob Tonini,"{'followers_count': 357, 'following_count': 1159, 'tweet_count': 5915, 'listed_count': 3}",,,https://pbs.twimg.com/profile_images/2460043478/image_normal.jpg,,,,False,BobTonini,False
30,26642608,Ygor Brandão 🇧🇷🇻🇳,"{'followers_count': 321, 'following_count': 456, 'tweet_count': 23711, 'listed_count': 3}",,No expectations.,https://pbs.twimg.com/profile_images/1470839944369389569/7yMJUfmP_normal.jpg,,Brasil - RN,1250835332393775106,False,ygorbrandao,False
31,297972189,C:\Hank\Heisenberg 🇦🇷🇪🇸🇪🇺 ✊🇺🇦,"{'followers_count': 219, 'following_count': 270, 'tweet_count': 4165, 'listed_count': 4}",,"Work hard™, play hard®.",https://pbs.twimg.com/profile_images/1096189797230505984/AEAcRUgD_normal.png,,Argentina,650092830426271744,False,hank_heisenberg,False
32,84875110,Amy⚾️🦈,"{'followers_count': 2012, 'following_count': 471, 'tweet_count': 6609, 'listed_count': 69}",,"Expert in nuclear theology; facts are facts, opinions are mine alone.",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"Washington, D.C.",1477255231654215680,False,Woolaf,False
33,130609129,Scott Crosson 🐟📈,"{'followers_count': 1360, 'following_count': 594, 'tweet_count': 27770, 'listed_count': 44}",https://t.co/iK6iBNjsGS,Oceans economist for NOAA. Tweets are my own.,https://pbs.twimg.com/profile_images/837683209383079937/QHXyDzNp_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iK6iBNjsGS', 'expanded_url': 'https://scholar.google.com/citations?hl=en&user=jpuPBREAAAAJ&view_op=list_works&sortby=pubdate', 'display_url': 'scholar.google.com/citations?hl=e…'}]}}",Miami,1476914614986317842,False,FishEcon,False
34,233509776,RosaMariaVS 🌻🏊‍♀️🌊,"{'followers_count': 1514, 'following_count': 622, 'tweet_count': 155735, 'listed_count': 33}",https://t.co/Zhd9hnWQmf,"Cansada de deixar-me prendre el pèl. Diuen que sóc molt mala persona, fugiu! Per lluir s’ha de patir.",https://pbs.twimg.com/profile_images/1398647981268779008/t2kiu6ZA_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zhd9hnWQmf', 'expanded_url': 'https://www.instagram.com/rosamariavs/', 'display_url': 'instagram.com/rosamariavs/'}]}}",Cambrils,,False,RosamariVS,False
35,565626273,Sarin Rawal,"{'followers_count': 67, 'following_count': 205, 'tweet_count': 586, 'listed_count': 0}",,"Born and raised in London, moved to Prague and now in Amsterdam. Love sports, love music, love good food, beer and wine but most of all I love my family.",https://pbs.twimg.com/profile_images/1156825416830717952/HbDruoyj_normal.jpg,,,1443459626893185026,False,sarin3009,False
36,698940498711547905,K,"{'followers_count': 23, 'following_count': 567, 'tweet_count': 1121, 'listed_count': 0}",,|🇨🇦|🥎|Habs|S19|Greys|YJ|RED|,https://pbs.twimg.com/profile_images/1457519518868295682/lADnA-9w_normal.jpg,,,1139385077136101377,False,tealover02,False
37,317402897,ᗩᒪᎥ✨🌙,"{'followers_count': 495, 'following_count': 474, 'tweet_count': 2517, 'listed_count': 6}",https://t.co/aegTSpkRp4,"""There were nights where the moon was only meant for her."" ~a.j.lawless #captureandcollect #itsanexperiencenotjustaphotograph @CosmosMovie superfan ✨🌙 she/her",https://pbs.twimg.com/profile_images/1512645597148454912/8Ld8gYbi_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aegTSpkRp4', 'expanded_url': 'http://www.alimcfadzen.com', 'display_url': 'alimcfadzen.com'}]}, 'description': {'hashtags': [{'start': 72, 'end': 90, 'tag': 'captureandcollect'}, {'start': 91, 'end': 125, 'tag': 'itsanexperiencenotjustaphotograph'}], 'mentions': [{'start': 126, 'end': 138, 'username': 'CosmosMovie'}]}}",Planet Earth,1497013626422579204,False,alimcfadzen,False
38,830227435,Cam Rowe 🇺🇦,"{'followers_count': 316, 'following_count': 494, 'tweet_count': 3411, 'listed_count': 2}",,Small town guy. Behavioral econ/fin/rm nerd. Goal: improve life in rural America. Hurley & Badger Alum. Packers & Brew Crew too. All thoughts are my own.,https://pbs.twimg.com/profile_images/1371948932834689031/vsjXj5o3_normal.jpg,,"Spread Eagle, WI",,False,csrowe_2,False
39,135959101,Derek Grygiel,"{'followers_count': 34, 'following_count': 79, 'tweet_count': 1120, 'listed_count': 0}",,"Twins, Packers, and Cyclones fan. Flexing my engineering muscles at Seagate. He/Him/His",https://pbs.twimg.com/profile_images/919701307082072070/87UpsmJo_normal.jpg,,"Rogers, MN",,False,grygielnator,False
40,286865084,Hugo LaKD,"{'followers_count': 343, 'following_count': 593, 'tweet_count': 21662, 'listed_count': 2}",,,https://pbs.twimg.com/profile_images/1421560219293954051/R6gdNvHo_normal.jpg,,rosario,1122290863244234756,False,LaKD_Hugo,False
41,1013582817228414976,shazzy 👽,"{'followers_count': 737, 'following_count': 505, 'tweet_count': 9051, 'listed_count': 5}",https://t.co/P4Wh4qN0PK,25. veggie. an alien in a human suit 👽 priv: @nosleeptonight 🖤 alba gu bràth 🏴󠁧󠁢󠁳󠁣󠁴󠁿  @theplotingary 💕 gaming twitter: @ShannagamiTV 👾 (she/her),https://pbs.twimg.com/profile_images/1481603373136814086/mPs1j1yB_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/P4Wh4qN0PK', 'expanded_url': 'http://twitch.tv/shannagami', 'display_url': 'twitch.tv/shannagami'}]}, 'description': {'mentions': [{'start': 45, 'end': 60, 'username': 'nosleeptonight'}, {'start': 86, 'end': 100, 'username': 'theplotingary'}, {'start': 119, 'end': 132, 'username': 'ShannagamiTV'}]}}","lincs, england / edinburgh",1452283545490272264,False,tttribalism,False
42,280513074,x-SauceOnSide🇨🇦🇱🇺,"{'followers_count': 1392, 'following_count': 3835, 'tweet_count': 634, 'listed_count': 1}",,OILERS. Elks. Grose. Jespo. Stern. Petty. Blue Rodeo. Conan. Killers. Don’t religion and politics. Not left. Not right. Definitely over caffeinated.,https://pbs.twimg.com/profile_images/1516433987052269569/29JcVwH8_normal.jpg,,,,False,daborn68,False
43,1338724514776174593,KJ/Kay,"{'followers_count': 272, 'following_count': 478, 'tweet_count': 5897, 'listed_count': 5}",https://t.co/2QfdU8PjzU,"WIP: Magical Sci-Fantasy (🧚🏾‍♀️, 🪄, 👽 & 🧛🏾‍♀️) I read Speculative, Romance and Mystery |📚: 35/24 |",https://pbs.twimg.com/profile_images/1484968095194169351/dHEDu52P_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2QfdU8PjzU', 'expanded_url': 'https://youtube.com/c/ReadLoveListen', 'display_url': 'youtube.com/c/ReadLoveList…'}]}}",,,False,ReadLoveListen1,False
44,760792832340815872,Darth Jay Harkonnen 🇸🇻,"{'followers_count': 167, 'following_count': 814, 'tweet_count': 1292, 'listed_count': 1}",,You know those evil liberals Fox News warned you about? I'm the worst one.,https://pbs.twimg.com/profile_images/760851761179549696/JHLvDZUL_normal.jpg,,"New Hampshire, USA",,False,MatthewsJay,False
45,24390696,Jayeee,"{'followers_count': 10646, 'following_count': 6134, 'tweet_count': 129541, 'listed_count': 23}",https://t.co/o0dd1Nee1c,Ask me what you wanna know 🤷🏽‍♂️,https://pbs.twimg.com/profile_images/1436302686077472769/k6et5Sd6_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o0dd1Nee1c', 'expanded_url': 'https://www.instagram.com/oo_im_fancy/', 'display_url': 'instagram.com/oo_im_fancy/'}]}}","Washington, DC",1272291673473720321,False,Ooh_Im_Fanceyy,False
46,93697649,Conrad,"{'followers_count': 188, 'following_count': 222, 'tweet_count': 30299, 'listed_count': 12}",,corpse brigade || he/him || trans rights || BLM || 英語 OK,https://pbs.twimg.com/profile_images/1480179058126331905/pnv-ruDu_normal.jpg,,East Coast,670050135632691200,False,turboduomaxwell,False
47,967147525,ChadRussellWE,"{'followers_count': 16, 'following_count': 137, 'tweet_count': 979, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/2887828556/e66995e25594371f8d24fb65cbefcdf8_normal.jpeg,,"Morrisville, NC",,False,ChadRussellWE,False
48,1542247740,S. Lubowitz,"{'followers_count': 155, 'following_count': 568, 'tweet_count': 20487, 'listed_count': 29}",,Tweets are my own.,https://pbs.twimg.com/profile_images/706212530914533376/1s6b7Tmf_normal.jpg,,,,False,SueLubowitz,False
49,856400166676508672,laura.,"{'followers_count': 66, 'following_count': 104, 'tweet_count': 8838, 'listed_count': 0}",,"twitchy, witchy, bitchy | black lives matter | they/she thanks | boston-area librarian and writer",https://pbs.twimg.com/profile_images/1394085223722274816/H-qTHFe4_normal.jpg,,"Boston, MA",1367898635036409861,False,queerasfox,False
50,151703313,Sister of the Moon 🌒🌕🌘,"{'followers_count': 4059, 'following_count': 4998, 'tweet_count': 104174, 'listed_count': 49}",https://t.co/QRlejzOIFd,"🏳️‍🌈...Mom of 4, 3 grandsons, 4 granddaughters. Atheist lesbian cat loving bibliophile. 🚫Blocked by James Woods!🚫",https://pbs.twimg.com/profile_images/1498257595131387909/p8LB7NBq_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QRlejzOIFd', 'expanded_url': 'https://cash.app/$MoonMotherof5', 'display_url': 'cash.app/$MoonMotherof5'}]}}","North Carolina, USA",1505897071735611393,False,EmilyRB,False
51,897784249582891008,ブラッケン,"{'followers_count': 1310, 'following_count': 974, 'tweet_count': 100109, 'listed_count': 9}",,小室哲哉四天王［華原朋美、globe、TRF。安室奈美恵垢 @chasetc738 ］箱推し❗️カハラー・glober・アムラー、TM NETWORK・FANKS、宇都宮隆、木根尚登、工藤静香、MAX、城、歴史、地理、登山、遺産（世界遺産学検定2級）、新幹線、スターウォーズ、DeNAベイスターズ。ドラマ。木村拓哉,https://pbs.twimg.com/profile_images/1367699659188178945/5US1TpHS_normal.jpg,"{'description': {'mentions': [{'start': 30, 'end': 41, 'username': 'chasetc738'}]}}",横浜市,1427284028307111939,False,burakken20,False
52,386297960,JingleWhore 🤡,"{'followers_count': 660, 'following_count': 295, 'tweet_count': 116683, 'listed_count': 15}",https://t.co/XSCK7oiqej,Photographer 📷,https://pbs.twimg.com/profile_images/1482481514344501256/eRHSeYRr_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XSCK7oiqej', 'expanded_url': 'https://instagram.com/lauraguijarrophoto?igshid=1dxyinvrshi5n', 'display_url': 'instagram.com/lauraguijarrop…'}]}}",,1356918779205341185,False,LaJingleWhore,False
53,84544792,姜隆志,"{'followers_count': 603, 'following_count': 647, 'tweet_count': 1656, 'listed_count': 14}",,"3Dと音楽で、仲間を幸せにしたい！ 週末音楽家クラリネット担当。 平日はCADmeisterというCADCAMを軸に、３次元測定機など3D関連ソリューションを営業してます。主に西日本に出没。3D Solutions Sales Specialist. Clarinetist in Osaka, Japan.",https://pbs.twimg.com/profile_images/783437670697414656/s2JoQLfF_normal.jpg,,広島在住。休日は大阪。西日本全域に出没,,False,gypcla,False
54,883799922583195650,Monica Mandell,"{'followers_count': 16, 'following_count': 202, 'tweet_count': 452, 'listed_count': 0}",,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,False,monicalmsw,False
55,138592765,ふじみや,"{'followers_count': 425, 'following_count': 464, 'tweet_count': 135963, 'listed_count': 0}",,"アニメウマ娘を見てください。
どうしてこんな馬(ウマ)まみれの生活に",https://pbs.twimg.com/profile_images/1258297218827575301/mQuLm-Wa_normal.jpg,,みゃーとかぎゃーとか言ったり言わんかったり,,False,FujimiyaY_3,False
56,82385381,liyanazahtul,"{'followers_count': 281, 'following_count': 307, 'tweet_count': 79785, 'listed_count': 12}",https://t.co/w4cGsfOPyB,Hamim Aaqil ❤️,https://pbs.twimg.com/profile_images/515353329262542849/9RkNd0OC_normal.jpeg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/w4cGsfOPyB', 'expanded_url': 'http://www.facebook.com/lyana.naza', 'display_url': 'facebook.com/lyana.naza'}]}}",Selangor,1125755792563494912,False,lyanaza,False
57,847580676744396801,Lisa Niswonger,"{'followers_count': 35, 'following_count': 1308, 'tweet_count': 423, 'listed_count': 3}",,HS teacher and lover of history. Mother to the cutest fur baby.,https://pbs.twimg.com/profile_images/847590378970763264/3chSKGwh_normal.jpg,,"Dardenne Prairie, MO",,False,lisa_niswonger,False
58,2151869506,Sherine,"{'followers_count': 219, 'following_count': 519, 'tweet_count': 1517, 'listed_count': 2}",,,https://pbs.twimg.com/profile_images/378800000643718666/7962ce8845a58e6edf77e94fe7fdeef4_normal.jpeg,,,,False,slosbourne,False
59,102650839,Giulia Crepaldi,"{'followers_count': 346, 'following_count': 1594, 'tweet_count': 4862, 'listed_count': 10}",,Food & nutrition journalist. 🧶🍜🪴 She/her  Opinions are my own.,https://pbs.twimg.com/profile_images/1249043988138647557/hbBrK-RL_normal.jpg,,"Rescaldina, Italy",,False,GiuliaC89,False
60,897817209103364096,Barry Blair,"{'followers_count': 209, 'following_count': 168, 'tweet_count': 476, 'listed_count': 0}",,"AVID Coordinator, AVID Elective Teacher, and English Teacher at Tuscarora High School in Leesburg, VA.",https://pbs.twimg.com/profile_images/1074871846938525697/rnDc5nTZ_normal.jpg,,"Virginia, USA",,False,Mr_Blair_THS,False
61,44430557,Jamie Laboust,"{'followers_count': 752, 'following_count': 722, 'tweet_count': 44744, 'listed_count': 17}",,"Union, flyers, chelsea fc and music. I'm angry a lot, sometimes comedic.",https://pbs.twimg.com/profile_images/1282332777476689920/gC5GLY5H_normal.jpg,,"40.169582,-74.842744",,False,AndyPace_KSU,False
62,1395442675395010560,"woodstock, or whatever","{'followers_count': 56, 'following_count': 190, 'tweet_count': 2837, 'listed_count': 0}",https://t.co/BPAYIh8Kex,i watch movies. a lot of movies.,https://pbs.twimg.com/profile_images/1516604114553163781/dMZFqt_Z_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BPAYIh8Kex', 'expanded_url': 'https://boxd.it/11Amp', 'display_url': 'boxd.it/11Amp'}]}}",,1471716370278662145,False,itsjust_ike,False
63,782476219644252160,María,"{'followers_count': 104, 'following_count': 84, 'tweet_count': 2294, 'listed_count': 0}",,Farmacia US,https://pbs.twimg.com/profile_images/1408873513641984002/zQhdut1N_normal.jpg,,,1402323029951238149,False,xvlkvwx,False
64,244306378,Joseph Armone,"{'followers_count': 54, 'following_count': 432, 'tweet_count': 3256, 'listed_count': 1}",,"i am from bklyn, ny. fan of. TWC det tigers & RW ny knicks & jets cooking, ebay, dcuo,  pokemon. transformers  met my wife online",https://pbs.twimg.com/profile_images/1318908730457600003/DifoE-Cq_normal.jpg,,western ky,,False,JWARMONE0728,False
65,1026482210851966976,Cheryljones412,"{'followers_count': 128, 'following_count': 296, 'tweet_count': 11429, 'listed_count': 0}",,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,False,cheryljones412,False
