,location,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,pinned_tweet_id,entities
20,República catalana,Israel Barceló 小罗 🖖🏻🇦🇲,False,https://t.co/TVuARPqSv6,False,"{'followers_count': 311, 'following_count': 354, 'tweet_count': 26934, 'listed_count': 14}",Sediciós i republicà. Bot veneçolà a temps parcial i rus a temps complert amb contactes amb els bots xinesos. #BaixLlobregat #NoUE #emojicat #l·l,https://pbs.twimg.com/profile_images/1159569753398239234/HQXjWGNG_normal.jpg,israelbarcelo,267417926,720247251516440576,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TVuARPqSv6', 'expanded_url': 'http://www.flickr.com/photos/isbach80/', 'display_url': 'flickr.com/photos/isbach8…'}]}, 'description': {'hashtags': [{'start': 110, 'end': 124, 'tag': 'BaixLlobregat'}, {'start': 125, 'end': 130, 'tag': 'NoUE'}, {'start': 131, 'end': 140, 'tag': 'emojicat'}, {'start': 141, 'end': 145, 'tag': 'l·l'}]}}"
21,,fai is t r t k n,False,,False,"{'followers_count': 135, 'following_count': 256, 'tweet_count': 6476, 'listed_count': 0}",open jasa terjemah English - Indonesia - Arab.,https://pbs.twimg.com/profile_images/1487932650354581504/xiXWQUYS_normal.jpg,voulezvouzzz,1138001928070152193,,
22,,Ph.D Skald,False,,False,"{'followers_count': 80, 'following_count': 222, 'tweet_count': 3733, 'listed_count': 1}","Aristokrat. Amerikalı sosyoelit, şarkıcı, oyuncu, manken, moda tasarımcısı, Hilton otellerinin varisi.",https://pbs.twimg.com/profile_images/1323566505158758401/wXOoHIl1_normal.jpg,murverana,1318098473175207937,,
23,Melbourne,Marese 💉💉💉 💙💛🇺🇦,False,,False,"{'followers_count': 1144, 'following_count': 2316, 'tweet_count': 38659, 'listed_count': 1}",Life is a daring adventure ~ or nothing at all. Thinker ~ passionate about justice and the need for change in Australia. Morrison must go ~ & his party!!!,https://pbs.twimg.com/profile_images/1518111613085425664/Qzn77Ok8_normal.jpg,MareseCarver,2402883601,1516024436524466186,
24,Potsdam,Johannes Barber (he/him),False,https://t.co/60C9NxXOrh,False,"{'followers_count': 66, 'following_count': 1092, 'tweet_count': 25445, 'listed_count': 3}",Cis/ White/ Gay/ He/Him/ BLM - A ghost in the corner of my eye,https://pbs.twimg.com/profile_images/1236626938992758785/S09eJ0HP_normal.jpg,souphater,221874547,1507758237206163456,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/60C9NxXOrh', 'expanded_url': 'http://www.last.fm/user/souphater', 'display_url': 'last.fm/user/souphater'}]}}"
25,lexi 💕,lydia⁷✨,False,https://t.co/DNNKn3nKAI,False,"{'followers_count': 766, 'following_count': 718, 'tweet_count': 12804, 'listed_count': 10}",yoongi forehead enthusiast | blond jungkook agenda | baby atiny | 97 liner 🇬🇧 {she/her},https://pbs.twimg.com/profile_images/1510721469638230027/H8j7Omp5_normal.jpg,softboyyoonie,3949955433,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DNNKn3nKAI', 'expanded_url': 'https://curiouscat.me/softboyyoonie', 'display_url': 'curiouscat.me/softboyyoonie'}]}}"
26,İstanbul-İzmir,engin,False,,False,"{'followers_count': 79, 'following_count': 864, 'tweet_count': 3153, 'listed_count': 0}",Eğitim - senli  ihraç Matematikçi,https://pbs.twimg.com/profile_images/1488583044768358401/_EHJAOoL_normal.jpg,engindemiro,957687928892817408,1311243993586507776,
27,New Zealand,Michèle A'Court,False,https://t.co/DiqdG6GKUK,True,"{'followers_count': 12134, 'following_count': 3354, 'tweet_count': 15244, 'listed_count': 141}","Comedian, Writer & Social Commentator. Triple Vaxxed. Author - How We Met (2018); Stuff I Forgot To Tell My Daughter (2015) - Harper Collins. She/Her",https://pbs.twimg.com/profile_images/1358898311080550403/6qaK9Cct_normal.jpg,MicheleACourt,66300624,846990564503490560,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DiqdG6GKUK', 'expanded_url': 'http://www.micheleacourt.com', 'display_url': 'micheleacourt.com'}]}}"
28,,Ellie Harleen Isley 🏳️‍⚧️☭🇵🇸💙🦖,False,,False,"{'followers_count': 292, 'following_count': 724, 'tweet_count': 8404, 'listed_count': 0}","Avid gamer, socialist, autistic, ADHD, I am the Pretty Guardian who fights for Love and for Justice! #FreePalestine, #BlackLivesMatter, she/her",https://pbs.twimg.com/profile_images/1410724262495801351/gcZy6unV_normal.jpg,Neonecrosis2,1116398239543119874,,"{'description': {'hashtags': [{'start': 101, 'end': 115, 'tag': 'FreePalestine'}, {'start': 117, 'end': 134, 'tag': 'BlackLivesMatter'}]}}"
29,,Ari Tempor,False,,False,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 34, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,ari_tempor,1487478808819208192,,
30,,Courtney,False,,False,"{'followers_count': 379, 'following_count': 373, 'tweet_count': 14136, 'listed_count': 16}","Come for the wordle, stay for the memes. I’m a kindergarten teacher that plays Animal Crossing and Danganronpa.",https://pbs.twimg.com/profile_images/1520467089160650754/zUtiWHuO_normal.jpg,loonyluna48,16640577,1264996573945233408,
31,Rosario,·Fio·,False,,False,"{'followers_count': 793, 'following_count': 426, 'tweet_count': 79103, 'listed_count': 3}","💜💚 ·cARc· — Fiorella —Quiero ser ingeniera, como el fetito.",https://pbs.twimg.com/profile_images/1441172555277037579/9HNMxBqE_normal.jpg,fioreerc,178143465,,
32,VALENCIA,#GABILATORRE,False,,False,"{'followers_count': 106, 'following_count': 582, 'tweet_count': 2020, 'listed_count': 9}",,https://pbs.twimg.com/profile_images/1371142432142860288/GpSLWpXQ_normal.jpg,DKTGORIA1958,271018895,,
33,"İstanbul, Türkiye",kemal aydoğan,False,https://t.co/WL6qj4Q4Bt,False,"{'followers_count': 12625, 'following_count': 3852, 'tweet_count': 88843, 'listed_count': 18}",@modasahnesi,https://pbs.twimg.com/profile_images/1456910737046134787/4ycWeN6e_normal.jpg,k_aydogan,571621084,1520658101950685184,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WL6qj4Q4Bt', 'expanded_url': 'http://www.modasahnesi.com', 'display_url': 'modasahnesi.com'}]}, 'description': {'mentions': [{'start': 0, 'end': 12, 'username': 'modasahnesi'}]}}"
34,,Apça,False,https://t.co/EwZlSkn5m4,False,"{'followers_count': 8529, 'following_count': 647, 'tweet_count': 16349, 'listed_count': 9}","Apça ve Bal adında 2 tane kedim var, bana yeter",https://pbs.twimg.com/profile_images/1379752637202042884/YEzcyex5_normal.jpg,apcayiz,1224381424276582402,1444776542962343937,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EwZlSkn5m4', 'expanded_url': 'http://www.instagram.com/apcayim', 'display_url': 'instagram.com/apcayim'}]}}"
35, 🏠,oka,False,,False,"{'followers_count': 468, 'following_count': 951, 'tweet_count': 25659, 'listed_count': 58}",すみっこで暮らしています.,https://pbs.twimg.com/profile_images/1713251565/image_normal,blueforth,27182884,,
36,India,Nephisha,False,,False,"{'followers_count': 252, 'following_count': 15, 'tweet_count': 3152, 'listed_count': 1}","You may find me falling in love with Economics, Music, Plants, Lecture, Books, Sarcasm, Debate, Commerce, Arts & Ethics | Womanist | La Sanguine Wench 🧶🕯",https://pbs.twimg.com/profile_images/1519353378660257793/q1Rsow84_normal.jpg,Nephisha,382327367,1398630717911826433,
37,ur mom,Idk,False,,False,"{'followers_count': 26, 'following_count': 254, 'tweet_count': 2028, 'listed_count': 1}",idrk what i’m doing either  (i will spoil stuff so be cautious),https://pbs.twimg.com/profile_images/1363815759013683203/8oTEsgMm_normal.jpg,hamadthegoat_,1183789107857768449,1521612855530897410,
38,,living for tony stark,False,,False,"{'followers_count': 161, 'following_count': 239, 'tweet_count': 20006, 'listed_count': 3}",19 any pronouns,https://pbs.twimg.com/profile_images/1462211896002629648/yCdzpfoj_normal.jpg,gleeksana,1362351488870268928,,
39,青森八戸→京都→東京→San Diego→東京,ソフィーさん🌈,False,https://t.co/wVB2hcD0Ix,False,"{'followers_count': 561, 'following_count': 665, 'tweet_count': 10054, 'listed_count': 9}","無言でフォロー失礼します/#朝渋/ 製薬業 薬剤師/ウェルビーイング・ダイアログ・カード認定ファシリテータ/調和性,公平性,学習欲,収集心,運命思考/ #青森 #八戸 #ジグソーパズル #読書 #朝散歩 #短歌 #567ability  #岡村ちゃん ※発言は個人の見解であり、所属する組織の見解ではありません。",https://pbs.twimg.com/profile_images/1360866945990496257/NNmpPbKP_normal.jpg,MikakoYoneda,1092027840873123840,1307059068855562240,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wVB2hcD0Ix', 'expanded_url': 'https://note.com/my_online', 'display_url': 'note.com/my_online'}]}, 'description': {'hashtags': [{'start': 13, 'end': 16, 'tag': '朝渋'}, {'start': 76, 'end': 79, 'tag': '青森'}, {'start': 80, 'end': 83, 'tag': '八戸'}, {'start': 84, 'end': 92, 'tag': 'ジグソーパズル'}, {'start': 93, 'end': 96, 'tag': '読書'}, {'start': 97, 'end': 101, 'tag': '朝散歩'}, {'start': 102, 'end': 105, 'tag': '短歌'}, {'start': 106, 'end': 117, 'tag': '567ability'}, {'start': 119, 'end': 125, 'tag': '岡村ちゃん'}]}}"
40,,icedakman,False,,False,"{'followers_count': 121, 'following_count': 401, 'tweet_count': 33172, 'listed_count': 7}",ゲームばっかやってる,https://pbs.twimg.com/profile_images/972709389067993088/NfF48iJw_normal.jpg,icedakman,89973713,,
41,United Kingdom,//Sophie//,False,,False,"{'followers_count': 108, 'following_count': 461, 'tweet_count': 2245, 'listed_count': 4}",Just here waiting for Line of Duty season 7 to be announced. And fighting social injustices 💪🏻 Not necessarily in that order.,https://pbs.twimg.com/profile_images/600031796240228353/TzGeXYUc_normal.jpg,justsophie_1,1107147079,,
42,,Aya,False,,False,"{'followers_count': 6, 'following_count': 26, 'tweet_count': 665, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1480623633823412227/oHxYZHg5_normal.jpg,Ayah__________,1464392050896478223,1503370772261355520,
43,Philippines,Karla Redor,False,https://t.co/gJp61BiDNQ,False,"{'followers_count': 1383, 'following_count': 1172, 'tweet_count': 13706, 'listed_count': 58}",banker / blogger / amateur photographer,https://pbs.twimg.com/profile_images/1209642830764789760/DcQRpzQu_normal.jpg,karlaredor,1820891,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gJp61BiDNQ', 'expanded_url': 'https://www.rockersworld.com', 'display_url': 'rockersworld.com'}]}}"
44,ライブハウス,めんまトロギア,False,,False,"{'followers_count': 253, 'following_count': 394, 'tweet_count': 23848, 'listed_count': 6}","THE BACK HORNが好きです
R3/05/17誕男児の母になりました",https://pbs.twimg.com/profile_images/980227177760174080/Cwz05XTU_normal.jpg,slpseep_tbh,1936322480,,
45,San Diego Ca USA,DeWayneH_SAN,False,https://t.co/I0Y5j1VwM8,False,"{'followers_count': 236, 'following_count': 1577, 'tweet_count': 4742, 'listed_count': 7}","50 something California native, interested in History,Politics, love SciFi and classic film.",https://pbs.twimg.com/profile_images/1482526974136381442/CM6rfnmG_normal.jpg,DeWayneH_SAN,398749261,1429875369260175365,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/I0Y5j1VwM8', 'expanded_url': 'https://www.facebook.com/dewayneinsd', 'display_url': 'facebook.com/dewayneinsd'}]}}"
46,,Nadriye Gürpınar,False,,False,"{'followers_count': 1, 'following_count': 55, 'tweet_count': 176, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NadriyeGrpnar,461069470,,
47,,Ponta,False,,False,"{'followers_count': 14, 'following_count': 110, 'tweet_count': 875, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1497480602156560387/vU0h8INp_normal.jpg,Ponta_MLP,831642182394130434,1514079076780109825,
48,,Hima Nanda,False,,False,"{'followers_count': 21, 'following_count': 225, 'tweet_count': 1707, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,hima_nanda,168937549,,
49,,YannisM,False,,False,"{'followers_count': 30, 'following_count': 162, 'tweet_count': 1685, 'listed_count': 1}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,YannisM20,1323530849854390272,,
50,18 | carrd byf | she/her | ot7,𓆑,False,https://t.co/jQXI6JvdT6,False,"{'followers_count': 1132, 'following_count': 1089, 'tweet_count': 99996, 'listed_count': 38}",j i m i n this is my name jimin,https://pbs.twimg.com/profile_images/1506058314781757441/CEqm4oAz_normal.jpg,run2jimin,1019380316606205952,1499906047938646017,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jQXI6JvdT6', 'expanded_url': 'http://chaerminie.carrd.co', 'display_url': 'chaerminie.carrd.co'}]}}"
51,"Oklahoma City, OK",Alex Mcewen,False,https://t.co/MB7R3Da8Kz,False,"{'followers_count': 590, 'following_count': 1480, 'tweet_count': 48449, 'listed_count': 19}","Contributor for @SirCharlesIC & @CulturessFS | Scribe on @DailyThunder | Freelance writer always open to a job | Basketball junkie, movie addict, & music expert",https://pbs.twimg.com/profile_images/536005286327095296/FgfgV-dP_normal.jpeg,eflame_717,2887658477,851231580857217024,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MB7R3Da8Kz', 'expanded_url': 'https://dailythunder.com/author/amcewen/', 'display_url': 'dailythunder.com/author/amcewen/'}]}, 'description': {'mentions': [{'start': 16, 'end': 29, 'username': 'SirCharlesIC'}, {'start': 32, 'end': 44, 'username': 'CulturessFS'}, {'start': 57, 'end': 70, 'username': 'DailyThunder'}]}}"
52,rushden,shell dillon-redmile 🦁,False,,False,"{'followers_count': 452, 'following_count': 1260, 'tweet_count': 20406, 'listed_count': 12}","Totally obssessed with Peter Andre .
R.I.P.Prince..always purple
!Aston Villa are the best team in the Midlands!!!UTV 
Vegan..gym junkie
#FNDwarrior",https://pbs.twimg.com/profile_images/1511371975951716364/7KEx7i4Z_normal.png,villagal1,27955725,,"{'description': {'hashtags': [{'start': 137, 'end': 148, 'tag': 'FNDwarrior'}]}}"
53,İstanbul,Nurhan Usta Tekvar,False,,False,"{'followers_count': 88, 'following_count': 238, 'tweet_count': 3011, 'listed_count': 0}",Deutsche Schule İstanbul İstanbul Üniversitesi İngiliz Dili  ve Edebiyatı Emekli Okutman,https://pbs.twimg.com/profile_images/776828255701757953/CU2n_XcE_normal.jpg,NTekvar,776812252620029952,,
54,,a.,False,,False,"{'followers_count': 478, 'following_count': 406, 'tweet_count': 52307, 'listed_count': 2}",it’s just vibes,https://pbs.twimg.com/profile_images/1513671207371309059/N5_QDZ3r_normal.jpg,AlalaMarie,2187226598,1503125113264173056,
55,,Brando,False,https://t.co/DNhiCBJVcv,False,"{'followers_count': 4516, 'following_count': 258, 'tweet_count': 124610, 'listed_count': 14}","AKA Rlcemaster3. Vtubers, video games, VNs (and anime).  Military uniform and drill hair enthusiast",https://pbs.twimg.com/profile_images/1478679259816337411/xzF0zT15_normal.jpg,TheBrando2,2404050464,1498996624177176581,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DNhiCBJVcv', 'expanded_url': 'https://www.youtube.com/watch?v=jGWFDZ33UCU', 'display_url': 'youtube.com/watch?v=jGWFDZ…'}]}}"
56,Newfoundland and Labrador,Lois Gill--Stuffed At the Gill's,False,https://t.co/G6dP1z0NfU,False,"{'followers_count': 99, 'following_count': 125, 'tweet_count': 1580, 'listed_count': 0}","Author of ""Stuffed At the Gill's"" #vegetariancooking and #baking food blog. Retired teacher. Central NL.",https://pbs.twimg.com/profile_images/862666581830242304/lTUK9-zx_normal.jpg,loisisabellagil,862658587704905728,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G6dP1z0NfU', 'expanded_url': 'https://stuffedatthegills.ca/', 'display_url': 'stuffedatthegills.ca'}]}, 'description': {'hashtags': [{'start': 34, 'end': 52, 'tag': 'vegetariancooking'}, {'start': 57, 'end': 64, 'tag': 'baking'}]}}"
57,Any pronouns ,AYUP Kayla // Proud of Ranboo,False,https://t.co/MJMyD7q2Iy,False,"{'followers_count': 159, 'following_count': 761, 'tweet_count': 11020, 'listed_count': 9}",I’m going full man mode. Bootwt my beloved. trgc my beloved. Private- @Kayla_hiding,https://pbs.twimg.com/profile_images/1520638235059228672/Qv8Hav-q_normal.jpg,KaylaParticle24,1346716431933612038,1371316351449530370,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MJMyD7q2Iy', 'expanded_url': 'https://kaylaparticle.carrd.co', 'display_url': 'kaylaparticle.carrd.co'}]}, 'description': {'mentions': [{'start': 70, 'end': 83, 'username': 'Kayla_hiding'}]}}"
58,"Osaka-fu, Japan",Matsumoto Shohei,False,,False,"{'followers_count': 69, 'following_count': 254, 'tweet_count': 531, 'listed_count': 1}",ロボットの知能化、美味しい食べ物に興味があります。,https://pbs.twimg.com/profile_images/1101863197/image_normal.jpg,matsushohei,163812005,,
59,ישראל,yuri,False,,False,"{'followers_count': 214, 'following_count': 375, 'tweet_count': 14118, 'listed_count': 5}",hebrew/english / jrpg dumbass / he/him / 16,https://pbs.twimg.com/profile_images/1503298058758627329/0A-lq_hg_normal.jpg,yuribahur,1020367863876636673,1514355612016156673,
60,Unceded lands of Kulin Nation ,donnalorenze,False,,False,"{'followers_count': 300, 'following_count': 975, 'tweet_count': 3810, 'listed_count': 0}","Environmentalist, socialist, anti-colonialist, mother of beautiful teenage boy, lover of nature & art, social justice & health equity activist.",https://pbs.twimg.com/profile_images/1492055330057961472/yRK9wdSa_normal.jpg,donnalorenze1,1232815856175828992,,
61,Athens- Tripoli /Greece,Mojaki✧Joestarks🏳️‍🌈,False,https://t.co/J9ePK70VS0,False,"{'followers_count': 247, 'following_count': 503, 'tweet_count': 15394, 'listed_count': 4}","✧ Everglow Forever let's go ✧

he/him | 22 | AR 58 EU

no thoughts heads empty, jjk volume 11 cover",https://pbs.twimg.com/profile_images/1488211771131367425/DwnuCcx0_normal.jpg,JoeMojaki,1072071047283990528,1120663905645289472,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/J9ePK70VS0', 'expanded_url': 'https://joemojaki.carrd.co/', 'display_url': 'joemojaki.carrd.co'}]}}"
62,"lutruwita, Tasmania",Risky Squatpump,False,https://t.co/GLvm51bFOS,False,"{'followers_count': 417, 'following_count': 1417, 'tweet_count': 15969, 'listed_count': 4}","I walk around like everything’s fine, but deep down, inside my shoe, my sock is sliding off. Star Wars / 3D Printing / Props",https://pbs.twimg.com/profile_images/1467597569433878533/QTxAPTM0_normal.jpg,iampoopsmcgee1,1219208461759569920,1469543844525993984,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GLvm51bFOS', 'expanded_url': 'https://tinyurl.com/yzejrkft', 'display_url': 'tinyurl.com/yzejrkft'}]}}"
63,"Cajititlan, Jal.",Ábel Zoc's 💀,False,https://t.co/4nXIHOzzc2,False,"{'followers_count': 546, 'following_count': 1908, 'tweet_count': 33843, 'listed_count': 11}",¿Que haces aquí? ¡¡¡Ponte a trabajar!!!,https://pbs.twimg.com/profile_images/2793906527/20b1770c9a1ca16b2fae0c2a79b2749a_normal.jpeg,Zocles,41229778,8373276702,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4nXIHOzzc2', 'expanded_url': 'http://bit.ly/BucheDePiedritas', 'display_url': 'bit.ly/BucheDePiedrit…'}]}}"
