id,profile_image_url,description,name,public_metrics,url,protected,verified,username,entities,location,pinned_tweet_id
29604023.0,https://pbs.twimg.com/profile_images/604368888290091010/YKWCatdX_normal.jpg,"Storyteller, writer, actor, voice artist.
'That which was from the beginning, which we have heard, . . . concerning the Word of life . . . '
1 John 1:1",Ashton Cynthia Clarke,"{'followers_count': 406, 'following_count': 221, 'tweet_count': 1175, 'listed_count': 34}",https://t.co/vowQ14E5Pi,False,False,LightingSearch,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vowQ14E5Pi', 'expanded_url': 'https://youtube.com/AshtonCynthiaClarke', 'display_url': 'youtube.com/AshtonCynthiaC…'}]}}",USA,
2361162531.0,https://pbs.twimg.com/profile_images/1511110241278218255/Fnlw5zS__normal.jpg,"Maestra en Educación Primaria-UCM.👣
Teacher in Primary School.",Cristina,"{'followers_count': 1111, 'following_count': 538, 'tweet_count': 74286, 'listed_count': 2}",,False,False,criis1812,,,1.4022080433587323e+18
26479947.0,https://pbs.twimg.com/profile_images/1497127834459987973/Uqxit1Py_normal.jpg,"Husband. Father. Adopted Geordie. TV, Movies and Gaming.

#NUFC",Alex,"{'followers_count': 150, 'following_count': 331, 'tweet_count': 5849, 'listed_count': 3}",,False,False,Fordsmith9,"{'description': {'hashtags': [{'start': 58, 'end': 63, 'tag': 'NUFC'}]}}",,
257724037.0,https://pbs.twimg.com/profile_images/436758631162580992/KhRJbu43_normal.jpeg,"Fair weather cyclist, Burnley fan single & almost twice as old as I think I am. Anything I tweet is my own view & not necessarily meant to be taken seriously.",andrew day,"{'followers_count': 398, 'following_count': 528, 'tweet_count': 13219, 'listed_count': 8}",,False,False,dazzle961,,Bleggburrrrrn,
2991238461.0,https://pbs.twimg.com/profile_images/1429174063948304390/H-KY7GSp_normal.jpg,"una vez fui tuitstar. desde entonces sobrevivo como tuitero de fortuna. si usted tiene algún problema y me encuentra, quizás pueda retuitearme.",Jon,"{'followers_count': 219, 'following_count': 384, 'tweet_count': 41327, 'listed_count': 2}",,False,False,jonccjb,,invernalia,1.5204878747093156e+18
1.2072848046113997e+18,https://pbs.twimg.com/profile_images/1388777302444609536/89k3hiw6_normal.jpg,un poco caótica,g🌻🌻,"{'followers_count': 219, 'following_count': 237, 'tweet_count': 4383, 'listed_count': 0}",,False,False,gloriaarecondo,,"Vigo, Galicia",1.5197699527099802e+18
76444880.0,https://pbs.twimg.com/profile_images/1477727221980831752/6xyagWj6_normal.jpg,👩‍❤️‍👨👨‍👩‍👧‍👦📚🍸 🥂I also tweet for @NeashamRdMotors NO DM's,Dawn,"{'followers_count': 250, 'following_count': 564, 'tweet_count': 29209, 'listed_count': 3}",,False,False,dawnn_j,"{'description': {'mentions': [{'start': 34, 'end': 50, 'username': 'NeashamRdMotors'}]}}","Darlington, County Durham",
464023932.0,https://pbs.twimg.com/profile_images/860575671315177472/3MAscPX7_normal.jpg,#PhD Research radiographer. NIHR Lead advocate for radiographers & training lead for Leeds BRC. Clinical Director for the LAHP. London 2012 lead radiographer.😻,Dr. Carole Burnett,"{'followers_count': 3342, 'following_count': 4367, 'tweet_count': 117037, 'listed_count': 67}",,False,False,stewieandmilou,"{'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': 'PhD'}]}}","Leeds, England",
1.2517793847273677e+18,https://pbs.twimg.com/profile_images/1251780048622743553/23nXUSLT_normal.jpg,lakers.,a,"{'followers_count': 4, 'following_count': 68, 'tweet_count': 695, 'listed_count': 0}",,False,False,alwlaker,,"California, USA",
1.0940017553759683e+18,https://pbs.twimg.com/profile_images/1476675512185597956/vJCozUv6_normal.jpg,"Teaching Assistant, Yeovil Town season ticket holder, lover of darts, joke teller, all round good guy",Ian Whatmore,"{'followers_count': 73, 'following_count': 165, 'tweet_count': 1445, 'listed_count': 0}",,False,False,IanWhatmore,,"Yeovil, England",1.4301851608053432e+18
1885143714.0,https://pbs.twimg.com/profile_images/1400801817223593992/lF4K-CTd_normal.jpg,meh 😒 Insta: https://t.co/STDk3Lnhv4,tindtind👨🏻‍🦲,"{'followers_count': 137, 'following_count': 431, 'tweet_count': 2130, 'listed_count': 1}",,False,False,raoali92,"{'description': {'urls': [{'start': 13, 'end': 36, 'url': 'https://t.co/STDk3Lnhv4', 'expanded_url': 'http://instagram.com/raoali92', 'display_url': 'instagram.com/raoali92'}]}}","Dubai, United Arab Emirates",
518628104.0,https://pbs.twimg.com/profile_images/1521407171598200837/6XlgiUA3_normal.jpg,"I am one of those melodramatic fools, neurotic to the bone. No doubt about it. Sometimes I give myself the creeps.
Sometimes my mind plays tricks on me.",Juan Muñiz,"{'followers_count': 988, 'following_count': 2060, 'tweet_count': 164007, 'listed_count': 67}",https://t.co/FI9g6EQUqN,False,False,JuanMunizS,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FI9g6EQUqN', 'expanded_url': 'http://yonoinventeelmundo.blogspot.com.es/', 'display_url': 'yonoinventeelmundo.blogspot.com.es'}]}}",Sporting Gijón/KC Chiefs/NYR,1.459160431252185e+18
14237963.0,https://pbs.twimg.com/profile_images/1484629655395184650/IUbUGnII_normal.jpg,"Does computery stuff, now having fun with my EASA PPL(A) as often as possible. Now pondering the next step! Revisiting my childhood love of aviation!",Mark Fendley 🇺🇦,"{'followers_count': 593, 'following_count': 1785, 'tweet_count': 36001, 'listed_count': 25}",,False,False,markfendley,,Kent,
361268234.0,https://pbs.twimg.com/profile_images/1483374447398735873/P18Jz_bU_normal.jpg,Madridista. En @lagalerna_ . 🇪🇸 🇫🇷 🇬🇧,"Athos Dumas, Mosquetero. ⚔️","{'followers_count': 5927, 'following_count': 1993, 'tweet_count': 74051, 'listed_count': 85}",,False,False,AthosDumasE,"{'description': {'mentions': [{'start': 15, 'end': 26, 'username': 'lagalerna_'}]}}",Estadio Santiago Bernabéu,1.353626276028887e+18
1864936759.0,https://pbs.twimg.com/profile_images/863411700422389763/SESfaRxt_normal.jpg,"♥♥♥♥Hic Sunt Dracones!♥♥♥♥     ~~♥♥♥(Here Be Dragons!)♥♥♥~~  ~♥~Peace, Love, & Pentatonix!~♥~  ~~~Author of 'Dragon Believer'~~~  ~I am *NOT AVI* but a lady~💃",HicSuntDracones,"{'followers_count': 841, 'following_count': 869, 'tweet_count': 131444, 'listed_count': 49}",,False,False,Trinka_B,,At ... my desk,
24024594.0,https://pbs.twimg.com/profile_images/827501482085867520/i3xAkamp_normal.jpg,I demand a better future. (Mr D. Bowie) 2002,Phyllis Gillis,"{'followers_count': 155, 'following_count': 704, 'tweet_count': 6467, 'listed_count': 0}",,False,False,Squeeam,,"Kenilworth, England",
1374789793.0,https://pbs.twimg.com/profile_images/1512542203406696457/p0I9REx0_normal.jpg,"(26) Filóloga inglesa y traductora audiovisual. 
Gamer · Yoga· Trekking· Literatura

Instagram: ainhoa. rc",A.🐾,"{'followers_count': 742, 'following_count': 719, 'tweet_count': 18970, 'listed_count': 10}",https://t.co/voTzyFJttr,False,False,arciisis,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/voTzyFJttr', 'expanded_url': 'http://fromawritersoul.blogspot.com', 'display_url': 'fromawritersoul.blogspot.com'}]}}",Jaén,1.478386447904297e+18
1.4796456182932726e+18,https://pbs.twimg.com/profile_images/1479645872967147522/_1XF8J0j_normal.jpg,,DominiqueES,"{'followers_count': 2, 'following_count': 53, 'tweet_count': 57, 'listed_count': 0}",,False,False,dominique_es2,,,
1.3500875243881226e+18,https://pbs.twimg.com/profile_images/1521839324874035201/d6_I1pUK_normal.jpg,"Help me face this nothingness
For my vision is gone",يوسف,"{'followers_count': 65, 'following_count': 249, 'tweet_count': 1879, 'listed_count': 0}",https://t.co/cBzqVKMByY,False,False,progenjoyer_,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cBzqVKMByY', 'expanded_url': 'https://curiouscat.me/progenjoyer_', 'display_url': 'curiouscat.me/progenjoyer_'}]}}",,
620873070.0,https://pbs.twimg.com/profile_images/1518267787227115522/fbA2iMZn_normal.jpg,XXX / Español / Matemático / Enseñador / Devorador de manga / Cinéfilo a ratos / Jugador parcial de videojuegos y baloncesto / Don't forget / I can do it,Cork Alchemist,"{'followers_count': 382, 'following_count': 952, 'tweet_count': 110227, 'listed_count': 7}",https://t.co/aoBJpLQu0n,False,False,CorkAlchemist,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aoBJpLQu0n', 'expanded_url': 'https://www.whakoom.com/cork', 'display_url': 'whakoom.com/cork'}]}}",Nadando por mi mundo,7.851583063356908e+17
1.4545048557840015e+18,https://pbs.twimg.com/profile_images/1503116937928323077/0KiJqg12_normal.jpg,Football coach at @official_bhtfc 💚🖤,Jake Forrest,"{'followers_count': 122, 'following_count': 631, 'tweet_count': 147, 'listed_count': 0}",,False,False,jakeforrest2021,"{'description': {'mentions': [{'start': 18, 'end': 33, 'username': 'official_bhtfc'}]}}",West sussex,
1.4874121367668122e+18,https://pbs.twimg.com/profile_images/1521542478620499970/sxPfXy50_normal.jpg,"Русский военный корабль, иди нахуй",Ada dollars,"{'followers_count': 836, 'following_count': 354, 'tweet_count': 18930, 'listed_count': 3}",,False,False,Chyy_Nelo,,,
1.5137907122106737e+18,https://pbs.twimg.com/profile_images/1517450509128704000/2qhS2MOh_normal.jpg,,Team RK,"{'followers_count': 15, 'following_count': 19, 'tweet_count': 266, 'listed_count': 0}",,False,False,RK_stan1,,,
1.4061018367596708e+18,https://pbs.twimg.com/profile_images/1406104537308352519/hNAbKZ1e_normal.jpg,英語学習のことやclubhouseのことを書き留めておくためのアカウント,Chiaki,"{'followers_count': 61, 'following_count': 89, 'tweet_count': 1258, 'listed_count': 0}",,False,False,Chiaki_CLH,,埼玉の果て,1.4061075928295055e+18
1.3747451829781217e+18,https://pbs.twimg.com/profile_images/1475383551881326592/BFVy0Gyt_normal.jpg,"Einhorn vom Planeten Wolle.
Duftet nach Lavendel.
Ist irgendwo zwischen Kunst und Dunst.
Außerdem #Dovahkiin und #PowerRanger. 
#FCKNZS #FCKAFD #FCKPTN",👑PrincessLavendel💜,"{'followers_count': 74, 'following_count': 31, 'tweet_count': 13219, 'listed_count': 5}",https://t.co/ULh8Gdbuo3,False,False,LavendelGraphit,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ULh8Gdbuo3', 'expanded_url': 'https://www.amazon.de/hz/wishlist/ls/1WSZ84AF5ZDFS?ref_=wl_share', 'display_url': 'amazon.de/hz/wishlist/ls…'}]}, 'description': {'hashtags': [{'start': 98, 'end': 108, 'tag': 'Dovahkiin'}, {'start': 113, 'end': 125, 'tag': 'PowerRanger'}, {'start': 128, 'end': 135, 'tag': 'FCKNZS'}, {'start': 136, 'end': 143, 'tag': 'FCKAFD'}, {'start': 144, 'end': 151, 'tag': 'FCKPTN'}]}}",Angel Grove,1.5210883557689713e+18
2829839982.0,https://pbs.twimg.com/profile_images/1522147913178435584/z6l-Zpcf_normal.jpg,🛎🚫,🍧,"{'followers_count': 4557, 'following_count': 44, 'tweet_count': 15222, 'listed_count': 38}",,False,False,fsmsima,,DO NOT repost my artwork ,
146145673.0,https://pbs.twimg.com/profile_images/1480939292574769163/5KTyViRb_normal.jpg,Lvl 35. AMO Eberron. dadme rol. 🇪🇸🇬🇧 @Don_Bingbangbum es mi compa de viaje 💛 avatar by: @criser_mc,Aidan (A.k.a. Lebgar),"{'followers_count': 1923, 'following_count': 888, 'tweet_count': 63373, 'listed_count': 44}",https://t.co/4ZpOICvOzc,False,False,Lebgar,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4ZpOICvOzc', 'expanded_url': 'http://www.lebart-portfolio.co.uk', 'display_url': 'lebart-portfolio.co.uk'}]}, 'description': {'mentions': [{'start': 37, 'end': 53, 'username': 'Don_Bingbangbum'}, {'start': 88, 'end': 98, 'username': 'criser_mc'}]}}",Eberron,1.3023479333298872e+18
22360271.0,https://pbs.twimg.com/profile_images/1401150322458906626/BvkOeuXZ_normal.jpg,"MUFC ⚽️🟢🟡 | ☸️ be different, be you. ✌🏼",Alex 👋,"{'followers_count': 1364, 'following_count': 1453, 'tweet_count': 34277, 'listed_count': 14}",,False,False,aleex_25x,,,1.481408073331884e+18
121573318.0,https://pbs.twimg.com/profile_images/1484191700742389765/apg10ekX_normal.jpg,Enfermera. Cuidados intensivos. Paciente Crítico. Lectora compulsiva. Buscando el mar.,Ana Maria S. S.,"{'followers_count': 171, 'following_count': 639, 'tweet_count': 4629, 'listed_count': 2}",,False,False,amariass,,"Madrid, España",1.4844740769199596e+18
19069445.0,https://pbs.twimg.com/profile_images/1107685606/image_normal.jpg,,Chris Cabble,"{'followers_count': 84, 'following_count': 688, 'tweet_count': 932, 'listed_count': 1}",,False,False,SotonChris,,"Costa Coffee, Eastleigh",
79457711.0,https://pbs.twimg.com/profile_images/1514993467180605449/KVkTgqNI_normal.jpg,Chica biónica. Amante de los ojos que sonríen y brillan. Muy yo,ₗₐᵤᵣᵢ ♀,"{'followers_count': 1359, 'following_count': 910, 'tweet_count': 151908, 'listed_count': 9}",,False,False,eleauerrei,,Asturias,1.471189753425023e+18
6306892.0,https://pbs.twimg.com/profile_images/1155489470361161729/ZCrE7aTl_normal.jpg,IDP from Fukushima Nuclear Disaster,livro,"{'followers_count': 632, 'following_count': 1057, 'tweet_count': 49164, 'listed_count': 23}",https://t.co/A5nOUQiYXh,False,False,jiji551,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/A5nOUQiYXh', 'expanded_url': 'https://livrokatsurao.ocnk.net/', 'display_url': 'livrokatsurao.ocnk.net'}]}}",NO NUKES! NO WIND FARMS!,1.2558586653214228e+18
1.137077421616894e+18,https://pbs.twimg.com/profile_images/1519765265818558468/tKymQvPg_normal.jpg,"Scots lass who loves reading, huge Pooh bear fan! Coffee is favourite drink, friends are a huge blessing, setting up PTA at sons amazing school",anny hearne,"{'followers_count': 204, 'following_count': 192, 'tweet_count': 2750, 'listed_count': 0}",,False,False,annyhearne,,,
9.001105260968468e+17,https://pbs.twimg.com/profile_images/1518893365357686784/Ip2TV9OT_normal.jpg,any pronouns - 19,ivi,"{'followers_count': 128, 'following_count': 124, 'tweet_count': 12004, 'listed_count': 0}",,False,False,catsnboobies,,ar57 eu,1.4751374223254323e+18
2788095964.0,https://pbs.twimg.com/profile_images/1399114575639945217/fGQnlH7S_normal.jpg,West Ham till I die!         Declan Rice = 🐐,Brad Hassall ⚒,"{'followers_count': 132, 'following_count': 353, 'tweet_count': 7429, 'listed_count': 0}",,False,False,brad_hass4,,Doncaster,
1.128440266245931e+18,https://pbs.twimg.com/profile_images/1514554998029524992/tYYWtWIl_normal.jpg,Islas Canarias. Estudiante de Periodismo.,Marcos🇮🇨,"{'followers_count': 115, 'following_count': 132, 'tweet_count': 10781, 'listed_count': 0}",,False,False,maarcosojedav,,"Canary Islands, Spain",1.4140531438774927e+18
7.376852759257129e+17,https://pbs.twimg.com/profile_images/1520522368950677504/cW78mW1B_normal.jpg,1/7 of @LouisToSpain :) viendo a auron cantar watermelon sugar con alba y natalia ✧:･ﾟ,luci TQSPM 🏠,"{'followers_count': 1416, 'following_count': 944, 'tweet_count': 61749, 'listed_count': 11}",https://t.co/8Ub65inllS,False,False,lucixprada,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8Ub65inllS', 'expanded_url': 'http://luciprada.carrd.co', 'display_url': 'luciprada.carrd.co'}]}, 'description': {'mentions': [{'start': 7, 'end': 20, 'username': 'LouisToSpain'}]}}",madrí🚰,1.3363836049271644e+18
614179034.0,https://pbs.twimg.com/profile_images/1342968577054416896/gYG9isbD_normal.jpg,"Educación Primaria
Tenis y deportes en general
Videojuegos",Germán,"{'followers_count': 46, 'following_count': 583, 'tweet_count': 2372, 'listed_count': 1}",,False,False,vaz_german,,Bilbao,
2876830054.0,https://pbs.twimg.com/profile_images/533331883208482816/WX0v8qTQ_normal.jpeg,Web Designer e Computer Geek in Bottega Miller,Vincenzo Landi,"{'followers_count': 81, 'following_count': 525, 'tweet_count': 3407, 'listed_count': 8}",https://t.co/oOmIUtm8Wf,False,False,VincenzoLandi77,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oOmIUtm8Wf', 'expanded_url': 'http://bottegamiller.com', 'display_url': 'bottegamiller.com'}]}}",,
3480238217.0,https://pbs.twimg.com/profile_images/1479994781711450113/VjoAlMf8_normal.jpg,This is a personal account and all comments are my personal view & opinion Retweets may not be ensorsements,Browny,"{'followers_count': 267, 'following_count': 276, 'tweet_count': 8333, 'listed_count': 4}",,False,False,Browny1956,,"Walthamstow, London",
44242907.0,https://pbs.twimg.com/profile_images/1829836406/untitled_normal.jpg,,Michael Brockbanks,"{'followers_count': 122, 'following_count': 1043, 'tweet_count': 9237, 'listed_count': 6}",,False,False,mabrock1980,,"Pontyclun, UK",1.322622685172609e+18
165098628.0,https://pbs.twimg.com/profile_images/1424553830/DSCF0250_normal.JPG,,David Onions,"{'followers_count': 130, 'following_count': 406, 'tweet_count': 6666, 'listed_count': 5}",,False,False,0N10N5,,Shropshire,
337124767.0,https://pbs.twimg.com/profile_images/1112814129360900097/rM4fRAMi_normal.jpg,"Retired Financial Controller with many hobbies:bibliophile,technology,DIY,long walks,photography,mathematical/quiz games,general knowledge",Clive Wright,"{'followers_count': 141, 'following_count': 56, 'tweet_count': 595, 'listed_count': 2}",,False,False,mistermemoryman,,"England, United Kingdom",
18602793.0,https://pbs.twimg.com/profile_images/1254067179147927554/EnCoJogJ_normal.jpg,"Ex-broadcaster. Now: synth player, web/IT nerd, grammar nazi, gin fiend, occasional stand-up comedian and all-round curmudgeon. Not entirely serious.",Inspector Morose 小麦 🇬🇧🇪🇺🇭🇰🇨🇳,"{'followers_count': 1138, 'following_count': 441, 'tweet_count': 139648, 'listed_count': 64}",,False,False,InspectorMorose,,"Terra Firma - the more firmer, the less the terror",
280833737.0,https://pbs.twimg.com/profile_images/1305403023380762624/82SgtnG6_normal.png,"programmer by day, anime and manga editor by night, mobage complainer 24/7. recognized as a member of the primates","""schall"" we step?","{'followers_count': 5096, 'following_count': 449, 'tweet_count': 210823, 'listed_count': 74}",,False,False,Xythar,,"Melbourne, Australia",
157940228.0,https://pbs.twimg.com/profile_images/1479224428059836417/9-FupE93_normal.jpg,"¡No tengo derecho a juzgar la vida de otro! Tan sólo para mí, únicamente para mí he de juzgar, elegir, rechazar.

""Siddhartha""",Eva Marquez,"{'followers_count': 774, 'following_count': 1341, 'tweet_count': 26740, 'listed_count': 4}",,False,False,cathybcn,,,1.4172736926111252e+18
63489836.0,https://pbs.twimg.com/profile_images/1418646781080981507/-uguwE_4_normal.jpg,"今を生きる。今できる事をする。生きていればまずは良し。前向きな諦めも大切。
落ちぶれた元SE。時事ネタ多め。とてもよく滑ります。
┃時事ネタ┃F1┃大相撲┃サントラ┃ラノベ┃アニメ┃パチスロ┃雀魂┃インターネット老人会┃
M&Aによる社風の激変で #うつ病  #強迫性障害 を発症し PIT IN。長期修理中。",𝙰𝚜𝚞𝚝𝚊𝚛𝚘@𝙽𝙾-𝚆𝙰𝚁~$,"{'followers_count': 1054, 'following_count': 792, 'tweet_count': 36611, 'listed_count': 27}",,False,False,Asutaro_JP,"{'description': {'hashtags': [{'start': 124, 'end': 128, 'tag': 'うつ病'}, {'start': 130, 'end': 136, 'tag': '強迫性障害'}]}}",,
1.4419793885478502e+18,https://pbs.twimg.com/profile_images/1443185253376430081/z3c6tvRO_normal.jpg,fictional escapism,ney,"{'followers_count': 3, 'following_count': 81, 'tweet_count': 1728, 'listed_count': 0}",,False,False,googivoile,,she/her 21,
170980542.0,https://pbs.twimg.com/profile_images/1492593330756141064/f7toJrPZ_normal.jpg,Every day of my life forces me to add to the list of people that can kiss my arse.,The Mantalorian,"{'followers_count': 38, 'following_count': 287, 'tweet_count': 427, 'listed_count': 0}",,False,False,Teevo11,,"Chertsey, England",
187214798.0,https://pbs.twimg.com/profile_images/570355523410923520/oBNFTkZB_normal.jpeg,,Cristina G.,"{'followers_count': 102, 'following_count': 431, 'tweet_count': 5351, 'listed_count': 3}",,False,False,cristinamgs,,españa,1.3326556106477527e+18
20045364.0,https://pbs.twimg.com/profile_images/726754146691481600/QI8n04ii_normal.jpg,,Clive ☆,"{'followers_count': 147, 'following_count': 355, 'tweet_count': 5290, 'listed_count': 2}",,False,False,CliveHunt,,BS. UK,
380282005.0,https://pbs.twimg.com/profile_images/1269366647304880129/idBMKaB8_normal.jpg,periodista de La Voz de Galicia,fatima fernandez,"{'followers_count': 263, 'following_count': 1088, 'tweet_count': 2759, 'listed_count': 5}",,False,False,fatimafernand20,,galicia,
1.4421011340012052e+18,https://pbs.twimg.com/profile_images/1487588668235988995/a8Npyqn1_normal.jpg,SSW He/Him tchhrn@gmail.com 👬,hirano taichi,"{'followers_count': 482, 'following_count': 324, 'tweet_count': 1453, 'listed_count': 2}",https://t.co/0yfi8CB7gZ,False,False,hiranota1,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0yfi8CB7gZ', 'expanded_url': 'https://linktr.ee/hiranota1', 'display_url': 'linktr.ee/hiranota1'}]}}","Shizuoka, Japan",1.5220423048860918e+18
