id,lang,text,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521605787013234688,en,"Wordle 319 6/6

🟨🟩🟨⬜⬜
⬜🟨⬜⬜🟨
🟨⬜⬜⬜⬜
🟩⬜🟨⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-03T21:41:04.000Z,1521605787013234688,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,744842996315619328,everyone,,,,,
1521605782936199168,tr,"Wordle Türkçe 319 5/6

⬛🟨🟨⬛⬛
⬛⬛⬛🟨🟨
🟨🟨🟨⬛⬛
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩

https://t.co/TGMbikvyqR",2022-05-03T21:41:03.000Z,1521605782936199168,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1624668098,everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/TGMbikvyqR', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1521605766909546496,en,"Wordle (ES)  #117 6/6

⬜⬜⬜⬜⬜
🟨⬜⬜⬜🟩
🟨🟩⬜🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/T43rgaTDLO",2022-05-03T21:40:59.000Z,1521605766909546496,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1436871303345098753,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/T43rgaTDLO', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521605766641291264,tr,"@Ciy1903 @tevkifat1661 Wordle Türkçe 319 4/6

⬛⬛⬛⬛⬛
⬛⬛🟨⬛🟩
🟨⬛⬛⬛🟩
🟩🟩🟩🟩🟩

Çok zorlandım",2022-05-03T21:40:59.000Z,1521600122769096705,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,853734727,everyone,"{'mentions': [{'start': 0, 'end': 8, 'username': 'Ciy1903', 'id': '178374881'}, {'start': 9, 'end': 22, 'username': 'tevkifat1661', 'id': '1481378077443862530'}]}","[{'type': 'replied_to', 'id': '1521604264992387072'}]",178374881,,
1521605766536441858,en,"RT @econoclasta: Wordle (ES)  #117 4/6

🟨🟩⬜⬜🟩
⬜🟩🟨⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/lJGzIjxARE",2022-05-03T21:40:59.000Z,1521605766536441858,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4290676452,following,"{'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/lJGzIjxARE', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'econoclasta', 'id': '127080477'}]}","[{'type': 'retweeted', 'id': '1521481555885056005'}]",,,
1521605761432014848,en,"Wordle 318 3/6

⬜🟨🟩⬜⬜
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩",2022-05-03T21:40:58.000Z,1521605761432014848,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,187244697,everyone,,,,,
1521605759661854722,en,"Wordle 319 4/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟨🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",2022-05-03T21:40:57.000Z,1521605759661854722,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,123570618,everyone,,,,,
1521605753823698944,ja,"おはようございます
Wordle 319 4/6

🟨⬜⬜🟩⬜
⬜⬜🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

wordleアート
お題「山に月」",2022-05-03T21:40:56.000Z,1521605753823698944,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,28767492,everyone,"{'annotations': [{'start': 78, 'end': 80, 'probability': 0.6363, 'type': 'Other', 'normalized_text': '山に月'}]}",,,,
1521605747557433344,en,"Wordle 319 4/6

⬛🟩⬛⬛🟨
🟩🟩⬛🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-03T21:40:54.000Z,1521605747557433344,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1469618028438757376,everyone,,,,,
1521605741098184705,en,"Wordle 319 3/6

🟩⬜⬜🟩🟨
⬜⬜🟨⬜⬜
🟩🟩🟩🟩🟩",2022-05-03T21:40:53.000Z,1521605741098184705,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2471829276,everyone,,,,,
1521605726459813892,en,"Wordle 318 5/6

⬛🟨🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩

lol i did terribly",2022-05-03T21:40:49.000Z,1480790957155094531,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,887804982862524419,everyone,,"[{'type': 'replied_to', 'id': '1521020527321698304'}]",887804982862524419,,
1521605724471980032,en,"Wordle 319 3/6

⬜🟩⬜⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",2022-05-03T21:40:49.000Z,1521605724471980032,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,436694535,everyone,,,,,
1521605724022915072,en,"Wordle 318 5/6
🤬

⬜⬜🟨⬜⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T21:40:49.000Z,1521605724022915072,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,371295497,everyone,,,,,
1521605711536750592,ja,"日本語のWordle（ローマ字）
#112
X/6
https://t.co/7yTzZPItki
⬛ 🟥 ⬛ ⬛ ⬛
⬛ 🟩 ⬛ ⬛ 🟩
⬛ 🟩 🟥 ⬛ ⬛
⬛ ⬛ 🟥 ⬛ 🟩
⬛ ⬛ ⬛ 🟩 🟩
⬛ ⬛ ⬛ 🟩 🟩",2022-05-03T21:40:46.000Z,1521605711536750592,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,968392055901663232,everyone,"{'urls': [{'start': 26, 'end': 49, 'url': 'https://t.co/7yTzZPItki', 'expanded_url': 'https://wordle-jp.netlify.app/', 'display_url': 'wordle-jp.netlify.app'}]}",,,,
1521605710429274112,en,"i hate when this happens i get so stressed 😭

Wordle 318 5/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T21:40:46.000Z,1521605710429274112,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1210382481326825472,everyone,,,,,
1521605702455681024,ja,"日本語のWordle（ローマ字）
#112
4/6
https://t.co/khwxGk9CnI
⬛ ⬛ 🟥 ⬛ ⬛
⬛ 🟩 ⬛ 🟥 🟩
🟩 🟩 ⬛ ⬛ 🟩
🟩 🟩 🟩 🟩 🟩",2022-05-03T21:40:44.000Z,1521605702455681024,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1195122148370550785,everyone,"{'urls': [{'start': 26, 'end': 49, 'url': 'https://t.co/khwxGk9CnI', 'expanded_url': 'https://wordle-jp.netlify.app/', 'display_url': 'wordle-jp.netlify.app'}]}",,,,
1521605699385573377,en,"Wordle (ES)  #117 4/6

🟨⬜⬜⬜🟩
⬜⬜🟨🟨🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/j9PYM2kMBQ",2022-05-03T21:40:43.000Z,1521605699385573377,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,40032332,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/j9PYM2kMBQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521605696890245120,en,"@JaneCaro Felt like Miss Smarty pants this morning.. 😁 

Wordle 319 2/6

⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩",2022-05-03T21:40:42.000Z,1521593826464636928,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,555690584,everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'JaneCaro', 'id': '92932981'}]}","[{'type': 'replied_to', 'id': '1521593826464636928'}]",92932981,,
1521605684684627973,da,"Wordle Türkçe 319 3/6

⬛🟩🟨🟨⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

Wordle 319 2/6

⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩

Wördl 319 6/6 🔥4

🟩⬛⬛🟨⬛
🟩⬛🟨⬛⬛
🟩⬛⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T21:40:39.000Z,1521605684684627973,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1133483824908775424,everyone,,,,,
1521605679798136832,ko,"Wordle 319 5/6

🟨⬜🟨⬜⬜
⬜🟨🟨🟩⬜
⬜🟨🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

4트만에 할수도 있었는데 까비 아깝슝",2022-05-03T21:40:38.000Z,1521605679798136832,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,948369213554491392,everyone,,,,,
1521605678372171776,tr,"Wordle Türkçe 319 5/6

⬛🟨🟨⬛⬛
⬛⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

https://t.co/iccz8ChGEL",2022-05-03T21:40:38.000Z,1521605678372171776,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,263659978,everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/iccz8ChGEL', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1521605675343880192,en,"Wordle 318 5/6

🟨⬜🟩⬜⬜
⬜🟨🟩🟨⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T21:40:37.000Z,1521605675343880192,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1329441918133170182,everyone,,,,,
1521605674320674817,en,"Wordle 319 2/6

🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩",2022-05-03T21:40:37.000Z,1521605674320674817,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,36318612,everyone,,,,,
1521605655932465153,en,"Brevas

Wordle 319 2/6

🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-03T21:40:33.000Z,1521605655932465153,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,24395070,everyone,,,,,
1521605650228338689,und,"#Wordle 319 5/6

🟨⬜⬜🟨⬜
⬜🟩⬜🟨⬜
⬜🟩🟨⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T21:40:31.000Z,1521605650228338689,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,54159711,everyone,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",,,,
1521605648500371456,en,"Wordle 318 4/6

⬜🟩⬜⬜⬜
🟨🟩⬜🟨⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",2022-05-03T21:40:31.000Z,1521605648500371456,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,707460458920419328,everyone,,,,,
1521605641940389889,en,"Wordle (ES)  #117 4/6

⬜⬜🟨⬜🟩
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ewWskbmVBd",2022-05-03T21:40:29.000Z,1521605641940389889,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1261629454671118337,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/ewWskbmVBd', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521605638438141952,tr,"Wordle Türkçe 319 4/6

⬜⬜🟨⬜⬜
⬜🟩⬜🟨⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/IyUmHtY8rM",2022-05-03T21:40:28.000Z,1521605638438141952,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2400124846,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/IyUmHtY8rM', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1521605633413468167,tr,"İlçe değil miydi?

Wordle Türkçe 319 3/6*

🟩⬜⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩

https://t.co/d803sdoLub",2022-05-03T21:40:27.000Z,1521605633413468167,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,9858892,everyone,"{'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/d803sdoLub', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,{'place_id': '5450e9cd6552d1e7'},
1521605631664439296,en,"Wordle 318 5/6

⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

WordleBot
Skill 82/100
Luck 46/100",2022-05-03T21:40:27.000Z,1521605631664439296,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,125097338,everyone,,,,,
