,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,location,pinned_tweet_id,entities
1361795236037619714,Ezra,False,,False,"{'followers_count': 24, 'following_count': 156, 'tweet_count': 960, 'listed_count': 0}","A song about unrequited love, dedicated to gluten
-
(they/them)",https://pbs.twimg.com/profile_images/1417215329911115782/z1I8Gnh3_normal.jpg,ProgressiveEzra,,,,
286959185,✨,False,,False,"{'followers_count': 492, 'following_count': 238, 'tweet_count': 19475, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1503920441588477954/PFch8Kni_normal.jpg,NurseMarrry,,"British Columbia, Canada",,
44559374,David W Burgess,False,https://t.co/ckhBskNxO8,False,"{'followers_count': 701, 'following_count': 1782, 'tweet_count': 3967, 'listed_count': 23}",Non Bio,https://pbs.twimg.com/profile_images/1492808375905787905/hRkRK4a9_normal.jpg,Emera1d,,"52.190219,1.006998",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ckhBskNxO8', 'expanded_url': 'http://www.whufc.com', 'display_url': 'whufc.com'}]}}"
148138103,Melanie,False,,False,"{'followers_count': 372, 'following_count': 631, 'tweet_count': 17074, 'listed_count': 2}",🏳️‍🌈🍷🎭💙,https://pbs.twimg.com/profile_images/1523663730508247040/gPmf9oYo_normal.jpg,Melchell2,,"Newcastle-under-Lyme, England",1119252137765146625,
327032449,Triple Black,False,,False,"{'followers_count': 36, 'following_count': 1115, 'tweet_count': 1289, 'listed_count': 1}",Yeah,https://pbs.twimg.com/profile_images/1156577493933072386/jfwVY7dM_normal.jpg,solpwr2001,,everywhere,,
1237379413202874368,Kyle,False,,False,"{'followers_count': 79, 'following_count': 248, 'tweet_count': 3076, 'listed_count': 0}",fair enough.,https://pbs.twimg.com/profile_images/1351889039822086144/_LdnQueI_normal.jpg,kylegoettelmann,,"St Louis, MO",,
902280869066498053,IvoXD,False,https://t.co/skxqupIUKq,False,"{'followers_count': 242, 'following_count': 1592, 'tweet_count': 12661, 'listed_count': 1}",21🇪🇦 | ⌨🖱 CEO Founder of @LFire_eSports. Twitch streamer | Cellista. Director de orquesta en proceso. Geometry Dash ❤,https://pbs.twimg.com/profile_images/1479409570825097223/wQzBJUB7_normal.jpg,IvoXd16,,"Málaga, España",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/skxqupIUKq', 'expanded_url': 'http://twitch.tv/IvoXD16', 'display_url': 'twitch.tv/IvoXD16'}]}, 'description': {'mentions': [{'start': 25, 'end': 39, 'username': 'LFire_eSports'}]}}"
73780031,Hiroya Sugita,False,,False,"{'followers_count': 879, 'following_count': 541, 'tweet_count': 92721, 'listed_count': 42}","I am a political scientist specialising on Australia, currently teaching at Kanagawa Uni. I love music of Sibelius, Mahler, Bruckner, Berlioz & Secret Garden.",https://pbs.twimg.com/profile_images/2645308329/5ed475756c212735af7e2e5036187a92_normal.jpeg,hiroyasugita,,,,
140871106,Yash Marathe,False,,False,"{'followers_count': 530, 'following_count': 1221, 'tweet_count': 21775, 'listed_count': 6}",🇱🇷🇳🇪 Now in exciting new flavors! *Conditions apply. Batteries not included. (he/him),https://pbs.twimg.com/profile_images/1766455938/n733265156_4379368_9472_normal.jpg,ymarathe,,"Nazareth, PA",1138521831911100416,
194475350,Bedia Nurten Bigat,False,,False,"{'followers_count': 147, 'following_count': 523, 'tweet_count': 557, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1288881102678118402/Q85M0ozs_normal.jpg,Ailanpa,,,,
17535057,Baby Llama,False,https://t.co/ysFiu112i6,False,"{'followers_count': 379, 'following_count': 480, 'tweet_count': 24958, 'listed_count': 21}",Mostly made of sugar.,https://pbs.twimg.com/profile_images/1503781838141206536/vqMO5Xd8_normal.jpg,gunducci,,,954430093006225408,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ysFiu112i6', 'expanded_url': 'http://thewordmason.wordpress.com', 'display_url': 'thewordmason.wordpress.com'}]}}"
13349692,Brandon Gilbert,False,,False,"{'followers_count': 688, 'following_count': 188, 'tweet_count': 11039, 'listed_count': 15}","Husband, Father, Bama Fan, Cubs Fan, Preds Fan, Bama Alumni in the NFL Fan. University of North Alabama Grad. MBA",https://pbs.twimg.com/profile_images/1070874287018598401/bUaYlNOJ_normal.jpg,brandongilbert,,"Nashville, TN",,
90735942, Javi Losana,False,,False,"{'followers_count': 800, 'following_count': 412, 'tweet_count': 49070, 'listed_count': 57}","Me gusta todo lo que tenga que ver con Apple, la música, los comics, las series, el cine, el fútbol... Vivo unos días en Melilla y otros en Madrid",https://pbs.twimg.com/profile_images/1273864948016390145/VUeZC4jU_normal.jpg,javilosana,,"Melilla, España",,
15850784,Tony Rizzo,False,,False,"{'followers_count': 101, 'following_count': 325, 'tweet_count': 576, 'listed_count': 2}",IT Manager. Former TV news assignment editor. Upstate NY native. 🇮🇹 🏳️‍🌈,https://pbs.twimg.com/profile_images/1551065964/image_normal.jpg,tonyrz,,"Silver Spring, MD",,
1079988523,Fede González,False,https://t.co/eYEwJObolA,False,"{'followers_count': 416, 'following_count': 3874, 'tweet_count': 3575, 'listed_count': 1}",Jugador competitivo de FIFA (actualmente agente libre) || Manager en Palermo eSports. contacto: fedepedrogonzalez@gmail.com 📩 Just do it ❤️ Racing y nada más,https://pbs.twimg.com/profile_images/1279223962963148805/h-7yNe-e_normal.jpg,FGonzi10,,argentina,1447342583374499840,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eYEwJObolA', 'expanded_url': 'http://twitch.tv/fedepg01', 'display_url': 'twitch.tv/fedepg01'}]}}"
910327021733122049,Hoosier Daddy,False,,False,"{'followers_count': 514, 'following_count': 1461, 'tweet_count': 9378, 'listed_count': 2}","My superpower is catching things before they hit the floor. 

Proud alumnus of the Lily-livered Dicks of Harvard.",https://pbs.twimg.com/profile_images/1359324647448313859/7zyoAtOO_normal.jpg,MichaelCMontero,,,,
423843429,MARIA EGEA RODRÍGUEZ,False,,False,"{'followers_count': 498, 'following_count': 1514, 'tweet_count': 6538, 'listed_count': 0}",Celadora Área Sanitaria Ferrol. Máster de Eneagrama e Inteligencia Relacional PNL. Feminismo. Uni Ferrol. Ni un paso atrás 🌹🌹❤️❤️,https://pbs.twimg.com/profile_images/1276429293095129088/yJ1ltoF3_normal.jpg,meryegea,,Ferrol,,
122581584,"Acorn v1.5, Tree Nugget",False,,False,"{'followers_count': 1085, 'following_count': 2119, 'tweet_count': 6462, 'listed_count': 5}","🇨🇦Military dilettante, OSINT watcher, bicycle fan, standard outdoorsy 🏳️‍🌈. Takes can be hot or otherwise. Woke AF Uses “please”/“thank you” #milflamingo",https://pbs.twimg.com/profile_images/1481836221957435395/8cPr_N5J_normal.jpg,canuckacorn,,Somewhere near boots/backpack,,"{'description': {'hashtags': [{'start': 141, 'end': 153, 'tag': 'milflamingo'}]}}"
1330994377154506755,soda mari,False,,False,"{'followers_count': 1, 'following_count': 13, 'tweet_count': 153, 'listed_count': 0}",hi i play wordle and like doja+ari 🫶🏽,https://pbs.twimg.com/profile_images/1346683943614111747/fVzL8HBg_normal.jpg,tensmari_,,"Pompano Beach, FL",,
31262019,Andrew,False,,False,"{'followers_count': 26, 'following_count': 171, 'tweet_count': 1720, 'listed_count': 3}","I'm a software engineer, video game junkie, and that one guy who won't stop drumming on stuff. he/him",https://pbs.twimg.com/profile_images/1268158595318906880/lJQLEN4x_normal.jpg,drummerguyX,,Texas,,
19123923,Andreas Snowden Kaepernick Lorenz,False,https://t.co/m6WqlerYDm,False,"{'followers_count': 1276, 'following_count': 2175, 'tweet_count': 17314, 'listed_count': 36}",Life is sudden death overtime. The clock is running. 32 Jahre Sportjournalist. Manche sagen: ganz brauchbar! Ha Ho He - Hertha BSC,https://pbs.twimg.com/profile_images/539923997/ramones_logo_normal.jpg,alorenza,,Berlin,1138062566821945345,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m6WqlerYDm', 'expanded_url': 'https://de.m.wikipedia.org/wiki/Andreas_Lorenz_(Journalist)', 'display_url': 'de.m.wikipedia.org/wiki/Andreas_L…'}]}}"
32717116,Coach GDaddy 🇺🇦,False,,False,"{'followers_count': 4187, 'following_count': 3174, 'tweet_count': 78975, 'listed_count': 27}",Proprietor of GDaddy Daycare/DLine coach/Episcopalian/Tide Fan/Raiders Fan. 33 years a HS coach. Alabama Alumni. Gump forever.,https://pbs.twimg.com/profile_images/1423010724079603715/Pi0q3GzR_normal.jpg,mojorizn1,,Alabama,686244329514528768,
211340723,drew.,False,https://t.co/5CqiCfVLhq,False,"{'followers_count': 663, 'following_count': 539, 'tweet_count': 94704, 'listed_count': 9}",God's Son. Black Nerd. Here to tweet things. #KSUAlum 🇳🇬 #BLACKLIVESMATTER,https://pbs.twimg.com/profile_images/1510841244980756481/SRjrgzmh_normal.jpg,theotherlaser,,over there,1494485645653430272,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5CqiCfVLhq', 'expanded_url': 'https://www.youtube.com/channel/UCQiMwrQqS2-4CWKyx3zeL3w', 'display_url': 'youtube.com/channel/UCQiMw…'}]}, 'description': {'hashtags': [{'start': 45, 'end': 53, 'tag': 'KSUAlum'}, {'start': 57, 'end': 74, 'tag': 'BLACKLIVESMATTER'}]}}"
1420025473405497351,sadsuma 🍊,False,,False,"{'followers_count': 60, 'following_count': 61, 'tweet_count': 5773, 'listed_count': 0}","del verbo ya no...



trash kan't 🏳️‍🌈🗑️
they/she/he",https://pbs.twimg.com/profile_images/1420033389185409038/83GusoYe_normal.jpg,trash_kan_t,,,1477069056180199425,
1000369988975423489,carolita,False,,False,"{'followers_count': 143, 'following_count': 257, 'tweet_count': 14670, 'listed_count': 1}",filled with poison but blessed with beauty and rage • she/her • 🏳️‍🌈,https://pbs.twimg.com/profile_images/1447604485178728453/vK9-J4_f_normal.jpg,carolisboring,,"São Paulo, Brasil",,
3865369335,aina 🐭🌼,False,,False,"{'followers_count': 166, 'following_count': 336, 'tweet_count': 7501, 'listed_count': 3}",noot noot,https://pbs.twimg.com/profile_images/1506606553260085254/gfumr4tH_normal.jpg,iwanabacalao,,"Barcelona, Catalunya",1508351184582721540,
905963914403467264,Alex Jiménez,False,,False,"{'followers_count': 290, 'following_count': 1452, 'tweet_count': 2763, 'listed_count': 0}",La historia es nuestra y la hacen los pueblos,https://pbs.twimg.com/profile_images/1398114232911212546/IwDgjOPT_normal.jpg,JavierMJ26,,"Tunja, Colombia",,
967147525,ChadRussellWE,False,,False,"{'followers_count': 17, 'following_count': 137, 'tweet_count': 1015, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/2887828556/e66995e25594371f8d24fb65cbefcdf8_normal.jpeg,ChadRussellWE,,"Morrisville, NC",,
3184691125,Chris Edwards,False,,False,"{'followers_count': 1313, 'following_count': 1564, 'tweet_count': 6580, 'listed_count': 36}","He/Him. Tweets about software, agile, CA/AB/YYC politics, LGBTQ/gender equality. BLM. Radicalized by Netflix",https://pbs.twimg.com/profile_images/1433257062524407809/3iKU0qfX_normal.jpg,cjsedwards,,"Treaty 7/Calgary, AB",,
130914326,Samantha Massell,False,https://t.co/IQIyzwDHdm,True,"{'followers_count': 4566, 'following_count': 885, 'tweet_count': 18430, 'listed_count': 39}","actor + singer + writer + lover of licorice
she/her",https://pbs.twimg.com/profile_images/1511345425512648726/2vtMOZGz_normal.jpg,smassellsings,,NYC,1076148083006816257,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IQIyzwDHdm', 'expanded_url': 'http://www.samanthamassell.com', 'display_url': 'samanthamassell.com'}]}}"
1478934818251489289,Nora,False,https://t.co/715cwAPUGm,False,"{'followers_count': 176, 'following_count': 264, 'tweet_count': 5351, 'listed_count': 0}","pfp connoisseur

priv: @SyyroxSyyrox",https://pbs.twimg.com/profile_images/1521056903681527808/KSLZKpJu_normal.jpg,N0RAIN0RAI,,discord: Norai#6887,1520922681490780160,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/715cwAPUGm', 'expanded_url': 'https://rateyourmusic.com/~WyntreWyntre', 'display_url': 'rateyourmusic.com/~WyntreWyntre'}]}, 'description': {'mentions': [{'start': 23, 'end': 36, 'username': 'SyyroxSyyrox'}]}}"
117584018,Carolita 💚,False,,False,"{'followers_count': 376, 'following_count': 292, 'tweet_count': 62705, 'listed_count': 4}",• Sagitariana como Gachi y Pachi •,https://pbs.twimg.com/profile_images/1490172908676816897/kcWxr-6x_normal.jpg,CaritoGRuiz,,,1488274390353596418,
30971225,Felicia Billingsley,False,,False,"{'followers_count': 29, 'following_count': 196, 'tweet_count': 682, 'listed_count': 0}","Sister, mother, friend. Most important a child of God!",https://pbs.twimg.com/profile_images/1320849848753623042/6Rcivn_l_normal.jpg,msitt,,In the groove I carved out,,
2551872600,vero corleone,False,https://t.co/TPsMgrRQXc,False,"{'followers_count': 1191, 'following_count': 692, 'tweet_count': 66253, 'listed_count': 16}",21. lesbian. storyteller/filmmaker/writer. howard university alumna. hoodoo. geechee. 18+,https://pbs.twimg.com/profile_images/1506413262061150210/eEhC0LLD_normal.jpg,R0SYLNS,,they/them,1523395842539139072,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TPsMgrRQXc', 'expanded_url': 'https://linktr.ee/vrcwrites', 'display_url': 'linktr.ee/vrcwrites'}]}}"
1369359396967440388,Gia the Trickster,False,https://t.co/2j0YnBuZsB,False,"{'followers_count': 29, 'following_count': 242, 'tweet_count': 850, 'listed_count': 0}","Melanie❤️Hamilton❤️Paramore
discord: Gia ❤️ Makoto (she/her)#8263

FNAF, Percy Jackson, Danganronpa, South Park, Splatoon",https://pbs.twimg.com/profile_images/1506364801185947668/vWTM9pVu_normal.jpg,d33sNutzz,,six flags because roller coast,1416150223559303169,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2j0YnBuZsB', 'expanded_url': 'https://m.youtube.com/watch?v=dQw4w9WgXcQ', 'display_url': 'm.youtube.com/watch?v=dQw4w9…'}]}}"
2180647576,Michael Billington,False,,False,"{'followers_count': 82, 'following_count': 746, 'tweet_count': 4801, 'listed_count': 1}","loves sports, video games, music, tattoos, movies, and life",https://pbs.twimg.com/profile_images/1067508359375523848/ZxrJpsuu_normal.jpg,MBillington13,,Cumberland Ri,1197608363988787213,
16570994,Jay 🇨🇽,False,https://t.co/WIn35PFFzf,False,"{'followers_count': 580, 'following_count': 809, 'tweet_count': 24579, 'listed_count': 21}",GPCR Scientist. Golfer. Chelsea FC supporter. 🚗🔌⚡️owner . #FPLBeerClub,https://pbs.twimg.com/profile_images/1255648645459906568/Rh4jMNTn_normal.jpg,FPL_Jay,,"District 13, Dystopia 🇨🇽",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WIn35PFFzf', 'expanded_url': 'https://ts.la/jay12247', 'display_url': 'ts.la/jay12247'}]}, 'description': {'hashtags': [{'start': 58, 'end': 70, 'tag': 'FPLBeerClub'}]}}"
2440098614,Clarence Potter,False,,False,"{'followers_count': 74, 'following_count': 326, 'tweet_count': 997, 'listed_count': 2}","All around good guy ++ Blessed by God ++ Wonderful wife and 2 amazing sons ++ Christian, Airborne, Ranger, Eagle scout for a start",https://pbs.twimg.com/profile_images/1296819929862361088/HjWIG7VH_normal.jpg,ClarencePotter5,,,,
366397945,Hugal Ψ,False,,False,"{'followers_count': 311, 'following_count': 217, 'tweet_count': 21260, 'listed_count': 1}",La vida es eso q pasa mientras yo estoy acá en Twitter. RT doesn't mean endorsment,https://pbs.twimg.com/profile_images/1342254723974508544/qvAITep7_normal.jpg,SimkinHugo,,,1469718316113608707,
263179741,Andrew Capasso,False,https://t.co/elg7tFTyB2,True,"{'followers_count': 1310, 'following_count': 672, 'tweet_count': 15304, 'listed_count': 56}",Adrianna & Aidan’s dad. Kate’s husband. Politics Nerd. Love telling stories that have an impact. • CT • MT • PA • LA • FL • AZ •,https://pbs.twimg.com/profile_images/613056373996290048/7z7VGX3E_normal.jpg,ACNewsman,,"Tucson, AZ",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/elg7tFTyB2', 'expanded_url': 'http://www.nwtgroup.com/clients/andrewcapasso', 'display_url': 'nwtgroup.com/clients/andrew…'}]}}"
24465740,Cyndee Davis,False,https://t.co/svkCXPw5sJ,False,"{'followers_count': 190, 'following_count': 281, 'tweet_count': 945, 'listed_count': 0}",PROUD black sheep!!,https://pbs.twimg.com/profile_images/1482008100290936837/6szI1zrC_normal.jpg,sunshine606,,"Ironton, OH",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/svkCXPw5sJ', 'expanded_url': 'http://www.facebook.com/cyndee.davis.10', 'display_url': 'facebook.com/cyndee.davis.10'}]}}"
532262671,Emily Roberson,False,https://t.co/CjrT458cKH,False,"{'followers_count': 1377, 'following_count': 1192, 'tweet_count': 25922, 'listed_count': 44}","Fundamentally unserious. Author of LIFESTYLES OF GODS AND MONSTERS (FSG) and LIFE, MOTHERHOOD & THE PURSUIT OF THE PERFECT HANDBAG. Repped by @Kerry_Sparks.",https://pbs.twimg.com/profile_images/3210015333/b63583becbe13f2e119acefce32db576_normal.jpeg,RobersonEmily,,Arkansas,1498325290539442179,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CjrT458cKH', 'expanded_url': 'http://emilyrobersonbooks.com', 'display_url': 'emilyrobersonbooks.com'}]}, 'description': {'mentions': [{'start': 142, 'end': 155, 'username': 'Kerry_Sparks'}]}}"
21940353,Evan,False,https://t.co/1bUeqqtqeS,False,"{'followers_count': 666, 'following_count': 458, 'tweet_count': 78540, 'listed_count': 18}",A teacher and photographer from Miami. Always planning my next National Park visit. A longed for wave of justice can rise... and hope and history can rhyme.🗽🦉,https://pbs.twimg.com/profile_images/1475311645358395398/fY44uQND_normal.jpg,Wexplorations,,"Miami, FL",1518726711302569987,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1bUeqqtqeS', 'expanded_url': 'https://www.instagram.com/wexplorations/', 'display_url': 'instagram.com/wexplorations/'}]}}"
1124338027994783744,Heidi E. (she/her/hers),False,,False,"{'followers_count': 342, 'following_count': 540, 'tweet_count': 3165, 'listed_count': 7}","Makerspace librarian, reader, maker, midwest transplant, Korean American, trying to do my best. Views expressed belong to me.",https://pbs.twimg.com/profile_images/1508220487851294723/LirAyVUT_normal.jpg,thelibrarybee1,,Illinois,1499025930253225986,
1413175158,🇺🇾,False,,False,"{'followers_count': 1652, 'following_count': 155, 'tweet_count': 114839, 'listed_count': 21}","Que yo sé que no pero, ¿y si sí?",https://pbs.twimg.com/profile_images/1515842327369207809/GgqpD_Tw_normal.jpg,Adan______,,,,
106530221,Susanna Harrison,False,,False,"{'followers_count': 111, 'following_count': 840, 'tweet_count': 833, 'listed_count': 0}","Fish biologist, craft beer enthusiast. Duval 'til I die. All views and opinions expressed are my own.",https://pbs.twimg.com/profile_images/1480669091312455681/CKqomHyr_normal.jpg,jabberwookie87,,,,
2810199613,Stewart Brower,False,,False,"{'followers_count': 202, 'following_count': 327, 'tweet_count': 2793, 'listed_count': 8}","Librarian, husband, father, and such. Blue in a red state. Developing graphic scholarship collection and teaching comics for librarians. I keep busy. :)",https://pbs.twimg.com/profile_images/1480962260474474497/yg_7bhr__normal.jpg,stewartmbrower,,"Tulsa, OK",1189625735541071872,
282560926,Dave McAuliffe,False,,False,"{'followers_count': 129, 'following_count': 572, 'tweet_count': 5430, 'listed_count': 5}","Dad, programmer, Kerryman. 
Kerry, Munster, Manchester United and Red Sox supporter.

FPL: https://t.co/fAsDxdDEw3…",https://pbs.twimg.com/profile_images/506196713787232256/2RXwGmfB_normal.jpeg,DaveZubie,,Ireland,,"{'description': {'urls': [{'start': 91, 'end': 114, 'url': 'https://t.co/fAsDxdDEw3', 'expanded_url': 'http://fantasy.premierleague.com/entry/162141/h', 'display_url': 'fantasy.premierleague.com/entry/162141/h'}]}}"
25999391,Kip,False,https://t.co/aU33xerqbZ,False,"{'followers_count': 98, 'following_count': 114, 'tweet_count': 191, 'listed_count': 3}","I'm a programmer. That means I'm pretty good at googling things.

RTs are endorsements of Billy Joel.",https://pbs.twimg.com/profile_images/949289760283090945/LZmJEtJY_normal.jpg,kipthemediocre,,"Raleigh, NC, USA",1195135339670704128,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aU33xerqbZ', 'expanded_url': 'https://ampersand.space', 'display_url': 'ampersand.space'}]}}"
322358139,cp7ny,False,https://t.co/kMdK5PEMOT,False,"{'followers_count': 1267, 'following_count': 3196, 'tweet_count': 43321, 'listed_count': 27}","Husband and Dad. Big Fan of Sports,Music and Concert goer. Co-Host of @LiftoffJets 🎙 & @talkingrivals 🎙#RepBX #Jets #Isles #Eagles #MLB #NFL #NHL",https://pbs.twimg.com/profile_images/1448675464378204163/HFKEacXS_normal.jpg,CPIZZAIA,,"New York, USA",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kMdK5PEMOT', 'expanded_url': 'https://linktr.ee/cp7ny', 'display_url': 'linktr.ee/cp7ny'}]}, 'description': {'hashtags': [{'start': 103, 'end': 109, 'tag': 'RepBX'}, {'start': 110, 'end': 115, 'tag': 'Jets'}, {'start': 116, 'end': 122, 'tag': 'Isles'}, {'start': 123, 'end': 130, 'tag': 'Eagles'}, {'start': 131, 'end': 135, 'tag': 'MLB'}, {'start': 136, 'end': 140, 'tag': 'NFL'}, {'start': 141, 'end': 145, 'tag': 'NHL'}], 'mentions': [{'start': 70, 'end': 82, 'username': 'LiftoffJets'}, {'start': 87, 'end': 101, 'username': 'talkingrivals'}]}}"
982834042348318721,Pandaman,False,,False,"{'followers_count': 37, 'following_count': 175, 'tweet_count': 3795, 'listed_count': 0}","He/Him
Lost childrens' college funds due to my gambling addiction",https://pbs.twimg.com/profile_images/1484899941386436613/BdX13UkZ_normal.jpg,PandaGuy366,,your moms bedroom,1491237839186833409,
430373544,Sara Gromada,False,,False,"{'followers_count': 11, 'following_count': 353, 'tweet_count': 642, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/848634255139897344/ndZh1DPs_normal.jpg,SaraSeray5,,,739112128880234496,
262675168,LauSan💚🐺,False,https://t.co/fEluSticGo,False,"{'followers_count': 2283, 'following_count': 1272, 'tweet_count': 93454, 'listed_count': 23}","historiadora y docente multi nivel.
*life is short and the world is wide*",https://pbs.twimg.com/profile_images/841297403894484992/9xNOd8n9_normal.jpg,loreinsanchez,,,842375283823001600,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fEluSticGo', 'expanded_url': 'http://papelitosypapelones.blogspot.com.ar/', 'display_url': 'papelitosypapelones.blogspot.com.ar'}]}}"
2153773578,Ángel RMCF 💜💛,False,,False,"{'followers_count': 379, 'following_count': 286, 'tweet_count': 14623, 'listed_count': 4}","Eternamente MADRIDISTA 
#HalaMadrid 
Yo soy yo y mis circustancias.
Never give up. 
#Mamba4life 🐍",https://pbs.twimg.com/profile_images/1502280125592883205/_9IeXN_R_normal.jpg,xXSangelz,,Madrid ,,"{'description': {'hashtags': [{'start': 24, 'end': 35, 'tag': 'HalaMadrid'}, {'start': 84, 'end': 95, 'tag': 'Mamba4life'}]}}"
2331252794,Tara Cook,False,,False,"{'followers_count': 3, 'following_count': 64, 'tweet_count': 544, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/431638165955551232/BH2OSUtw_normal.jpeg,t2thebobie,,,,
445498619,Martin,False,,False,"{'followers_count': 31, 'following_count': 395, 'tweet_count': 298, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/2204378872/image_normal.jpg,m_sni,,"Toronto, Ontario",,
855299880,Jordan (Sixers in Six) Winkler,False,,False,"{'followers_count': 339, 'following_count': 1205, 'tweet_count': 7997, 'listed_count': 3}",I “do law.” Politics and music nerd. #BlackLivesMatter 🏳️‍🌈,https://pbs.twimg.com/profile_images/1521302259094724608/RncOZhSG_normal.jpg,jordanawinkler,,"Philadelphia, PA",,"{'description': {'hashtags': [{'start': 37, 'end': 54, 'tag': 'BlackLivesMatter'}]}}"
145248597,Terri 💗💚 VAX dat thang up 💉💉,False,,False,"{'followers_count': 367, 'following_count': 1401, 'tweet_count': 14842, 'listed_count': 4}",An HBCU MADE #STEMinist loving ALL things BLACK ✊🏾✊🏾...and PINK & GREEN 💗💚💗💚,https://pbs.twimg.com/profile_images/1510715520877793285/dxI7F0gW_normal.jpg,Grambling08,,ATL,,"{'description': {'hashtags': [{'start': 13, 'end': 23, 'tag': 'STEMinist'}]}}"
379195263,Jordan Meurs,False,,False,"{'followers_count': 210, 'following_count': 807, 'tweet_count': 2638, 'listed_count': 0}",way to many hoes to be dyin over bitches - A boogie,https://pbs.twimg.com/profile_images/1220500705204756483/OzWsLiPl_normal.jpg,Meursyy,,Basement,,
3997376116,Mozilla France,False,https://t.co/nmXOg2h49v,True,"{'followers_count': 10229, 'following_count': 54, 'tweet_count': 3192, 'listed_count': 146}","À l'œuvre pour qu’Internet reste une ressource publique, ouverte, accessible. Soutenu par une organisation à but non lucratif, maison de Firefox et Mozilla VPN.",https://pbs.twimg.com/profile_images/1456245307558223878/wxGvTCoq_normal.png,mozilla_france,,Sur Terre,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nmXOg2h49v', 'expanded_url': 'http://mzl.la/3jza4OL', 'display_url': 'mzl.la/3jza4OL'}]}}"
1496728327,Becca Jacobs 💜🖤🏳️‍🌈,False,,False,"{'followers_count': 39, 'following_count': 64, 'tweet_count': 1789, 'listed_count': 0}",she/her,https://pbs.twimg.com/profile_images/979864751751745536/eZ_DZi8M_normal.jpg,BeccaJacobs17,,,,
250761763,Brendan,False,,False,"{'followers_count': 73, 'following_count': 258, 'tweet_count': 20318, 'listed_count': 3}",Don't blow it. Keep it simple. Count your money.,https://pbs.twimg.com/profile_images/1177754326372143105/h1RjrdRM_normal.jpg,Brndn75,,,,
168901404,MikeyInHouston,False,https://t.co/1n9jVXSSeX,False,"{'followers_count': 1302, 'following_count': 794, 'tweet_count': 32999, 'listed_count': 24}","RT'er of #fanart, the funny, and cool. I like #StarWars, #Lego, #MarvelComics, #DCComics, the Constitution, dogs, and Matthew 22: 37-40. Also play Wordle.",https://pbs.twimg.com/profile_images/1240423206038777857/rXQVsvQJ_normal.jpg,mikeyinhouston,,In Houston,1523673780555771904,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1n9jVXSSeX', 'expanded_url': 'https://www.biblegateway.com/passage/?search=Matthew%2022%3A37-40&version=NIV', 'display_url': 'biblegateway.com/passage/?searc…'}]}, 'description': {'hashtags': [{'start': 9, 'end': 16, 'tag': 'fanart'}, {'start': 46, 'end': 55, 'tag': 'StarWars'}, {'start': 57, 'end': 62, 'tag': 'Lego'}, {'start': 64, 'end': 77, 'tag': 'MarvelComics'}, {'start': 79, 'end': 88, 'tag': 'DCComics'}]}}"
986010778338705409,Robin Campbell,False,,False,"{'followers_count': 6, 'following_count': 13, 'tweet_count': 346, 'listed_count': 0}",MLB,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TeddysPapa,,,,
33573009,Bruce Ciskie,False,,False,"{'followers_count': 5046, 'following_count': 1059, 'tweet_count': 229680, 'listed_count': 141}","Hubs, pops, son, etc. 17th yr VOX @UMDMensHockey on @KDAL610. Big rube: Packers, Brewers, Wild, Badgers, MNUFC. Tries hard.",https://pbs.twimg.com/profile_images/1444846575419805703/XGhn4uDn_normal.jpg,BruceCiskie,,"Duluth, Minn.",1515821801544335363,"{'description': {'mentions': [{'start': 34, 'end': 48, 'username': 'UMDMensHockey'}, {'start': 52, 'end': 60, 'username': 'KDAL610'}]}}"
